166543828b17950d9190737ffb8ed82e17a53b32cc2eb4700853e746b049642b,7a37838250ec5d5de9f98c44bf260084208a4540880f1cadfe0b9b3968aa7e68,05092627a1b5e23728ac8584d0f7bc420920175629eb11b5a70afdf60c364590,bcfa388abe0072f6b5de53cc2dc800d44aa8832e390e985c7a102190ee535a86,967cbc9ee6155f24cfc370e290c2627f460fd01ca561b2b47306db91f210a6e3,653656675b98a7968b24104e86729565f509e4d7442225601f4dd709bda958ad,a241ff8c6f36811dba222ac2ca0c8cacff6e7a0f91f62029db694845c416c19e,4226a70e2ec9ef9db5a2f8a530ee54873f35bcbbab311fc7920360632e55e58c,01df54d5b9b80b7acbe61962e2c829537fa88ce2b7863b78d6d94c944bf86c28,c6b258dbf26283d9d16123ac1222f58ce07b1471d602b07179bff5e58350e4dc,89b051f5705171e6a1862280fed234ba85fdcb45751a05597e7e6cc7d08a1af4,ff626e10bf61ae08b1457d24cce0cb514f5bec41ac231d83047ec98c6fbc6197,9d2cd74d4a78e0e94236526386eca229035af4aedacd4b87c93bcb6c5056b5e4,2798b248cf51908dbfad018d6f8bd80048dea6e18fff174d45eb44a4fc23253e,0fe5a72348f266148ce8ce2f8811c6c08627f1d8a2700a9b6e3da64d13a2e1a2,9fbc154fd9027cf8c1aaac0958d5494f6580c46d3396dc3312508a5332333cc1,dec981e57bdf3ceabbcebfafce9fc0cda091671fe3a1d43ef5bc3475318d7af3,0eec9b0c1a5de560d1538e9d7dd1bd91bfd20818329594c3b6d4f86738723737,6d8f82386e21b540d6df214008b37673da9a609e45340a144363044a81b13f17,c716196e87323d6b7418a3c3ecf36266df4748977d5c63ac83ffa81865ba88cc,6844932d6f58a10856d66eca683c187f47e0698a9e88b10f79d180566ed6846d,1bd589d4dc8b365fd91f107e3174673303c9410fc877cc7f0b19644ace07c004,b06a6d7028bdf4c3fbb27d0b94f846b50c752dd9799243d7c5853ea1233011fb,8c48fba8ae2c8803f3079c7cdde494e4056ce9492059e678885f4613bb31f7e3,42023f231d515d9d4967a3ad592f637f7cf7e5ac9ee340e1243c41a2858897be,fddd051fe5dd4c073c3f900aa06c4953f326719bac78993d76854501e23d831f,14531f249c3a4952be1e7c27115e7ae3e02ca27f985639542db2affe0a316351,61f4b102fb62cd2ecd945758a9598509dc7e174f7ad6c2683c1845fde061e906,3b6d4c1116d7b912d956154568142cdba46f7fbca6ac3c9501c2b9090bdef79b,b0ff59303cf58fd6e3eabfc40f62b6aa9214055515a3b2b809d2f06e7301c47a,16068688c6c5b9169d0e56f0250d5f0476642bd6be6fe0f9bad93abe13382073,e4091e495eedfea3912041b37ebdca0fa34e95eda068b92baac59ee9e9cdf4a7,5972312a19ee6e9322f757bb769b7a685a9e1aa5aa99191c322b6a22df09f06d,0211eaf41895f570dfe2ac7a7f3435763ab77ad45934b3871a1e6deeb1f893c7,de345f2229c21ea5317c040d3391d5b38d8760393acf7fec0e88e8c180362f45,84e4cca0f839677454fc75ceb4295aeb10c3ecf8a341b9c3091589d35a243578,468a6c5ed91e470085175567f72614dbdaccd0230627f176fecb1e58024c3c3d,6a01735eada64ace895030967a9ec32dcbeddd1b1a75630de4fda2758c07ffb9,f9c5b1c4edead1326131ff923a5da24a9b45d03fb70c481dbd95408ce9f3ccd4,90479a21d4b604de0cc7d3923c0ca3ab322e79cbedc25bc7d79ebbf3bbc90ba7,7093d1840fe1215809cd8c024be3a00e9ff039a798101760a92eeb50369150e0,32ea4645b7a0c9d0888381662c5e2150aef63c507d6a62f5b1d367e209d094ea,fcd5b3d8fdfea8e9e81aca4551a27c9998815042085f7aaf1c02da205d4bf7ea,4acb98db2457bb748bfcf234827cc2001fba8cd01dd282283d72bdd1ec0c95e9
"650030043","bgm_M41","20030104","120","650030104","650030127","0","0","-152","0","20030","0","101243","650030041","4","0","8","8","0","0","101241","bgm_M41","王城蘭德索爾 1-4","8","101242","20030101","0","0","0","0","bgm_M41","bgm_M41","1","0","101241","0","bgm_M41","1","650030042","-592","bgm_M41","90","100200","0"
"650030053","bgm_M41","20030105","120","650030105","650030123","0","0","-121","0","20030","0","101243","650030051","5","0","8","8","0","0","101241","bgm_M41","王城蘭德索爾 1-5","8","101242","20030101","0","0","0","0","bgm_M41","bgm_M41","1","0","101241","0","bgm_M41","1","650030052","-402","bgm_M41","90","100590","0"
"650030063","bgm_M41","20030106","135","650030106","650030124","0","0","80","0","20030","0","101243","650030061","6","0","9","9","0","0","101241","bgm_M41","王城蘭德索爾 1-6","9","101242","20030101","0","0","0","0","bgm_M41","bgm_M41","1","0","101241","0","bgm_M41","1","650030062","-311","bgm_M41","90","100190","0"
"650030073","bgm_M41","20030107","135","650030107","650030125","0","0","71","0","20030","0","101243","650030071","7","0","9","9","0","0","101241","bgm_M41","王城蘭德索爾 1-7","9","101242","20030101","0","0","0","0","bgm_M41","bgm_M41","1","0","101241","0","bgm_M41","1","650030072","-115","bgm_M41","90","100200","0"
"650030083","bgm_M41","20030108","135","650030108","650030126","0","0","-163","0","20030","0","101243","650030081","8","0","9","9","0","0","101241","bgm_M41","王城蘭德索爾 1-8","9","101242","20030101","0","0","0","0","bgm_M41","bgm_M41","1","0","101241","0","bgm_M41","1","650030082","-138","bgm_M41","90","100190","0"
"650030093","bgm_M41","20030109","135","650030109","650030127","0","0","-182","0","20030","0","101243","650030091","9","0","9","9","0","0","101241","bgm_M41","王城蘭德索爾 1-9","9","101242","20030101","0","0","0","0","bgm_M41","bgm_M41","1","0","101241","0","bgm_M41","1","650030092","132","bgm_M41","90","100200","0"
"650030103","bgm_M41","20030110","135","650030110","650030122","0","0","55","0","20030","0","101243","650030101","10","0","9","9","0","0","101241","bgm_M41","王城蘭德索爾 1-10","9","101242","20030101","0","0","0","0","bgm_M41","bgm_M41","1","0","101241","0","bgm_M41","1","650030102","70","bgm_M41","90","100590","0"
"650030113","bgm_M41","20030111","150","650030111","650030124","0","0","92","0","20030","0","101243","650030111","11","0","10","10","0","0","101241","bgm_M41","王城蘭德索爾 1-11","10","101242","20030101","0","0","0","0","bgm_M41","bgm_M41","1","0","101241","0","bgm_M41","1","650030112","261","bgm_M41","90","100190","0"
"650030123","bgm_M41","20030112","150","650030112","650030125","0","0","90","0","20030","0","101243","650030121","12","0","10","10","0","0","101241","bgm_M41","王城蘭德索爾 1-12","10","101242","20030101","0","0","0","0","bgm_M41","bgm_M41","1","0","101241","0","bgm_M41","1","650030122","440","bgm_M41","90","100200","0"
"650030133","bgm_M41","20030113","150","650030113","650030126","0","0","-87","0","20030","0","101243","650030131","13","0","10","10","0","0","101241","bgm_M41","王城蘭德索爾 1-13","10","101242","20030101","0","0","0","0","bgm_M41","bgm_M41","1","0","101241","0","bgm_M41","1","650030132","350","bgm_M41","90","100590","0"
"650030143","bgm_M41","20030114","150","650030114","650030127","0","0","-117","0","20030","0","101243","650030141","14","0","10","10","0","0","101241","bgm_M41","王城蘭德索爾 1-14","10","101242","20030101","0","0","0","0","bgm_M41","bgm_M41","1","0","101241","0","bgm_M41","1","650030142","526","bgm_M41","90","100190","0"
"650030153","bgm_M41","20030115","150","650030115","650030123","0","0","-162","0","20030","0","101243","650030151","15","0","10","10","0","0","101241","bgm_M41","王城蘭德索爾 1-15","10","101242","20030101","0","0","0","0","bgm_M41","bgm_M41","1","0","101241","0","bgm_M41","1","650030152","700","bgm_M41","90","100200","0"
"650030163","bgm_M41","20030201","240","650030116","650030121","0","54","-73","0","20030","0","102363","650030161","16","0","16","16","0","0","102361","bgm_M41","王城蘭德索爾 1-1","10","102362","20030201","1","0","0","2","bgm_M41","bgm_M41","2","5","102364","31014","bgm_M41","1","650030162","-520","bgm_M41","90","100190","0"
"650030173","bgm_M41","20030202","240","650030117","650030121","0","54","60","0","20030","0","102363","650030171","17","0","16","16","0","0","102361","bgm_M41","王城蘭德索爾 1-2","10","102362","20030201","1","0","0","2","bgm_M41","bgm_M41","2","5","102364","31037","bgm_M41","1","650030172","-310","bgm_M41","90","100590","0"
"650030183","bgm_M41","20030203","270","650030118","650030121","0","54","-189","0","20030","0","102363","650030181","18","0","18","18","0","0","102361","bgm_M41","王城蘭德索爾 1-3","10","102362","20030201","1","0","0","2","bgm_M41","bgm_M41","2","5","102364","31014","bgm_M41","1","650030182","-129","bgm_M41","90","100200","0"
"650030193","bgm_M41","20030204","270","650030119","650030121","0","54","-128","0","20030","0","102363","650030191","19","0","18","18","0","0","102361","bgm_M41","王城蘭德索爾 1-4","10","102362","20030201","1","0","0","2","bgm_M41","bgm_M41","2","5","102364","31037","bgm_M41","1","650030192","98","bgm_M41","90","100590","0"
"650030203","bgm_M41","20030205","300","650030120","650030121","0","54","61","0","20030","0","102363","650030201","20","0","20","20","0","0","102361","bgm_M41","王城蘭德索爾 1-5","10","102362","20030201","1","0","0","2","bgm_M41","bgm_M41","2","5","102364","31014","bgm_M41","1","650030202","273","bgm_M41","90","100190","0"
"650031013","bgm_M41","20031101","120","650031101","650031124","0","0","-180","0","20031","0","102653","650031011","1","0","8","8","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-1","8","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031012","-739","bgm_M41","90","100570","0"
"650031023","bgm_M41","20031102","120","650031102","650031125","0","0","-2","0","20031","0","102653","650031021","2","0","8","8","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-2","8","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031022","-641","bgm_M41","90","100130","0"
"650031033","bgm_M41","20031103","120","650031103","650031126","0","0","123","0","20031","0","102653","650031031","3","0","8","8","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-3","8","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031032","-523","bgm_M41","90","100570","0"
"650031043","bgm_M41","20031104","120","650031104","650031127","0","0","47","0","20031","0","102653","650031041","4","0","8","8","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-4","8","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031042","-390","bgm_M41","90","100660","0"
"650031053","bgm_M41","20031105","120","650031105","650031123","0","0","-175","0","20031","0","102653","650031051","5","0","8","8","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-5","8","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031052","-466","bgm_M41","90","100570","0"
"650031063","bgm_M41","20031106","135","650031106","650031124","0","0","-176","0","20031","0","102653","650031061","6","0","9","9","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-6","9","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031062","-249","bgm_M41","90","100660","0"
"650031073","bgm_M41","20031107","135","650031107","650031125","0","0","-69","0","20031","0","102653","650031071","7","0","9","9","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-7","9","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031072","-156","bgm_M41","90","100660","0"
"650031083","bgm_M41","20031108","135","650031108","650031126","0","0","52","0","20031","0","102653","650031081","8","0","9","9","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-8","9","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031082","-246","bgm_M41","90","100310","0"
"650031093","bgm_M41","20031109","135","650031109","650031127","0","0","48","0","20031","0","102653","650031091","9","0","9","9","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-9","9","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031092","-58","bgm_M41","90","100660","0"
"650031103","bgm_M41","20031110","135","650031110","650031122","0","0","-123","0","20031","0","102653","650031101","10","0","9","9","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-10","9","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031102","41","bgm_M41","90","100660","0"
"650031113","bgm_M41","20031111","150","650031111","650031124","0","0","-175","0","20031","0","102653","650031111","11","0","10","10","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-11","10","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031112","194","bgm_M41","90","100660","0"
"650031123","bgm_M41","20031112","150","650031112","650031125","0","0","29","0","20031","0","102653","650031121","12","0","10","10","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-12","10","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031122","259","bgm_M41","90","100310","0"
"650031133","bgm_M41","20031113","150","650031113","650031126","0","0","47","0","20031","0","102653","650031131","13","0","10","10","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-13","10","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031132","420","bgm_M41","90","100570","0"
"650031143","bgm_M41","20031114","150","650031114","650031127","0","0","-188","0","20031","0","102653","650031141","14","0","10","10","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-14","10","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031142","423","bgm_M41","90","100660","0"
"650031153","bgm_M41","20031115","150","650031115","650031123","0","0","-97","0","20031","0","102653","650031151","15","0","10","10","0","0","102651","bgm_M41","名媛初登夢想秘境會場 1-15","10","102652","20031101","0","0","0","0","bgm_M41","bgm_M41","1","0","102651","0","bgm_M41","1","650031152","548","bgm_M41","90","100660","0"
"650031163","bgm_M41","20031201","240","650031116","650031121","0","54","99","0","20031","0","101363","650031161","16","0","16","16","0","0","101361","bgm_M41","名媛初登夢想秘境會場 1-1","10","101362","20031201","1","0","0","2","bgm_M41","bgm_M41","2","5","101361","31146","bgm_M41","1","650031162","-493","bgm_M41","90","100660","0"
"650031173","bgm_M41","20031202","240","650031117","650031121","0","54","60","0","20031","0","101363","650031171","17","0","16","16","0","0","101361","bgm_M41","名媛初登夢想秘境會場 1-2","10","101362","20031201","1","0","0","2","bgm_M41","bgm_M41","2","5","101361","31048","bgm_M41","1","650031172","-294","bgm_M41","90","100570","0"
"650031183","bgm_M41","20031203","270","650031118","650031121","0","54","-157","0","20031","0","101363","650031181","18","0","18","18","0","0","101361","bgm_M41","名媛初登夢想秘境會場 1-3","10","101362","20031201","1","0","0","2","bgm_M41","bgm_M41","2","5","101361","31146","bgm_M41","1","650031182","-230","bgm_M41","90","100660","0"
"650031193","bgm_M41","20031204","270","650031119","650031121","0","54","-200","0","20031","0","101363","650031191","19","0","18","18","0","0","101361","bgm_M41","名媛初登夢想秘境會場 1-4","10","101362","20031201","1","0","0","2","bgm_M41","bgm_M41","2","5","101361","31048","bgm_M41","1","650031192","67","bgm_M41","90","100570","0"
"650031203","bgm_M41","20031205","300","650031120","650031121","0","54","-17","0","20031","0","101363","650031201","20","0","20","20","0","0","101361","bgm_M41","名媛初登夢想秘境會場 1-5","10","101362","20031201","1","0","0","2","bgm_M41","bgm_M41","2","5","101361","31146","bgm_M41","1","650031202","219","bgm_M41","90","100660","0"
"650032013","bgm_M41","20032101","120","650032101","650032124","0","0","-115","0","20032","0","102663","650032011","1","0","8","8","0","0","102661","bgm_M41","港小鎮‧大間 1-1","8","102662","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","102661","0","bgm_M41","1","650032012","-897","bgm_M41","90","100200","0"
"650032023","bgm_M41","20032102","120","650032102","650032125","0","0","-88","0","20032","0","102663","650032021","2","0","8","8","0","0","102661","bgm_M41","港小鎮‧大間 1-2","8","102662","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","102661","0","bgm_M41","1","650032022","-700","bgm_M41","90","100190","0"
"650032033","bgm_M41","20032103","120","650032103","650032126","0","0","124","0","20032","0","102663","650032031","3","0","8","8","0","0","102661","bgm_M41","港小鎮‧大間 1-3","8","102662","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","102661","0","bgm_M41","1","650032032","-762","bgm_M41","90","100590","0"
"650032043","bgm_M41","20032104","120","650032104","650032127","0","0","96","0","20032","0","102663","650032041","4","0","8","8","0","0","102661","bgm_M41","港小鎮‧大間 1-4","8","102662","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","102661","0","bgm_M41","1","650032042","-576","bgm_M41","90","100200","0"
"650032053","bgm_M41","20032105","120","650032105","650032123","0","0","-99","0","20032","0","102663","650032051","5","0","8","8","0","0","102661","bgm_M41","港小鎮‧大間 1-5","8","102662","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","102661","0","bgm_M41","1","650032052","-468","bgm_M41","90","100190","0"
"650032063","bgm_M41","20032106","135","650032106","650032124","0","0","33","0","20032","0","102663","650032061","6","0","9","9","0","0","102661","bgm_M41","港小鎮‧大間 1-6","9","102662","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","102661","0","bgm_M41","1","650032062","-334","bgm_M41","90","100200","0"
"650032073","bgm_M41","20032107","135","650032107","650032125","0","0","99","0","20032","0","102663","650032071","7","0","9","9","0","0","102661","bgm_M41","港小鎮‧大間 1-7","9","102662","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","102661","0","bgm_M41","1","650032072","-155","bgm_M41","90","100190","0"
"650032083","bgm_M41","20032108","135","650032108","650032126","0","0","-103","0","20032","0","102663","650032081","8","0","9","9","0","0","102661","bgm_M41","港小鎮‧大間 1-8","9","102662","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","102661","0","bgm_M41","1","650032082","-54","bgm_M41","90","100200","0"
"650032093","bgm_M41","20032109","135","650032109","650032127","0","0","-109","0","20032","0","102673","650032091","9","0","9","9","0","0","102671","bgm_M41","港小鎮‧大間 1-9","9","102672","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","102671","0","bgm_M41","1","650032092","129","bgm_M41","90","100670","0"
"650032103","bgm_M41","20032110","135","650032110","650032122","0","0","102","0","20032","0","100583","650032101","10","0","9","9","0","0","100581","bgm_M41","港小鎮‧大間 1-10","9","100582","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","100581","0","bgm_M41","1","650032102","42","bgm_M41","90","100180","0"
"650032113","bgm_M41","20032111","150","650032111","650032124","0","0","84","0","20032","0","102673","650032111","11","0","10","10","0","0","102671","bgm_M41","港小鎮‧大間 1-11","10","102672","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","102671","0","bgm_M41","1","650032112","235","bgm_M41","90","100670","0"
"650032123","bgm_M41","20032112","150","650032112","650032125","0","0","108","0","20032","0","100583","650032121","12","0","10","10","0","0","100581","bgm_M41","港小鎮‧大間 1-12","10","100582","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","100581","0","bgm_M41","1","650032122","439","bgm_M41","90","100080","0"
"650032133","bgm_M41","20032113","150","650032113","650032126","0","0","-79","0","20032","0","102673","650032131","13","0","10","10","0","0","102671","bgm_M41","港小鎮‧大間 1-13","10","102672","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","102671","0","bgm_M41","1","650032132","339","bgm_M41","90","100670","0"
"650032143","bgm_M41","20032114","150","650032114","650032127","0","0","-114","0","20032","0","100583","650032141","14","0","10","10","0","0","100581","bgm_M41","港小鎮‧大間 1-14","10","100582","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","100581","0","bgm_M41","1","650032142","542","bgm_M41","90","100180","0"
"650032153","bgm_M41","20032115","150","650032115","650032123","0","0","19","0","20032","0","102673","650032151","15","0","10","10","0","0","102671","bgm_M41","港小鎮‧大間 1-15","10","102672","20032101","0","0","0","0","bgm_M41","bgm_M41","1","0","102671","0","bgm_M41","1","650032152","679","bgm_M41","90","100670","0"
"650032163","bgm_M41","20032201","240","650032116","650032121","0","54","4","0","20032","0","102683","650032161","16","0","16","16","0","0","102681","bgm_M41","港小鎮‧大間 1-1","10","102682","20032201","1","0","0","2","bgm_M41","bgm_M41","2","5","102681","31147","bgm_M41","1","650032162","-528","bgm_M41","90","100200","0"
"650032173","bgm_M41","20032202","240","650032117","650032121","0","54","67","0","20032","0","102683","650032171","17","0","16","16","0","0","102681","bgm_M41","港小鎮‧大間 1-2","10","102682","20032201","1","0","0","2","bgm_M41","bgm_M41","2","5","102681","31060","bgm_M41","1","650032172","-318","bgm_M41","90","100190","0"
"650032183","bgm_M41","20032203","270","650032118","650032121","0","54","-181","0","20032","0","102693","650032181","18","0","18","18","0","0","102691","bgm_M41","港小鎮‧大間 1-3","10","102692","20032201","1","0","0","2","bgm_M41","bgm_M41","2","5","102691","31147","bgm_M41","1","650032182","-256","bgm_M41","90","100670","0"
"650032193","bgm_M41","20032204","270","650032119","650032121","0","54","-164","0","20032","0","102693","650032191","19","0","18","18","0","0","102691","bgm_M41","港小鎮‧大間 1-4","10","102692","20032201","1","0","0","2","bgm_M41","bgm_M41","2","5","102691","31060","bgm_M41","1","650032192","128","bgm_M41","90","100180","0"
"650032203","bgm_M41","20032205","300","650032120","650032121","0","54","51","0","20032","0","102693","650032201","20","0","20","20","0","0","102691","bgm_M41","港小鎮‧大間 1-5","10","102692","20032201","1","0","0","2","bgm_M41","bgm_M41","2","5","102691","31147","bgm_M41","1","650032202","260","bgm_M41","90","100670","0"
"650033013","bgm_M41","20033101","120","650033101","650033124","0","0","76","0","20033","0","100067","650033011","1","0","8","8","0","0","100065","bgm_M41","蘭德索爾近郊 1-1","8","100066","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100065","0","bgm_M41","1","650033012","-774","bgm_M41","90","100050","0"
"650033023","bgm_M41","20033102","120","650033102","650033125","0","0","-157","0","20033","0","100093","650033021","2","0","8","8","0","0","100091","bgm_M41","蘭德索爾近郊 1-2","8","100092","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100091","0","bgm_M41","1","650033022","-731","bgm_M41","90","100040","0"
"650033033","bgm_M41","20033103","120","650033103","650033126","0","0","-154","0","20033","0","100067","650033031","3","0","8","8","0","0","100065","bgm_M41","蘭德索爾近郊 1-3","8","100066","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100065","0","bgm_M41","1","650033032","-550","bgm_M41","90","100010","0"
"650033043","bgm_M41","20033104","120","650033104","650033127","0","0","12","0","20033","0","100067","650033041","4","0","8","8","0","0","100065","bgm_M41","蘭德索爾近郊 1-4","8","100066","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100065","0","bgm_M41","1","650033042","-455","bgm_M41","90","100050","0"
"650033053","bgm_M41","20033105","120","650033105","650033123","0","0","39","0","20033","0","100023","650033051","5","0","8","8","0","0","100021","bgm_M41","蘭德索爾近郊 1-5","8","100022","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100021","0","bgm_M41","1","650033052","-264","bgm_M41","90","100020","0"
"650033063","bgm_M41","20033106","135","650033106","650033124","0","0","-144","0","20033","0","100093","650033061","6","0","9","9","0","0","100091","bgm_M41","蘭德索爾近郊 1-6","9","100092","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100091","0","bgm_M41","1","650033062","-163","bgm_M41","90","100040","0"
"650033073","bgm_M41","20033107","135","650033107","650033125","0","0","40","0","20033","0","100067","650033071","7","0","9","9","0","0","100065","bgm_M41","蘭德索爾近郊 1-7","9","100066","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100065","0","bgm_M41","1","650033072","-67","bgm_M41","90","100050","0"
"650033083","bgm_M41","20033108","135","650033108","650033126","0","0","-3","0","20033","0","100067","650033081","8","0","9","9","0","0","100065","bgm_M41","蘭德索爾近郊 1-8","9","100066","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100065","0","bgm_M41","1","650033082","98","bgm_M41","90","100010","0"
"650033093","bgm_M41","20033109","135","650033109","650033127","0","0","-178","0","20033","0","100023","650033091","9","0","9","9","0","0","100021","bgm_M41","蘭德索爾近郊 1-9","9","100022","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100021","0","bgm_M41","1","650033092","6","bgm_M41","90","100020","0"
"650033103","bgm_M41","20033110","135","650033110","650033122","0","0","-200","0","20033","0","100067","650033101","10","0","9","9","0","0","100065","bgm_M41","蘭德索爾近郊 1-10","9","100066","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100065","0","bgm_M41","1","650033102","241","bgm_M41","90","100050","0"
"650033113","bgm_M41","20033111","150","650033111","650033124","0","0","-67","0","20033","0","100067","650033111","11","0","10","10","0","0","100065","bgm_M41","蘭德索爾近郊 1-11","10","100066","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100065","0","bgm_M41","1","650033112","399","bgm_M41","90","100010","0"
"650033123","bgm_M41","20033112","150","650033112","650033125","0","0","-186","0","20033","0","100067","650033121","12","0","10","10","0","0","100065","bgm_M41","蘭德索爾近郊 1-12","10","100066","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100065","0","bgm_M41","1","650033122","510","bgm_M41","90","100050","0"
"650033133","bgm_M41","20033113","150","650033113","650033126","0","0","34","0","20033","0","100093","650033131","13","0","10","10","0","0","100091","bgm_M41","蘭德索爾近郊 1-13","10","100092","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100091","0","bgm_M41","1","650033132","573","bgm_M41","90","100040","0"
"650033143","bgm_M41","20033114","150","650033114","650033127","0","0","-171","0","20033","0","100093","650033141","14","0","10","10","0","0","100091","bgm_M41","蘭德索爾近郊 1-14","10","100092","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100091","0","bgm_M41","1","650033142","672","bgm_M41","90","100040","0"
"650033153","bgm_M41","20033115","150","650033115","650033123","0","0","-26","0","20033","0","100023","650033151","15","0","10","10","0","0","100021","bgm_M41","蘭德索爾近郊 1-15","10","100022","20033101","0","0","0","0","bgm_M41","bgm_M41","1","0","100021","0","bgm_M41","1","650033152","794","bgm_M41","90","100020","0"
"650033163","bgm_M41","20033201","240","650033116","650033121","0","54","-90","0","20033","0","100433","650033161","16","0","16","16","0","0","100431","bgm_M41","蘭德索爾近郊 1-1","10","100432","20033201","1","0","0","2","bgm_M41","bgm_M41","2","5","100431","31156","bgm_M41","1","650033162","-490","bgm_M41","90","100050","0"
"650033173","bgm_M41","20033202","240","650033117","650033121","0","54","66","0","20033","0","100693","650033171","17","0","16","16","0","0","100691","bgm_M41","蘭德索爾近郊 1-2","10","100692","20033201","1","0","0","2","bgm_M41","bgm_M41","2","5","100691","31003","bgm_M41","1","650033172","-279","bgm_M41","90","100020","0"
"650033183","bgm_M41","20033203","270","650033118","650033121","0","54","-180","0","20033","0","100433","650033181","18","0","18","18","0","0","100431","bgm_M41","蘭德索爾近郊 1-3","10","100432","20033201","1","0","0","2","bgm_M41","bgm_M41","2","5","100431","31156","bgm_M41","1","650033182","-158","bgm_M41","90","100010","0"
"650033193","bgm_M41","20033204","270","650033119","650033121","0","54","-184","0","20033","0","100913","650033191","19","0","18","18","0","0","100911","bgm_M41","蘭德索爾近郊 1-4","10","100912","20033201","1","0","0","2","bgm_M41","bgm_M41","2","5","100911","31003","bgm_M41","1","650033192","84","bgm_M41","90","100050","0"
"650033203","bgm_M41","20033205","300","650033120","650033121","0","54","7","0","20033","0","100893","650033201","20","0","20","20","0","0","100891","bgm_M41","蘭德索爾近郊 1-5","10","100892","20033201","1","0","0","2","bgm_M41","bgm_M41","2","5","100891","31156","bgm_M41","1","650033202","247","bgm_M41","90","100040","0"
"650034013","bgm_M41","20034101","120","650034101","650034124","0","0","65","0","20034","0","100093","650034011","1","0","8","8","0","0","100091","bgm_M41","精靈族之村　純淨的森林 1-1","8","100092","20034101","0","0","0","0","bgm_M41","bgm_M41","1","0","100091","0","bgm_M41","1","650034012","-1237","bgm_M41","90","100030","0"
