bdd1820e070fd13f8084de55b84975c37bb5ecad0cacec3a16d1bba917b4d7b7,a504aafeab1ec430176f83ea306a5698b96573659843aaf30701d3cfdfd2b881,6ef64400d4457a3abac862602507dd283f41d390ea2b337cfd61392ec1cc015c,f7f5a153f9fb82bd0e6240601018255b727e619c1bc791211c2b2047c30faa6c,b46d94a2301883cd8637adb8e5b2b66963e7312643042d5c5f9ba4b39d880b6a,05a57afeb435ba344486158e508dde0b5b709cb32df46746d40ecb4fd55d1c64
"必殺技2","vo_btl_102802_skill_000_002","102802","vo_btl_102802","","10280214"
"必殺技3","vo_btl_102802_skill_000_003","102802","vo_btl_102802","","10280215"
"戰鬥開始","vo_btl_102802_wavestart","102802","vo_btl_102802","","10280216"
"到下一波","vo_btl_102802_nextwave","102802","vo_btl_102802","","10280217"
"到最後一波","vo_btl_102802_lastwave","102802","vo_btl_102802","","10280218"
"讀取戰鬥前","vo_cmn_102802_battlestart_001","102802","vo_cmn_102802","","10280219"
"戰鬥結果1","vo_cmn_102802_battleresult_001","102802","vo_cmn_102802","","10280220"
"戰鬥結果2","vo_cmn_102802_battleresult_002","102802","vo_cmn_102802","","10280221"
"主頁1","vo_cmn_102802_mypage_001","102802","vo_cmn_102802","","10280222"
"主頁2","vo_cmn_102802_mypage_002","102802","vo_cmn_102802","","10280223"
"主頁3","vo_cmn_102802_mypage_003","102802","vo_cmn_102802","","10280224"
"主頁4","vo_cmn_102802_mypage_004","102802","vo_cmn_102802","","10280225"
"主頁5","vo_cmn_102802_mypage_005","102802","vo_cmn_102802","","10280226"
"轉蛋登場台詞","vo_cmn_102802_gacha_001","102802","vo_cmn_102802","","10280227"
"自我介紹","vo_cmn_102802_profile_001","102802","vo_cmn_102802","","10280228"
"公會小屋1","vo_room_102802_auto_001","102802","vo_room_102802","","10280229"
"公會小屋2","vo_room_102802_auto_002","102802","vo_room_102802","","10280230"
"公會小屋3","vo_room_102802_auto_003","102802","vo_room_102802","","10280231"
"公會小屋4","vo_room_102802_auto_004","102802","vo_room_102802","","10280232"
"公會小屋5","vo_room_102802_auto_005","102802","vo_room_102802","","10280233"
"點選公會小屋1","vo_room_102802_tap_001","102802","vo_room_102802","","10280234"
"點選公會小屋2","vo_room_102802_tap_002","102802","vo_room_102802","","10280235"
"點選公會小屋3","vo_room_102802_tap_003","102802","vo_room_102802","","10280236"
"點選公會小屋4","vo_room_102802_tap_004","102802","vo_room_102802","","10280237"
"勝利1","vo_btl_102901_win_001","102901","vo_btl_102901","","10290101"
"勝利2","vo_btl_102901_win_002","102901","vo_btl_102901","","10290102"
"勝利3","vo_btl_102901_win_003","102901","vo_btl_102901","","10290103"
"失敗1","vo_btl_102901_lose_001","102901","vo_btl_102901","","10290104"
"失敗2","vo_btl_102901_lose_002","102901","vo_btl_102901","","10290105"
"失敗3","vo_btl_102901_lose_003","102901","vo_btl_102901","","10290106"
"暈眩1","vo_btl_102901_retire_001","102901","vo_btl_102901","","10290107"
"暈眩2","vo_btl_102901_retire_002","102901","vo_btl_102901","","10290108"
"暈眩3","vo_btl_102901_retire_003","102901","vo_btl_102901","","10290109"
"技能切入1","vo_btl_102901_cutin_001","102901","vo_btl_102901","","10290110"
"技能切入2","vo_btl_102901_cutin_002","102901","vo_btl_102901","","10290111"
"技能切入3","vo_btl_102901_cutin_003","102901","vo_btl_102901","","10290112"
"必殺技1","vo_btl_102901_skill_000_001","102901","vo_btl_102901","","10290113"
"必殺技2","vo_btl_102901_skill_000_002","102901","vo_btl_102901","","10290114"
"必殺技3","vo_btl_102901_skill_000_003","102901","vo_btl_102901","","10290115"
"戰鬥開始","vo_btl_102901_wavestart","102901","vo_btl_102901","","10290116"
"到下一波","vo_btl_102901_nextwave","102901","vo_btl_102901","","10290117"
"到最後一波","vo_btl_102901_lastwave","102901","vo_btl_102901","","10290118"
"讀取戰鬥前","vo_cmn_102901_battlestart_001","102901","vo_cmn_102901","","10290119"
"戰鬥結果1","vo_cmn_102901_battleresult_001","102901","vo_cmn_102901","","10290120"
"戰鬥結果2","vo_cmn_102901_battleresult_002","102901","vo_cmn_102901","","10290121"
"主頁1","vo_cmn_102901_mypage_001","102901","vo_cmn_102901","","10290122"
"主頁2","vo_cmn_102901_mypage_002","102901","vo_cmn_102901","","10290123"
"主頁3","vo_cmn_102901_mypage_003","102901","vo_cmn_102901","","10290124"
"主頁4","vo_cmn_102901_mypage_004","102901","vo_cmn_102901","","10290125"
"主頁5","vo_cmn_102901_mypage_005","102901","vo_cmn_102901","","10290126"
"轉蛋登場台詞","vo_cmn_102901_gacha_001","102901","vo_cmn_102901","","10290127"
"自我介紹","vo_cmn_102901_profile_001","102901","vo_cmn_102901","","10290128"
"公會小屋1","vo_room_102901_auto_001","102901","vo_room_102901","","10290129"
"公會小屋2","vo_room_102901_auto_002","102901","vo_room_102901","","10290130"
"公會小屋3","vo_room_102901_auto_003","102901","vo_room_102901","","10290131"
"公會小屋4","vo_room_102901_auto_004","102901","vo_room_102901","","10290132"
"公會小屋5","vo_room_102901_auto_005","102901","vo_room_102901","","10290133"
"點選公會小屋1","vo_room_102901_tap_001","102901","vo_room_102901","","10290134"
"點選公會小屋2","vo_room_102901_tap_002","102901","vo_room_102901","","10290135"
"點選公會小屋3","vo_room_102901_tap_003","102901","vo_room_102901","","10290136"
"點選公會小屋4","vo_room_102901_tap_004","102901","vo_room_102901","","10290137"
"勝利1","vo_btl_102902_win_001","102902","vo_btl_102902","","10290201"
"勝利2","vo_btl_102902_win_002","102902","vo_btl_102902","","10290202"
"勝利3","vo_btl_102902_win_003","102902","vo_btl_102902","","10290203"
"失敗1","vo_btl_102902_lose_001","102902","vo_btl_102902","","10290204"
"失敗2","vo_btl_102902_lose_002","102902","vo_btl_102902","","10290205"
"失敗3","vo_btl_102902_lose_003","102902","vo_btl_102902","","10290206"
"暈眩1","vo_btl_102902_retire_001","102902","vo_btl_102902","","10290207"
"暈眩2","vo_btl_102902_retire_002","102902","vo_btl_102902","","10290208"
"暈眩3","vo_btl_102902_retire_003","102902","vo_btl_102902","","10290209"
"技能切入1","vo_btl_102902_cutin_001","102902","vo_btl_102902","","10290210"
"技能切入2","vo_btl_102902_cutin_002","102902","vo_btl_102902","","10290211"
"技能切入3","vo_btl_102902_cutin_003","102902","vo_btl_102902","","10290212"
"必殺技1","vo_btl_102902_skill_000_001","102902","vo_btl_102902","","10290213"
"必殺技2","vo_btl_102902_skill_000_002","102902","vo_btl_102902","","10290214"
"必殺技3","vo_btl_102902_skill_000_003","102902","vo_btl_102902","","10290215"
"戰鬥開始","vo_btl_102902_wavestart","102902","vo_btl_102902","","10290216"
"到下一波","vo_btl_102902_nextwave","102902","vo_btl_102902","","10290217"
"到最後一波","vo_btl_102902_lastwave","102902","vo_btl_102902","","10290218"
"讀取戰鬥前","vo_cmn_102902_battlestart_001","102902","vo_cmn_102902","","10290219"
"戰鬥結果1","vo_cmn_102902_battleresult_001","102902","vo_cmn_102902","","10290220"
"戰鬥結果2","vo_cmn_102902_battleresult_002","102902","vo_cmn_102902","","10290221"
"主頁1","vo_cmn_102902_mypage_001","102902","vo_cmn_102902","","10290222"
"主頁2","vo_cmn_102902_mypage_002","102902","vo_cmn_102902","","10290223"
"主頁3","vo_cmn_102902_mypage_003","102902","vo_cmn_102902","","10290224"
"主頁4","vo_cmn_102902_mypage_004","102902","vo_cmn_102902","","10290225"
"主頁5","vo_cmn_102902_mypage_005","102902","vo_cmn_102902","","10290226"
"轉蛋登場台詞","vo_cmn_102902_gacha_001","102902","vo_cmn_102902","","10290227"
"自我介紹","vo_cmn_102902_profile_001","102902","vo_cmn_102902","","10290228"
"公會小屋1","vo_room_102902_auto_001","102902","vo_room_102902","","10290229"
"公會小屋2","vo_room_102902_auto_002","102902","vo_room_102902","","10290230"
"公會小屋3","vo_room_102902_auto_003","102902","vo_room_102902","","10290231"
"公會小屋4","vo_room_102902_auto_004","102902","vo_room_102902","","10290232"
"公會小屋5","vo_room_102902_auto_005","102902","vo_room_102902","","10290233"
"點選公會小屋1","vo_room_102902_tap_001","102902","vo_room_102902","","10290234"
"點選公會小屋2","vo_room_102902_tap_002","102902","vo_room_102902","","10290235"
"點選公會小屋3","vo_room_102902_tap_003","102902","vo_room_102902","","10290236"
"點選公會小屋4","vo_room_102902_tap_004","102902","vo_room_102902","","10290237"
"勝利1","vo_btl_103001_win_001","103001","vo_btl_103001","","10300101"
"勝利2","vo_btl_103001_win_002","103001","vo_btl_103001","","10300102"
"勝利3","vo_btl_103001_win_003","103001","vo_btl_103001","","10300103"
"失敗1","vo_btl_103001_lose_001","103001","vo_btl_103001","","10300104"
"失敗2","vo_btl_103001_lose_002","103001","vo_btl_103001","","10300105"
"失敗3","vo_btl_103001_lose_003","103001","vo_btl_103001","","10300106"
"暈眩1","vo_btl_103001_retire_001","103001","vo_btl_103001","","10300107"
"暈眩2","vo_btl_103001_retire_002","103001","vo_btl_103001","","10300108"
"暈眩3","vo_btl_103001_retire_003","103001","vo_btl_103001","","10300109"
"技能切入1","vo_btl_103001_cutin_001","103001","vo_btl_103001","","10300110"
"技能切入2","vo_btl_103001_cutin_002","103001","vo_btl_103001","","10300111"
"技能切入3","vo_btl_103001_cutin_003","103001","vo_btl_103001","","10300112"
"必殺技1","vo_btl_103001_skill_000_001","103001","vo_btl_103001","","10300113"
"必殺技2","vo_btl_103001_skill_000_002","103001","vo_btl_103001","","10300114"
"必殺技3","vo_btl_103001_skill_000_003","103001","vo_btl_103001","","10300115"
"戰鬥開始","vo_btl_103001_wavestart","103001","vo_btl_103001","","10300116"
"到下一波","vo_btl_103001_nextwave","103001","vo_btl_103001","","10300117"
"到最後一波","vo_btl_103001_lastwave","103001","vo_btl_103001","","10300118"
"讀取戰鬥前","vo_cmn_103001_battlestart_001","103001","vo_cmn_103001","","10300119"
"戰鬥結果1","vo_cmn_103001_battleresult_001","103001","vo_cmn_103001","","10300120"
"戰鬥結果2","vo_cmn_103001_battleresult_002","103001","vo_cmn_103001","","10300121"
"主頁1","vo_cmn_103001_mypage_001","103001","vo_cmn_103001","","10300122"
"主頁2","vo_cmn_103001_mypage_002","103001","vo_cmn_103001","","10300123"
"主頁3","vo_cmn_103001_mypage_003","103001","vo_cmn_103001","","10300124"
"主頁4","vo_cmn_103001_mypage_004","103001","vo_cmn_103001","","10300125"
"主頁5","vo_cmn_103001_mypage_005","103001","vo_cmn_103001","","10300126"
"轉蛋登場台詞","vo_cmn_103001_gacha_001","103001","vo_cmn_103001","","10300127"
"自我介紹","vo_cmn_103001_profile_001","103001","vo_cmn_103001","","10300128"
"公會小屋1","vo_room_103001_auto_001","103001","vo_room_103001","","10300129"
"公會小屋2","vo_room_103001_auto_002","103001","vo_room_103001","","10300130"
"公會小屋3","vo_room_103001_auto_003","103001","vo_room_103001","","10300131"
"公會小屋4","vo_room_103001_auto_004","103001","vo_room_103001","","10300132"
"公會小屋5","vo_room_103001_auto_005","103001","vo_room_103001","","10300133"
"點選公會小屋1","vo_room_103001_tap_001","103001","vo_room_103001","","10300134"
"點選公會小屋2","vo_room_103001_tap_002","103001","vo_room_103001","","10300135"
"點選公會小屋3","vo_room_103001_tap_003","103001","vo_room_103001","","10300136"
"點選公會小屋4","vo_room_103001_tap_004","103001","vo_room_103001","","10300137"
"勝利1","vo_btl_103002_win_001","103002","vo_btl_103002","","10300201"
"勝利2","vo_btl_103002_win_002","103002","vo_btl_103002","","10300202"
"勝利3","vo_btl_103002_win_003","103002","vo_btl_103002","","10300203"
"失敗1","vo_btl_103002_lose_001","103002","vo_btl_103002","","10300204"
"失敗2","vo_btl_103002_lose_002","103002","vo_btl_103002","","10300205"
"失敗3","vo_btl_103002_lose_003","103002","vo_btl_103002","","10300206"
"暈眩1","vo_btl_103002_retire_001","103002","vo_btl_103002","","10300207"
"暈眩2","vo_btl_103002_retire_002","103002","vo_btl_103002","","10300208"
"暈眩3","vo_btl_103002_retire_003","103002","vo_btl_103002","","10300209"
"技能切入1","vo_btl_103002_cutin_001","103002","vo_btl_103002","","10300210"
"技能切入2","vo_btl_103002_cutin_002","103002","vo_btl_103002","","10300211"
"技能切入3","vo_btl_103002_cutin_003","103002","vo_btl_103002","","10300212"
"必殺技1","vo_btl_103002_skill_000_001","103002","vo_btl_103002","","10300213"
"必殺技2","vo_btl_103002_skill_000_002","103002","vo_btl_103002","","10300214"
"必殺技3","vo_btl_103002_skill_000_003","103002","vo_btl_103002","","10300215"
"戰鬥開始","vo_btl_103002_wavestart","103002","vo_btl_103002","","10300216"
"到下一波","vo_btl_103002_nextwave","103002","vo_btl_103002","","10300217"
"到最後一波","vo_btl_103002_lastwave","103002","vo_btl_103002","","10300218"
"讀取戰鬥前","vo_cmn_103002_battlestart_001","103002","vo_cmn_103002","","10300219"
"戰鬥結果1","vo_cmn_103002_battleresult_001","103002","vo_cmn_103002","","10300220"
"戰鬥結果2","vo_cmn_103002_battleresult_002","103002","vo_cmn_103002","","10300221"
"主頁1","vo_cmn_103002_mypage_001","103002","vo_cmn_103002","","10300222"
"主頁2","vo_cmn_103002_mypage_002","103002","vo_cmn_103002","","10300223"
"主頁3","vo_cmn_103002_mypage_003","103002","vo_cmn_103002","","10300224"
"主頁4","vo_cmn_103002_mypage_004","103002","vo_cmn_103002","","10300225"
"主頁5","vo_cmn_103002_mypage_005","103002","vo_cmn_103002","","10300226"
"轉蛋登場台詞","vo_cmn_103002_gacha_001","103002","vo_cmn_103002","","10300227"
"自我介紹","vo_cmn_103002_profile_001","103002","vo_cmn_103002","","10300228"
"公會小屋1","vo_room_103002_auto_001","103002","vo_room_103002","","10300229"
"公會小屋2","vo_room_103002_auto_002","103002","vo_room_103002","","10300230"
"公會小屋3","vo_room_103002_auto_003","103002","vo_room_103002","","10300231"
"公會小屋4","vo_room_103002_auto_004","103002","vo_room_103002","","10300232"
"公會小屋5","vo_room_103002_auto_005","103002","vo_room_103002","","10300233"
"點選公會小屋1","vo_room_103002_tap_001","103002","vo_room_103002","","10300234"
"點選公會小屋2","vo_room_103002_tap_002","103002","vo_room_103002","","10300235"
"點選公會小屋3","vo_room_103002_tap_003","103002","vo_room_103002","","10300236"
"點選公會小屋4","vo_room_103002_tap_004","103002","vo_room_103002","","10300237"
"勝利1","vo_btl_103101_win_001","103101","vo_btl_103101","","10310101"
"勝利2","vo_btl_103101_win_002","103101","vo_btl_103101","","10310102"
"勝利3","vo_btl_103101_win_003","103101","vo_btl_103101","","10310103"
"失敗1","vo_btl_103101_lose_001","103101","vo_btl_103101","","10310104"
"失敗2","vo_btl_103101_lose_002","103101","vo_btl_103101","","10310105"
"失敗3","vo_btl_103101_lose_003","103101","vo_btl_103101","","10310106"
"暈眩1","vo_btl_103101_retire_001","103101","vo_btl_103101","","10310107"
"暈眩2","vo_btl_103101_retire_002","103101","vo_btl_103101","","10310108"
"暈眩3","vo_btl_103101_retire_003","103101","vo_btl_103101","","10310109"
"技能切入1","vo_btl_103101_cutin_001","103101","vo_btl_103101","","10310110"
"技能切入2","vo_btl_103101_cutin_002","103101","vo_btl_103101","","10310111"
"技能切入3","vo_btl_103101_cutin_003","103101","vo_btl_103101","","10310112"
"必殺技1","vo_btl_103101_skill_000_001","103101","vo_btl_103101","","10310113"
"必殺技2","vo_btl_103101_skill_000_002","103101","vo_btl_103101","","10310114"
"必殺技3","vo_btl_103101_skill_000_003","103101","vo_btl_103101","","10310115"
"戰鬥開始","vo_btl_103101_wavestart","103101","vo_btl_103101","","10310116"
"到下一波","vo_btl_103101_nextwave","103101","vo_btl_103101","","10310117"
"到最後一波","vo_btl_103101_lastwave","103101","vo_btl_103101","","10310118"
"讀取戰鬥前","vo_cmn_103101_battlestart_001","103101","vo_cmn_103101","","10310119"
"戰鬥結果1","vo_cmn_103101_battleresult_001","103101","vo_cmn_103101","","10310120"
"戰鬥結果2","vo_cmn_103101_battleresult_002","103101","vo_cmn_103101","","10310121"
"主頁1","vo_cmn_103101_mypage_001","103101","vo_cmn_103101","","10310122"
"主頁2","vo_cmn_103101_mypage_002","103101","vo_cmn_103101","","10310123"
"主頁3","vo_cmn_103101_mypage_003","103101","vo_cmn_103101","","10310124"
"主頁4","vo_cmn_103101_mypage_004","103101","vo_cmn_103101","","10310125"
"主頁5","vo_cmn_103101_mypage_005","103101","vo_cmn_103101","","10310126"
"轉蛋登場台詞","vo_cmn_103101_gacha_001","103101","vo_cmn_103101","","10310127"
"自我介紹","vo_cmn_103101_profile_001","103101","vo_cmn_103101","","10310128"
"公會小屋1","vo_room_103101_auto_001","103101","vo_room_103101","","10310129"
"公會小屋2","vo_room_103101_auto_002","103101","vo_room_103101","","10310130"
"公會小屋3","vo_room_103101_auto_003","103101","vo_room_103101","","10310131"
"公會小屋4","vo_room_103101_auto_004","103101","vo_room_103101","","10310132"
"公會小屋5","vo_room_103101_auto_005","103101","vo_room_103101","","10310133"
"點選公會小屋1","vo_room_103101_tap_001","103101","vo_room_103101","","10310134"
"點選公會小屋2","vo_room_103101_tap_002","103101","vo_room_103101","","10310135"
"點選公會小屋3","vo_room_103101_tap_003","103101","vo_room_103101","","10310136"
"點選公會小屋4","vo_room_103101_tap_004","103101","vo_room_103101","","10310137"
"勝利1","vo_btl_103102_win_001","103102","vo_btl_103102","","10310201"
"勝利2","vo_btl_103102_win_002","103102","vo_btl_103102","","10310202"
"勝利3","vo_btl_103102_win_003","103102","vo_btl_103102","","10310203"
"失敗1","vo_btl_103102_lose_001","103102","vo_btl_103102","","10310204"
"失敗2","vo_btl_103102_lose_002","103102","vo_btl_103102","","10310205"
"失敗3","vo_btl_103102_lose_003","103102","vo_btl_103102","","10310206"
"暈眩1","vo_btl_103102_retire_001","103102","vo_btl_103102","","10310207"
"暈眩2","vo_btl_103102_retire_002","103102","vo_btl_103102","","10310208"
"暈眩3","vo_btl_103102_retire_003","103102","vo_btl_103102","","10310209"
"技能切入1","vo_btl_103102_cutin_001","103102","vo_btl_103102","","10310210"
"技能切入2","vo_btl_103102_cutin_002","103102","vo_btl_103102","","10310211"
"技能切入3","vo_btl_103102_cutin_003","103102","vo_btl_103102","","10310212"
"必殺技1","vo_btl_103102_skill_000_001","103102","vo_btl_103102","","10310213"
"必殺技2","vo_btl_103102_skill_000_002","103102","vo_btl_103102","","10310214"
"必殺技3","vo_btl_103102_skill_000_003","103102","vo_btl_103102","","10310215"
"戰鬥開始","vo_btl_103102_wavestart","103102","vo_btl_103102","","10310216"
"到下一波","vo_btl_103102_nextwave","103102","vo_btl_103102","","10310217"
"到最後一波","vo_btl_103102_lastwave","103102","vo_btl_103102","","10310218"
"讀取戰鬥前","vo_cmn_103102_battlestart_001","103102","vo_cmn_103102","","10310219"
"戰鬥結果1","vo_cmn_103102_battleresult_001","103102","vo_cmn_103102","","10310220"
"戰鬥結果2","vo_cmn_103102_battleresult_002","103102","vo_cmn_103102","","10310221"
"主頁1","vo_cmn_103102_mypage_001","103102","vo_cmn_103102","","10310222"
"主頁2","vo_cmn_103102_mypage_002","103102","vo_cmn_103102","","10310223"
"主頁3","vo_cmn_103102_mypage_003","103102","vo_cmn_103102","","10310224"
"主頁4","vo_cmn_103102_mypage_004","103102","vo_cmn_103102","","10310225"
"主頁5","vo_cmn_103102_mypage_005","103102","vo_cmn_103102","","10310226"
"轉蛋登場台詞","vo_cmn_103102_gacha_001","103102","vo_cmn_103102","","10310227"
"自我介紹","vo_cmn_103102_profile_001","103102","vo_cmn_103102","","10310228"
"公會小屋1","vo_room_103102_auto_001","103102","vo_room_103102","","10310229"
"公會小屋2","vo_room_103102_auto_002","103102","vo_room_103102","","10310230"
"公會小屋3","vo_room_103102_auto_003","103102","vo_room_103102","","10310231"
"公會小屋4","vo_room_103102_auto_004","103102","vo_room_103102","","10310232"
"公會小屋5","vo_room_103102_auto_005","103102","vo_room_103102","","10310233"
"點選公會小屋1","vo_room_103102_tap_001","103102","vo_room_103102","","10310234"
"點選公會小屋2","vo_room_103102_tap_002","103102","vo_room_103102","","10310235"
"點選公會小屋3","vo_room_103102_tap_003","103102","vo_room_103102","","10310236"
"點選公會小屋4","vo_room_103102_tap_004","103102","vo_room_103102","","10310237"
"勝利1","vo_btl_103201_win_001","103201","vo_btl_103201","","10320101"
"勝利2","vo_btl_103201_win_002","103201","vo_btl_103201","","10320102"
"勝利3","vo_btl_103201_win_003","103201","vo_btl_103201","","10320103"
"失敗1","vo_btl_103201_lose_001","103201","vo_btl_103201","","10320104"
"失敗2","vo_btl_103201_lose_002","103201","vo_btl_103201","","10320105"
"失敗3","vo_btl_103201_lose_003","103201","vo_btl_103201","","10320106"
"暈眩1","vo_btl_103201_retire_001","103201","vo_btl_103201","","10320107"
"暈眩2","vo_btl_103201_retire_002","103201","vo_btl_103201","","10320108"
"暈眩3","vo_btl_103201_retire_003","103201","vo_btl_103201","","10320109"
"技能切入1","vo_btl_103201_cutin_001","103201","vo_btl_103201","","10320110"
"技能切入2","vo_btl_103201_cutin_002","103201","vo_btl_103201","","10320111"
"技能切入3","vo_btl_103201_cutin_003","103201","vo_btl_103201","","10320112"
"必殺技1","vo_btl_103201_skill_000_001","103201","vo_btl_103201","","10320113"
"必殺技2","vo_btl_103201_skill_000_002","103201","vo_btl_103201","","10320114"
"必殺技3","vo_btl_103201_skill_000_003","103201","vo_btl_103201","","10320115"
"戰鬥開始","vo_btl_103201_wavestart","103201","vo_btl_103201","","10320116"
"到下一波","vo_btl_103201_nextwave","103201","vo_btl_103201","","10320117"
"到最後一波","vo_btl_103201_lastwave","103201","vo_btl_103201","","10320118"
"讀取戰鬥前","vo_cmn_103201_battlestart_001","103201","vo_cmn_103201","","10320119"
"戰鬥結果1","vo_cmn_103201_battleresult_001","103201","vo_cmn_103201","","10320120"
"戰鬥結果2","vo_cmn_103201_battleresult_002","103201","vo_cmn_103201","","10320121"
"主頁1","vo_cmn_103201_mypage_001","103201","vo_cmn_103201","","10320122"
"主頁2","vo_cmn_103201_mypage_002","103201","vo_cmn_103201","","10320123"
"主頁3","vo_cmn_103201_mypage_003","103201","vo_cmn_103201","","10320124"
"主頁4","vo_cmn_103201_mypage_004","103201","vo_cmn_103201","","10320125"
"主頁5","vo_cmn_103201_mypage_005","103201","vo_cmn_103201","","10320126"
"轉蛋登場台詞","vo_cmn_103201_gacha_001","103201","vo_cmn_103201","","10320127"
"自我介紹","vo_cmn_103201_profile_001","103201","vo_cmn_103201","","10320128"
"公會小屋1","vo_room_103201_auto_001","103201","vo_room_103201","","10320129"
"公會小屋2","vo_room_103201_auto_002","103201","vo_room_103201","","10320130"
"公會小屋3","vo_room_103201_auto_003","103201","vo_room_103201","","10320131"
"公會小屋4","vo_room_103201_auto_004","103201","vo_room_103201","","10320132"
"公會小屋5","vo_room_103201_auto_005","103201","vo_room_103201","","10320133"
"點選公會小屋1","vo_room_103201_tap_001","103201","vo_room_103201","","10320134"
"點選公會小屋2","vo_room_103201_tap_002","103201","vo_room_103201","","10320135"
"點選公會小屋3","vo_room_103201_tap_003","103201","vo_room_103201","","10320136"
"點選公會小屋4","vo_room_103201_tap_004","103201","vo_room_103201","","10320137"
"勝利1","vo_btl_103202_win_001","103202","vo_btl_103202","","10320201"
"勝利2","vo_btl_103202_win_002","103202","vo_btl_103202","","10320202"
"勝利3","vo_btl_103202_win_003","103202","vo_btl_103202","","10320203"
"失敗1","vo_btl_103202_lose_001","103202","vo_btl_103202","","10320204"
"失敗2","vo_btl_103202_lose_002","103202","vo_btl_103202","","10320205"
"失敗3","vo_btl_103202_lose_003","103202","vo_btl_103202","","10320206"
"暈眩1","vo_btl_103202_retire_001","103202","vo_btl_103202","","10320207"
"暈眩2","vo_btl_103202_retire_002","103202","vo_btl_103202","","10320208"
"暈眩3","vo_btl_103202_retire_003","103202","vo_btl_103202","","10320209"
"技能切入1","vo_btl_103202_cutin_001","103202","vo_btl_103202","","10320210"
"技能切入2","vo_btl_103202_cutin_002","103202","vo_btl_103202","","10320211"
"技能切入3","vo_btl_103202_cutin_003","103202","vo_btl_103202","","10320212"
"必殺技1","vo_btl_103202_skill_000_001","103202","vo_btl_103202","","10320213"
"必殺技2","vo_btl_103202_skill_000_002","103202","vo_btl_103202","","10320214"
"必殺技3","vo_btl_103202_skill_000_003","103202","vo_btl_103202","","10320215"
"戰鬥開始","vo_btl_103202_wavestart","103202","vo_btl_103202","","10320216"
"到下一波","vo_btl_103202_nextwave","103202","vo_btl_103202","","10320217"
"到最後一波","vo_btl_103202_lastwave","103202","vo_btl_103202","","10320218"
"讀取戰鬥前","vo_cmn_103202_battlestart_001","103202","vo_cmn_103202","","10320219"
"戰鬥結果1","vo_cmn_103202_battleresult_001","103202","vo_cmn_103202","","10320220"
"戰鬥結果2","vo_cmn_103202_battleresult_002","103202","vo_cmn_103202","","10320221"
"主頁1","vo_cmn_103202_mypage_001","103202","vo_cmn_103202","","10320222"
"主頁2","vo_cmn_103202_mypage_002","103202","vo_cmn_103202","","10320223"
"主頁3","vo_cmn_103202_mypage_003","103202","vo_cmn_103202","","10320224"
"主頁4","vo_cmn_103202_mypage_004","103202","vo_cmn_103202","","10320225"
"主頁5","vo_cmn_103202_mypage_005","103202","vo_cmn_103202","","10320226"
"轉蛋登場台詞","vo_cmn_103202_gacha_001","103202","vo_cmn_103202","","10320227"
"自我介紹","vo_cmn_103202_profile_001","103202","vo_cmn_103202","","10320228"
"公會小屋1","vo_room_103202_auto_001","103202","vo_room_103202","","10320229"
"公會小屋2","vo_room_103202_auto_002","103202","vo_room_103202","","10320230"
"公會小屋3","vo_room_103202_auto_003","103202","vo_room_103202","","10320231"
"公會小屋4","vo_room_103202_auto_004","103202","vo_room_103202","","10320232"
"公會小屋5","vo_room_103202_auto_005","103202","vo_room_103202","","10320233"
"點選公會小屋1","vo_room_103202_tap_001","103202","vo_room_103202","","10320234"
"點選公會小屋2","vo_room_103202_tap_002","103202","vo_room_103202","","10320235"
"點選公會小屋3","vo_room_103202_tap_003","103202","vo_room_103202","","10320236"
"點選公會小屋4","vo_room_103202_tap_004","103202","vo_room_103202","","10320237"
"勝利1","vo_btl_103301_win_001","103301","vo_btl_103301","","10330101"
"勝利2","vo_btl_103301_win_002","103301","vo_btl_103301","","10330102"
"勝利3","vo_btl_103301_win_003","103301","vo_btl_103301","","10330103"
"失敗1","vo_btl_103301_lose_001","103301","vo_btl_103301","","10330104"
"失敗2","vo_btl_103301_lose_002","103301","vo_btl_103301","","10330105"
"失敗3","vo_btl_103301_lose_003","103301","vo_btl_103301","","10330106"
"暈眩1","vo_btl_103301_retire_001","103301","vo_btl_103301","","10330107"
"暈眩2","vo_btl_103301_retire_002","103301","vo_btl_103301","","10330108"
"暈眩3","vo_btl_103301_retire_003","103301","vo_btl_103301","","10330109"
"技能切入1","vo_btl_103301_cutin_001","103301","vo_btl_103301","","10330110"
"技能切入2","vo_btl_103301_cutin_002","103301","vo_btl_103301","","10330111"
"技能切入3","vo_btl_103301_cutin_003","103301","vo_btl_103301","","10330112"
"必殺技1","vo_btl_103301_skill_000_001","103301","vo_btl_103301","","10330113"
"必殺技2","vo_btl_103301_skill_000_002","103301","vo_btl_103301","","10330114"
"必殺技3","vo_btl_103301_skill_000_003","103301","vo_btl_103301","","10330115"
"戰鬥開始","vo_btl_103301_wavestart","103301","vo_btl_103301","","10330116"
"到下一波","vo_btl_103301_nextwave","103301","vo_btl_103301","","10330117"
"到最後一波","vo_btl_103301_lastwave","103301","vo_btl_103301","","10330118"
"讀取戰鬥前","vo_cmn_103301_battlestart_001","103301","vo_cmn_103301","","10330119"
"戰鬥結果1","vo_cmn_103301_battleresult_001","103301","vo_cmn_103301","","10330120"
"戰鬥結果2","vo_cmn_103301_battleresult_002","103301","vo_cmn_103301","","10330121"
"主頁1","vo_cmn_103301_mypage_001","103301","vo_cmn_103301","","10330122"
