46368c5995fa430c142b821035b82343f9a013b0d4523cf25878e47ca9479a8f,c12a2e342d02000d6c20853afe6902578ffe95b35161609d7fce5f9eba38bc2d,bd51045fce0307653ab6be1e9ef0aa8b96c67bf2fa5cd0a9be61b0d5f859e549,7eeb4bf46e9a0c7eabaa34181ebcdaafd6a941947b91621e809be44d6f862b92,267eb5d7d60a82f390a4f1521a65be281362f3b6aa33bf2d4c6a4b9ee652a828,a638d62afa8f434a06bd463d8ff9f06a68649cd978d9b81bf3f72ab01389142f,81098ad92057e508b33bbc9e19e1fa9c7e47364a32875b300f2a3d972928e9a5,327424a35b621f0da63efec26d8465873171672e9949fa4b9e3abceedfad92eb
"3007903","會走路的菇類。據貪吃佩可所言，燉煮後似乎意外地美味。","紅蕈菇","3","ㄨㄥ","2","10079","ㄨ"
"3008000","被稱為百獸之王的貓科大型肉食野獸。","獅子","1","ㄕ","2","10080","ㄗ"
"3008001","會發出吼叫聲的大型貓科物種。嘎喔！","大貓","1","ㄚ","2","10080","ㄠ"
"3008002","擁有威風鬃毛的最強野獸。","萬獸之王","2","ㄨㄢ","2","10080","ㄨㄤ"
"3008003","生長在馬或公獅子脖子周圍的毛髮。","鬃毛","2","ㄨㄥ","2","10080","ㄠ"
"3008004","全身覆滿了毛，以四條腿走路的大型動物。","哺乳類","2","ㄨ","2","10080","ㄟ"
"3008005","獅子座之魔星獸，會用灼熱咆哮將攻擊牠的敵人全數燒盡。","奧爾獅","3","ㄠ","2","10080","ㄕ"
"3008100","用木頭包覆有色筆芯的筆記用具。","鉛筆","1","ㄧㄢ","2","10081","ㄧ"
"3008101","被用來當作鉛筆筆芯的材料。","石墨","1","ㄕ","2","10081","ㄛ"
"3008102","說到批改考卷就會常看到的顏色。","紅色顏料","2","ㄨㄥ","2","10081","ㄧㄠ"
"3008103","鉛筆、橡皮擦等書桌用具的總稱。","筆記用具","2","ㄧ","2","10081","ㄩ"
"3008104","克蘿依最愛的棒狀帶刺武器。","殺手筆劍","3","ㄚ","2","10081","ㄧㄢ"
"3008200","自己產生能量、發光發熱的星體。","太陽","1","ㄞ","2","10082","ㄧㄤ"
"3008201","和煦亮麗的陽光。","豔陽","1","ㄧㄢ","2","10082","ㄧㄤ"
"3008202","指太陽發出的光芒。","陽光","2","ㄧㄤ","2","10082","ㄨㄤ"
"3008203","空中雲朵較少、有太陽露臉的溫暖天氣。","晴天","2","ㄧㄥ","2","10082","ㄧㄢ"
"3008300","靠魔法浮力翱翔天際的充氣交通工具。","空艇","1","ㄨㄥ","2","10083","ㄧㄥ"
"3008301","載著人或物在水上前進的交通工具。","船","2","ㄨㄢ","2","10083","ㄨㄢ"
"3008302","靠充氣等方式讓機體浮起、加入動力和舵，在空中飛行的船。","飛行船","2","ㄟ","2","10083","ㄨㄢ"
"3008303","搭乘可飛行的交通工具，在空中移動，甚至可以四處旅遊。","遨遊天際","2","ㄠ","2","10083","ㄧ"
"3008304","（預計）由莫妮卡提督指揮的飛空艇艦隊。","莫妮卡的艦隊","3","ㄛ","2","10083","ㄨㄟ"
"3008400","莖上帶刺的美麗紅花。","玫瑰","1","ㄟ","2","10084","ㄨㄟ"
"3008401","在村落附近相當常見，帶刺灌木的總稱。","荊棘","1","ㄧㄥ","2","10084","ㄧ"
"3008402","植物的繁殖器官，多數都很漂亮。","花","1","ㄨㄚ","2","10084","ㄨㄚ"
"3008403","在千鈞一髮之際給予Shiny★智協助的神秘人物。到底是誰呢……","紅薔薇之人","3","ㄨㄥ","2","10084","ㄣ"
"3008500","在握成小團的飯上放魚片等食材的東國料理。","壽司","1","ㄡ","2","10085","ㄙ"
"3008501","具有東國代表特色的料理。","和式料理","1","ㄜ","2","10085","ㄧ"
"3008502","美味的紅肉魚。","鮪魚","1","ㄨㄟ","2","10085","ㄩ"
"3008503","奢侈地使用了需要相當費力才能捕獲的金槍鮪的握壽司。","金槍鮪握壽司","3","ㄧㄣ","2","10085","ㄙ"
"3008504","大間能捕到最高級的魚，金槍鮪。","大間的美食","3","ㄚ","2","10085","ㄕ"
"3008600","會映出自己模樣的神奇道具。","鏡子","1","ㄧㄥ","2","10086","ㄗ"
"3008601","一種傳播方向產生變化的物理現象。","反射","2","ㄢ","2","10086","ㄜ"
"3008602","用於整理儀容的道具。","禮節道具","2","ㄧ","2","10086","ㄩ"
"3008603","啊啊，我今天也很美麗呢！","雪的愛用物品","3","ㄩㄝ","2","10086","ㄧㄣ"
"3008700","女王或公主戴在頭頂上的豪華飾品。","后冠","1","ㄡ","2","10087","ㄨㄢ"
"3008701","王族等人物配戴在頭上的豪華飾品。","冠冕","1","ㄨㄢ","2","10087","ㄧㄢ"
"3008702","穿戴在身上，主要用於裝飾的物品。","飾品","2","ㄕ","2","10087","ㄧㄣ"
"3008703","代表權力之冠冕帶上的一種儀式。","加冕儀式","2","ㄧㄚ","2","10087","ㄕ"
"3008704","其實隱藏著強大力量的皇家裝備的一部分。","貪吃佩可的皇冠","3","ㄢ","2","10087","ㄨㄢ"
"3008705","裝備後威力會大幅提升，但是好像肚子會餓。","皇家的裝備","3","ㄨㄤ","2","10087","ㄟ"
"3008800","將肉和蔬菜加入高湯，長時間燉煮的熱呼呼料理。","關東煮","1","ㄨㄢ","2","10088","ㄨ"
"3008801","肉和蔬菜的燉煮料理。","燉菜","1","ㄨㄣ","2","10088","ㄞ"
"3008802","煮食物用的調理器具。","鍋子","1","ㄨㄛ","2","10088","ㄗ"
"3008803","用狂怒綠龍尾巴高湯燉煮的頂級關東煮。","頂級的龍尾關東煮","3","ㄧㄥ","2","10088","ㄨ"
"3008900","靠魔法之力發光的道具。","燈泡","1","ㄥ","2","10089","ㄠ"
"3008901","照亮黑暗的光。","照明","1","ㄠ","2","10089","ㄧㄥ"
"3008902","利用熱能放射來發光的玻璃球。","白熾燈","2","ㄞ","2","10089","ㄥ"
"3008903","較小顆的燈泡。","迷你燈泡","2","ㄧ","2","10089","ㄠ"
"3008904","表現光芒閃爍的狀聲詞。","亮晶晶","2","ㄧㄤ","2","10089","ㄧㄥ"
"3008905","導出真相的靈感之力。只要交給名偵探，任何難解事件都能解決！","霞的靈光一閃","3","ㄧㄚ","2","10089","ㄢ"
"3009000","飄在空中，由水滴或冰粒組成的團塊，會產生雨和雷。","雲朵","1","ㄩㄣ","2","10090","ㄨㄛ"
"3009001","夏季天空經常出現，不斷冒出湧動的大片雲朵。","積雨雲","2","ㄧ","2","10090","ㄩㄣ"
"3009002","被雲遮蓋而看不見太陽的天氣。","陰天","2","ㄧㄣ","2","10090","ㄧㄢ"
"3009003","放入口中就會唰地溶化，又白又軟綿的白色甜點。","棉花糖","2","ㄧㄢ","2","10090","ㄤ"
"3009004","使喚著雷雲，天真無邪地四處大鬧的雷娘。","雷雷","3","ㄟ","2","10090","ㄟ"
"3009100","可以砍樹的道具，也能當作武器。","斧頭","1","ㄨ","2","10091","ㄡ"
"3009101","用石頭做的斧頭，通常被當作武器或農具。","石斧","1","ㄕ","2","10091","ㄨ"
"3009102","由一根木棍把手接著一塊梯形刀片所組成，可用來砍樹。","伐木工具","2","ㄚ","2","10091","ㄩ"
"3009103","老練的哥布林戰士手上的武器。","哥布林王者的武器","3","ㄜ","2","10091","ㄧ"
"3009200","用自然湧出的熱水打造的浴池。暖暖身子吧。","溫泉","1","ㄨㄣ","2","10092","ㄩㄢ"
"3009201","設置在野外或戶外，沒有屋頂的浴池。","露天浴場","1","ㄨ","2","10092","ㄤ"
"3009202","以溫泉煮熟的水煮嫩蛋，是種美味的雞蛋料理。","蒸煮溫泉蛋","1","ㄥ","2","10092","ㄢ"
"3009203","能緩解身體疲勞與不適的知名溫泉。","名湯","2","ㄧㄥ","2","10092","ㄤ"
"3009204","牧場湧出的天然溫泉。來泡一泡消除疲勞吧。","伊麗莎白牧場溫泉","3","ㄧ","2","10092","ㄩㄢ"
"3009300","安眠的必需品。","枕頭","1","ㄣ","2","10093","ㄡ"
"3009301","用來環抱的大型枕頭。","抱枕","1","ㄠ","2","10093","ㄣ"
"3009302","如被子、枕頭、睡衣等，睡覺時使用物品的總稱。","寢具","2","ㄧㄣ","2","10093","ㄩ"
"3009303","睡覺時不可或缺的物品。今晚也能一夜好眠。","睡眠用品","2","ㄨㄟ","2","10093","ㄧㄣ"
"3009304","栞贈送的禮物。其實無論何時何地都想帶著走。","初音的寶物","3","ㄨ","2","10093","ㄨ"
"3009400","印著圖畫或照片的有趣讀物。","雜誌","1","ㄚ","2","10094","ㄓ"
"3009401","有著訪談、娛樂資訊等各種豐富內容的讀物。","漫畫","2","ㄢ","2","10094","ㄨㄚ"
"3009402","刊登時尚相關文章的書籍。","時尚刊物","2","ㄕ","2","10094","ㄨ"
"3009403","在蘭德索爾，無論男女老少都非常喜愛。","鈴奈的寫真集","3","ㄧㄥ","2","10094","ㄧ"
"3009500","透過敲打鼓面發出聲音。咚咚咚！","擊鼓","1","ㄧ","2","10095","ㄨ"
"3009501","敲打會發出高音的小型鼓。","小鼓","1","ㄧㄠ","2","10095","ㄨ"
"3009502","用來敲擊鼓面產生音調的敲擊棒。","鼓棒","2","ㄨ","2","10095","ㄤ"
"3009503","一種具有強力音樂節奏的樂曲形式。","進行曲","2","ㄧㄣ","2","10095","ㄩ"
"3009504","透過敲、打、搖晃等方式發出聲音的樂器總稱。","打擊樂器","2","ㄚ","2","10095","ㄧ"
"3009600","在夜空中，將星星連線來看作各種事物的東西。","星座","1","ㄧㄥ","2","10096","ㄨㄛ"
"3009601","存在於宇宙中的星星總稱，包括壁球、月亮、太陽。","天體","1","ㄧㄢ","2","10096","ㄧ"
"3009602","由各種星星、氣態物質、宇宙塵埃等匯聚而成的巨大天體。","銀河","1","ㄧㄣ","2","10096","ㄜ"
"3009603","太陽西沈，暗到能看見星星和月亮的天空。","夜空","2","ㄧㄝ","2","10096","ㄨㄥ"
"3009604","點亮夜空的主角們。","恆星","2","ㄥ","2","10096","ㄧㄥ"
"3009605","那個星座……看起來很像飯糰吧？太讚了吧☆","飯糰座","3","ㄢ","2","10096","ㄨㄛ"
"3009700","又甜又酸的夏季蔬菜。其實是茄子的同類。","番茄","1","ㄢ","2","10097","ㄧㄝ"
"3009701","一口大小的番茄，有的品種是黃色的。","小番茄","1","ㄧㄠ","2","10097","ㄧㄝ"
"3009702","番茄的別名。","西紅柿","2","ㄧ","2","10097","ㄕ"
"3009703","將番茄燉煮並調味所製成的料理。","茄汁料理","2","ㄧㄝ","2","10097","ㄧ"
"3009800","茂密地長著草的寬廣空地。","草地","1","ㄠ","2","10098","ㄧ"
"3009801","幾乎沒有樹木，被花草覆蓋的遼闊大地。","廣闊草原","1","ㄨㄤ","2","10098","ㄩㄢ"
"3009802","長著草的寬廣平地。","原野","1","ㄩㄢ","2","10098","ㄧㄝ"
"3009900","偶爾會出現在剛下完雨的天空，因陽光反射而出現的奇蹟。","彩虹","1","ㄞ","2","10099","ㄨㄥ"
"3009901","出現於夜晚，因月光折射而產生的奇蹟。","月虹","1","ㄩㄝ","2","10099","ㄨㄥ"
"3009902","彩虹中能看見的七種顏色，由紅橙黃綠藍靛紫組成。","七彩","1","ㄧ","2","10099","ㄞ"
"3009903","彷彿朝天空延伸一般出現的彩虹。","掛在天上的橋","2","ㄨㄚ","2","10099","ㄧㄠ"
"3009904","雨停過後的短暫時間。","雨後","2","ㄩ","2","10099","ㄡ"
"3010000","將冰塊打碎、淋上蜜糖，看起來像雪花的夏日甜點。","刨冰","1","ㄠ","2","10100","ㄧㄥ"
"3010001","一片湛藍，如同清爽的海洋一般，淋在刨冰上的蜜糖。","藍色夏威夷","1","ㄢ","2","10100","ㄧ"
"3010002","用冰淇淋或水果點綴得五彩繽紛的豪華刨冰。","冰沙","2","ㄧㄥ","2","10100","ㄚ"
"3010003","用來表示夏天感覺的東西。除了西瓜，其他還有大海或煙火等。","夏天風物詩","2","ㄧㄚ","2","10100","ㄕ"
"3010100","靠美麗的翅膀飄然舞動，像妖精一樣的昆蟲。","蝴蝶","1","ㄨ","2","10101","ㄧㄝ"
"3010101","美麗的大型蝴蝶的一種，後翅多有長長突起。","鳳蝶","1","ㄥ","2","10101","ㄧㄝ"
"3010102","以黑色大翅膀舞動的美麗蝴蝶。","黑鳳蝶","1","ㄟ","2","10101","ㄧㄝ"
"3010103","除人、獸、鳥、魚以外小動物的總稱。幾乎都數量繁多。","蟲","2","ㄨㄥ","2","10101","ㄨㄥ"
"3010104","競技游泳的一種，因外形像蝴蝶而得名。","蝶式","2","ㄧㄝ","2","10101","ㄕ"
"3010105","變貌大妃的幻化蝴蝶。","變貌幻蝶","3","ㄧㄢ","2","10101","ㄧㄝ"
"3010200","高聳矗立的建築物。","高塔","1","ㄠ","2","10102","ㄚ"
"3010201","眾多塔羅牌的其中一張。","塔羅牌","2","ㄚ","2","10102","ㄞ"
"3010202","為眺望遠方而蓋的建築物。","觀景台","2","ㄨㄢ","2","10102","ㄞ"
"3010203","為監視目的地而蓋的高聳建築物。","瞭望點","2","ㄧㄠ","2","10102","ㄧㄢ"
"3010204","彷彿直達天際的高聳建築物。","摩天大樓","2","ㄛ","2","10102","ㄡ"
"3010300","冰～冰甜～甜的點心。","冰淇淋","1","ㄧㄥ","2","10103","ㄧㄣ"
"3010301","「冰淇淋」的別稱。夏日消暑好選擇。","甜筒","1","ㄧㄢ","2","10103","ㄨㄥ"
"3010302","又甜又會瞬間在口中擴散的清爽口味。","薄荷巧克力口味","2","ㄛ","2","10103","ㄨㄟ"
"3010303","「冰淇淋」的另一種說法。","叭噗","2","ㄚ","2","10103","ㄨ"
"3010304","雪菲是薄荷巧克力派。","雪菲喜歡的東西","3","ㄩㄝ","2","10103","ㄧ"
"3010400","中央有個洞的輪狀甜點。","甜甜圈","1","ㄧㄢ","2","10104","ㄩㄢ"
"3010401","「甜甜圈」的另一種稱呼。","多拿滋","2","ㄨㄛ","2","10104","ㄗ"
"3010402","淋上了巧克力的標準點心。","巧克力甜點","2","ㄧㄠ","2","10104","ㄧㄢ"
"3010500","可以兌換食物、進入設施的票券。","票券","1","ㄧㄠ","2","10105","ㄩㄢ"
"3010501","表述約定或權利的紙張。","通行證","1","ㄨㄥ","2","10105","ㄥ"
"3010502","可跳過已通關冒險的方便道具。","掃蕩券","3","ㄠ","2","10105","ㄩㄢ"
"3010600","浮在水上的道具。在水上漂浮真舒服。","游泳圈","1","ㄧㄡ","2","10106","ㄩㄢ"
"3010601","特殊形狀的泳圈。和凱留小姐一樣有著可愛的貓耳朵呢。","造型泳圈","2","ㄠ","2","10106","ㄩㄢ"
"3010602","只要有了這個，不會游泳也沒關係。","旱鴨子必備的物品","2","ㄢ","2","10106","ㄧㄣ"
"3010603","不擅長游泳的凱留最愛用的可愛貓咪造型游泳圈。","凱留的游泳圈","3","ㄞ","2","10106","ㄩㄢ"
"3010700","在刺眼陽光或強力照明下時髦地守護我們。","太陽眼鏡","1","ㄞ","2","10107","ㄧㄥ"
"3010701","「太陽眼鏡」的另一種說法。","黑色護目鏡","2","ㄟ","2","10107","ㄧㄥ"
"3010702","黑色鏡片的眼鏡。","墨色鏡片","2","ㄛ","2","10107","ㄧㄢ"
"3010703","非常適合配戴太陽眼鏡的酷帥生活方式。","無情冷酷","2","ㄨ","2","10107","ㄨ"
"3010704","小凱留的夏日時尚配件。實在太適合了，太讚了吧！","小凱留的太陽眼鏡","3","ㄧㄠ","2","10107","ㄧㄥ"
"3010800","忍者丟擲的武器。","手裏劍","1","ㄡ","2","10108","ㄧㄢ"
"3010801","指可以用來投擲的攻擊型武器。","丟擲武器","2","ㄧㄡ","2","10108","ㄧ"
"3010802","在暗中進行諜報等祕密活動的人物。","忍者","2","ㄣ","2","10108","ㄜ"
"3010803","在大江戶相當受歡迎的土產。","大江戶的特產","3","ㄚ","2","10108","ㄢ"
"3010900","生活的據點，想在天黑前回去。","家","1","ㄧㄚ","2","10109","ㄧㄚ"
"3010901","意指家，回去就會感到安心。","住宅","1","ㄨ","2","10109","ㄞ"
"3010902","「家」的代表。今天也想圍著餐桌吃著熱騰騰的飯菜。","房子","2","ㄤ","2","10109","ㄗ"
"3010903","人們為了居住或保管物品所建造的建築物。","建築物","2","ㄧㄢ","2","10109","ㄨ"
"3010904","「公會」的活動據點，對大家而言很重要的地方。","公會小屋","3","ㄨㄥ","2","10109","ㄨ"
"3011000","捏握熟飯作成的料理，在內部加入配料也很美味。","美味飯糰","1","ㄟ","2","10110","ㄨㄢ"
"3011001","常見的飯糰餡料之一。據說是貪吃佩可手上最常拿著的飯糰種類。","炸蝦餡料","2","ㄚ","2","10110","ㄧㄠ"
"3011002","一直吃一直吃也吃不完的夢幻飯糰。","無限飯糰","3","ㄨ","2","10110","ㄨㄢ"
"3011003","戰鬥中也不能放手呢☆","貪吃佩可喜歡的東西","3","ㄢ","2","10110","ㄧ"
"3011100","苦苦～的綠色蔬菜。","綠色青椒","1","ㄩ","2","10111","ㄧㄠ"
"3011101","很像青椒但不會苦的蔬菜，色彩繽紛。","彩椒","2","ㄞ","2","10111","ㄧㄠ"
"3011102","積極攝取似乎對身體很好。","黃綠色蔬菜","2","ㄨㄤ","2","10111","ㄞ"
"3011103","雖然紅蘿蔔也很討厭，但青椒更是吃不下去。","鏡華不喜歡的東西","3","ㄧㄥ","2","10111","ㄧ"
"3011200","被刺刺硬殼所保護的甘甜果實。","栗子","1","ㄧ","2","10112","ㄗ"
"3011201","使用砂糖來炒熱栗子。","糖炒栗子","2","ㄤ","2","10112","ㄗ"
"3011202","保護著內部的果實，刺到會很痛。","尖殼","2","ㄧㄢ","2","10112","ㄜ"
"3011203","代表秋天的美食。","秋季美食","2","ㄧㄡ","2","10112","ㄕ"
"3011300","用烤的地瓜料理。","烤地瓜","1","ㄠ","2","10113","ㄨㄚ"
"3011301","有著甘甜好吃的美妙滋味。","蕃薯","1","ㄢ","2","10113","ㄨ"
"3011302","「蕃薯」的別稱。","甜薯","2","ㄧㄢ","2","10113","ㄨ"
"3011303","代表秋天的美食。","秋季美食","2","ㄧㄡ","2","10113","ㄕ"
"3011304","烤地瓜最美味的時機，小心別燙傷了。","熱呼呼剛出爐","2","ㄜ","2","10113","ㄨ"
"3011400","非常嗆辣的辛香料，是青椒的同類。","辣椒","1","ㄚ","2","10114","ㄧㄠ"
"3011401","「辣椒」的種類之一。","鷹爪辣椒","1","ㄧㄥ","2","10114","ㄧㄠ"
"3011402","以辣椒為主材料的調味料。","七味粉","2","ㄧ","2","10114","ㄣ"
"3011403","點綴料理的辛香料。","香料","2","ㄧㄤ","2","10114","ㄧㄠ"
"3011404","似龍的珍藏。","似龍生物的火焰果實","3","ㄙ","2","10114","ㄕ"
"3011500","棲息於水中或潮濕地面的甲殼類動物。","蝦子","1","ㄧㄚ","2","10115","ㄗ"
"3011501","將蝦子裹上麵粉後，進行油炸的一種料理。","炸蝦","2","ㄚ","2","10115","ㄧㄚ"
"3011502","來自海洋的美味贈禮。","海鮮","2","ㄞ","2","10115","ㄧㄢ"
"3011503","海產的鮮度就是一切。","現捕海產","2","ㄧㄢ","2","10115","ㄢ"
"3011600","穿在腰部以下的筒狀衣物。","裙子","1","ㄩㄣ","2","10116","ㄗ"
"3011601","長度較短的裙子。","迷你裙","2","ㄧ","2","10116","ㄩㄣ"
"3011602","從腰部到裙擺重複打了許多褶子的裙子。","百褶裙","2","ㄞ","2","10116","ㄩㄣ"
"3011700","穿在腰部以下的衣物，有做出胯下的形狀。","褲子","1","ㄨ","2","10117","ㄗ"
"3011701","穿在腰部以下衣物的總稱。","下半身服飾","2","ㄧㄚ","2","10117","ㄕ"
"3011702","工作時能更方便行動的衣裝。","工作服","2","ㄨㄥ","2","10117","ㄨ"
"3011703","長度較短的褲子。","短褲","2","ㄨㄢ","2","10117","ㄨ"
"3011800","能在空中飛行的交通工具，不是鳥但有翅膀。","飛機","1","ㄟ","2","10118","ㄧ"
"3011801","為了驅動船或飛機而裝上的旋轉式翅膀。","螺旋槳","2","ㄨㄛ","2","10118","ㄧㄤ"
"3011802","無人搭乘、遠端操縱。","遙控","2","ㄧㄠ","2","10118","ㄨㄥ"
"3011803","模仿鳥類的翅膀，是飛機用來維持空中穩定度的主要部件。","機翼","2","ㄧ","2","10118","ㄧ"
"3011900","從天而降的水滴，主要是由雲朵產生。","雨滴","1","ㄩ","2","10119","ㄧ"
"3011901","自然界的水在大氣與陸地及海洋間轉換，循環不已。","水循環","2","ㄨㄟ","2","10119","ㄨㄢ"
"3011902","陰灰下雨日的天氣。","陰雨天","2","ㄧㄣ","2","10119","ㄧㄢ"
"3011903","大規模降雨。","大雨","2","ㄚ","2","10119","ㄩ"
"3012000","細長的棒狀道具。","手杖","1","ㄡ","2","10120","ㄤ"
"3012001","人們用來支撐身體的工具。","行動輔具","2","ㄧㄥ","2","10120","ㄩ"
"3012002","用於施展魔法的道具，一邊揮舞一邊詠唱咒語吧。","魔杖","2","ㄛ","2","10120","ㄤ"
"3012100","在長柄前端有著刀刃的武器。","尖槍","1","ㄧㄢ","2","10121","ㄧㄤ"
"3012101","桿端有尖刃的長柄武器。","矛","2","ㄠ","2","10121","ㄠ"
"3012102","自古對槍的美稱。","百兵之王","2","ㄞ","2","10121","ㄨㄤ"
"3012103","美冬的專用武器。","蒼龍槍蛟龍","3","ㄤ","2","10121","ㄨㄥ"
"3012200","用於保護頭部的防具。","頭盔","1","ㄡ","2","10122","ㄨㄟ"
"3012201","用堅固素材製成，用於保護身體的防具。","鎧甲","2","ㄞ","2","10122","ㄧㄚ"
"3012202","「甲冑」的另一種說法。","盔甲","2","ㄨㄟ","2","10122","ㄧㄚ"
"3012203","保護身體的裝備。","防具","2","ㄤ","2","10122","ㄩ"
"3012204","聲名遠播的王宮騎士團的鎧甲。守護蘭德索爾的治安吧。","團員們的鎧甲","3","ㄨㄢ","2","10122","ㄧㄚ"
"3012205","會食用金屬、操縱武器的神祕魔物。","亡靈鎧甲","3","ㄨㄤ","2","10122","ㄧㄚ"
"3012300","上鎖和開鎖用的道具，要是弄丟就麻煩了。","鑰匙","1","ㄧㄠ","2","10123","ㄕ"
"3012301","「鑰匙」的別稱。","鎖匙","2","ㄨㄛ","2","10123","ㄕ"
"3012302","可打開所有適用的鎖的鑰匙。","萬用鑰匙","2","ㄨㄢ","2","10123","ㄕ"
"3012400","裡面裝了什麼？要等打開才會揭曉。","寶箱","1","ㄠ","2","10124","ㄧㄤ"
"3012401","「寶箱」的內容物。","金銀財寶","2","ㄧㄣ","2","10124","ㄠ"
"3012402","得到就能大賺一筆。","藏寶箱","2","ㄤ","2","10124","ㄧㄤ"
"3012403","偶爾才能得到的特別寶物。","稀有掉落","3","ㄧ","2","10124","ㄨㄛ"
"3012500","非常強大的生物，是珍貴的存在，留下了許許多多的傳說。","龍","1","ㄨㄥ","2","10125","ㄨㄥ"
"3012501","據說很久之前曾經存在的生物。","暴龍","2","ㄠ","2","10125","ㄨㄥ"
"3012502","脊椎動物的一類，是許多物種的統稱。","爬行動物","2","ㄚ","2","10125","ㄨ"
"3012503","刺激探究精神的存在，非常浪漫。","傳說生物","2","ㄨㄢ","2","10125","ㄨ"
"3012504","居住在忘卻之密境──綠龍骸嶺中的年輕巨龍。","狂怒綠龍","3","ㄨㄤ","2","10125","ㄨㄥ"
"3012600","將話語書寫下來時使用的符號。","文字","1","ㄨㄣ","2","10126","ㄗ"
"3012601","聽到切嚕，似乎就會不經意地想起好朋友社的那號人物？","好朋友社","3","ㄠ","2","10126","ㄜ"
"3012602","琪愛兒的口頭禪。預計會成為世界共通語言？","切嚕","3","ㄧㄝ","2","10126","ㄨ"
"3012700","封鎖手部動作的拘束道具。","手銬","1","ㄡ","2","10127","ㄠ"
"3012701","封鎖腳部動作的拘束道具。","腳鐐","1","ㄧㄠ","2","10127","ㄧㄠ"
"3012702","為了封鎖行動而穿戴在身上的道具。","束縛道具","1","ㄨ","2","10127","ㄩ"
"3012703","只要像這樣被緊緊束縛，空花就……嘻嘻嘻嘻嘻。","空花的最愛","3","ㄨㄥ","2","10127","ㄞ"
"3012800","被牆壁包圍區域的出入口。","門","1","ㄣ","2","10128","ㄣ"
"3012801","學校的門，如果遲到了也許就會關上。","校門口","2","ㄧㄠ","2","10128","ㄡ"
"3012802","鐵製的門。","鐵門","2","ㄧㄝ","2","10128","ㄣ"
"3012803","蘭德索爾頂尖的千金學校，通稱德蕾女。","聖德蕾莎女子學院","3","ㄥ","2","10128","ㄩㄢ"
"4006600","從天而降、操縱冰雪的龍人族少女。","雪菲","1","ㄩㄝ","2","20066","ㄟ"
"4006601","罕見的龍人族女孩。","龍人族少女","3","ㄨㄥ","2","20066","ㄩ"
"4006700","在【公會管理協會】工作，溫柔又可靠的人。","花凜","1","ㄨㄚ","2","20067","ㄧㄣ"
"4006701","管理公會的政府機關，負責支援認可與管理申請。","公會管理協會","3","ㄨㄥ","2","20067","ㄨㄟ"
"4006702","在背後支援冒險的嚮導。","導覽員","3","ㄠ","2","20067","ㄩㄢ"
"4006703","很棒的夥伴！","該死的眼鏡女","3","ㄞ","2","20067","ㄩ"
"4006800","能夠自在地操縱氣象，能雷擊的雲型魔物。","雷雲長老","1","ㄟ","2","20068","ㄠ"
"4006801","會導致落雷的黑雲。","烏雲","3","ㄨ","2","20068","ㄩㄣ"
"4006802","成為雷雷的手下戰鬥。","手下","3","ㄡ","2","20068","ㄧㄚ"
"4006900","因為睡眠不足而倦怠的貓頭鷹魔物。","沉睡之梟","1","ㄣ","2","20069","ㄧㄠ"
"4006901","鳥的一種，森林中的哲學家。","貓頭鷹","3","ㄠ","2","20069","ㄧㄥ"
"4007000","豆狸魔物。雖然幼小，卻會拼命戰鬥。","小狸貓","1","ㄧㄠ","2","20070","ㄠ"
"4007001","「狸貓」的別稱。","貉","3","ㄜ","2","20070","ㄜ"
"4007002","一下是彈弓，一下是鍋釜，什麼時候變回原型呢？","變身","3","ㄧㄢ","2","20070","ㄣ"
"4007003","東國的傳統廚具是也。偶爾會爆炸是也。","釜鍋","3","ㄨ","2","20070","ㄨㄛ"
"4007004","大仙狸的眷屬，數量眾多。","大王山狸的小弟","3","ㄚ","2","20070","ㄧ"
"4007100","擁有堅硬身軀的岩石魔物。","魔像","1","ㄛ","2","20071","ㄧㄤ"
"4007101","由岩石構成的魔物，指魔像。","岩石魔物","3","ㄧㄢ","2","20071","ㄨ"
"4007102","排在廣場的地藏們。","鈴莓的好朋友","3","ㄧㄥ","2","20071","ㄧㄡ"
"4007200","來自魔法國度的神秘生物，為魔法少女帶來力量。","摩拉","1","ㄛ","2","20072","ㄚ"
"4007201","以魔力維持生命活動的生物。","神秘魔法生物","3","ㄣ","2","20072","ㄨ"
"4007202","莫妮卡！變身成Lovely★莫妮卡吧！","愛與希望之力","3","ㄞ","2","20072","ㄧ"
"4007203","當時或許有點強硬。","給旁人添麻煩的毛球","3","ㄟ","2","20072","ㄧㄡ"
