c2668a1149aba573813c5f885fdc2f751a7c6408ad7e18f879c812a4a4da9250,ca55361ca3ba446fcf4fc076ab412c7eeb5b140ffd730742c265dcc8020fff27,62b1f2b143e76dd8c98625af9623e24208f492adeafec1da3a14a3faf3813c9c,3b393753aec28a6ae82a82b4b2d94510c4f8ba5fc2d6d4400f5bb96907acfbce,ad2b3a9305596b76a5de188c455af414b9f4138ed696dabfa6e0ac295afe5c6c,a451a7f39cb6e6eae8df9d736bf861e5d363c40e7adc09d2b1f9fc5dfb1e641d,8e4d64a525a2efc474454cb0a71f8a17e08512ca416d4082778eaca76e4dee42
"惡毒巨蛇 EX+2","0","610154523","610154521","0","610154502","610154522"
"惡毒巨蛇 EX+3","0","610154533","610154531","0","610154503","610154532"
"年幼鬼魂‧吐舌鬼 NORMAL","0","610158104","610158102","0","610158101","610158103"
"年幼鬼魂‧吐舌鬼 HARD","0","610158204","610158202","0","610158201","610158203"
"年幼鬼魂‧吐舌鬼 VERY HARD","0","610158304","610158302","0","610158301","610158303"
"年幼鬼魂‧吐舌鬼 SP1","0","610158413","610158411","0","610158401","610158412"
"年幼鬼魂‧吐舌鬼 SP2","0","610158423","610158421","0","610158402","610158422"
"年幼鬼魂‧吐舌鬼 SP3","0","610158433","610158431","0","610158403","610158432"
"年幼鬼魂‧吐舌鬼 EX+1","0","610158513","610158511","0","610158501","610158512"
"年幼鬼魂‧吐舌鬼 EX+2","0","610158523","610158521","0","610158502","610158522"
"年幼鬼魂‧吐舌鬼 EX+3","0","610158533","610158531","0","610158503","610158532"
"被操控的雪人 NORMAL","0","0","660031102","0","660031101","660031103"
"被操控的雪人 HARD","0","0","660031202","0","660031201","660031203"
"被操控的雪人 VERY HARD","0","0","660031302","0","660031301","660031303"
"爆裂‧時間儀 NORMAL","0","660037104","660037102","660037105","660037101","660037103"
"爆裂‧時間儀 HARD","0","660037204","660037202","660037205","660037201","660037203"
"爆裂‧時間儀 VERY HARD","0","660037304","660037302","660037305","660037301","660037303"
"超載力量","0","0","660047102","0","660047101","660047103"
"超載力量","0","0","660047202","0","660047201","660047203"
"超載力量","0","0","660047302","0","660047301","660047303"
"樂園守護者 NORMAL","0","660059104","660059102","660059105","660059101","660059103"
"樂園守護者 HARD","0","660059204","660059202","660059205","660059201","660059203"
"樂園守護者 VERY HARD","0","660059304","660059302","660059305","660059301","660059303"
"顯露苦衷 埃拉＆志那都 NORMAL","0","0","660068102","0","660068101","660068103"
"顯露苦衷 埃拉＆志那都 HARD","0","0","660068202","0","660068201","660068203"
"顯露苦衷 埃拉＆志那都 VERY HARD","0","0","660068302","0","660068301","660068303"
"石像鬼‧炸裂","0","701000404","701000402","0","701000401","701000403"
"石像鬼‧炸裂","0","701000408","701000406","0","701000405","701000407"
"石像鬼‧炸裂","0","701000412","701000410","0","701000409","701000411"
"石像鬼‧炸裂","0","701000416","701000414","0","701000413","701000415"
"石像鬼‧炸裂","0","701000420","701000418","0","701000417","701000419"
"石像鬼‧魔幻","0","701000504","701000502","0","701000501","701000503"
"石像鬼‧魔幻","0","701000508","701000506","0","701000505","701000507"
"石像鬼‧魔幻","0","701000512","701000510","0","701000509","701000511"
"石像鬼‧魔幻","0","701000516","701000514","0","701000513","701000515"
"石像鬼‧魔幻","0","701000520","701000518","0","701000517","701000519"
"追憶卡里莎","0","750000504","750000502","750000505","750000501","750000503"
"追憶蘭法","0","0","750000702","0","750000701","750000703"
"追憶僕役‧洛克斯（複部位）","0","750000904","750000902","0","750000901","750000903"
"Roguelike 冰霜獵犬","0","770330304","770330302","0","770330301","770330303"
"Roguelike 冰霜獵犬","0","770330804","770330802","0","770330801","770330803"
"Roguelike 冰霜獵犬","0","770331304","770331302","0","770331301","770331303"
"Roguelike 冰霜獵犬","0","770331804","770331802","0","770331801","770331803"
"Roguelike 狂怒綠龍","0","770530304","770530302","0","770530301","770530303"
"Roguelike 狂怒綠龍","0","770530804","770530802","0","770530801","770530803"
"Roguelike 狂怒綠龍","0","770531304","770531302","0","770531301","770531303"
"Roguelike 狂怒綠龍","0","770531804","770531802","0","770531801","770531803"
"機械莉瑪2020MODE3","0","800100214","800100212","0","800100203","800100213"
"霸瞳僕役（複合）","0","801100243","801100223","0","801100213","801100233"
"蘭法","0","0","802100211","0","802100210","802100212"
"卡里莎","0","802100233","802100231","802100234","802100230","802100232"
"蘭法","0","0","802100242","0","802100241","802100243"
"卡里莎","0","802100248","802100246","802100249","802100245","802100247"
"黑之王賈巴沃克","0","803100204","803100202","0","803100201","803100203"
"黑之王賈巴沃克","0","803100208","803100206","0","803100205","803100207"
"黑之王賈巴沃克","0","803100212","803100210","0","803100209","803100211"
"深域泰坦龍龜","0","820103004","820103002","0","820103001","820103003"
"深域涅普堤利昂","0","820104004","820104002","0","820104001","820104003"
"深域詛咒鎧甲‧洛克斯","0","820108004","820108002","0","820108001","820108003"
"深域哥布林騎兵","0","0","830102002","0","830102001","830102003"
"深域頑強幽靈","0","830107004","830107002","0","830107001","830107003"
"深域冰霜獵犬","0","840102004","840102002","0","840102001","840102003"
"深域三重岩","0","840105004","840105002","0","840105001","840105003"
"深域雷電","0","850103004","850103002","0","850103001","850103003"
"深域劍蛇","0","850105004","850105002","0","850105001","850105003"
"深域黑曜飛龍","0","850106004","850106002","0","850106001","850106003"
"7月深淵討伐戰冰霜獵犬","0","924072104","924072102","0","924072101","924072103"
"7月深淵討伐戰冰霜獵犬","0","924072204","924072202","0","924072201","924072203"
"7月深淵討伐戰冰霜獵犬","0","924072304","924072302","0","924072301","924072303"
"7月深淵討伐戰冰霜獵犬","0","924072404","924072402","0","924072401","924072403"
"8月深淵討伐戰三重岩","0","924082104","924082102","0","924082101","924082103"
"8月深淵討伐戰三重岩","0","924082204","924082202","0","924082201","924082203"
"8月深淵討伐戰三重岩","0","924082304","924082302","0","924082301","924082303"
"8月深淵討伐戰三重岩","0","924082404","924082402","0","924082401","924082403"
"9月深淵討伐戰劍蛇","0","924092104","924092102","0","924092101","924092103"
"9月深淵討伐戰劍蛇","0","924092204","924092202","0","924092201","924092203"
"9月深淵討伐戰劍蛇","0","924092304","924092302","0","924092301","924092303"
"9月深淵討伐戰劍蛇","0","924092404","924092402","0","924092401","924092403"
"10月深淵討伐戰黑曜飛龍","0","924102104","924102102","0","924102101","924102103"
"10月深淵討伐戰黑曜飛龍","0","924102204","924102202","0","924102201","924102203"
"10月深淵討伐戰黑曜飛龍","0","924102304","924102302","0","924102301","924102303"
"10月深淵討伐戰黑曜飛龍","0","924102404","924102402","0","924102401","924102403"
"11月深淵討伐戰雷電","0","924112104","924112102","0","924112101","924112103"
"11月深淵討伐戰雷電","0","924112204","924112202","0","924112201","924112203"
"11月深淵討伐戰雷電","0","924112304","924112302","0","924112301","924112303"
"11月深淵討伐戰雷電","0","924112404","924112402","0","924112401","924112403"
"12月深淵討伐戰泰坦龍龜","0","924122104","924122102","0","924122101","924122103"
"12月深淵討伐戰泰坦龍龜","0","924122204","924122202","0","924122201","924122203"
"12月深淵討伐戰泰坦龍龜","0","924122304","924122302","0","924122301","924122303"
"12月深淵討伐戰泰坦龍龜","0","924122404","924122402","0","924122401","924122403"
"2月深淵討伐戰涅普堤利昂","0","924142104","924142102","0","924142101","924142103"
"2月深淵討伐戰涅普堤利昂","0","924142204","924142202","0","924142201","924142203"
"2月深淵討伐戰涅普堤利昂","0","924142304","924142302","0","924142301","924142303"
"2月深淵討伐戰涅普堤利昂","0","924142404","924142402","0","924142401","924142403"
"3月深淵討伐戰三重岩","0","924152104","924152102","0","924152101","924152103"
"3月深淵討伐戰三重岩","0","924152204","924152202","0","924152201","924152203"
"3月深淵討伐戰三重岩","0","924152304","924152302","0","924152301","924152303"
"3月深淵討伐戰三重岩","0","924152404","924152402","0","924152401","924152403"
"4月深淵討伐戰泰坦龍龜","0","924162104","924162102","0","924162101","924162103"
"4月深淵討伐戰泰坦龍龜","0","924162204","924162202","0","924162201","924162203"
"4月深淵討伐戰泰坦龍龜","0","924162304","924162302","0","924162301","924162303"
"4月深淵討伐戰泰坦龍龜","0","924162404","924162402","0","924162401","924162403"
"5月深淵討伐戰頑強幽靈","0","924172104","924172102","0","924172101","924172103"
"5月深淵討伐戰頑強幽靈","0","924172204","924172202","0","924172201","924172203"
"5月深淵討伐戰頑強幽靈","0","924172304","924172302","0","924172301","924172303"
"5月深淵討伐戰頑強幽靈","0","924172404","924172402","0","924172401","924172403"
"7月深淵討伐戰雷電","0","924192104","924192102","0","924192101","924192103"
"7月深淵討伐戰雷電","0","924192204","924192202","0","924192201","924192203"
"7月深淵討伐戰雷電","0","924192304","924192302","0","924192301","924192303"
"7月深淵討伐戰雷電","0","924192404","924192402","0","924192401","924192403"
"8月深淵討伐戰黑曜飛龍","0","924202104","924202102","0","924202101","924202103"
"8月深淵討伐戰黑曜飛龍","0","924202204","924202202","0","924202201","924202203"
"8月深淵討伐戰黑曜飛龍","0","924202304","924202302","0","924202301","924202303"
"8月深淵討伐戰黑曜飛龍","0","924202404","924202402","0","924202401","924202403"
"1月深淵討伐戰哥布林騎兵","0","925012104","925012102","0","925012101","925012103"
"1月深淵討伐戰哥布林騎兵","0","925012204","925012202","0","925012201","925012203"
"1月深淵討伐戰哥布林騎兵","0","925012304","925012302","0","925012301","925012303"
"1月深淵討伐戰哥布林騎兵","0","925012404","925012402","0","925012401","925012403"
