dcf907ffda1ab7df9ee44f444e9841cd569c34ae72d328559d9a1fadf6828cde,dc24a80f10c243d461f03734aba5b4e1c572694734b590bc90f3ded7a267cff6,b7fd266bc09a8856460baa2e68abdee1a2e114476b8b7a538c5e2160ad97ba8d,b9734ed12a9b901d639763d87537c218dda6d8322ad4b3a320a452cf66e2ba45,38cd74a207b444ec63e405b55526c2260fa4d2b771c0b49a27eab793f09f5c9d,7f88be969242ef2584bd760606a80c24f595984e987807786b3137343d6d47bd,80c370894d05471d348b5bee7a1c13eed13c82a1faacd5583617487f9f786755,d9384b7ce1cfbaeb343453faf69c220d289095d4ccb2bbaa54cde9e04173f726,16970bc68fae004fa8704bfe811c44f669f31b15835c5446cf3598d61243699e,e1cada6c448a64111058cf22b2cf63203c9ebc73830e11b1c144ea0e9e0fff2d,0b76e9da4a996bc45d063fc2ed1fe0d3c09962b04561fe8409a483e51b047ba8,ae4eb04801d72fba1ffd26a5e7532d73d0114efb946569f267bf3ddb51938d0e,f7c0bbc56a279daf5488d166f0c0362354572f176e96a3d8f443f5be4b7eeaa1,982fd9506d4b66beef470ff58e7abc45bd101d2424dceb814c000ec00ecc5f57,f74b8a8aabc920928a6b42f2059d228015cc68086da56297ebcb37fd3a1da764,4e4e36448a0adf14b695c5a543c865dc302a8b48b55f9c576be2b38142cf3037,b588ca17cb4f74442033443da8879d0d91ba591156c5d4dac09cec412c53add7,a44a8a9966f36ced4b9423e35a54f1aeb30a5c54f49f7de7ce1c1c38746a50f6,be5e024034d08dc08c4b8d80eb64ad6fa4201b0fbad5d8239fdfb01fcd8374c0,86d17c6a5f0b3a54e9e7f8b9ab6ee9e10d50c76e583ab0882b43487f74dc21d1,f227d409492555932311c008bdf4f3d45f8db655495ca89952b5a8318ce6d20f,21bded07036f4a41ca6c0effba03ff61106dfa6d3a7d43e849235b1a5ebf2651,d1ad48d14eee12275f9022ff2e828e88407bee5bdec9ae2a70f64976deb5b22a,a89bd3a5d6ccd6c06cd4604fd0470f48b107eeb642dc71e54626b772ab494881,75cfa08c0ce2c8a0ecbf2e6c266eb1ae090d297a9e96e585646add1300c4ef61,1b2d4683c8a368e0440663568a05363418dbd90a58ee8c0ff5f17eb1bbbb0070,c05b2363fdf5073d321fbafd58c2825f74e82d688b10ee1463eeb5abe232d00a,2f90859c7a42ca0eb0d7a92ab3aa14036d0a46d32a7002aa34addc4db7330ab5,2f09ca28325f764ab885b1008ba66327e854a3cf839b2ee65405cc84811bd3a9,31cda6053f56b29f231eb797af036236091b11b1f1ed10d94a2ff98b493f2016,25197edec11c08b02f3e6da63d5d2073d6fc63dffe2df262793c7bbde4e456a6,60efe700c4591ce58149901121e09158dad304bc1f64fd6d348a98f93c4ba9d5,80cbf300181682c2a22c2bcfb77d0e93e2d08754c69bcd0c0225c301237af901,52b9382ba53f51c18dc565286abec55b86e9e246017c9941d54e898531baae9d,a110735c1054f1b3ef907d8b3b6733398097a413f7718927202656bc53ac674d,232e50a510f4497fcc818015e51f8e3e78e5ffc91418c9277796e748c22a7403,42b868b173f8418479b7ec76156f79ece80bbee1fdff2b6e4572d57115e0781e,ce1ea3ab1fdd0b7be83bbcffa9e6aee86d1d8c8fe89ed805ee5ac47dddf84cb3,9023b0ede5e9b5a3dbecce5ab81e9ecaffddf35dcde4a047757deb426858ff9f
"170","1004109","10410104","1041","0.06","2","1004107","2.6","0","1004106","2.4","10410105","1004108","0","1004207","710051","3","1004206","401050191","1001303","2","2","30","401050171","2.4","11","1004208","401050181","10410101","401050201","1000000","10410102","1004210","10410103","1","1004209","11","1004110","401050161"
"171","1004109","10410104","1041","0.06","3.5","1004107","4","0","1004106","3.8","10410105","1004108","0","1004207","710051","4","1004206","401050241","1001303","2","3.5","40","401050221","3.7","31","1004208","401050231","10410101","401050251","1000000","10410102","1004210","10410103","1","1004209","31","1004110","401050211"
"172","1004109","10410104","1041","0.06","3.5","1004107","4","0","1004106","3.8","10410105","1004108","0","1004207","710051","5","1004206","401050291","1001303","2","3.5","-1","401050271","3.7","41","1004208","401050281","10410101","401050301","1000000","10410102","1004210","10410103","1","1004209","41","1004110","401050261"
"173","1004104","10420104","1042","0.03","1.2","1004102","1.5","0","1004101","1.4","10420105","1004103","0","1004202","710061","1","1004201","401050491","1001301","1","1.2","1","401050471","1.3","1","1004203","401050481","10420101","401050501","1000000","10420102","1004205","10420103","1","1004204","1","1004105","401050461"
"174","1004109","10420104","1042","0.03","1.2","1004107","1.5","0","1004106","1.4","10420105","1004108","0","1004207","710061","1","1004206","401050491","1001303","1","1.2","3","401050471","1.3","2","1004208","401050481","10420101","401050501","1000000","10420102","1004210","10420103","1","1004209","2","1004110","401050461"
"175","1004109","10420104","1042","0.06","1.6","1004107","2","0","1004106","1.9","10420105","1004108","0","1004207","710061","2","1004206","401050541","1001303","2","1.6","10","401050521","1.8","4","1004208","401050531","10420101","401050551","1000000","10420102","1004210","10420103","1","1004209","4","1004110","401050511"
"176","1004109","10420104","1042","0.06","2","1004107","2.6","0","1004106","2.4","10420105","1004108","0","1004207","710061","3","1004206","401050591","1001303","2","2","30","401050571","2.4","11","1004208","401050581","10420101","401050601","1000000","10420102","1004210","10420103","1","1004209","11","1004110","401050561"
"177","1004109","10420104","1042","0.06","3.5","1004107","4","0","1004106","3.8","10420105","1004108","0","1004207","710061","4","1004206","401050641","1001303","2","3.5","40","401050621","3.7","31","1004208","401050631","10420101","401050651","1000000","10420102","1004210","10420103","1","1004209","31","1004110","401050611"
"178","1004109","10420104","1042","0.06","3.5","1004107","4","0","1004106","3.8","10420105","1004108","0","1004207","710061","5","1004206","401050691","1001303","2","3.5","-1","401050671","3.7","41","1004208","401050681","10420101","401050701","1000000","10420102","1004210","10420103","1","1004209","41","1004110","401050661"
"179","1004104","10430104","1043","0.03","1.2","1004102","1.5","0","1004101","1.4","10430105","1004103","0","1004202","710071","1","1004201","401050891","1001301","1","1.2","1","401050871","1.3","1","1004203","401050881","10430101","401050901","1000000","10430102","1004205","10430103","1","1004204","1","1004105","401050861"
"180","1004109","10430104","1043","0.03","1.2","1004107","1.5","0","1004106","1.4","10430105","1004108","0","1004207","710071","1","1004206","401050891","1001303","1","1.2","3","401050871","1.3","2","1004208","401050881","10430101","401050901","1000000","10430102","1004210","10430103","1","1004209","2","1004110","401050861"
"181","1004109","10430104","1043","0.06","1.6","1004107","2","0","1004106","1.9","10430105","1004108","0","1004207","710071","2","1004206","401050941","1001303","2","1.6","10","401050921","1.8","4","1004208","401050931","10430101","401050951","1000000","10430102","1004210","10430103","1","1004209","4","1004110","401050911"
"182","1004109","10430104","1043","0.06","2","1004107","2.6","0","1004106","2.4","10430105","1004108","0","1004207","710071","3","1004206","401050991","1001303","2","2","30","401050971","2.4","11","1004208","401050981","10430101","401051001","1000000","10430102","1004210","10430103","1","1004209","11","1004110","401050961"
"183","1004109","10430104","1043","0.06","3.5","1004107","4","0","1004106","3.8","10430105","1004108","0","1004207","710071","4","1004206","401051041","1001303","2","3.5","40","401051021","3.7","31","1004208","401051031","10430101","401051051","1000000","10430102","1004210","10430103","1","1004209","31","1004110","401051011"
"184","1004109","10430104","1043","0.06","3.5","1004107","4","0","1004106","3.8","10430105","1004108","0","1004207","710071","5","1004206","401051091","1001303","2","3.5","-1","401051071","3.7","41","1004208","401051081","10430101","401051101","1000000","10430102","1004210","10430103","1","1004209","41","1004110","401051061"
"185","1004104","10440104","1044","0.03","1.2","1004102","1.5","0","1004101","1.4","10440105","1004103","0","1004202","710081","1","1004201","401051291","1001301","1","1.2","1","401051271","1.3","1","1004203","401051281","10440101","401051301","1000000","10440102","1004205","10440103","1","1004204","1","1004105","401051261"
"186","1004109","10440104","1044","0.03","1.2","1004107","1.5","0","1004106","1.4","10440105","1004108","0","1004207","710081","1","1004206","401051291","1001303","1","1.2","3","401051271","1.3","2","1004208","401051281","10440101","401051301","1000000","10440102","1004210","10440103","1","1004209","2","1004110","401051261"
"187","1004109","10440104","1044","0.06","1.6","1004107","2","0","1004106","1.9","10440105","1004108","0","1004207","710081","2","1004206","401051341","1001303","2","1.6","10","401051321","1.8","4","1004208","401051331","10440101","401051351","1000000","10440102","1004210","10440103","1","1004209","4","1004110","401051311"
"188","1004109","10440104","1044","0.06","2","1004107","2.6","0","1004106","2.4","10440105","1004108","0","1004207","710081","3","1004206","401051391","1001303","2","2","30","401051371","2.4","11","1004208","401051381","10440101","401051401","1000000","10440102","1004210","10440103","1","1004209","11","1004110","401051361"
"189","1004109","10440104","1044","0.06","3.5","1004107","4","0","1004106","3.8","10440105","1004108","0","1004207","710081","4","1004206","401051441","1001303","2","3.5","40","401051421","3.7","31","1004208","401051431","10440101","401051451","1000000","10440102","1004210","10440103","1","1004209","31","1004110","401051411"
"190","1004109","10440104","1044","0.06","3.5","1004107","4","0","1004106","3.8","10440105","1004108","0","1004207","710081","5","1004206","401051491","1001303","2","3.5","-1","401051471","3.7","41","1004208","401051481","10440101","401051501","1000000","10440102","1004210","10440103","1","1004209","41","1004110","401051461"
"191","1004104","10450104","1045","0.03","1.2","1004102","1.5","0","1004101","1.4","10450105","1004103","0","1004202","710091","1","1004201","401051691","1001301","1","1.2","1","401051671","1.3","1","1004203","401051681","10450101","401051701","1000000","10450102","1004205","10450103","1","1004204","1","1004105","401051661"
"192","1004109","10450104","1045","0.03","1.2","1004107","1.5","0","1004106","1.4","10450105","1004108","0","1004207","710091","1","1004206","401051691","1001303","1","1.2","3","401051671","1.3","2","1004208","401051681","10450101","401051701","1000000","10450102","1004210","10450103","1","1004209","2","1004110","401051661"
"193","1004109","10450104","1045","0.06","1.6","1004107","2","0","1004106","1.9","10450105","1004108","0","1004207","710091","2","1004206","401051741","1001303","2","1.6","10","401051721","1.8","4","1004208","401051731","10450101","401051751","1000000","10450102","1004210","10450103","1","1004209","4","1004110","401051711"
"194","1004109","10450104","1045","0.06","2","1004107","2.6","0","1004106","2.4","10450105","1004108","0","1004207","710091","3","1004206","401051791","1001303","2","2","30","401051771","2.4","11","1004208","401051781","10450101","401051801","1000000","10450102","1004210","10450103","1","1004209","11","1004110","401051761"
"195","1004109","10450104","1045","0.06","3.5","1004107","4","0","1004106","3.8","10450105","1004108","0","1004207","710091","4","1004206","401051841","1001303","2","3.5","40","401051821","3.7","31","1004208","401051831","10450101","401051851","1000000","10450102","1004210","10450103","1","1004209","31","1004110","401051811"
"196","1004109","10450104","1045","0.06","3.5","1004107","4","0","1004106","3.8","10450105","1004108","0","1004207","710091","5","1004206","401051891","1001303","2","3.5","-1","401051871","3.7","41","1004208","401051881","10450101","401051901","1000000","10450102","1004210","10450103","1","1004209","41","1004110","401051861"
"197","1004104","10460104","1046","0.03","1.2","1004102","1.5","0","1004101","1.4","10460105","1004103","0","1004202","710101","1","1004201","401052091","1001301","1","1.2","1","401052071","1.3","1","1004203","401052081","10460101","401052101","1000000","10460102","1004205","10460103","1","1004204","1","1004105","401052061"
"198","1004109","10460104","1046","0.03","1.2","1004107","1.5","0","1004106","1.4","10460105","1004108","0","1004207","710101","1","1004206","401052091","1001303","1","1.2","3","401052071","1.3","2","1004208","401052081","10460101","401052101","1000000","10460102","1004210","10460103","1","1004209","2","1004110","401052061"
"199","1004109","10460104","1046","0.06","1.6","1004107","2","0","1004106","1.9","10460105","1004108","0","1004207","710101","2","1004206","401052141","1001303","2","1.6","10","401052121","1.8","4","1004208","401052131","10460101","401052151","1000000","10460102","1004210","10460103","1","1004209","4","1004110","401052111"
"200","1004109","10460104","1046","0.06","2","1004107","2.6","0","1004106","2.4","10460105","1004108","0","1004207","710101","3","1004206","401052191","1001303","2","2","30","401052171","2.4","11","1004208","401052181","10460101","401052201","1000000","10460102","1004210","10460103","1","1004209","11","1004110","401052161"
"201","1004109","10460104","1046","0.06","3.5","1004107","4","0","1004106","3.8","10460105","1004108","0","1004207","710101","4","1004206","401052241","1001303","2","3.5","38","401052221","3.7","31","1004208","401052231","10460101","401052251","1000000","10460102","1004210","10460103","1","1004209","31","1004110","401052211"
"202","1004109","10460104","1046","0.06","3.5","1004107","4","0","1004106","3.8","10460105","1004108","0","1004207","710101","5","1004206","401052291","1001303","2","3.5","-1","401052271","3.7","39","1004208","401052281","10460101","401052301","1000000","10460102","1004210","10460103","1","1004209","39","1004110","401052261"
"203","1004104","10470104","1047","0.03","1.2","1004102","1.5","0","1004101","1.4","10470105","1004103","0","1004202","710111","1","1004201","401052491","1001301","1","1.2","1","401052471","1.3","1","1004203","401052481","10470101","401052501","1000000","10470102","1004205","10470103","1","1004204","1","1004105","401052461"
"204","1004109","10470104","1047","0.03","1.2","1004107","1.5","0","1004106","1.4","10470105","1004108","0","1004207","710111","1","1004206","401052491","1001303","1","1.2","3","401052471","1.3","2","1004208","401052481","10470101","401052501","1000000","10470102","1004210","10470103","1","1004209","2","1004110","401052461"
"205","1004109","10470104","1047","0.06","1.6","1004107","2","0","1004106","1.9","10470105","1004108","0","1004207","710111","2","1004206","401052541","1001303","2","1.6","10","401052521","1.8","4","1004208","401052531","10470101","401052551","1000000","10470102","1004210","10470103","1","1004209","4","1004110","401052511"
"206","1004109","10470104","1047","0.06","2","1004107","2.6","0","1004106","2.4","10470105","1004108","0","1004207","710111","3","1004206","401052591","1001303","2","2","30","401052571","2.4","11","1004208","401052581","10470101","401052601","1000000","10470102","1004210","10470103","1","1004209","11","1004110","401052561"
"207","1004109","10470104","1047","0.06","3.5","1004107","4","0","1004106","3.8","10470105","1004108","0","1004207","710111","4","1004206","401052641","1001303","2","3.5","38","401052621","3.7","31","1004208","401052631","10470101","401052651","1000000","10470102","1004210","10470103","1","1004209","31","1004110","401052611"
"208","1004109","10470104","1047","0.06","3.5","1004107","4","0","1004106","3.8","10470105","1004108","0","1004207","710111","5","1004206","401052691","1001303","2","3.5","-1","401052671","3.7","39","1004208","401052681","10470101","401052701","1000000","10470102","1004210","10470103","1","1004209","39","1004110","401052661"
"209","1004104","10480104","1048","0.03","1.2","1004102","1.5","0","1004101","1.4","10480105","1004103","0","1004202","710121","1","1004201","401052891","1001301","1","1.2","1","401052871","1.3","1","1004203","401052881","10480101","401052901","1000000","10480102","1004205","10480103","1","1004204","1","1004105","401052861"
"210","1004109","10480104","1048","0.03","1.2","1004107","1.5","0","1004106","1.4","10480105","1004108","0","1004207","710121","1","1004206","401052891","1001303","1","1.2","3","401052871","1.3","2","1004208","401052881","10480101","401052901","1000000","10480102","1004210","10480103","1","1004209","2","1004110","401052861"
"211","1004109","10480104","1048","0.06","1.6","1004107","2","0","1004106","1.9","10480105","1004108","0","1004207","710121","2","1004206","401052941","1001303","2","1.6","10","401052921","1.8","4","1004208","401052931","10480101","401052951","1000000","10480102","1004210","10480103","1","1004209","4","1004110","401052911"
"212","1004109","10480104","1048","0.06","2","1004107","2.6","0","1004106","2.4","10480105","1004108","0","1004207","710121","3","1004206","401052991","1001303","2","2","30","401052971","2.4","11","1004208","401052981","10480101","401053001","1000000","10480102","1004210","10480103","1","1004209","11","1004110","401052961"
"213","1004109","10480104","1048","0.06","3.5","1004107","4","0","1004106","3.8","10480105","1004108","0","1004207","710121","4","1004206","401053041","1001303","2","3.5","38","401053021","3.7","31","1004208","401053031","10480101","401053051","1000000","10480102","1004210","10480103","1","1004209","31","1004110","401053011"
"214","1004109","10480104","1048","0.06","3.5","1004107","4","0","1004106","3.8","10480105","1004108","0","1004207","710121","5","1004206","401053091","1001303","2","3.5","-1","401053071","3.7","39","1004208","401053081","10480101","401053101","1000000","10480102","1004210","10480103","1","1004209","39","1004110","401053061"
"215","1004104","10490104","1049","0.03","1.2","1004102","1.5","0","1004101","1.4","10490105","1004103","0","1004202","710011","1","1004201","401053291","1001301","1","1.2","1","401053271","1.3","1","1004203","401053281","10490101","401053301","1000000","10490102","1004205","10490103","1","1004204","1","1004105","401053261"
"216","1004109","10490104","1049","0.03","1.2","1004107","1.5","0","1004106","1.4","10490105","1004108","0","1004207","710011","1","1004206","401053291","1001303","1","1.2","3","401053271","1.3","2","1004208","401053281","10490101","401053301","1000000","10490102","1004210","10490103","1","1004209","2","1004110","401053261"
"217","1004109","10490104","1049","0.06","1.6","1004107","2","0","1004106","1.9","10490105","1004108","0","1004207","710011","2","1004206","401053341","1001303","2","1.6","10","401053321","1.8","4","1004208","401053331","10490101","401053351","1000000","10490102","1004210","10490103","1","1004209","4","1004110","401053311"
"218","1004109","10490104","1049","0.06","2","1004107","2.6","0","1004106","2.4","10490105","1004108","0","1004207","710011","3","1004206","401053391","1001303","2","2","30","401053371","2.4","11","1004208","401053381","10490101","401053401","1000000","10490102","1004210","10490103","1","1004209","11","1004110","401053361"
"219","1004109","10490104","1049","0.06","3.5","1004107","4","0","1004106","3.8","10490105","1004108","0","1004207","710011","4","1004206","401053441","1001303","2","3.5","38","401053421","3.7","31","1004208","401053431","10490101","401053451","1000000","10490102","1004210","10490103","1","1004209","31","1004110","401053411"
"220","1004109","10490104","1049","0.06","3.5","1004107","4","0","1004106","3.8","10490105","1004108","0","1004207","710011","5","1004206","401053491","1001303","2","3.5","-1","401053471","3.7","39","1004208","401053481","10490101","401053501","1000000","10490102","1004210","10490103","1","1004209","39","1004110","401053461"
"221","1004104","10500104","1050","0.03","1.2","1004102","1.5","0","1004101","1.4","10500105","1004103","0","1004202","710021","1","1004201","401053691","1001301","1","1.2","1","401053671","1.3","1","1004203","401053681","10500101","401053701","1000000","10500102","1004205","10500103","1","1004204","1","1004105","401053661"
"222","1004109","10500104","1050","0.03","1.2","1004107","1.5","0","1004106","1.4","10500105","1004108","0","1004207","710021","1","1004206","401053691","1001303","1","1.2","3","401053671","1.3","2","1004208","401053681","10500101","401053701","1000000","10500102","1004210","10500103","1","1004209","2","1004110","401053661"
"223","1004109","10500104","1050","0.06","1.6","1004107","2","0","1004106","1.9","10500105","1004108","0","1004207","710021","2","1004206","401053741","1001303","2","1.6","10","401053721","1.8","4","1004208","401053731","10500101","401053751","1000000","10500102","1004210","10500103","1","1004209","4","1004110","401053711"
"224","1004109","10500104","1050","0.06","2","1004107","2.6","0","1004106","2.4","10500105","1004108","0","1004207","710021","3","1004206","401053791","1001303","2","2","30","401053771","2.4","11","1004208","401053781","10500101","401053801","1000000","10500102","1004210","10500103","1","1004209","11","1004110","401053761"
"225","1004109","10500104","1050","0.06","3.5","1004107","4","0","1004106","3.8","10500105","1004108","0","1004207","710021","4","1004206","401053841","1001303","2","3.5","38","401053821","3.7","31","1004208","401053831","10500101","401053851","1000000","10500102","1004210","10500103","1","1004209","31","1004110","401053811"
"226","1004109","10500104","1050","0.06","3.5","1004107","4","0","1004106","3.8","10500105","1004108","0","1004207","710021","5","1004206","401053891","1001303","2","3.5","-1","401053871","3.7","39","1004208","401053881","10500101","401053901","1000000","10500102","1004210","10500103","1","1004209","39","1004110","401053861"
"227","1004104","10510104","1051","0.03","1.2","1004102","1.5","0","1004101","1.4","10510105","1004103","0","1004202","710031","1","1004201","401054091","1001301","1","1.2","1","401054071","1.3","1","1004203","401054081","10510101","401054101","1000000","10510102","1004205","10510103","1","1004204","1","1004105","401054061"
"228","1004109","10510104","1051","0.03","1.2","1004107","1.5","0","1004106","1.4","10510105","1004108","0","1004207","710031","1","1004206","401054091","1001303","1","1.2","3","401054071","1.3","2","1004208","401054081","10510101","401054101","1000000","10510102","1004210","10510103","1","1004209","2","1004110","401054061"
"229","1004109","10510104","1051","0.06","1.6","1004107","2","0","1004106","1.9","10510105","1004108","0","1004207","710031","2","1004206","401054141","1001303","2","1.6","10","401054121","1.8","4","1004208","401054131","10510101","401054151","1000000","10510102","1004210","10510103","1","1004209","4","1004110","401054111"
"230","1004109","10510104","1051","0.06","2","1004107","2.6","0","1004106","2.4","10510105","1004108","0","1004207","710031","3","1004206","401054191","1001303","2","2","30","401054171","2.4","11","1004208","401054181","10510101","401054201","1000000","10510102","1004210","10510103","1","1004209","11","1004110","401054161"
"231","1004109","10510104","1051","0.06","3.5","1004107","4","0","1004106","3.8","10510105","1004108","0","1004207","710031","4","1004206","401054241","1001303","2","3.5","38","401054221","3.7","31","1004208","401054231","10510101","401054251","1000000","10510102","1004210","10510103","1","1004209","31","1004110","401054211"
"232","1004109","10510104","1051","0.06","3.5","1004107","4","0","1004106","3.8","10510105","1004108","0","1004207","710031","5","1004206","401054291","1001303","2","3.5","-1","401054271","3.7","39","1004208","401054281","10510101","401054301","1000000","10510102","1004210","10510103","1","1004209","39","1004110","401054261"
"233","1004104","10520104","1052","0.03","1.2","1004102","1.5","0","1004101","1.4","10520105","1004103","0","1004202","710041","1","1004201","401054491","1001301","1","1.2","1","401054471","1.3","1","1004203","401054481","10520101","401054501","1000000","10520102","1004205","10520103","1","1004204","1","1004105","401054461"
"234","1004109","10520104","1052","0.03","1.2","1004107","1.5","0","1004106","1.4","10520105","1004108","0","1004207","710041","1","1004206","401054491","1001303","1","1.2","3","401054471","1.3","2","1004208","401054481","10520101","401054501","1000000","10520102","1004210","10520103","1","1004209","2","1004110","401054461"
"235","1004109","10520104","1052","0.06","1.6","1004107","2","0","1004106","1.9","10520105","1004108","0","1004207","710041","2","1004206","401054541","1001303","2","1.6","10","401054521","1.8","4","1004208","401054531","10520101","401054551","1000000","10520102","1004210","10520103","1","1004209","4","1004110","401054511"
"236","1004109","10520104","1052","0.06","2","1004107","2.6","0","1004106","2.4","10520105","1004108","0","1004207","710041","3","1004206","401054591","1001303","2","2","30","401054571","2.4","11","1004208","401054581","10520101","401054601","1000000","10520102","1004210","10520103","1","1004209","11","1004110","401054561"
"237","1004109","10520104","1052","0.06","3.5","1004107","4","0","1004106","3.8","10520105","1004108","0","1004207","710041","4","1004206","401054641","1001303","2","3.5","38","401054621","3.7","31","1004208","401054631","10520101","401054651","1000000","10520102","1004210","10520103","1","1004209","31","1004110","401054611"
"238","1004109","10520104","1052","0.06","3.5","1004107","4","0","1004106","3.8","10520105","1004108","0","1004207","710041","5","1004206","401054691","1001303","2","3.5","-1","401054671","3.7","39","1004208","401054681","10520101","401054701","1000000","10520102","1004210","10520103","1","1004209","39","1004110","401054661"
"239","1004104","10530104","1053","0.03","1.2","1004102","1.5","0","1004101","1.4","10530105","1004103","0","1004202","710051","1","1004201","401054891","1001301","1","1.2","1","401054871","1.3","1","1004203","401054881","10530101","401054901","1000000","10530102","1004205","10530103","1","1004204","1","1004105","401054861"
"240","1004109","10530104","1053","0.03","1.2","1004107","1.5","0","1004106","1.4","10530105","1004108","0","1004207","710051","1","1004206","401054891","1001303","1","1.2","3","401054871","1.3","2","1004208","401054881","10530101","401054901","1000000","10530102","1004210","10530103","1","1004209","2","1004110","401054861"
"241","1004109","10530104","1053","0.06","1.6","1004107","2","0","1004106","1.9","10530105","1004108","0","1004207","710051","2","1004206","401054941","1001303","2","1.6","10","401054921","1.8","4","1004208","401054931","10530101","401054951","1000000","10530102","1004210","10530103","1","1004209","4","1004110","401054911"
"242","1004109","10530104","1053","0.06","2","1004107","2.6","0","1004106","2.4","10530105","1004108","0","1004207","710051","3","1004206","401054991","1001303","2","2","30","401054971","2.4","11","1004208","401054981","10530101","401055001","1000000","10530102","1004210","10530103","1","1004209","11","1004110","401054961"
"243","1004109","10530104","1053","0.06","3.5","1004107","4","0","1004106","3.8","10530105","1004108","0","1004207","710051","4","1004206","401055041","1001303","2","3.5","38","401055021","3.7","31","1004208","401055031","10530101","401055051","1000000","10530102","1004210","10530103","1","1004209","31","1004110","401055011"
"244","1004109","10530104","1053","0.06","3.5","1004107","4","0","1004106","3.8","10530105","1004108","0","1004207","710051","5","1004206","401055091","1001303","2","3.5","-1","401055071","3.7","39","1004208","401055081","10530101","401055101","1000000","10530102","1004210","10530103","1","1004209","39","1004110","401055061"
"245","1004104","10540104","1054","0.03","1.2","1004102","1.5","0","1004101","1.4","10540105","1004103","0","1004202","710061","1","1004201","401055291","1001301","1","1.2","1","401055271","1.3","1","1004203","401055281","10540101","401055301","1000000","10540102","1004205","10540103","1","1004204","1","1004105","401055261"
"246","1004109","10540104","1054","0.03","1.2","1004107","1.5","0","1004106","1.4","10540105","1004108","0","1004207","710061","1","1004206","401055291","1001303","1","1.2","3","401055271","1.3","2","1004208","401055281","10540101","401055301","1000000","10540102","1004210","10540103","1","1004209","2","1004110","401055261"
"247","1004109","10540104","1054","0.06","1.6","1004107","2","0","1004106","1.9","10540105","1004108","0","1004207","710061","2","1004206","401055341","1001303","2","1.6","10","401055321","1.8","4","1004208","401055331","10540101","401055351","1000000","10540102","1004210","10540103","1","1004209","4","1004110","401055311"
"248","1004109","10540104","1054","0.06","2","1004107","2.6","0","1004106","2.4","10540105","1004108","0","1004207","710061","3","1004206","401055391","1001303","2","2","30","401055371","2.4","11","1004208","401055381","10540101","401055401","1000000","10540102","1004210","10540103","1","1004209","11","1004110","401055361"
"249","1004109","10540104","1054","0.06","3.5","1004107","4","0","1004106","3.8","10540105","1004108","0","1004207","710061","4","1004206","401055441","1001303","2","3.5","38","401055421","3.7","31","1004208","401055431","10540101","401055451","1000000","10540102","1004210","10540103","1","1004209","31","1004110","401055411"
"250","1004109","10540104","1054","0.06","3.5","1004107","4","0","1004106","3.8","10540105","1004108","0","1004207","710061","5","1004206","401055491","1001303","2","3.5","-1","401055471","3.7","39","1004208","401055481","10540101","401055501","1000000","10540102","1004210","10540103","1","1004209","39","1004110","401055461"
"251","1004104","10550104","1055","0.03","1.2","1004102","1.5","0","1004101","1.4","10550105","1004103","0","1004202","710071","1","1004201","401055691","1001301","1","1.2","1","401055671","1.3","1","1004203","401055681","10550101","401055701","1000000","10550102","1004205","10550103","1","1004204","1","1004105","401055661"
"252","1004109","10550104","1055","0.03","1.2","1004107","1.5","0","1004106","1.4","10550105","1004108","0","1004207","710071","1","1004206","401055691","1001303","1","1.2","3","401055671","1.3","2","1004208","401055681","10550101","401055701","1000000","10550102","1004210","10550103","1","1004209","2","1004110","401055661"
"253","1004109","10550104","1055","0.06","1.6","1004107","2","0","1004106","1.9","10550105","1004108","0","1004207","710071","2","1004206","401055741","1001303","2","1.6","10","401055721","1.8","4","1004208","401055731","10550101","401055751","1000000","10550102","1004210","10550103","1","1004209","4","1004110","401055711"
"254","1004109","10550104","1055","0.06","2","1004107","2.6","0","1004106","2.4","10550105","1004108","0","1004207","710071","3","1004206","401055791","1001303","2","2","30","401055771","2.4","11","1004208","401055781","10550101","401055801","1000000","10550102","1004210","10550103","1","1004209","11","1004110","401055761"
"255","1004109","10550104","1055","0.06","3.5","1004107","4","0","1004106","3.8","10550105","1004108","0","1004207","710071","4","1004206","401055841","1001303","2","3.5","38","401055821","3.7","31","1004208","401055831","10550101","401055851","1000000","10550102","1004210","10550103","1","1004209","31","1004110","401055811"
"256","1004109","10550104","1055","0.06","3.5","1004107","4","0","1004106","3.8","10550105","1004108","0","1004207","710071","5","1004206","401055891","1001303","2","3.5","-1","401055871","3.7","39","1004208","401055881","10550101","401055901","1000000","10550102","1004210","10550103","1","1004209","39","1004110","401055861"
"257","1004104","10560104","1056","0.03","1.2","1004102","1.5","0","1004101","1.4","10560105","1004103","0","1004202","710081","1","1004201","401056091","1001301","1","1.2","1","401056071","1.3","1","1004203","401056081","10560101","401056101","1000000","10560102","1004205","10560103","1","1004204","1","1004105","401056061"
"258","1004109","10560104","1056","0.03","1.2","1004107","1.5","0","1004106","1.4","10560105","1004108","0","1004207","710081","1","1004206","401056091","1001303","1","1.2","3","401056071","1.3","2","1004208","401056081","10560101","401056101","1000000","10560102","1004210","10560103","1","1004209","2","1004110","401056061"
"259","1004109","10560104","1056","0.06","1.6","1004107","2","0","1004106","1.9","10560105","1004108","0","1004207","710081","2","1004206","401056141","1001303","2","1.6","10","401056121","1.8","4","1004208","401056131","10560101","401056151","1000000","10560102","1004210","10560103","1","1004209","4","1004110","401056111"
