a146d9230590b30a208160f695924eeae482c77b3046fff5b4a6608a9c5c4041,8a996d851b7369e8663968689c8f3051a34061a0fa1bf11fbf95e1d268dc94c3,0eb9997b6edc5dcbfef802702dceba8c36b444945a41f97c69098c4e55e47ebf,c59a0eed761934320a146aed427bd7414b8df2135d243bcb3844bb8ebcc589fa,6a1100fdc6a20f07c8761ca99637a41c1a60751efcc4d0e8279bcc86f663ca48,87ec6850c63cd309fc977a99e1a7d916b999a8a263dd3a861a7d1bf837fca486,34dc28084d6dbd22dca707284e6cf833bd1d77de2675ef0fd39b19efefc58ce7,9def07ba3b31da6de672805a0f72e06439c9c639a1207e3c353135b15908b8ea,a7f3b72c26d68ae65a0c440cabf3515cd54c488de105637f2a252e016c381393,c7915a575b4eca405fd80bd024745e6435b5ecc685866d46ff6c04952b0a5a32,a09eae06b84986b61908eb4da696c735968baf37e1355f4c74d1db9835d5dbfc
"0","","0.3","123","1.05","3217","132170036","","1.05","1.05","1.05"
"","","","122","75","3217","132170037","","","75","0.5"
"","","","32","301702","3217","132170038","","","1",""
"","","","93","0.4","3217","132170039","","","0",""
"","","","32","2","3217","132170040","","","0",""
"","","","32","310000","3217","132170041","","","0",""
"","","","32","321700","3217","132170042","","","1",""
"","","","93","0.4","3217","132170043","","","0",""
"2","","2","123","0.95","3217","132170044","","0.95","0.95","0.95"
"","","","93","0.2","3217","132170045","","","0",""
"0.2","","","3","1000001","3217","132170046","","","glad","0"
"","","","32","120","3217","132170047","","","1",""
"","","","93","0.4","3217","132170048","","","0",""
"","","","32","998","3217","132170049","","","1",""
"","","","93","0.6","3217","132170050","","","0",""
"0.2","","1","3","1000001","3217","132170051","","joy_round3_loop","joy_round3_in","0"
"","","","93","5","3217","132170052","","","0",""
"","","","113","1","3217","132170053","","","",""
"0","","1","31","330000","3300","133000001","","0","330000","345.4"
"1","","1","31","8","3300","133000002","","0","8","345.4"
"","","","35","8","3300","133000003","","","0",""
"","","","91","0","3300","133000004","","","",""
"0","","7.4","123","1.05","3300","133000005","","1.05","1.05","1.05"
"0.2","","","3","1000001","3300","133000006","","","wait","0"
"","","","35","2","3300","133000007","","","1",""
"","","","93","4.9","3300","133000008","","","0",""
"0","","0.4","123","0.95","3300","133000009","","0.95","0.95","0.95"
"","","","32","330000","3300","133000010","","","1",""
"","","","93","0.1","3300","133000011","","","0",""
"","","","32","2","3300","133000012","","","0",""
"","","","93","0.1","3300","133000013","","","0",""
"","","","32","997","3300","133000014","","","1",""
"0.2","","","3","1000001","3300","133000015","","","joy_from_wait","0"
"","","","93","1.63","3300","133000016","","","0",""
"","","","93","0.3","3300","133000017","","","0",""
"","","","113","3","3300","133000018","","","",""
