6ca1b6c9cb55e3251bfbcd3dbbc6a733c4753a4f26678d4100205518d2138704,e36fce8e46cc5dd2694964fc08dfdeffc787047a476574be41c99b0710b13895,35a40e5b25c25709693e5d7ea8499c8e762d8692f4e383366bd6a05fff830955,09481062ec42f2f86b52ed77a2a809c8fa7e67defb90495f030f9aa47a3c8c08,14f2f23037e8023adfd986f926a0816ca48cb27f57f821725e1d15cd2cfcf9c6,0f89999672f78bd2b63f2f16e4581239d735de4ce164dfc44c7525209d2eab99,f5bcdf6e10b28c4d05ae3ccb46c81845f22381e0097e86e84358c14fe8e26efc,d5de15013996c6b03bd7ad7e79171cbbad61a429e5dde224b35130c46b8b2655,de4cfb1d75f7779408952bf463ee0f9e6a985931be255964cfcde4f1abbd0bbf,04cd0a39e81b154dcd0ff484058fe0ace6e29ab67418e5145fa10208c0b28074,7a3c8ca90d70e18772a6bdc0def01482c8f2bb050dd1000cd3b3ab2efd6cd96a,e853daed1dc54e7db7bd8b1fae2dd837b59ca4aa8c25136bf35fbfbabb50bd70,9e1894f2d44602889e25bb856970ee2d03dfa1c3ebd05801065334a8902cb197,eba68350989a560a193d1c34ac9f16418b62674f484bb2777b820bd5b14729d0,34a43c17feed90ca251edb6c4a7ba3a615e8bc743283415c7c7e18c51a18143c,7e8a0646400311be5aab9a6e72057fd0616ac1597c47240437b29b96a65781ed,4c1de733e31b9d6d391246d40f47bf877c27ec1b35eb9e41e06e363ec927b8ec,049c446072aebcc0c5dab08491c91380e7c42c8855d13c6c1559ea27cfb85ff0,1a70363b22cab712aa7eb967984619183fce1270ebb65f7b9091c25078bb954a,0efa07d489cbe582eca3f3a6ab7c2ae6460074e153a6ef3ad3218862b2851a01,78eaa192e2599c021b72d585d4b9d466dcd711693efb0eb4edc760d7dbbf66dc,f04a7e83ac90e0c9f0d7e98336eb1c073cf7bca5de260f031c7ca85701529a36,a6f3c522634595d39d14a4416d3c310130a8cb46704443b465acefe3cd6d40d5,74f019aa7916e1fbcf97d0e3733feee16a8c377a1457c7cb2df66d76cab75f3b,6b7d75e386364e56853ffb16e213aa01900faca6a43495f11b3590aa3c9b298b,4af5bca1ec1078c54f44c2fcf5d508d843efee4d5788b467ce015c57c4589fe3,481ea39bca235a6d785c09a47b0a7be340516097086e65c298004b77d64e48de,52ffcffae7c4b6ee11d377d91e170fd6e0421e794d7ea8aa367f2f7bc60bf86d,440c20e320064f60b977f1360ccc7380e1376bd9f36f2c28951c484f2aeb74b5,ff9709cb4d874d2319b1d3e2df14bdcf8d2476cc08e5b44f634b411c9f792720,570ab923476981a0973ab6011447668225a1b3fcc691a7c170758454f4cd0cf6,2e32151601604374c8e1ae8996c55df2c8abd22164771babcd8e19695469a8ec,6dff9da4dbd8a7ba82bd60ea0346cd75739298e10f69a25c7f7568e5c317a341,d8adc90beaec54b2f2b64d5b1eba1f27728443758f2a7f5e90150f77fcd0f417,d015ecc5711b2c03917f8a41f608d69768f07e4551580e704679fabe218abf12,a4e4d849bae0cfefda65f6debbff9e88681f8e547c62eb5f94f034a55a13e57b,851a6df154cf7f7c88fcd86be1790fd06912883552b45aa42900d188fcc828b4,222af78cb7f9e68fb96d6cd826d1e49d4cb83abd9fd49ae331f62c9020c6e85c,bf2baaa7c9be869b8744164a7539c6e5c28249fccbb8a0029274e17952334ce0,ec4ccf692207d12f32010cf0cedb72679bda0a3e0318c9ac6136b2b79d8c1489,6bde9fecc7bceba8c9a325ba1f7405e68248796135794c7d0deef26b74bdf7ec,6fe4e2a3a791169610ff241f786e3305f9ccd87181831362323ed0cd9ae5b527,562516b9b4a5385bbabf499e86e5124297daab2326569c1a277283e8e6260915,58a67eb16aabbf06f9462e66ce6aebc35f604e708640944ab70bac4c8fb6b19e
"334","0","0","0","32","924150305","0","優衣的闇影","334","334","200000001","600201","0","22","0","334","0","2690","0","17096065","0","6","6","0","334","42","0","0","1","334","18","0","1090","954","0","0","0","198","29780","334","0","0","0","0"
"0","10000","0","0","1","924151101","0","獨角兔","300","0","300000008","305104","0","50","0","500","0","0","0","80000000","0","1","0","0","500","60","0","0","0","100","0","0","400","400","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924151102","250","爆裂敵人","0","200","300000009","217300","0","0","0","200","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","20000","0","0","1","924151201","0","獨角兔","300","0","300000008","305104","0","50","0","500","0","0","0","150000000","0","1","0","0","500","60","0","0","0","200","0","0","600","500","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924151202","250","爆裂敵人","0","400","300000009","217300","0","0","0","400","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","32000","0","0","1","924151301","0","獨角兔","300","0","300000008","305104","0","50","0","500","0","0","0","300000000","0","1","0","0","500","60","0","0","0","455","0","0","1200","700","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924151302","250","爆裂敵人","0","650","300000009","217300","0","0","0","500","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","32000","0","0","1","924151401","0","獨角兔","300","0","300000008","305104","0","50","0","500","0","0","0","1000000000","0","1","0","0","500","60","0","0","0","455","0","0","1200","700","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924151402","250","爆裂敵人","0","650","300000009","217300","0","0","0","500","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"3000","0","0","0","1","924152101","0","三重岩","3000","3000","300000008","306904","0","70","0","600","0","0","0","80000000","0","1","0","0","5000","60","0","0","0","100","0","0","0","0","0","0","0","0","0","3000","0","0","0","0"
"0","3000","0","0","1","924152102","0","三重岩Ａ","0","0","300000008","306904","0","0","0","0","0","0","0","400000","0","1","0","0","0","60","0","0","0","100","0","0","3000","3000","0","0","0","0","3000","0","0","0","0","0"
"0","0","0","0","1","924152103","0","三重岩Ｂ","0","0","300000008","306904","0","0","0","0","0","0","0","1000000","0","1","0","0","0","60","0","0","0","100","0","0","700","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924152104","0","三重岩C","0","0","300000008","306904","0","0","0","0","0","0","0","1000000","0","1","0","0","0","60","0","0","0","100","0","0","0","700","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924152105","250","爆裂敵人","0","300","300000009","217300","0","0","0","300","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"3000","0","0","0","1","924152201","0","三重岩","3000","3000","300000008","306904","0","70","0","600","0","0","0","150000000","0","1","0","0","5000","60","0","0","0","200","0","0","0","0","0","0","0","0","0","3000","0","0","0","0"
"0","7000","0","0","1","924152202","0","三重岩Ａ","0","0","300000008","306904","0","0","0","0","0","0","0","600000","0","1","0","0","0","60","0","0","0","200","0","0","5000","5000","0","0","0","0","7000","0","0","0","0","0"
"0","0","0","0","1","924152203","0","三重岩Ｂ","0","0","300000008","306904","0","0","0","0","0","0","0","1200000","0","1","0","0","0","60","0","0","0","200","0","0","1200","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924152204","0","三重岩C","0","0","300000008","306904","0","0","0","0","0","0","0","1200000","0","1","0","0","0","60","0","0","0","200","0","0","0","1200","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924152205","250","爆裂敵人","0","500","300000009","217300","0","0","0","450","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"3000","0","0","0","1","924152301","0","三重岩","3000","3000","300000008","306904","0","70","0","600","0","0","0","300000000","0","1","0","0","5000","60","0","0","0","455","0","0","0","0","0","0","0","0","0","3000","0","0","0","0"
"0","10000","0","0","1","924152302","0","三重岩Ａ","0","0","300000008","306904","0","0","0","0","0","0","0","800000","0","1","0","0","0","60","0","0","0","455","0","0","10000","10000","0","0","0","0","10000","0","0","0","0","0"
"0","0","0","0","1","924152303","0","三重岩Ｂ","0","0","300000008","306904","0","0","0","0","0","0","0","1800000","0","1","0","0","0","60","0","0","0","455","0","0","2000","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924152304","0","三重岩C","0","0","300000008","306904","0","0","0","0","0","0","0","1800000","0","1","0","0","0","60","0","0","0","455","0","0","0","2000","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924152305","250","爆裂敵人","0","650","300000009","217300","0","0","0","500","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"3000","0","0","0","1","924152401","0","三重岩","3000","3000","300000008","306904","0","70","0","600","0","0","0","1000000000","0","1","0","0","5000","60","0","0","0","455","0","0","0","0","0","0","0","0","0","3000","0","0","0","0"
"0","10000","0","0","1","924152402","0","三重岩Ａ","0","0","300000008","306904","0","0","0","0","0","0","0","800000","0","1","0","0","0","60","0","0","0","455","0","0","10000","10000","0","0","0","0","10000","0","0","0","0","0"
"0","0","0","0","1","924152403","0","三重岩Ｂ","0","0","300000008","306904","0","0","0","0","0","0","0","1800000","0","1","0","0","0","60","0","0","0","455","0","0","2000","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924152404","0","三重岩C","0","0","300000008","306904","0","0","0","0","0","0","0","1800000","0","1","0","0","0","60","0","0","0","455","0","0","0","2000","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924152405","250","爆裂敵人","0","650","300000009","217300","0","0","0","500","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","16000","0","0","1","924153101","0","暴風‧席茲","600","800","300000008","307506","0","130","0","600","0","0","0","80000000","0","1","0","0","800","60","0","0","0","100","0","0","400","400","0","0","0","0","8000","0","0","0","0","0"
"0","0","0","0","1","924153102","250","爆裂敵人","0","300","300000009","217300","0","0","0","300","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","32000","0","0","1","924153201","0","暴風‧席茲","600","800","300000008","307506","0","130","0","600","0","0","0","150000000","0","1","0","0","800","60","0","0","0","200","0","0","700","700","0","0","0","0","20000","0","0","0","0","0"
"0","0","0","0","1","924153202","250","爆裂敵人","0","500","300000009","217300","0","0","0","500","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","60000","0","0","1","924153301","0","暴風‧席茲","600","800","300000008","307506","0","130","0","600","0","0","0","300000000","0","1","0","0","800","60","0","0","0","455","0","0","1400","1400","0","0","0","0","40000","0","0","0","0","0"
"0","0","0","0","1","924153302","250","爆裂敵人","0","650","300000009","217300","0","0","0","650","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","60000","0","0","1","924153401","0","暴風‧席茲","600","800","300000008","307506","0","130","0","600","0","0","0","1000000000","0","1","0","0","800","60","0","0","0","455","0","0","1400","1400","0","0","0","0","40000","0","0","0","0","0"
"0","0","0","0","1","924153402","250","爆裂敵人","0","650","300000009","217300","0","0","0","650","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"3370","2853","0","0","1","924160101","0","哥布林護衛","3370","3370","200000001","251200","0","0","0","3370","0","0","0","3164951","0","0","0","0","3370","44","0","0","0","337","0","0","1540","1711","0","0","0","0","0","3370","0","0","0","0"
"3370","0","0","0","1","924160102","0","小狸貓","3370","3370","200000001","250600","0","0","0","3370","0","0","0","3488099","0","0","0","0","3370","44","0","0","0","337","0","0","1026","684","0","0","0","0","1500","3370","0","0","0","0"
"337","10499","0","0","33","924160103","0","純的闇影","337","337","200000001","604701","0","40","0","337","0","69","0","2763947","0","6","26","0","337","44","0","0","1","337","5","0","3164","3076","0","0","0","0","0","337","0","0","535","0"
"337","0","0","0","33","924160104","0","空花（黑暗）的闇影","337","337","200000001","619101","0","25","0","337","0","86","0","2599730","0","5","12","0","337","44","0","0","1","337","20","0","2329","2941","0","0","0","136","12443","337","0","0","0","0"
"3370","0","0","0","1","924160105","0","寒冰雛鳥","3370","3370","200000001","255100","0","0","0","3370","0","0","0","2915737","0","0","0","0","3370","44","0","0","0","337","0","0","1284","856","0","0","0","0","8981","3370","0","0","0","0"
"3370","4827","0","0","1","924160201","0","寄居蟹騎士","3370","3370","200000001","254100","0","0","0","3370","0","0","0","5577264","0","0","0","0","3370","44","0","0","0","337","0","0","2520","3919","0","0","0","0","0","3370","0","0","0","0"
"337","28242","0","0","33","924160202","0","克蘿依的闇影","337","337","200000001","610801","0","28","0","337","0","30","0","4089517","0","5","48","0","337","64","0","0","1","337","0","0","828","1118","0","0","0","0","0","337","0","0","2753","0"
"3370","15443","0","0","1","924160203","0","火蜥蜴","3370","3370","200000001","252500","0","0","0","3370","0","0","0","5363668","0","0","0","0","3370","44","0","0","0","337","0","0","2520","1679","0","0","0","0","0","3370","0","0","0","0"
"337","27436","0","0","33","924160204","0","莫妮卡（魔法少女）的闇影","337","337","200000001","614201","0","33","0","337","0","870","0","4161382","0","5","14","0","337","44","0","0","1","337","1","0","1411","1471","0","0","0","0","0","337","0","0","1755","0"
"3370","8448","0","0","1","924160205","0","殺人蜂","3370","3370","200000001","255500","0","0","0","3370","0","0","0","5282874","0","0","0","0","3370","44","0","0","0","337","0","0","2101","1400","0","0","0","0","0","3370","0","0","0","0"
"3370","8230","0","0","1","924160301","0","生者劍士像","3370","3370","200000001","251000","0","0","0","3370","0","0","0","10870707","0","0","0","0","3370","44","0","0","0","337","0","0","3359","2333","0","0","0","0","0","3370","0","0","0","0"
"337","0","0","0","33","924160302","0","七七香（夏日）的闇影","337","337","200000001","613301","0","30","0","337","0","146","0","7991348","0","5","0","0","337","44","0","0","1","337","29","0","1057","716","0","0","0","1024","41928","337","0","0","0","0"
"337","0","0","0","33","924160303","0","優衣（新年）的闇影","337","337","200000001","608802","0","40","0","337","0","1580","0","8463504","0","6","3","0","337","44","0","0","1","337","19","0","2106","1771","0","0","0","530","36972","337","0","0","0","0"
"337","0","0","0","33","924160304","0","鏡華的闇影","337","337","200000001","603602","0","39","0","337","0","60","0","8074486","0","6","0","0","337","44","0","0","1","337","17","0","722","605","0","0","0","2524","45602","337","0","0","0","0"
"3370","0","0","0","1","924160305","0","幼年巨蜥","3370","3370","200000001","258200","0","0","0","3370","0","0","0","10673465","0","0","0","0","3370","44","0","0","0","337","0","0","560","373","0","0","0","0","35746","3370","0","0","0","0"
"0","0","0","0","1","924161101","0","雷雷","500","500","300000008","304606","0","100","0","0","0","0","0","80000000","0","1","0","0","600","60","0","0","0","100","0","0","600","600","0","0","0","0","15000","0","0","0","0","0"
"0","0","0","0","1","924161102","250","爆裂敵人","0","200","300000009","217300","0","0","0","200","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","0","0","0","1","924161201","0","雷雷","500","500","300000008","304606","0","100","0","0","0","0","0","150000000","0","1","0","0","600","60","0","0","0","200","0","0","1200","1200","0","0","0","0","30000","0","0","0","0","0"
"0","0","0","0","1","924161202","250","爆裂敵人","0","400","300000009","217300","0","0","0","400","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","0","0","0","1","924161301","0","雷雷","500","500","300000008","304606","0","100","0","0","0","0","0","300000000","0","1","0","0","600","60","0","0","0","460","0","0","2100","2100","0","0","0","0","42000","0","0","0","0","0"
"0","0","0","0","1","924161302","250","爆裂敵人","0","500","300000009","217300","0","0","0","500","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","0","0","0","1","924161401","0","雷雷","500","500","300000008","304606","0","100","0","0","0","0","0","1000000000","0","1","0","0","600","60","0","0","0","460","0","0","2100","2100","0","0","0","0","42000","0","0","0","0","0"
"0","0","0","0","1","924161402","250","爆裂敵人","0","500","300000009","217300","0","0","0","500","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"50","0","0","0","1","924162101","1600","泰坦龍龜","2400","1","300000008","304103","0","70","0","1600","0","0","0","80000000","0","1","0","0","600","60","0","0","0","100","0","50","0","0","0","0","5000","0","0","50","0","5000","0","0"
"0","20000","0","0","1","924162102","0","泰坦龍龜A","0","0","300000008","304103","0","0","0","0","0","0","0","500000","0","1","0","0","0","60","0","0","0","100","0","0","8000","8000","0","0","0","0","1000","0","0","0","0","0"
"0","0","0","0","1","924162103","0","泰坦龍龜B","0","0","300000008","304103","0","0","0","0","0","0","0","2000000","0","1","0","0","0","60","0","0","0","100","0","0","500","500","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924162104","0","泰坦龍龜C","0","0","300000008","304103","0","0","0","0","0","0","0","1800000","0","1","0","0","0","60","0","0","0","100","0","0","150","150","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924162105","250","爆裂敵人","0","250","300000009","217300","0","0","0","250","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"50","0","0","0","1","924162201","1600","泰坦龍龜","2400","1","300000008","304103","0","70","0","1600","0","0","0","150000000","0","1","0","0","600","60","0","0","0","200","0","50","0","0","0","0","5000","0","0","50","0","5000","0","0"
"0","30000","0","0","1","924162202","0","泰坦龍龜A","0","0","300000008","304103","0","0","0","0","0","0","0","1000000","0","1","0","0","0","60","0","0","0","200","0","0","8000","8000","0","0","0","0","1000","0","0","0","0","0"
"0","0","0","0","1","924162203","0","泰坦龍龜B","0","0","300000008","304103","0","0","0","0","0","0","0","2800000","0","1","0","0","0","60","0","0","0","200","0","0","600","750","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924162204","0","泰坦龍龜C","0","0","300000008","304103","0","0","0","0","0","0","0","2400000","0","1","0","0","0","60","0","0","0","200","0","0","200","300","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924162205","250","爆裂敵人","0","300","300000009","217300","0","0","0","300","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"50","0","0","0","1","924162301","1600","泰坦龍龜","2400","1","300000008","304103","0","70","0","1600","0","0","0","300000000","0","1","0","0","600","60","0","0","0","460","0","50","0","0","0","0","5000","0","0","50","0","5000","0","0"
"0","40000","0","0","1","924162302","0","泰坦龍龜A","0","0","300000008","304103","0","0","0","0","0","0","0","1200000","0","1","0","0","0","60","0","0","0","460","0","0","8000","8000","0","0","0","0","1000","0","0","0","0","0"
"0","0","0","0","1","924162303","0","泰坦龍龜B","0","0","300000008","304103","0","0","0","0","0","0","0","4200000","0","1","0","0","0","60","0","0","0","460","0","0","800","800","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924162304","0","泰坦龍龜C","0","0","300000008","304103","0","0","0","0","0","0","0","3200000","0","1","0","0","0","60","0","0","0","460","0","0","350","350","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924162305","250","爆裂敵人","0","450","300000009","217300","0","0","0","450","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"50","0","0","0","1","924162401","1600","泰坦龍龜","2400","1","300000008","304103","0","70","0","1600","0","0","0","1000000000","0","1","0","0","600","60","0","0","0","460","0","50","0","0","0","0","5000","0","0","50","0","5000","0","0"
"0","40000","0","0","1","924162402","0","泰坦龍龜A","0","0","300000008","304103","0","0","0","0","0","0","0","1200000","0","1","0","0","0","60","0","0","0","460","0","0","8000","8000","0","0","0","0","1000","0","0","0","0","0"
"0","0","0","0","1","924162403","0","泰坦龍龜B","0","0","300000008","304103","0","0","0","0","0","0","0","4200000","0","1","0","0","0","60","0","0","0","460","0","0","800","800","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924162404","0","泰坦龍龜C","0","0","300000008","304103","0","0","0","0","0","0","0","3200000","0","1","0","0","0","60","0","0","0","460","0","0","350","350","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","924162405","250","爆裂敵人","0","450","300000009","217300","0","0","0","450","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","0","0","0","1","924163101","0","亡魂支配者","5000","0","300000008","304808","0","130","0","5000","0","0","0","80000000","0","1","0","0","5000","60","0","0","0","100","0","0","600","600","0","0","0","0","2000","0","0","0","0","0"
"0","0","0","0","1","924163102","250","爆裂敵人","0","300","300000009","217300","0","0","0","300","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","0","0","0","1","924163201","0","亡魂支配者","5000","0","300000008","304808","0","130","0","5000","0","0","0","150000000","0","1","0","0","5000","60","0","0","0","200","0","0","1000","1000","0","0","0","0","5000","0","0","0","0","0"
"0","0","0","0","1","924163202","250","爆裂敵人","0","350","300000009","217300","0","0","0","400","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","0","0","0","1","924163301","0","亡魂支配者","5000","0","300000008","304808","0","130","0","5000","0","0","0","300000000","0","1","0","0","5000","60","0","0","0","460","0","0","1600","3000","0","0","0","0","10000","0","0","0","0","0"
"0","0","0","0","1","924163302","250","爆裂敵人","0","400","300000009","217300","0","0","0","600","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","0","0","0","1","924163401","0","亡魂支配者","5000","0","300000008","304808","0","130","0","5000","0","0","0","1000000000","0","1","0","0","5000","60","0","0","0","460","0","0","1600","3000","0","0","0","0","10000","0","0","0","0","0"
"0","0","0","0","1","924163402","250","爆裂敵人","0","400","300000009","217300","0","0","0","600","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"3400","0","0","0","1","924170101","0","守門者","3400","3400","200000001","251500","0","0","0","3400","0","0","0","5487808","0","0","0","0","3400","42","0","0","0","340","0","0","684","456","0","0","0","0","21492","3400","0","0","0","0"
"3400","9522","0","0","1","924170102","0","生者劍士","3400","3400","200000001","251000","0","0","0","3400","0","0","0","6031619","0","0","0","0","3400","42","0","0","0","340","0","0","821","365","0","0","0","0","0","3400","0","0","0","0"
"340","0","0","0","32","924170103","0","依里（天使）的闇影","340","340","200000001","613801","0","23","0","340","0","1580","0","4741865","0","5","6","0","340","42","0","0","1","340","18","0","805","545","0","0","0","198","25618","340","0","0","0","0"
"3400","0","0","0","1","924170104","0","翼耳兔","3400","3400","200000001","256000","0","0","0","3400","0","0","0","5934648","0","0","0","0","3400","42","0","0","0","340","0","0","205","137","0","0","0","0","37466","3400","0","0","0","0"
"340","0","0","0","32","924170105","0","凱留（夏日）的闇影","340","340","200000001","607801","0","34","0","340","0","45","0","4412463","0","6","0","0","340","42","0","0","1","340","18","0","179","152","0","0","0","2393","47338","340","0","0","0","0"
"3400","10131","0","0","1","924170201","0","擰扭相思樹","3400","3400","200000001","251900","0","0","0","3400","0","0","0","14956327","0","0","0","0","3400","42","0","0","0","340","0","0","912","608","0","0","0","0","0","3400","0","0","0","0"
"3400","10588","0","0","1","924170202","0","叢林護衛","3400","3400","200000001","251300","0","0","0","3400","0","0","0","15250939","0","0","0","0","3400","42","0","0","0","340","0","0","1140","456","0","0","0","0","0","3400","0","0","0","0"
"3400","0","0","0","1","924170203","0","小狸貓","3400","3400","200000001","250600","0","0","0","3400","0","0","0","16903254","0","0","0","0","3400","42","0","0","0","340","0","0","456","304","0","0","0","0","5274","3400","0","0","0","0"
"340","21192","0","0","32","924170204","0","空花的闇影","340","340","200000001","604503","0","23","0","340","0","256","0","12861731","0","6","22","0","340","42","0","0","1","340","6","0","1557","1083","0","0","0","60","0","340","0","0","876","0"
"340","39156","0","0","32","924170205","0","美冬的闇影","340","340","200000001","604801","0","28","0","340","0","62","0","11084446","0","6","32","0","340","42","0","0","1","340","3","0","781","888","0","0","0","0","0","340","0","0","858","0"
"3400","9248","0","0","1","924170301","0","岩龜暴君","3400","3400","200000001","251100","0","0","0","3400","0","0","0","16082234","0","0","0","0","3400","42","0","0","0","340","0","0","1812","1208","0","0","0","0","0","3400","0","0","0","0"
"3400","9874","0","0","1","924170302","0","高等獸人","3400","3400","200000001","252900","0","0","0","3400","0","0","0","17611260","0","0","0","0","3400","42","0","0","0","340","0","0","1812","725","0","0","0","0","0","3400","0","0","0","0"
"340","21443","0","0","32","924170303","0","望的闇影","340","340","200000001","602901","0","25","0","340","0","49","0","13515272","0","6","29","0","340","45","0","0","1","340","4","0","1794","2326","0","0","0","0","0","340","0","0","565","0"
"340","0","0","0","32","924170304","0","茜里的闇影","340","340","200000001","600601","0","29","0","340","0","153","0","11466214","0","6","3","0","340","42","0","0","1","340","21","0","1290","1070","0","0","0","598","38792","340","0","0","0","0"
"340","0","0","0","32","924170305","0","霞（夏日）的闇影","340","340","200000001","615701","0","18","0","340","0","146","0","9102962","0","5","0","0","340","42","0","0","1","340","30","0","606","430","0","0","0","1430","40648","340","0","0","0","0"
"0","0","0","0","1","924171101","0","厄勒克特拉夫人","900","0","300000008","312504","0","70","0","1200","0","0","0","80000000","0","1","0","0","1800","60","0","0","0","100","0","0","500","500","0","0","0","0","20000","0","0","0","0","0"
"0","0","0","0","1","924171102","250","爆裂敵人","0","200","300000009","217300","0","0","0","200","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","0","0","0","1","924171201","0","厄勒克特拉夫人","900","0","300000008","312504","0","70","0","1200","0","0","0","150000000","0","1","0","0","1800","60","0","0","0","200","0","0","1000","1000","0","0","0","0","40000","0","0","0","0","0"
"0","0","0","0","1","924171202","250","爆裂敵人","0","400","300000009","217300","0","0","0","400","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","0","0","0","1","924171301","0","厄勒克特拉夫人","900","0","300000008","312504","0","70","0","1200","0","0","0","300000000","0","1","0","0","1800","60","0","0","0","460","0","0","2400","2400","0","0","0","0","100000","0","0","0","0","0"
"0","0","0","0","1","924171302","250","爆裂敵人","0","800","300000009","217300","0","0","0","750","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"0","0","0","0","1","924171401","0","厄勒克特拉夫人","900","0","300000008","312504","0","70","0","1200","0","0","0","1000000000","0","1","0","0","1800","60","0","0","0","460","0","0","2400","2400","0","0","0","0","100000","0","0","0","0","0"
"0","0","0","0","1","924171402","250","爆裂敵人","0","800","300000009","217300","0","0","0","750","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","100","0","5000","0","0"
"25","0","0","0","1","924172101","0","頑強幽靈","100","50000","300000034","320802","0","30","0","50000","0","0","0","80000000","0","1","0","0","50000","60","0","0","0","100","0","0","0","0","0","0","0","0","0","25","0","25","0","0"
"0","10000","0","0","1","924172102","0","頑強幽靈A","0","0","300000034","320802","0","0","0","0","0","0","0","1200000","0","1","0","0","0","60","0","0","0","100","0","0","2000","2000","0","0","0","0","10000","0","0","0","0","0"
