703c64118475f662a3f3a6cb1df6c8541354581b8323a2a31a1e46998564f1d0,194efee254ebca297bac721f4d86fbd4668dd3b7e2b26fb28107876749af231a,939dbab3b5c17e2fc708612dec60ce6ef8f22879dffc1b7554fa9cfe4e9dcb74,26fcde31b7e124ddda74729e474a88e8aa9328da211f903a3b3b4cd2907443a1,3fc0281943728e2c4dfd203516c6c061b0fe04cdfaa6ad542c4b8ca9ab2dc194,921f3494ee8a736aa9883b4e94a200ad26042bc109221c1e34d4069352b00a5e,93c8d819c7745f0c1f4a32cd443377d7e3abf081886e20f78724812dd0f4a962,5b3249259bc97d0424368cf517b97275393b26052fa55c9dfff6824fd32a3cc6,cbb84825853e051792f50c972b63c841af8aba477c0c8961b8eca3097bc8533d,d107e97beb0abb2daade0967200f1c53606125af737b71810edae2629c8a5b71,647b19bffcf32e2dde1cb6895ab3f85c0b090a0de83f5d48ffb8af9cd1f886c8
"0","","5","","","66087","","5152066","","","93"
"","","66086","0","0","66088","","5152066","","","91"
"radio_stretch1_loop_surprise1","0.3","131911","","1","66089","","5152066","","","3"
"radio_stretch1_loop","0.3","132111","","1","66090","","5152066","","","3"
"radio_stretch1_loop","0.3","4","","1","66091","","5152066","","","3"
"","","0.1","0","0","66092","","5152066","","","93"
"radio_stretch1_loop","0.3","107511","","1","66093","","5152066","","","3"
"radio_stretch1_loop","0.3","107611","","1","66094","","5152066","","","3"
"radio_stretch1_loop","0.3","126911","","1","66095","","5152066","","","3"
"radio_stretch1_loop","0.3","110311","","1","66096","","5152066","","","3"
"radio_stretch1_loop","0.3","107811","","1","66097","","5152066","","","3"
"radio_stretch1_loop","0.3","113511","","1","66098","","5152066","","","3"
"","","2","0","0","66099","","5152066","","","93"
"vo_rag_1005","","vo_rag","0","0","66100","","5152066","","","21"
"嘿咻、嘿咻……！","-10","131911","1","7","66101","0.5","5152066","5","0","11"
"0","","5","","","66102","","5152066","","","93"
"","","66101","0","0","66103","","5152066","","","91"
"0","","0.3","","","66104","","5152066","","","93"
"radio_talk_normal","0.3","131911","","1","66105","","5152066","","","3"
"wish_idle_normal","0.3","132111","","1","66106","","5152066","","","3"
"cool_idle","0.3","4","","1","66107","","5152066","","","3"
"0","","0.1","","","66108","","5152066","","","93"
"idle_normal","0.3","107511","","1","66109","","5152066","","","3"
"wish_idle","0.3","107611","","1","66110","","5152066","","","3"
"wish_idle_normal","0.3","126911","","1","66111","","5152066","","","3"
"idle_normal","0.3","110311","","1","66112","","5152066","","","3"
"cool_idle","0.3","107811","","1","66113","","5152066","","","3"
"sad_idle_normal","0.3","113511","","1","66114","","5152066","","","3"
"vo_rag_1006","","vo_rag","0","0","66115","","5152066","","","21"
"那麼，接著是側腰伸展運動。\n做的時候身體要彈回來喔。","-10","131911","1","8","66116","0.5","5152066","5","0","11"
"0","","4.3","","","66117","","5152066","","","93"
"","","66116","0","0","66118","","5152066","","","91"
"radio_stretch2_loop","0.2","131911","","1","66119","","5152066","","","3"
"radio_stretch2_loop_normal2","0.2","132111","","1","66120","","5152066","","","3"
"radio_stretch2_loop_talk2","0.2","4","","1","66121","","5152066","","","3"
"","","0.2","0","0","66122","","5152066","","","93"
"radio_stretch2R_loop","0.2","107511","","1","66123","","5152066","","","3"
"radio_stretch2R_loop","0.2","107611","","1","66124","","5152066","","","3"
"radio_stretch2R_loop","0.2","126911","","1","66125","","5152066","","","3"
"radio_stretch2R_loop","0.2","110311","","1","66126","","5152066","","","3"
"radio_stretch2R_loop","0.2","107811","","1","66127","","5152066","","","3"
"radio_stretch2R_loop","0.2","113511","","1","66128","","5152066","","","3"
"","","1.5","0","0","66129","","5152066","","","93"
"呼、呼、呼……","-10","4","1","14","66130","0","5152066","5","0","11"
"0","","0.2","","","66131","","5152066","","","93"
"vo_rag_1007","","vo_rag","0","0","66132","","5152066","","","21"
"0","","2.5","","","66133","","5152066","","","93"
"","","66130","0","0","66134","","5152066","","","91"
"vo_rag_1008","","vo_rag","0","0","66135","","5152066","","","21"
"真是俐落的動作……\n不愧是姊姊。","10","132111","1","7","66136","0.5","5152066","5","0","11"
"0","","4.5","","","66137","","5152066","","","93"
"","","66136","0","0","66138","","5152066","","","91"
"0","","0.5","","","66139","","5152066","","","93"
"radio_victory_in_normal2","0.2","131911","radio_victory_loop_normal2","0","66140","","5152066","0","1","3"
"radio_victory_in_normal2","0.2","132111","radio_victory_loop_normal2","0","66141","","5152066","0","1","3"
"radio_victory_in","0.2","4","radio_victory_loop","0","66142","","5152066","0","1","3"
"idle_normal","0.2","107511","","1","66143","","5152066","","","3"
"wish_idle","0.2","107611","","1","66144","","5152066","","","3"
"wish_idle_normal","0.2","126911","","1","66145","","5152066","","","3"
"idle_normal","0.2","110311","","1","66146","","5152066","","","3"
"cool_idle","0.2","107811","","1","66147","","5152066","","","3"
"sad_idle_normal","0.2","113511","","1","66148","","5152066","","","3"
"vo_rag_1009","","vo_rag","0","0","66149","","5152066","","","21"
"最後舉起雙手，勝利──！","-10","131911","1","9","66150","0.5","5152066","5","0","11"
"","","1.5","0","0","66151","","5152066","","","93"
"radio_victory_in_normal2","0.2","107511","radio_victory_loop_normal2","0","66152","","5152066","0","1","3"
"radio_victory_in_normal2","0.2","107611","radio_victory_loop_normal2","0","66153","","5152066","0","1","3"
"radio_victory_in","0.2","126911","radio_victory_loop","0","66154","","5152066","0","1","3"
"radio_victory_in_normal2","0.2","110311","radio_victory_loop_normal2","0","66155","","5152066","0","1","3"
"radio_victory_in_normal2","0.2","107811","radio_victory_loop_normal2","0","66156","","5152066","0","1","3"
"radio_victory_in_normal2","0.2","113511","radio_victory_loop_normal2","0","66157","","5152066","0","1","3"
"0","","0.8","","","66158","","5152066","","","93"
"radio_victory_out","0.2","131911","radio_victory_idle","0","66159","","5152066","0","1","3"
"0","","1.8","","","66160","","5152066","","","93"
"","","66150","0","0","66161","","5152066","","","91"
"radio_victory_out","0.2","132111","radio_victory_idle","0","66162","","5152066","0","1","3"
"radio_victory_out_talk2","0.2","4","radio_victory_idle_talk2","0","66163","","5152066","0","1","3"
"radio_victory_out","0.2","107511","radio_victory_idle","0","66164","","5152066","0","1","3"
"radio_victory_out","0.2","107611","radio_victory_idle","0","66165","","5152066","0","1","3"
"radio_victory_out","0.2","126911","radio_victory_idle","0","66166","","5152066","0","1","3"
"radio_victory_out","0.2","110311","radio_victory_idle","0","66167","","5152066","0","1","3"
"radio_victory_out","0.2","107811","radio_victory_idle","0","66168","","5152066","0","1","3"
"radio_victory_out","0.2","113511","radio_victory_idle","0","66169","","5152066","0","1","3"
"vo_rag_1010","","vo_rag","0","0","66170","","5152066","","","21"
"0610_in","0","2","","","66171","","5152066","","0","3"
"bgm_MC173B","0","bgm_MC173B","0.5","0.5","66172","","5152066","1","0","27"
"se_10058300_radio_finish","","se_10058300","","0","66173","","5152066","","","23"
"finish","","2","","","66174","","5152066","","","37"
"1","","0.4","0","0","66175","","5152066","","","93"
"0610_mid","0","2","","0","66176","","5152066","","0","3"
"","","","0","0","66177","","5152066","","","92"
"0610_out","0","2","empty","0","66178","","5152066","0","0","3"
"0","","0.3","0","0","66179","","5152066","","","93"
"pack_vic_in","0.2","5","pack_vic_idle","0","66180","","5152066","0","1","3"
"se_10058300_pack_appear","","se_10058300","","0","66181","","5152066","","","23"
"radio_victory_idle","0.2","131911","","1","66182","","5152066","","","3"
"","","0.1","0","0","66183","","5152066","","","93"
"radio_victory_idle","0.2","132111","","1","66184","","5152066","","","3"
"radio_victory_idle_talk2","0.2","4","","1","66185","","5152066","","","3"
"","","0.1","0","0","66186","","5152066","","","93"
"radio_victory_lookup2_idle","0.2","107511","","1","66187","","5152066","","","3"
"radio_victory_lookup_idle","0.2","107611","","1","66188","","5152066","","","3"
"radio_victory_lookup_idle","0.2","126911","","1","66189","","5152066","","","3"
"radio_victory_lookup2_idle","0.2","110311","","1","66190","","5152066","","","3"
"radio_victory_lookup2_idle","0.2","107811","","1","66191","","5152066","","","3"
"radio_victory_lookup_idle","0.2","113511","","1","66192","","5152066","","","3"
"","","0.3","0","0","66193","","5152066","","","93"
"vo_rag_1011","","vo_rag","0","0","66194","","5152066","","","21"
"勝利──！","0","5","1","13","66195","0","5152066","5","1","11"
"","","0","0","0","66196","","5152066","","","91"
"se_10058300_emotion_laugh","","se_10058300","","0","66197","","5152066","","","23"
"1","","17","","","66198","","5152066","","","32"
"smile2_joy","0.2","131911","sad_idle_joy","0","66199","","5152066","0","1","3"
"wish_talk","0.2","132111","","1","66200","","5152066","","","3"
"doya_in_normal","0.2","4","doya_idle","0","66201","","5152066","0","1","3"
"handsup_in","0.2","107511","handsup_loop","0","66202","","5152066","0","1","3"
"wish_idle_dere","0.2","107611","","1","66203","","5152066","","","3"
"wish2_idle","0.2","126911","","1","66204","","5152066","","","3"
"joy_idle","0.2","110311","","1","66205","","5152066","","","3"
"cool_in_dere2","0.2","107811","cool_talk_dere2","0","66206","","5152066","0","1","3"
"wish_talk_joy_shy","0.2","113511","","1","66207","","5152066","","","3"
"","","2","","","66208","","5152066","","","93"
"1","","4","","","66209","","5152066","","","32"
"","","1","","","66210","","5152066","","","93"
"0","","0.5","","","66211","","5152066","","","93"
"","","66213","","","66212","","5152066","","","101"
"bgm_MC173B","","bgm_MC173B","","","66213","","5152066","","","25"
"0","","0","","","66214","","5152066","","","22"
"107511","1.5","1","-60","53","67001","top_idle_normal","5152067","0","-254","1"
"0","","0.5","","","67002","","5152067","","","93"
"","","67004","","","67003","","5152067","","","101"
"top_doya_in","0.2","107511","top_doya_talk","0","67004","","5152067","0","1","3"
"vo_rag_0101","","vo_rag","0","0","67005","","5152067","","","21"
"我已經做好享受任何體操的準備了。一起加油吧！","80","107511","1","8","67006","0","5152067","-92","1","11"
"1","","3.7","","","67007","","5152067","","","93"
"0","","0","","0","67008","","5152067","","","102"
"107511","1.5","1","-60","53","68001","top_idle_normal","5152068","0","-254","1"
"0","","0.5","","","68002","","5152068","","","93"
"","","68004","","","68003","","5152068","","","101"
"top_surprise3_loop","0.2","107511","","1","68004","","5152068","","","3"
"vo_rag_0102","","vo_rag","0","0","68005","","5152068","","","21"
"做完體操後吃的飯……絕對會很美味唷☆","80","107511","1","7","68006","0","5152068","-92","1","11"
"1","","3.6","","","68007","","5152068","","","93"
"0","","0","","0","68008","","5152068","","","102"
"107611","1.5","1","-60","53","69001","top_idle_normal","5152069","0","-254","1"
"0","","0.5","","","69002","","5152069","","","93"
"","","69004","","","69003","","5152069","","","101"
"top_sad_talk","0.2","107611","","1","69004","","5152069","","","3"
"vo_rag_0201","","vo_rag","0","0","69005","","5152069","","","21"
"在下一定會把在此學到的體操告訴主人。","80","107611","1","6","69006","0","5152069","-92","1","11"
"1","","3.3","","","69007","","5152069","","","93"
"0","","0","","0","69008","","5152069","","","102"
"107611","1.5","1","-60","53","70001","top_idle_normal","5152070","0","-254","1"
"0","","0.5","","","70002","","5152070","","","93"
"","","70004","","","70003","","5152070","","","101"
"top_wish_talk_normal","0.2","107611","","1","70004","","5152070","","","3"
"vo_rag_0202","","vo_rag","0","0","70005","","5152070","","","21"
"蓋上的印章就是努力的證明。這想必會成為重要的寶物吧。","80","107611","1","8","70006","0","5152070","-92","1","11"
"1","","3.3","","","70007","","5152070","","","93"
"0","","0","","0","70008","","5152070","","","102"
"107811","1.5","1","-60","53","71001","top_idle_normal","5152071","0","-254","1"
"0","","0.5","","","71002","","5152071","","","93"
"","","71004","","","71003","","5152071","","","101"
"top_cool_in","0.2","107811","top_cool_talk","0","71004","","5152071","0","1","3"
"vo_rag_0301","","vo_rag","0","0","71005","","5152071","","","21"
"好了，打起精神好好地做。動作不確實的話可是會受傷的。","80","107811","1","7","71006","0","5152071","-92","1","11"
"1","","3.8","","","71007","","5152071","","","93"
"0","","0","","0","71008","","5152071","","","102"
"107811","1.5","1","-60","53","72001","top_idle_normal","5152072","0","-254","1"
"0","","0.5","","","72002","","5152072","","","93"
"","","72004","","","72003","","5152072","","","101"
"top_armcrossed_talk_shy","0.2","107811","top_armcrossed_talk_nervous","0","72004","","5152072","0.2","1","3"
"vo_rag_0302","","vo_rag","0","0","72005","","5152072","","","21"
"又不是小孩子，哪會為了蓋章而開心……感覺還不壞呢。","80","107811","1","8","72006","0","5152072","-92","1","11"
"1","","3.2","","","72007","","5152072","","","93"
"0","","0","","0","72008","","5152072","","","102"
"131911","1.5","1","-60","53","73001","top_idle_normal","5152073","0","-254","1"
"0","","0.5","","","73002","","5152073","","","93"
"","","73004","","","73003","","5152073","","","101"
"top_wish_talk_joy","0.2","131911","","1","73004","","5152073","","","3"
"vo_rag_0401","","vo_rag","0","0","73005","","5152073","","","21"
"居然能在夏日的海邊做廣播體操，我非～常期待呢！","80","131911","1","8","73006","0","5152073","-92","1","11"
"1","","3.6","","","73007","","5152073","","","93"
"0","","0","","0","73008","","5152073","","","102"
"131911","1.5","1","-60","53","74001","top_idle_normal","5152074","0","-254","1"
"0","","0.5","","","74002","","5152074","","","93"
"","","74004","","","74003","","5152074","","","101"
"top_gutsB_talk","0.2","131911","","1","74004","","5152074","0","","3"
"vo_rag_0402","","vo_rag","0","0","74005","","5152074","","","21"
"還可以學到大家的體操呢。我會拚命努力的！","80","131911","1","7","74006","0","5152074","-92","1","11"
"1","","3.6","","","74007","","5152074","","","93"
"0","","0","","0","74008","","5152074","","","102"
"131911","1.9","1","-10","60","75001","empty","5152075","0","-330","1"
"1","1.9","1","-10","61","75002","empty","5152075","0","-330","5"
"132111","1.9","1","-192","58","75003","empty","5152075","0","-315","1"
"2","1.9","1","-192","59","75004","empty","5152075","0","-315","5"
"4","1.9","4","163","57","75005","empty","5152075","0","-312","5"
"107511","1.75","1","-132","54","75006","empty","5152075","0","-165","1"
"107811","1.75","1","-292","55","75007","empty","5152075","0","-175","1"
"107611","1.75","1","-452","56","75008","empty","5152075","0","-190","1"
"110311","1.75","1","105","51","75009","empty","5152075","1","-165","1"
"126911","1.75","1","265","52","75010","empty","5152075","1","-175","1"
"113511","1.75","1","425","53","75011","empty","5152075","1","-190","1"
"5","1.9","5","15","59","75012","empty","5152075","0","-324","5"
"90","0","90","0","0","75013","","5152075","","1","31"
"0","","0","","","75014","","5152075","","","91"
"0","","0.6","","","75015","","5152075","","","93"
"1","","90","","","75016","","5152075","","","32"
"0","","0.1","","","75017","","5152075","","","93"
"comp_victory_F_noFace","0","131911","","0","75018","","5152075","","","3"
"comp_victory_F_emilia","0","1","","0","75019","","5152075","","","3"
"comp_victory_F_noFace","0","132111","","0","75020","","5152075","","","3"
"comp_victory_F_rem","0","2","","0","75021","","5152075","","","3"
"comp_victory_F","0","4","","0","75022","","5152075","","","3"
"comp_victory_B","0","107511","","0","75023","","5152075","","","3"
"comp_victory_B","0","107811","","0","75024","","5152075","","","3"
"comp_victory_B_kokkoro","0","107611","","0","75025","","5152075","","","3"
"comp_victory_B","0","110311","","0","75026","","5152075","","","3"
"comp_victory_B","0","126911","","0","75027","","5152075","","","3"
"comp_victory_B","0","113511","","0","75028","","5152075","","","3"
"pack_comp_vic_in","0","5","pack_comp_vic_idle","0","75029","","5152075","0","1","3"
"0","","4.5","","","75030","","5152075","","","93"
"out","","90","","","75031","","5152075","","","37"
"1","0.1","131911","1","1","75032","","5152075","0","0","6"
"1","0.1","1","1","1","75033","","5152075","0","0","6"
"1","0.1","132111","1","1","75034","","5152075","0","0","6"
"1","0.1","2","1","1","75035","","5152075","0","0","6"
"1","0.1","4","1","1","75036","","5152075","0","0","6"
"1","0.1","107511","1","1","75037","","5152075","0","0","6"
"1","0.1","107811","1","1","75038","","5152075","0","0","6"
"1","0.1","107611","1","1","75039","","5152075","0","0","6"
"1","0.1","110311","1","1","75040","","5152075","0","0","6"
"1","0.1","126911","1","1","75041","","5152075","0","0","6"
"1","0.1","113511","1","1","75042","","5152075","0","0","6"
"1","0.1","5","1","1","75043","","5152075","0","0","6"
"0","","1","","","75044","","5152075","","","93"
