bee5355d1dc8b88af2b6ee900afc647f7f4bd58c6e5a8c2852c58c8660d4c3a1,fcf7429fbe169df2288b689369aaec40798360821dcb90e1677068eba0fed738,0da18068376a7793132b26533bea32178367a0d8f15cd2e4ee35085c305a261e,a3f1881e4ef52fc781b1bfb5ca60d346dd5a05d1436685dd2954e0080812b2f9,ffd47698d991fa1c2252c94c1c364993709b7abe242b18b28f2093774939218c
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001061","300106105"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001061","300106106"
"14","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001062","300106201"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001062","300106202"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001062","300106203"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001062","300106204"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001062","300106205"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001062","300106206"
"14","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001063","300106301"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001063","300106302"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001063","300106303"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001063","300106304"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001063","300106305"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001063","300106306"
"14","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001064","300106401"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001064","300106402"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001064","300106403"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001064","300106404"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001064","300106405"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001064","300106406"
"14","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001065","300106501"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001065","300106502"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001065","300106503"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001065","300106504"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001065","300106505"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001065","300106506"
"25","戰鬥中，發動「傷害降低」、「提升毒、猛毒持續傷害」效果。","危險領域","83001066","300106601"
"14","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001066","300106602"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001066","300106603"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001066","300106604"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001066","300106605"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001066","300106606"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001066","300106607"
"boss_damage_cut","戰鬥開始時，所有怪物的傷害為\n減少50％的狀態。","傷害降低","83001066","300106608"
"19","戰鬥開始時，提升所有怪物受到的毒、猛毒狀態所造成的持續傷害。","提升毒、猛毒持續傷害","83001066","300106609"
"14","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001067","300106701"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001067","300106702"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001067","300106703"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001067","300106704"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001067","300106705"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001067","300106706"
"14","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001068","300106801"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001068","300106802"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001068","300106803"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001068","300106804"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001068","300106805"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001068","300106806"
"14","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001069","300106901"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001069","300106902"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001069","300106903"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001069","300106904"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001069","300106905"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001069","300106906"
"14","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001070","300107001"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001070","300107002"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001070","300107003"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001070","300107004"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001070","300107005"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","83001070","300107006"
"boss_tp_down_cut","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","83001070","300107007"
"boss_physics_cut","戰鬥開始時，所有怪物的物理傷害為減少50%的狀態。","物理傷害降低","83001070","300107008"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001001","400100101"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001001","400100102"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001001","400100103"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001001","400100104"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001001","400100105"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001001","400100106"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001002","400100201"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001002","400100202"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001002","400100203"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001002","400100204"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001002","400100205"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001002","400100206"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001003","400100301"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001003","400100302"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001003","400100303"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001003","400100304"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001003","400100305"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001003","400100306"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001004","400100401"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001004","400100402"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001004","400100403"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001004","400100404"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001004","400100405"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001004","400100406"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001005","400100501"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001005","400100502"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001005","400100503"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001005","400100504"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001005","400100505"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001005","400100506"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001006","400100601"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001006","400100602"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001006","400100603"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001006","400100604"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001006","400100605"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001006","400100606"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001007","400100701"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001007","400100702"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001007","400100703"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001007","400100704"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001007","400100705"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001007","400100706"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001008","400100801"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001008","400100802"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001008","400100803"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001008","400100804"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001008","400100805"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001008","400100806"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001009","400100901"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001009","400100902"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001009","400100903"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001009","400100904"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001009","400100905"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001009","400100906"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001010","400101001"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001010","400101002"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001010","400101003"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001010","400101004"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001010","400101005"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001010","400101006"
"boss_tp_down_cut","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","84001010","400101007"
"8","戰鬥開始時，大幅度降低全體角色的魔法防禦力。","降低魔法防禦力","84001010","400101008"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001011","400101101"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001011","400101102"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001011","400101103"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001011","400101104"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001011","400101105"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001011","400101106"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001012","400101201"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001012","400101202"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001012","400101203"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001012","400101204"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001012","400101205"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001012","400101206"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001013","400101301"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001013","400101302"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001013","400101303"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001013","400101304"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001013","400101305"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001013","400101306"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001014","400101401"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001014","400101402"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001014","400101403"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001014","400101404"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001014","400101405"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001014","400101406"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001015","400101501"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001015","400101502"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001015","400101503"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001015","400101504"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001015","400101505"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001015","400101506"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001016","400101601"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001016","400101602"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001016","400101603"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001016","400101604"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001016","400101605"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001016","400101606"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001017","400101701"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001017","400101702"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001017","400101703"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001017","400101704"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001017","400101705"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001017","400101706"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001018","400101801"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001018","400101802"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001018","400101803"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001018","400101804"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001018","400101805"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001018","400101806"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001019","400101901"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001019","400101902"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001019","400101903"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001019","400101904"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001019","400101905"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001019","400101906"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001020","400102001"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001020","400102002"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001020","400102003"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001020","400102004"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001020","400102005"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001020","400102006"
"boss_tp_down_cut","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","84001020","400102007"
"energy_recover","戰鬥開始時，特大幅度恢復所有怪物的TP。","TP恢復","84001020","400102008"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001021","400102101"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001021","400102102"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001021","400102103"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001021","400102104"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001021","400102105"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001021","400102106"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001022","400102201"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001022","400102202"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001022","400102203"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001022","400102204"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001022","400102205"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001022","400102206"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001023","400102301"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001023","400102302"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001023","400102303"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001023","400102304"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001023","400102305"
