286317b5e71e1fdbf29820a2c96588ddcd85fb732f8b65038b4ba1f390c6c7e4,bb717c071c1b4c6cb3ffa89b58db82d8661dfca7606d732eeeebae8ce7440627,0828c3a6d60b24f22336bcaff44ee1e7028f47b737047e2cd57f4def4e51ed99,18525f658d37cbba455a5b3c6ffb33fefe522eed38bc53cc69a26759ff01a8c0,84c82582bad477b2984b20e8e0adb647df2e858c80d422cb98abf3378676c023,1d075905652884ad36eac8b4bef04a7decc9eb0c41bed5d1763d9f2c9fd22c92,8e764655a1580273ef7ccae567aea7ca4f0f80ae7bb12acf11e27c178324267a,6e074fdfe49ab7e531a5495edbd206c1c8e6e43c47f37095826543e876509a77,744eb978c1b466f5aa782de4c92c1279cc97aa081182e968f383c4e8e0dd01c2,4005ca77c040606733f43de1214bad717dae4cb127c44465dcd188c409cb90ae,c82c4fd27d23e43c9845fb48163687c706708a2996ea9da565671ed9452da12c
"1.05","1.05","","","1.05","3217","1.05","0","123","132170036","0.3"
"","75","","","75","3217","0.5","","122","132170037",""
"","1","","","301702","3217","","","32","132170038",""
"","0","","","0.4","3217","","","93","132170039",""
"","0","","","2","3217","","","32","132170040",""
"","0","","","310000","3217","","","32","132170041",""
"","1","","","321700","3217","","","32","132170042",""
"","0","","","0.4","3217","","","93","132170043",""
"0.95","0.95","","","0.95","3217","0.95","2","123","132170044","2"
"","0","","","0.2","3217","","","93","132170045",""
"","glad","","","1000001","3217","0","0.2","3","132170046",""
"","1","","","120","3217","","","32","132170047",""
"","0","","","0.4","3217","","","93","132170048",""
"","1","","","998","3217","","","32","132170049",""
"","0","","","0.6","3217","","","93","132170050",""
"joy_round3_loop","joy_round3_in","","","1000001","3217","0","0.2","3","132170051","1"
"","0","","","5","3217","","","93","132170052",""
"","","","","1","3217","","","113","132170053",""
"0","330000","","","330000","3300","345.4","0","31","133000001","1"
"0","8","","","8","3300","345.4","1","31","133000002","1"
"","0","","","8","3300","","","35","133000003",""
"","","","","0","3300","","","91","133000004",""
"1.05","1.05","","","1.05","3300","1.05","0","123","133000005","7.4"
"","wait","","","1000001","3300","0","0.2","3","133000006",""
"","1","","","2","3300","","","35","133000007",""
"","0","","","4.9","3300","","","93","133000008",""
"0.95","0.95","","","0.95","3300","0.95","0","123","133000009","0.4"
"","1","","","330000","3300","","","32","133000010",""
"","0","","","0.1","3300","","","93","133000011",""
"","0","","","2","3300","","","32","133000012",""
"","0","","","0.1","3300","","","93","133000013",""
"","1","","","997","3300","","","32","133000014",""
"","joy_from_wait","","","1000001","3300","0","0.2","3","133000015",""
"","0","","","1.63","3300","","","93","133000016",""
"","0","","","0.3","3300","","","93","133000017",""
"","","","","3","3300","","","113","133000018",""
