663099c1319e683393788b187065df4681a4d317467aae8d037ca648ef312cf9,a5df53e1bfd9983594614dbf25d275aaf23b7d4f980f1543fc5080648bcca976,87f512f521935a7714db16449fa6d5af3ac552f4f21f84afb3bf8a210fdf9765,77973ee788f0d07008442e3576e71d435569e919fbfe78af201786a12aebe9b4,bcdee6ba7cc669e244f314974a3f494ce871f8f439f60ae48e0b88c6323972b1,3bb79b6a0c0bb37d76f763cb18b60134256560daa865e3184a9c650785d92533,37fd5f57b7ba695ce4c7710c5bfa88b0c814f201dcab1051ca752d11698efbf6,87f22c4f83eb306fdd9f3d5d25ebd02d2af8c41c722a128308d3fa4bec7db0e1,77256439dd3625a29c5fad4815b65db8ab6a12b53179654f5dbc0b7ba5a68b0c,a644dcb878c3fd002c1cdb1a62ed511fb266ad88a7f1cbe964708b166d07b7dc,0ab553debb5df258cab8b0acf7b252539aa0f835c847895ab8ddaf09414471d2,e6fb838b8840c675e3e376c70568c8098d5159e44735e11d45e2391ed0ceeab3,54dc62b122da45362985f41887b07e3cecd01a5371910845449a6843495fda09
"2.67","2","vo_minigame_1012_result_2081","3","2","3001","22300149","2","9","4","果然很難耶……\n但是感覺下一次能答對更多題！","5","0"
"4.68","2","vo_minigame_1012_result_2082","6","2","3001","22300150","2","9","10","題目那麼難，\n這分數很可以了吧？\n咦？感覺還能更好？","5","0"
"0","2","vo_minigame_1012_result_2083","9","2","3001","22300151","2","9","9","哪裡錯了呢？\n人家完全不曉得……\n不愧是很難的題目。","5","0"
"3.55","2","vo_minigame_1012_result_2084","3","2","3001","22300152","3","9","0","雖然難到爆，\n但要做的事還是一樣的吧？\n人家也會跟著秀才的，\n就腳踏實地地努力吧！","5","0"
"2.51","2","vo_minigame_1012_result_2085","6","2","3001","22300153","3","9","4","果然難翻天了……\n對了，猶豫的話，\n使用提示也是很可以的吧？","5","0"
"6.15","2","vo_minigame_1012_result_2086","5","2","3001","22300154","3","9","9","果然考試\n不能想說船到橋頭自然直？\n只能記起來嗎？\n那就只能努力了……","5","0"
"4.12","2","vo_minigame_1012_result_2087","9","2","3001","22300155","1","4","4","本來以為可以的，\n但卻不是那麼一回事？\n考試真的好殘酷……","1","6"
"0.01","2","vo_minigame_1012_result_2088","4","2","3001","22300156","1","4","4","唔嗯……完全不懂！\n但這是簡單的題目吧……？\n要再試一次嗎？","1","6"
"5.28","2","vo_minigame_1012_result_2089","3","2","3001","22300157","1","4","0","我們還在\n學習中嘛……\n之後才會展現成果吧？\n對吧，秀才！","1","0"
"2.89","2","vo_minigame_1012_result_2090","3","2","3001","22300158","2","4","0","一點一滴記起來就OK了吧！\n跟人家一起學習吧！","1","0"
"5.45","2","vo_minigame_1012_result_2091","7","2","3001","22300159","2","4","0","即使不擅長讀書，\n但人家很喜歡跟秀才一起學習！\n所以說，\n能再教人家一次嗎？","1","0"
"4.29","2","vo_minigame_1012_result_2092","10","2","3001","22300160","2","4","4","即使記了也馬上就忘，\n該怎麼辦才好？\n啊，這種時候，\n就是要複習？","1","3"
"4.64","2","vo_minigame_1012_result_2093","8","2","3001","22300161","3","4","4","太難了！\n腦筋都要秀逗了！\n秀才，\n吹吹人家的頭～","1","6"
"3.14","2","vo_minigame_1012_result_2094","5","2","3001","22300162","3","4","9","題目難到翻好難過～\n但是秀才很努力，\n人家也要加油！","1","0"
"6.59","2","vo_minigame_1012_result_2095","4","2","3001","22300163","3","4","7","跟秀才同分，\n人家好像有點安心了，\n我們一起加油吧～！\n可別丟下人家喔！","1","0"
"0","2","vo_minigame_1012_result_2096","3","2","3001","22300164","1","0","3","……總之，不會有比這更低分了，\n下次來個大逆轉，\n讓分數飆升吧！","0","0"
"2.2","2","vo_minigame_1012_result_2097","10","2","3001","22300165","1","0","9","這是0分嘛……\n對了，下次要不要試試看，\n用擲鉛筆來選答案的作戰？","0","5"
"0.01","2","vo_minigame_1012_result_2098","4","2","3001","22300166","1","0","4","有時候會沒辦法思考呢……\n秀才也有過那種感覺嗎？","0","6"
"2.8","2","vo_minigame_1012_result_2099","2","2","3001","22300167","2","0","6","咦？秀才也考0分？\n那就跟人家一樣了嘛♪\n不過也別急，\n我們一起學習吧！","0","3"
"3.22","2","vo_minigame_1012_result_2100","4","2","3001","22300168","2","0","9","唔唔唔～0分……！\n即使記起來了也馬上就忘，\n讀書真的好辛苦。","0","6"
"2.1","2","vo_minigame_1012_result_2101","0","2","3001","22300169","2","0","4","0分呢……\n不過沒事沒事，\n只要能雪恥，結果就沒問題！","0","11"
"2.74","2","vo_minigame_1012_result_2102","2","2","3001","22300170","3","0","0","吃點點心休息一下，\n再來雪恥吧！\n吃了甜食後一定可以的吧！","0","3"
"3","2","vo_minigame_1012_result_2103","9","2","3001","22300171","3","0","6","秀才你也覺得\n這難翻天了嗎？\n那這份測驗，\n不就誰都沒辦法答對？","0","9"
"4.37","2","vo_minigame_1012_result_2104","2","2","3001","22300172","3","0","10","……奇怪？\n我把0看成〇了！\n呀哈，\n我可能稍微湧出幹勁了！","0","0"
"0.01","3","vo_minigame_1012_gamestart_200","0","2","1001","23100101","0","0","0","好～加油吧～","0","10"
"0","3","vo_minigame_1012_gamestart_201","2","2","1001","23100102","0","0","2","學習，\n學習～！","0","0"
"0","3","vo_minigame_1012_gamestart_202","3","2","1001","23100103","0","0","3","秀才，請多指教～","0","0"
"0.01","3","vo_minigame_1012_gamestart_203","0","2","1002","23100201","0","-1","0","重複複習很重要呢♪","3","4"
"0","3","vo_minigame_1012_gamestart_204","7","2","1002","23100202","0","-1","7","那個那個，再多教人家一點～","3","0"
"0","3","vo_minigame_1012_gamestart_205","5","2","1003","23100301","0","1","5","首先從這開始……！","1","0"
"0","3","vo_minigame_1012_gamestart_206","0","2","1003","23100302","0","1","0","請多指教，手下留情～","1","0"
"0","3","vo_minigame_1012_gamestart_207","6","2","1003","23100303","0","2","6","好像還蠻難的喔？","2","0"
"0","3","vo_minigame_1012_gamestart_208","5","2","1003","23100304","0","2","5","OK～人家努力看看……！","2","0"
"0","3","vo_minigame_1012_gamestart_209","4","2","1003","23100305","0","3","4","慘了，這難翻天了……！","3","0"
"0","3","vo_minigame_1012_gamestart_210","10","2","1003","23100306","0","3","10","這是會讓腦筋秀逗的東西吧？","3","0"
"0","3","vo_minigame_1012_gamestart_211","3","2","1004","23100401","0","0","3","OK～人家也不會放棄的～","0","0"
"0","3","vo_minigame_1012_gamestart_212","2","2","1004","23100402","0","0","2","再複習一次吧！","0","0"
"0","3","vo_minigame_1012_gamestart_213","3","2","1005","23100501","0","0","3","我有看到\n你和凱留寶\n一起讀書♪","0","0"
"0","3","vo_minigame_1012_gamestart_214","0","2","1005","23100502","0","0","0","人家也像凱留寶一樣戴眼鏡試試看吧？","0","0"
"0","3","vo_minigame_1012_start_200","3","2","1101","23110101","0","0","3","來吧～！","0","0"
"0","3","vo_minigame_1012_start_201","4","2","1101","23110102","0","0","4","答得出來嗎？","0","0"
"0","3","vo_minigame_1012_start_202","2","2","1101","23110103","0","0","2","秀才老師～！","0","0"
"0","3","vo_minigame_1012_start_203","5","2","1102","23110201","0","0","5","還早得很！","0","0"
"0","3","vo_minigame_1012_start_204","0","2","1102","23110202","0","0","0","來反攻吧！","0","0"
"0","3","vo_minigame_1012_start_205","5","2","1102","23110203","0","0","5","專心，專心！","0","0"
"0","3","vo_minigame_1012_start_206","3","2","1103","23110301","0","4","3","現在才開始！","2","0"
"0","3","vo_minigame_1012_start_207","3","2","1103","23110302","0","4","3","積極進攻囉！","2","0"
"0","3","vo_minigame_1012_start_208","2","2","1103","23110303","0","4","2","氣氛嗨起來～","2","0"
"0","3","vo_minigame_1012_start_209","2","2","1103","23110304","0","7","2","加油～加油～！","5","0"
"0","1","vo_minigame_1012_start_210","5","2","1103","23110305","0","7","5","還有一半……！","5","0"
"0","1","vo_minigame_1012_start_211","5","2","1103","23110306","0","7","5","下半場……！","5","0"
"0","1","vo_minigame_1012_start_212","0","2","1103","23110307","0","10","0","差不多要結束了！","8","0"
"0","1","vo_minigame_1012_start_213","2","2","1103","23110308","0","10","2","還剩一點！","8","0"
"0","1","vo_minigame_1012_start_214","5","2","1103","23110309","0","10","5","再堅持一下……！","8","0"
"0","3","vo_minigame_1012_start_215","0","2","1104","23110401","0","2","0","能選到正確答案就好了呢。","2","0"
"0","3","vo_minigame_1012_start_216","6","2","1104","23110402","0","2","6","哪個是正確答案呢～？","2","0"
"0","3","vo_minigame_1012_start_217","0","2","1104","23110403","0","2","0","好像是單選！","2","0"
"0","3","vo_minigame_1012_start_218","3","2","1104","23110404","0","1","3","是是非題呢！","1","0"
"0","3","vo_minigame_1012_start_219","6","2","1104","23110405","0","1","6","是〇嗎？還是×？","1","0"
"0","3","vo_minigame_1012_start_220","0","2","1104","23110406","0","1","0","你覺得是哪個？","1","0"
"0","3","vo_minigame_1012_start_221","2","2","1104","23110407","0","3","2","要選出所有\n正確答案！","3","0"
"0","3","vo_minigame_1012_start_222","0","2","1104","23110408","0","3","0","好像有好幾個正確答案。","3","0"
"0","3","vo_minigame_1012_start_223","6","2","1104","23110409","0","3","6","好像只要選出正確答案～","3","0"
"0","3","vo_minigame_1012_start_227","6","2","1105","23110501","0","0","6","人家可能知道答案！","0","0"
"0","3","vo_minigame_1012_start_228","5","2","1105","23110502","0","0","5","呃……人家記得……","0","0"
"0","3","vo_minigame_1012_start_229","10","2","1105","23110503","0","0","10","之前有答對過嗎？","0","0"
"0","3","vo_minigame_1012_start_224","4","2","1106","23110601","0","0","4","好難的題目……！","0","0"
"0","3","vo_minigame_1012_start_225","10","2","1106","23110602","0","0","10","這是什麼啊？","0","0"
"0","3","vo_minigame_1012_start_226","0","2","1106","23110603","0","0","0","有看過吧？","0","0"
"0","3","vo_minigame_1012_start_230","3","2","1107","23110701","0","0","3","好，快了快了！","0","0"
"0.01","3","vo_minigame_1012_start_231","2","2","1107","23110702","0","0","2","再一題～♪","0","4"
"0","3","vo_minigame_1012_start_232","6","2","1108","23110801","0","0","6","奇怪，\n這下超不妙的吧……？","0","0"
"0","3","vo_minigame_1012_start_233","4","2","1108","23110802","0","0","4","這個，是不及格吧……？","0","0"
"0","3","vo_minigame_1012_correct_200","6","2","1201","23120101","0","0","6","原來如此～","0","0"
"0","3","vo_minigame_1012_correct_201","2","2","1201","23120102","0","0","2","是這樣啊～！","0","0"
"0.01","3","vo_minigame_1012_correct_202","3","2","1201","23120103","0","0","3","耶～！","0","11"
"0","3","vo_minigame_1012_correct_203","3","2","1201","23120104","0","0","3","答對了～！","0","0"
"0.01","3","vo_minigame_1012_correct_204","1","2","1201","23120105","0","0","1","嗯嗯……！","0","2"
"0","3","vo_minigame_1012_correct_205","6","2","1201","23120106","0","0","6","我不曉得……","0","0"
"0","3","vo_minigame_1012_correct_206","3","2","1201","23120107","0","0","3","很完美嘛！","0","0"
"0","3","vo_minigame_1012_correct_210","6","2","1202","23120201","0","3000","6","快到爆～","0","0"
"0","3","vo_minigame_1012_correct_211","6","2","1202","23120202","0","3000","6","等一下！","0","0"
"0.01","3","vo_minigame_1012_correct_212","6","2","1202","23120203","0","6000","6","真是的～下一題！？","3001","8"
"0.01","3","vo_minigame_1012_correct_213","6","2","1202","23120204","0","6000","6","太快了吧！？","3001","8"
"0","3","vo_minigame_1012_correct_214","3","2","1202","23120205","0","6000","3","很行嘛！","3001","0"
"0","3","vo_minigame_1012_correct_216","4","2","1202","23120206","0","-1","4","好難喔。","13333","0"
"0","3","vo_minigame_1012_correct_220","3","2","1203","23120301","0","0","3","氣氛超級嗨～","0","0"
"0","3","vo_minigame_1012_correct_224","3","2","1204","23120401","0","0","3","輕輕鬆鬆嘛！","0","0"
"0","3","vo_minigame_1012_correct_226","3","2","1204","23120402","0","0","3","已經～很完美囉！","0","0"
"0","3","vo_minigame_1012_correct_221","2","2","1205","23120501","0","0","2","答對了～！！","0","0"
"0","3","vo_minigame_1012_correct_222","3","2","1205","23120502","0","0","3","來雪恥吧！","0","0"
"0","3","vo_minigame_1012_correct_227","2","2","1206","23120601","0","-1","2","不錯喔～","3","0"
"0.01","3","vo_minigame_1012_correct_229","3","2","1206","23120602","0","-1","3","嗨起來～！","3","4"
"0","3","vo_minigame_1012_correct_230","5","2","1207","23120701","0","-1","5","好戲現在才開始！","3","0"
"0.01","3","vo_minigame_1012_incorrect_200","4","2","1301","23130101","0","0","4","唔～嗯……","0","6"
"0","3","vo_minigame_1012_incorrect_201","4","2","1301","23130102","0","0","4","怎麼會～","0","0"
"0","3","vo_minigame_1012_incorrect_202","10","2","1301","23130103","0","0","10","是這樣啊～！","0","0"
"0","3","vo_minigame_1012_incorrect_203","9","2","1301","23130104","0","0","9","騙人～！？","0","0"
"0","3","vo_minigame_1012_incorrect_204","4","2","1301","23130105","0","0","4","答錯了？","0","0"
"0.01","3","vo_minigame_1012_incorrect_205","4","2","1301","23130106","0","0","4","震驚……","0","6"
"0","3","vo_minigame_1012_incorrect_206","9","2","1301","23130107","0","0","9","為什麼為什麼～！","0","0"
"0.01","3","vo_minigame_1012_incorrect_210","6","2","1302","23130201","0","3000","6","真的嗎！？","0","8"
"0.01","3","vo_minigame_1012_incorrect_211","6","2","1302","23130202","0","3000","6","秀才！？","0","8"
"0","3","vo_minigame_1012_incorrect_212","4","2","1302","23130203","0","6000","4","奇怪……？","3001","0"
"0","3","vo_minigame_1012_incorrect_213","4","2","1302","23130204","0","6000","4","答錯了！？","3001","0"
"0","3","vo_minigame_1012_incorrect_214","4","2","1302","23130205","0","6000","4","別急喔！","3001","0"
"0","3","vo_minigame_1012_incorrect_215","4","2","1302","23130206","0","-1","4","時間到了？","20000","0"
"0","3","vo_minigame_1012_incorrect_220","9","2","1303","23130301","0","0","9","真的莫名其妙～","0","0"
"0","3","vo_minigame_1012_incorrect_221","10","2","1304","23130401","0","0","10","人家忘了……","0","0"
"0","3","vo_minigame_1012_incorrect_222","4","2","1304","23130402","0","0","4","是這樣嗎？","0","0"
"0","3","vo_minigame_1012_incorrect_224","10","2","1305","23130501","0","0","10","剛好出局？","0","0"
"0","3","vo_minigame_1012_incorrect_225","5","2","1305","23130502","0","0","5","真可惜～！","0","0"
"0","3","vo_minigame_1012_hint_200","5","2","1401","23140101","0","0","5","唔唔唔……","0","0"
"0","3","vo_minigame_1012_hint_201","5","2","1401","23140102","0","0","5","是哪個呢～？","0","0"
"0","3","vo_minigame_1012_hint_202","4","2","1401","23140103","0","0","4","不知道啦～","0","0"
"0","3","vo_minigame_1012_hint_203","5","2","1401","23140104","0","0","5","思考中……","0","0"
"0.01","3","vo_minigame_1012_hint_204","5","2","1401","23140105","0","0","5","人、人家沒睡著……！","0","7"
"0.01","3","vo_minigame_1012_hint_205","2","2","1401","23140106","0","0","2","哼哼哼～哼♪","0","4"
"0.01","3","vo_minigame_1012_hint_206","3","2","1401","23140107","0","0","3","呀哈，\n對到眼了呢♪","0","11"
"0","3","vo_minigame_1012_hint_207","0","2","1401","23140108","0","0","0","那個，要吃點心嗎？","0","0"
"0","3","vo_minigame_1012_hint_208","4","2","1401","23140109","0","0","4","腦袋要秀逗了……","0","0"
"0","3","vo_minigame_1012_hint_209","10","2","1401","23140110","0","0","10","感覺好像\n是這個吧？","0","0"
"0","3","vo_minigame_1012_hint_210","4","2","1402","23140201","0","0","4","這沒有答案吧……？","0","0"
"0","3","vo_minigame_1012_hint_211","10","2","1402","23140202","0","0","10","莫名其妙，笑死～","0","0"
"0","3","vo_minigame_1012_hint_212","9","2","1402","23140203","0","0","9","根本難到爆～","0","0"
"0","3","vo_minigame_1012_hint_213","0","2","1501","23150101","0","20000","0","給人家提示～！","3001","0"
"0","3","vo_minigame_1012_hint_214","2","2","1501","23150102","0","20000","2","幫幫人家～","3001","0"
"0","3","vo_minigame_1012_hint_215","3","2","1501","23150103","0","20000","3","提示來吧～！","3001","0"
"0","3","vo_minigame_1012_hint_216","2","2","1501","23150104","0","3000","2","提示提示～！","0","0"
"0","3","vo_minigame_1012_hint_217","8","2","1501","23150105","0","3000","8","救救人家～","0","0"
"0.01","3","vo_minigame_1012_tap_200","6","2","1601","23160101","0","4","6","哇啊！\n嚇人家一跳！","1","8"
"0.01","3","vo_minigame_1012_tap_201","3","2","1601","23160102","0","4","3","哈嚕哈嚕～","1","11"
"0.01","3","vo_minigame_1012_tap_202","2","2","1601","23160103","0","9","2","耶～！","5","4"
"0","3","vo_minigame_1012_tap_203","7","2","1601","23160104","0","9","7","要讓氣氛嗨起來嗎？","5","0"
"0","3","vo_minigame_1012_tap_204","2","2","1601","23160105","0","-1","2","很癢啦～！","10","0"
"0.01","3","vo_minigame_1012_tap_205","3","2","1601","23160106","0","-1","3","氣氛超級嗨～♪","10","11"
"0","3","vo_minigame_1012_select_200","0","2","2001","23200101","0","0","0","要教人家哪個科目？","0","0"
"0","3","vo_minigame_1012_select_201","8","2","2001","23200102","0","0","8","每個好像都很難呢。","0","0"
"0.99","3","vo_minigame_1012_select_202","7","2","2001","23200103","0","0","0","那個，說「預備」後一起選嗎？","0","0"
"3.43","3","vo_minigame_1012_archive_200","3","2","4001","23400101","0","0","2","重新看過之前教人家的內容，\n就叫做預習複習……\n……對吧！","0","0"
