19babfaa311a6b1bc38878d70e00418dded01bddc331bc442d5c49f0e16f951f,61bbcd8f08bafe370852f3c2bb0d21d160422c8aa9c61830151a3ee564170131,83aa098369e39a8e554ddec6f17a24b146e7ea8b8a88404fa0de53d8e5c35f5c,35f1ed81741988a8eda92299aec22a4e98f1111114161044eabab2169ae7096c,8cd71933c91cf1a0ab85e4fb8dd7af8840282e35d3f3f5a83ccce3effa21f69b,3b12dece0c44ca17fd482409a11e4cfa394b3d98875283c35e502a8954e4b9ac,fd5fbe201655a77d1fa91e24a73d9fa5ad9549cde64a491ef6c943090910035a,973f0a46d2d38b45ef831ce12e9fa719c8ed849f86b73f9203b892e5b0267ed5,daa0cdff2d246839883b7ea164bb66d29ed8d3d06c2fcc26bcc4085fefa4aaed,1eaa7cc0a501460011eed0f041363ac4c9cd27658123087ab8f4bd79b7a198d9,e1d87b1e7c510e889409ca7fee98fa3d384c6d8b7d5a7bdbe8a97fbdfe08295b,7a93b55ec88b33a45876ab27762ed28e72bfc642c34d73c89da0f31aa78ac74a,5b488efc5227bc7d17b0aa45a5b6a5d41f20ed9c3816a1cea92948c2d124790f
"9","5","好想要更多〇呢……\n看來也只能腳踏實地學習了，\n能再教人家一次嗎？","0","2","1","vo_minigame_1012_result_2079","0","22300147","3001","2","4","2.28"
"9","5","雖然有讀書了，\n但還是一堆不懂的東西……\n秀才老師，救救人家～","4","2","1","vo_minigame_1012_result_2080","0","22300148","3001","2","4","0"
"9","5","果然很難耶……\n但是感覺下一次能答對更多題！","3","2","2","vo_minigame_1012_result_2081","0","22300149","3001","2","4","2.67"
"9","5","題目那麼難，\n這分數很可以了吧？\n咦？感覺還能更好？","6","2","2","vo_minigame_1012_result_2082","0","22300150","3001","2","10","4.68"
"9","5","哪裡錯了呢？\n人家完全不曉得……\n不愧是很難的題目。","9","2","2","vo_minigame_1012_result_2083","0","22300151","3001","2","9","0"
"9","5","雖然難到爆，\n但要做的事還是一樣的吧？\n人家也會跟著秀才的，\n就腳踏實地地努力吧！","3","2","3","vo_minigame_1012_result_2084","0","22300152","3001","2","0","3.55"
"9","5","果然難翻天了……\n對了，猶豫的話，\n使用提示也是很可以的吧？","6","2","3","vo_minigame_1012_result_2085","0","22300153","3001","2","4","2.51"
"9","5","果然考試\n不能想說船到橋頭自然直？\n只能記起來嗎？\n那就只能努力了……","5","2","3","vo_minigame_1012_result_2086","0","22300154","3001","2","9","6.15"
"4","1","本來以為可以的，\n但卻不是那麼一回事？\n考試真的好殘酷……","9","2","1","vo_minigame_1012_result_2087","6","22300155","3001","2","4","4.12"
"4","1","唔嗯……完全不懂！\n但這是簡單的題目吧……？\n要再試一次嗎？","4","2","1","vo_minigame_1012_result_2088","6","22300156","3001","2","4","0.01"
"4","1","我們還在\n學習中嘛……\n之後才會展現成果吧？\n對吧，秀才！","3","2","1","vo_minigame_1012_result_2089","0","22300157","3001","2","0","5.28"
"4","1","一點一滴記起來就OK了吧！\n跟人家一起學習吧！","3","2","2","vo_minigame_1012_result_2090","0","22300158","3001","2","0","2.89"
"4","1","即使不擅長讀書，\n但人家很喜歡跟秀才一起學習！\n所以說，\n能再教人家一次嗎？","7","2","2","vo_minigame_1012_result_2091","0","22300159","3001","2","0","5.45"
"4","1","即使記了也馬上就忘，\n該怎麼辦才好？\n啊，這種時候，\n就是要複習？","10","2","2","vo_minigame_1012_result_2092","3","22300160","3001","2","4","4.29"
"4","1","太難了！\n腦筋都要秀逗了！\n秀才，\n吹吹人家的頭～","8","2","3","vo_minigame_1012_result_2093","6","22300161","3001","2","4","4.64"
"4","1","題目難到翻好難過～\n但是秀才很努力，\n人家也要加油！","5","2","3","vo_minigame_1012_result_2094","0","22300162","3001","2","9","3.14"
"4","1","跟秀才同分，\n人家好像有點安心了，\n我們一起加油吧～！\n可別丟下人家喔！","4","2","3","vo_minigame_1012_result_2095","0","22300163","3001","2","7","6.59"
"0","0","……總之，不會有比這更低分了，\n下次來個大逆轉，\n讓分數飆升吧！","3","2","1","vo_minigame_1012_result_2096","0","22300164","3001","2","3","0"
"0","0","這是0分嘛……\n對了，下次要不要試試看，\n用擲鉛筆來選答案的作戰？","10","2","1","vo_minigame_1012_result_2097","5","22300165","3001","2","9","2.2"
"0","0","有時候會沒辦法思考呢……\n秀才也有過那種感覺嗎？","4","2","1","vo_minigame_1012_result_2098","6","22300166","3001","2","4","0.01"
"0","0","咦？秀才也考0分？\n那就跟人家一樣了嘛♪\n不過也別急，\n我們一起學習吧！","2","2","2","vo_minigame_1012_result_2099","3","22300167","3001","2","6","2.8"
"0","0","唔唔唔～0分……！\n即使記起來了也馬上就忘，\n讀書真的好辛苦。","4","2","2","vo_minigame_1012_result_2100","6","22300168","3001","2","9","3.22"
"0","0","0分呢……\n不過沒事沒事，\n只要能雪恥，結果就沒問題！","0","2","2","vo_minigame_1012_result_2101","11","22300169","3001","2","4","2.1"
"0","0","吃點點心休息一下，\n再來雪恥吧！\n吃了甜食後一定可以的吧！","2","2","3","vo_minigame_1012_result_2102","3","22300170","3001","2","0","2.74"
"0","0","秀才你也覺得\n這難翻天了嗎？\n那這份測驗，\n不就誰都沒辦法答對？","9","2","3","vo_minigame_1012_result_2103","9","22300171","3001","2","6","3"
"0","0","……奇怪？\n我把0看成〇了！\n呀哈，\n我可能稍微湧出幹勁了！","2","2","3","vo_minigame_1012_result_2104","0","22300172","3001","2","10","4.37"
"0","0","好～加油吧～","0","2","0","vo_minigame_1012_gamestart_200","10","23100101","1001","3","0","0.01"
"0","0","學習，\n學習～！","2","2","0","vo_minigame_1012_gamestart_201","0","23100102","1001","3","2","0"
"0","0","秀才，請多指教～","3","2","0","vo_minigame_1012_gamestart_202","0","23100103","1001","3","3","0"
"-1","3","重複複習很重要呢♪","0","2","0","vo_minigame_1012_gamestart_203","4","23100201","1002","3","0","0.01"
"-1","3","那個那個，再多教人家一點～","7","2","0","vo_minigame_1012_gamestart_204","0","23100202","1002","3","7","0"
"1","1","首先從這開始……！","5","2","0","vo_minigame_1012_gamestart_205","0","23100301","1003","3","5","0"
"1","1","請多指教，手下留情～","0","2","0","vo_minigame_1012_gamestart_206","0","23100302","1003","3","0","0"
"2","2","好像還蠻難的喔？","6","2","0","vo_minigame_1012_gamestart_207","0","23100303","1003","3","6","0"
"2","2","OK～人家努力看看……！","5","2","0","vo_minigame_1012_gamestart_208","0","23100304","1003","3","5","0"
"3","3","慘了，這難翻天了……！","4","2","0","vo_minigame_1012_gamestart_209","0","23100305","1003","3","4","0"
"3","3","這是會讓腦筋秀逗的東西吧？","10","2","0","vo_minigame_1012_gamestart_210","0","23100306","1003","3","10","0"
"0","0","OK～人家也不會放棄的～","3","2","0","vo_minigame_1012_gamestart_211","0","23100401","1004","3","3","0"
"0","0","再複習一次吧！","2","2","0","vo_minigame_1012_gamestart_212","0","23100402","1004","3","2","0"
"0","0","我有看到\n你和凱留寶\n一起讀書♪","3","2","0","vo_minigame_1012_gamestart_213","0","23100501","1005","3","3","0"
"0","0","人家也像凱留寶一樣戴眼鏡試試看吧？","0","2","0","vo_minigame_1012_gamestart_214","0","23100502","1005","3","0","0"
"0","0","來吧～！","3","2","0","vo_minigame_1012_start_200","0","23110101","1101","3","3","0"
"0","0","答得出來嗎？","4","2","0","vo_minigame_1012_start_201","0","23110102","1101","3","4","0"
"0","0","秀才老師～！","2","2","0","vo_minigame_1012_start_202","0","23110103","1101","3","2","0"
"0","0","還早得很！","5","2","0","vo_minigame_1012_start_203","0","23110201","1102","3","5","0"
"0","0","來反攻吧！","0","2","0","vo_minigame_1012_start_204","0","23110202","1102","3","0","0"
"0","0","專心，專心！","5","2","0","vo_minigame_1012_start_205","0","23110203","1102","3","5","0"
"4","2","現在才開始！","3","2","0","vo_minigame_1012_start_206","0","23110301","1103","3","3","0"
"4","2","積極進攻囉！","3","2","0","vo_minigame_1012_start_207","0","23110302","1103","3","3","0"
"4","2","氣氛嗨起來～","2","2","0","vo_minigame_1012_start_208","0","23110303","1103","3","2","0"
"7","5","加油～加油～！","2","2","0","vo_minigame_1012_start_209","0","23110304","1103","3","2","0"
"7","5","還有一半……！","5","2","0","vo_minigame_1012_start_210","0","23110305","1103","1","5","0"
"7","5","下半場……！","5","2","0","vo_minigame_1012_start_211","0","23110306","1103","1","5","0"
"10","8","差不多要結束了！","0","2","0","vo_minigame_1012_start_212","0","23110307","1103","1","0","0"
"10","8","還剩一點！","2","2","0","vo_minigame_1012_start_213","0","23110308","1103","1","2","0"
"10","8","再堅持一下……！","5","2","0","vo_minigame_1012_start_214","0","23110309","1103","1","5","0"
"2","2","能選到正確答案就好了呢。","0","2","0","vo_minigame_1012_start_215","0","23110401","1104","3","0","0"
"2","2","哪個是正確答案呢～？","6","2","0","vo_minigame_1012_start_216","0","23110402","1104","3","6","0"
"2","2","好像是單選！","0","2","0","vo_minigame_1012_start_217","0","23110403","1104","3","0","0"
"1","1","是是非題呢！","3","2","0","vo_minigame_1012_start_218","0","23110404","1104","3","3","0"
"1","1","是〇嗎？還是×？","6","2","0","vo_minigame_1012_start_219","0","23110405","1104","3","6","0"
"1","1","你覺得是哪個？","0","2","0","vo_minigame_1012_start_220","0","23110406","1104","3","0","0"
"3","3","要選出所有\n正確答案！","2","2","0","vo_minigame_1012_start_221","0","23110407","1104","3","2","0"
"3","3","好像有好幾個正確答案。","0","2","0","vo_minigame_1012_start_222","0","23110408","1104","3","0","0"
"3","3","好像只要選出正確答案～","6","2","0","vo_minigame_1012_start_223","0","23110409","1104","3","6","0"
"0","0","人家可能知道答案！","6","2","0","vo_minigame_1012_start_227","0","23110501","1105","3","6","0"
"0","0","呃……人家記得……","5","2","0","vo_minigame_1012_start_228","0","23110502","1105","3","5","0"
"0","0","之前有答對過嗎？","10","2","0","vo_minigame_1012_start_229","0","23110503","1105","3","10","0"
"0","0","好難的題目……！","4","2","0","vo_minigame_1012_start_224","0","23110601","1106","3","4","0"
"0","0","這是什麼啊？","10","2","0","vo_minigame_1012_start_225","0","23110602","1106","3","10","0"
"0","0","有看過吧？","0","2","0","vo_minigame_1012_start_226","0","23110603","1106","3","0","0"
"0","0","好，快了快了！","3","2","0","vo_minigame_1012_start_230","0","23110701","1107","3","3","0"
"0","0","再一題～♪","2","2","0","vo_minigame_1012_start_231","4","23110702","1107","3","2","0.01"
"0","0","奇怪，\n這下超不妙的吧……？","6","2","0","vo_minigame_1012_start_232","0","23110801","1108","3","6","0"
"0","0","這個，是不及格吧……？","4","2","0","vo_minigame_1012_start_233","0","23110802","1108","3","4","0"
"0","0","原來如此～","6","2","0","vo_minigame_1012_correct_200","0","23120101","1201","3","6","0"
"0","0","是這樣啊～！","2","2","0","vo_minigame_1012_correct_201","0","23120102","1201","3","2","0"
"0","0","耶～！","3","2","0","vo_minigame_1012_correct_202","11","23120103","1201","3","3","0.01"
"0","0","答對了～！","3","2","0","vo_minigame_1012_correct_203","0","23120104","1201","3","3","0"
"0","0","嗯嗯……！","1","2","0","vo_minigame_1012_correct_204","2","23120105","1201","3","1","0.01"
"0","0","我不曉得……","6","2","0","vo_minigame_1012_correct_205","0","23120106","1201","3","6","0"
"0","0","很完美嘛！","3","2","0","vo_minigame_1012_correct_206","0","23120107","1201","3","3","0"
"3000","0","快到爆～","6","2","0","vo_minigame_1012_correct_210","0","23120201","1202","3","6","0"
"3000","0","等一下！","6","2","0","vo_minigame_1012_correct_211","0","23120202","1202","3","6","0"
"6000","3001","真是的～下一題！？","6","2","0","vo_minigame_1012_correct_212","8","23120203","1202","3","6","0.01"
"6000","3001","太快了吧！？","6","2","0","vo_minigame_1012_correct_213","8","23120204","1202","3","6","0.01"
"6000","3001","很行嘛！","3","2","0","vo_minigame_1012_correct_214","0","23120205","1202","3","3","0"
"-1","13333","好難喔。","4","2","0","vo_minigame_1012_correct_216","0","23120206","1202","3","4","0"
"0","0","氣氛超級嗨～","3","2","0","vo_minigame_1012_correct_220","0","23120301","1203","3","3","0"
"0","0","輕輕鬆鬆嘛！","3","2","0","vo_minigame_1012_correct_224","0","23120401","1204","3","3","0"
"0","0","已經～很完美囉！","3","2","0","vo_minigame_1012_correct_226","0","23120402","1204","3","3","0"
"0","0","答對了～！！","2","2","0","vo_minigame_1012_correct_221","0","23120501","1205","3","2","0"
"0","0","來雪恥吧！","3","2","0","vo_minigame_1012_correct_222","0","23120502","1205","3","3","0"
"-1","3","不錯喔～","2","2","0","vo_minigame_1012_correct_227","0","23120601","1206","3","2","0"
"-1","3","嗨起來～！","3","2","0","vo_minigame_1012_correct_229","4","23120602","1206","3","3","0.01"
"-1","3","好戲現在才開始！","5","2","0","vo_minigame_1012_correct_230","0","23120701","1207","3","5","0"
"0","0","唔～嗯……","4","2","0","vo_minigame_1012_incorrect_200","6","23130101","1301","3","4","0.01"
"0","0","怎麼會～","4","2","0","vo_minigame_1012_incorrect_201","0","23130102","1301","3","4","0"
"0","0","是這樣啊～！","10","2","0","vo_minigame_1012_incorrect_202","0","23130103","1301","3","10","0"
"0","0","騙人～！？","9","2","0","vo_minigame_1012_incorrect_203","0","23130104","1301","3","9","0"
"0","0","答錯了？","4","2","0","vo_minigame_1012_incorrect_204","0","23130105","1301","3","4","0"
"0","0","震驚……","4","2","0","vo_minigame_1012_incorrect_205","6","23130106","1301","3","4","0.01"
"0","0","為什麼為什麼～！","9","2","0","vo_minigame_1012_incorrect_206","0","23130107","1301","3","9","0"
"3000","0","真的嗎！？","6","2","0","vo_minigame_1012_incorrect_210","8","23130201","1302","3","6","0.01"
"3000","0","秀才！？","6","2","0","vo_minigame_1012_incorrect_211","8","23130202","1302","3","6","0.01"
"6000","3001","奇怪……？","4","2","0","vo_minigame_1012_incorrect_212","0","23130203","1302","3","4","0"
"6000","3001","答錯了！？","4","2","0","vo_minigame_1012_incorrect_213","0","23130204","1302","3","4","0"
"6000","3001","別急喔！","4","2","0","vo_minigame_1012_incorrect_214","0","23130205","1302","3","4","0"
"-1","20000","時間到了？","4","2","0","vo_minigame_1012_incorrect_215","0","23130206","1302","3","4","0"
"0","0","真的莫名其妙～","9","2","0","vo_minigame_1012_incorrect_220","0","23130301","1303","3","9","0"
"0","0","人家忘了……","10","2","0","vo_minigame_1012_incorrect_221","0","23130401","1304","3","10","0"
"0","0","是這樣嗎？","4","2","0","vo_minigame_1012_incorrect_222","0","23130402","1304","3","4","0"
"0","0","剛好出局？","10","2","0","vo_minigame_1012_incorrect_224","0","23130501","1305","3","10","0"
"0","0","真可惜～！","5","2","0","vo_minigame_1012_incorrect_225","0","23130502","1305","3","5","0"
"0","0","唔唔唔……","5","2","0","vo_minigame_1012_hint_200","0","23140101","1401","3","5","0"
"0","0","是哪個呢～？","5","2","0","vo_minigame_1012_hint_201","0","23140102","1401","3","5","0"
"0","0","不知道啦～","4","2","0","vo_minigame_1012_hint_202","0","23140103","1401","3","4","0"
"0","0","思考中……","5","2","0","vo_minigame_1012_hint_203","0","23140104","1401","3","5","0"
"0","0","人、人家沒睡著……！","5","2","0","vo_minigame_1012_hint_204","7","23140105","1401","3","5","0.01"
"0","0","哼哼哼～哼♪","2","2","0","vo_minigame_1012_hint_205","4","23140106","1401","3","2","0.01"
"0","0","呀哈，\n對到眼了呢♪","3","2","0","vo_minigame_1012_hint_206","11","23140107","1401","3","3","0.01"
"0","0","那個，要吃點心嗎？","0","2","0","vo_minigame_1012_hint_207","0","23140108","1401","3","0","0"
"0","0","腦袋要秀逗了……","4","2","0","vo_minigame_1012_hint_208","0","23140109","1401","3","4","0"
"0","0","感覺好像\n是這個吧？","10","2","0","vo_minigame_1012_hint_209","0","23140110","1401","3","10","0"
"0","0","這沒有答案吧……？","4","2","0","vo_minigame_1012_hint_210","0","23140201","1402","3","4","0"
"0","0","莫名其妙，笑死～","10","2","0","vo_minigame_1012_hint_211","0","23140202","1402","3","10","0"
"0","0","根本難到爆～","9","2","0","vo_minigame_1012_hint_212","0","23140203","1402","3","9","0"
"20000","3001","給人家提示～！","0","2","0","vo_minigame_1012_hint_213","0","23150101","1501","3","0","0"
"20000","3001","幫幫人家～","2","2","0","vo_minigame_1012_hint_214","0","23150102","1501","3","2","0"
"20000","3001","提示來吧～！","3","2","0","vo_minigame_1012_hint_215","0","23150103","1501","3","3","0"
"3000","0","提示提示～！","2","2","0","vo_minigame_1012_hint_216","0","23150104","1501","3","2","0"
"3000","0","救救人家～","8","2","0","vo_minigame_1012_hint_217","0","23150105","1501","3","8","0"
"4","1","哇啊！\n嚇人家一跳！","6","2","0","vo_minigame_1012_tap_200","8","23160101","1601","3","6","0.01"
"4","1","哈嚕哈嚕～","3","2","0","vo_minigame_1012_tap_201","11","23160102","1601","3","3","0.01"
"9","5","耶～！","2","2","0","vo_minigame_1012_tap_202","4","23160103","1601","3","2","0.01"
"9","5","要讓氣氛嗨起來嗎？","7","2","0","vo_minigame_1012_tap_203","0","23160104","1601","3","7","0"
"-1","10","很癢啦～！","2","2","0","vo_minigame_1012_tap_204","0","23160105","1601","3","2","0"
"-1","10","氣氛超級嗨～♪","3","2","0","vo_minigame_1012_tap_205","11","23160106","1601","3","3","0.01"
"0","0","要教人家哪個科目？","0","2","0","vo_minigame_1012_select_200","0","23200101","2001","3","0","0"
"0","0","每個好像都很難呢。","8","2","0","vo_minigame_1012_select_201","0","23200102","2001","3","8","0"
"0","0","那個，說「預備」後一起選嗎？","7","2","0","vo_minigame_1012_select_202","0","23200103","2001","3","0","0.99"
"0","0","重新看過之前教人家的內容，\n就叫做預習複習……\n……對吧！","3","2","0","vo_minigame_1012_archive_200","0","23400101","4001","3","2","3.43"
