d14af3171265832e385f6b4c6f9a9ad6706adc307884798f9b8aaad0f6598f45,7db413d48a36aa3423a35ab3a270301690d329babc3253960e380aa03de328f0,a6e79fc14ec91ec45c1774380dd7297240ba06b73d9f2c49db9f0b0d0b11c277,8213a7a4315c9f7a5356c842ad2ec82b377621d168b05598bf49e9366bde6ad3,d0895e2639813b33a4f3026942ed0359b4e4c6e2572b449276dc96948f62e3ac,992b0255f7981baf23082dc06a5af6b8c891fba13b1caaaae69a24aaa13290df,f6b79a1a370613bf9fd50ddbe86af9d5f18e5093bc0c0dd435b4116635d362bb,dc973cb12543b49267b31874b6041710819679e851a2a6f4610b96e79a12a1e6,8a7a5f87ba973b66a8e82ad5ba301a05ccf836b6f58ee9f64661c9e1d01ae003,0efc3f8980546060f266c154edab816c0f7f4176f204e468a231d352d7264309,c3cd58db66e7cfc93e41c39c1e02dd74c756cd3e9583ccfb3186b341dcedc5b5
"333","6","","1","1","1","1","1009807","0","1009807160","0"
"102011","4","","","","","1","1009807","","1009807161",""
"102011","3","","","1","0.2","lsv_run","1009807","","1009807162",""
"102011","2","","0.8","-235","","-750","1009807","0","1009807163",""
"100411","4","","","","","0","1009807","","1009807164",""
"100411","3","","","1","0.2","lsv_run","1009807","","1009807165",""
"100411","2","","0.8","-220","","750","1009807","0","1009807166",""
"103611","4","","","","","0","1009807","","1009807167",""
"103611","3","","","1","0.2","lsv_run","1009807","","1009807168",""
"103611","2","","0.8","-250","","850","1009807","0","1009807169",""
"0.6","93","","","","","","1009807","","1009807170",""
"102011","6","","1","1","0.2","1","1009807","0","1009807171","0"
"100411","6","","1","1","0.2","1","1009807","0","1009807172","0"
"103611","6","","1","1","0.2","1","1009807","0","1009807173","0"
"0","91","","","","","","1009807","","1009807174",""
"1","1","lsv_idle_normal","-700","101","1.95","100411","1009808","-220","1009808001","0"
"1","1","lsv_idle_normal","-550","100","1.95","102011","1009808","-235","1009808002","0"
"1","1","lsv_idle_normal","-800","102","1.95","103611","1009808","-250","1009808003","0"
"1","5","lsv_white_loop","0","0","1","333","1009808","0","1009808004","0"
"333","6","","1","1","0","1","1009808","0","1009808005","0"
"3","31","","110","-630","0","13","1009808","1.3","1009808006",""
"100411","6","","1","1","0","1","1009808","0","1009808007","0"
"102011","6","","1","1","0","1","1009808","0","1009808008","0"
"103611","6","","1","1","0","1","1009808","0","1009808009","0"
"1","93","","","","","0","1009808","","1009808010",""
"333","6","","1","1","0.8","1","1009808","0.4","1009808011","0"
"100411","3","","","1","0.2","lsv_walk_glad","1009808","","1009808012",""
"100411","2","","2","-220","","-100","1009808","0","1009808013",""
"100411","6","","1","1","0.4","1","1009808","1","1009808014","0"
"102011","3","","","1","0.2","lsv_walk_glad2","1009808","","1009808015",""
"102011","2","","2.2","-235","","100","1009808","0","1009808016",""
"102011","6","","1","1","0.4","1","1009808","1","1009808017","0"
"103611","3","","","1","0.2","lsv_walk_glad","1009808","","1009808018",""
"103611","2","","2","-250","","-270","1009808","0","1009808019",""
"103611","6","","1","1","0.4","1","1009808","1","1009808020","0"
"13","32","","","","","1","1009808","","1009808021",""
"13","33","","2","110","","-180","1009808","0","1009808022",""
"2","93","","","","","","1009808","","1009808023",""
"13","32","","","","","0","1009808","","1009808024",""
"100411","3","","","1","0.2","lsv_idle_normal","1009808","","1009808025",""
"103611","3","","","1","0.2","lsv_idle_normal","1009808","","1009808026",""
"0.2","93","","","","","","1009808","","1009808027",""
"102011","4","","","","","1","1009808","","1009808028",""
"102011","3","","","1","0.2","lsv_idle_normal","1009808","","1009808029",""
"0.5","93","","","","","","1009808","","1009808030",""
"100411","12","","","0.5","0","10","1009808","","1009808031","0"
"100411","3","","lsv_idle_normal","0","0","lsv_smile2","1009808","1","1009808032","0.2"
"102011","12","","","0.5","0","10","1009808","","1009808033","0"
"102011","3","","lsv_idle_normal","0","0","lsv_smile2","1009808","1","1009808034","0.2"
"103611","12","","","0.5","0","10","1009808","","1009808035","0"
"103611","3","","lsv_idle_normal","0","0","lsv_smile2","1009808","1","1009808036","0.2"
"1.5","93","","","","","","1009808","","1009808037",""
"102011","4","","","","","0","1009808","","1009808038",""
"102011","3","","","1","0.2","lsv_walk","1009808","","1009808039",""
"102011","2","","1","-235","","200","1009808","0","1009808040",""
"1","93","","","","","","1009808","","1009808041",""
"102011","3","","","1","0.2","lsv_idle_normal","1009808","","1009808042",""
"0","93","","","","","","1009808","","1009808043",""
"102011","4","","","","","1","1009808","","1009808044",""
"0.6","93","","","","","","1009808","","1009808045",""
"100411","3","","lsv_talk_arm_crossed_loop_joy","0","0","lsv_talk_arm_crossed_joy","1009808","1","1009808046","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0821","1009808","","1009808047",""
"100411","11","0","1","10","0","喵特\n好大隻好可愛喔──！","1009808","1","1009808048","0"
"0","91","","","","","","1009808","","1009808049",""
"100411","3","","","1","0.2","lsv_idle_arm_crossed_joy","1009808","","1009808050",""
"102011","3","","","1","0.2","lsv_talk_memory_dere2","1009808","","1009808051",""
"vo_lsv","21","","0","0","","vo_lsv_0822","1009808","","1009808052",""
"102011","11","0","1","10","0","嗯♪\n而且很溫柔……\n又鬆鬆軟軟的♪","1009808","1","1009808053","0"
"0","91","","","","","","1009808","","1009808054",""
"102011","3","","","1","0.2","lsv_idle_memory","1009808","","1009808055",""
"103611","3","","","1","0.2","lsv_talk_thinking_joyR","1009808","","1009808056",""
"vo_lsv","21","","0","0","","vo_lsv_0823","1009808","","1009808057",""
"103611","11","0","1","10","0","栞小姐也很溫柔，\n還知道了她願意幫忙我們……\n真是美好的一天。","1009808","1","1009808058","0"
"0","91","","","","","","1009808","","1009808059",""
"103611","3","","","1","0.2","lsv_idle_normal","1009808","","1009808060",""
"102011","3","","","1","0.2","lsv_idle_normal","1009808","","1009808061",""
"100411","3","","lsv_talk_cool_normal2_loop","0","0","lsv_talk_cool_normal2","1009808","1","1009808062","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0824","1009808","","1009808063",""
"100411","11","0","1","10","0","就以這個步調，和小繆\n去各種地方，\n玩各種遊戲吧！","1009808","1","1009808064","0"
"0","91","","","","","","1009808","","1009808065",""
"100411","3","","","1","0.2","lsv_idle_cool_joy","1009808","","1009808066",""
"103611","3","","lsv_talk_doya_anger_loop","0","0","lsv_talk_doya","1009808","1","1009808067","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0825","1009808","","1009808068",""
"103611","11","0","1","10","0","嗯！\n……啊，\n觀察也不能忘記喔？","1009808","1","1009808069","0"
"0","91","","","","","","1009808","","1009808070",""
"103611","3","","","1","0.2","lsv_idle_doya","1009808","","1009808071",""
"100411","3","","","1","0.2","lsv_talk_bitter","1009808","","1009808072",""
"vo_lsv","21","","0","0","","vo_lsv_0826","1009808","","1009808073",""
"100411","11","0","1","10","0","這、這是當然的啊～！\n啊哈哈哈哈～","1009808","1","1009808074","0"
"0","91","","","","","","1009808","","1009808075",""
"100411","3","","","1","0.2","lsv_idle_bitter","1009808","","1009808076",""
"102011","3","","","1","0.2","lsv_talk_surprise_talkjoy","1009808","","1009808077",""
"vo_lsv","21","","0","0","","vo_lsv_0827","1009808","","1009808078",""
"102011","11","0","1","10","0","欸欸，哥哥♪\n哥哥知道還有誰能和小繆\n成為好朋友嗎？","1009808","1","1009808079","0"
"0","91","","","","","","1009808","","1009808080",""
"102011","3","","","1","0.2","lsv_idle_surprise_joy","1009808","","1009808081",""
"100411","3","","lsv_look_idle_normal","0","0","lsv_choice","1009808","1","1009808082","0.2"
"102011","3","","lsv_look_idle_normal","0","0","lsv_choice","1009808","1","1009808083","0.2"
"103611","3","","lsv_look_idle_normal","0","0","lsv_choice","1009808","1","1009808084","0.2"
"0.1","93","","","","","0","1009808","","1009808085",""
"100411","2","","0.33","-220","","-420","1009808","2","1009808086","0.2"
"102011","2","","0.33","-235","","452","1009808","2","1009808087","0.2"
"103611","2","","0.33","-250","","-545","1009808","2","1009808088","0.2"
"0","22","","","1","0.2","0","1009808","","1009808089",""
"牧場的牛群。","103","","","0","","1009808093","1009808","","1009808090",""
"噗吉。","103","","","0","","1009808117","1009808","","1009808091",""
"拉格。","103","","","0","","1009808141","1009808","","1009808092",""
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009808","1","1009808093","0.2"
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009808","1","1009808094","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009808","1","1009808095","0.2"
"0.1","93","","","","","0","1009808","","1009808096",""
"100411","2","","0.33","-220","","-100","1009808","2","1009808097","0.2"
"102011","2","","0.33","-235","","200","1009808","2","1009808098","0.2"
"103611","2","","0.33","-250","","-270","1009808","2","1009808099","0.2"
"0.7","93","","","","","0","1009808","","1009808100",""
"103611","3","","","1","0.2","lsv_talk_thinking_joyR","1009808","","1009808101",""
"vo_lsv","21","","0","0","","vo_lsv_0828","1009808","","1009808102",""
"103611","11","0","1","10","0","原來如此……這提議不錯耶。\n牧場的牛牛\n應該都習慣與人相處了。","1009808","1","1009808103","0"
"0","91","","","","","","1009808","","1009808104",""
"103611","3","","","1","0.2","lsv_idle_thinking_joy1","1009808","","1009808105",""
"102011","3","","","1","0.2","lsv_talk_wish_joy","1009808","","1009808106",""
"vo_lsv","21","","0","0","","vo_lsv_0829","1009808","","1009808107",""
"102011","11","0","1","10","0","所以也一定會溫柔地\n對待小繆吧♪","1009808","1","1009808108","0"
"0","91","","","","","","1009808","","1009808109",""
"102011","3","","","1","0.2","lsv_idle_wish_joy","1009808","","1009808110",""
"100411","3","","","1","0.2","lsv_talk_normal","1009808","","1009808111",""
"vo_lsv","21","","0","0","","vo_lsv_0830","1009808","","1009808112",""
"100411","11","0","1","10","0","牧場的話，\n因為栞姐姐也在，\n所以可以放心呢！","1009808","1","1009808113","0"
"0","91","","","","","","1009808","","1009808114",""
"100411","3","","","1","0.2","lsv_idle_normal","1009808","","1009808115",""
"1009808166","101","","","","","","1009808","","1009808116",""
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009808","1","1009808117","0.2"
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009808","1","1009808118","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009808","1","1009808119","0.2"
"0.1","93","","","","","0","1009808","","1009808120",""
"100411","2","","0.33","-220","","-100","1009808","2","1009808121","0.2"
"102011","2","","0.33","-235","","200","1009808","2","1009808122","0.2"
"103611","2","","0.33","-250","","-270","1009808","2","1009808123","0.2"
"0.7","93","","","","","0","1009808","","1009808124",""
"102011","3","","","1","0.2","lsv_talk_joy3_blink","1009808","","1009808125",""
"vo_lsv","21","","0","0","","vo_lsv_0831","1009808","","1009808126",""
"102011","11","0","1","10","0","是說綾音的朋友？\n如果是噗吉，\n一定能跟小繆成為好朋友的♪","1009808","1","1009808127","0"
"0","91","","","","","","1009808","","1009808128",""
"102011","3","","","1","0.2","lsv_idle_joy","1009808","","1009808129",""
"103611","3","","","1","0.2","lsv_talk_surprise","1009808","","1009808130",""
"vo_lsv","21","","0","0","","vo_lsv_0832","1009808","","1009808131",""
"103611","11","0","1","10","0","是綾音的話，就不必\n擔心了呢……因為她應該已經\n習慣與奇妙的孩子相處了。","1009808","1","1009808132","0"
"0","91","","","","","","1009808","","1009808133",""
"103611","3","","","1","0.2","lsv_idle_surprise","1009808","","1009808134",""
"100411","3","","","1","0.2","lsv_talk_thinking_talkR","1009808","","1009808135",""
"vo_lsv","21","","0","0","","vo_lsv_0833","1009808","","1009808136",""
"100411","11","0","1","10","0","仔細想想，\n噗吉本身就\n很不可思議呢……","1009808","1","1009808137","0"
"0","91","","","","","","1009808","","1009808138",""
"100411","3","","","1","0.2","lsv_idle_thinking_joy1","1009808","","1009808139",""
"1009808166","101","","","","","","1009808","","1009808140",""
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009808","1","1009808141","0.2"
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009808","1","1009808142","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009808","1","1009808143","0.2"
"0.1","93","","","","","0","1009808","","1009808144",""
"100411","2","","0.33","-220","","-100","1009808","2","1009808145","0.2"
"102011","2","","0.33","-235","","200","1009808","2","1009808146","0.2"
"103611","2","","0.33","-250","","-270","1009808","2","1009808147","0.2"
"0.7","93","","","","","0","1009808","","1009808148",""
"100411","3","","","1","0.2","lsv_talk_surprise2","1009808","","1009808149",""
"vo_lsv","21","","0","0","","vo_lsv_0834","1009808","","1009808150",""
"100411","11","0","1","10","0","咦咦，龍！？\n那是說龍嗎？","1009808","1","1009808151","0"
"0","91","","","","","","1009808","","1009808152",""
"100411","3","","","1","0.2","lsv_idle_surprise","1009808","","1009808153",""
"102011","3","","","1","0.2","lsv_talk_normal_suprise1","1009808","","1009808154",""
"vo_lsv","21","","0","0","","vo_lsv_0835","1009808","","1009808155",""
"102011","11","0","1","10","0","有位和厲害的魔物先生\n關係很好的人對吧～","1009808","1","1009808156","0"
"0","91","","","","","","1009808","","1009808157",""
"102011","3","","","1","0.2","lsv_idle_normal","1009808","","1009808158",""
"103611","3","","","1","0.2","lsv_talk_sad","1009808","","1009808159",""
"vo_lsv","21","","0","0","","vo_lsv_0836","1009808","","1009808160",""
"103611","11","0","1","10","0","有、有種危險的氣息呢……\n那個人的話，\n那個……我們再考慮一下吧。","1009808","1","1009808161","0"
"0","91","","","","","","1009808","","1009808162",""
"103611","3","","","1","0.2","lsv_idle_sad","1009808","","1009808163",""
"100411","3","","","1","0.2","lsv_idle_surprise_talkR1","1009808","","1009808164",""
"1009808166","101","","","","","","1009808","","1009808165",""
"0","91","","","","","","1009808","","1009808166",""
"","102","","","","","","1009808","","1009808167",""
"0","22","","","","","0.2","1009808","","1009808168",""
"0.2","93","","","","","","1009808","","1009808169",""
"102011","12","0","0","1","0","7","1009808","0","1009808170","0"
"102011","3","","","1","0.2","lsv_talk_surprise_kira","1009808","","1009808171",""
"3","93","","","","","0","1009808","","1009808172",""
"102011","3","","","1","0.2","lsv_idle_surprise","1009808","","1009808173",""
"100411","12","0","0","1","0","5","1009808","0","1009808174","0"
"100411","3","","","1","0.2","lsv_talk_wish_surprise","1009808","","1009808175",""
"3","93","","","","","0","1009808","","1009808176",""
"100411","3","","","1","0.2","lsv_idle_wish","1009808","","1009808177",""
"103611","12","0","0","1","0","1","1009808","0","1009808178","0"
"103611","3","","","1","0.2","lsv_talk_normal_sad","1009808","","1009808179",""
"3","93","","","","","0","1009808","","1009808180",""
"103611","3","","","1","0.2","lsv_idle_normal","1009808","","1009808181",""
"1009808170","101","","","","","","1009808","","1009808182",""
"333","6","","1","1","1","1","1009808","0","1009808183","0"
"100411","4","","","","","1","1009808","","1009808184",""
"100411","3","","","1","0.2","lsv_run","1009808","","1009808185",""
"100411","2","","0.8","-220","","-750","1009808","0","1009808186",""
"102011","4","","","","","0","1009808","","1009808187",""
"102011","3","","","1","0.2","lsv_run","1009808","","1009808188",""
"102011","2","","0.8","-235","","750","1009808","0","1009808189",""
"103611","4","","","","","1","1009808","","1009808190",""
"103611","3","","","1","0.2","lsv_run","1009808","","1009808191",""
"103611","2","","0.8","-250","","-850","1009808","0","1009808192",""
"0.6","93","","","","","","1009808","","1009808193",""
"100411","6","","1","1","0.2","1","1009808","0","1009808194","0"
"102011","6","","1","1","0.2","1","1009808","0","1009808195","0"
"103611","6","","1","1","0.2","1","1009808","0","1009808196","0"
"0","91","","","","","","1009808","","1009808197",""
"1","1","lsv_idle_normal","-750","102","1.95","103611","1009809","-235","1009809001","0"
"1","1","lsv_idle_normal","650","100","1.95","102011","1009809","-220","1009809002","1"
"1","1","lsv_idle_normal","750","101","1.95","100411","1009809","-250","1009809003","1"
"1","5","lsv_white_loop","0","0","1","333","1009809","0","1009809004","0"
"333","6","","1","1","0","1","1009809","0","1009809005","0"
"103611","6","","1","1","0","1","1009809","0","1009809006","0"
"102011","6","","1","1","0","1","1009809","0","1009809007","0"
"100411","6","","1","1","0","1","1009809","0","1009809008","0"
"103611","7","","0","0","","2","1009809","","1009809009",""
"103611","2","","0.5","-235","","-750","1009809","0","1009809010",""
"2","31","","10","-140","0","16","1009809","0.8","1009809011",""
"16","34","","0","0","","2","1009809","","1009809012",""
"1","93","","","","","0","1009809","","1009809013",""
"333","6","","1","1","0.8","1","1009809","0.4","1009809014","0"
"103611","3","","lsv_see_sad","0","0.2","lsv_see_sad_pre","1009809","1","1009809015","0"
"103611","2","","1.1","-235","","-600","1009809","0","1009809016",""
"103611","6","","1","1","0.4","1","1009809","1","1009809017","0"
"1","93","","","","","","1009809","","1009809018",""
"16","32","","","","","1","1009809","","1009809019",""
"0","91","","","","","","1009809","","1009809020",""
"103611","94","","0","260","","240","1009809","80","1009809021",""
"16","32","","","","","0","1009809","","1009809022",""
"103611","12","","","1","0","1","1009809","","1009809023","0"
"103611","7","","0","2","","0","1009809","","1009809024",""
"103611","3","","","1","0.2","lsv_walk_sad","1009809","","1009809025",""
"103611","2","","2","-235","","-250","1009809","0","1009809026",""
"102011","3","","","1","0.2","lsv_walk","1009809","","1009809027",""
"102011","2","","2","-220","","100","1009809","0","1009809028",""
"102011","6","","1","1","0.4","1","1009809","1","1009809029","0"
"100411","3","","","1","0.2","lsv_walk_talkR","1009809","","1009809030",""
"100411","2","","2","-250","","270","1009809","0","1009809031",""
"100411","6","","1","1","0.4","1","1009809","1","1009809032","0"
"2","93","","","","","","1009809","","1009809033",""
"103611","3","","","1","0.2","lsv_idle_normal","1009809","","1009809034",""
"102011","3","","","1","0.2","lsv_idle_normal","1009809","","1009809035",""
"100411","3","","","1","0.2","lsv_idle_sad","1009809","","1009809036",""
"0.5","93","","","","","","1009809","","1009809037",""
"0","91","","","","","","1009809","","1009809038",""
"100411","3","","","1","0.2","lsv_talk_sad","1009809","","1009809039",""
"vo_lsv","21","","0","0","","vo_lsv_0921","1009809","","1009809040",""
"100411","11","0","1","10","0","今天……\n發生了好多事情喔。","1009809","1","1009809041","0"
"0","91","","","","","","1009809","","1009809042",""
"100411","3","","","1","0.2","lsv_idle_sad","1009809","","1009809043",""
"102011","3","","","1","0.2","lsv_talk_wish_nervous","1009809","","1009809044",""
"vo_lsv","21","","0","0","","vo_lsv_0922","1009809","","1009809045",""
"102011","11","0","1","10","0","嗯……\n不過，能救出小繆\n真是太好了。","1009809","1","1009809046","0"
"0","91","","","","","","1009809","","1009809047",""
"102011","3","","","1","0.2","lsv_idle_wish_nervous","1009809","","1009809048",""
"100411","3","","","1","0.2","lsv_talk_sad","1009809","","1009809049",""
"vo_lsv","21","","0","0","","vo_lsv_0923","1009809","","1009809050",""
"100411","11","0","1","10","0","……雖然牠有點\n變小了。","1009809","1","1009809051","0"
"0","91","","","","","","1009809","","1009809052",""
"100411","3","","","1","0.2","lsv_idle_sad","1009809","","1009809053",""
"102011","3","","","1","0.2","lsv_talk_sad","1009809","","1009809054",""
"vo_lsv","21","","0","0","","vo_lsv_0924","1009809","","1009809055",""
"102011","11","0","1","10","0","……嗯。","1009809","1","1009809056","0"
"0","91","","","","","","1009809","","1009809057",""
"102011","3","","","1","0.2","lsv_idle_normal","1009809","","1009809058",""
"100411","3","","","1","0.2","lsv_idle_normal_talkR","1009809","","1009809059",""
"103611","3","","","1","0.2","lsv_talk_thinking","1009809","","1009809060",""
"vo_lsv","21","","0","0","","vo_lsv_0925","1009809","","1009809061",""
"103611","11","0","1","10","0","……小繆\n到底是什麼生物，\n雖然之前一直想不出來……","1009809","1","1009809062","0"
"0","91","","","","","","1009809","","1009809063",""
"103611","3","","","1","0.2","lsv_idle_thinking","1009809","","1009809064",""
"100411","3","","","1","0.2","lsv_talk_normal_suprise1","1009809","","1009809065",""
"vo_lsv","21","","0","0","","vo_lsv_0926","1009809","","1009809066",""
"100411","11","0","1","10","0","這下終於知道了呢。\n不過有點……\n不對，是非常令人驚訝呢。","1009809","1","1009809067","0"
"0","91","","","","","","1009809","","1009809068",""
"100411","3","","","1","0.2","lsv_idle_normal_talkR","1009809","","1009809069",""
"103611","3","","","1","0.2","lsv_talk_thinking_anger","1009809","","1009809070",""
"vo_lsv","21","","0","0","","vo_lsv_0927","1009809","","1009809071",""
"103611","11","0","1","10","0","能喚來幸福的生物……\n那就是小繆。","1009809","1","1009809072","0"
"0","91","","","","","","1009809","","1009809073",""
"103611","3","","","1","0.2","lsv_idle_sad","1009809","","1009809074",""
"102011","3","","","1","0.2","lsv_talk_sad","1009809","","1009809075",""
"vo_lsv","21","","0","0","","vo_lsv_0928","1009809","","1009809076",""
"102011","11","0","1","10","0","美美我們……\n接下來該怎麼辦呢？","1009809","1","1009809077","0"
"0","91","","","","","","1009809","","1009809078",""
"102011","3","","","1","0.2","lsv_idle_normal","1009809","","1009809079",""
"100411","3","","","1","0.2","lsv_talk_anger_dead","1009809","","1009809080",""
"vo_lsv","21","","0","0","","vo_lsv_0929","1009809","","1009809081",""
"100411","11","0","1","10","0","……不知道耶。","1009809","1","1009809082","0"
"0","91","","","","","","1009809","","1009809083",""
"100411","3","","","1","0.2","lsv_idle_anger_sad","1009809","","1009809084",""
"103611","3","","","1","0.2","lsv_talk_normal_sad","1009809","","1009809085",""
"vo_lsv","21","","0","0","","vo_lsv_0930","1009809","","1009809086",""
"103611","11","0","1","10","0","畢竟突然發生了\n這麼多事嘛。\n……冷靜不下來也是當然的。","1009809","1","1009809087","0"
"0","91","","","","","","1009809","","1009809088",""
"vo_lsv","21","","0","0","","vo_lsv_0931","1009809","","1009809089",""
"103611","11","0","1","10","0","總之，今天先休息吧。\n之後的事情，\n明天再來考慮吧。","1009809","1","1009809090","0"
"0","91","","","","","","1009809","","1009809091",""
"103611","3","","","1","0.2","lsv_idle_normal","1009809","","1009809092",""
"100411","3","","lsv_idle_normal_sad","0","0","lsv_agree_sad","1009809","1","1009809093","0.2"
"102011","3","","lsv_idle_normal_sad","0","0","lsv_agree_sad","1009809","1","1009809094","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0932","1009809","","1009809095",""
"100411","11","0","1","10","0","……嗯。","1009809","1","1009809096","0"
"102011","11","0","1","10","0","……嗯。","1009809","1","1009809097","0"
"0","91","","","","","","1009809","","1009809098",""
"0","22","","","1","0.2","0","1009809","","1009809099",""
"","102","","","","","","1009809","","1009809100",""
"0.2","93","","","","","","1009809","","1009809101",""
"103611","12","0","0","1","0","1","1009809","0","1009809102","0"
"103611","3","","","1","0.2","lsv_talk_normal_sad","1009809","","1009809103",""
"3","93","","","","","0","1009809","","1009809104",""
"103611","3","","","1","0.2","lsv_idle_normal","1009809","","1009809105",""
"102011","12","0","0","1","0","2","1009809","0","1009809106","0"
"102011","3","","","1","0.2","lsv_talk_bitter","1009809","","1009809107",""
"3","93","","","","","0","1009809","","1009809108",""
"102011","3","","","1","0.2","lsv_idle_sad_normal","1009809","","1009809109",""
"100411","12","0","0","1","0","4","1009809","0","1009809110","0"
"100411","3","","","1","0.2","lsv_idle_anger_sad","1009809","","1009809111",""
"3","93","","","","","0","1009809","","1009809112",""
"100411","3","","","1","0.2","lsv_idle_normal_sad","1009809","","1009809113",""
"1009809102","101","","","","","","1009809","","1009809114",""
"333","6","","1","1","1","1","1009809","0","1009809115","0"
"103611","4","","","","","1","1009809","","1009809116",""
"103611","3","","","1","0.2","lsv_run_sad","1009809","","1009809117",""
"103611","2","","0.8","-235","","-750","1009809","0","1009809118",""
"102011","4","","","","","0","1009809","","1009809119",""
"102011","3","","","1","0.2","lsv_run_sad","1009809","","1009809120",""
"102011","2","","0.8","-220","","750","1009809","0","1009809121",""
"100411","4","","","","","0","1009809","","1009809122",""
"100411","3","","","1","0.2","lsv_run_sad","1009809","","1009809123",""
"100411","2","","0.8","-250","","850","1009809","0","1009809124",""
"0.6","93","","","","","","1009809","","1009809125",""
"103611","6","","1","1","0.2","1","1009809","0","1009809126","0"
"102011","6","","1","1","0.2","1","1009809","0","1009809127","0"
"100411","6","","1","1","0.2","1","1009809","0","1009809128","0"
"0","91","","","","","","1009809","","1009809129",""
"1","1","lsv_idle_normal","-650","102","1.95","100411","1009810","-235","1009810001","0"
"1","1","lsv_idle_normal","650","100","1.95","102011","1009810","-220","1009810002","1"
"1","1","lsv_idle_normal","750","101","1.95","103611","1009810","-250","1009810003","1"
"1","5","lsv_white_loop","0","0","1","333","1009810","0","1009810004","0"
"333","6","","1","1","0","1","1009810","0","1009810005","0"
"100411","6","","1","1","0","1","1009810","0","1009810006","0"
"102011","6","","1","1","0","1","1009810","0","1009810007","0"
"103611","6","","1","1","0","1","1009810","0","1009810008","0"
"1","93","","","","","0","1009810","","1009810009",""
"333","6","","1","1","0.8","1","1009810","0.4","1009810010","0"
"100411","3","","","1","0.2","lsv_walk","1009810","","1009810011",""
"100411","2","","2","-235","","-200","1009810","0","1009810012",""
"100411","6","","1","1","0.4","1","1009810","1","1009810013","0"
"102011","3","","","1","0.2","lsv_walk","1009810","","1009810014",""
"102011","2","","2","-220","","100","1009810","0","1009810015",""
"102011","6","","1","1","0.4","1","1009810","1","1009810016","0"
"103611","3","","","1","0.2","lsv_walk","1009810","","1009810017",""
"103611","2","","2","-250","","270","1009810","0","1009810018",""
"103611","6","","1","1","0.4","1","1009810","1","1009810019","0"
"2","93","","","","","0","1009810","","1009810020",""
"100411","3","","","1","0.2","lsv_idle_normal","1009810","","1009810021",""
"102011","3","","","1","0.2","lsv_idle_normal","1009810","","1009810022",""
"103611","3","","","1","0.2","lsv_idle_normal","1009810","","1009810023",""
"0.6","93","","","","","0","1009810","","1009810024",""
"103611","3","","lsv_talk_guts2_anger_loop","0","0","lsv_talk_guts2_anger","1009810","1","1009810025","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1021","1009810","","1009810026",""
"103611","11","0","1","10","0","……都到這一步了，\n我們就負起責任到最後，\n讓牠好好地回去吧。","1009810","1","1009810027","0"
"0","91","","","","","","1009810","","1009810028",""
"103611","3","","","1","0.2","lsv_idle_guts2_anger","1009810","","1009810029",""
"102011","3","","","1","0.2","lsv_talk_joy3_dere","1009810","","1009810030",""
"vo_lsv","21","","0","0","","vo_lsv_1022","1009810","","1009810031",""
"102011","11","0","1","10","0","……說得沒錯。\n這是大家一起決定的嘛。","1009810","1","1009810032","0"
"0","91","","","","","","1009810","","1009810033",""
"102011","3","","","1","0.2","lsv_idle_sad_joynormal","1009810","","1009810034",""
"100411","3","","","1","0.2","lsv_talk_thinking","1009810","","1009810035",""
"vo_lsv","21","","0","0","","vo_lsv_1023","1009810","","1009810036",""
"100411","11","0","1","10","0","不過……\n在那之前還有事情要做喔。","1009810","1","1009810037","0"
"0","91","","","","","","1009810","","1009810038",""
"100411","3","","","1","0.2","lsv_idle_normal","1009810","","1009810039",""
"102011","3","","","1","0.2","lsv_idle_normal","1009810","","1009810040",""
"100411","3","","lsv_talk_guts2_loop","0","0","lsv_talk_guts2","1009810","1","1009810041","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1024","1009810","","1009810042",""
"100411","11","0","1","10","0","要讓小繆恢復活力，\n還有要特訓！\n讓牠回到那邊也不會有問題♪","1009810","1","1009810043","0"
"0","91","","","","","","1009810","","1009810044",""
"100411","3","","","1","0.2","lsv_idle_guts2_joy","1009810","","1009810045",""
"103611","3","","lsv_talk_doya_loop","0","0","lsv_talk_doya","1009810","1","1009810046","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1025","1009810","","1009810047",""
"103611","11","0","1","10","0","……還有很多很多\n該做的事情呢。\n我們也得加油才行。","1009810","1","1009810048","0"
"0","91","","","","","","1009810","","1009810049",""
"103611","3","","","1","0.2","lsv_idle_doya","1009810","","1009810050",""
"100411","3","","lsv_talk_cool_joy_loop","0","0","lsv_talk_cool_joy","1009810","1","1009810051","0.2"
