524e01c0e9322d8eb0ef1939444b44a481dd83b914210b5305f1ec7c1cb23e25,1967e68961505659085f6a7fa6d74b8c1ff8c5a711ddc1d7fae0ff9a5df80061,4a45bdb32674ccc458665a09d8c367ee2069e96af5128764621244bf6be85a6a,2ddfb6996797641c4839d6f72c709c08a94ee6275f4343a0ffb9ed2accc1e67b,bb8e29bcf995abc03d0a349f32e58d1c5935aedab0a418da63fd03cc3f09e14b,79d235ee1e1ce8182390fdc04e80fa2aa86848a863ab60010d3c05c3abeb23d1,7ab33f896a02c766bcddeb26bb21a03e3fa00595392346d40d9fb3f911a4cebd,3b087c96c5f0ab408ae6388c74b336188abba8322046c260bc82bc8d015c3027,3b38cd07646c3eb018cc49d08027eabf26b9a6dff65789c50ce6f00b41cc213c,21713c6933e32c5580c1aa93aff95db807784f78c6719e83c29a115bc682bec9,3739afe5ae943164534c82471c2790bbe9913b4505ad590697c0f83a0529b95b
"111","1","","22013","","0.2","","","3","wac_no_items","22013005"
"113","1","","22013","","0.2","","","3","wac_no_items","22013006"
"114","1","","22013","","0.2","","","3","wac_no_items","22013007"
"115","1","","22013","","0.2","","","3","wac_no_items","22013008"
"101711","-360","","22013","","","","0","2","-335","22013009"
"104311","-335","","22013","","","","0","2","-190","22013010"
"101011","-335","","22013","","","","0","2","190","22013011"
"101411","-360","","22013","","","","0","2","350","22013012"
"111","-360","","22013","","","","0","2","-335","22013013"
"113","-335","","22013","","","","0","2","-190","22013014"
"114","-335","","22013","","","","0","2","190","22013015"
"115","-360","","22013","","","","0","2","350","22013016"
"38","","","22013","","","","","32","0","22013017"
"41","","","22013","","","","","32","1","22013018"
"15","","","22013","","","","","32","0","22013019"
"0","","","22013","","","","","91","","22013020"
"1","202","wac_default_01","22111","-213","2","0","-108","1","101411","22111001"
"1","201","wac_default_03","22111","-213","2","0","-108","5","111","22111002"
"32","0","","22111","1","1","","0","31","32","22111003"
"33","0","","22111","1","0","","0","31","33","22111004"
"11","0","","22111","1","0","","0","31","11","22111005"
"101411","0","","22111","0","0.2","","","3","wac_paint_01","22111006"
"111","0","","22111","0","0.2","","","3","wac_paint_03","22111007"
"0","","","22111","","","","","93","0","22111008"
"11","","","22111","","","","","32","1","22111009"
"se_10035700","0","","22111","","","","","23","se_10035700_brush","22111010"
"101411","","","22111","","","","","13","300","22111011"
"1","","","22111","","","","","131","","22111012"
"101411","0","","22112","1","0.2","","wac_talk_sad_loop","3","wac_talk_sad_in","22112001"
"111","1","","22112","","0.2","","","3","wac_no_items","22112002"
"101411","-340","","22112","","","","0","2","200","22112003"
"111","-340","","22112","","","","0","2","200","22112004"
"32","","","22112","","","","","32","0","22112005"
"33","","","22112","","","","","32","1","22112006"
"11","","","22112","","","","","32","0","22112007"
"vo_wac_220923","0","","22112","","","","0","21","vo_wac_220923_000","22112008"
"101411","10","0.5","22112","1","0","0","1","11","呼……畫圖確實是挺開心的，\n但果然還是有點累了呢。","22112009"
"0","","","22112","","","","","91","","22112010"
"vo_wac_220923","0","","22112","","","","0","21","vo_wac_220923_001","22112011"
"101411","10","0.5","22112","1","0","0","1","11","我也應該多動動身體嗎？\n……像是嘗試跳舞？\n但名偵探風格的舞是什麼樣子呢……\n唔嗯……","22112012"
"0","","","22112","","","","","91","","22112013"
"0","","","22112","","","","","22","0","22112014"
"101411","1","","22113","","0.2","","","3","wac_idle_sad","22113001"
"111","1","","22113","","0.2","","","3","wac_no_items","22113002"
"101411","-340","","22113","","","","0","2","200","22113003"
"111","-340","","22113","","","","0","2","200","22113004"
"32","","","22113","","","","","32","0","22113005"
"33","","","22113","","","","","32","1","22113006"
"11","","","22113","","","","","32","0","22113007"
"0","","","22113","","","","","91","","22113008"
"1","202","wac_default_11","22211","-213","2","0","-108","1","102911","22211001"
"1","201","wac_default_13","22211","-213","2","0","-108","5","111","22211002"
"32","0","","22211","1","1","","0","31","32","22211003"
"33","0","","22211","1","0","","0","31","33","22211004"
"11","0","","22211","1","0","","0","31","11","22211005"
"102911","0","","22211","0","0.2","","","3","wac_paint_11","22211006"
"111","0","","22211","0","0.2","","","3","wac_paint_13","22211007"
"0.3","","","22211","","","","","93","0","22211008"
"11","","","22211","","","","","32","1","22211009"
"se_10035700","0","","22211","","","","","23","se_10035700_roller","22211010"
"102911","","","22211","","","","","13","300","22211011"
"1","","","22211","","","","","131","","22211012"
"102911","0","","22212","1","0.2","","wac_talk_wish_loop","3","wac_talk_wish_in","22212001"
"111","1","","22212","","0.2","","","3","wac_no_items","22212002"
"102911","-340","","22212","","","","0","2","200","22212003"
"111","-340","","22212","","","","0","2","200","22212004"
"32","","","22212","","","","","32","0","22212005"
"33","","","22212","","","","","32","1","22212006"
"11","","","22212","","","","","32","0","22212007"
"vo_wac_220924","0","","22212","","","","0","21","vo_wac_220924_000","22212008"
"102911","10","0.5","22212","1","0","0","1","11","完成了♪\n這次的成品也\n很有偶像的風格吧？\n你覺得如何呢？","22212009"
"0","","","22212","","","","","91","","22212010"
"vo_wac_220924","0","","22212","","","","0","21","vo_wac_220924_001","22212011"
"102911","10","0.5","22212","1","0","0","1","11","嘿嘿……謝謝♪\n既然是我們慈樂之音所繪製，\n成品自然不能讓粉絲們失望囉！","22212012"
"0","","","22212","","","","","91","","22212013"
"0","","","22212","","","","","22","0","22212014"
"102911","1","","22213","","0.2","","","3","wac_idle_wish","22213001"
"111","1","","22213","","0.2","","","3","wac_no_items","22213002"
"102911","-340","","22213","","","","0","2","200","22213003"
"111","-340","","22213","","","","0","2","200","22213004"
"32","","","22213","","","","","32","0","22213005"
"33","","","22213","","","","","32","1","22213006"
"11","","","22213","","","","","32","0","22213007"
"0","","","22213","","","","","91","","22213008"
"1","202","wac_default_01","22311","-213","2","0","-108","1","104211","22311001"
"1","201","wac_default_03","22311","-213","2","0","-108","5","111","22311002"
"32","0","","22311","1","1","","0","31","32","22311003"
"33","0","","22311","1","0","","0","31","33","22311004"
"11","0","","22311","1","0","","0","31","11","22311005"
"104211","0","","22311","0","0.2","","","3","wac_paint_01","22311006"
"111","0","","22311","0","0.2","","","3","wac_paint_03","22311007"
"0","","","22311","","","","","93","0","22311008"
"11","","","22311","","","","","32","1","22311009"
"se_10035700","0","","22311","","","","","23","se_10035700_brush","22311010"
"104211","","","22311","","","","","13","300","22311011"
"1","","","22311","","","","","131","","22311012"
"104211","0","","22312","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","22312001"
"111","1","","22312","","0.2","","","3","wac_no_items","22312002"
"104211","-340","","22312","","","","0","2","200","22312003"
"111","-340","","22312","","","","0","2","200","22312004"
"32","","","22312","","","","","32","0","22312005"
"33","","","22312","","","","","32","1","22312006"
"11","","","22312","","","","","32","0","22312007"
"vo_wac_220925","0","","22312","","","","0","21","vo_wac_220925_000","22312008"
"104211","10","0.5","22312","1","0","0","1","11","這樣就完成了。\n我最近已經能畫出漂亮的線條，\n上色也不會塗出去囉♪","22312009"
"0","","","22312","","","","","91","","22312010"
"vo_wac_220925","0","","22312","","","","0","21","vo_wac_220925_001","22312011"
"104211","10","0.5","22312","1","0","0","1","11","望和紡希好像也因為這份工作\n想出了很多新點子……\n這次機會讓我們成長許多呢♪","22312012"
"0","","","22312","","","","","91","","22312013"
"0","","","22312","","","","","22","0","22312014"
"104211","1","","22313","","0.2","","","3","wac_idle_smile","22313001"
"111","1","","22313","","0.2","","","3","wac_no_items","22313002"
"104211","-340","","22313","","","","0","2","200","22313003"
"111","-340","","22313","","","","0","2","200","22313004"
"32","","","22313","","","","","32","0","22313005"
"33","","","22313","","","","","32","1","22313006"
"11","","","22313","","","","","32","0","22313007"
"0","","","22313","","","","","91","","22313008"
"1","202","wac_default_11","22411","-213","2","0","-108","1","105411","22411001"
"1","201","wac_default_13","22411","-213","2","0","-108","5","111","22411002"
"32","0","","22411","1","1","","0","31","32","22411003"
"33","0","","22411","1","0","","0","31","33","22411004"
"11","0","","22411","1","0","","0","31","11","22411005"
"105411","0","","22411","0","0.2","","","3","wac_paint_11","22411006"
"111","0","","22411","0","0.2","","","3","wac_paint_13","22411007"
"0.3","","","22411","","","","","93","0","22411008"
"11","","","22411","","","","","32","1","22411009"
"se_10035700","0","","22411","","","","","23","se_10035700_roller","22411010"
"105411","","","22411","","","","","13","300","22411011"
"1","","","22411","","","","","131","","22411012"
"105411","0","","22412","1","0.2","","wac_talk_doya_loop","3","wac_talk_doya_in","22412001"
"111","1","","22412","","0.2","","","3","wac_no_items","22412002"
"105411","-340","","22412","","","","0","2","200","22412003"
"111","-340","","22412","","","","0","2","200","22412004"
"32","","","22412","","","","","32","0","22412005"
"33","","","22412","","","","","32","1","22412006"
"11","","","22412","","","","","32","0","22412007"
"vo_wac_220926","0","","22412","","","","0","21","vo_wac_220926_000","22412008"
"105411","10","0.5","22412","1","0","0","1","11","很好，這作品我很滿意！\n騎士先生，怎麼樣？\n不覺得怎麼看都無可挑剔嗎？","22412009"
"0","","","22412","","","","","91","","22412010"
"vo_wac_220926","0","","22412","","","","0","21","vo_wac_220926_001","22412011"
"105411","10","0.5","22412","1","0","0","1","11","嗯，對吧♪\n不枉我這麼努力拚命完成它……\n等等也來問問怜大人的感想，\n更加精進向上吧！","22412012"
"0","","","22412","","","","","91","","22412013"
"0","","","22412","","","","","22","0","22412014"
"105411","1","","22413","","0.2","","","3","wac_idle_doya","22413001"
"111","1","","22413","","0.2","","","3","wac_no_items","22413002"
"105411","-340","","22413","","","","0","2","200","22413003"
"111","-340","","22413","","","","0","2","200","22413004"
"32","","","22413","","","","","32","0","22413005"
"33","","","22413","","","","","32","1","22413006"
"11","","","22413","","","","","32","0","22413007"
"0","","","22413","","","","","91","","22413008"
"1","202","wac_default_01","22511","-213","2","0","-108","1","104011","22511001"
"1","201","wac_default_03","22511","-213","2","0","-108","5","111","22511002"
"32","0","","22511","1","1","","0","31","32","22511003"
"33","0","","22511","1","0","","0","31","33","22511004"
"11","0","","22511","1","0","","0","31","11","22511005"
"104011","0","","22511","0","0.2","","","3","wac_paint_01","22511006"
"111","0","","22511","0","0.2","","","3","wac_paint_03","22511007"
"0","","","22511","","","","","93","0","22511008"
"11","","","22511","","","","","32","1","22511009"
"se_10035700","0","","22511","","","","","23","se_10035700_brush","22511010"
"104011","","","22511","","","","","13","300","22511011"
"1","","","22511","","","","","131","","22511012"
"104011","0","","22512","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","22512001"
"111","1","","22512","","0.2","","","3","wac_no_items","22512002"
"104011","-340","","22512","","","","0","2","200","22512003"
"111","-340","","22512","","","","0","2","200","22512004"
"32","","","22512","","","","","32","0","22512005"
"33","","","22512","","","","","32","1","22512006"
"11","","","22512","","","","","32","0","22512007"
"vo_wac_220927","0","","22512","","","","0","21","vo_wac_220927_000","22512008"
"104011","10","0.5","22512","1","0","0","1","11","完成了……！\n果然一畫圖，心情就會平靜下來呢。\n雖然這種能安靜進行的工作\n本來就很適合我，也是原因之一……","22512009"
"0","","","22512","","","","","91","","22512010"
"vo_wac_220927","0","","22512","","","","0","21","vo_wac_220927_001","22512011"
"104011","10","0.5","22512","1","0","0","1","11","但在看過【森林守衛】的大家、\n以及好朋友社的人負責的部分後……\n就更覺得自己有參與真是太好了♪","22512012"
"0","","","22512","","","","","91","","22512013"
"0","","","22512","","","","","22","0","22512014"
"104011","1","","22513","","0.2","","","3","wac_idle_smile","22513001"
"111","1","","22513","","0.2","","","3","wac_no_items","22513002"
"104011","-340","","22513","","","","0","2","200","22513003"
"111","-340","","22513","","","","0","2","200","22513004"
"32","","","22513","","","","","32","0","22513005"
"33","","","22513","","","","","32","1","22513006"
"11","","","22513","","","","","32","0","22513007"
"0","","","22513","","","","","91","","22513008"
"1","202","wac_default_01","22611","-213","2","0","-108","1","106511","22611001"
"1","201","wac_default_03","22611","-213","2","0","-108","5","111","22611002"
"32","0","","22611","1","1","","0","31","32","22611003"
"33","0","","22611","1","0","","0","31","33","22611004"
"11","0","","22611","1","0","","0","31","11","22611005"
"106511","0","","22611","0","0.2","","","3","wac_paint_01","22611006"
"111","0","","22611","0","0.2","","","3","wac_paint_03","22611007"
"0","","","22611","","","","","93","0","22611008"
"11","","","22611","","","","","32","1","22611009"
"se_10035700","0","","22611","","","","","23","se_10035700_brush","22611010"
"106511","","","22611","","","","","13","300","22611011"
"1","","","22611","","","","","131","","22611012"
"106511","0","","22612","1","0.2","","wac_talk_doya_loop","3","wac_talk_doya_in","22612001"
"111","1","","22612","","0.2","","","3","wac_no_items","22612002"
"106511","-340","","22612","","","","0","2","200","22612003"
"111","-340","","22612","","","","0","2","200","22612004"
"32","","","22612","","","","","32","0","22612005"
"33","","","22612","","","","","32","1","22612006"
"11","","","22612","","","","","32","0","22612007"
"vo_wac_220928","0","","22612","","","","0","21","vo_wac_220928_000","22612008"
"106511","10","0.5","22612","1","0","0","1","11","我在畫圖時想到一件事，\n圖畫是平面的對吧？\n算是二次元的東西。","22612009"
"0","","","22612","","","","","91","","22612010"
"vo_wac_220928","0","","22612","","","","0","21","vo_wac_220928_001","22612011"
"106511","10","0.5","22612","1","0","0","1","11","但這樣會缺乏臨場感，\n所以我在想，是否能夠配合畫作\n破壞牆壁來製造凹凸。\n果然不行吧？感覺會被罵。","22612012"
"0","","","22612","","","","","91","","22612013"
"0","","","22612","","","","","22","0","22612014"
"106511","1","","22613","","0.2","","","3","wac_idle_doya","22613001"
"111","1","","22613","","0.2","","","3","wac_no_items","22613002"
"106511","-340","","22613","","","","0","2","200","22613003"
"111","-340","","22613","","","","0","2","200","22613004"
"32","","","22613","","","","","32","0","22613005"
"33","","","22613","","","","","32","1","22613006"
"11","","","22613","","","","","32","0","22613007"
"0","","","22613","","","","","91","","22613008"
"1","202","wac_default_31","22711","-205","2","0","-167","1","106511","22711001"
"1","254","wac_default_bot_41","22711","-350","2","0","-64","1","106711","22711002"
"1","252","wac_default_51","22711","-325","2","0","230","1","106611","22711003"
"1","201","wac_default_37","22711","-205","2","0","-167","5","111","22711004"
"1","253","wac_default_45","22711","-350","2","0","-64","5","112","22711005"
"1","251","wac_default_bot_53","22711","-325","2","0","230","5","113","22711006"
"106611","","","22711","","","","","13","300","22711007"
"106511","","","22711","","","","","13","300","22711008"
"106711","","","22711","","","","","13","300","22711009"
"36","0","","22711","1","1","","0","31","36","22711010"
"41","0","","22711","1","0","","0","31","41","22711011"
"15","0","","22711","1","0","","0","31","15","22711012"
"106511","0","","22711","0","0.2","","","3","wac_paint_31","22711013"
"111","0","","22711","0","0.2","","","3","wac_paint_37","22711014"
"106711","0","","22711","0","0.2","","","3","wac_paint_bot_41","22711015"
"112","0","","22711","0","0.2","","","3","wac_paint_45","22711016"
"106611","0","","22711","0","0.2","","","3","wac_paint_bot_51","22711017"
"113","0","","22711","0","0.2","","","3","wac_paint_bot_53","22711018"
"0","","","22711","","","","","93","0","22711019"
"15","","","22711","","","","","32","1","22711020"
"se_common","0","","22711","","","","","23","se_sys_login_birthday_calendar_smallbrush","22711021"
"1","","","22711","","","","","131","","22711022"
"106611","1","","22712","","0","","","3","wac_idle_doya","22712001"
"106511","1","","22712","","0","","","3","wac_idle_doya_surprise_L","22712002"
"106711","1","","22712","","0","","","3","wac_idle_smile","22712003"
"111","1","","22712","","0","","","3","wac_no_items","22712004"
"112","1","","22712","","0","","","3","wac_no_items","22712005"
"113","1","","22712","","0","","","3","wac_no_items","22712006"
"106611","-335","","22712","","","","0","2","190","22712007"
"106511","-360","","22712","","","","0","2","-190","22712008"
"106711","-360","","22712","","","","0","2","350","22712009"
"111","-335","","22712","","","","0","2","190","22712010"
"112","-360","","22712","","","","0","2","-190","22712011"
"113","-360","","22712","","","","0","2","350","22712012"
"36","","","22712","","","","","32","0","22712013"
"41","","","22712","","","","","32","1","22712014"
"15","","","22712","","","","","32","0","22712015"
"106611","0","","22712","1","0.2","","wac_talk_doya_loop","3","wac_talk_doya_in","22712016"
"vo_wac_220929","0","","22712","","","","0","21","vo_wac_220929_000","22712017"
"106611","10","0.5","22712","1","0","0","1","11","完成了！\n真是無可挑剔的最佳傑作……\n家族的各位應該拿我的畫\n來當作範本！","22712018"
"0","","","22712","","","","","91","","22712019"
"106611","1","","22712","1","0.2","","","3","wac_idle_doya","22712020"
"106711","0","","22712","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","22712021"
"vo_wac_220929","0","","22712","","","","0","21","vo_wac_220929_001","22712022"
"106711","10","0.5","22712","1","0","0","1","11","嗯……\n但顏色塗出去了，\n這邊線好像也沒畫好耶～？\n看來得好好指導妳一下了☆","22712023"
"0","","","22712","","","","","91","","22712024"
"106711","1","","22712","1","0.2","","","3","wac_idle_smile","22712025"
"106511","0","","22712","1","0.2","","wac_talk_doya_loop_surprise_L","3","wac_talk_doya_in_surprise_L","22712026"
"vo_wac_220929","0","","22712","","","","0","21","vo_wac_220929_002","22712027"
"106511","10","0.5","22712","1","0","0","1","11","雖說每次都這樣，\n但到底為什麼要在老大面前\n得寸進尺自爆呢……","22712028"
"0","","","22712","","","","","91","","22712029"
"0","","","22712","","","","","22","0","22712030"
"","","","22712","","","","","111","","22712031"
"106611","1","","22713","","0.2","","","3","wac_idle_doya","22713001"
"106511","1","","22713","","0.2","","","3","wac_idle_doya_surprise_L","22713002"
"106711","1","","22713","","0.2","","","3","wac_idle_smile","22713003"
"111","1","","22713","","0.2","","","3","wac_no_items","22713004"
"112","1","","22713","","0.2","","","3","wac_no_items","22713005"
"113","1","","22713","","0.2","","","3","wac_no_items","22713006"
"106611","-335","","22713","","","","0","2","190","22713007"
"106511","-360","","22713","","","","0","2","-190","22713008"
"106711","-360","","22713","","","","0","2","350","22713009"
"111","-335","","22713","","","","0","2","190","22713010"
"112","-360","","22713","","","","0","2","-190","22713011"
"113","-360","","22713","","","","0","2","350","22713012"
"36","","","22713","","","","","32","0","22713013"
"41","","","22713","","","","","32","1","22713014"
"15","","","22713","","","","","32","0","22713015"
"0","","","22713","","","","","91","","22713016"
"1","202","wac_default_01","22811","-212.75","2","0","-108","1","106711","22811001"
"1","201","wac_default_02","22811","-212.75","2","0","-108","5","111","22811002"
"32","0","","22811","1","1","","0","31","32","22811003"
"41","0","","22811","1","0","","0","31","41","22811004"
"11","0","","22811","1","0","","0","31","11","22811005"
"14","0","","22811","1","0","","0","31","14","22811006"
"18","0","","22811","1","0","","0","31","18","22811007"
"106711","0","","22811","0","0.2","","","3","wac_paint_01","22811008"
"111","0","","22811","0","0.2","","","3","wac_paint_02","22811009"
"0","","","22811","","","","","93","0","22811010"
"11","","","22811","","","","","32","1","22811011"
"se_10035700","0","","22811","","","","","23","se_10035700_brush","22811012"
"106711","","","22811","","","","","13","300","22811013"
"1","","","22811","","","","","131","","22811014"
"106711","0","","22812","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","22812001"
"111","1","","22812","","0.2","","","3","wac_no_items","22812002"
"106711","-350","","22812","","","","0","2","260","22812003"
"111","-350","","22812","","","","0","2","260","22812004"
"32","","","22812","","","","","32","0","22812005"
"41","","","22812","","","","","32","1","22812006"
"11","","","22812","","","","","32","0","22812007"
"14","","","22812","","","","","32","1","22812008"
"18","","","22812","","","","","32","1","22812009"
"1.8","","","22812","","","","","93","0","22812010"
"vo_wac_220930","0","","22812","","","","0","21","vo_wac_220930_000","22812011"
"106711","10","0.5","22812","1","0","0","1","11","好，完成了～☆\n在牆上畫圖和平時畫圖\n有很多差異，\n感覺很新鮮呢～","22812012"
"0","","","22812","","","","","91","","22812013"
"vo_wac_220930","0","","22812","","","","0","21","vo_wac_220930_001","22812014"
"106711","10","0.5","22812","1","0","0","1","11","嗯～突然覺得想再\n畫得更講究一點。\n來嘗試看看新的技巧吧！","22812015"
"0","","","22812","","","","","91","","22812016"
"0","","","22812","","","","","22","0","22812017"
"106711","1","","22813","","0.2","","","3","wac_idle_smile","22813001"
"111","1","","22813","","0.2","","","3","wac_no_items","22813002"
"106711","-350","","22813","","","","0","2","260","22813003"
"111","-350","","22813","","","","0","2","260","22813004"
"32","","","22813","","","","","32","0","22813005"
"41","","","22813","","","","","32","1","22813006"
"11","","","22813","","","","","32","0","22813007"
"14","","","22813","","","","","32","0","22813008"
"18","","","22813","","","","","32","1","22813009"
"0","","","22813","","","","","91","","22813010"
"1","202","wac_default_01","22911","-213","2","0","-108","1","102511","22911001"
"1","201","wac_default_01","22911","-213","2","0","-108","5","111","22911002"
"32","0","","22911","1","1","","0","31","32","22911003"
"33","0","","22911","1","0","","0","31","33","22911004"
"11","0","","22911","1","0","","0","31","11","22911005"
"102511","0","","22911","0","0.2","","","3","wac_paint_01","22911006"
"111","0","","22911","0","0.2","","","3","wac_paint_01","22911007"
"0","","","22911","","","","","93","0","22911008"
"11","","","22911","","","","","32","1","22911009"
"se_10035700","0","","22911","","","","","23","se_10035700_brush","22911010"
"102511","","","22911","","","","","13","300","22911011"
"1","","","22911","","","","","131","","22911012"
"102511","0","","22912","1","0.2","","wac_talk_wish_loop","3","wac_talk_wish_in","22912001"
"111","1","","22912","","0.2","","","3","wac_no_items","22912002"
"102511","-340","","22912","","","","0","2","200","22912003"
"111","-340","","22912","","","","0","2","200","22912004"
"32","","","22912","","","","","32","0","22912005"
"33","","","22912","","","","","32","1","22912006"
"11","","","22912","","","","","32","0","22912007"
"vo_wac_221001","0","","22912","","","","0","21","vo_wac_221001_000","22912008"
"102511","10","0.5","22912","1","0","0","1","11","呼……\n總算在不出包的情況下，\n完成漂亮的畫了♪","22912009"
"0","","","22912","","","","","91","","22912010"
"vo_wac_221001","0","","22912","","","","0","21","vo_wac_221001_001","22912011"
"102511","10","0.5","22912","1","0","0","1","11","這樣就能安心\n跟大小姐報告……咦？\n難道屁股全都沾到顏料了？\n又、又搞砸了啊～！？","22912012"
"0","","","22912","","","","","91","","22912013"
"0","","","22912","","","","","22","0","22912014"
"102511","1","","22913","","0.2","","","3","wac_idle_sad2","22913001"
"111","1","","22913","","0.2","","","3","wac_no_items","22913002"
"102511","-340","","22913","","","","0","2","200","22913003"
"111","-340","","22913","","","","0","2","200","22913004"
"32","","","22913","","","","","32","0","22913005"
"33","","","22913","","","","","32","1","22913006"
"11","","","22913","","","","","32","0","22913007"
"0","","","22913","","","","","91","","22913008"
"1","202","wac_default_11","23011","-213","2","0","-108","1","102311","23011001"
"1","201","wac_default_11","23011","-213","2","0","-108","5","111","23011002"
"32","0","","23011","1","1","","0","31","32","23011003"
"33","0","","23011","1","0","","0","31","33","23011004"
"11","0","","23011","1","0","","0","31","11","23011005"
"102311","0","","23011","0","0.2","","","3","wac_paint_11","23011006"
"111","0","","23011","0","0.2","","","3","wac_paint_11","23011007"
"0.3","","","23011","","","","","93","0","23011008"
"11","","","23011","","","","","32","1","23011009"
"se_10035700","0","","23011","","","","","23","se_10035700_roller","23011010"
"102311","","","23011","","","","","13","300","23011011"
"1","","","23011","","","","","131","","23011012"
"102311","0","","23012","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","23012001"
"111","1","","23012","","0.2","","","3","wac_no_items","23012002"
"102311","-340","","23012","","","","0","2","200","23012003"
"111","-340","","23012","","","","0","2","200","23012004"
"32","","","23012","","","","","32","0","23012005"
"33","","","23012","","","","","32","1","23012006"
"11","","","23012","","","","","32","0","23012007"
"vo_wac_221002","0","","23012","","","","0","21","vo_wac_221002_000","23012008"
"102311","10","0.5","23012","1","0","0","1","11","噗吉～全力揮～擊！\n嗯，完成了──！","23012009"
"0","","","23012","","","","","91","","23012010"
"vo_wac_221002","0","","23012","","","","0","21","vo_wac_221002_001","23012011"
"102311","10","0.5","23012","1","0","0","1","11","果然對於繪畫來說，\n乾脆俐落也是很重要的吧？\n一口氣的全力揮下去後，\n就畫出了漂亮的線條了呢♪","23012012"
"0","","","23012","","","","","91","","23012013"
"0","","","23012","","","","","22","0","23012014"
"102311","1","","23013","","0.2","","","3","wac_idle_smile","23013001"
"111","1","","23013","","0.2","","","3","wac_no_items","23013002"
"102311","-340","","23013","","","","0","2","200","23013003"
"111","-340","","23013","","","","0","2","200","23013004"
"32","","","23013","","","","","32","0","23013005"
"33","","","23013","","","","","32","1","23013006"
"11","","","23013","","","","","32","0","23013007"
"0","","","23013","","","","","91","","23013008"
"1","202","wac_default_01","23111","-213","2","0","-108","1","102111","23111001"
"1","201","wac_default_02","23111","-213","2","0","-108","5","111","23111002"
"32","0","","23111","1","1","","0","31","32","23111003"
"33","0","","23111","1","0","","0","31","33","23111004"
"11","0","","23111","1","0","","0","31","11","23111005"
"102111","0","","23111","0","0.2","","","3","wac_paint_01","23111006"
"111","0","","23111","0","0.2","","","3","wac_paint_02","23111007"
"0","","","23111","","","","","93","0","23111008"
"11","","","23111","","","","","32","1","23111009"
"se_10035700","0","","23111","","","","","23","se_10035700_brush","23111010"
"102111","","","23111","","","","","13","300","23111011"
"1","","","23111","","","","","131","","23111012"
"102111","0","","23112","1","0.2","","wac_talk_wish_loop","3","wac_talk_wish_in","23112001"
"111","1","","23112","","0.2","","","3","wac_no_items","23112002"
"102111","-340","","23112","","","","0","2","200","23112003"
"111","-340","","23112","","","","0","2","200","23112004"
"32","","","23112","","","","","32","0","23112005"
"33","","","23112","","","","","32","1","23112006"
"11","","","23112","","","","","32","0","23112007"
"vo_wac_221003","0","","23112","","","","0","21","vo_wac_221003_000","23112008"
"102111","10","0.5","23112","1","0","0","1","11","這，這樣就，完成了……！\n很努力畫出來了，你覺得怎麼樣呀，\n哥哥……？","23112009"
"0","","","23112","","","","","91","","23112010"
"vo_wac_221003","0","","23112","","","","0","21","vo_wac_221003_001","23112011"
"102111","10","0.5","23112","1","0","0","1","11","不輸給演戲般\n順利地畫好了嗎……？\n嘿嘿，真高興……♪\n謝謝你，哥哥。","23112012"
"0","","","23112","","","","","91","","23112013"
"0","","","23112","","","","","22","0","23112014"
"102111","1","","23113","","0.2","","","3","wac_idle_wish","23113001"
"111","1","","23113","","0.2","","","3","wac_no_items","23113002"
"102111","-340","","23113","","","","0","2","200","23113003"
"111","-340","","23113","","","","0","2","200","23113004"
"32","","","23113","","","","","32","0","23113005"
"33","","","23113","","","","","32","1","23113006"
"11","","","23113","","","","","32","0","23113007"
"0","","","23113","","","","","91","","23113008"
"1","204","wac_default_bot_31","23211","-325","2","0","-167","1","102511","23211001"
"1","202","wac_default_51","23211","-325","2","0","230","1","102811","23211002"
"1","256","wac_default_bot_81","23211","-350","2","0","-330","1","102111","23211003"
"1","254","wac_default_bot_71","23211","-350","2","0","340","1","102311","23211004"
"1","203","wac_default_bot_33","23211","-325","2","0","-167","5","111","23211005"
"1","201","wac_default_bot_53","23211","-325","2","0","230","5","113","23211006"
"1","255","wac_default_88","23211","-350","2","0","-330","5","114","23211007"
"1","253","wac_default_74","23211","-350","2","0","340","5","115","23211008"
"102111","","","23211","","","","","13","300","23211009"
"102311","","","23211","","","","","13","300","23211010"
"102811","","","23211","","","","","13","300","23211011"
"102511","","","23211","","","","","13","300","23211012"
"37","0","","23211","1","1","","0","31","37","23211013"
"41","0","","23211","1","0","","0","31","41","23211014"
"17","0","","23211","1","0","","0","31","17","23211015"
"102511","0","","23211","0","0.2","","","3","wac_paint_bot_31","23211016"
"111","0","","23211","0","0.2","","","3","wac_paint_bot_33","23211017"
"102811","0","","23211","0","0.2","","","3","wac_paint_bot_51","23211018"
"113","0","","23211","0","0.2","","","3","wac_paint_bot_53","23211019"
"102111","0","","23211","0","0.2","","","3","wac_paint_bot_81","23211020"
"114","0","","23211","0","0.2","","","3","wac_paint_88","23211021"
"102311","0","","23211","0","0.2","","","3","wac_paint_bot_71","23211022"
"115","0","","23211","0","0.2","","","3","wac_paint_74","23211023"
"0","","","23211","","","","","93","0","23211024"
"17","","","23211","","","","","32","1","23211025"
"se_common","0","","23211","","","","","23","se_sys_login_birthday_calendar_smallbrush","23211026"
