c1adb60c9252b7a1f5ba0e66a23e37e3c59d964b2e46dca4f50f0fcbe51a0b0e,df19b4c8aa6ed9301e44fc41938a0997687420a22769f1af043bec26045e6a77,577072809ba0ccb2d69f08a42b044cdf2a648fdcfd94528aa9d26c3acc4f15b9,27989063e85b4542fa3c13bd893901331d6c717946406dd38712a583788431a7,42275fcf13bd5e9c0b2ef8bebdba3d6d2ddfdd1fa8127e24e7ef80bc5459eff3,3e0e92e89ff2facd7a982167d46aa42536ccd6ead9f24fd6fbc515382845a27a,7ac168034fee9db6a305208de3dbb209db19362a521b1bb85131971a077c5dcc,6e4446e8cdf0e99d66423e35bb5ddf8b1c6c579c8c7c1e714697e81bc646f559,4df80098072eb20808d336cd9054a8fa4f7a28b9ad8aa38ec1adc3429872d6b2,8a8993d27086081fe8cffc91be21f52d39f5275ddb9a0ece2e7f343e39654efc,3df7f5fbc9c464429a23615ded301d4f2cf6da89e2b39a301f75a84998d2915b
"","","","","25314057","701","","","0","25314","32"
"","","","","25314058","0.4","","","","25314","93"
"0","","","","25314059","se_common","","","se_sys_login_birthday_cracker","25314","23"
"","","","","25314060","700","","","1","25314","32"
"0","","","","25314061","se_common","","","se_sys_login_birthday_calendar_applause","25314","23"
"0","0.2","","0.2","25314062","107111","wac_birthday_idle_normal","1","wac_birthday_clap","25314","3"
"","","","","25314063","0.1","","","","25314","93"
"0","0.2","","0.2","25314064","100511","wac_birthday_idle_smile","1","wac_birthday_clap","25314","3"
"","","","","25314065","0.1","","","","25314","93"
"0","0.2","","0.2","25314066","103711","wac_birthday_idle_smile","1","wac_birthday_clap","25314","3"
"","","","","25314067","2","","","","25314","93"
"","","","","25314068","1","","","","25314","131"
"0","","","","25314069","vo_wac_25314","0","","vo_wac_25314_000","25314","21"
"10","0","0.5","0","25314070","104711","1","1","你們今天竟然為我舉辦了\n這麼盛大的慶生會，\n無論是以個人還是團長的身分而言，\n我都十分開心。","25314","11"
"","","","","25314071","0","","","","25314","91"
"1","0.2","","","25314072","104711","","","wac_birthday_idle_wish","25314","3"
"1","0.2","","","25314073","107111","","","wac_birthday_talk_doya","25314","3"
"0","","","","25314074","vo_wac_25314","0","","vo_wac_25314_001","25314","21"
"10","0","0.5","0","25314075","107111","1","1","這是當然☆\n一切計畫都是由我克莉絲提娜\n所安排，毋庸置疑能滿足妳！","25314","11"
"","","","","25314076","0","","","","25314","91"
"1","0.2","","","25314077","107111","","","wac_birthday_idle_doya","25314","3"
"1","0.2","","","25314078","100511","","","wac_birthday_talk_sad_maturi","25314","3"
"0","","","","25314079","vo_wac_25314","0","","vo_wac_25314_002","25314","21"
"10","0","0.5","0","25314080","100511","1","1","……為了執行那個計畫，\n做得要死要活的\n是我們就是了。","25314","11"
"","","","","25314081","0","","","","25314","91"
"1","0.2","","","25314082","100511","","","wac_birthday_idle_normal","25314","3"
"1","0.2","","","25314083","104711","","","wac_birthday_talk_wish","25314","3"
"0","","","","25314084","vo_wac_25314","0","","vo_wac_25314_003","25314","21"
"10","0","0.5","0","25314085","104711","1","1","是這樣啊。\n小克莉絲以及各位，\n謝謝你們為了我這種人慶生。","25314","11"
"","","","","25314086","0","","","","25314","91"
"1","0.2","","","25314087","104711","","","wac_birthday_idle_wish","25314","3"
"1","0.2","","","25314088","103711","","","wac_birthday_talk_smile_tomo","25314","3"
"0","","","","25314089","vo_wac_25314","0","","vo_wac_25314_004","25314","21"
"10","0","0.5","0","25314090","103711","1","1","請不要說出「為了我這種人」\n這樣的話。\n我們是因為最喜歡純，\n才努力準備的啊♪","25314","11"
"","","","","25314091","0","","","","25314","91"
"1","0.2","","","25314092","103711","","","wac_birthday_idle_smile","25314","3"
"1","0.2","","","25314093","104711","","","wac_birthday_talk_wish","25314","3"
"0","","","","25314094","vo_wac_25314","0","","vo_wac_25314_005","25314","21"
"10","0","0.5","0","25314095","104711","1","1","呵呵，說得對，抱歉。\n能有這麼棒的夥伴們，\n我身為【王宮騎士團】的團長\n還真是幸福啊……","25314","11"
"","","","","25314096","0","","","","25314","91"
"","","","","25314097","0","","","","25314","22"
"","","","","26214001","bgm_M321","","","bgm_M321_2C","26214","25"
"250","2","wac_birthday_idle_normal","0","26214002","1","-1000","-70","103811","26214","1"
"256","2","wac_birthday_idle_smile","1","26214003","1","200","-270","103311","26214","1"
"258","2","wac_birthday_idle_kyapi","1","26214004","1","315","-310","105211","26214","1"
"257","2","wac_birthday_idle_normal","1","26214005","1","450","-290","102611","26214","1"
"","","","","26214006","103811","","","300","26214","13"
"","","","","26214007","103311","","","300","26214","13"
"","","","","26214008","105211","","","300","26214","13"
"","","","","26214009","102611","","","300","26214","13"
"0","1","","","26214010","600","0","1","600","26214","31"
"0","0","","","26214011","602","0","1","602","26214","31"
"0","0","","","26214012","603","0","1","603","26214","31"
"30","1","","","26214013","604","60","1","604","26214","31"
"0","1","","","26214014","614","0","1","614","26214","31"
"0","0","","","26214015","700","0","1","700","26214","31"
"0","0","","","26214016","701","0","1","701","26214","31"
"0","0","","","26214017","702","0","1","702","26214","31"
"0","0","","","26214018","800","0","1","800","26214","31"
"30","1","","","26214019","942","60","1","942","26214","31"
"","","","","26214020","1","","","","26214","93"
"0","0.2","","0.2","26214021","105211","wac_birthday_reaction_04","1","wac_birthday_reaction_01","26214","3"
"","","","","26214022","0.1","","","","26214","93"
"0","0.2","","0.2","26214023","103311","wac_birthday_reaction_01","1","wac_birthday_reaction_03","26214","3"
"0","0.2","","0.2","26214024","102611","wac_birthday_reaction_03","1","wac_birthday_reaction_02","26214","3"
"","","","","26214025","0.3","","","","26214","93"
"1","0.2","","","26214026","103811","","","wac_birthday_run_01","26214","3"
"-70","","","","26214027","103811","3","","0","26214","2"
"","","","","26214028","2.5","","","","26214","93"
"","","","","26214029","602","","","1","26214","32"
"","","","","26214030","0.6","","","","26214","93"
"","","","","26214031","600","","","0","26214","32"
"","","","","26214032","614","","","0","26214","32"
"","","","","26214033","604","","","0","26214","32"
"","","","","26214034","701","","","1","26214","32"
"0","","","","26214035","942","0.01","","0","26214","33"
"0","0.2","","0.2","26214036","103811","wac_birthday_wish_05","1","wac_birthday_blowout_03","26214","3"
"-330","","","","26214037","103811","0.01","","-200","26214","2"
"1","0.2","","","26214038","103311","","","wac_birthday_idle_smile","26214","3"
"-320","","","","26214039","103311","0.01","","180","26214","2"
"1","0.2","","","26214040","105211","","","wac_birthday_idle_kyapi","26214","3"
"-360","","","","26214041","105211","0.01","","285","26214","2"
"1","0.2","","","26214042","102611","","","wac_birthday_idle_normal","26214","3"
"-340","","","","26214043","102611","0.01","","425","26214","2"
"","","","","26214044","0","","","","26214","93"
"","","","","26214045","800","","","1","26214","32"
"","","","","26214046","0.7","","","","26214","93"
"","","","","26214047","702","","","1","26214","32"
"","","","","26214048","0.5","","","","26214","93"
"0","","","","26214049","se_common","","","se_sys_login_birthday_blow_candle","26214","23"
"","","","","26214050","701","","","0","26214","32"
"","","","","26214051","0.4","","","","26214","93"
"0","","","","26214052","se_common","","","se_sys_login_birthday_cracker","26214","23"
"","","","","26214053","700","","","1","26214","32"
"0","","","","26214054","se_common","","","se_sys_login_birthday_calendar_applause","26214","23"
"0","0.2","","0.2","26214055","103311","wac_birthday_idle_smile","1","wac_birthday_clap","26214","3"
"","","","","26214056","0.1","","","","26214","93"
"0","0.2","","0.2","26214057","105211","wac_birthday_idle_kyapi","1","wac_birthday_clap","26214","3"
"","","","","26214058","0.1","","","","26214","93"
"0","0.2","","0.2","26214059","102611","wac_birthday_idle_normal","1","wac_birthday_clap","26214","3"
"","","","","26214060","2","","","","26214","93"
"","","","","26214061","1","","","","26214","131"
"0","","","","26214062","vo_wac_26214","0","","vo_wac_26214_000","26214","21"
"10","0","0.5","0","26214063","103811","1","1","哇，這感覺是\n繪本裡會出現的那種\n大蛋糕耶，莫非是為了\n我的生日……？","26214","11"
"","","","","26214064","0","","","","26214","91"
"1","0.2","","","26214065","103811","","","wac_birthday_idle_wish","26214","3"
"1","0.2","","","26214066","103311","","","wac_birthday_talk_smile","26214","3"
"0","","","","26214067","vo_wac_26214","0","","vo_wac_26214_001","26214","21"
"10","0","0.5","0","26214068","103311","1","1","就是啊！\n生日快樂，栞栞！\n這個蛋糕使用了妳最愛的\n牧場特製食材喔！","26214","11"
"","","","","26214069","0","","","","26214","91"
"1","0.2","","","26214070","103311","","","wac_birthday_idle_smile","26214","3"
"1","0.2","","","26214071","105211","","","wac_birthday_talk_kyapi","26214","3"
"0","","","","26214072","vo_wac_26214","0","","vo_wac_26214_002","26214","21"
"10","0","0.5","0","26214073","105211","1","1","除了我，他和小鈴\n也都很用心準備喔♪\n呵呵，大家都說是為了小栞～\n所以卯足了全力呢。","26214","11"
"","","","","26214074","26214073","","","","26214","91"
"1","0.2","","","26214075","105211","","","wac_birthday_idle_kyapi","26214","3"
"1","0.2","","","26214076","102611","","","wac_birthday_talk_normal","26214","3"
"0","","","","26214077","vo_wac_26214","0","","vo_wac_26214_003","26214","21"
"10","0","0.5","0","26214078","102611","1","1","如、如果是為了小栞，\n我也可以努力的。\n生日快樂，小栞，\n平常很謝謝妳的照顧。","26214","11"
"","","","","26214079","0","","","","26214","91"
"1","0.2","","","26214080","103811","","","wac_birthday_talk_wish","26214","3"
"1","0.2","","","26214081","102611","","","wac_birthday_idle_normal","26214","3"
"0","","","","26214082","vo_wac_26214","0","","vo_wac_26214_004","26214","21"
"10","0","0.5","0","26214083","103811","1","1","鈴……各位，\n真是謝謝你們。\n沒想到你也來了，\n我好開心喔。","26214","11"
"","","","","26214084","0","","","","26214","91"
"","","","","26214085","0","","","","26214","22"
"","","","","26224001","bgm_M321","","","bgm_M321_2C","26224","25"
"250","2","wac_birthday_idle_normal","0","26224002","1","-1000","-70","101411","26224","1"
"256","2","wac_birthday_idle_kyapi","1","26224003","1","200","-270","101711","26224","1"
"258","2","wac_birthday_idle_wish","1","26224004","1","315","-310","101011","26224","1"
"257","2","wac_birthday_idle_normal","1","26224005","1","450","-290","104311","26224","1"
"","","","","26224006","101411","","","300","26224","13"
"","","","","26224007","101711","","","300","26224","13"
"","","","","26224008","101011","","","300","26224","13"
"","","","","26224009","104311","","","300","26224","13"
"0","1","","","26224010","601","0","1","601","26224","31"
"0","0","","","26224011","602","0","1","602","26224","31"
"0","0","","","26224012","603","0","1","603","26224","31"
"30","1","","","26224013","604","60","1","604","26224","31"
"0","1","","","26224014","614","0","1","614","26224","31"
"0","0","","","26224015","700","0","1","700","26224","31"
"0","0","","","26224016","701","0","1","701","26224","31"
"0","0","","","26224017","702","0","1","702","26224","31"
"0","0","","","26224018","800","0","1","800","26224","31"
"30","1","","","26224019","943","60","1","943","26224","31"
"","","","","26224020","1","","","","26224","93"
"0","0.2","","0.2","26224021","101011","wac_birthday_reaction_04","1","wac_birthday_reaction_01","26224","3"
"","","","","26224022","0.1","","","","26224","93"
"0","0.2","","0.2","26224023","101711","wac_birthday_reaction_01","1","wac_birthday_reaction_03","26224","3"
"0","0.2","","0.2","26224024","104311","wac_birthday_reaction_03","1","wac_birthday_reaction_02","26224","3"
"","","","","26224025","0.3","","","","26224","93"
"1","0.2","","","26224026","101411","","","wac_birthday_run_01","26224","3"
"-70","","","","26224027","101411","3","","0","26224","2"
"","","","","26224028","2.5","","","","26224","93"
"","","","","26224029","602","","","1","26224","32"
"","","","","26224030","0.6","","","","26224","93"
"","","","","26224031","601","","","0","26224","32"
"","","","","26224032","614","","","0","26224","32"
"","","","","26224033","604","","","0","26224","32"
"","","","","26224034","701","","","1","26224","32"
"0","","","","26224035","943","0.01","","0","26224","33"
"0","0.2","","0.2","26224036","101411","wac_birthday_wish_kasumi","1","wac_birthday_blowout_01_kasumi","26224","3"
"-330","","","","26224037","101411","0.01","","-200","26224","2"
"1","0.2","","","26224038","101711","","","wac_birthday_idle_kyapi","26224","3"
"-320","","","","26224039","101711","0.01","","180","26224","2"
"1","0.2","","","26224040","101011","","","wac_birthday_idle_wish","26224","3"
"-360","","","","26224041","101011","0.01","","285","26224","2"
"1","0.2","","","26224042","104311","","","wac_birthday_idle_normal","26224","3"
"-340","","","","26224043","104311","0.01","","425","26224","2"
"","","","","26224044","0","","","","26224","93"
"","","","","26224045","800","","","1","26224","32"
"","","","","26224046","0.7","","","","26224","93"
"","","","","26224047","702","","","1","26224","32"
"","","","","26224048","0.5","","","","26224","93"
"0","","","","26224049","se_common","","","se_sys_login_birthday_blow_candle","26224","23"
"","","","","26224050","701","","","0","26224","32"
"","","","","26224051","0.4","","","","26224","93"
"0","","","","26224052","se_common","","","se_sys_login_birthday_cracker","26224","23"
"","","","","26224053","700","","","1","26224","32"
"0","","","","26224054","se_common","","","se_sys_login_birthday_calendar_applause","26224","23"
"0","0.2","","0.2","26224055","101711","wac_birthday_idle_kyapi","1","wac_birthday_clap","26224","3"
"","","","","26224056","0.1","","","","26224","93"
"0","0.2","","0.2","26224057","101011","wac_birthday_idle_wish","1","wac_birthday_clap","26224","3"
"","","","","26224058","0.1","","","","26224","93"
"0","0.2","","0.2","26224059","104311","wac_birthday_idle_normal","1","wac_birthday_clap","26224","3"
"","","","","26224060","2","","","","26224","93"
"","","","","26224061","1","","","","26224","131"
"0","","","","26224062","vo_wac_26224","0","","vo_wac_26224_000","26224","21"
"10","0","0.5","0","26224063","101411","1","1","哇，這個蛋糕好奢華啊，\n嗯……他們準備了蛋糕等著，\n然後再叫我過來……根據我的推理，\n這、這是為了我嗎？","26224","11"
"","","","","26224064","0","","","","26224","91"
"1","0.2","","","26224065","101411","","","wac_birthday_idle_normal","26224","3"
"1","0.2","","","26224066","101711","","","wac_birthday_talk_kyapi","26224","3"
"0","","","","26224067","vo_wac_26224","0","","vo_wac_26224_001","26224","21"
"10","0","0.5","0","26224068","101711","1","1","沒錯，今天是霞的生日～♪\n不愧是名偵探呢～！\n我們趕快來唱歌跳舞\n慶生吧～♪","26224","11"
"","","","","26224069","0","","","","26224","91"
"1","0.2","","","26224070","101711","","","wac_birthday_idle_kyapi","26224","3"
"1","0.2","","","26224071","101011","","","wac_birthday_talk_wish","26224","3"
"0","","","","26224072","vo_wac_26224","0","","vo_wac_26224_002","26224","21"
"10","0","0.5","0","26224073","101011","1","1","就是啊♪\n大家一起跳舞慶祝吧♪\n王子先生也為了妳\n一起幫忙準備喔♪","26224","11"
"","","","","26224074","26224073","","","","26224","91"
"1","0.2","","","26224075","101011","","","wac_birthday_idle_wish","26224","3"
"1","0.2","","","26224076","104311","","","wac_birthday_talk_normal","26224","3"
"0","","","","26224077","vo_wac_26224","0","","vo_wac_26224_003","26224","21"
"10","0","0.5","0","26224078","104311","1","1","生日快樂，霞！\n是說公主妳真的要跳舞嗎？\n這樣的話霞也一起跳吧！\n大家一起跳比較開心♪","26224","11"
"","","","","26224079","0","","","","26224","91"
"1","0.2","","","26224080","101411","","","wac_birthday_talk_normal","26224","3"
"1","0.2","","","26224081","104311","","","wac_birthday_idle_normal","26224","3"
"0","","","","26224082","vo_wac_26224","0","","vo_wac_26224_004","26224","21"
"10","0","0.5","0","26224083","101411","1","1","不、不用那麼著急吧……！\n原來助手先生也來了啊？\n你竟然特地來替我慶生，\n我……嗯，我很開心喔。","26224","11"
"","","","","26224084","0","","","","26224","91"
"","","","","26224085","0","","","","26224","22"
"","","","","26234001","bgm_M321","","","bgm_M321_2C","26234","25"
"250","2","wac_birthday_idle_normal","0","26234002","1","-1000","-70","109411","26234","1"
"256","2","wac_birthday_idle_smile","1","26234003","1","230","-270","109211","26234","1"
"257","2","wac_birthday_idle_kyapi","1","26234004","1","410","-310","109311","26234","1"
"","","","","26234005","109411","","","300","26234","13"
"","","","","26234006","109211","","","300","26234","13"
"","","","","26234007","109311","","","300","26234","13"
"0","1","","","26234008","601","0","1","601","26234","31"
"0","0","","","26234009","602","0","1","602","26234","31"
"0","0","","","26234010","603","0","1","603","26234","31"
"30","1","","","26234011","604","60","1","604","26234","31"
"0","1","","","26234012","614","0","1","614","26234","31"
"0","0","","","26234013","700","0","1","700","26234","31"
"0","0","","","26234014","701","0","1","701","26234","31"
"0","0","","","26234015","702","0","1","702","26234","31"
"0","0","","","26234016","800","0","1","800","26234","31"
"30","1","","","26234017","944","60","1","944","26234","31"
"","","","","26234018","1","","","","26234","93"
"0","0.2","","0.2","26234019","109311","wac_birthday_reaction_03","1","wac_birthday_reaction_02","26234","3"
"","","","","26234020","0.1","","","","26234","93"
"0","0.2","","0.2","26234021","109211","wac_birthday_reaction_04","1","wac_birthday_reaction_01","26234","3"
"","","","","26234022","0.3","","","","26234","93"
"1","0.2","","","26234023","109411","","","wac_birthday_run_01","26234","3"
"-70","","","","26234024","109411","3","","0","26234","2"
"","","","","26234025","2.5","","","","26234","93"
"","","","","26234026","602","","","1","26234","32"
"","","","","26234027","0.6","","","","26234","93"
"","","","","26234028","601","","","0","26234","32"
"","","","","26234029","614","","","0","26234","32"
"","","","","26234030","604","","","0","26234","32"
"","","","","26234031","701","","","1","26234","32"
"0","","","","26234032","944","0.01","","0","26234","33"
"0","0.2","","0.2","26234033","109411","wac_birthday_wish_gurea","1","wac_birthday_blowout_03","26234","3"
"-330","","","","26234034","109411","0.01","","-200","26234","2"
"1","0.2","","","26234035","109211","","","wac_birthday_idle_smile","26234","3"
"-320","","","","26234036","109211","0.01","","180","26234","2"
"1","0.2","","","26234037","109311","","","wac_birthday_idle_kyapi","26234","3"
"-340","","","","26234038","109311","0.01","","320","26234","2"
"","","","","26234039","0","","","","26234","93"
"","","","","26234040","800","","","1","26234","32"
"","","","","26234041","0.7","","","","26234","93"
"","","","","26234042","702","","","1","26234","32"
"","","","","26234043","0.5","","","","26234","93"
"0","","","","26234044","se_common","","","se_sys_login_birthday_blow_candle","26234","23"
"","","","","26234045","701","","","0","26234","32"
"","","","","26234046","0.4","","","","26234","93"
"0","","","","26234047","se_common","","","se_sys_login_birthday_cracker","26234","23"
"","","","","26234048","700","","","1","26234","32"
"0","","","","26234049","se_common","","","se_sys_login_birthday_calendar_applause","26234","23"
"0","0.2","","0.2","26234050","109211","wac_birthday_idle_smile","1","wac_birthday_clap","26234","3"
"","","","","26234051","0.1","","","","26234","93"
"0","0.2","","0.2","26234052","109311","wac_birthday_idle_kyapi","1","wac_birthday_clap","26234","3"
"","","","","26234053","2","","","","26234","93"
"","","","","26234054","1","","","","26234","131"
"0","","","","26234055","vo_wac_26234","0","","vo_wac_26234_000","26234","21"
"10","0","0.5","0","26234056","109411","1","1","呃……那個……\n那個蛋糕……","26234","11"
"","","","","26234057","0","","","","26234","91"
"1","0.2","","","26234058","109411","","","wac_birthday_idle_wish","26234","3"
"1","0.2","","","26234059","109211","","","wac_birthday_talk_smile","26234","3"
"0","","","","26234060","vo_wac_26234","0","","vo_wac_26234_001","26234","21"
"10","0","0.5","0","26234061","109211","1","1","古蕾婭！生日快樂──！\n從鮮奶油到麵團\n全都是我親手做的！\n當然也沒有用魔法喔！","26234","11"
"","","","","26234062","0","","","","26234","91"
"1","0.2","","","26234063","109211","","","wac_birthday_idle_smile","26234","3"
"1","0.2","","","26234064","109311","","","wac_birthday_talk_kyapi","26234","3"
"0","","","","26234065","vo_wac_26234","0","","vo_wac_26234_002","26234","21"
"10","0","0.5","0","26234066","109311","1","1","露也很努力喔──！\n露一直在裝飾水果，\n裝飾裝飾裝飾個不停！","26234","11"
"","","","","26234067","0","","","","26234","91"
"1","0.2","","","26234068","109311","","","wac_birthday_idle_kyapi","26234","3"
"1","0.2","","","26234069","109411","","","wac_birthday_talk_wish","26234","3"
"0","","","","26234070","vo_wac_26234","0","","vo_wac_26234_003","26234","21"
"10","0","0.5","0","26234071","109411","1","1","呵呵，謝謝妳們……\n還有你……\n我很不會說話……不過，\n我可以說上無數次謝謝呢。","26234","11"
"","","","","26234072","0","","","","26234","91"
"","","","","26234073","0","","","","26234","22"
"","","","","27014001","bgm_M321","","","bgm_M321_2C","27014","25"
"250","2","wac_birthday_idle_normal","0","27014002","1","-1000","-70","104811","27014","1"
"256","2","wac_birthday_idle_doya","1","27014003","1","200","-270","103211","27014","1"
"258","2","wac_birthday_idle_smile","1","27014004","1","315","-310","104611","27014","1"
"257","2","wac_birthday_idle_kyapi_yukari","1","27014005","1","450","-290","103411","27014","1"
"","","","","27014006","104811","","","300","27014","13"
"","","","","27014007","103211","","","300","27014","13"
"","","","","27014008","104611","","","300","27014","13"
"","","","","27014009","103411","","","300","27014","13"
"0","1","","","27014010","600","0","1","600","27014","31"
"0","0","","","27014011","602","0","1","602","27014","31"
"0","0","","","27014012","603","0","1","603","27014","31"
"30","1","","","27014013","604","60","1","604","27014","31"
"0","1","","","27014014","614","0","1","614","27014","31"
"0","0","","","27014015","700","0","1","700","27014","31"
"0","0","","","27014016","701","0","1","701","27014","31"
"0","0","","","27014017","702","0","1","702","27014","31"
"0","0","","","27014018","800","0","1","800","27014","31"
"30","1","","","27014019","945","60","1","945","27014","31"
"","","","","27014020","1","","","","27014","93"
"0","0.2","","0.2","27014021","104611","wac_birthday_reaction_03","1","wac_birthday_reaction_01","27014","3"
"","","","","27014022","0.1","","","","27014","93"
"0","0.2","","0.2","27014023","103211","wac_birthday_reaction_01","1","wac_birthday_reaction_03","27014","3"
"0","0.2","","0.2","27014024","103411","wac_birthday_reaction_04_yukari","1","wac_birthday_reaction_02_yukari","27014","3"
"","","","","27014025","0.3","","","","27014","93"
"1","0.2","","","27014026","104811","","","wac_birthday_run_01","27014","3"
"-70","","","","27014027","104811","3","","0","27014","2"
"","","","","27014028","2.5","","","","27014","93"
"","","","","27014029","602","","","1","27014","32"
"","","","","27014030","0.6","","","","27014","93"
"","","","","27014031","600","","","0","27014","32"
"","","","","27014032","614","","","0","27014","32"
"","","","","27014033","604","","","0","27014","32"
"","","","","27014034","701","","","1","27014","32"
"0","","","","27014035","945","0.01","","0","27014","33"
"0","0.2","","0.2","27014036","104811","wac_birthday_wish_05","1","wac_birthday_blowout_03","27014","3"
"-330","","","","27014037","104811","0.01","","-200","27014","2"
"1","0.2","","","27014038","103211","","","wac_birthday_idle_doya","27014","3"
"-320","","","","27014039","103211","0.01","","180","27014","2"
"1","0.2","","","27014040","104611","","","wac_birthday_idle_smile","27014","3"
"-360","","","","27014041","104611","0.01","","285","27014","2"
"1","0.2","","","27014042","103411","","","wac_birthday_idle_kyapi_yukari","27014","3"
"-340","","","","27014043","103411","0.01","","425","27014","2"
"","","","","27014044","0","","","","27014","93"
"","","","","27014045","800","","","1","27014","32"
"","","","","27014046","0.7","","","","27014","93"
"","","","","27014047","702","","","1","27014","32"
"","","","","27014048","0.5","","","","27014","93"
"0","","","","27014049","se_common","","","se_sys_login_birthday_blow_candle","27014","23"
"","","","","27014050","701","","","0","27014","32"
"","","","","27014051","0.4","","","","27014","93"
"0","","","","27014052","se_common","","","se_sys_login_birthday_cracker","27014","23"
"","","","","27014053","700","","","1","27014","32"
"0","","","","27014054","se_common","","","se_sys_login_birthday_calendar_applause","27014","23"
"0","0.2","","0.2","27014055","103211","wac_birthday_idle_doya","1","wac_birthday_clap","27014","3"
"","","","","27014056","0.1","","","","27014","93"
"0","0.2","","0.2","27014057","104611","wac_birthday_idle_smile","1","wac_birthday_clap","27014","3"
"","","","","27014058","0.1","","","","27014","93"
"0","0.2","","0.2","27014059","103411","wac_birthday_idle_kyapi_yukari","1","wac_birthday_clap_yukari","27014","3"
"","","","","27014060","2","","","","27014","93"
"","","","","27014061","1","","","","27014","131"
"0","","","","27014062","vo_wac_27014","0","","vo_wac_27014_000","27014","21"
"10","0","0.5","0","27014063","104811","1","1","我一開始聽到的時候好驚訝，\n謝謝你們\n今天來替我慶生♪\n還準備了這麼精美的蛋糕……","27014","11"
"","","","","27014064","0","","","","27014","91"
"1","0.2","","","27014065","104811","","","wac_birthday_idle_wish","27014","3"
"1","0.2","","","27014066","103211","","","wac_birthday_talk_doya","27014","3"
"0","","","","27014067","vo_wac_27014","0","","vo_wac_27014_001","27014","21"
"10","0","0.5","0","27014068","103211","1","1","妳太見外了，美冬！\n我們可是名聲\n響徹天下的\n【墨丘利財團】唷？","27014","11"
"","","","","27014069","0","","","","27014","91"
"1","0.2","","","27014070","103211","","","wac_birthday_idle_doya","27014","3"
"1","0.2","","","27014071","104611","","","wac_birthday_talk_smile","27014","3"
"0","","","","27014072","vo_wac_27014","0","","vo_wac_27014_002","27014","21"
"10","0","0.5","0","27014073","104611","1","1","出生的日子雖然不同！\n但是我們有志一同，\n都想賺大錢讓世界更好！","27014","11"
"","","","","27014074","27014073","","","","27014","91"
"1","0.2","","","27014075","104611","","","wac_birthday_idle_smile","27014","3"
"1","0.2","","","27014076","103411","","","wac_birthday_talk_kyapi_yukari","27014","3"
"0","","","","27014077","vo_wac_27014","0","","vo_wac_27014_003","27014","21"
"10","0","0.5","0","27014078","103411","1","1","所以幫夥伴慶生\n就要用蛋糕和麥酒\n盛大又歡樂地辦一場啊♪\n……嗝。","27014","11"
"","","","","27014079","0","","","","27014","91"
"1","0.2","","","27014080","104811","","","wac_birthday_talk_normal","27014","3"
"1","0.2","","","27014081","103411","","","wac_birthday_idle_kyapi_yukari","27014","3"
"0","","","","27014082","vo_wac_27014","0","","vo_wac_27014_004","27014","21"
"10","0","0.5","0","27014083","104811","1","1","有、有人在乾杯前就醉了……\n不過這麼熱鬧\n才是我們的風格啊，\n你也這樣想吧？呵呵♪","27014","11"
"","","","","27014084","0","","","","27014","91"
"","","","","27014085","0","","","","27014","22"
"","","","","27814001","bgm_M321","","","bgm_M321_2C","27814","25"
"250","2","wac_birthday_idle_normal","0","27814002","1","-1000","-70","104511","27814","1"
"256","2","wac_birthday_idle_normal","1","27814003","1","170","-260","105311","27814","1"
"259","2","wac_birthday_idle_smile","1","27814004","1","270","-310","105511","27814","1"
"257","2","wac_birthday_idle_kyapi","1","27814005","1","400","-270","103011","27814","1"
"258","2","wac_birthday_idle_smile","1","27814006","1","510","-310","100811","27814","1"
"","","","","27814007","104511","","","300","27814","13"
"","","","","27814008","105311","","","300","27814","13"
"","","","","27814009","105511","","","300","27814","13"
"","","","","27814010","103011","","","300","27814","13"
"","","","","27814011","100811","","","300","27814","13"
"0","1","","","27814012","600","0","1","600","27814","31"
"0","0","","","27814013","602","0","1","602","27814","31"
"0","0","","","27814014","603","0","1","603","27814","31"
"30","1","","","27814015","604","60","1","604","27814","31"
"0","1","","","27814016","614","0","1","614","27814","31"
"0","0","","","27814017","700","0","1","700","27814","31"
"0","0","","","27814018","701","0","1","701","27814","31"
"0","0","","","27814019","702","0","1","702","27814","31"
"0","0","","","27814020","800","0","1","800","27814","31"
"30","1","","","27814021","946","60","1","946","27814","31"
"","","","","27814022","1","","","","27814","93"
"0","0.2","","0.2","27814023","105511","wac_birthday_reaction_04","1","wac_birthday_reaction_03","27814","3"
"0","0.2","","0.2","27814024","105311","wac_birthday_reaction_03","1","wac_birthday_reaction_01","27814","3"
"","","","","27814025","0.1","","","","27814","93"
"0","0.2","","0.2","27814026","103011","wac_birthday_reaction_03","1","wac_birthday_reaction_05","27814","3"
"0","0.2","","0.2","27814027","100811","wac_birthday_reaction_01","1","wac_birthday_reaction_04","27814","3"
"","","","","27814028","0.3","","","","27814","93"
"1","0.2","","","27814029","104511","","","wac_birthday_run_01","27814","3"
"-70","","","","27814030","104511","3","","0","27814","2"
"","","","","27814031","2.5","","","","27814","93"
"","","","","27814032","602","","","1","27814","32"
"","","","","27814033","0.6","","","","27814","93"
"","","","","27814034","600","","","0","27814","32"
"","","","","27814035","614","","","0","27814","32"
"","","","","27814036","604","","","0","27814","32"
"","","","","27814037","701","","","1","27814","32"
"0","","","","27814038","946","0.01","","0","27814","33"
"0","0.2","","0.2","27814039","104511","wac_birthday_wish_04","1","wac_birthday_blowout_03","27814","3"
"-330","","","","27814040","104511","0.01","","-200","27814","2"
