tbl,idx,stat
"v1_cad69cfb7dbd4fbd2cf73104c93d9fca66fd9a8ad760d3c33d6fcc5a20d8423a","v1_cad69cfb7dbd4fbd2cf73104c93d9fca66fd9a8ad760d3c33d6fcc5a20d8423a_0_99c7e0ec7ba8dd7bbd6876a97f393bafce95ad25bd234602c2269a1f26b2bd72","1 1"
"v1_99f6c52553958c9b6d1708afa558fa5a9951cdc74bcbafbec2cbbce91072f413","v1_99f6c52553958c9b6d1708afa558fa5a9951cdc74bcbafbec2cbbce91072f413_0_bb8ab59d85a3d074f7e1b0762b2885fc16cc9ebb1014d9295840c1e7efc8d499","3 2"
"v1_99f6c52553958c9b6d1708afa558fa5a9951cdc74bcbafbec2cbbce91072f413","v1_99f6c52553958c9b6d1708afa558fa5a9951cdc74bcbafbec2cbbce91072f413_0_940cc971358d3595742a7350ac098ae22c45d213c9939306d77cfe5a6b1dbc9d","3 2"
"v1_44d6431ed9e09acd24b864e48c43ff5e3d6820a36ed5c852b4c0a615b9c65f77","","5"
"v1_cd5845bb612ba85a7a7c5eee6204dcf253ea510faf6e2fe7195d8a68de172cd1","","13"
"v1_20bfd0ffc348b252cd17df6c3afb8eb5485a3e239cc1b4e7fbaf24834249c953","","204"
"v1_8acc828a793d0fd1bf124d6deca5c9b369295b1dbc87f65ee652d07db28b4248","","4"
"v1_5c79a737c524ec90b97b45e9eb3d848d6c800327660e042477548f9320988928","v1_5c79a737c524ec90b97b45e9eb3d848d6c800327660e042477548f9320988928_0_2274ce793280dbbb355666519280bf6b939c80168ca680f0149eb2eeedcf5f0e","3482 349"
"v1_a99755d1ad8875d09eb957a657b39dee528500675190427d2f78f1c90c348fc9","sqlite_autoindex_v1_a99755d1ad8875d09eb957a657b39dee528500675190427d2f78f1c90c348fc9_1","30 5 1"
"v1_0b161fa4e55842d31e76fb51c9bd6cb5013cd922b00530c17be61cc3e1c36465","v1_0b161fa4e55842d31e76fb51c9bd6cb5013cd922b00530c17be61cc3e1c36465_0_96a22a2171730a50dc383c9a583e4a09254f170ec3c80b47566ddadfc50a867d","98 2"
"v1_e729a362fbda0cc002e0c666c9946da481f6a6ed0d34ef4f2f85b6ed5e91c21b","","13"
"v1_ecd660a6a10a9dbe48ab07aa7acd24774fa323d28515b9c49688bb1fbe1c43e1","","11"
"v1_28618c17451936fe5c4740b50d9efc6b8a6c12c031c401884cab5acd4cfba1cf","","15"
"v1_61071b05b088846b0467d13354fdfbab92b6b9f335795015cabc8251c71bf79e","","15"
"v1_f2c4aa7ac0bfdbae729dad0668ee037b6af8476bb2ff02f21364c6dbdde8d9e6","v1_f2c4aa7ac0bfdbae729dad0668ee037b6af8476bb2ff02f21364c6dbdde8d9e6_0_d641ca83bb034b6bf1b4c64f090e2f49ebee97c95cb444d8116500c702fecf80","59 2"
"v1_f2c4aa7ac0bfdbae729dad0668ee037b6af8476bb2ff02f21364c6dbdde8d9e6","v1_f2c4aa7ac0bfdbae729dad0668ee037b6af8476bb2ff02f21364c6dbdde8d9e6_0_cf57dbfe575b0420cf4a70c99d81c6897cfab15a33af736ab5e5383a437dfaed","59 1"
"v1_f042c3a4ac181b88078bf6bcef37516b9f57907d76acfad08388bd72ac2c99a4","","54"
"v1_902051a6ecf515ca7d661c4148f4a25932a00d4749ce4fa6f2ee6878f3b840a5","v1_902051a6ecf515ca7d661c4148f4a25932a00d4749ce4fa6f2ee6878f3b840a5_0_7b302394c387815d1a9e8d733e1000de211dce7e22e84ddec506d012c97fc124","885 21"
"v1_c7fe960985c146771574bfc4a0a2e4ad6b8f3259fefb0fa1098abfc70aaa5a64","v1_c7fe960985c146771574bfc4a0a2e4ad6b8f3259fefb0fa1098abfc70aaa5a64_0_005528e9e79ee744617fe2e47423d494a9e2a030264c192fdcb73c43aae272eb","17 5"
"v1_c7fe960985c146771574bfc4a0a2e4ad6b8f3259fefb0fa1098abfc70aaa5a64","sqlite_autoindex_v1_c7fe960985c146771574bfc4a0a2e4ad6b8f3259fefb0fa1098abfc70aaa5a64_1","17 5 1"
"v1_1badee5fef94ddc7a6d28d0966be0c7a7b312ca01bf171a37ed7344517347222","","1"
"v1_843661d1d79d3c4c1bdcf80c10e4e188cdac38e6588a646d500f592465fa7096","","880"
"v1_ec0edf3a61c1347218a67eabc8c50ec55e488894233d237395fb5ae9a1b90799","v1_ec0edf3a61c1347218a67eabc8c50ec55e488894233d237395fb5ae9a1b90799_0_4430158acf660c45de6752b4735eb9294b0e89f720e9926badccd30624e8b2f1_1_fe7ace9052205641774d52435547d2a309ee32ad9705b8bd2483db31926e9add","389 26 3"
"v1_ec0edf3a61c1347218a67eabc8c50ec55e488894233d237395fb5ae9a1b90799","v1_ec0edf3a61c1347218a67eabc8c50ec55e488894233d237395fb5ae9a1b90799_0_4430158acf660c45de6752b4735eb9294b0e89f720e9926badccd30624e8b2f1","389 26"
"v1_842f6b4c1393d530566233e126a5b8fdf84f1f91508356bd25026ec77ebb78d8","","2"
"v1_ca68bb76dcbd067e9295e49e2282922a46d88d2590a5fc929311417dcc0f4db5","v1_ca68bb76dcbd067e9295e49e2282922a46d88d2590a5fc929311417dcc0f4db5_0_e6ab22112a902a361133688fe981c53e5cfe3a9d24693a8ac01b99646d45017e","4 2"
"v1_ca68bb76dcbd067e9295e49e2282922a46d88d2590a5fc929311417dcc0f4db5","v1_ca68bb76dcbd067e9295e49e2282922a46d88d2590a5fc929311417dcc0f4db5_0_8a3b555dfecd233fd9dd659dc988a55f35b2b0faa0b391f207ab15ec1acbca74","4 1"
"v1_f118d51857791781ec5f3d57a0fed30bd9992d1d8e0195ad1f4b79c1b15fa75b","","60"
"v1_521039100fc887c4929b7ea2e416d08a553e3328531a240b655fd4fdb227d2a5","","60"
"v1_a5799252291668e77370d74bf1045e200b99db07ed8bf44f54d1dd21f9b175fa","v1_a5799252291668e77370d74bf1045e200b99db07ed8bf44f54d1dd21f9b175fa_0_b4a4c5a3741e024f0654fac8cf0af97abb0278e5e3da0234e1dbe09b6e334584","12 2"
"v1_4ed1231a43fa0acda63d45a7a257f6966f3a1ef7e541048d79ddc4890371db2b","v1_4ed1231a43fa0acda63d45a7a257f6966f3a1ef7e541048d79ddc4890371db2b_0_2e14aa7161b194113f26d8af18bbe929bbe6dce29f6843577589fc5c90b52a55","66 3"
"v1_4ed1231a43fa0acda63d45a7a257f6966f3a1ef7e541048d79ddc4890371db2b","sqlite_autoindex_v1_4ed1231a43fa0acda63d45a7a257f6966f3a1ef7e541048d79ddc4890371db2b_1","66 3 1"
"v1_376896dd39eb92d59080f0090cd9659d11d8a571a37898df133e144cfea69fe5","","36"
"v1_8b3fa778d1f7b12a6af5462b7e5903580a14f5c9870761cdb94429a81aefae3a","v1_8b3fa778d1f7b12a6af5462b7e5903580a14f5c9870761cdb94429a81aefae3a_0_206dfe1ff254fc430fd87d42f1c8fe0c83a67931a553b6df62c6273e51e2fa91","54 6"
"v1_f6febbf682a9db8a4cc9848485ffdaa21b12a48e3f7c181ef5bb2b752eb250d8","v1_f6febbf682a9db8a4cc9848485ffdaa21b12a48e3f7c181ef5bb2b752eb250d8_0_e6548a3466daa08d7c29a4ffb15fa3fa8a01a9d020b6f0aee02393ea34c18f12","3066 7"
"v1_0eda1868274e010a0800df5d3d1f63b0f18d5d5d420c0a93cd8a86ef2216637c","","2612"
"v1_1fb13dc33a4cd15d66028803d4a645d2af65559a5965ec162c1bad1ccefd230f","","109"
"v1_ff95eba610e5cfd49f9a9354190846090963420056b2a2225e139dda2057402b","v1_ff95eba610e5cfd49f9a9354190846090963420056b2a2225e139dda2057402b_0_a1a8fe9e3492b49d547f488b43e11973a9611200eacec3167c7fbb59e9a17a19","17968 15"
"v1_96223c7bbbcf04dd1e892b6ae728bf24abe842908b166eaed6c5252c9e44f294","v1_96223c7bbbcf04dd1e892b6ae728bf24abe842908b166eaed6c5252c9e44f294_0_6f133ab80e18f77b6427f595470c447db45ef857a6799283be6194e3dc67481a","4 1"
"v1_f839b48a1408fb950bcb94f57dae91f8e459a72104d0eeac2151df29bc7345b7","v1_f839b48a1408fb950bcb94f57dae91f8e459a72104d0eeac2151df29bc7345b7_0_74025079333617ec6363455a80620b7c69bac0e47ebc9bc7c0bad8e064f3479d_1_ddb6e48bb990078f36e8c5166d885bb28b1446a5041ac5ef14221de7b1c193a4","16 16 8"
"v1_f839b48a1408fb950bcb94f57dae91f8e459a72104d0eeac2151df29bc7345b7","v1_f839b48a1408fb950bcb94f57dae91f8e459a72104d0eeac2151df29bc7345b7_0_74025079333617ec6363455a80620b7c69bac0e47ebc9bc7c0bad8e064f3479d","16 16"
"v1_442d9345e37e1ffc9c6f9c1d7bf795c2549bb31a7c21fecd96aeac1b49597a9c","","2"
"v1_d167ebbe7e89a96d20d195e276e6cd0ad0b0848d22f654aa45c39e29a5d72661","v1_d167ebbe7e89a96d20d195e276e6cd0ad0b0848d22f654aa45c39e29a5d72661_0_1db83e4be2ecf520b6d39bd7f5634c83fba05294b6822466e8afb6987c8f8738","326 2"
"v1_d167ebbe7e89a96d20d195e276e6cd0ad0b0848d22f654aa45c39e29a5d72661","sqlite_autoindex_v1_d167ebbe7e89a96d20d195e276e6cd0ad0b0848d22f654aa45c39e29a5d72661_1","326 2 1"
"v1_42cf1839f7ca2dfc0eea8942c0dfc7d87f7cbd1c4e3498c68484cb5466fdc1e5","","38"
"v1_8066f3adf30fd98042f1f852036789c61036cbc90bd18e5852ff6e5b0df7b789","","116"
"v1_ef2dd926f20118011ec0f375dee8f511a6bf040aab078b21aa6afa07ee326fb5","v1_ef2dd926f20118011ec0f375dee8f511a6bf040aab078b21aa6afa07ee326fb5_0_99255866d7ff99056829a73c0077175be965b1dbedbaff4e79f8afb43bbdd88b","15 2"
"v1_793d6a1b5efbec3b5709fa4f1de7c3d1d21f07037df59d7e84e9623ad6cffb32","","1"
"v1_306da84729b920c9952c554addd216d00e5dc4dea1b704e43fa77a44080270bd","","14"
"v1_7969de614944aceb0256a6e57170f4faf093b063c0ceae12c0f4147940c35870","v1_7969de614944aceb0256a6e57170f4faf093b063c0ceae12c0f4147940c35870_0_ccf12dc6c797f01abd0becb80e4e202d556dd4fc3fd24013deaf172081065bda","53 7"
"v1_7969de614944aceb0256a6e57170f4faf093b063c0ceae12c0f4147940c35870","sqlite_autoindex_v1_7969de614944aceb0256a6e57170f4faf093b063c0ceae12c0f4147940c35870_1","53 7 1"
"v1_293dc454565cb2ca51fb4c857a1ebf1f18b1e44ecd5b9723421148bf4d8c6d14","","10"
"v1_2f257c25f0c626ee38836c977c89cc8ca3e14e7492421b51c93e6c558073af43","v1_2f257c25f0c626ee38836c977c89cc8ca3e14e7492421b51c93e6c558073af43_0_26a47d71d87eb5a84ab6170557139aee183064ac7a17277de990a9fa2fec676f","90 1"
"v1_b4ba234c050b85975ca743dd0c63307e1ea7eb48fed35a1021bec2982a1ef3f6","","4"
"v1_df95519630c59b9e9c87aa58c2242d1da9d441f3eaaa8fede43e731eb24ce6d0","v1_df95519630c59b9e9c87aa58c2242d1da9d441f3eaaa8fede43e731eb24ce6d0_0_12029eaa2b3c160ab8596821c00874ff0ce7c2fbb302ee7f8064c12c6e45fee0","1650 165"
"v1_484b477f63312c6e0024f627601957c58234118ca536eaadd2864194d114d0fc","","4"
"v1_d7c18aa565b46dea415797fcf53e596d1dd848872453d3cc7131a61e9459a3fb","sqlite_autoindex_v1_d7c18aa565b46dea415797fcf53e596d1dd848872453d3cc7131a61e9459a3fb_1","15 15 1"
"v1_db730eb46314147ba2a4f9dace89057ecd722b8dbd800fcf882da6f96ecbb76f","v1_db730eb46314147ba2a4f9dace89057ecd722b8dbd800fcf882da6f96ecbb76f_0_149b04ea53fe83daa63f7e4c29eb4282206f8ae097bb142085b5daecd1f7198a","22 6"
"v1_db730eb46314147ba2a4f9dace89057ecd722b8dbd800fcf882da6f96ecbb76f","v1_db730eb46314147ba2a4f9dace89057ecd722b8dbd800fcf882da6f96ecbb76f_0_2ae7d23ecc39f536d3e3e12be8e6e37c26bf976fdba89897781d5369130e488b","22 22"
"v1_f624e45176f84fc9405ec7e33c2263f00f657aeb9fe09b8c1370ec86fd6a549b","v1_f624e45176f84fc9405ec7e33c2263f00f657aeb9fe09b8c1370ec86fd6a549b_0_754c46db8f39c7acb4f7372635f875386c5376f2a88bdf2832ca226adec94255","456 2"
"v1_f624e45176f84fc9405ec7e33c2263f00f657aeb9fe09b8c1370ec86fd6a549b","v1_f624e45176f84fc9405ec7e33c2263f00f657aeb9fe09b8c1370ec86fd6a549b_0_3c695e85f75ac6cbe4c2c431135545fece475bd12b058f70c09ba6940f8f94d1","456 3"
"v1_f624e45176f84fc9405ec7e33c2263f00f657aeb9fe09b8c1370ec86fd6a549b","sqlite_autoindex_v1_f624e45176f84fc9405ec7e33c2263f00f657aeb9fe09b8c1370ec86fd6a549b_1","456 3 1"
"v1_d1dca6374094c6b86b562bfc5e84fbf0e46a7e776caa548976a667537d18ba07","","40"
"v1_5fc813dd9af4daf882018ffe5eebabc780ce43aa891ef92bd96adfa834d1f893","v1_5fc813dd9af4daf882018ffe5eebabc780ce43aa891ef92bd96adfa834d1f893_0_e560be91365105b5eae26eb53614cd768bfdd61470f9617d7ed65f43930762ab","62 7"
"v1_5fc813dd9af4daf882018ffe5eebabc780ce43aa891ef92bd96adfa834d1f893","v1_5fc813dd9af4daf882018ffe5eebabc780ce43aa891ef92bd96adfa834d1f893_0_e560be91365105b5eae26eb53614cd768bfdd61470f9617d7ed65f43930762ab_1_a82216d53f75ba69699779d6c764e648a752692d3f46d1544d094f5016691442","62 7 1"
"v1_5177ee399aa36bb6726147682614cca09542771d00f2ae395a62471d23f116c1","v1_5177ee399aa36bb6726147682614cca09542771d00f2ae395a62471d23f116c1_0_f8f75ef373b0c5c09a1675d6003afb18a3f611979c76cf83927dbfb906ed4b73","11 2"
"v1_17ac54b1a2bc57f887ed3b1eaf4c349c8ecb1f5ebfa2d6aa0cc80f2810370221","","193"
"v1_3b3bb4ee5cfb412de58b68f8c6dcf0b6623d576e47677cf54118de9d369ea8ff","v1_3b3bb4ee5cfb412de58b68f8c6dcf0b6623d576e47677cf54118de9d369ea8ff_0_6a40bc242efa59364f6914749de5022dfbd0d4f76bfdc21d2b267a5530e5a2a5","92 6"
"v1_ae73c1c8113acd867eb2b0b6a6ef8b9e4c975fc6617cc5b6ef03e17ae9788adf","sqlite_autoindex_v1_ae73c1c8113acd867eb2b0b6a6ef8b9e4c975fc6617cc5b6ef03e17ae9788adf_1","3 3 1"
"v1_a2fb97581ea462999e81e0ebfc1b6d7eebeec3f8780ff547f65a83be5328ab83","","180"
"v1_201799cf3d0cd5a165e6ebe5e49579920d25ce7ee91dd33d29aa1e8fee53ddec","v1_201799cf3d0cd5a165e6ebe5e49579920d25ce7ee91dd33d29aa1e8fee53ddec_0_8849b202b2539f249ac5da8aa9a09659a7454e299dd0e565dc3b1e7d15893b63","5 3"
"v1_41a3bdde2f4d4a696197a3b45912f787bda56ccf31017f98af92557f6cf81fc1","sqlite_autoindex_v1_41a3bdde2f4d4a696197a3b45912f787bda56ccf31017f98af92557f6cf81fc1_1","3 3 1"
"v1_5d2ac9e6bb08a44c217974be00c533399e81955462e8466aaf1a661f8cac61bd","","3"
"v1_e9bc2ca48322cb415b67ff8b1360747231e80ff51bd3b184d6f85806d58b83a3","v1_e9bc2ca48322cb415b67ff8b1360747231e80ff51bd3b184d6f85806d58b83a3_0_6ef102867a90d9f007cefba490a8e44ddb0671472651dc54d6c1c351ab955c93","12 12"
"v1_857224c27ee8a28bc562c880fae05b8860d6a3baff5b46d851b30aad758077a5","v1_857224c27ee8a28bc562c880fae05b8860d6a3baff5b46d851b30aad758077a5_0_4db000e31844a4bc3f048fb41a23a6c010d95665706f89b48a3afa3bf5a53833","50 13"
"v1_e5662312f9d57ebafb8f497406bd99ba16509ddcb7d4c95ffbe0876fff228334","v1_e5662312f9d57ebafb8f497406bd99ba16509ddcb7d4c95ffbe0876fff228334_0_2ddebeb433969e76e955048d064c8edab2d7d4053b9bc26dc5194087a7ccf59f","11218 2"
"v1_4878a807a30975d7f5c9af8efd1990859df15b309ffd0dad66f2f268a2a8209a","v1_4878a807a30975d7f5c9af8efd1990859df15b309ffd0dad66f2f268a2a8209a_0_b5f715d8cbb952d22dfd960900e34d04d0ad963b8742649617cd5a2bdcfd3265","92 1"
"v1_4878a807a30975d7f5c9af8efd1990859df15b309ffd0dad66f2f268a2a8209a","sqlite_autoindex_v1_4878a807a30975d7f5c9af8efd1990859df15b309ffd0dad66f2f268a2a8209a_1","92 1 1"
"v1_22d3bbe9aaddad99f8a58ed3bf9174b18310dbfef5182e2b223b045c488972de","","2217"
"v1_c5390acad540f3b0268181a44d5eb772915c55cc9bb84ee68ca152023a5828a5","sqlite_autoindex_v1_c5390acad540f3b0268181a44d5eb772915c55cc9bb84ee68ca152023a5828a5_1","68 68 1"
"v1_ac83f5b0a622bda9e82ef73941960f4efd8326b340bdd04d2927ef47dc12f56b","v1_ac83f5b0a622bda9e82ef73941960f4efd8326b340bdd04d2927ef47dc12f56b_0_b1afea1125672562dca987150ccc5d5da174fd4a46a3e333c83cfcd4c573cdfa","89 23"
"v1_56ea827bac80677f7d8e757de6f87bef7989245465417925e1b8a4e05477013d","","1"
"v1_bfe6194049878bdf2231840cf2c0942385eacb675728ec1b5734b80fedcbd886","v1_bfe6194049878bdf2231840cf2c0942385eacb675728ec1b5734b80fedcbd886_0_1d42a8a01b5aacb8ee39b4274556b534bf63b6194975e5c96e7c009de91010a7_1_7096ebc558e06927946ef0ef089a9b437e91317847416cce2a4654076d64fc7d","20 7 3"
"v1_bfe6194049878bdf2231840cf2c0942385eacb675728ec1b5734b80fedcbd886","v1_bfe6194049878bdf2231840cf2c0942385eacb675728ec1b5734b80fedcbd886_0_1d42a8a01b5aacb8ee39b4274556b534bf63b6194975e5c96e7c009de91010a7","20 7"
"v1_bbef5acf958100b903d88ce69271db5ccd634f9faed00c98a2bf8fac540d570c","v1_bbef5acf958100b903d88ce69271db5ccd634f9faed00c98a2bf8fac540d570c_0_9e4ffdf21703a67bcce25f8d9a2b9b6aed873b7418ee515e73ff4269af647006","1492 2"
"v1_bbef5acf958100b903d88ce69271db5ccd634f9faed00c98a2bf8fac540d570c","v1_bbef5acf958100b903d88ce69271db5ccd634f9faed00c98a2bf8fac540d570c_0_1b173a1c7ffa793163153d93007df4c749651a16d59a016882440e0656d676c1","1492 2"
"v1_e3f76526a77ab5e2612b0b88edee0726494a73104ec7ef76f893d40f3ee25d8a","","465"
"v1_f808cf6d954705b5aa8d098dfc3ca1894ac96016f4a9279e5764eeabcb904a3a","","57"
"v1_cfa418d31ef75f01da37a5d7fa90431079c3b96d316933ca60b02a49fce56e03","v1_cfa418d31ef75f01da37a5d7fa90431079c3b96d316933ca60b02a49fce56e03_0_b5be3f37d77419a50b8e4b4f0dddb4fdea4c18c7bfd2575e4ce0bf382e820c7c","5 5"
"v1_1fca7ca7d1550b756611d11ccf042f4ca1233c824b3698a1386822c05408a257","","23"
"v1_6eb589adccd614cad1956fe6918838d6d26709154a04eb73aa580fefbfb7fc24","v1_6eb589adccd614cad1956fe6918838d6d26709154a04eb73aa580fefbfb7fc24_0_711cd18d9ff33d2c5873449080f05533a4fc77b194050d3750d7268f923a0a68","172 3"
"v1_6eb589adccd614cad1956fe6918838d6d26709154a04eb73aa580fefbfb7fc24","v1_6eb589adccd614cad1956fe6918838d6d26709154a04eb73aa580fefbfb7fc24_0_2e796ceec924cbdc05a10e4fc0d204533de0aaf1e3384a563ca9bb32771398a6","172 16"
"v1_be041dbe536a86efb548e072923612b21561951ce7e471985e70dd2565c380a4","","5"
"v1_490866792a28fd663b7bb21de6abcf65bb7d7f998f6523b71724053217fbb235","v1_490866792a28fd663b7bb21de6abcf65bb7d7f998f6523b71724053217fbb235_0_de2696f9bf193740ea7aea845f144f7743e370bc2decaf8df0c1ca8f267d4c98","5 1"
"v1_490866792a28fd663b7bb21de6abcf65bb7d7f998f6523b71724053217fbb235","v1_490866792a28fd663b7bb21de6abcf65bb7d7f998f6523b71724053217fbb235_0_91fd569306abc202ef1cc0b8993fd7e0c8482433955e4360802ae9ab8cca41ff","5 1"
"v1_306b61b7194e72d1c30b02787419a7790b6e5d76cc2a3030fd40f974ba065156","v1_306b61b7194e72d1c30b02787419a7790b6e5d76cc2a3030fd40f974ba065156_0_d86c168b195903036cc575c61f6f7d65c26de91a2c7462e3427a0d5b39852276","172 20"
"v1_306b61b7194e72d1c30b02787419a7790b6e5d76cc2a3030fd40f974ba065156","v1_306b61b7194e72d1c30b02787419a7790b6e5d76cc2a3030fd40f974ba065156_0_a6de8294654aac6a3ec82f48b3e99043f609cab1da05d58518ada2f663f3f576","172 15"
"v1_a941a7a34e7f1aa8830cfd6f809eefe61bee356a4cc216ce46d7f198a4fa7955","sqlite_autoindex_v1_a941a7a34e7f1aa8830cfd6f809eefe61bee356a4cc216ce46d7f198a4fa7955_1","3 1 1"
"v1_35eb232b35ee63a9fd03515d9fcb8f6494c78faa138dfdcd3399efff90d84205","v1_35eb232b35ee63a9fd03515d9fcb8f6494c78faa138dfdcd3399efff90d84205_0_74bbf1811e8d9100f988362c5ea64b80e97a8a918cd0b81c542270d5d4864695","20 5"
"v1_2505c2a588afb394a76db902d262b544a1577968c3d35b3a17ee8406388ac97a","","1"
"v1_981b10849c068ca3d54e42ca591fcc9dedc31bceac192835a79c765fa0dde567","","244"
"v1_8e36f6c24fd446f01703693367eb7795598b0df3f6decf00a06d6d054298d281","v1_8e36f6c24fd446f01703693367eb7795598b0df3f6decf00a06d6d054298d281_0_3b1b2531deb6ccac030bc43ff0ce8a042aaec8cebe668e4774582dd53e3c6357","777 44"
"v1_fca02eb70da10c7faf1d37f381bca807c6104a54734955eda84a546ebaa6f4f1","","9"
"v1_b1619c265f1301feeacf5c58db91edfbcfab8ea88c183b2db56603d58da47877","","15"
"v1_cec0606e21534f829c5989db0929f8c0b856f7fa7535904e2818ad48419c6971","v1_cec0606e21534f829c5989db0929f8c0b856f7fa7535904e2818ad48419c6971_0_9ceb0780b31698961952e533be5a0288abbd56386999547c69e549b15584532c","180 45"
"v1_66278681cce2cebb42f729bd11760b5099bb8c39b8674c3de585dbf9c3f65c32","v1_66278681cce2cebb42f729bd11760b5099bb8c39b8674c3de585dbf9c3f65c32_0_9ec34adef77109be06dc9ac56c32df7fca7d885886ca34ced2d45c33eb780aa7","739 68"
"v1_49feda15640cbcd374227bf42d84ae5142aad5296c9e2beb2b832654e2f7a319","","4284"
"v1_8fd2c4af2e39f6abfd6b93e7757222369a8f71445a4263622171b0b841b9047e","","8"
"v1_b7c6606fa8ef38e2d6451d3fb2f8c17513c44082e1bb332e02043ff614d9af83","","1264"
"v1_583561e312ee8ab397e90b3b91f958ad931bb8892d6ae556529cadc21ee95056","v1_583561e312ee8ab397e90b3b91f958ad931bb8892d6ae556529cadc21ee95056_0_32199e2f85e6ed8df4901e20aa0f662052e80bae631b64324fd7fac7658a031b","43 1"
"v1_583561e312ee8ab397e90b3b91f958ad931bb8892d6ae556529cadc21ee95056","v1_583561e312ee8ab397e90b3b91f958ad931bb8892d6ae556529cadc21ee95056_0_83ff2705f062260e165adeaf74a0c3d838a987deeac239b241c6ae53d760c737","43 2"
"v1_583561e312ee8ab397e90b3b91f958ad931bb8892d6ae556529cadc21ee95056","sqlite_autoindex_v1_583561e312ee8ab397e90b3b91f958ad931bb8892d6ae556529cadc21ee95056_1","43 2 1"
"v1_bb4d8e338cfeaabfc71b4990bc1cc84deb607655b0127652dd6c5ba3c73f34dc","","1547"
"v1_a27934997b9d2c78184e67c6af3a9afbe6630e34139a025ddba344b9733e7f71","","32"
"v1_afcb516ac38905ebdb856583872123238e8ab72f59e73f051cf35447d01e0526","","1"
"v1_e9738e83fd6b18db9a1d7306291875efb14629db91529aa8115998ba0a26b27c","v1_e9738e83fd6b18db9a1d7306291875efb14629db91529aa8115998ba0a26b27c_0_3ab9718ee9068456c98f49615c197139a1a834b260ca193f4610299a5a214a03","2 2"
"v1_09ea0e4af63a48ec16df9b78e8b37efc8e5902c5aee2be11a7c86d7acc5b2c3d","v1_09ea0e4af63a48ec16df9b78e8b37efc8e5902c5aee2be11a7c86d7acc5b2c3d_0_b83278e699d1cc986326315cc48d82d051af96bef25c31e42ee7be10ab0357e9","7 7"
"v1_2945da20e6bbad63a0005f5ca9813efb02165995ec9bed8ef646b807a7bc7fa9","v1_2945da20e6bbad63a0005f5ca9813efb02165995ec9bed8ef646b807a7bc7fa9_0_168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4","2440 163"
"v1_dc0898f1ee6d34e6c7f1e8e9dd7caa5f9aa32f9b46390a16c22060807cb8b600","v1_dc0898f1ee6d34e6c7f1e8e9dd7caa5f9aa32f9b46390a16c22060807cb8b600_0_7b8376860026d201a2a62115486c2622f9219064d94de9c6c89e2f88c2afea61","9 3"
"v1_700b9fdfd2c66ce0ac8ff31d7c60818a7602cabb9436fce766d7b284c6481d31","","66"
"v1_253bc91244a282ffc7b2ad06f85bb4062eda5280ee9c1e9dcbcb1a53740d45e5","v1_253bc91244a282ffc7b2ad06f85bb4062eda5280ee9c1e9dcbcb1a53740d45e5_0_f9e2ccdf71339a5d74c0dbaaf8f932f2298dafafccca1e0e36ea64dc56835e74_1_f7dae23af2c2d12c25ca382863f2f274e77eb6c421c9f000f491c7b3f8734ed8","10 10 5"
"v1_253bc91244a282ffc7b2ad06f85bb4062eda5280ee9c1e9dcbcb1a53740d45e5","v1_253bc91244a282ffc7b2ad06f85bb4062eda5280ee9c1e9dcbcb1a53740d45e5_0_f9e2ccdf71339a5d74c0dbaaf8f932f2298dafafccca1e0e36ea64dc56835e74","10 10"
"v1_253bc91244a282ffc7b2ad06f85bb4062eda5280ee9c1e9dcbcb1a53740d45e5","v1_253bc91244a282ffc7b2ad06f85bb4062eda5280ee9c1e9dcbcb1a53740d45e5_0_ad4c03a615aeb5975d9498a0a334b9ad165303830dec49bf3a24550af6e4c0a8","10 1"
"v1_ca3da892719053d4ec124f0d88fc442d3afb2c6dcc7b01afca50b80a65248f74","","25"
"v1_56fa423d2d5f9e049c375a6643d57981cbf4b1549a46d0572f07797f5439250f","v1_56fa423d2d5f9e049c375a6643d57981cbf4b1549a46d0572f07797f5439250f_0_b70111a7f7bcbe1dc4ae8bc6774fe61e2bd5b4cc661b7fc1b7aeae51f475726e","450 90"
"v1_00f5091f4eec3a8606e2b47da168fd1c20c8ec2ddfeb0954629f17cfc85bc3dd","v1_00f5091f4eec3a8606e2b47da168fd1c20c8ec2ddfeb0954629f17cfc85bc3dd_0_7648691e06108acc68f04d9da1f45fa2130838ca07dd662c6d599b7dc585c360","24 12"
"v1_00f5091f4eec3a8606e2b47da168fd1c20c8ec2ddfeb0954629f17cfc85bc3dd","v1_00f5091f4eec3a8606e2b47da168fd1c20c8ec2ddfeb0954629f17cfc85bc3dd_0_e931c650cb31e620b5225c5d60d40ab600fa619441598950c1d65bab0cf30af0","24 1"
"v1_00f5091f4eec3a8606e2b47da168fd1c20c8ec2ddfeb0954629f17cfc85bc3dd","sqlite_autoindex_v1_00f5091f4eec3a8606e2b47da168fd1c20c8ec2ddfeb0954629f17cfc85bc3dd_1","24 1 1"
"v1_b304c62c19dc2c8383b8b81552e9fe70468ced6c3bf3549446b72d8970671e49","v1_b304c62c19dc2c8383b8b81552e9fe70468ced6c3bf3549446b72d8970671e49_0_cd94900fd339bb7393fa987228c3ca27f120b71ceec59925adc840a6c5319e42","130 13"
