70a3b81667af5b17bbb942e707283584523ac31b469884fc320f3664583ae8a2,bde059512becc0d17267730e4161475a6d3d136f57868daea58e178f811cd2af,60aec3e880fdf52602c8936e86688d3527f9c6d7f7d06d1a308f0e0a5684294b,eda10feb619a044aee8875eeb08f70b574bfac5ebf4fde6f26aeae8c3ef4387e,b370544704b3cd2c323dc846eba26c0eaacaa937ef4b0defd209a11d7136d774
"10075040","2","22002","2","71075019"
"10075041","60","91002","8","71075020"
"10075042","2","22002","2","71075020"
"10075043","50000","94002","12","71075021"
"10075044","100000","94002","12","71075022"
"10075045","150000","94002","12","71075023"
"10075046","200000","94002","12","71075024"
"10075047","50","91002","8","71075025"
"10075048","1","31016","2","71075026"
"10075049","1","31016","2","71075027"
"10075050","1","31016","2","71075028"
"10075051","1","31016","2","71075029"
"10075052","1","31016","2","71075030"
"10075053","4","31016","2","71075031"
"10075054","50","60742","2","81075001"
"10075055","30000","94002","12","81075001"
"10075056","50","60742","2","81075002"
"10075057","30000","94002","12","81075002"
"10075058","1","31016","2","81075003"
"10075059","25","91002","8","81075003"
"10075060","1","31016","2","81075004"
"10075061","25","91002","8","81075004"
"10075062","50","60742","2","81075005"
"10075063","30000","94002","12","81075005"
"10075064","50","60742","2","81075006"
"10075065","30000","94002","12","81075006"
"10075066","1","31016","2","81075007"
"10075067","25","91002","8","81075007"
"10075068","50","91002","8","81075008"
"10076001","5","60752","2","61076001"
"10076002","5","60752","2","61076002"
"10076003","30","91002","8","71076001"
"10076004","1","22002","2","71076001"
"10076005","30","91002","8","71076002"
"10076006","1","22002","2","71076002"
"10076007","30","91002","8","71076003"
"10076008","1","22002","2","71076003"
"10076009","30","91002","8","71076004"
"10076010","1","22002","2","71076004"
"10076011","30","91002","8","71076005"
"10076012","1","22002","2","71076005"
"10076013","30","91002","8","71076006"
"10076014","1","22002","2","71076006"
"10076015","30","91002","8","71076007"
"10076016","1","22002","2","71076007"
"10076017","30","91002","8","71076008"
"10076018","1","22002","2","71076008"
"10076019","30","91002","8","71076009"
"10076020","1","22002","2","71076009"
"10076021","30","91002","8","71076010"
"10076022","1","22002","2","71076010"
"10076023","30","91002","8","71076011"
"10076024","1","22002","2","71076011"
"10076025","30","91002","8","71076012"
"10076026","1","22002","2","71076012"
"10076027","30","91002","8","71076013"
"10076028","1","22002","2","71076013"
"10076029","30","91002","8","71076014"
"10076030","1","22002","2","71076014"
"10076031","30","91002","8","71076015"
"10076032","1","22002","2","71076015"
"10076033","60","91002","8","71076016"
"10076034","2","22002","2","71076016"
"10076035","60","91002","8","71076017"
"10076036","2","22002","2","71076017"
"10076037","60","91002","8","71076018"
"10076038","2","22002","2","71076018"
"10076039","60","91002","8","71076019"
"10076040","2","22002","2","71076019"
"10076041","60","91002","8","71076020"
"10076042","2","22002","2","71076020"
"10076043","50000","94002","12","71076021"
"10076044","100000","94002","12","71076022"
"10076045","150000","94002","12","71076023"
"10076046","200000","94002","12","71076024"
"10076047","250000","94002","12","71076025"
"10076048","50","91002","8","71076026"
"10076049","1","31178","2","71076027"
"10076050","1","31178","2","71076028"
"10076051","2","31178","2","71076029"
"10076052","2","31178","2","71076030"
"10076053","4","31178","2","71076031"
"10076054","1","117801","1","71076032"
"10076055","10","31178","2","71076033"
"10076056","2","31178","2","81076001"
"10076057","30","91002","8","81076001"
"10076058","100","60752","2","81076002"
"10076059","30000","94002","12","81076002"
"10076060","100","60752","2","81076003"
"10076061","30000","94002","12","81076003"
"10076062","2","31178","2","81076004"
"10076063","30","91002","8","81076004"
"10076064","100","60752","2","81076005"
"10076065","30000","94002","12","81076005"
"10076066","100","60752","2","81076006"
"10076067","30000","94002","12","81076006"
"10076068","2","31178","2","81076007"
"10076069","30","91002","8","81076007"
"10076070","100","91002","8","81076008"
"10077001","5","60762","2","61077001"
"10077002","5","60762","2","61077002"
"10077003","30","91002","8","71077001"
"10077004","1","22002","2","71077001"
"10077005","30","91002","8","71077002"
"10077006","1","22002","2","71077002"
"10077007","30","91002","8","71077003"
"10077008","1","22002","2","71077003"
"10077009","30","91002","8","71077004"
"10077010","1","22002","2","71077004"
"10077011","30","91002","8","71077005"
"10077012","1","22002","2","71077005"
"10077013","30","91002","8","71077006"
"10077014","1","22002","2","71077006"
"10077015","30","91002","8","71077007"
"10077016","1","22002","2","71077007"
"10077017","30","91002","8","71077008"
"10077018","1","22002","2","71077008"
"10077019","30","91002","8","71077009"
"10077020","1","22002","2","71077009"
"10077021","30","91002","8","71077010"
"10077022","1","22002","2","71077010"
"10077023","30","91002","8","71077011"
"10077024","1","22002","2","71077011"
"10077025","30","91002","8","71077012"
"10077026","1","22002","2","71077012"
"10077027","30","91002","8","71077013"
"10077028","1","22002","2","71077013"
"10077029","30","91002","8","71077014"
"10077030","1","22002","2","71077014"
"10077031","30","91002","8","71077015"
"10077032","1","22002","2","71077015"
"10077033","60","91002","8","71077016"
"10077034","2","22002","2","71077016"
"10077035","60","91002","8","71077017"
"10077036","2","22002","2","71077017"
"10077037","60","91002","8","71077018"
"10077038","2","22002","2","71077018"
"10077039","60","91002","8","71077019"
"10077040","2","22002","2","71077019"
"10077041","60","91002","8","71077020"
"10077042","2","22002","2","71077020"
"10077043","50000","94002","12","71077021"
"10077044","100000","94002","12","71077022"
"10077045","150000","94002","12","71077023"
"10077046","200000","94002","12","71077024"
"10077047","50","91002","8","71077025"
"10077048","1","31141","2","71077026"
"10077049","1","31141","2","71077027"
"10077050","1","31141","2","71077028"
"10077051","1","31141","2","71077029"
"10077052","1","31141","2","71077030"
"10077053","1","114101","1","71077031"
"10077054","4","31141","2","71077032"
"10077055","1","31141","2","81077001"
"10077056","25","91002","8","81077001"
"10077057","50","60762","2","81077002"
"10077058","30000","94002","12","81077002"
"10077059","50","60762","2","81077003"
"10077060","30000","94002","12","81077003"
"10077061","1","31141","2","81077004"
"10077062","25","91002","8","81077004"
"10077063","50","60762","2","81077005"
"10077064","30000","94002","12","81077005"
"10077065","50","60762","2","81077006"
"10077066","30000","94002","12","81077006"
"10077067","1","31141","2","81077007"
"10077068","25","91002","8","81077007"
"10077069","50","91002","8","81077008"
"10078001","5","60772","2","61078001"
"10078002","5","60772","2","61078002"
"10078003","30","91002","8","71078001"
"10078004","1","22002","2","71078001"
"10078005","30","91002","8","71078002"
"10078006","1","22002","2","71078002"
"10078007","30","91002","8","71078003"
"10078008","1","22002","2","71078003"
"10078009","30","91002","8","71078004"
"10078010","1","22002","2","71078004"
"10078011","30","91002","8","71078005"
"10078012","1","22002","2","71078005"
"10078013","30","91002","8","71078006"
"10078014","1","22002","2","71078006"
"10078015","30","91002","8","71078007"
"10078016","1","22002","2","71078007"
"10078017","30","91002","8","71078008"
"10078018","1","22002","2","71078008"
"10078019","30","91002","8","71078009"
"10078020","1","22002","2","71078009"
"10078021","30","91002","8","71078010"
"10078022","1","22002","2","71078010"
"10078023","30","91002","8","71078011"
"10078024","1","22002","2","71078011"
"10078025","30","91002","8","71078012"
"10078026","1","22002","2","71078012"
"10078027","30","91002","8","71078013"
"10078028","1","22002","2","71078013"
"10078029","30","91002","8","71078014"
"10078030","1","22002","2","71078014"
"10078031","30","91002","8","71078015"
"10078032","1","22002","2","71078015"
"10078033","60","91002","8","71078016"
"10078034","2","22002","2","71078016"
"10078035","60","91002","8","71078017"
"10078036","2","22002","2","71078017"
"10078037","60","91002","8","71078018"
"10078038","2","22002","2","71078018"
"10078039","60","91002","8","71078019"
"10078040","2","22002","2","71078019"
"10078041","60","91002","8","71078020"
"10078042","2","22002","2","71078020"
"10078043","50000","94002","12","71078021"
"10078044","100000","94002","12","71078022"
"10078045","150000","94002","12","71078023"
"10078046","200000","94002","12","71078024"
"10078047","250000","94002","12","71078025"
"10078048","50","91002","8","71078026"
"10078049","1","31053","2","71078027"
"10078050","1","31053","2","71078028"
"10078051","2","31053","2","71078029"
"10078052","2","31053","2","71078030"
"10078053","4","31053","2","71078031"
"10078054","10","31053","2","71078032"
"10078055","100","60772","2","81078001"
"10078056","30000","94002","12","81078001"
"10078057","100","60772","2","81078002"
"10078058","30000","94002","12","81078002"
"10078059","2","31053","2","81078003"
"10078060","30","91002","8","81078003"
"10078061","2","31053","2","81078004"
"10078062","30","91002","8","81078004"
"10078063","100","60772","2","81078005"
"10078064","30000","94002","12","81078005"
"10078065","100","60772","2","81078006"
"10078066","30000","94002","12","81078006"
"10078067","2","31053","2","81078007"
"10078068","30","91002","8","81078007"
"10078069","100","91002","8","81078008"
"10079001","5","60782","2","61079001"
"10079002","5","60782","2","61079002"
"10079003","30","91002","8","71079001"
"10079004","1","22002","2","71079001"
"10079005","30","91002","8","71079002"
"10079006","1","22002","2","71079002"
"10079007","30","91002","8","71079003"
"10079008","1","22002","2","71079003"
"10079009","30","91002","8","71079004"
"10079010","1","22002","2","71079004"
"10079011","30","91002","8","71079005"
"10079012","1","22002","2","71079005"
"10079013","30","91002","8","71079006"
"10079014","1","22002","2","71079006"
"10079015","30","91002","8","71079007"
"10079016","1","22002","2","71079007"
"10079017","30","91002","8","71079008"
"10079018","1","22002","2","71079008"
"10079019","30","91002","8","71079009"
"10079020","1","22002","2","71079009"
"10079021","30","91002","8","71079010"
"10079022","1","22002","2","71079010"
"10079023","30","91002","8","71079011"
"10079024","1","22002","2","71079011"
"10079025","30","91002","8","71079012"
"10079026","1","22002","2","71079012"
"10079027","30","91002","8","71079013"
"10079028","1","22002","2","71079013"
"10079029","30","91002","8","71079014"
"10079030","1","22002","2","71079014"
"10079031","30","91002","8","71079015"
"10079032","1","22002","2","71079015"
"10079033","60","91002","8","71079016"
"10079034","2","22002","2","71079016"
"10079035","60","91002","8","71079017"
"10079036","2","22002","2","71079017"
"10079037","60","91002","8","71079018"
"10079038","2","22002","2","71079018"
"10079039","60","91002","8","71079019"
"10079040","2","22002","2","71079019"
"10079041","60","91002","8","71079020"
"10079042","2","22002","2","71079020"
"10079043","50000","94002","12","71079021"
"10079044","100000","94002","12","71079022"
"10079045","150000","94002","12","71079023"
"10079046","200000","94002","12","71079024"
"10079047","50","91002","8","71079025"
"10079048","1","31014","2","71079026"
"10079049","1","31014","2","71079027"
"10079050","1","31014","2","71079028"
"10079051","1","31014","2","71079029"
"10079052","1","31014","2","71079030"
"10079053","4","31014","2","71079031"
"10079054","30","60782","2","81079001"
"10079055","20000","94002","12","81079001"
"10079056","30","60782","2","81079002"
"10079057","20000","94002","12","81079002"
"10079058","1","31014","2","81079003"
"10079059","25","91002","8","81079003"
"10079060","30","60782","2","81079004"
"10079061","20000","94002","12","81079004"
"10079062","30","60782","2","81079005"
"10079063","20000","94002","12","81079005"
"10079064","1","31014","2","81079006"
"10079065","25","91002","8","81079006"
"10079066","40","60782","2","81079007"
"10079067","20000","94002","12","81079007"
"10079068","40","60782","2","81079008"
"10079069","20000","94002","12","81079008"
"10079070","1","31014","2","81079009"
"10079071","25","91002","8","81079009"
"10079072","50","91002","8","81079010"
"10079073","1","2801","7","71079032"
"10079074","1","2802","7","71079033"
"10080001","5","60792","2","61080001"
"10080002","50","60793","2","61080001"
"10080003","5","60792","2","61080002"
"10080004","50","60793","2","61080002"
"10080005","30","91002","8","71080001"
"10080006","1","22002","2","71080001"
"10080007","30","91002","8","71080002"
"10080008","1","22002","2","71080002"
"10080009","30","91002","8","71080003"
"10080010","1","22002","2","71080003"
"10080011","30","91002","8","71080004"
"10080012","1","22002","2","71080004"
"10080013","30","91002","8","71080005"
"10080014","1","22002","2","71080005"
"10080015","30","91002","8","71080006"
"10080016","1","22002","2","71080006"
"10080017","30","91002","8","71080007"
"10080018","1","22002","2","71080007"
"10080019","30","91002","8","71080008"
"10080020","1","22002","2","71080008"
"10080021","30","91002","8","71080009"
"10080022","1","22002","2","71080009"
"10080023","30","91002","8","71080010"
"10080024","1","22002","2","71080010"
"10080025","30","91002","8","71080011"
"10080026","1","22002","2","71080011"
"10080027","30","91002","8","71080012"
"10080028","1","22002","2","71080012"
"10080029","30","91002","8","71080013"
"10080030","1","22002","2","71080013"
"10080031","30","91002","8","71080014"
"10080032","1","22002","2","71080014"
"10080033","30","91002","8","71080015"
"10080034","1","22002","2","71080015"
"10080035","60","91002","8","71080016"
"10080036","2","22002","2","71080016"
"10080037","60","91002","8","71080017"
"10080038","2","22002","2","71080017"
"10080039","60","91002","8","71080018"
"10080040","2","22002","2","71080018"
"10080041","60","91002","8","71080019"
"10080042","2","22002","2","71080019"
"10080043","60","91002","8","71080020"
"10080044","2","22002","2","71080020"
"10080045","50000","94002","12","71080021"
"10080046","100000","94002","12","71080022"
"10080047","150000","94002","12","71080023"
"10080048","200000","94002","12","71080024"
"10080049","250000","94002","12","71080025"
"10080050","50","91002","8","71080026"
"10080051","1","31192","2","71080027"
"10080052","1","31192","2","71080028"
"10080053","2","31192","2","71080029"
"10080054","2","31192","2","71080030"
"10080055","4","31192","2","71080031"
"10080056","1","119201","1","71080032"
"10080057","10","31192","2","71080033"
"10080058","2","31192","2","81080001"
"10080059","30","91002","8","81080001"
"10080060","100","60792","2","81080002"
"10080061","30000","94002","12","81080002"
"10080062","100","60792","2","81080003"
"10080063","30000","94002","12","81080003"
"10080064","2","31192","2","81080004"
"10080065","30","91002","8","81080004"
"10080066","100","60792","2","81080005"
"10080067","30000","94002","12","81080005"
"10080068","100","60792","2","81080006"
"10080069","30000","94002","12","81080006"
"10080070","2","31192","2","81080007"
"10080071","30","91002","8","81080007"
"10080072","100","91002","8","81080008"
"10081001","5","60802","2","61081001"
"10081002","5","60802","2","61081002"
"10081003","30","91002","8","71081001"
"10081004","1","22002","2","71081001"
"10081005","30","91002","8","71081002"
"10081006","1","22002","2","71081002"
"10081007","30","91002","8","71081003"
"10081008","1","22002","2","71081003"
"10081009","30","91002","8","71081004"
"10081010","1","22002","2","71081004"
"10081011","30","91002","8","71081005"
"10081012","1","22002","2","71081005"
"10081013","30","91002","8","71081006"
"10081014","1","22002","2","71081006"
"10081015","30","91002","8","71081007"
"10081016","1","22002","2","71081007"
"10081017","30","91002","8","71081008"
"10081018","1","22002","2","71081008"
"10081019","30","91002","8","71081009"
"10081020","1","22002","2","71081009"
"10081021","30","91002","8","71081010"
"10081022","1","22002","2","71081010"
"10081023","30","91002","8","71081011"
"10081024","1","22002","2","71081011"
"10081025","30","91002","8","71081012"
"10081026","1","22002","2","71081012"
"10081027","30","91002","8","71081013"
"10081028","1","22002","2","71081013"
"10081029","30","91002","8","71081014"
"10081030","1","22002","2","71081014"
"10081031","30","91002","8","71081015"
"10081032","1","22002","2","71081015"
"10081033","60","91002","8","71081016"
"10081034","2","22002","2","71081016"
"10081035","60","91002","8","71081017"
"10081036","2","22002","2","71081017"
"10081037","60","91002","8","71081018"
"10081038","2","22002","2","71081018"
"10081039","60","91002","8","71081019"
"10081040","2","22002","2","71081019"
"10081041","60","91002","8","71081020"
"10081042","2","22002","2","71081020"
"10081043","50000","94002","12","71081021"
"10081044","100000","94002","12","71081022"
"10081045","150000","94002","12","71081023"
"10081046","200000","94002","12","71081024"
"10081047","250000","94002","12","71081025"
"10081048","50","91002","8","71081026"
"10081049","1","31146","2","71081027"
"10081050","1","31146","2","71081028"
"10081051","1","31146","2","71081029"
"10081052","1","31146","2","71081030"
"10081053","1","31146","2","71081031"
"10081054","4","31146","2","71081032"
"10081055","1","114601","1","71081033"
"10081056","50","60802","2","81081001"
"10081057","30000","94002","12","81081001"
"10081058","50","60802","2","81081002"
"10081059","30000","94002","12","81081002"
"10081060","1","31146","2","81081003"
"10081061","25","91002","8","81081003"
"10081062","1","31146","2","81081004"
"10081063","25","91002","8","81081004"
"10081064","50","60802","2","81081005"
"10081065","30000","94002","12","81081005"
"10081066","50","60802","2","81081006"
"10081067","30000","94002","12","81081006"
"10081068","1","31146","2","81081007"
"10081069","25","91002","8","81081007"
"10081070","50","91002","8","81081008"
"10082001","5","60812","2","61082001"
"10082002","5","60812","2","61082002"
"10082003","30","91002","8","71082001"
"10082004","1","22002","2","71082001"
"10082005","30","91002","8","71082002"
"10082006","1","22002","2","71082002"
"10082007","30","91002","8","71082003"
"10082008","1","22002","2","71082003"
"10082009","30","91002","8","71082004"
"10082010","1","22002","2","71082004"
"10082011","30","91002","8","71082005"
"10082012","1","22002","2","71082005"
"10082013","30","91002","8","71082006"
"10082014","1","22002","2","71082006"
"10082015","30","91002","8","71082007"
"10082016","1","22002","2","71082007"
"10082017","30","91002","8","71082008"
"10082018","1","22002","2","71082008"
"10082019","30","91002","8","71082009"
"10082020","1","22002","2","71082009"
"10082021","30","91002","8","71082010"
"10082022","1","22002","2","71082010"
"10082023","30","91002","8","71082011"
"10082024","1","22002","2","71082011"
"10082025","30","91002","8","71082012"
"10082026","1","22002","2","71082012"
"10082027","30","91002","8","71082013"
"10082028","1","22002","2","71082013"
"10082029","30","91002","8","71082014"
"10082030","1","22002","2","71082014"
"10082031","30","91002","8","71082015"
"10082032","1","22002","2","71082015"
"10082033","60","91002","8","71082016"
"10082034","2","22002","2","71082016"
"10082035","60","91002","8","71082017"
"10082036","2","22002","2","71082017"
"10082037","60","91002","8","71082018"
"10082038","2","22002","2","71082018"
"10082039","60","91002","8","71082019"
"10082040","2","22002","2","71082019"
"10082041","60","91002","8","71082020"
"10082042","2","22002","2","71082020"
"10082043","50000","94002","12","71082021"
"10082044","100000","94002","12","71082022"
"10082045","150000","94002","12","71082023"
"10082046","200000","94002","12","71082024"
"10082047","250000","94002","12","71082025"
"10082048","50","91002","8","71082026"
"10082049","1","31208","2","71082027"
"10082050","1","31208","2","71082028"
"10082051","2","31208","2","71082029"
"10082052","2","31208","2","71082030"
"10082053","4","31208","2","71082031"
"10082054","1","120801","1","71082032"
"10082055","10","31208","2","71082033"
"10082056","2","31208","2","81082001"
"10082057","30","91002","8","81082001"
"10082058","100","60812","2","81082002"
"10082059","30000","94002","12","81082002"
"10082060","100","60812","2","81082003"
"10082061","30000","94002","12","81082003"
"10082062","2","31208","2","81082004"
"10082063","30","91002","8","81082004"
"10082064","100","60812","2","81082005"
"10082065","30000","94002","12","81082005"
"10082066","100","60812","2","81082006"
"10082067","30000","94002","12","81082006"
"10082068","2","31208","2","81082007"
"10082069","30","91002","8","81082007"
"10082070","100","91002","8","81082008"
"10083001","5","60822","2","61083001"
"10083002","5","60822","2","61083002"
"10083003","30","91002","8","71083001"
"10083004","1","22002","2","71083001"
"10083005","30","91002","8","71083002"
"10083006","1","22002","2","71083002"
"10083007","30","91002","8","71083003"
"10083008","1","22002","2","71083003"
"10083009","30","91002","8","71083004"
"10083010","1","22002","2","71083004"
"10083011","30","91002","8","71083005"
"10083012","1","22002","2","71083005"
"10083013","30","91002","8","71083006"
"10083014","1","22002","2","71083006"
"10083015","30","91002","8","71083007"
"10083016","1","22002","2","71083007"
"10083017","30","91002","8","71083008"
"10083018","1","22002","2","71083008"
"10083019","30","91002","8","71083009"
"10083020","1","22002","2","71083009"
"10083021","30","91002","8","71083010"
"10083022","1","22002","2","71083010"
"10083023","30","91002","8","71083011"
"10083024","1","22002","2","71083011"
"10083025","30","91002","8","71083012"
"10083026","1","22002","2","71083012"
"10083027","30","91002","8","71083013"
"10083028","1","22002","2","71083013"
"10083029","30","91002","8","71083014"
"10083030","1","22002","2","71083014"
"10083031","30","91002","8","71083015"
"10083032","1","22002","2","71083015"
"10083033","60","91002","8","71083016"
"10083034","2","22002","2","71083016"
"10083035","60","91002","8","71083017"
"10083036","2","22002","2","71083017"
"10083037","60","91002","8","71083018"
"10083038","2","22002","2","71083018"
"10083039","60","91002","8","71083019"
"10083040","2","22002","2","71083019"
"10083041","60","91002","8","71083020"
"10083042","2","22002","2","71083020"
"10083043","50000","94002","12","71083021"
"10083044","100000","94002","12","71083022"
"10083045","150000","94002","12","71083023"
"10083046","200000","94002","12","71083024"
"10083047","250000","94002","12","71083025"
"10083048","50","91002","8","71083026"
"10083049","1","31147","2","71083027"
"10083050","1","31147","2","71083028"
"10083051","1","31147","2","71083029"
"10083052","1","31147","2","71083030"
"10083053","1","31147","2","71083031"
"10083054","1","114701","1","71083032"
"10083055","4","31147","2","71083033"
"10083056","30","60822","2","81083001"
"10083057","20000","94002","12","81083001"
"10083058","30","60822","2","81083002"
"10083059","20000","94002","12","81083002"
"10083060","1","31147","2","81083003"
"10083061","25","91002","8","81083003"
"10083062","30","60822","2","81083004"
"10083063","20000","94002","12","81083004"
"10083064","30","60822","2","81083005"
"10083065","20000","94002","12","81083005"
"10083066","1","31147","2","81083006"
"10083067","25","91002","8","81083006"
"10083068","40","60822","2","81083007"
"10083069","20000","94002","12","81083007"
"10083070","40","60822","2","81083008"
"10083071","20000","94002","12","81083008"
"10083072","1","31147","2","81083009"
"10083073","25","91002","8","81083009"
"10083074","50","91002","8","81083010"
"10084001","5","60832","2","61084001"
"10084002","5","60832","2","61084002"
"10084003","30","91002","8","71084001"
"10084004","1","22002","2","71084001"
"10084005","30","91002","8","71084002"
"10084006","1","22002","2","71084002"
"10084007","30","91002","8","71084003"
"10084008","1","22002","2","71084003"
"10084009","30","91002","8","71084004"
"10084010","1","22002","2","71084004"
"10084011","30","91002","8","71084005"
"10084012","1","22002","2","71084005"
"10084013","30","91002","8","71084006"
"10084014","1","22002","2","71084006"
"10084015","30","91002","8","71084007"
"10084016","1","22002","2","71084007"
"10084017","30","91002","8","71084008"
"10084018","1","22002","2","71084008"
"10084019","30","91002","8","71084009"
"10084020","1","22002","2","71084009"
"10084021","30","91002","8","71084010"
"10084022","1","22002","2","71084010"
"10084023","30","91002","8","71084011"
"10084024","1","22002","2","71084011"
"10084025","30","91002","8","71084012"
"10084026","1","22002","2","71084012"
"10084027","30","91002","8","71084013"
"10084028","1","22002","2","71084013"
"10084029","30","91002","8","71084014"
"10084030","1","22002","2","71084014"
"10084031","30","91002","8","71084015"
"10084032","1","22002","2","71084015"
"10084033","60","91002","8","71084016"
"10084034","2","22002","2","71084016"
"10084035","60","91002","8","71084017"
"10084036","2","22002","2","71084017"
"10084037","60","91002","8","71084018"
"10084038","2","22002","2","71084018"
"10084039","60","91002","8","71084019"
"10084040","2","22002","2","71084019"
"10084041","60","91002","8","71084020"
"10084042","2","22002","2","71084020"
"10084043","50000","94002","12","71084021"
"10084044","100000","94002","12","71084022"
"10084045","150000","94002","12","71084023"
"10084046","200000","94002","12","71084024"
"10084047","250000","94002","12","71084025"
"10084048","50","91002","8","71084026"
"10084049","1","31059","2","71084027"
"10084050","1","31059","2","71084028"
"10084051","2","31059","2","71084029"
"10084052","2","31059","2","71084030"
"10084053","4","31059","2","71084031"
"10084054","10","31059","2","71084032"
"10084055","2","31059","2","81084001"
"10084056","30","91002","8","81084001"
"10084057","2","31059","2","81084002"
"10084058","30","91002","8","81084002"
"10084059","200","60832","2","81084003"
"10084060","60000","94002","12","81084003"
"10084061","200","60832","2","81084004"
"10084062","60000","94002","12","81084004"
"10084063","2","31059","2","81084005"
"10084064","30","91002","8","81084005"
"10084065","100","91002","8","81084006"
"10085001","5","60842","2","61085001"
"10085002","5","60842","2","61085002"
"10085003","30","91002","8","71085001"
"10085004","1","22002","2","71085001"
"10085005","30","91002","8","71085002"
"10085006","1","22002","2","71085002"
"10085007","30","91002","8","71085003"
"10085008","1","22002","2","71085003"
"10085009","30","91002","8","71085004"
"10085010","1","22002","2","71085004"
"10085011","30","91002","8","71085005"
"10085012","1","22002","2","71085005"
"10085013","30","91002","8","71085006"
"10085014","1","22002","2","71085006"
"10085015","30","91002","8","71085007"
"10085016","1","22002","2","71085007"
"10085017","30","91002","8","71085008"
"10085018","1","22002","2","71085008"
"10085019","30","91002","8","71085009"
"10085020","1","22002","2","71085009"
"10085021","30","91002","8","71085010"
"10085022","1","22002","2","71085010"
"10085023","30","91002","8","71085011"
"10085024","1","22002","2","71085011"
"10085025","30","91002","8","71085012"
"10085026","1","22002","2","71085012"
"10085027","30","91002","8","71085013"
"10085028","1","22002","2","71085013"
"10085029","30","91002","8","71085014"
"10085030","1","22002","2","71085014"
"10085031","30","91002","8","71085015"
"10085032","1","22002","2","71085015"
"10085033","60","91002","8","71085016"
"10085034","2","22002","2","71085016"
"10085035","60","91002","8","71085017"
"10085036","2","22002","2","71085017"
"10085037","60","91002","8","71085018"
"10085038","2","22002","2","71085018"
"10085039","60","91002","8","71085019"
"10085040","2","22002","2","71085019"
"10085041","60","91002","8","71085020"
"10085042","2","22002","2","71085020"
"10085043","50000","94002","12","71085021"
"10085044","100000","94002","12","71085022"
"10085045","150000","94002","12","71085023"
"10085046","200000","94002","12","71085024"
"10085047","250000","94002","12","71085025"
"10085048","50","91002","8","71085026"
"10085049","5","31212","2","71085026"
"10085050","10","31212","2","71085027"
"10085051","10","31212","2","71085028"
"10085052","15","31212","2","71085029"
"10085053","15","31212","2","71085030"
"10085054","15","31212","2","71085031"
"10085055","1","121201","1","71085032"
"10085056","10","31212","2","71085033"
"10085057","2","31212","2","81085001"
"10085058","30","91002","8","81085001"
"10085059","100","60842","2","81085002"
"10085060","30000","94002","12","81085002"
"10085061","100","60842","2","81085003"
"10085062","30000","94002","12","81085003"
"10085063","2","31212","2","81085004"
"10085064","30","91002","8","81085004"
"10085065","100","60842","2","81085005"
"10085066","30000","94002","12","81085005"
"10085067","100","60842","2","81085006"
"10085068","30000","94002","12","81085006"
"10085069","2","31212","2","81085007"
"10085070","30","91002","8","81085007"
"10085071","100","91002","8","81085008"
"10086001","5","60852","2","61086001"
"10086002","5","60852","2","61086002"
"10086003","30","91002","8","71086001"
"10086004","1","22002","2","71086001"
"10086005","30","91002","8","71086002"
"10086006","1","22002","2","71086002"
"10086007","30","91002","8","71086003"
"10086008","1","22002","2","71086003"
"10086009","30","91002","8","71086004"
"10086010","1","22002","2","71086004"
"10086011","30","91002","8","71086005"
"10086012","1","22002","2","71086005"
"10086013","30","91002","8","71086006"
"10086014","1","22002","2","71086006"
"10086015","30","91002","8","71086007"
"10086016","1","22002","2","71086007"
"10086017","30","91002","8","71086008"
"10086018","1","22002","2","71086008"
"10086019","30","91002","8","71086009"
"10086020","1","22002","2","71086009"
"10086021","30","91002","8","71086010"
"10086022","1","22002","2","71086010"
"10086023","30","91002","8","71086011"
"10086024","1","22002","2","71086011"
"10086025","30","91002","8","71086012"
"10086026","1","22002","2","71086012"
"10086027","30","91002","8","71086013"
"10086028","1","22002","2","71086013"
"10086029","30","91002","8","71086014"
"10086030","1","22002","2","71086014"
"10086031","30","91002","8","71086015"
"10086032","1","22002","2","71086015"
"10086033","60","91002","8","71086016"
"10086034","2","22002","2","71086016"
"10086035","60","91002","8","71086017"
"10086036","2","22002","2","71086017"
"10086037","60","91002","8","71086018"
"10086038","2","22002","2","71086018"
"10086039","60","91002","8","71086019"
"10086040","2","22002","2","71086019"
"10086041","60","91002","8","71086020"
"10086042","2","22002","2","71086020"
"10086043","50000","94002","12","71086021"
"10086044","100000","94002","12","71086022"
"10086045","150000","94002","12","71086023"
"10086046","200000","94002","12","71086024"
"10086047","250000","94002","12","71086025"
"10086048","50","91002","8","71086026"
"10086049","1","31156","2","71086027"
"10086050","1","31156","2","71086028"
"10086051","1","31156","2","71086029"
"10086052","1","31156","2","71086030"
"10086053","1","31156","2","71086031"
"10086054","1","115601","1","71086032"
"10086055","4","31156","2","71086033"
"10086056","1","31156","2","81086001"
"10086057","25","91002","8","81086001"
"10086058","50","60852","2","81086002"
"10086059","30000","94002","12","81086002"
"10086060","50","60852","2","81086003"
"10086061","30000","94002","12","81086003"
"10086062","1","31156","2","81086004"
"10086063","25","91002","8","81086004"
"10086064","50","60852","2","81086005"
"10086065","30000","94002","12","81086005"
"10086066","50","60852","2","81086006"
"10086067","30000","94002","12","81086006"
"10086068","1","31156","2","81086007"
"10086069","25","91002","8","81086007"
"10086070","50","91002","8","81086008"
"10087001","5","60852","2","61087001"
"10087002","5","60852","2","61087002"
