5aca16f8eab08d133cc3888f6cb6cc01ecd5f665187f9ea5120d90dccd484173,6aac0998feaaa18e3f857b639c7765213311c307163c670afbedf36a0a546d8b,ad1668f42f900564553d443d9e9da5621985cb785eaef439a0a3ecbb69592ef6,bba1a61f57b0c8640ce9448aa9b606ab47f978d9f9e6015005d082e02d4f3e05,85be95d7295e51f13f8c552882dab56cbf52cd934bd7dc371b7c4c588b8373cb,f07d9bc94793bb4e864e6ec931a2e42db81098a0ddfa39aa8903b170962b4072,34e9cce5d446ce1aa3c9b81af0afc5c026ff5e6ca8835a841b039fb5cd4ea407,851465f7d1cd88bb5009dda77c590e605d92050ce0feb20b98ccfe20de1352b8,3675317716d06490db685b8ff26ce0e086ae8e67ca5d47175651d742122dde67,eefb0c11ad835cbd021e1a3d9012df294cce22447f44f99cf7bb47a0238d7875,0601dbb3eac0f2a4b2087af2ac58f85f2aed71e64ef7ce5c58977c097d979801,1a7a6f6b63b44016f61bd870cd8574adee770e3929ce8669ca4e0ec6aacb4034,54af7f5ec98ade64003139f517cf2e1dfc490fe5ebe4652a065799e6aba64399,c75a5812231b96757a03258e7bf0efe4fd5633ca68ba0830016d72d0aa096d8a,1a26b03066d6d5fe768e2410baa01b6f6c20fbdf15dd6258ca2f1d32ebce980e,85cd6eaecd983564f8eff3b6ea74c3fdd7dd610c6d96a00a60abf6e5d0090da0,a469eb367862e9e9d59bffe21cd26ee7c0d0d8877bf3a8fcacc701ee1feba06f,b66211833c8ebbc303edd2883a193274af23b5b3a8982b0aa13c27c0e050a19a,c5cd4046a75b303df8b7e49cf7f6a07184e13a0365cb9db7375d072a8d2c9763,3f396b97995d2e63f8b9446c7c8dc2f166290b541e79c84a3bc0ff0e5af00d80,94748fa4031d71c8fa2d3ba7596dc082c95439de1c565f0f576a4ba33ef6b0d9,d3e8a24c60772d320c9d49992cc1947b83845eea70cc7e8f556f51a9a6c200bc,bbaecd791d253e4b477430f87b342664804ee1719c1366fda55fbeaea0b5d5f7,3092028d05ef3333beec1b1ec4204633f96417ae949d5b46f086a93dad3da726
"5","2030/12/31 15:00:00","450","0","115801","【物理】位於前衛，用魔法果實變成公主的戀愛少女。\n用必殺技從動物變身成人類一段時間，\n藉由技能增加我方全體的攻擊力，發揮出最大火力。","173","1","0","1","0","115801","0","2.27","莉瑪（灰姑娘）","4","116101","115801","莉瑪（灰姑娘）","0","115801","2023/04/25 16:00:00","4","1"
"4","2030/12/31 15:00:00","450","0","115901","【物理】位於前衛，身穿華麗服裝施展流麗劍舞的狼女。\n技能的威力與提升物理攻擊力的技能效果會\n依照周圍的我方數量增加，揮動鼓舞激勵的斬擊。","166","3","0","0","0","115901","0","2.27","真琴（灰姑娘）","5","0","115901","真琴（灰姑娘）","0","115901","2021/07/05 16:00:00","5","1"
"9","2030/12/31 15:00:00","450","0","116001","【魔法】位於後衛，優雅地支援我方的真步老師。\n藉由技能提升正在進行物理攻擊的我方的攻擊力，恢復最遠的我方的TP，\n可以優雅優雅地改變戰況。","645","3","0","0","0","116001","0","2.27","真步（灰姑娘）","7","0","116001","真步（灰姑娘）","0","116001","2021/07/21 16:00:00","7","2"
"2","2030/12/31 15:00:00","450","0","116201","【物理】位於前衛，如疾風般奔馳的陰暗系女孩。\n藉由每當造成特定次數的傷害時完全恢復ＴＰ的技能\n以及每次發動會提升攻擊力的技能來掌握最終的勝利。","184","3","0","0","0","116201","0","2.125","克蘿依（聖學祭）","2","0","116201","克蘿依（聖學祭）","0","116201","2021/03/31 12:00:00","2","1"
"2","2030/12/31 15:00:00","450","0","116301","【物理】位於前衛，炒熱聖學祭氣氛的快樂切嚕系女孩。\n每當攻擊命中時都會累積【切嚕】，藉由增加威力的技能\n與提升我方全體的物理攻擊力效果的UB來引導我方獲得勝利。","223","3","0","0","0","116301","0","2.295","琪愛兒（聖學祭）","32","0","116301","琪愛兒（聖學祭）","0","116301","2021/03/31 12:00:00","1","1"
"2","2030/12/31 15:00:00","450","0","116401","【魔法】位於後衛，能夠啟蒙夥伴的優妮們才女。\n為自身以外的全體我方提升物理、魔法攻擊力，\n並提升暴擊時的傷害，引領大家邁向勝利。","808","3","0","0","0","116401","0","2.27","優妮（聖學祭）","39","0","116401","優妮（聖學祭）","0","116401","2022/06/12 16:00:00","7","2"
"17","2030/12/31 15:00:00","450","0","116501","【物理】位於前衛，充滿朝氣又滔滔不絕的嘴砲系龍。\n提升全體物理攻擊力的UB雖會降低我方的防禦力，\n相對地HP越多效果也會越高，能將我方導向勝利。","252","3","0","0","0","116501","0","2.295","祈梨（時空旅行）","3","0","116501","祈梨（時空旅行）","0","116501","2021/09/01 16:00:00","3","1"
"17","2030/12/31 15:00:00","450","0","116601","【物理】位於前衛，能引導我方邁向勝利的龍人族打手。\n必殺技能極大幅度提升自身攻擊速度，\n和提升物理攻擊力的技能相輔相成，揮出如雨點般密集的拳頭。","169","3","0","0","0","116601","0","2.295","嘉夜（時空旅行）","1","0","116601","嘉夜（時空旅行）","0","116601","2021/09/01 16:00:00","1","1"
"9","2030/12/31 15:00:00","450","0","116701","【物理】位於中衛，專門妨礙敵人，身穿工作服的邊緣精靈族。\n與締結了深厚情意的好友「好朋友號」一同施放的UB，\n能阻擋敵人的行動，使其物理防禦力急劇下降。","527","3","0","0","0","116701","0","1.82","碧（工作服）","33","0","116701","碧（工作服）","0","116701","2021/10/01 16:00:00","33","1"
"8","2030/12/31 15:00:00","450","0","116801","【物理】位於前衛，用手中的鯛魚燒機懲奸除惡的貓娘店長。\n能提升我方全體的物理攻擊力及恢復 TP，\nUB更是能特大幅度強化自身攻擊力，發揮出驚人的威力。","216","1","0","1","0","116801","0","2.295","珠希（工作服）","2","0","116801","珠希（工作服）","0","116801","2023/07/26 16:00:00","2","1"
"8","2030/12/31 15:00:00","450","0","116901","【物理】位於前衛，作為盾帶領大家進攻的工廠領班。\n在戰鬥剛開始時會發動強化物理攻擊力及防禦力的技能。\n當UB發動時，能提升自身物理爆擊率，使出猛烈的連擊。","275","3","0","0","0","116901","0","2.065","美冬（工作服）","6","0","116901","美冬（工作服）","0","116901","2021/10/18 16:00:00","6","1"
"11","2025/01/01 15:59:59","450","0","117001","【物理】位於中衛，纏繞火花點綴暮色的盛夏破壞者。\n以兩個技能降低物理防禦力，並運用依照傷害量\n延長暴擊上升的UB粉碎眼前的敵方。","407","3","0","1","0","117001","0","1.55","惠理子（夏日）","3","0","117001","惠理子（夏日）","0","117001","2024/12/27 16:00:00","3","1"
"6","2030/12/31 15:00:00","450","0","117101","【物理】位於前衛，穩固地守護著夥伴的海邊姐姐。\n擔任防禦及輔助角色時，能巧妙運用物理防禦力越高\n效果越佳的多項技能，也能運用範圍攻擊擔任攻擊者。","163","3","0","0","0","117101","0","2","靜流（夏日）","5","0","117101","靜流（夏日）","0","117101","2021/07/15 12:00:00","5","1"
"10","2025/01/01 15:59:59","450","0","117201","【物理】位於中衛，幫大家聲援的盛夏頂尖偶像。\n會用所有技能支援我方全體的物理攻擊，\n並從戰鬥中期起恢復我方全體的TP，引導大家獲勝。","417","3","0","1","0","117201","0","2.09","望（夏日）","4","0","117201","望（夏日）","0","117201","2024/12/27 16:00:00","4","1"
"10","2030/12/31 15:00:00","450","0","117301","【魔法】位於中衛，獻上守護讚美曲的夏日海邊歌姬。\n在戰鬥一開始時會大幅度強化我方的魔法防禦，面對任何猛攻都能用吸收護盾\n和恢復HP技能守護我方。","520","3","0","0","0","117301","0","2.07","千歌（夏日）","7","0","117301","千歌（夏日）","0","117301","2021/12/17 16:00:00","7","2"
"10","2030/12/31 15:00:00","450","0","117401","【物理】位於中衛，拉近敵方瓦解陣形，風平浪靜的裁縫師。\n將攻擊力最高的敵方從敵陣拉近到我方陣地，\n並用束縛和降低行動速度一類的技能束縛敵方的自由。","355","1","0","1","0","117401","0","2.42","紡希（夏日）","1","0","117401","紡希（夏日）","0","117401","2023/09/25 16:00:00","1","1"
"11","2030/12/31 15:00:00","450","0","117501","【物理】位於中衛，緊盯著戰況全盤的獨眼密醫。\n能夠束縛住HP少的敵人，對其使出降低防禦力的技能，\n並以咒術造成每秒會增加的持續傷害，逐刻侵蝕敵人的生命。","552","3","0","0","0","117501","0","2.4","深月（大江戶）","5","0","117501","深月（大江戶）","0","117501","2021/01/05 16:00:00","5","1"
"12","2030/12/31 15:00:00","450","0","117601","【魔法】位於後衛，拯救迷茫眾生、身著白衣的美之象徵。\n能恢復一位我方TP最低角色的TP，並以HP恢復技能\n守護該對象，再使用魔法攻擊力提升技能，一口氣攻陷對方。","798","3","0","0","0","117601","0","2","雪（大江戶）","7","0","117601","雪（大江戶）","0","117601","2022/01/15 16:00:00","7","2"
"4","2025/02/26 15:59:59","450","0","117701","【物理】越是逼迫前衛的敵人，力量越會增強的幽玄南國少女。\n能使用當敵人體力越少，效果便會增強的攻擊力提升技能\n與提高傷害量的攻擊技能，不放過敵人，當場將其解決。","156","3","0","1","0","117701","0","2.17","香織（萬聖節）","1","0","117701","香織（萬聖節）","0","117701","2025/02/22 16:00:00","1","1"
"12","2030/12/31 15:00:00","450","0","117801","【物理】位於中衛，強化物理攻擊型我方的忍者。\n能夠使用提升我方物理攻擊力和行動速度的技能效果，\n增強我方全體的攻擊力，並吹響勝利之笛。","518","1","0","1","0","117801","0","2.25","妮諾（萬聖節）","36","0","117801","妮諾（萬聖節）","0","117801","2023/11/24 16:00:00","36","1"
"15","2030/12/31 15:00:00","450","0","117901","【物理】位於後衛，瞄準主力輸出者的小惡魔超級名模。\n會施展對誘惑狀態可提升威力的攻擊技能，以及奪取TP的\n妨礙技能，針對物理攻擊力最高的敵人進行攻擊。","761","3","0","0","0","117901","0","1.97","鈴奈（萬聖節）","8","0","117901","鈴奈（萬聖節）","0","117901","2022/02/01 16:00:00","8","1"
"0","2025/02/01 15:59:59","450","0","118001","【物理】位於後衛，在攻擊與弱化敵人兩方面都表現傑出的女商人。\n能夠投擲裝滿了有生命金幣的錢包偷襲敵人，\n以及引起金幣暴風進行攻擊，大幅破壞對方的防禦。","751","3","0","1","0","118001","0","1.97","克蕾琪塔","35","0","118001","克蕾琪塔","0","118001","2025/01/26 16:00:00","35","1"
"19","2025/07/04 15:59:59","450","0","118101","【魔法】位於後衛，編織美麗旋律進行支援的深沉平靜\n歌姬。以強化我方與弱化敵人雙方面進行輔助，\n同時與召喚的飛龍進行波狀攻擊鎮壓敵人。","782","3","0","1","0","118101","0","2.07","蘭法","21","0","118101","蘭法","0","118101","2025/07/01 16:00:00","7","2"
"19","2025/07/04 15:59:59","450","0","118201","【魔法】位於後衛，帶著笑容四處破壞的活潑少女★\n最多讓三名敵人中彈的技能和ＵＢ在【PSI★蓄力】\n狀態下追加降低魔防效果，將礙事者殲滅。","730","3","0","1","0","118201","0","1.7","美空","0","0","118201","美空","0","118201","2025/07/01 16:00:00","0","2"
"0","2030/12/31 15:00:00","0","0","118301","","732","3","1","1","180701","0","0","0","初音（初音＆栞）","0","0","0","初音（初音＆栞）","0","118301","2015/04/01 15:00:00","0","0"
"0","2030/12/31 15:00:00","0","0","118401","","732","3","1","1","180701","0","0","0","栞（初音＆栞）","0","0","0","栞（初音＆栞）","0","118401","2015/04/01 15:00:00","0","0"
"0","2030/12/31 15:00:00","450","0","118501","【魔法】位於後衛，支撐眾人的公會管理協會職員。\n會施展提高我方能力的魔法取代普通攻擊，\n守護我方並妨礙敵人，進行完美支援。","787","1","0","1","0","118501","0","2","花凜","37","0","118501","花凜","0","118501","2022/02/01 16:00:00","37","2"
"0","2030/12/31 15:00:00","450","0","118601","【魔法】飛出後衛盡全力惡作劇的幻惑妖精。\n隨興的來回飛舞於敵陣中，使敵人的攻擊揮空，\n用ＵＢ隨機賦予四種妨礙效果，使其陷入大混亂。","826","3","0","1","0","118601","0","2","涅比亞","0","0","118601","涅比亞","0","118601","2024/12/10 16:00:00","0","2"
"15","2030/12/31 15:00:00","450","0","119001","【魔法】位於後衛，妨礙魔法主力輸出者的黑暗老師。\n能以誘惑與TP下降來妨礙魔法攻擊力最高的敵人，\n並以TP恢復技能來掩護我方、支配戰況。","714","3","0","0","0","119001","0","2.27","伊緒（黑暗）","7","0","119001","伊緒（黑暗）","0","119001","2022/03/07 16:00:00","7","2"
"12","2030/12/31 15:00:00","450","0","119101","【魔法】位於前衛，使用護盾擋下突襲的黑暗被虐狂少女。\n提升魔法攻擊力最高的我方角色的魔法攻擊力與暴擊，\n並透過魔法防禦力下降技能讓敵方膽怯。","143","3","0","0","0","119101","0","2.545","空花（黑暗）","26","0","119101","空花（黑暗）","0","119101","2022/03/20 16:00:00","7","2"
"5","2030/12/31 15:00:00","450","0","119201","【物理】位於中衛，支援並守護我方的聖誕夜牧場主人。\n擊退範圍內的敵人以破壞對方的隊形，\n並利用展開全體物理護盾及恢復單體ＨＰHP來導向勝利。","397","1","0","1","0","119201","0","2.19","真陽（聖誕節）","6","0","119201","真陽（聖誕節）","0","119201","2024/01/26 16:00:00","6","1"
"6","2030/12/31 15:00:00","450","0","119301","【物理】位於後衛，負責攻擊和支援的聖夜弓箭手。\n以提升物理攻擊力和物理暴擊的技能強化周圍，\n並以暴擊時威力增加的ＵＢ粉碎敵人。","762","3","0","0","0","119301","0","1.97","璃乃（聖誕節）","8","0","119301","璃乃（聖誕節）","0","119301","2022/04/25 16:00:00","8","1"
"0","2030/12/31 15:00:00","0","0","119401","","0","1","0","0","0","0","0","0","貪吃佩可","0","0","0","貪吃佩可","0","119401","2022/06/01 16:00:00","5","0"
"0","2030/12/31 15:00:00","0","0","119501","","0","1","0","0","0","0","0","0","可可蘿","6","0","0","可可蘿","0","119501","2022/06/01 16:00:00","6","0"
"0","2030/12/31 15:00:00","0","0","119601","","0","1","0","0","0","0","0","0","凱留","7","0","0","凱留","0","119601","2022/06/01 16:00:00","7","0"
"0","2030/12/31 15:00:00","0","0","119701","","0","3","0","0","0","0","0","0","雪菲","4","0","0","雪菲","0","119701","2022/06/01 16:00:00","4","0"
"14","2025/05/01 15:59:59","450","0","119901","【物理】位於中衛，用布丁強化我方的幽靈聖少女。\n在提升物理攻擊力和物理暴擊的布丁能量領域內\n也會強化自己的技能，使出突襲。","302","3","0","1","0","119901","0","2.17","宮子（聖誕節）","1","0","119901","宮子（聖誕節）","0","119901","2025/04/22 16:00:00","1","1"
"6","2025/07/16 15:59:59","450","0","120001","【物理】位於前衛，守護夥伴免受猛烈攻擊的黑暗姐姐。\n能以戰鬥開始時無法行動無效的技能守護周圍夥伴，\n並以技能限制範圍內敵人的行動，牽制並改變戰況。","190","3","0","1","0","120001","0","2.375","靜流（黑暗）","5","0","120001","靜流（黑暗）","0","120001","2025/07/11 16:00:00","5","1"
"0","2030/12/31 15:00:00","0","0","120101","","0","3","0","0","0","0","0","0","伊緒（黑暗）","7","0","0","伊緒（黑暗）","0","120101","2015/04/01 15:00:00","7","0"
"0","2030/12/31 15:00:00","0","0","120201","","0","3","0","0","0","0","0","0","空花（黑暗）","26","0","0","空花（黑暗）","0","120201","2015/04/01 15:00:00","7","0"
"0","2030/12/31 15:00:00","0","0","120301","","0","3","0","0","0","0","0","0","靜流（黑暗）","7","0","0","靜流（黑暗）","0","120301","2015/04/01 15:00:00","5","0"
"0","2030/12/31 15:00:00","0","0","120401","","465","3","1","1","180801","0","0","0","美美（小小甜心）","0","0","0","美美（小小甜心）","0","120401","2015/04/01 15:00:00","0","0"
"0","2030/12/31 15:00:00","0","0","120501","","465","3","1","1","180801","0","0","0","禊（小小甜心）","0","0","0","禊（小小甜心）","0","120501","2015/04/01 15:00:00","0","0"
"0","2030/12/31 15:00:00","0","0","120601","","465","3","1","1","180801","0","0","0","鏡華（小小甜心）","0","0","0","鏡華（小小甜心）","0","120601","2015/04/01 15:00:00","0","0"
"1","2025/05/21 15:59:59","450","0","120701","【物理】前衛，翱翔於雪花紛飛晴空的新春冰龍少女。\n以透過ＵＢ顯現的冰龍之牙提升施加我方的強化技能，\n配合自身的範圍攻擊技使出猛烈攻勢，凍滅敵方陣營。","283","3","0","1","0","120701","0","1.84","雪菲（新年）","22","0","120701","雪菲（新年）","0","120701","2025/05/16 16:00:00","4","1"
"2","2030/12/31 15:00:00","450","0","120801","【物理】位於前衛，展現雪月花之舞的新春大姐頭。\n攻擊命中時增加【劍之烙印】提升ＵＢ和技能的威力，\n以眼力無法捕捉的迅捷斬擊壓制敵人。","193","1","0","1","0","120801","0","1.3","流夏（新年）","22","0","120801","流夏（新年）","0","120801","2024/02/23 16:00:00","4","1"
"12","2025/05/21 15:59:59","450","0","120901","【魔法】中衛，以自身血液為代價展現力量的\n新春吸血鬼。自在操縱消耗自身ＨＰ施放的強力技能，\n以及從敵人吸收ＴＰ的技能，藉以消滅面前的敵人。","424","3","0","1","0","120901","0","1.425","伊莉亞（新年）","38","0","120901","伊莉亞（新年）","0","120901","2025/05/16 16:00:00","3","2"
"1","2025/06/26 15:59:59","450","0","121001","【物理】前衛，以夥伴的羈絆為力量而戰的餓扁公主。\n依照敵方ＨＰ狀態分別施展永續物理攻擊力上升，\n短時間內特大攻擊力上升和自身ＴＰ恢復來改變戰況。","164","3","0","1","0","121001","0","2.25","貪吃佩可（超載）","41","0","121001","貪吃佩可（超載）","0","121001","2025/06/22 16:00:00","5","1"
"1","2025/06/26 15:59:59","450","0","121101","【魔法】中衛，以夥伴的羈絆為力量而戰的傲嬌貓女。\n擁有妨礙敵人的技能，以ＵＢ使敵方全體陷入恐慌，\n已處於恐慌狀態的敵人ＴＰ下降，掌控戰場全局。","588","3","0","1","0","121101","0","2.07","凱留（超載）","42","0","121101","凱留（超載）","0","121101","2025/06/22 16:00:00","7","2"
"6","2030/12/31 15:00:00","450","0","121201","【物理】前衛，眺望著世界所有真理的「迷宮女王」。\n以技能強化我方攻擊面並為全體附加ＨＰ持續恢復。\n重整戰線的同時自己也能以壓倒性力量殲滅敵人。","260","1","0","1","0","121201","0","1.55","拉比林斯達（超載）","40","0","121201","拉比林斯達（超載）","0","121201","2024/03/26 16:00:00","4","1"
"3","2030/12/31 15:00:00","450","0","121301","【物理】位於後衛，為了大家而下定決心並奮發向上的\n小小女演員。剩餘ＨＰ越多，物理攻擊力提升越多，會以\n物理攻擊無效護盾的技能與持續恢復ＨＰ與ＴＰ支援我方。","731","3","0","0","0","121301","0","1.9","胡桃（舞台）","3","0","121301","胡桃（舞台）","0","121301","2022/07/05 16:00:00","3","1"
"15","2030/12/31 15:00:00","450","0","121401","【魔法】位於後衛，強化我方後衛的魔法少女看板娘。\n以護盾與持續恢復ＴＰ支援我方後衛，以及依照自身的\n魔法攻擊力提升強化攻擊力的技能鼓舞我方。","742","3","0","0","0","121401","0","2.27","美咲（舞台）","7","0","121401","美咲（舞台）","0","121401","2022/07/17 16:00:00","7","2"
"12","2024/08/16 15:59:59","450","0","121501","【物理】位於中衛，潛藏於暗夜中神出鬼沒的怪盜少女。\n以消失於敵人面前的隱密技能，與使用降低遠方敵人ＴＰ的\n技能，從敵陣後方使敵人瓦解。","590","3","0","1","0","121501","0","2","步未（怪盜）","6","0","121501","步未（怪盜）","0","121501","2024/08/13 16:00:00","6","1"
"17","2030/12/31 15:00:00","450","0","121601","【物理】位於前衛，藏身於黑暗中釋放會心一擊的\n怪盜龍。使用當處於隱密效果時，傷害會大幅提升\n且必定發動暴擊的ＵＢ與技能輸出的穩定傷害打倒敵人。","292","3","0","0","0","121601","0","1.425","祈梨（怪盜）","3","0","121601","祈梨（怪盜）","0","121601","2022/08/17 16:00:00","3","1"
"0","2030/12/31 15:00:00","0","0","121701","","421","3","1","1","180901","0","0","0","秋乃（秋乃＆咲戀）","0","0","0","秋乃（秋乃＆咲戀）","0","121701","2015/04/01 15:00:00","0","0"
"0","2030/12/31 15:00:00","0","0","121801","","421","3","1","1","180901","0","0","0","咲戀（秋乃＆咲戀）","0","0","0","咲戀（秋乃＆咲戀）","0","121801","2015/04/01 15:00:00","0","0"
"12","2030/12/31 15:00:00","450","0","121901","【魔法】位於前衛，鼓舞自身並釋放高漲魔力的\n蒼海之冥姬。\n能以每次發動都能提升攻擊力和暴擊時傷害的ＵＢ，\n和以自我犧牲為代價的強力範圍攻擊技消滅敵人。","293","3","0","0","0","121901","0","2.125","杏奈（海盜）","5","0","121901","杏奈（海盜）","0","121901","2022/09/16 16:00:00","5","2"
"14","2030/12/31 15:00:00","450","0","122001","【物理】位於中衛，解放徘徊靈魂的海星靈能少女。\n攻擊時運用賦予的【靈錨之烙印】，以提升傷害量的\n技能和防禦力下降ＵＢ帶領敵人走向滅亡。","380","3","0","0","0","122001","0","1.425","忍（海盜）","3","0","122001","忍（海盜）","0","122001","2022/09/04 16:00:00","3","1"
"9","2030/12/31 15:00:00","450","0","122101","【物理】位於後衛射出千百箭矢，孤獨的山居精靈族。\n以物理魔法無效護盾擋下攻擊，朝敵方全體射擊\n並對進入自身攻擊範圍的敵人以強烈的箭雨追擊掃蕩。","731","1","0","1","0","122101","0","1.97","碧（露營）","35","0","122101","碧（露營）","0","122101","2024/08/26 16:00:00","35","1"
"8","2030/12/31 15:00:00","450","0","122201","【物理】位於中衛，與大自然一起享受最棒的那一杯的\n前聖騎士。\n【最幸福的一刻】增加得越多，我方物理攻擊力及\n暴擊時的傷害也會得到強力的強化，並掌握勝利。","419","3","0","0","0","122201","0","1.84","優花梨（露營）","4","0","122201","優花梨（露營）","0","122201","2022/10/02 16:00:00","4","1"
"0","2030/12/31 15:00:00","450","0","122301","【魔法】位於中衛，與幼龍同行的最～強吸血鬼公主。\n能夠強化我方全體，並透過吸收敵人ＴＰ的技能蓄力，\n發動ＵＢ後會與貝斯共鬥，並降低防禦力和以強擊發動攻勢。","564","3","0","0","0","122301","0","1.425","班比","43","0","122301","班比","0","122301","2022/10/17 16:00:00","43","2"
"8","2030/12/31 15:00:00","450","0","122401","【物理】位於前衛，為夥伴們聲援打氣的盛夏活力女孩。\n除了持續恢復我方ＨＰ並提升行動速度之外，\n還能根據我方的數量來強化暴擊和攻擊力，進而致勝。","264","1","0","1","0","122401","0","2.42","日和（夏日）","1","0","122401","日和（夏日）","0","122401","2024/10/26 16:00:00","1","1"
"0","2025/01/01 15:59:59","450","0","122501","【物理】位於前衛，身負水刃加持，馳騁於水面上的海岸\n劍士。每次提升暴擊時的傷害並發動ＵＢ時，身旁的\n【水刃的加持】都會提升所有技能傷害，同時貫穿敵陣。","250","3","0","1","0","122501","0","1.965","怜（夏日）","4","0","122501","怜（夏日）","0","122501","2024/12/27 16:00:00","4","1"
"0","2030/12/31 15:00:00","450","0","122601","【魔法】位於中衛，負責輔助魔法角色的靜夜魔法師。\n可累積的攻擊強化技能、ＴＰ恢復、物理與魔法無效護盾\n以及持續恢復ＨＰ等招式攻守皆宜，藉此引導我方致勝。","554","3","0","0","0","122601","0","2.27","優衣（夏日）","7","0","122601","優衣（夏日）","0","122601","2022/11/16 16:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","122701","【魔法】位於後衛，勤奮練習困難魔法的海邊優等生。\n可擊中隨機敵人的技能，其威力會因攻擊時留下的\n【蝴蝶貼紙】而增加，並降低其防禦力。","812","3","0","0","0","122701","0","1.92","鏡華（夏日）","7","0","122701","鏡華（夏日）","0","122701","2022/12/17 16:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","122801","【物理】位於前衛，在敵後設置煙火的納涼搗蛋女孩。\n會用暈眩來牽制敵方最前衛，同時施展以最後方為中心的\nＵＢ來拉近窄範圍的敵人，並降低其ＴＰ，藉此阻斷攻勢。","237","1","0","1","0","122801","0","2.295","禊（夏日）","1","0","122801","禊（夏日）","0","122801","2024/11/26 16:00:00","1","1"
"0","2025/01/01 15:59:59","450","0","122901","【物理】位於中衛，帶著巨大氣球蹦蹦跳跳的夏日\n小兔兔女孩。可使用ＵＢ和技能對所有複數目標造成追加傷害，\n並運用自我強化和降低防禦力的效果來突破強敵。","361","3","0","1","0","122901","0","2.25","美美（夏日）","5","0","122901","美美（夏日）","0","122901","2024/12/27 16:00:00","5","1"
"0","2025/07/04 15:59:59","450","0","123001","【魔法】位於後衛，以嶄新姿態支援騎士冒險的妖精。\n會以傷害降低、提升防禦力、無效護盾等保護我方，\n以護盾為起點支援攻擊力與ＴＰ來轉變攻勢。","746","3","0","1","0","123001","0","2.27","愛梅斯","44","0","123001","愛梅斯","0","123001","2025/07/01 16:00:00","44","2"
"0","2030/12/31 15:00:00","450","0","123101","【魔法】位於後衛與玩偶們一起挑戰大冒險的真步隊員。\n施加在我方身上的【軟綿綿羊毛】會在受到傷害時被消耗\n以恢復ＴＰ，以一氣呵成的反擊開闢生路。","793","3","0","0","0","123101","0","1.795","真步（探險家）","7","0","123101","真步（探險家）","0","123101","2023/01/05 16:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","123201","【物理】位於前衛，與搭檔一同克服困難\n奮勇前進的綾音隊員。\n以兩個範圍攻擊一口氣逮住敵群，提升周圍我方的\n物理攻擊力與暴擊以擊垮阻礙冒險之牆。","256","3","0","0","0","123201","0","1.425","綾音（探險家）","3","0","123201","綾音（探險家）","0","123201","2023/01/17 16:00:00","3","1"
"0","2025/02/01 15:59:59","450","0","123301","【物理】位於中衛散佈黏液的黃色史萊姆女孩。\n以技能降低敵方全體的物理攻擊能力與ＴＰ上升，\n以ＵＢ變身為史萊姆攻擊所有敵人並獲得無敵的身軀。","350","3","0","1","0","123301","0","1.62","涅婭","0","0","123301","涅婭","0","123301","2025/01/26 16:00:00","1","1"
"0","2030/12/31 15:00:00","0","0","123401","","0","3","0","0","0","0","0","0","純（露營）","5","0","0","純（露營）","0","123401","2015/04/01 15:00:00","5","0"
"0","2030/12/31 15:00:00","450","0","123501","【物理】位於中衛以惡作劇玩弄敵人的恐怖殭屍女孩。\n對魔法攻擊力最高的敵人發動突襲，以ＴＰ減少、\n降低魔法攻擊力與暈眩等妨礙技能先發制人。","583","1","0","1","0","123501","0","2.34","鈴（萬聖節）","6","0","123501","鈴（萬聖節）","0","123501","2025/01/26 16:00:00","6","1"
"0","2025/02/26 15:59:59","450","0","123601","【物理】位於前衛，與同志合力共戰的夜巡劍士。\n使自身與物理攻擊力最高的１名我方角色攻擊力大幅\n提升，以飛快的劍技懲罰無禮之徒。","262","3","0","1","0","123601","0","1.965","智（萬聖節）","4","0","123601","智（萬聖節）","0","123601","2025/02/22 16:00:00","4","1"
"0","2030/12/31 15:00:00","450","0","123701","【魔法】位於後衛，卯足全力\n進行御宅活動的萬聖節魔法少女。\n降低ＨＰ恢復量以打亂敵方戰略，依照傷害領域\n與目標多寡增加火傷的威力，以狂熱的火焰包覆敵人。","741","3","0","0","0","123701","0","2.07","七七香（萬聖節）","21","0","123701","七七香（萬聖節）","0","123701","2023/02/16 16:00:00","7","2"
"0","2025/04/01 15:59:59","450","0","123801","【物理】位於前衛，以兔子模樣在戰場蹦蹦跳跳的\n誓約女君。會運用迴避所有物理攻擊的技能及攻擊力強化\n來單身闖入敵陣，並用ＵＢ的範圍攻擊從內側將敵人擊潰。","238","3","0","1","0","123801","0","2.295","克莉絲提娜（狂野）","1","0","123801","克莉絲提娜（狂野）","0","123801","2025/03/28 16:00:00","1","1"
"0","2030/12/31 15:00:00","450","0","123901","【物理】位於前衛，身穿著母親製作的鎧甲，意氣昂揚的\n獸人族騎士。自身的ＨＰ越低，造成的傷害與無效護盾的\n耐久度就越高，除此之外還會運用降低防禦力及\n永續攻擊力提升來開闢生路。","183","3","0","0","0","123901","0","2.125","茉莉（狂野）","2","0","123901","茉莉（狂野）","0","123901","2023/03/19 16:00:00","2","1"
