f813d980a0a4bcde99a525dd39b950a5af6d0ad6892a6d3a6d1de836508739c1,109ad53b9040780b6f0b88393979e0cf246eda90421a721a3539306911658844,245c48357e024ff8522b1605d91bbb5b700db9de5a4f6027a78eab1a94f3b37c,70b0022db8a9a58a56797c60bf0f94b39b8ed22a508e71f67185eac640df9077,be09742f8b62f5ca0d69468ec4945d5ca4cd9ffa7dce0fd4b95f535ad925cf20
"300105406","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001054","降低HP吸收"
"300105501","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001055","風屬性獎勵特大幅度提升"
"300105502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001055","深域怪物"
"300105503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001055","賦予TP上升上限"
"300105504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001055","提升物理防禦力（不可降低）"
"300105505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001055","提升魔法防禦力（不可降低）"
"300105506","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001055","降低HP吸收"
"300105601","戰鬥中，發動「提升魔法攻擊力」效果。","25","83001056","危險領域"
"300105602","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001056","風屬性獎勵特大幅度提升"
"300105603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001056","深域怪物"
"300105604","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001056","賦予TP上升上限"
"300105605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001056","提升物理防禦力（不可降低）"
"300105606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001056","提升魔法防禦力（不可降低）"
"300105607","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001056","降低HP吸收"
"300105608","戰鬥開始時，讓所有怪物的魔法攻擊力特大幅度提升。","34","83001056","提升魔法攻擊力"
"300105701","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001057","風屬性獎勵特大幅度提升"
"300105702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001057","深域怪物"
"300105703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001057","賦予TP上升上限"
"300105704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001057","提升物理防禦力（不可降低）"
"300105705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001057","提升魔法防禦力（不可降低）"
"300105706","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001057","降低HP吸收"
"300105801","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001058","風屬性獎勵特大幅度提升"
"300105802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001058","深域怪物"
"300105803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001058","賦予TP上升上限"
"300105804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001058","提升物理防禦力（不可降低）"
"300105805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001058","提升魔法防禦力（不可降低）"
"300105806","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001058","降低HP吸收"
"300105901","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001059","風屬性獎勵特大幅度提升"
"300105902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001059","深域怪物"
"300105903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001059","賦予TP上升上限"
"300105904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001059","提升物理防禦力（不可降低）"
"300105905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001059","提升魔法防禦力（不可降低）"
"300105906","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001059","降低HP吸收"
"300106001","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001060","風屬性獎勵特大幅度提升"
"300106002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001060","深域怪物"
"300106003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001060","賦予TP上升上限"
"300106004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001060","提升物理防禦力（不可降低）"
"300106005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001060","提升魔法防禦力（不可降低）"
"300106006","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","83001060","降低HP吸收"
"300106007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","83001060","減少TP下降"
"300106008","戰鬥開始時，中幅度降低全體角色的物理防禦力。","7","83001060","降低物理防禦力"
"300106101","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001061","風屬性獎勵特大幅度提升"
"300106102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001061","深域怪物"
"300106103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001061","賦予TP上升上限"
"300106104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001061","提升物理防禦力（不可降低）"
"300106105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001061","提升魔法防禦力（不可降低）"
"300106106","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001061","降低HP吸收"
"300106201","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001062","風屬性獎勵特大幅度提升"
"300106202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001062","深域怪物"
"300106203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001062","賦予TP上升上限"
"300106204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001062","提升物理防禦力（不可降低）"
"300106205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001062","提升魔法防禦力（不可降低）"
"300106206","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001062","降低HP吸收"
"300106301","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001063","風屬性獎勵特大幅度提升"
"300106302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001063","深域怪物"
"300106303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001063","賦予TP上升上限"
"300106304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001063","提升物理防禦力（不可降低）"
"300106305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001063","提升魔法防禦力（不可降低）"
"300106306","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001063","降低HP吸收"
"300106401","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001064","風屬性獎勵特大幅度提升"
"300106402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001064","深域怪物"
"300106403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001064","賦予TP上升上限"
"300106404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001064","提升物理防禦力（不可降低）"
"300106405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001064","提升魔法防禦力（不可降低）"
"300106406","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001064","降低HP吸收"
"300106501","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001065","風屬性獎勵特大幅度提升"
"300106502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001065","深域怪物"
"300106503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001065","賦予TP上升上限"
"300106504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001065","提升物理防禦力（不可降低）"
"300106505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001065","提升魔法防禦力（不可降低）"
"300106506","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001065","降低HP吸收"
"300106601","戰鬥中，發動「傷害降低」、「提升毒、猛毒持續傷害」效果。","25","83001066","危險領域"
"300106602","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001066","風屬性獎勵特大幅度提升"
"300106603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001066","深域怪物"
"300106604","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001066","賦予TP上升上限"
"300106605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001066","提升物理防禦力（不可降低）"
"300106606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001066","提升魔法防禦力（不可降低）"
"300106607","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001066","降低HP吸收"
"300106608","戰鬥開始時，所有怪物的傷害為\n減少50％的狀態。","boss_damage_cut","83001066","傷害降低"
"300106609","戰鬥開始時，提升所有怪物受到的毒、猛毒狀態所造成的持續傷害。","19","83001066","提升毒、猛毒持續傷害"
"300106701","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001067","風屬性獎勵特大幅度提升"
"300106702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001067","深域怪物"
"300106703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001067","賦予TP上升上限"
"300106704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001067","提升物理防禦力（不可降低）"
"300106705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001067","提升魔法防禦力（不可降低）"
"300106706","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001067","降低HP吸收"
"300106801","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001068","風屬性獎勵特大幅度提升"
"300106802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001068","深域怪物"
"300106803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001068","賦予TP上升上限"
"300106804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001068","提升物理防禦力（不可降低）"
"300106805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001068","提升魔法防禦力（不可降低）"
"300106806","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001068","降低HP吸收"
"300106901","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001069","風屬性獎勵特大幅度提升"
"300106902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001069","深域怪物"
"300106903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001069","賦予TP上升上限"
"300106904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001069","提升物理防禦力（不可降低）"
"300106905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001069","提升魔法防禦力（不可降低）"
"300106906","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001069","降低HP吸收"
"300107001","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001070","風屬性獎勵特大幅度提升"
"300107002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001070","深域怪物"
"300107003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001070","賦予TP上升上限"
"300107004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001070","提升物理防禦力（不可降低）"
"300107005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001070","提升魔法防禦力（不可降低）"
"300107006","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","83001070","降低HP吸收"
"300107007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","83001070","減少TP下降"
"300107008","戰鬥開始時，所有怪物的物理傷害為減少50%的狀態。","boss_physics_cut","83001070","物理傷害降低"
"400100101","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001001","光屬性獎勵特大幅度提升"
"400100102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001001","深域怪物"
"400100103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001001","賦予TP上升上限"
"400100104","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001001","提升物理防禦力（不可降低）"
"400100105","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001001","提升魔法防禦力（不可降低）"
"400100106","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001001","降低HP吸收"
"400100201","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001002","光屬性獎勵特大幅度提升"
"400100202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001002","深域怪物"
"400100203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001002","賦予TP上升上限"
"400100204","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001002","提升物理防禦力（不可降低）"
"400100205","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001002","提升魔法防禦力（不可降低）"
"400100206","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001002","降低HP吸收"
"400100301","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001003","光屬性獎勵特大幅度提升"
"400100302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001003","深域怪物"
"400100303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001003","賦予TP上升上限"
"400100304","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001003","提升物理防禦力（不可降低）"
"400100305","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001003","提升魔法防禦力（不可降低）"
"400100306","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001003","降低HP吸收"
"400100401","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001004","光屬性獎勵特大幅度提升"
"400100402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001004","深域怪物"
"400100403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001004","賦予TP上升上限"
"400100404","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001004","提升物理防禦力（不可降低）"
"400100405","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001004","提升魔法防禦力（不可降低）"
"400100406","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001004","降低HP吸收"
"400100501","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001005","光屬性獎勵特大幅度提升"
"400100502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001005","深域怪物"
"400100503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001005","賦予TP上升上限"
"400100504","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001005","提升物理防禦力（不可降低）"
"400100505","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001005","提升魔法防禦力（不可降低）"
"400100506","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001005","降低HP吸收"
"400100601","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001006","光屬性獎勵特大幅度提升"
"400100602","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001006","深域怪物"
"400100603","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001006","賦予TP上升上限"
"400100604","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001006","提升物理防禦力（不可降低）"
"400100605","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001006","提升魔法防禦力（不可降低）"
"400100606","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001006","降低HP吸收"
"400100701","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001007","光屬性獎勵特大幅度提升"
"400100702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001007","深域怪物"
"400100703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001007","賦予TP上升上限"
"400100704","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001007","提升物理防禦力（不可降低）"
"400100705","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001007","提升魔法防禦力（不可降低）"
"400100706","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001007","降低HP吸收"
"400100801","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001008","光屬性獎勵特大幅度提升"
"400100802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001008","深域怪物"
"400100803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001008","賦予TP上升上限"
"400100804","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001008","提升物理防禦力（不可降低）"
"400100805","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001008","提升魔法防禦力（不可降低）"
"400100806","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001008","降低HP吸收"
"400100901","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001009","光屬性獎勵特大幅度提升"
"400100902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001009","深域怪物"
"400100903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001009","賦予TP上升上限"
"400100904","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001009","提升物理防禦力（不可降低）"
"400100905","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001009","提升魔法防禦力（不可降低）"
"400100906","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001009","降低HP吸收"
"400101001","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001010","光屬性獎勵特大幅度提升"
"400101002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001010","深域怪物"
"400101003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001010","賦予TP上升上限"
"400101004","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001010","提升物理防禦力（不可降低）"
"400101005","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001010","提升魔法防禦力（不可降低）"
"400101006","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001010","降低HP吸收"
"400101007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","84001010","減少TP下降"
"400101008","戰鬥開始時，大幅度降低全體角色的魔法防禦力。","8","84001010","降低魔法防禦力"
"400101101","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001011","光屬性獎勵特大幅度提升"
"400101102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001011","深域怪物"
"400101103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001011","賦予TP上升上限"
"400101104","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001011","提升物理防禦力（不可降低）"
"400101105","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001011","提升魔法防禦力（不可降低）"
"400101106","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001011","降低HP吸收"
"400101201","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001012","光屬性獎勵特大幅度提升"
"400101202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001012","深域怪物"
"400101203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001012","賦予TP上升上限"
"400101204","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001012","提升物理防禦力（不可降低）"
"400101205","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001012","提升魔法防禦力（不可降低）"
"400101206","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001012","降低HP吸收"
"400101301","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001013","光屬性獎勵特大幅度提升"
"400101302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001013","深域怪物"
"400101303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001013","賦予TP上升上限"
"400101304","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001013","提升物理防禦力（不可降低）"
"400101305","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001013","提升魔法防禦力（不可降低）"
"400101306","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001013","降低HP吸收"
"400101401","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001014","光屬性獎勵特大幅度提升"
"400101402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001014","深域怪物"
"400101403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001014","賦予TP上升上限"
"400101404","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001014","提升物理防禦力（不可降低）"
"400101405","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001014","提升魔法防禦力（不可降低）"
"400101406","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001014","降低HP吸收"
"400101501","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001015","光屬性獎勵特大幅度提升"
"400101502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001015","深域怪物"
"400101503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001015","賦予TP上升上限"
"400101504","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001015","提升物理防禦力（不可降低）"
"400101505","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","84001015","提升魔法防禦力（不可降低）"
"400101506","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","84001015","降低HP吸收"
"400101601","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","15","84001016","光屬性獎勵特大幅度提升"
"400101602","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","84001016","深域怪物"
"400101603","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","84001016","賦予TP上升上限"
"400101604","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","84001016","提升物理防禦力（不可降低）"
