118938e947957b3367868d6689117d54d5adc59d785c99c0aef48fbbe8a48d2d,2c71f015b95d56704298aac20c7b927a5183f4a294747cc30fe7f442e6cfd956,d98df469d77a2ae4bb295f13e2579dbbc4a51a691788bf39ba6e5455883d22a7,dcfbb93211a888f100d2549be64640efaa88ac03a10cfdad7f4f7b304e4ba0af,ce8676148d31d309870baa096a4a1121f16b9ea0b0731a7a0f574c6db6b1bc17,c8a2bbe30ec718bcef570c1e0c7cf454b4754e95e31a921b7906e8ae638e7fb3,3898e90078ce8037b09dced558691f4b891ca76ee032c916eae3a6b5c2f26380,17c327117043b4df26a8bd7c8aff48fb518274a3351e44fcfe5459d71401cb55,5e2ade782bf6d1bff8975be48f9cc72eca97d7e3de0608a96c15938652a5ba54,8399f2fb0fa6e0cfb87e2e5af5381387753f82df35fff1d77ae705d502498722,a0d76e6f37ec5255d11a2a57ef0be3183b576fcfdd510bdcd85bc1ad2b460c11,bd9c8acf152193e7b8a27a15ed499c350a7324d53188d31975b84264b100592e,c9084b9459f5e23c60154603232cad1647e7ec4749d7a1cb008916eb8ae48ec4,ba54e9ec150fe85580cc1a20c46b4c21bd5fbad56c8f1fc2eb23cbc7665dba10,c883bee899b2874a950ee6c56fe5f4258d68cdcc25306aef983c1cb9df7f466b,4d8c8ff92d2ba4271d3f839ae77cc01e322b9b4c7703d9ae00bef9c2b39667a9,7e47a94b8ff739eae73b06ce627b5bdfd330f6468c693ad147a4addd8b25c476,3982931f659928e652dc036a2622bb7b1a5d258c2efc2513bbe39e0980879b2b,36ed123888bf7291ca3653c783d6eb8791111b8b0e4920170c18c669013a7103,eb2a1c857f6d1931b791ef692a2add07bb7f947d5c3ef211f4d456e17f7e6cf4,2fbb9bc14c84ac44a688ca28b6326b307a92449641e03ef04d99578f835f6d21
"1","205301202","1","0","0","0","","3","1","0","7","2","0","0","0","1","24","0","0","0",""
"3","205301203","1","0","0","0","","3","0","0","24","2","0","4000","0","1","2","0","0","0",""
"3","205301204","99","1000","0","2160","","1","0","0","3","1","0","200","0","1","3","0","0","0",""
"0","205402101","1","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","205402102","1","1","0","3000","","3","0","0","3","1","0","0","0","1","1","0","0","0",""
"4","205402201","1","0","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","205402202","1","0","0","0","","3","1","0","7","2","0","0","0","1","24","0","0","0",""
"3","205402203","1","0","0","0","","3","0","0","24","2","0","4000","0","1","2","0","0","0",""
"3","205402204","99","1000","0","2160","","1","0","0","3","1","0","200","0","1","3","0","0","0",""
"1","205500101","1","1","0","550","","1","1","0","2","1","0","1","0","1","1","0","0","0",""
"1","205500102","0","4","0","0","","2","0","0","1","1","0","0.8","0","1","8","0","0","0",""
"1","205500103","0","4","0","0","","1","2.25","0","1","1","0","2.25","0","1","9","0","0","0",""
"1","205701101","1","0","0","-1","","1","1","0","3","1","0","1","0","1","1","0","0","0",""
"3","205701102","1","500","0","0","","1","0","0","1","1","0","200","0","1","3","0","0","0",""
"3","205800101","1","18","0","0","展開{0}傷害比例的物理魔法無效屏障","3","105","0","7","2","0","105","0","1","6","0","0","0",""
"1","205801101","1","0","0","3000","指定目標","3","0","0","3","1","0","0","0","1","7","0","0","0",""
"1","205801102","99","0.72","0","400","對目標中心造成範圍魔法傷害","3","14","0","1","1","0","12","0","1","1","0","0","0",""
"3","205801103","99","8","0","400","朝對象範圍施加判定○的詛咒","3","0.8","0","1","1","0","10","0","1","9","0","0","0",""
"3","205801201","1","30","0","0","HP觸發","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","205801202","1","0","0","3000","TP回復","2","0","0","16","2","0","300","0","1","16","0","0","0",""
"2","205802101","99","2.5","0","3000","對全體造成魔法傷害","3","40","0","3","1","0","40","0","1","1","0","0","0",""
"3","205806101","1","18","0","0","展開{0}傷害比例的物理魔法無效屏障","3","105","0","7","2","0","105","0","1","6","0","0","0",""
"1","205807101","1","0","0","3000","指定目標","3","0","0","3","1","0","0","0","1","7","0","0","0",""
"1","205807102","99","0.72","0","400","對目標中心造成範圍魔法傷害","3","14","0","1","1","0","12","0","1","1","0","0","0",""
"3","205807103","99","10","0","400","朝對象範圍施加判定○的詛咒","3","0.8","0","1","1","0","10","0","1","9","0","0","0",""
"3","205807201","1","30","0","0","HP觸發","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","205807202","1","0","0","3000","TP回復","2","0","0","16","2","0","300","0","1","16","0","0","0",""
"2","205808101","99","2.5","0","3000","對全體造成魔法傷害","3","40","0","3","1","0","40","0","1","1","0","0","0",""
"1","205900101","2","1","0","650","傷害","1","1","0","4","1","0","1","0","1","1","0","0","0",""
"1","205900102","0","6","0","650","降低行動速度","1","0","0","1","1","0","0.5","0","1","8","0","0","0",""
"1","206000101","1","1","0","150","傷害","1","1","0","3","1","0","1","0","1","1","0","0","0",""
"1","206000102","1","1050","0","150","縱向擊退","1","0","0","1","1","0","140","0","1","3","450","0","0",""
"3","206000103","1","525","0","150","橫向擊退","1","0","0","1","1","0","270","0","1","3","0","0","0",""
"41","206000104","1","0.8","0","150","魔法防禦減益","1","0.8","0","1","1","0","1","0","1","10","12","0","1",""
"2","206100101","1","1","0","3000","魔法傷害","1","1","0","6","1","0","1","0","1","1","0","0","0",""
"11","206100102","1","6","0","3000","物理攻擊減益","1","6","0","1","1","0","1","0","1","10","12","0","1",""
"31","206100103","1","6","0","3000","魔法攻擊減益","1","6","0","1","1","0","1","0","1","10","12","0","1",""
"1","206200101","1","1","0","750","傷害","1","1","0","2","1","0","1","0","1","1","0","0","0",""
"7","206200102","1","1","0","750","硬直","1","0","0","1","1","0","0","0","1","8","0","0","0",""
"1","206201101","1","1","0","3000","傷害","1","1","0","16","1","0","1","0","1","1","0","0","0",""
"31","206201102","1","0.6","0","750","魔法攻擊減益","1","0.6","0","1","1","0","1","0","1","10","10","0","0",""
"1","206300101","1","0","0","1500","","1","1","0","24","2","0","99","0","1","16","0","0","0",""
"1","206700101","1","2.4","0","-1","對敵方單體造成{0}的物理傷害","1","30","0","3","1","0","30","0","1","1","0","0","0","單體物理傷害+{0}"
"3","206700102","99","500","0","-1","","1","0","0","3","1","0","50","0","1","3","0","0","0",""
"1","206700103","99","1.08","0","400","對範圍內的敵人造成{0}的物理傷害","2","13.5","0","3","1","0","13.5","0","0","1","0","0","0","範圍物理傷害+{0}"
"1","206700201","1","1.6","0","-1","對敵方單體造成{0}的物理傷害","1","20","0","3","1","0","20","0","1","1","0","0","0","物理傷害+{0}"
"1","206700301","1","0.6","0","0","對敵方單體造成{0}的物理傷害","1","8","0","1","1","0","8","0","1","1","0","0","0","物理傷害+{0}"
"10","206700302","1","11","0","0","提升自身{0}的物理攻擊力","1","11","0","7","2","1","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"1","206701101","99","1.08","0","2160","對範圍內的敵人造成{0}的物理傷害","3","12","0","3","1","0","12","0","1","1","0","0","0","物理傷害+{0}"
"7","206701102","99","1.5","0","2160","使範圍內的敵人一段時間內無法行動","3","0","0","3","1","0","0","0","1","8","0","0","0","束縛確定成功Ｌｖ+1"
"1","206701201","1","0","0","0","挑釁敵方全體","1","0.05","0","7","2","0","5","0","1","20","0","0","0",""
"2","206701202","1","0","0","0","","3","0","0","3","2","0","100","0","1","42","2","0","108900203",""
"1","206701203","99","0.8","0","280","對範圍內的敵人造成{0}的物理傷害","1","10","0","3","1","0","10","0","1","1","0","0","0","反擊時的物理傷害+{0}"
"21","206701204","99","5.5","0","280","降低範圍內的敵人{0}的物理防禦力","1","5.5","0","3","1","1","1","0","1","10","12","0","1","物理防禦力降低+{0}"
"2","206701301","99","18","0","280","展開{0}傷害量的魔法無效護盾","2","18","0","3","2","0","18","0","1","6","0","0","0","無效傷害量+{0}"
"40","206701302","1","1.6","0","0","提升自身{0}的魔法防禦力","1","1.6","0","7","2","1","1","0","1","10","12","0","1","魔法防禦力提升+{0}"
"5","206702101","99","18","0","2160","展開{0}傷害比例的物理魔法無效屏障","3","30","0","3","2","0","30","0","1","6","0","0","0","無效傷害量+{0}"
"2","206702102","99","0.09","10","2160","每秒回復{0}的HP","3","1.5","0","3","2","0","1.5","0","1","48","0","0","1","回復量+{0}"
"31","206702103","1","0","0","0","降低敵方單體{0}的物理防禦力","3","80","0","7","2","1","2","0","1","10","18","0","1","物理防禦力降低+{0}"
"11","206702201","1","0.6","0","2160","降低敵方單體{0}的物理攻擊力","1","0.6","1","3","1","1","1","0","1","10","12","0","1","物理攻擊力降低+{0}"
"31","206702202","1","0.6","0","2160","降低敵方單體{0}的魔法攻擊力","1","0.6","1","3","1","1","1","0","1","10","12","0","1","魔法攻擊力下降+{0}"
"30","206702301","99","8","0","2160","提升自身{0}的物理攻擊力","3","8","0","21","2","1","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"4","206800101","1","0","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","206800102","1","0","0","0","","3","1","0","7","2","0","0","0","1","24","0","0","0",""
"7","206800103","1","0","0","0","","3","0","0","7","2","0","-400","0","1","2","0","0","0",""
"1","206800301","99","0","0","2160","對範圍內的敵人造成物理傷害","1","100","0","3","1","0","5800","0","1","1","0","0","0",""
"0","206800302","1","0","0","0","使自己潛行","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"0","206800303","1","0","0","0","","3","0","0","7","2","0","0","0","1","30","0","0","0",""
"3","206800401","1","50","0","-1","當 HP 在 50% 以下時","1","0","0","7","2","1","100","1","2","17","0","0","0",""
"1","206800402","99","0","0","3000","使 HP 恢復，","3","15","0","1","1","0","2","0","2","4","0","0","0","HP回復量+{0}"
"1","206800403","1","0","0","0","直到自身恢復結束為止進入無敵狀態，","1","0","0","7","2","0","0.1","0","2","21","0","0","0",""
"0","206800404","1","0","0","0","使自己潛行","1","0","0","7","2","0","90","0","2","54","0","0","0",""
"0","206800405","1","0","0","0","自身即死亡","3","0","0","7","2","0","0","0","2","30","0","0","0",""
"1","206801101","1","1","0","2160","","2","1","2","1","1","0","1","0","1","1","0","0","0",""
"1","206802101","1","1","0","2160","","2","1","2","1","1","0","1","0","1","1","0","0","0",""
"1","206804101","99","0","0","2160","對範圍內的敵人造成物理傷害","1","100","0","3","1","0","5800","0","1","1","0","0","0",""
"0","206804102","1","0","0","0","使自己潛行","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"0","206804103","1","0","0","0","","3","0","0","7","2","0","0","0","1","30","0","0","0",""
"3","206804201","1","50","0","-1","當 HP 在 50% 以下時","1","0","0","7","2","1","100","1","2","17","0","0","0",""
"1","206804202","99","0","0","3000","使 HP 恢復，","3","15","0","1","1","0","2","0","2","4","0","0","0","HP回復量+{0}"
"1","206804203","1","0","0","0","直到自身恢復結束為止進入無敵狀態，","1","0","0","7","2","0","0.1","0","2","21","0","0","0",""
"0","206804204","1","0","0","0","使自己潛行","1","0","0","7","2","0","90","0","2","54","0","0","0",""
"0","206804205","1","0","0","0","自身即死亡","3","0","0","7","2","0","0","0","2","30","0","0","0",""
"2","206900101","1","1","0","450","對範圍內 HP 高的對象造成魔法傷害","3","1","0","6","1","0","1","0","1","1","0","0","0",""
"5","206900102","1","3","0","-1","對範圍內 HP 高的對象進行束縛","3","0","0","1","1","0","0","0","1","8","0","0","0",""
"2","206901101","1","1","0","450","對範圍內 HP 高的對象造成魔法傷害","3","1","0","6","1","0","1","0","1","1","0","0","0",""
"5","206901102","1","3","0","-1","對範圍內 HP 高的對象進行束縛","3","0","0","1","1","0","0","0","1","8","0","0","0",""
"4","206901201","1","0","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","206901202","1","0","0","0","","3","1","0","7","2","0","0","0","1","24","0","0","0",""
"7","206901203","1","0","0","0","","3","0","0","7","2","0","0","0","1","2","0","0","0",""
"1","207000101","1","0","0","0","自身進入無敵狀態","1","0","0","7","2","0","5.5","0","1","21","0","0","0",""
"2","207000201","1","1","0","200","範圍內隨機造成魔法傷害","3","1","0","2","1","0","1","0","1","1","0","0","0",""
"1","207100101","1","1","0","2160","對 TP 最多的敵人造成物理傷害","1","1","0","12","1","0","1","0","1","1","0","0","0",""
"950","207100102","1","0","0","2160","當對象的 HP 在 50% 以下時發動","1","0","0","1","1","0","0","0","1","23","0","0","207100103",""
"3","207100103","1","3.5","0","2160","使目標麻痺","3","0","0","1","1","0","0","0","1","8","0","0","0",""
"1","207200101","1","1","0","2160","前方物理傷害","1","1","0","3","1","0","1","0","1","1","0","0","0",""
"3","207200102","1","500","0","-1","擊退","1","0","0","3","1","0","10","0","1","3","0","0","0",""
"1","207300101","1","1","0","2160","前方物理傷害","1","1","1","3","1","0","1","0","1","1","0","0","0",""
"61","207300102","1","0","0","2160","降低物理暴擊率","1","90","0","1","1","0","2","0","1","10","10","0","0",""
"3","207300103","1","670","0","2160","擊退","1","0","0","1","1","0","200","0","1","3","0","0","0",""
"101","207300104","1","0","0","2160","鈍足","1","75","0","1","1","0","2","0","1","10","4","0","1",""
"1","207500101","1","0","0","200","範圍內隨機造成魔法傷害","3","0","0","2","1","0","25","0","1","46","0","0","2",""
"1","207500201","1","0","0","200","最前方物理傷害","3","0","0","3","1","0","13","0","1","46","0","0","1",""
"1","207600101","1","0.8","0","600","","1","10","0","14","1","0","10","0","1","1","0","0","0",""
"1","207600102","0","8","0","0","","1","3","0","1","1","0","3","0","1","9","0","0","0",""
"3","207600201","0","35","0","0","","0","0","0","0","0","0","100","0","1","17","0","0","0",""
"1","207600202","1","0","0","3000","","3","0","0","14","2","0","150","0","1","16","0","0","0",""
"0","207600203","1","0","0","0","","3","0","0","7","2","0","0","0","1","30","0","0","0",""
"3","207700101","1","1","0","0","當 HP 處於 1 %以下時觸發","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","207700102","1","0","0","0","使自己潛行","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"8","207700201","1","0","0","0","潛行+當對象的動作停止時從戰鬥中除去，並賦予堅韌","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","207700202","99","0","0","3000","全體傷害比例傷害","3","0","0","3","1","0","30","0","1","46","0","0","1",""
"3","207702101","1","1","0","0","當 HP 處於 1 %以下時觸發","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","207702102","1","0","0","0","使自己潛行","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"8","207702201","1","0","0","0","潛行+當對象的動作停止時從戰鬥中除去，並賦予堅韌","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","207702202","99","4","0","3000","對敵方單體造成{0}的物理傷害","3","68","0","1","1","0","180","0","1","1","0","0","0",""
"8","207703201","1","0","0","0","潛行+當對象的動作停止時從戰鬥中除去，並賦予堅韌","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","207703202","99","0","0","3000","全體傷害比例傷害","3","0","0","3","1","0","15","0","1","46","0","0","1",""
"8","207704201","1","0","0","0","潛行+當對象的動作停止時從戰鬥中除去，並賦予堅韌","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","207704202","99","0","0","3000","全體傷害比例傷害","3","0","0","3","1","0","20","0","1","46","0","0","1",""
"8","207705201","1","0","0","0","潛行+當對象的動作停止時從戰鬥中除去，並賦予堅韌","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","207705202","99","0","0","3000","全體傷害比例傷害","3","0","0","3","1","0","20","0","1","46","0","0","1",""
"8","207706201","1","0","0","0","潛行+當對象的動作停止時從戰鬥中除去，並賦予堅韌","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","207706202","99","0","0","3000","全體傷害比例傷害","3","0","0","3","1","0","25","0","1","46","0","0","1",""
"8","207707201","1","0","0","0","潛行+當對象的動作停止時從戰鬥中除去，並賦予堅韌","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","207707202","99","0","0","3000","全體傷害比例傷害","3","0","0","3","1","0","10","0","1","46","0","0","1",""
"8","207708201","1","0","0","0","潛行+當對象的動作停止時從戰鬥中除去，並賦予堅韌","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","207708202","99","0","0","3000","全體傷害比例傷害","3","0","0","3","1","0","10","0","1","46","0","0","1",""
"207800102","207800101","1","0","0","0","使自己潛行","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"1","207800102","99","3","0","3000","對敵方單體造成{0}的物理傷害","3","60","0","1","1","0","120","0","1","1","0","0","0",""
"207800202","207800201","1","0","0","0","使自己潛行","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"1","207800202","1","0","0","3000","對敵方單體造成{0}的物理傷害","3","0","0","24","2","0","15","0","1","46","0","0","1",""
"3","207800203","1","1","0","0","觸發","1","0","0","7","2","0","100","0","1","17","99","0","0",""
"207900102","207900101","1","2160","0","0","","1","0","0","7","2","0","180","0","1","39","0","0","0",""
"0","207900102","99","0","0","3000","","3","0","0","3","1","0","0.1","0","1","59","0","0","0",""
"4","207900103","1","0","180","0","","1","0","0","7","2","2160","2000","0","1","36","0","0","0",""
"3","207900201","1","1","0","0","當 HP 在 1% 以下時觸發","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","207900202","1","0","0","0","使自己潛行","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"8","207900301","1","0","0","0","潛行+當對象的動作停止時從戰鬥中除去，並賦予堅韌","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"207900101","207900302","99","0","0","2160","","1","0","0","3","1","0","0","0","1","58","0","0","0",""
"207900103","207900303","99","0","0","2160","","1","0","0","3","1","0","0","0","1","58","0","0","0",""
"21","207900304","99","0","0","2160","","3","90","0","3","2","2","1","0","1","10","180","0","1",""
"41","207900305","99","0","0","2160","","3","70","0","3","2","2","1","0","1","10","180","0","1",""
"207901102","207901101","1","2160","0","0","","1","0","0","7","2","0","180","0","1","39","0","0","0",""
"0","207901102","99","0","0","3000","","3","0","0","3","1","0","0.1","0","1","59","0","0","0",""
"4","207901103","1","0","180","0","","1","0","0","7","2","2160","300","0","1","36","0","0","0",""
"3","207901201","1","1","0","0","當 HP 在 1% 以下時觸發","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","207901202","1","0","0","0","使自己潛行","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"8","207901301","1","0","0","0","潛行+當對象的動作停止時從戰鬥中除去，並賦予堅韌","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"207901101","207901302","99","0","0","2160","","1","0","0","3","1","0","0","0","1","58","0","0","0",""
"207901103","207901303","99","0","0","2160","","1","0","0","3","1","0","0","0","1","58","0","0","0",""
"21","207901304","99","0","0","2160","","3","360","0","3","2","2","1","0","1","10","180","0","1",""
"41","207901305","99","0","0","2160","","3","180","0","3","2","2","1","0","1","10","180","0","1",""
"1","208000101","1","1","0","2160","前方物理傷害","1","1","0","3","1","0","1","0","1","1","0","0","0",""
"1","208000102","1","99","0","0","給予頭目刻印","3","56","0","24","2","0","99","0","1","35","1","0","0",""
"5","208000201","1","0","0","0","當受到了暴擊時","1","0","0","7","0","0","100","0","1","17","1","0","0",""
"1","208000202","1","99","0","0","給予頭目刻印","3","56","0","24","2","0","99","0","1","35","-1","0","0",""
"4","208000501","1","0","0","0","當自身死亡時觸發","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","208000502","1","0","0","0","復活自己","3","1","0","7","2","0","0","0","1","24","0","0","0",""
"7","208000503","1","0","0","0","改變座標","3","0","0","7","2","0","-300","0","1","2","0","0","0",""
"3","208000504","99","1000","0","2160","小幅度擊退","2","0","0","3","1","0","200","0","1","3","0","0","0",""
"1","208014101","1","1","0","2160","","1","8","0","3","1","0","8","50","1","1","0.0006","0","0",""
"1","208014102","1","99","0","0","","3","56","0","24","2","0","99","0","1","35","1","0","0",""
"5","208014201","1","0","0","0","","1","0","0","7","0","0","100","0","1","17","1","0","0",""
"1","208014202","1","99","0","0","","3","56","0","24","2","0","99","0","1","35","-1","0","0",""
"4","208014501","1","0","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","208014502","1","0","0","0","","3","1","0","7","2","0","0","0","1","24","0","0","0",""
"7","208014503","1","0","0","0","","3","0","0","7","2","0","-300","0","1","2","0","0","0",""
"3","208014504","99","1000","0","2160","","2","0","0","3","1","0","200","0","1","3","0","0","0",""
"1","208070101","1","1","0","2160","前方物理傷害","1","1","0","3","1","0","1","0","1","1","0","0","0",""
"1","208070102","1","99","0","0","給予頭目刻印","3","56","0","24","2","0","99","0","1","35","1","0","0",""
"5","208070201","1","0","0","0","當受到了暴擊時","1","0","0","7","0","0","100","0","1","17","1","0","0",""
"1","208070202","1","99","0","0","給予頭目刻印","3","56","0","24","2","0","99","0","1","35","-1","0","0",""
"4","208070501","1","0","0","0","當自身死亡時觸發","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","208070502","1","0","0","0","復活自己","3","1","0","7","2","0","0","0","1","24","0","0","0",""
"7","208070503","1","0","0","0","改變座標","3","0","0","7","2","0","-300","0","1","2","0","0","0",""
"3","208070504","99","1000","0","2160","小幅度擊退","2","0","0","3","1","0","200","0","1","3","0","0","0",""
"1","208106101","1","1","0","150","","1","1","0","3","1","0","0","0","1","1","0","0","0",""
"21","208106102","1","0.6","0","150","","1","0.6","0","1","1","0","1","0","1","10","10","0","1",""
"41","208106103","1","0.6","0","150","","1","0.6","0","1","1","0","1","0","1","10","10","0","1",""
"11","208203101","99","7.5","0","700","","1","7.5","0","3","1","0","1","0","1","10","7","0","1",""
"31","208203102","99","7.5","0","700","","1","7.5","0","3","1","0","1","0","1","10","7","0","1",""
"1","208206101","99","0","0","3000","","3","10.5","0","3","1","0","0.24","0","1","59","0.00025","0","0",""
"91","208206102","99","0","0","3000","","3","100","0","3","1","0","2","0","1","10","10.5","0","1",""
"0","208206103","99","0","0","3000","","3","0","0","3","1","0","0","0","1","92","0","0","0",""
"1","208206104","99","10.5","0","3000","","3","0.5","0","3","1","0","0","0","1","9","0","0","0",""
"7","208206201","99","90","0","3000","","3","0","0","3","2","0","100","0","1","17","0","0","0",""
"2","208206202","99","90","0","3000","","3","1","0","3","2","0","0","0","1","72","0","0","0",""
"2","208300101","1","7.5","0","2160","","2","7.5","0","33","2","0","1","0","1","4","1","0","0",""
"1","208300201","1","0","0","2160","","2","0","0","33","2","0","100","0","1","16","0","0","0",""
"1","208300301","1","0","0","2160","","2","0","0","33","2","0","200","0","1","16","0","0","0",""
"1","208300401","1","0","0","2160","","2","1","0","33","2","0","1","0","2","16","0","0","0",""
"2","208307101","99","0.15","10","2160","","3","1.25","0","3","2","0","1.25","0","1","48","0","0","1",""
"2","208310101","99","0","15.5","3000","","3","100","0","34","2","0","0","0","1","48","0","0","1",""
"2","208310102","99","0","15.5","3000","","3","0.0415","0","34","2","0","38","0","1","48","0","0","2",""
"20","208310103","99","2","0","3000","","3","0","0","34","2","2","1","1","1","10","15.5","0","1",""
"40","208310104","99","2","0","3000","","3","0","0","34","2","2","1","1","1","10","15.5","0","1",""
"7","208310201","99","90","0","3000","","3","0","0","3","2","0","100","0","1","17","0","0","0",""
"1","208310202","99","90","0","3000","","3","1","0","3","2","0","0","0","1","72","0","0","0",""
"1","208400101","1","1","0","450","","1","1","0","16","1","0","0","0","1","1","0","0","0",""
"2","208400102","1","0","0","450","","1","0","0","16","1","0","75","0","1","16","0","0","0",""
"0","208401101","1","0","0","450","","1","0","0","16","1","0","0.5","0","1","92","0","0","0",""
"1","208401102","1","1","0","450","","1","1","0","16","1","0","0","0","1","1","0","0","0",""
"2","208401103","1","0","0","450","","1","0","0","16","1","0","75","0","1","16","0","0","0",""
"1","208500101","1","1","0","550","","1","1","0","2","1","0","0","0","1","1","0","0","0",""
"21","208500102","1","0","0","550","","1","70","0","2","1","0","1","0","1","10","10","0","1",""
"0","208502101","1","0","0","750","","1","0","0","2","1","0","0.5","0","1","92","0","0","0",""
"1","208502102","1","1.5","0","750","","1","1","0","2","1","0","500","0","1","1","0","0","0",""
"21","208502103","1","0","0","750","","1","300","0","1","1","0","1","0","1","10","10","0","1",""
"4","208502201","1","0","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","208502202","1","0","0","0","","3","1","0","7","2","0","0","0","1","24","0","0","0",""
"7","208502203","1","0","0","0","","3","0","0","7","2","0","-330","0","1","2","0","0","0",""
"3","208502204","99","1000","0","2160","","1","0","0","3","1","0","250","0","1","3","0","0","0",""
"3","208600101","1","1","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","208600102","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"8","208600201","1","0","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","208600202","1","0","0","3000","","2","0","0","24","2","0","0.15","0","1","46","0","0","2",""
"11","208600203","1","0","0","3000","","2","35","0","24","2","0","2","1","1","10","20","0","1",""
"8","208602101","1","0","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"10","208602102","99","0","0","3000","","3","0","0","1","1","0","100","0","1","49","0","0","0",""
"1","208602103","99","0","0","3000","","3","0","0","1","1","0","95","0","1","46","0","0","2",""
"7","208602104","99","5","0","3000","","3","0","0","1","1","0","0","0","1","8","0","0","0",""
"0","208602301","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"1","208602302","1","0","0","0","","2","0","1","3","2","0","0","0","1","30","0","0","0",""
"1","208602303","1","0","0","0","","2","0","2","3","2","0","0","0","1","30","0","0","0",""
"3","208606101","1","1","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","208606102","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"8","208606201","1","0","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"2","208606202","1","0","0","3000","","2","0","0","24","2","99999","999999","0","1","1","0","0","0",""
"11","208606203","1","0","0","3000","","2","35","0","24","2","0","2","1","1","10","20","0","1",""
"1","208606401","99","0","0","3000","","3","0","0","3","1","0","10","100","1","46","0","0","2",""
"2","208606402","99","0","0","3000","","3","0","0","3","1","0","100","0","1","16","0","0","0",""
"20","208606501","1","1","0","3000","","2","0","0","24","2","0","1","1","1","10","12","0","1",""
"40","208606502","1","1","0","3000","","2","0","0","24","2","0","1","1","1","10","12","0","1",""
"8","208608101","1","0","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"10","208608102","99","0","0","3000","","3","0","0","1","1","0","100","0","1","49","0","0","0",""
"1","208608103","99","0","0","3000","","3","0","0","1","1","0","1200","0","1","46","0","0","2",""
"7","208608104","99","5","0","3000","","3","0","0","1","1","0","0","0","1","8","0","0","0",""
"0","208608301","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"1","208608302","1","0","0","0","","2","0","1","3","2","0","0","0","1","30","0","0","0",""
"1","208608303","1","0","0","0","","2","0","2","3","2","0","0","0","1","30","0","0","0",""
"1","208800101","1","1","0","2160","前方物理傷害","1","1","0","3","1","0","1","0","1","1","0","0","0",""
"2","208800102","1","90","0","0","對自己加速10%","3","0","0","7","2","0","1.25","0","1","8","0","0","0",""
"1","208900101","1","1","0","3000","前方物理傷害","1","1","1","3","1","0","1","0","1","1","0","0","0",""
"1","208900102","1","6","0","-1","緩速敵人50%","3","0","0","1","1","0","0.5","0","1","8","0","0","0",""
"1","208901101","1","1","0","3000","前方物理傷害","1","1","0","3","1","0","1","0","1","1","0","0","0",""
"1","208901102","1","6","0","-1","緩速敵人50%","3","0","0","1","1","0","0.5","0","1","8","0","0","0",""
"0","209000101","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"2","209000201","99","0.5","0","-1","","3","10","0","3","1","0","25","0","1","1","0","0","0",""
