07d700cfad2cd254c5d60f2e384761e1b78948b446fa6f13cfaebb6c0f69dad5,43e832b082e76477e5af71d03471289ebf0e9f1385af240a3cd767d849f3049e,3879eedbae860e81a9345f70a9637128fa45b5b24a2e82e8780ceb2815f411a7,723d02c95202ee51b1e8414ad52f4f72d4cb0004b49be070aa984765f2ca890b,12029eaa2b3c160ab8596821c00874ff0ce7c2fbb302ee7f8064c12c6e45fee0
"991006","1.2","-2.8","30090193","9"
"991005","18.2","-4.7","30090194","9"
"991005","18.2","-5.7","30090195","9"
"991005","18.2","-6.7","30090196","9"
"991005","18.2","-7.7","30090197","9"
"22","-7.7","-10.2","30090198","9"
"22","-8.2","-16.6","30090199","9"
"21","-10.4","-17","30090200","9"
"21","-13","-17.4","30090201","9"
"22","-4.3","-19","30090202","9"
"21","-6.2","-17.8","30090203","9"
"21","-8.1","-18.2","30090204","9"
"22","15.1","-21.3","30090205","9"
"22","11.9","-21.3","30090206","9"
"22","17.1","-19.4","30090207","9"
"991005","16.2","-18.7","30090208","9"
"991005","16.2","-19.7","30090209","9"
"991005","16.2","-20.7","30090210","9"
"991005","16.2","-21.7","30090211","9"
"991005","16.2","-22.7","30090212","9"
"21","-23.3","-14.1","30090213","9"
"21","-21.3","-14.1","30090214","9"
"23","-9.5","-2.8","30090216","9"
"21","-11.2","0.1","30090217","9"
"21","-13.9","-2","30090218","9"
"22","-7.5","2","30090221","9"
"23","-0.5","-1.9","30090222","9"
"23","0.6","-1.9","30090223","9"
"21","-1.2","2.9","30090224","9"
"21","-3.3","-3","30090225","9"
"21","-3","-0.1","30090227","9"
"21","1.7","3.2","30090228","9"
"21","4.1","0.7","30090229","9"
"22","11.6","1.8","30090230","9"
"21","19.8","4.2","30090231","9"
"21","23","4.2","30090232","9"
"23","8.9","-9.9","30090233","9"
"23","5.6","-10.5","30090234","9"
"23","4.5","-9.9","30090235","9"
"21","21.3","-19.5","30090236","9"
"23","-22","-19.4","30090243","9"
"23","-22","-17.4","30090244","9"
"23","-20","-18.4","30090245","9"
"991004","-6.6","-20.7","30090246","9"
"991003","-6.6","-21.2","30090247","9"
"991003","-14.3","-21.6","30090248","9"
"991004","-14.3","-20.3","30090249","9"
"991001","-13.1","-5.2","30090250","9"
"991002","-12.7","-5.2","30090251","9"
"991001","-6.6","-4.2","30090252","9"
"991002","-5.2","-4.2","30090253","9"
"991002","2.8","-7.2","30090254","9"
"991001","1.4","-7.2","30090255","9"
"991001","5.9","-4.2","30090256","9"
"991002","6.3","-4.2","30090257","9"
"991003","17.8","-13.6","30090258","9"
"991004","17.8","-12.3","30090259","9"
"991001","4.4","-13.2","30090260","9"
"991002","5.8","-13.2","30090261","9"
"990001","19","-21.2","30100003","10"
"990001","-4","-21.2","30100004","10"
"991003","5.8","3","30100019","10"
"991002","6","3.4","30100020","10"
"1","-11.2","-22","30100035","10"
"1","-8.4","-18.8","30100038","10"
"2","-15.6","-14","30100040","10"
"2","-7.4","-14","30100041","10"
"1","-9.6","-11.2","30100042","10"
"1","-18.8","-13.2","30100046","10"
"1","-20.4","-11.2","30100047","10"
"2","-20","-8.1","30100048","10"
"1","-14.9","-6.7","30100051","10"
"3","-10.9","-6","30100052","10"
"1","-5.8","-11","30100055","10"
"3","-8.7","-5.7","30100058","10"
"1","-17","-4.8","30100062","10"
"2","-12.5","-5.1","30100064","10"
"1","-19","-2.7","30100067","10"
"1","-18.4","1.3","30100069","10"
"1","-16.9","2.7","30100070","10"
"1","-22","0.4","30100072","10"
"3","-13.8","-1.9","30100077","10"
"1","-20.4","6.8","30100078","10"
"1","-18.4","9.9","30100079","10"
"2","-12.8","3.5","30100080","10"
"1","-11.7","9.5","30100081","10"
"2","-6.1","0.1","30100088","10"
"1","-6.3","7.4","30100090","10"
"3","1","0.8","30100096","10"
"1","2.6","-0.9","30100097","10"
"1","7.2","1.1","30100099","10"
"1","1.7","3.7","30100102","10"
"1","13.9","2.7","30100110","10"
"1","8.6","-1.7","30100113","10"
"1","8.5","-7","30100114","10"
"2","10.9","0.9","30100115","10"
"2","15","-5","30100116","10"
"3","13.9","-0.3","30100117","10"
"3","11.1","-9.9","30100119","10"
"1","14.9","-13.6","30100123","10"
"3","16.5","-18.9","30100124","10"
"3","13.1","-17.9","30100125","10"
"1","8.9","-13.9","30100127","10"
"1","15","-21.8","30100131","10"
"3","11.7","-19.3","30100132","10"
"2","9.5","-21.8","30100133","10"
"1","4.3","-21.6","30100134","10"
"1","1.5","-19.8","30100136","10"
"3","5.8","-18.8","30100138","10"
"3","4.1","-17.2","30100139","10"
"1","1.9","-15.5","30100141","10"
"2","5.9","-14.1","30100143","10"
"3","-0.8","-13.1","30100144","10"
"3","3.7","-11.4","30100145","10"
"3","0.7","-4.9","30100147","10"
"1","-0.6","-7.5","30100148","10"
"1","-1.2","-2.5","30100154","10"
"2","-5","-15.3","30100157","10"
"1","-5.6","-17.7","30100158","10"
"1","-1.9","-22","30100159","10"
"2","-6.8","-21.9","30100160","10"
"1","-15","-17.7","30100163","10"
"1","5.1","7.1","30100167","10"
"3","4.2","-2.2","30100171","10"
"1","4","-5","30100172","10"
"990001","-10","-4.2","30100173","10"
"991001","13","-20.1","30100179","10"
"991004","13.3","-19.6","30100181","10"
"991005","-5.8","-7.7","30100186","10"
"991005","-5.8","-6.7","30100187","10"
"991005","-5.8","-5.7","30100188","10"
"991005","-5.8","-4.6","30100189","10"
"2","-3","0.5","30100190","10"
"2","-3.2","2","30100191","10"
"2","-6.2","1.9","30100192","10"
"991005","-4.8","-0.6","30100193","10"
"991005","-4.8","0.4","30100194","10"
"991005","-4.8","1.4","30100195","10"
"991005","-4.8","2.4","30100196","10"
"1","16.8","2.9","30100197","10"
"991006","13.3","4.2","30100198","10"
"991006","14.4","4.2","30100199","10"
"991006","15.6","4.2","30100200","10"
"991006","16.8","4.2","30100201","10"
"991006","18","4.2","30100202","10"
"3","14.5","-1.2","30100203","10"
"1","7.1","-10","30100204","10"
"991006","11","-5.8","30100206","10"
"991006","9.8","-5.8","30100207","10"
"991006","8.6","-5.8","30100208","10"
"991006","7.4","-5.8","30100209","10"
"991006","6.2","-5.8","30100210","10"
"2","11.1","6.9","30100212","10"
"2","15.6","8.3","30100213","10"
"1","17.9","0.3","30100224","10"
"1","22.3","-7.9","30100227","10"
"1","21.7","-18.7","30100232","10"
"1","17","-16.4","30100233","10"
"1","17.1","-9.7","30100234","10"
"3","23.2","-10.8","30100236","10"
"2","21.4","-15.3","30100237","10"
"3","15.2","-0.4","30100240","10"
"2","21.2","3.4","30100241","10"
"2","23.1","-2.3","30100245","10"
"3","-3.1","7.4","30100247","10"
"3","-2.1","7.1","30100249","10"
"3","-2.6","7.6","30100250","10"
"3","4.7","-11.8","30100254","10"
"3","4.4","-10.8","30100255","10"
"2","1.4","7.2","30100256","10"
"3","10.8","-18.5","30100257","10"
"3","-14.6","6.1","30100258","10"
"2","-4.2","-5","30100259","10"
"3","11.3","-11.1","30100262","10"
"3","12.2","-10.4","30100263","10"
"3","17.4","-18.5","30100264","10"
"3","-15.2","-21.3","30100265","10"
"3","-15","-22.2","30100266","10"
"2","15.7","-3","30100267","10"
"3","-9","5.9","30100269","10"
"3","-9.5","1.6","30100270","10"
"2","-22.7","3.7","30100271","10"
"3","-15.9","-21.7","30100272","10"
"990001","-6","4.8","30100273","10"
"990001","17.1","-22.5","30110013","11"
"991004","-8.2","-19","30110074","11"
"990001","-16","-22.5","30110076","11"
"991003","2.8","-9.4","30110193","11"
"991004","2.8","-8.3","30110194","11"
"991001","11.8","-16.6","30110204","11"
"991002","12.2","-16.6","30110205","11"
"991003","-8.2","-20.6","30110209","11"
"990001","-11","-4.5","30110213","11"
"991003","-6.4","1.7","30110214","11"
"991004","-6.4","2.2","30110215","11"
"991001","-22.2","-15.2","30110221","11"
"991002","-21.8","-15.2","30110222","11"
"991001","-0.2","-18.6","30110223","11"
"991002","0.2","-18.6","30110224","11"
"991001","-22.7","-10.6","30110233","11"
"991002","-21.3","-10.6","30110234","11"
"990001","12","-2.7","30110235","11"
"991006","-4.2","-16.7","30110236","11"
"991006","-5.7","-16.7","30110237","11"
"3","-25.5","24.3","30110238","11"
"1","-25.2","24.5","30110239","11"
"3","8.5","-22.7","30110240","11"
"1","13.8","-20.2","30110241","11"
"1","5","-22.7","30110242","11"
"3","6.5","-22.7","30110244","11"
"2","-25.4","24.4","30110245","11"
"2","4.5","-19.2","30110246","11"
"1","2.9","-15.6","30110250","11"
"1","3","-17.8","30110251","11"
"2","8.2","-13.4","30110252","11"
"3","5.4","-11.3","30110254","11"
"3","3.6","-11","30110255","11"
"1","1.5","-10.8","30110256","11"
"1","-1.6","-11.2","30110257","11"
"2","1.5","-13.8","30110259","11"
"2","1.6","-21.3","30110260","11"
"1","1.6","-22.8","30110261","11"
"2","-0.5","-24","30110262","11"
"2","-2.7","-24","30110263","11"
"3","-4.2","-15.2","30110264","11"
"3","-5.3","-15.2","30110265","11"
"3","-5.9","-21.8","30110266","11"
"3","-4.3","-17.9","30110267","11"
"3","-5.3","-17.9","30110268","11"
"3","3.3","-20.9","30110269","11"
"1","-7","-21","30110270","11"
"2","-5.5","-19.8","30110271","11"
"2","-9.3","-17.1","30110272","11"
"2","-12.2","-17.2","30110274","11"
"1","-10","-22","30110275","11"
"1","-12","-22","30110276","11"
"2","-14.1","-16.5","30110277","11"
"1","-16.6","-15.9","30110278","11"
"1","-19.5","-16","30110279","11"
"2","-18.9","-14","30110281","11"
"2","-17","-13","30110282","11"
"1","-24","-13.8","30110284","11"
"1","-23.1","-20.6","30110286","11"
"1","-23.1","-17.7","30110287","11"
"2","-20","-22","30110288","11"
"2","-22","-22","30110289","11"
"3","-23.2","-19.3","30110290","11"
"2","-23.6","-11.5","30110292","11"
"1","-19.5","-11.9","30110294","11"
"2","-19","-8.4","30110297","11"
"3","-24.3","-8","30110300","11"
"2","-23.7","-5.4","30110303","11"
"1","-23.8","-2.9","30110305","11"
"1","-21.8","-1","30110306","11"
"2","-18","-1.2","30110309","11"
"1","-16.1","-4.1","30110310","11"
"1","-15","-2.2","30110311","11"
"3","-15.8","-5.8","30110313","11"
"1","-10.6","-11.8","30110315","11"
"2","-16.2","-7.6","30110316","11"
"3","-11.6","-6.1","30110318","11"
"3","-15","-7","30110319","11"
"3","-12.1","-15.1","30110320","11"
"2","-14.1","-14","30110321","11"
"1","-9.7","-6","30110323","11"
"1","-8.6","-8.8","30110324","11"
"2","-4.3","-6.1","30110327","11"
"3","-4.8","-8.8","30110328","11"
"1","-4.8","-2.7","30110329","11"
"2","-9","-2.2","30110330","11"
"2","-11.8","-1.7","30110331","11"
"2","-9.8","0.1","30110332","11"
"3","-17.5","0.3","30110334","11"
"3","-11.7","0.6","30110335","11"
"3","-10.5","-2","30110336","11"
"1","-16","1","30110337","11"
"1","-15.3","3.6","30110338","11"
"3","-7.5","5.1","30110340","11"
"1","-10.2","4","30110341","11"
"2","-5.2","-0.1","30110343","11"
"2","-2.9","0.3","30110344","11"
"1","-3.3","5.4","30110346","11"
"1","-1","4.2","30110347","11"
"3","4","-7.9","30110348","11"
"2","7","-10","30110349","11"
"1","7","-6","30110351","11"
"1","0","-7","30110353","11"
"1","0","-4.9","30110354","11"
"2","5.8","-2.9","30110356","11"
"1","10.8","4","30110357","11"
"1","3","2.1","30110362","11"
"2","-4","-12","30110363","11"
"1","-6","-12","30110364","11"
"3","-3","-9.6","30110365","11"
"3","-4.6","-10.5","30110366","11"
"1","5.8","2.6","30110367","11"
"3","15.8","3.6","30110368","11"
"3","18.7","0.9","30110369","11"
"1","18.7","4.1","30110370","11"
"2","13.6","1.1","30110371","11"
"3","15.8","-1","30110373","11"
"1","19","-2","30110375","11"
"1","22.8","-6.9","30110376","11"
"2","13.1","-7.5","30110377","11"
"1","13","-5","30110378","11"
"3","16","-9","30110379","11"
"3","15","-8","30110380","11"
"2","18.7","-9.8","30110384","11"
"1","11.1","-11.2","30110392","11"
"3","15.9","-13.3","30110395","11"
"3","14.5","-13.3","30110396","11"
"3","20.6","-14","30110397","11"
"2","18.6","-17.5","30110398","11"
"1","10.2","-19.9","30110402","11"
"3","15","-22.8","30110406","11"
"2","18.7","-23.3","30110407","11"
"1","21.3","-22.9","30110408","11"
"2","23.6","-21.2","30110411","11"
"2","23.6","-18.2","30110412","11"
"991006","-20.6","-5.7","30110413","11"
"991006","-19.4","-5.7","30110414","11"
"2","-2.8","-2.1","30110417","11"
"2","-0.5","0.7","30110418","11"
"2","-0.5","-1.4","30110420","11"
"991005","-1.8","1","30110421","11"
"991005","-1.8","-0.8","30110422","11"
"991005","-1.8","-2.3","30110423","11"
"991005","15.2","-13.1","30110424","11"
"991005","15.2","-15","30110425","11"
"991005","15.2","-16.9","30110426","11"
"2","7.8","-19.2","30110430","11"
"3","10.5","-22.7","30110431","11"
"1","16.7","-19.9","30110432","11"
"991001","16.5","-4.8","30110433","11"
"991002","17.5","-4.8","30110434","11"
"991001","7.7","1.4","30110435","11"
"991002","8.3","1.4","30110436","11"
"991002","16","1.5","30110437","11"
"991003","15.6","1.3","30110438","11"
"991001","5.5","-17.1","30110439","11"
"991002","6.5","-17.1","30110440","11"
"3","-9.2","-15.7","30110441","11"
"3","-11.3","-14.5","30110442","11"
"3","-9.3","-13.6","30110443","11"
"3","-19.4","-7.2","30110444","11"
"3","-18.7","-6.6","30110445","11"
"3","-19.8","-0.1","30110446","11"
"3","-20.2","-4.2","30110447","11"
"3","-19.2","-4","30110448","11"
"3","3.1","6.1","30110449","11"
"3","2.1","4.6","30110450","11"
"3","4.7","6.1","30110451","11"
"3","8","6.1","30110452","11"
"3","14.7","-9.2","30110453","11"
"2","9.7","-2.8","30110455","11"
"3","9.5","-5.6","30110456","11"
"3","8.4","-8.4","30110457","11"
"3","10.8","-7.1","30110458","11"
"3","10.1","-13","30110459","11"
"3","17.8","-13.5","30110460","11"
"3","14.5","-16.9","30110461","11"
"3","16","-16.9","30110462","11"
"2","21","-5","30110463","11"
"2","22.6","-12.6","30110464","11"
"2","-10.7","-8.4","30110465","11"
"1","-12.9","-6.9","30110466","11"
