df1753b666af1752f6ce5341db2088d0ab9e0292619d02ac5edbdb87da82b608,595bdfbee39be65a136149cc8d3201e02b90676181ead2ec24fc3e042630af66,2bdaebc86ea5ff1f75864bf30c2c5b729e537c3b7ed2e89fc5587f910ad2f588,c7c9a4379620df48cd7ed68bb4c41521d2880f3fd60e7c416884cab425b5823e,a4fb23803662fa5550bf5a3e10b8492d13b4bd8e48bd35c7a6276b30f99a752c,8ef86f99014c82017c895bce88fe36d7f9c01b262e6826021fe0b5da18b92fa2,7edff343ef52da7ac0d9d936daaf7e1d6d7fd26944ccacf33ea015bdc61d3762,4518e1c2034e882f4cb0b6c80102a0935cd1c877906b89a256fa5c21505ac158,1636245d54427d837cbeba0cbca550b2341f7eef476927272baef1bb3042cb75,08efe10d18941add714fbba9cd4a9fd8fe69448384909493464303fb5cb3e5f0,8bb9ce37fca57dfe70d6a09da3c898bafab894a355e09e52520c4165da3bf68a,4a1dbd8c4699a05cdda81ab429550c013e02a1a34dd99e015389896125d39074,7b5f46208e416f781330328cda0a7c24d3ed06e5a388db188112c60b2eb8ddb9,abe01df8ff2c78525f5a8e83b28e9154b5f1105f74b21600530d90629882b277,62cc791759eb7c32fcf24441b977c2c499fd92d429b00eb8eaec74dade698898,ed69ff6dfda77ca92e14af844fe01546a5cd9e7126cb60f36bea040052ca3bf9,358ba9c8abaa1a94479d216b742d70fbb15b8dd4c13444ddaa8dd87cde94ddff,3ed06e1c0b31f4c68098a5bf6533aebeb7fdb1575a75d6f81560611146ff5a96,0f5181c6dda593787565a79d2eb93466cabd5eb4f68184aaf1bd646a80a777d9,fc499eb6a8b22807e099f2f26a24e42d4a58d8b67e4c8bc43dbf05cbc62b157f,aa32006fb8ab553b7965d964754986a97c4e94233212fb7c7703316d784c1060,39026f38876419cb88a11493795a83b91e2c811a10c2c66a548b702fa2efe36b,e74c8540edbf39c5c648f649134427dc8e6a32d83ff59a5e5b13e70d9c00dc9c,0a4bbed13b82390a8fb19af0ab498e38162ba03a635510709bd26c51638eb93c,51463b084aefee86fc32fb9b084b109ce2de122e323c88b2503684dbaab001ee,2a2fbe74b65e25f4f94cafac332b763239d095ece8e2f99995af1393881f3a0a,1b4239e8d4bc163ec76a08daa0c0a20abc1a7e7d2d97d3f245896e4d63c25f29,928f826234cfcbea7bd26855a530eba3ad66d2a1a6058335e9f8facc22e360e8,ef37dcc3cd9e3144e4f92bc9b9f45c0659b55479ec212b0a022ed3ebfc0170da,7fea1fd226f6282ab9c721c67247d76c09cc6406623ac231468c9b99232658ad,65f2723fa6663cfbae2131826fa538448b08f28ce60433398f0014895c4a837e,23eae564bff2a279b101ae4009a7354590c14e294341cbb7d8d56caa7653836f,4ec316003f9d2033199f25776dd9ef48125298b885c2a5a46b0be183116a77e6,f87258bd3b7ec2a6bca475ec06795bc06334d9c94b13e97d989679ff13953dd8,9a16584ef9445fe9f92a0350c200c3cf86f8422cd1fead82a2362d0d78916158,8ef59b66d95f5eb8f8dae9f13653b74aa2a3c92c1ea7c20ff169106c76b54a1c,73e964dd43fe97e833b2fadf9febe0b2807cb68bc8a8476246c63c83d5b321bb,460b7c6774aaa8758839058f2947f2ad95bcb62ffdd550ba624284086bb0f43a,b4e8b0876ffd7abc8fcb64fd01a6f45a468368ab7cfa6a0b3eef03b8f7231285
"170","1004206","1004109","1004110","401050191","1004210","1000000","401050181","401050201","1004106","2","10410105","2.6","0","1004207","2.4","10410103","11","0.06","0","10410101","710051","2","10410104","3","30","401050161","1004209","1041","401050171","10410102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"171","1004206","1004109","1004110","401050241","1004210","1000000","401050231","401050251","1004106","2","10410105","4","0","1004207","3.8","10410103","31","0.06","0","10410101","710051","3.5","10410104","4","40","401050211","1004209","1041","401050221","10410102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"172","1004206","1004109","1004110","401050291","1004210","1000000","401050281","401050301","1004106","2","10410105","4","0","1004207","3.8","10410103","41","0.06","0","10410101","710051","3.5","10410104","5","-1","401050261","1004209","1041","401050271","10410102","1","41","3.5","1004108","3.7","1004208","1004107","1001303"
"173","1004201","1004104","1004105","401050491","1004205","1000000","401050481","401050501","1004101","1","10420105","1.5","0","1004202","1.4","10420103","1","0.03","0","10420101","710061","1.2","10420104","1","1","401050461","1004204","1042","401050471","10420102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"174","1004206","1004109","1004110","401050491","1004210","1000000","401050481","401050501","1004106","1","10420105","1.5","0","1004207","1.4","10420103","2","0.03","0","10420101","710061","1.2","10420104","1","3","401050461","1004209","1042","401050471","10420102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"175","1004206","1004109","1004110","401050541","1004210","1000000","401050531","401050551","1004106","2","10420105","2","0","1004207","1.9","10420103","4","0.06","0","10420101","710061","1.6","10420104","2","10","401050511","1004209","1042","401050521","10420102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"176","1004206","1004109","1004110","401050591","1004210","1000000","401050581","401050601","1004106","2","10420105","2.6","0","1004207","2.4","10420103","11","0.06","0","10420101","710061","2","10420104","3","30","401050561","1004209","1042","401050571","10420102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"177","1004206","1004109","1004110","401050641","1004210","1000000","401050631","401050651","1004106","2","10420105","4","0","1004207","3.8","10420103","31","0.06","0","10420101","710061","3.5","10420104","4","40","401050611","1004209","1042","401050621","10420102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"178","1004206","1004109","1004110","401050691","1004210","1000000","401050681","401050701","1004106","2","10420105","4","0","1004207","3.8","10420103","41","0.06","0","10420101","710061","3.5","10420104","5","-1","401050661","1004209","1042","401050671","10420102","1","41","3.5","1004108","3.7","1004208","1004107","1001303"
"179","1004201","1004104","1004105","401050891","1004205","1000000","401050881","401050901","1004101","1","10430105","1.5","0","1004202","1.4","10430103","1","0.03","0","10430101","710071","1.2","10430104","1","1","401050861","1004204","1043","401050871","10430102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"180","1004206","1004109","1004110","401050891","1004210","1000000","401050881","401050901","1004106","1","10430105","1.5","0","1004207","1.4","10430103","2","0.03","0","10430101","710071","1.2","10430104","1","3","401050861","1004209","1043","401050871","10430102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"181","1004206","1004109","1004110","401050941","1004210","1000000","401050931","401050951","1004106","2","10430105","2","0","1004207","1.9","10430103","4","0.06","0","10430101","710071","1.6","10430104","2","10","401050911","1004209","1043","401050921","10430102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"182","1004206","1004109","1004110","401050991","1004210","1000000","401050981","401051001","1004106","2","10430105","2.6","0","1004207","2.4","10430103","11","0.06","0","10430101","710071","2","10430104","3","30","401050961","1004209","1043","401050971","10430102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"183","1004206","1004109","1004110","401051041","1004210","1000000","401051031","401051051","1004106","2","10430105","4","0","1004207","3.8","10430103","31","0.06","0","10430101","710071","3.5","10430104","4","40","401051011","1004209","1043","401051021","10430102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"184","1004206","1004109","1004110","401051091","1004210","1000000","401051081","401051101","1004106","2","10430105","4","0","1004207","3.8","10430103","41","0.06","0","10430101","710071","3.5","10430104","5","-1","401051061","1004209","1043","401051071","10430102","1","41","3.5","1004108","3.7","1004208","1004107","1001303"
"185","1004201","1004104","1004105","401051291","1004205","1000000","401051281","401051301","1004101","1","10440105","1.5","0","1004202","1.4","10440103","1","0.03","0","10440101","710081","1.2","10440104","1","1","401051261","1004204","1044","401051271","10440102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"186","1004206","1004109","1004110","401051291","1004210","1000000","401051281","401051301","1004106","1","10440105","1.5","0","1004207","1.4","10440103","2","0.03","0","10440101","710081","1.2","10440104","1","3","401051261","1004209","1044","401051271","10440102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"187","1004206","1004109","1004110","401051341","1004210","1000000","401051331","401051351","1004106","2","10440105","2","0","1004207","1.9","10440103","4","0.06","0","10440101","710081","1.6","10440104","2","10","401051311","1004209","1044","401051321","10440102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"188","1004206","1004109","1004110","401051391","1004210","1000000","401051381","401051401","1004106","2","10440105","2.6","0","1004207","2.4","10440103","11","0.06","0","10440101","710081","2","10440104","3","30","401051361","1004209","1044","401051371","10440102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"189","1004206","1004109","1004110","401051441","1004210","1000000","401051431","401051451","1004106","2","10440105","4","0","1004207","3.8","10440103","31","0.06","0","10440101","710081","3.5","10440104","4","40","401051411","1004209","1044","401051421","10440102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"190","1004206","1004109","1004110","401051491","1004210","1000000","401051481","401051501","1004106","2","10440105","4","0","1004207","3.8","10440103","41","0.06","0","10440101","710081","3.5","10440104","5","-1","401051461","1004209","1044","401051471","10440102","1","41","3.5","1004108","3.7","1004208","1004107","1001303"
"191","1004201","1004104","1004105","401051691","1004205","1000000","401051681","401051701","1004101","1","10450105","1.5","0","1004202","1.4","10450103","1","0.03","0","10450101","710091","1.2","10450104","1","1","401051661","1004204","1045","401051671","10450102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"192","1004206","1004109","1004110","401051691","1004210","1000000","401051681","401051701","1004106","1","10450105","1.5","0","1004207","1.4","10450103","2","0.03","0","10450101","710091","1.2","10450104","1","3","401051661","1004209","1045","401051671","10450102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"193","1004206","1004109","1004110","401051741","1004210","1000000","401051731","401051751","1004106","2","10450105","2","0","1004207","1.9","10450103","4","0.06","0","10450101","710091","1.6","10450104","2","10","401051711","1004209","1045","401051721","10450102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"194","1004206","1004109","1004110","401051791","1004210","1000000","401051781","401051801","1004106","2","10450105","2.6","0","1004207","2.4","10450103","11","0.06","0","10450101","710091","2","10450104","3","30","401051761","1004209","1045","401051771","10450102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"195","1004206","1004109","1004110","401051841","1004210","1000000","401051831","401051851","1004106","2","10450105","4","0","1004207","3.8","10450103","31","0.06","0","10450101","710091","3.5","10450104","4","40","401051811","1004209","1045","401051821","10450102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"196","1004206","1004109","1004110","401051891","1004210","1000000","401051881","401051901","1004106","2","10450105","4","0","1004207","3.8","10450103","41","0.06","0","10450101","710091","3.5","10450104","5","-1","401051861","1004209","1045","401051871","10450102","1","41","3.5","1004108","3.7","1004208","1004107","1001303"
"197","1004201","1004104","1004105","401052091","1004205","1000000","401052081","401052101","1004101","1","10460105","1.5","0","1004202","1.4","10460103","1","0.03","0","10460101","710101","1.2","10460104","1","1","401052061","1004204","1046","401052071","10460102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"198","1004206","1004109","1004110","401052091","1004210","1000000","401052081","401052101","1004106","1","10460105","1.5","0","1004207","1.4","10460103","2","0.03","0","10460101","710101","1.2","10460104","1","3","401052061","1004209","1046","401052071","10460102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"199","1004206","1004109","1004110","401052141","1004210","1000000","401052131","401052151","1004106","2","10460105","2","0","1004207","1.9","10460103","4","0.06","0","10460101","710101","1.6","10460104","2","10","401052111","1004209","1046","401052121","10460102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"200","1004206","1004109","1004110","401052191","1004210","1000000","401052181","401052201","1004106","2","10460105","2.6","0","1004207","2.4","10460103","11","0.06","0","10460101","710101","2","10460104","3","30","401052161","1004209","1046","401052171","10460102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"201","1004206","1004109","1004110","401052241","1004210","1000000","401052231","401052251","1004106","2","10460105","4","0","1004207","3.8","10460103","31","0.06","0","10460101","710101","3.5","10460104","4","38","401052211","1004209","1046","401052221","10460102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"202","1004206","1004109","1004110","401052291","1004210","1000000","401052281","401052301","1004106","2","10460105","4","0","1004207","3.8","10460103","39","0.06","0","10460101","710101","3.5","10460104","5","-1","401052261","1004209","1046","401052271","10460102","1","39","3.5","1004108","3.7","1004208","1004107","1001303"
"203","1004201","1004104","1004105","401052491","1004205","1000000","401052481","401052501","1004101","1","10470105","1.5","0","1004202","1.4","10470103","1","0.03","0","10470101","710111","1.2","10470104","1","1","401052461","1004204","1047","401052471","10470102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"204","1004206","1004109","1004110","401052491","1004210","1000000","401052481","401052501","1004106","1","10470105","1.5","0","1004207","1.4","10470103","2","0.03","0","10470101","710111","1.2","10470104","1","3","401052461","1004209","1047","401052471","10470102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"205","1004206","1004109","1004110","401052541","1004210","1000000","401052531","401052551","1004106","2","10470105","2","0","1004207","1.9","10470103","4","0.06","0","10470101","710111","1.6","10470104","2","10","401052511","1004209","1047","401052521","10470102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"206","1004206","1004109","1004110","401052591","1004210","1000000","401052581","401052601","1004106","2","10470105","2.6","0","1004207","2.4","10470103","11","0.06","0","10470101","710111","2","10470104","3","30","401052561","1004209","1047","401052571","10470102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"207","1004206","1004109","1004110","401052641","1004210","1000000","401052631","401052651","1004106","2","10470105","4","0","1004207","3.8","10470103","31","0.06","0","10470101","710111","3.5","10470104","4","38","401052611","1004209","1047","401052621","10470102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"208","1004206","1004109","1004110","401052691","1004210","1000000","401052681","401052701","1004106","2","10470105","4","0","1004207","3.8","10470103","39","0.06","0","10470101","710111","3.5","10470104","5","-1","401052661","1004209","1047","401052671","10470102","1","39","3.5","1004108","3.7","1004208","1004107","1001303"
"209","1004201","1004104","1004105","401052891","1004205","1000000","401052881","401052901","1004101","1","10480105","1.5","0","1004202","1.4","10480103","1","0.03","0","10480101","710121","1.2","10480104","1","1","401052861","1004204","1048","401052871","10480102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"210","1004206","1004109","1004110","401052891","1004210","1000000","401052881","401052901","1004106","1","10480105","1.5","0","1004207","1.4","10480103","2","0.03","0","10480101","710121","1.2","10480104","1","3","401052861","1004209","1048","401052871","10480102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"211","1004206","1004109","1004110","401052941","1004210","1000000","401052931","401052951","1004106","2","10480105","2","0","1004207","1.9","10480103","4","0.06","0","10480101","710121","1.6","10480104","2","10","401052911","1004209","1048","401052921","10480102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"212","1004206","1004109","1004110","401052991","1004210","1000000","401052981","401053001","1004106","2","10480105","2.6","0","1004207","2.4","10480103","11","0.06","0","10480101","710121","2","10480104","3","30","401052961","1004209","1048","401052971","10480102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"213","1004206","1004109","1004110","401053041","1004210","1000000","401053031","401053051","1004106","2","10480105","4","0","1004207","3.8","10480103","31","0.06","0","10480101","710121","3.5","10480104","4","38","401053011","1004209","1048","401053021","10480102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"214","1004206","1004109","1004110","401053091","1004210","1000000","401053081","401053101","1004106","2","10480105","4","0","1004207","3.8","10480103","39","0.06","0","10480101","710121","3.5","10480104","5","-1","401053061","1004209","1048","401053071","10480102","1","39","3.5","1004108","3.7","1004208","1004107","1001303"
"215","1004201","1004104","1004105","401053291","1004205","1000000","401053281","401053301","1004101","1","10490105","1.5","0","1004202","1.4","10490103","1","0.03","0","10490101","710011","1.2","10490104","1","1","401053261","1004204","1049","401053271","10490102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"216","1004206","1004109","1004110","401053291","1004210","1000000","401053281","401053301","1004106","1","10490105","1.5","0","1004207","1.4","10490103","2","0.03","0","10490101","710011","1.2","10490104","1","3","401053261","1004209","1049","401053271","10490102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"217","1004206","1004109","1004110","401053341","1004210","1000000","401053331","401053351","1004106","2","10490105","2","0","1004207","1.9","10490103","4","0.06","0","10490101","710011","1.6","10490104","2","10","401053311","1004209","1049","401053321","10490102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"218","1004206","1004109","1004110","401053391","1004210","1000000","401053381","401053401","1004106","2","10490105","2.6","0","1004207","2.4","10490103","11","0.06","0","10490101","710011","2","10490104","3","30","401053361","1004209","1049","401053371","10490102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"219","1004206","1004109","1004110","401053441","1004210","1000000","401053431","401053451","1004106","2","10490105","4","0","1004207","3.8","10490103","31","0.06","0","10490101","710011","3.5","10490104","4","38","401053411","1004209","1049","401053421","10490102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"220","1004206","1004109","1004110","401053491","1004210","1000000","401053481","401053501","1004106","2","10490105","4","0","1004207","3.8","10490103","39","0.06","0","10490101","710011","3.5","10490104","5","-1","401053461","1004209","1049","401053471","10490102","1","39","3.5","1004108","3.7","1004208","1004107","1001303"
"221","1004201","1004104","1004105","401053691","1004205","1000000","401053681","401053701","1004101","1","10500105","1.5","0","1004202","1.4","10500103","1","0.03","0","10500101","710021","1.2","10500104","1","1","401053661","1004204","1050","401053671","10500102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"222","1004206","1004109","1004110","401053691","1004210","1000000","401053681","401053701","1004106","1","10500105","1.5","0","1004207","1.4","10500103","2","0.03","0","10500101","710021","1.2","10500104","1","3","401053661","1004209","1050","401053671","10500102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"223","1004206","1004109","1004110","401053741","1004210","1000000","401053731","401053751","1004106","2","10500105","2","0","1004207","1.9","10500103","4","0.06","0","10500101","710021","1.6","10500104","2","10","401053711","1004209","1050","401053721","10500102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"224","1004206","1004109","1004110","401053791","1004210","1000000","401053781","401053801","1004106","2","10500105","2.6","0","1004207","2.4","10500103","11","0.06","0","10500101","710021","2","10500104","3","30","401053761","1004209","1050","401053771","10500102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"225","1004206","1004109","1004110","401053841","1004210","1000000","401053831","401053851","1004106","2","10500105","4","0","1004207","3.8","10500103","31","0.06","0","10500101","710021","3.5","10500104","4","38","401053811","1004209","1050","401053821","10500102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"226","1004206","1004109","1004110","401053891","1004210","1000000","401053881","401053901","1004106","2","10500105","4","0","1004207","3.8","10500103","39","0.06","0","10500101","710021","3.5","10500104","5","-1","401053861","1004209","1050","401053871","10500102","1","39","3.5","1004108","3.7","1004208","1004107","1001303"
"227","1004201","1004104","1004105","401054091","1004205","1000000","401054081","401054101","1004101","1","10510105","1.5","0","1004202","1.4","10510103","1","0.03","0","10510101","710031","1.2","10510104","1","1","401054061","1004204","1051","401054071","10510102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"228","1004206","1004109","1004110","401054091","1004210","1000000","401054081","401054101","1004106","1","10510105","1.5","0","1004207","1.4","10510103","2","0.03","0","10510101","710031","1.2","10510104","1","3","401054061","1004209","1051","401054071","10510102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"229","1004206","1004109","1004110","401054141","1004210","1000000","401054131","401054151","1004106","2","10510105","2","0","1004207","1.9","10510103","4","0.06","0","10510101","710031","1.6","10510104","2","10","401054111","1004209","1051","401054121","10510102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"230","1004206","1004109","1004110","401054191","1004210","1000000","401054181","401054201","1004106","2","10510105","2.6","0","1004207","2.4","10510103","11","0.06","0","10510101","710031","2","10510104","3","30","401054161","1004209","1051","401054171","10510102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"231","1004206","1004109","1004110","401054241","1004210","1000000","401054231","401054251","1004106","2","10510105","4","0","1004207","3.8","10510103","31","0.06","0","10510101","710031","3.5","10510104","4","38","401054211","1004209","1051","401054221","10510102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"232","1004206","1004109","1004110","401054291","1004210","1000000","401054281","401054301","1004106","2","10510105","4","0","1004207","3.8","10510103","39","0.06","0","10510101","710031","3.5","10510104","5","-1","401054261","1004209","1051","401054271","10510102","1","39","3.5","1004108","3.7","1004208","1004107","1001303"
"233","1004201","1004104","1004105","401054491","1004205","1000000","401054481","401054501","1004101","1","10520105","1.5","0","1004202","1.4","10520103","1","0.03","0","10520101","710041","1.2","10520104","1","1","401054461","1004204","1052","401054471","10520102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"234","1004206","1004109","1004110","401054491","1004210","1000000","401054481","401054501","1004106","1","10520105","1.5","0","1004207","1.4","10520103","2","0.03","0","10520101","710041","1.2","10520104","1","3","401054461","1004209","1052","401054471","10520102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"235","1004206","1004109","1004110","401054541","1004210","1000000","401054531","401054551","1004106","2","10520105","2","0","1004207","1.9","10520103","4","0.06","0","10520101","710041","1.6","10520104","2","10","401054511","1004209","1052","401054521","10520102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"236","1004206","1004109","1004110","401054591","1004210","1000000","401054581","401054601","1004106","2","10520105","2.6","0","1004207","2.4","10520103","11","0.06","0","10520101","710041","2","10520104","3","30","401054561","1004209","1052","401054571","10520102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"237","1004206","1004109","1004110","401054641","1004210","1000000","401054631","401054651","1004106","2","10520105","4","0","1004207","3.8","10520103","31","0.06","0","10520101","710041","3.5","10520104","4","38","401054611","1004209","1052","401054621","10520102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"238","1004206","1004109","1004110","401054691","1004210","1000000","401054681","401054701","1004106","2","10520105","4","0","1004207","3.8","10520103","39","0.06","0","10520101","710041","3.5","10520104","5","-1","401054661","1004209","1052","401054671","10520102","1","39","3.5","1004108","3.7","1004208","1004107","1001303"
"239","1004201","1004104","1004105","401054891","1004205","1000000","401054881","401054901","1004101","1","10530105","1.5","0","1004202","1.4","10530103","1","0.03","0","10530101","710051","1.2","10530104","1","1","401054861","1004204","1053","401054871","10530102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"240","1004206","1004109","1004110","401054891","1004210","1000000","401054881","401054901","1004106","1","10530105","1.5","0","1004207","1.4","10530103","2","0.03","0","10530101","710051","1.2","10530104","1","3","401054861","1004209","1053","401054871","10530102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"241","1004206","1004109","1004110","401054941","1004210","1000000","401054931","401054951","1004106","2","10530105","2","0","1004207","1.9","10530103","4","0.06","0","10530101","710051","1.6","10530104","2","10","401054911","1004209","1053","401054921","10530102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"242","1004206","1004109","1004110","401054991","1004210","1000000","401054981","401055001","1004106","2","10530105","2.6","0","1004207","2.4","10530103","11","0.06","0","10530101","710051","2","10530104","3","30","401054961","1004209","1053","401054971","10530102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"243","1004206","1004109","1004110","401055041","1004210","1000000","401055031","401055051","1004106","2","10530105","4","0","1004207","3.8","10530103","31","0.06","0","10530101","710051","3.5","10530104","4","38","401055011","1004209","1053","401055021","10530102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"244","1004206","1004109","1004110","401055091","1004210","1000000","401055081","401055101","1004106","2","10530105","4","0","1004207","3.8","10530103","39","0.06","0","10530101","710051","3.5","10530104","5","-1","401055061","1004209","1053","401055071","10530102","1","39","3.5","1004108","3.7","1004208","1004107","1001303"
"245","1004201","1004104","1004105","401055291","1004205","1000000","401055281","401055301","1004101","1","10540105","1.5","0","1004202","1.4","10540103","1","0.03","0","10540101","710061","1.2","10540104","1","1","401055261","1004204","1054","401055271","10540102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"246","1004206","1004109","1004110","401055291","1004210","1000000","401055281","401055301","1004106","1","10540105","1.5","0","1004207","1.4","10540103","2","0.03","0","10540101","710061","1.2","10540104","1","3","401055261","1004209","1054","401055271","10540102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"247","1004206","1004109","1004110","401055341","1004210","1000000","401055331","401055351","1004106","2","10540105","2","0","1004207","1.9","10540103","4","0.06","0","10540101","710061","1.6","10540104","2","10","401055311","1004209","1054","401055321","10540102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"248","1004206","1004109","1004110","401055391","1004210","1000000","401055381","401055401","1004106","2","10540105","2.6","0","1004207","2.4","10540103","11","0.06","0","10540101","710061","2","10540104","3","30","401055361","1004209","1054","401055371","10540102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"249","1004206","1004109","1004110","401055441","1004210","1000000","401055431","401055451","1004106","2","10540105","4","0","1004207","3.8","10540103","31","0.06","0","10540101","710061","3.5","10540104","4","38","401055411","1004209","1054","401055421","10540102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"250","1004206","1004109","1004110","401055491","1004210","1000000","401055481","401055501","1004106","2","10540105","4","0","1004207","3.8","10540103","39","0.06","0","10540101","710061","3.5","10540104","5","-1","401055461","1004209","1054","401055471","10540102","1","39","3.5","1004108","3.7","1004208","1004107","1001303"
"251","1004201","1004104","1004105","401055691","1004205","1000000","401055681","401055701","1004101","1","10550105","1.5","0","1004202","1.4","10550103","1","0.03","0","10550101","710071","1.2","10550104","1","1","401055661","1004204","1055","401055671","10550102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"252","1004206","1004109","1004110","401055691","1004210","1000000","401055681","401055701","1004106","1","10550105","1.5","0","1004207","1.4","10550103","2","0.03","0","10550101","710071","1.2","10550104","1","3","401055661","1004209","1055","401055671","10550102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"253","1004206","1004109","1004110","401055741","1004210","1000000","401055731","401055751","1004106","2","10550105","2","0","1004207","1.9","10550103","4","0.06","0","10550101","710071","1.6","10550104","2","10","401055711","1004209","1055","401055721","10550102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"254","1004206","1004109","1004110","401055791","1004210","1000000","401055781","401055801","1004106","2","10550105","2.6","0","1004207","2.4","10550103","11","0.06","0","10550101","710071","2","10550104","3","30","401055761","1004209","1055","401055771","10550102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"255","1004206","1004109","1004110","401055841","1004210","1000000","401055831","401055851","1004106","2","10550105","4","0","1004207","3.8","10550103","31","0.06","0","10550101","710071","3.5","10550104","4","38","401055811","1004209","1055","401055821","10550102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"256","1004206","1004109","1004110","401055891","1004210","1000000","401055881","401055901","1004106","2","10550105","4","0","1004207","3.8","10550103","39","0.06","0","10550101","710071","3.5","10550104","5","-1","401055861","1004209","1055","401055871","10550102","1","39","3.5","1004108","3.7","1004208","1004107","1001303"
"257","1004201","1004104","1004105","401056091","1004205","1000000","401056081","401056101","1004101","1","10560105","1.5","0","1004202","1.4","10560103","1","0.03","0","10560101","710081","1.2","10560104","1","1","401056061","1004204","1056","401056071","10560102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"258","1004206","1004109","1004110","401056091","1004210","1000000","401056081","401056101","1004106","1","10560105","1.5","0","1004207","1.4","10560103","2","0.03","0","10560101","710081","1.2","10560104","1","3","401056061","1004209","1056","401056071","10560102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"259","1004206","1004109","1004110","401056141","1004210","1000000","401056131","401056151","1004106","2","10560105","2","0","1004207","1.9","10560103","4","0.06","0","10560101","710081","1.6","10560104","2","10","401056111","1004209","1056","401056121","10560102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
