226c015408ae5b15dbcb32083e96d8152a5bddd4f5c3379aa438aeb00a9b448e,9d0a71109f43f85eb881037090940077ddf171110635b7c79e65eea85a70176e,a08b91304b86a9c1788038195aaf519052a5ec594e9eeb9fed0a95aa5fcddd4e,f9a7b81975a41c25591c10bc948408f23ff4fc01d935d07403e5171b8b18eae2,3486f47ab55f203025b315fc1916c02e8dc59cded6cc3b8459599a77f7f7a9f8,31bfa15dc81fec773efb3c37b734ad91713032cb395925bccc0a61d0c31a85a0,f420731edc18cd571b8a64517a37ce5d4f562ee36517a3967506d0bcd0d3c3b9,3e9c4dafd01c80160e79dabe1fcd89478657ce5b1f833606ea8bb8dfbf74a4d2,ed2f1583beddacb704adef028eaf3e493097977c7737e6879119e5c45ed2962d,3aa4413997173891ec8351d8313f77de0d0912195968ab12430c4cdc2a4f710c,0987cc500e5d86bac8b4b16a0e6553b038447186c8dafb8571eb972d83e51809
"13","11","0.5","1","是啊……","20","21","19110057","0","-10","911"
"","91","","","","","0","19110058","","","911"
"","93","","","0","","0.5","19110059","","","911"
"1","3","","","11_neneka_think_loop","0.1","21","19110060","","","911"
"","21","","0","vo_fpc_21105","","vo_fpc","19110061","","","911"
"9","11","0.5","1","（這情況……\n是完全被當成同世代的人了呢）","50","21","19110062","0","-10","911"
"","91","","","","","0","19110063","","","911"
"","93","","","0","","0.5","19110064","","","911"
"","21","","0","vo_fpc_21106","","vo_fpc","19110065","","","911"
"7","11","0.5","1","（畢竟變身時也有\n裝成小孩的經驗，\n我乾脆來演戲\n配合她們好了……？）","50","21","19110066","0","-10","911"
"","91","","","","","0","19110067","","","911"
"","93","","","0","","0.5","19110068","","","911"
"","21","","0","vo_fpc_21107","","vo_fpc","19110069","","","911"
"8","11","0.5","1","（不，但毫無目的\n裝成小孩什麼的……\n還是我乾脆現在就變身……\n不，毫無目的地變身也很奇怪……）","50","21","19110070","0","-10","911"
"","91","","","","","0","19110071","","","911"
"","93","","","0","","0.5","19110072","","","911"
"0","3","","11_misogi_turn_loop","11_misogi_turn_in","0.3","122811","19110073","1","0.1","911"
"1","3","","","cmn_boat_idle","0.3","2","19110074","","","911"
"","21","","0","vo_fpc_21108","","vo_fpc","19110075","","","911"
"9","11","0.5","1","大家──！\n都有跟上嗎──！","0","122811","19110076","0","0","911"
"","91","","","","","0","19110077","","","911"
"","93","","","0","","0.5","19110078","","","911"
"0","3","","11_mimi_handUp_loop","11_mimi_handUp_in","0.3","122911","19110079","1","0.1","911"
"1","3","","","11_petitGryphon_float","0.3","1","19110080","","","911"
"","21","","0","vo_fpc_21109","","vo_fpc","19110081","","","911"
"10","11","0.5","1","好了好了，要出發囉──♪","0","122911","19110082","0","0","911"
"","91","","","","","0","19110083","","","911"
"","93","","","0","","0.5","19110084","","","911"
"0","3","","11_kyouka_sigh_loop","11_kyouka_sigh_in","0.1","25","19110085","1","0.1","911"
"","21","","0","vo_fpc_21110","","vo_fpc","19110086","","","911"
"6","11","0.5","1","真是拿她們辦法呢……\n一起走吧！","0","25","19110087","0","0","911"
"","91","","","","","0","19110088","","","911"
"","93","","","0","","0.5","19110089","","","911"
"","21","","0","vo_fpc_21111","","vo_fpc","19110090","","","911"
"6","11","0.5","1","（現在就先最低限度地\n配合她們吧……）","50","21","19110091","0","-10","911"
"","91","","","","","0","19110092","","","911"
"","93","","","0","","0.5","19110093","","","911"
"1","3","","","11_neneka_talk_loop","0.1","21","19110094","","","911"
"","21","","0","vo_fpc_21112","","vo_fpc","19110095","","","911"
"10","11","0.5","1","好的好的。","20","21","19110096","0","-10","911"
"","91","","","","","0","19110097","","","911"
"","93","","","0","","0.5","19110098","","","911"
"0","3","","11_kyouka_smile_loop","11_kyouka_smile_in","0.1","25","19110099","1","0.1","911"
"-180","2","","3.97058823529412","850","","122911","19110100","","","911"
"-180","2","","3.97058823529412","850","","1","19110101","","","911"
"-180","33","","3.97058823529412","850","","122911","19110102","","","911"
"","93","","","1","","0.1","19110103","","","911"
"-180","2","","2.5","900","","122811","19110104","","","911"
"-180","2","","2.5","900","","2","19110105","","","911"
"-180","33","","2.5","900","","122811","19110106","","","911"
"","93","","","1","","0.3","19110107","","","911"
"-180","2","","9.58823529411765","850","","26","19110108","","","911"
"-180","33","","9.58823529411765","850","","26","19110109","","","911"
"-180","2","","5.82352941176471","850","","25","19110110","","","911"
"-180","33","","5.82352941176471","850","","25","19110111","","","911"
"-180","2","","7.70588235294118","850","","21","19110112","","","911"
"-180","33","","7.70588235294118","850","","21","19110113","","","911"
"","91","","","","","19110108","19110114","","","911"
"22","1","cmn_float","-850","127111","1.75","1","19120001","-180","0","912"
"12","1","cmn_float","-850","126911","1.75","1","19120002","-125","0","912"
"12","1","cmn_walk_r","750","122711","1.4875","1","19120003","-15","0","912"
"-850","31","","-180","11","1","6","19120004","1","","912"
"-850","31","","-125","21","1","6","19120005","1","","912"
"1","23","","","se_fpc_water_random","","se_10053800","19120006","","","912"
"","91","","","0","","19120005","19120007","","","912"
"-180","2","","4.41176470588235","-100","","127111","19120008","12","","912"
"-180","33","","4.41176470588235","-100","","11","19120009","12","","912"
"","93","","","0","","4","19120010","","","912"
"-125","2","","3.67647058823529","-350","","126911","19120011","12","","912"
"-125","33","","3.67647058823529","-350","","21","19120012","12","","912"
"","91","","","","","19120008","19120013","","","912"
"1","3","","","cmn_float","0.1","127111","19120014","","","912"
"","21","","0","vo_fpc_21200","","vo_fpc","19120015","","","912"
"10","11","0.5","1","啊……","0","127111","19120016","0","0","912"
"","93","","","0","","0.6","19120017","","","912"
"-15","2","","4.97058823529412","100","","122711","19120018","0","","912"
"","93","","","0","","1.5","19120019","","","912"
"","91","","","","","19120016","19120020","","","912"
"","91","","","","","19120011","19120021","","","912"
"1","3","","","cmn_float","0.1","126911","19120022","","","912"
"","21","","0","vo_fpc_21201","","vo_fpc","19120023","","","912"
"10","11","0.5","1","啊……","0","126911","19120024","0","0","912"
"","91","","","","","0","19120025","","","912"
"","93","","","0","","0.5","19120026","","","912"
"","91","","","","","19120018","19120027","","","912"
"0","3","","12_kyouka_notice_loop","12_kyouka_notice","0.1","122711","19120028","1","0.1","912"
"","21","","0","vo_fpc_21202","","vo_fpc","19120029","","","912"
"8","11","0.5","1","咦？\n怎、怎麼了嗎？","0","122711","19120030","0","0","912"
"","91","","","","","0","19120031","","","912"
"","93","","","0","","0.5","19120032","","","912"
"1","3","","","cmn_float","0.1","127111","19120033","","","912"
"","21","","0","vo_fpc_21203","","vo_fpc","19120034","","","912"
"9","11","0.5","1","不，那裡……","0","127111","19120035","0","0","912"
"","91","","","","","0","19120036","","","912"
"","93","","","0","","0.5","19120037","","","912"
"1","3","","","cmn_float","0.1","126911","19120038","","","912"
"","21","","0","vo_fpc_21204","","vo_fpc","19120039","","","912"
"10","11","0.5","1","嗯……","0","126911","19120040","0","0","912"
"","91","","","","","0","19120041","","","912"
"","93","","","0","","0.5","19120042","","","912"
"0","3","","12_kyouka_turn_loop","12_kyouka_turn_in","0.1","122711","19120043","1","0.1","912"
"","21","","0","vo_fpc_21205","","vo_fpc","19120044","","","912"
"9","11","0.5","1","什麼？\n看起來什麼都沒有耶……","0","122711","19120045","0","0","912"
"","91","","","","","0","19120046","","","912"
"","93","","","0","","0.5","19120047","","","912"
"1","3","","","12_cmn_float_smile","0.1","127111","19120048","","","912"
"","21","","0","vo_fpc_21206","","vo_fpc","19120049","","","912"
"8","11","0.5","1","呵呵。","0","127111","19120050","0","0","912"
"","91","","","","","0","19120051","","","912"
"","93","","","0","","0.5","19120052","","","912"
"1","3","","","12_cmn_float_smile","0.1","126911","19120053","","","912"
"","21","","0","vo_fpc_21207","","vo_fpc","19120054","","","912"
"10","11","0.5","1","呵呵呵呵……","0","126911","19120055","0","0","912"
"","91","","","","","0","19120056","","","912"
"","93","","","0","","0.5","19120057","","","912"
"-180","2","","4.29864253393665","850","","127111","19120058","","","912"
"-180","33","","4.29864253393665","850","","11","19120059","","","912"
"-125","2","","5.42986425339367","850","","126911","19120060","","","912"
"-125","33","","5.42986425339367","850","","21","19120061","","","912"
"","93","","","0","","1","19120062","","","912"
"0","3","","12_kyouka_scare_loop","12_kyouka_scare_in","0.1","122711","19120063","1","0.1","912"
"","21","","0","vo_fpc_21208","","vo_fpc","19120064","","","912"
"9","11","0.5","1","咿！\n到、到底是怎麼回事啊……","0","122711","19120065","0","0","912"
"","91","","","","","0","19120066","","","912"
"","93","","","0","","0.5","19120067","","","912"
"0","3","","12_kyouka_run_loop","12_kyouka_run_in","0.1","122711","19120068","1","0.1","912"
"-15","2","","3.58220211161388","-850","","122711","19120069","","","912"
"","91","","","","","19120069","19120070","","","912"
"22","1","13_kuka_bound","-800","127011","1.75","1","19130001","-180","0","913"
"-600","31","","-170","1041","0","104","19130002","1","","913"
"-240","31","","-170","1042","0","104","19130003","1","","913"
"170","31","","-170","1043","0","104","19130004","1","","913"
"560","31","","-170","1044","0","104","19130005","1","","913"
"-575","31","","-85","1003","0","1003","19130006","1","","913"
"1","23","","","se_fpc_water_random","","se_10053800","19130007","","","913"
"","91","","","0","","19130006","19130008","","","913"
"","32","","0","1","","1003","19130009","","","913"
"","93","","","0","","2","19130010","","","913"
"1","3","","","13_kuka_bound","0.1","127011","19130011","","","913"
"-180","2","","2.35294117647059","800","","127011","19130012","","","913"
"","93","","","0","","0.236666666666667","19130013","","","913"
"0","23","","","se_10053800_913_kuka","","se_10053800","19130014","","","913"
"","21","","0","vo_fpc_21300","","vo_fpc","19130015","","","913"
"","32","","0","1","","1041","19130016","","","913"
"","93","","","0","","0.536666666666667","19130017","","","913"
"","32","","0","1","","1042","19130018","","","913"
"","93","","","0","","0.536666666666667","19130019","","","913"
"","21","","0","vo_fpc_21301","","vo_fpc","19130020","","","913"
"","32","","0","1","","1043","19130021","","","913"
"","93","","","0","","0.536666666666667","19130022","","","913"
"","32","","0","1","","1044","19130023","","","913"
"","93","","","0","","2","19130024","","","913"
"","91","","","","","19130012","19130025","","","913"
"24","1","14_maho_idle_loop","-1000","110611","1.75","1","19140001","-185","0","914"
"22","5","cmn_boat_idle","-1000","2","1.75","2","19140002","-185","0","914"
"23","5","14_maho_idle_loop","-1000","3","1.75","3","19140003","-185","0","914"
"25","1","cmn_float","-1220","110511","1.75","1","19140004","-175","0","914"
"12","1","14_makoto_float","-1520","110411","1.75","1","19140005","-125","0","914"
"-1000","31","","-185","110611","1","116","19140006","1","","914"
"-1220","31","","-175","41","1","8","19140007","1","","914"
"-50","31","","-175","120","0","120","19140008","1","","914"
"-1520","31","","-125","42","1","4","19140009","1","","914"
"-350","31","","-125","117","0","117","19140010","1","","914"
"1","23","","","se_fpc_water_random","","se_10053800","19140011","","","914"
"","91","","","0","","19140010","19140012","","","914"
"-185","2","","8.60294117647059","170","","110611","19140013","12","","914"
"-185","2","","8.60294117647059","170","","2","19140014","12","","914"
"-185","2","","8.60294117647059","170","","3","19140015","12","","914"
"-185","33","","8.60294117647059","170","","110611","19140016","12","","914"
"-175","2","","8.60294117647059","-50","","110511","19140017","12","","914"
"-175","33","","8.60294117647059","-50","","41","19140018","12","","914"
"-125","2","","8.60294117647059","-350","","110411","19140019","12","","914"
"-125","33","","8.60294117647059","-350","","42","19140020","12","","914"
"","91","","","","","19140013","19140021","","","914"
"0","3","","14_maho_point_loop","14_maho_point_in","0.3","110611","19140022","1","0.1","914"
"1","3","","","cmn_boat_idle","0.3","2","19140023","","","914"
"1","3","","","14_maho_idle_loop","0.3","3","19140024","","","914"
"","21","","0","vo_fpc_21400","","vo_fpc","19140025","","","914"
"7","11","0.5","1","亞瑟、高文、蘭斯洛特，\n嗯，大家都到齊了哪。\n好了，咱們走吧。\n香織，麻煩妳了──","0","110611","19140026","0","0","914"
"","91","","","","","0","19140027","","","914"
"","93","","","0","","0.5","19140028","","","914"
"0","3","","14_kaori_handUp_loop","14_kaori_handUp_in","0.1","110511","19140029","1","0.1","914"
"","21","","0","vo_fpc_21401","","vo_fpc","19140030","","","914"
"9","11","0.5","1","交──給我吧──！\n出發前進──！","0","110511","19140031","0","0","914"
"","91","","","","","0","19140032","","","914"
"","93","","","0","","0.5","19140033","","","914"
"1","3","","","14_makoto_pazzled","0.1","110411","19140034","","","914"
"","21","","0","vo_fpc_21402","","vo_fpc","19140035","","","914"
"8","11","0.5","1","不不，妳等一下。\n要是那麼猛力地推，\n這些傢伙會掉進水裡溼掉的吧？","0","110411","19140036","0","0","914"
"","91","","","","","0","19140037","","","914"
"","93","","","0","","0.5","19140038","","","914"
"0","3","","14_maho_smile_loop","14_maho_smile_in","0.3","110611","19140039","1","0.1","914"
"1","3","","","cmn_boat_idle","0.3","2","19140040","","","914"
"1","3","","","14_maho_idle_loop","0.3","3","19140041","","","914"
"","21","","0","vo_fpc_21403","","vo_fpc","19140042","","","914"
"8","11","0.5","1","呵呵，這些孩子是之前跟我們一起\n來海邊的孩子，所以不怕水哪。\n但要是掉下來也很可憐呀，\n所以能麻煩妳安全駕駛嗎♪","0","110611","19140043","0","0","914"
"","91","","","","","0","19140044","","","914"
"","93","","","0","","0.5","19140045","","","914"
"","21","","0","vo_fpc_21404","","vo_fpc","19140046","","","914"
"10","11","0.5","1","我知道啦──！\n我會用琉球犬肉球安全游法游的──！","0","110511","19140047","0","0","914"
"","91","","","","","0","19140048","","","914"
"","93","","","0","","0.5","19140049","","","914"
"0","3","","14_kaori_flutterKick_loop","14_kaori_flutterKick_in","0.1","110511","19140050","1","0.1","914"
"","93","","","0","","0.3","19140051","","","914"
"-185","2","","6.47058823529412","1270","","110611","19140052","","","914"
"-185","2","","6.47058823529412","1270","","2","19140053","","","914"
"-185","2","","6.47058823529412","1270","","3","19140054","","","914"
"-185","33","","6.47058823529412","1270","","110611","19140055","","","914"
"","32","","","0","","41","19140056","","","914"
"","32","","","1","","120","19140057","","","914"
"-175","2","","6.47058823529412","1050","","110511","19140058","","","914"
"-175","33","","6.47058823529412","1050","","120","19140059","","","914"
"","93","","","0","","1","19140060","","","914"
"","21","","0","vo_fpc_21405","","vo_fpc","19140061","","","914"
"8","11","0.5","1","總～覺得很令人擔心啊……\n沒辦法，我也跟上去吧。\n喂──等我一下啦！","0","110411","19140062","0","0","914"
"","91","","","","","0","19140063","","","914"
"","93","","","0","","0.5","19140064","","","914"
"0","3","","cmn_swm_dogscratch","14_makoto_dogscratch_in","0.1","110411","19140065","1","0.1","914"
"","93","","","0","","0.3","19140066","","","914"
"","32","","","0","","42","19140067","","","914"
"","32","","","1","","117","19140068","","","914"
"-125","2","","3.72637742879957","1050","","110411","19140069","","","914"
"-125","33","","3.72637742879957","1050","","117","19140070","","","914"
"","91","","s","","","19140069","19140071","","","914"
"23","1","15_saren_idle","-950","110311","1.75","1","19150001","-180","0","915"
"22","5","cmn_boat_idle","-950","2","1.75","2","19150002","-180","0","915"
"12","1","15_suzume_walk_loop","-750","107711","1.75","1","19150003","-15","0","915"
"-950","31","","-180","110311","1","101","19150004","1","","915"
"210","31","","30","109","0","109","19150005","1","","915"
"330","31","","-125","4","0","4","19150006","1","","915"
"1","23","","","se_fpc_water_random","","se_10053800","19150007","","","915"
"","13","","","49","","107711","19150008","","","915"
"","91","","","0","","0","19150009","","","915"
"-15","2","","5.51470588235294","0","","107711","19150010","","","915"
"","91","","","","","19150010","19150011","","","915"
"0","3","","15_suzume_talk_loop","15_suzume_talk_in","0.1","107711","19150012","1","0.1","915"
"","21","","0","vo_fpc_21500","","vo_fpc","19150013","","","915"
"8","11","0.5","1","跟大小姐走散了……\n我竟然迷路了，真是個失職的女僕～","0","107711","19150014","0","0","915"
"","93","","","1","","3.2","19150015","","","915"
"","93","","","0","","1.5","19150016","","","915"
"","91","","","","","19150014","19150017","","","915"
"0","3","","15_suzume_walk_loop","15_suzume_walk_in","0.1","107711","19150018","1","0.1","915"
"-180","2","","11.9779411764706","-100","","110311","19150019","","","915"
"-180","2","","11.9779411764706","-100","","2","19150020","","","915"
"-180","33","","11.9779411764706","-100","","110311","19150021","","","915"
"-15","2","","4.22794117647059","460","","107711","19150022","","","915"
"","91","","","","","19150022","19150023","","","915"
"0","3","","15_suzume_turn_loop","15_suzume_turn_in","0.1","107711","19150024","1","0.1","915"
"","93","","","0","","0.6","19150025","","","915"
"","21","","0","vo_fpc_21501","","vo_fpc","19150026","","","915"
"20","11","0.5","1","那是……大小姐～！\n我現在就過去！","-15","107711","19150027","0","0","915"
"","93","","","0","","1.7","19150028","","","915"
"0","3","","15_saren_notice_loop","15_saren_notice_in","0.3","110311","19150029","1","0.1","915"
"1","3","","","cmn_boat_idle","0.3","2","19150030","","","915"
"","93","","","0","","0.35","19150031","","","915"
"","93","","","0","","1.5","19150032","","","915"
"-15","2","","0.5","330","","107711","19150033","","","915"
"1","3","","","15_suzume_run","0.2","107711","19150034","","0.1","915"
"","21","","0","vo_fpc_21502","","vo_fpc","19150035","","","915"
"81","11","-0.5","1","鈴莓？\n話說，奔跑很危……","0","110311","19150036","0","0","915"
"","93","","","0","","0.5","19150037","","","915"
"0","3","","","15_suzume_fallDown","0.1","107711","19150038","","","915"
"","93","","","0","","1.3","19150039","","","915"
"","21","","0","vo_fpc_21503","","vo_fpc","19150040","","","915"
"129","11","-1.5","1","呀啊啊啊～！","0","107711","19150041","0","0","915"
"0","3","","15_saren_rise_loop","15_saren_rise_in","0.1","110311","19150042","1","0.1","915"
"1","3","","","cmn_boat_idle","0.1","2","19150043","","","915"
"","93","","","0","","0.5","19150044","","","915"
"1","6","","1","1","0.1","107711","19150045","0","","915"
"","32","","","1","","109","19150046","","","915"
"","93","","","0","","1","19150047","","","915"
"-125","2","","0","330","","107711","19150048","","","915"
"1","6","","1","1","0.4","107711","19150049","1","","915"
"0","3","","15_suzume_drown_loop","15_suzume_drown_in","0.1","107711","19150050","1","0.1","915"
"-125","2","","2.76470588235294","800","","107711","19150051","","","915"
"-125","33","","2.76470588235294","800","","4","19150052","","","915"
"","91","","","","","19150019","19150053","","","915"
"-180","2","","7.35294117647059","900","","110311","19150054","","","915"
"-180","2","","7.35294117647059","900","","2","19150055","","","915"
"-180","33","","7.35294117647059","900","","110311","19150056","","","915"
"","21","","0","vo_fpc_21504","","vo_fpc","19150057","","","915"
"7","11","0.5","1","鈴、鈴莓？\n鈴莓～！？","0","110311","19150058","0","0","915"
"","91","","","","","0","19150059","","","915"
"","93","","","0","","1.5","19150060","","","915"
"","91","","s","","","19150054","19150061","","","915"
"12","1","cmn_walk","-750","113111","1.4875","1","19160001","-15","0","916"
"12","1","16_nanaka_run","750","113311","1.4875","1","19160002","-15","0","916"
"22","1","cmn_swm_diving","-850","117411","1.75","1","19160003","-180","0","916"
"22","1","cmn_swm_diving","-2500","117011","1.75","1","19160004","-180","0","916"
"22","5","none","50","7","1.75","7","19160005","-180","0","916"
"22","5","cmn_floatRing_pink","-1375","11","1.75","1","19160006","-180","0","916"
"12","5","cmn_float_item_01_Ball","-2500","12","1.75","1","19160007","-125","0","916"
"-1375","31","","-180","11","1","4","19160008","1","","916"
"-2500","31","","-125","12","1","4","19160009","1","","916"
"-850","31","","-180","91","1","9","19160010","1","","916"
"-2500","31","","-180","92","1","9","19160011","1","","916"
"-183","31","","155","1015","0","1015","19160012","1","","916"
"50","31","","-180","1013","0","1013","19160013","1","","916"
"1","23","","","se_fpc_water_random","","se_10053800","19160014","","","916"
"","91","","","0","","19160013","19160015","","","916"
"-180","2","","19.7058823529412","2500","","117411","19160016","","","916"
"-180","33","","19.7058823529412","2500","","91","19160017","","","916"
"-180","2","","24.6323529411765","1975","","11","19160018","","","916"
"-180","33","","24.6323529411765","1975","","11","19160019","","","916"
"-180","2","","19.7058823529412","850","","117011","19160020","","","916"
"-180","33","","19.7058823529412","850","","92","19160021","","","916"
"-125","2","","24.6323529411765","850","","12","19160022","","","916"
"-125","33","","24.6323529411765","850","","12","19160023","","","916"
"","93","","","0","","3","19160024","","","916"
"-15","2","","4.41176470588235","-150","","113111","19160025","","","916"
"","91","","","","","19160025","19160026","","","916"
"1","3","","","16_ruka_think","0.3","113111","19160027","","","916"
"","32","","","1","","1015","19160028","","","916"
"","21","","0","vo_fpc_21600","","vo_fpc","19160029","","","916"
"","93","","","0","","0.6","19160030","","","916"
"","93","","","0","","1.5","19160031","","","916"
"-15","2","","2.71493212669683","150","","113311","19160032","","","916"
"","91","","","","","19160032","19160033","","","916"
"1","3","","","16_nanaka_idle_loop","0.2","113311","19160034","","","916"
"","21","","0","vo_fpc_21601","","vo_fpc","19160035","","","916"
"8","11","0.5","1","流～夏～姐♪\n妳在看什麼呀～？","0","113311","19160036","0","0","916"
"","91","","","","","0","19160037","","","916"
"","93","","","0","","0.5","19160038","","","916"
"0","3","","16_ruka_notice_loop","16_ruka_notice_in","0.1","113111","19160039","1","0.1","916"
"","21","","0","vo_fpc_21602","","vo_fpc","19160040","","","916"
"7","11","0.5","1","嗯？不，我並沒有\n特別在想什麼……","0","113111","19160041","0","0","916"
"","91","","","","","0","19160042","","","916"
"","93","","","0","","0.5","19160043","","","916"
"0","3","","16_nanaka_point_loop","16_nanaka_point_in","0.1","113311","19160044","1","0.1","916"
"","21","","0","vo_fpc_21603","","vo_fpc","19160045","","","916"
"7","11","0.5","1","呵呵呵，流夏姐的想法\n我全都看穿了！","0","113311","19160046","0","0","916"
"","91","","","","","0","19160047","","","916"
"","93","","","0","","0.5","19160048","","","916"
"","21","","0","vo_fpc_21604","","vo_fpc","19160049","","","916"
"8","11","0.5","1","那就是！\n「看啊！人就像魚一樣！」對吧？","0","113311","19160050","0","0","916"
"","91","","","","","0","19160051","","","916"
"","93","","","0","","0.5","19160052","","","916"
"0","3","","16_ruka_talk_loop","16_ruka_talk_in","0.1","113111","19160053","1","0.1","916"
"","21","","0","vo_fpc_21605","","vo_fpc","19160054","","","916"
"7","11","0.5","1","那種事……\n我是稍微想了一下下……","0","113111","19160055","0","0","916"
"","91","","","","","0","19160056","","","916"
"","93","","","0","","0.5","19160057","","","916"
"0","3","","16_nanaka_idle_loop","16_nanaka_idle_in","0.1","113311","19160058","1","0.1","916"
"","21","","0","vo_fpc_21606","","vo_fpc","19160059","","","916"
"7","11","0.5","1","啊哈哈，果然呢～♪","0","113311","19160060","0","0","916"
"","91","","","","","0","19160061","","","916"
"","93","","","0","","0.5","19160062","","","916"
"0","3","","cmn_run_def_N","16_nanaka_turn","0.1","113311","19160063","1","0.1","916"
"-15","2","","2.71493212669683","750","","113311","19160064","","","916"
"1","3","","","cmn_walk","0.1","113111","19160065","","","916"
"-15","2","","5.29411764705882","750","","113111","19160066","","","916"
"","93","","","0","","1.5","19160067","","","916"
"0","3","","none","fish","","7","19160068","","0.1","916"
"","32","","","1","","1013","19160069","","","916"
"","93","","","0","","3.2","19160070","","","916"
"","91","","s","","","19160018","19160071","","","916"
"","91","","s","","","19160064","19160072","","","916"
"","91","","s","","","19160066","19160073","","","916"
"23","1","17_akino_worry","-950","126711","1.75","1","19170001","-180","0","917"
"24","5","empty","-950","3","1.75","3","19170002","-180","0","917"
"22","5","cmn_boat_idle","-950","2","1.75","2","19170003","-180","0","917"
"12","1","cmn_walk_r","750","110311","1.4875","1","19170004","-15","0","917"
"-950","31","","-180","126711","1","101","19170005","1","","917"
"1","23","","","se_fpc_water_random","","se_10053800","19170006","","","917"
"","91","","","0","","19170005","19170007","","","917"
"-180","2","","6.98529411764706","0","","126711","19170008","12","","917"
"-180","2","","6.98529411764706","0","","3","19170009","12","","917"
"-180","2","","6.98529411764706","0","","2","19170010","12","","917"
"-180","33","","6.98529411764706","0","","126711","19170011","12","","917"
"","91","","","","","19170008","19170012","","","917"
"","21","","0","vo_fpc_21700","","vo_fpc","19170013","","","917"
"8","11","0.5","1","完全沒有抵達目的地呢……\n難不成又迷路了嗎？\n墨丘利度假村就是我的庭院……\n我明明是這樣以為的啊～！","0","126711","19170014","0","0","917"
"","91","","","","","0","19170015","","","917"
"","93","","","0","","0.5","19170016","","","917"
"-15","2","","4.72689075630252","300","","110311","19170017","","","917"
"0","3","","17_akino_laugh_loop","17_akino_laugh_in","0.3","126711","19170018","1","0.1","917"
"0","3","","17_akino_laugh_loop","17_akino_laugh_in","0.3","3","19170019","1","0.1","917"
"1","3","","","cmn_boat_idle","0.3","2","19170020","","","917"
"","21","","0","vo_fpc_21701","","vo_fpc","19170021","","","917"
"17","11","0.5","1","不，不對！這個甚至能夠……\n讓我迷失的廣大度假村……\n我應該為財團的豐功偉業感到自豪呢♪\n哦──呵呵呵！","0","126711","19170022","0","0","917"
"","91","","","","","19170017","19170023","","","917"
"0","3","","17_saren_talk_loop","17_saren_talk_in","0.2","110311","19170024","1","0.1","917"
"","93","","","0","","0.673109243697478","19170025","","","917"
"","93","","","0","","0.5","19170026","","","917"
"","91","","","","","19170022","19170027","","","917"
"","21","","0","vo_fpc_21702","","vo_fpc","19170028","","","917"
"8","11","0.5","1","……這裡是漂漂河，應該就只會\n在同樣的地方繞圈吧？","0","110311","19170029","0","0","917"
"","91","","","","","0","19170030","","","917"
"0","3","","17_akino_pause_loop","17_akino_pause_in","0.1","126711","19170031","1","0.1","917"
"0","3","","17_akino_pause_loop","17_akino_pause_in","0.1","3","19170032","1","0.1","917"
"1","3","","","cmn_boat_idle","0.1","2","19170033","","","917"
"","93","","","0","","2","19170034","","","917"
"0","3","","17_akino_shock_loop","17_akino_shock_in","0.3","126711","19170035","1","0.1","917"
"0","3","","","empty","","3","19170036","","","917"
"1","3","","","cmn_boat_idle","0.3","2","19170037","","","917"
"","21","","0","vo_fpc_21703","","vo_fpc","19170038","","","917"
"8","11","0.5","1","是、是這樣嗎！？\n真是個盲點啊───！","0","126711","19170039","0","0","917"
"","91","","","","","0","19170040","","","917"
"","93","","","0","","0.5","19170041","","","917"
"-180","2","","5.29411764705882","900","","126711","19170042","","","917"
"-180","2","","5.29411764705882","900","","2","19170043","","","917"
"-180","33","","5.29411764705882","900","","126711","19170044","","","917"
"","93","","","0","","2.7","19170045","","","917"
"0","3","","cmn_walk","17_saren_turn","0.1","110311","19170046","1","0.1","917"
"-15","2","","2.64705882352941","750","","110311","19170047","","","917"
"","91","","","","","19170042","19170048","","","917"
"","91","","","","","19170047","19170049","","","917"
"22","1","18_misato_backWalk","-850","113511","1.75","1","19180001","-180","0","918"
"23","1","18_io_flutterKick","-1010","110111","1.75","1","19180002","-180","0","918"
"-850","31","","-180","41","0","14","19180003","1","","918"
"50","31","","-180","11","0","2","19180004","1","","918"
"-110","31","","-180","42","0","14","19180005","1","","918"
"-1010","31","","-180","12","1","123","19180006","1","","918"
"1","23","","","se_fpc_water_random","","se_10053800","19180007","","","918"
"","91","","","0","","19180006","19180008","","","918"
"-180","2","","6.61764705882353","50","","113511","19180009","12","","918"
"-180","33","","6.61764705882353","50","","41","19180010","12","","918"
"-180","2","","6.61764705882353","-110","","110111","19180011","12","","918"
"-180","33","","6.61764705882353","-110","","12","19180012","12","","918"
"","91","","","","","19180009","19180013","","","918"
"1","3","","","18_misato_backWalkIdle","0.2","113511","19180014","","","918"
"","21","","0","vo_fpc_21800","","vo_fpc","19180015","","","918"
"8","11","0.5","1","伊緒老師，就是這樣。\n踢水踢得很棒喔～♪","0","113511","19180016","0","0","918"
"","91","","","","","0","19180017","","","918"
"","93","","","0","","0.5","19180018","","","918"
"","21","","0","vo_fpc_21801","","vo_fpc","19180019","","","918"
"7","11","0.5","1","是、是的！嘿咻、嘿咻……\n對不起，難得來到泳池\n還讓妳陪我練習……","0","110111","19180020","0","0","918"
"","91","","","","","0","19180021","","","918"
"","93","","","0","","0.5","19180022","","","918"
"","21","","0","vo_fpc_21802","","vo_fpc","19180023","","","918"
"9","11","0.5","1","沒關係的。\n因為老師永遠是努力的孩子的夥伴唷♪","0","113511","19180024","0","0","918"
