9f321a76e4f630f68281e930b4ed1f3abe2c60205889aea6cd3418f4d1688d2d,36f3521ba4628b578ddff65e0014ca79401f83866de7e58b6db35e645c0a6198,5f61c4172ed9fa4ff4cd94fee4c461cbabf1b83ced1f01bb9477b50057921ece,254fbabc7066c5048278104c33e73516920e63183f08ae8578f2c86f5f7a47ef,f01428a1a81a74d1495cabe40fdc57eb1bb2e78a6ed1f0a0cdf5343dd1ba6b63,cd37dcb8f3afb1570047eb8b1ea7db09e030370c09a9884ed0c6a70cd55beb92,77c5888488a2936ce941aee59c950cb60ee8882fa4635f7bbcf53e3978b30e1f,95e16a804b1c0977523c5f5080dc91643a3e0cba34e931faa5103a12bea56e88,545276adc06d60f2125f0e0a62a281267c7a7dd5880fab2534d9a34d91881944,43ab9a6fd76ab97043e6e4b432b3523a67603d8a6e29f73aa2840d036e54ff2f,84cba2a47728275c243a1fe10b1b371dfa687effed9cc702331076aed9e5d939
"0.2","","3","1","maho_kurukuru_inF","0","99","maho_kurukuru_loopF","65081","0","5146065"
"0.2","","3","1","maho_kurukuru_inB","0","98","maho_kurukuru_loopB","65082","0","5146065"
"0.2","","3","1","kururu_kurukuru_in","0","130911","kururu_kurukuru_loop","65083","0","5146065"
"0.2","","3","1","kururu_kurukuru_inF","0","97","kururu_kurukuru_loopF","65084","0","5146065"
"0.2","","3","1","kururu_kurukuru_inB","0","96","kururu_kurukuru_loopB","65085","0","5146065"
"","","21","","vo_apg_0511","0","vo_apg","0","65086","","5146065"
"0","1.1","11","0","庫露露咕嚕轉～♪","13","131011","0","65087","0","5146065"
"","","91","","","","0","","65088","","5146065"
"","","21","","vo_apg_0512","0","vo_apg","0","65089","","5146065"
"0","1","11","0","庫露露咕嚕轉～♪","10","130911","0","65090","0","5146065"
"","","91","","","","0","","65091","","5146065"
"0","0","12","0","6","2","131011","0","65092","10","5146065"
"0","0","12","0","7","2","130911","0","65093","10","5146065"
"0.2","","3","","walk_normal","1","106011","","65094","","5146065"
"0.2","","3","","walk_normal","1","1060","","65095","","5146065"
"","","2","0","-376","-305","106011","3.4","65096","","5146065"
"","","2","0","-376","-305","1060","3.4","65097","","5146065"
"","","93","","0","","3.4","","65098","","5146065"
"","","2","14","-446","-305","106011","0.6","65099","","5146065"
"","","2","14","-446","-305","1060","0.6","65100","","5146065"
"0","","3","","kyaru_damage","0","106011","","65101","","5146065"
"0","","3","","kyaru_damage","0","1060","","65102","","5146065"
"","","93","","0","","0.8","","65103","","5146065"
"0.2","","3","1","cool_in_jitome","0","106011","cool_talk_jitome","65104","0","5146065"
"0.2","","3","1","cool_in_jitome","0","1060","cool_talk_jitome","65105","0","5146065"
"","","21","","vo_apg_0513","0","vo_apg","0","65106","","5146065"
"0","0","11","1","妳們兩個在做什麼啊……","8","106011","1","65107","0","5146065"
"","","91","","","","0","","65108","","5146065"
"","","101","","","","65110","","65109","","5146065"
"","","22","","0.2","","0","","65110","","5146065"
"1.8","aoi_walk_fear","1","-278","104011","140","1","-500","66001","0","5146066"
"1.8","idle_normal","5","-262","99","141","1","30","66002","0","5146066"
"1.8","idle_normal_noface","1","-278","130911","100","1","290","66003","1","5146066"
"1.8","idle_normal_kururu","5","-278","98","101","1","290","66004","1","5146066"
"","","13","","201","","104011","","66005","","5146066"
"","","13","","200","","130911","","66006","","5146066"
"0.85","idle","5","-174","8","15","8","0","66007","0","5146066"
"1","empty","5","-79","20","210","20","-119","66008","0","5146066"
"1","empty","5","-194","22","210","22","0","66009","0","5146066"
"1","","31","1","1","0","1","0","66010","","5146066"
"0","","31","1","2","0","2","-57.7","66011","","5146066"
"0","","31","1","13","0","13","0","66012","","5146066"
"0","","31","1","19","11","19","-69","66013","","5146066"
"1","","31","1","20","0","20","0","66014","","5146066"
"","","36","","104011","","20","","66015","","5146066"
"","","36","","99","","20","","66016","","5146066"
"","","36","","20","","20","","66017","","5146066"
"","","36","","22","","20","","66018","","5146066"
"","","91","","0","","0","","66019","","5146066"
"","","102","","0","0","0","","66020","","5146066"
"","","2","0","-290","-278","104011","2.7","66021","","5146066"
"0.2","","3","","aoi_walk_fear","1","104011","","66022","","5146066"
"","","93","","0","","2.7","","66023","","5146066"
"0.2","","3","","see_talk","1","104011","","66024","","5146066"
"","","21","","vo_apg_0601","0","vo_apg","0","66025","","5146066"
"0","0","11","1","終於來到這裡了……\n大夢想樂園……\n獨自一人來「大夢樂」沒關係吧？\n說不定邊緣人會被抓住，強制驅離……","9","104011","1","66026","0","5146066"
"","","91","","","","0","","66027","","5146066"
"0.2","","3","","see_idle","1","104011","","66028","","5146066"
"0.2","","3","1","smile","0","130911","talk_normal","66029","0.2","5146066"
"0.2","","3","1","smile","0","98","talk_normal","66030","0.2","5146066"
"","","21","","vo_apg_0602","0","vo_apg","0","66031","","5146066"
"0","0","11","1","妳就是碧小姐吧～！？\n歡迎來到大夢想樂園♪\n今天就妳一位嗎？","7","130911","1","66032","0","5146066"
"","","91","","","","0","","66033","","5146066"
"0.2","","3","","idle_normal_surprise","1","130911","","66034","","5146066"
"0.2","","3","","panic","1","104011","","66035","","5146066"
"","","21","","vo_apg_0603","0","vo_apg","0","66036","","5146066"
"0","0","11","1","嗚呀喔喔喔喔！？\n對對對、對不起！\n邊緣人要強制驅離對吧！\n我現在馬上出去～！","12","104011","1","66037","0","5146066"
"","","91","","","","0","","66038","","5146066"
"0.2","","3","","anger_talk_pain","1","130911","","66039","","5146066"
"0.2","","3","","anger_talk_pain","1","98","","66040","","5146066"
"","","21","","vo_apg_0604","0","vo_apg","0","66041","","5146066"
"0","0","11","1","請等一下請等一下！\n強制驅離是指什麼什麼～！？\n我們不會做這種事的！","7","130911","1","66042","0","5146066"
"","","91","","","","0","","66043","","5146066"
"0.2","","3","","idle_normal_dere","1","130911","","66044","","5146066"
"0","","3","1","aoi_surprise_in","0","104011","surprise_talk_search_dere","66045","0.1","5146066"
"","","21","","vo_apg_0605","0","vo_apg","0","66046","","5146066"
"0","0","11","1","竟然，對邊緣人也如此溫柔……\n服務真是周到！\n那麼，在哪裡呢？\n邊緣人專用的遊樂設施？","8","104011","1","66047","0","5146066"
"","","91","","","","0","","66048","","5146066"
"0.2","","3","","surprise_idle_dere","1","104011","","66049","","5146066"
"0.2","","3","1","kururu_surprise_talk_long","0","130911","kururu_guid_talk","66050","0.2","5146066"
"0.2","","3","1","kururu_surprise_talk_long","0","98","kururu_guid_talk","66051","0.2","5146066"
"","","21","","vo_apg_0606","0","vo_apg","0","66052","","5146066"
"0","0","11","1","咦？\n我想想我想想，\n這座摩天輪如何呢？\n雖然不是邊緣人專用……","8","130911","1","66053","0","5146066"
"","","91","","","","0","","66054","","5146066"
"0.2","","3","","idle_normal_noface","1","130911","","66055","","5146066"
"0.2","","3","","idle_normal_kururu","1","98","","66056","","5146066"
"0.2","","3","1","guts2_in_surprise2","0","104011","guts2_talk_surprise2","66057","0","5146066"
"","","21","","vo_apg_0607","0","vo_apg","0","66058","","5146066"
"0","0","11","1","我、我要搭！\n收取邊緣人費用也無妨，\n請讓我搭──！","9","104011","1","66059","0","5146066"
"","","91","","","","0","","66060","","5146066"
"0.2","","3","","guts2_idle_surprise2","1","104011","","66061","","5146066"
"0.2","","3","","joy_talk_dere","1","130911","","66062","","5146066"
"0.2","","3","","joy_talk","1","98","","66063","","5146066"
"","","21","","vo_apg_0608","0","vo_apg","0","66064","","5146066"
"0","0","11","1","費用並不會有所改變……\n所以請妳搭到滿意為止♪","8","130911","1","66065","0","5146066"
"","","91","","","","0","","66066","","5146066"
"","","22","","0","","0","","66067","","5146066"
"0.4","","3","1","hello","0","130911","idle_normal_joy","66068","0.1","5146066"
"0.2","","3","","walk_jog_dere","1","104011","","66069","","5146066"
"","","2","0","-50","-278","104011","2","66070","","5146066"
"","","93","","0","","1","","66071","","5146066"
"","","32","","1","","2","","66072","","5146066"
"","","93","","0","","1.5","","66073","","5146066"
"","","2","0","0","-480","104011","0","66074","","5146066"
"0","","3","","empty","1","104011","","66075","","5146066"
"","","37","","scale15","","20","","66076","","5146066"
"","","37","","fade_out","","2","","66077","","5146066"
"","","32","","1","","13","","66078","","5146066"
"","","93","","0","","2","","66079","","5146066"
"","","21","","vo_apg_0609","0","vo_apg","0","66080","","5146066"
"0","","3","","0609_in","0","22","","66081","","5146066"
"","","93","","1","","2.2","","66082","","5146066"
"0","","3","","0609_mid","0","22","","66083","","5146066"
"","","92","","","","","","66084","","5146066"
"0","","3","","0609_out","0","22","","66085","","5146066"
"","","93","","0","","0.2","","66086","","5146066"
"","","2","0","-132","-79","20","0","66087","","5146066"
"","","21","","vo_apg_0610","0","vo_apg","0","66088","","5146066"
"0","","3","","0610_in","0","22","","66089","","5146066"
"","","93","","1","","2.2","","66090","","5146066"
"0","","3","","0610_mid","0","22","","66091","","5146066"
"","","92","","","","","","66092","","5146066"
"0","","3","","0610_out","0","22","","66093","","5146066"
"","","93","","0","","0.2","","66094","","5146066"
"","","21","","vo_apg_0611","0","vo_apg","0","66095","","5146066"
"0","","3","","0611_in","0","22","","66096","","5146066"
"","","93","","1","","2.3","","66097","","5146066"
"0","","3","","0611_mid","0","22","","66098","","5146066"
"","","92","","","","","","66099","","5146066"
"0","","3","","0611_out","0","22","","66100","","5146066"
"","","93","","0","","0.2","","66101","","5146066"
"","","22","","0","","0","","66102","","5146066"
"0","","3","","empty","1","104011","","66103","","5146066"
"","","37","","fade_in","","2","","66104","","5146066"
"","","93","","0","","1","","66105","","5146066"
"","","32","","0","","13","","66106","","5146066"
"","","37","","fade_out","","2","","66107","","5146066"
"0","","3","","kururu_wish_talk_surprise_lookup","1","130911","","66108","","5146066"
"","","93","","0","","1","","66109","","5146066"
"0.2","","3","1","kururu_wish_talk_surprise_lookup","0","130911","kururu_surprise_talk_joy","66110","0.2","5146066"
"","","21","","vo_apg_0612","0","vo_apg","0","66111","","5146066"
"0","0","11","1","妳覺得如何呢～？\n咦，要直接坐第二趟嗎？\n呵呵，她似乎非常喜歡的樣子，\n真令人高興♪","8","130911","1","66112","0","5146066"
"","","91","","","","0","","66113","","5146066"
"","","22","","0","","0","","66114","","5146066"
"","","37","","fade_in","","2","","66115","","5146066"
"","","93","","0","","1","","66116","","5146066"
"","","37","","scale1","","20","","66117","","5146066"
"","","37","","blackroom_in","","2","","66118","","5146066"
"10","","121","9","20","1.15","0","1.15","66119","","5146066"
"","","2","0","27","-248","104011","0","66120","","5146066"
"","","2","0","27","-248","99","0","66121","","5146066"
"0","","3","","aoi_satori_in","1","104011","","66122","","5146066"
"0","","3","","aoi_satori_in","1","99","","66123","","5146066"
"","","93","","0","","0.5","","66124","","5146066"
"","","21","","vo_apg_0613","0","vo_apg","0","66125","","5146066"
"0","1","11","1","呵呵……呵呵呵呵呵……\n啊啊，這就是開悟……！","5","104011","0","66126","0","5146066"
"","","93","","","","3","","66127","","5146066"
"","","32","","1","","19","","66128","","5146066"
"","","23","","se_10055900_satori","0","se_10055900","","66129","","5146066"
"","","93","","","","0.5","","66130","","5146066"
"0.2","","3","1","aoi_satori_mid","0","104011","aoi_satori_loop","66131","0","5146066"
"0.2","","3","1","aoi_satori_mid","0","99","aoi_satori_loop","66132","0","5146066"
"","","93","","0","","4","","66133","","5146066"
"","","92","","","","","","66134","","5146066"
"","","101","","","","66136","","66135","","5146066"
"","","22","","0.2","","0","","66136","","5146066"
"1.8","idle_normal","1","-288","106611","106","1","-385","67001","0","5146067"
"1.8","idle_normal","5","-288","1066","107","3","-385","67002","0","5146067"
"1.8","idle_normal","1","-278","106511","103","1","-225","67003","0","5146067"
"1.8","idle_normal","5","-278","1065","104","2","-225","67004","0","5146067"
"1.8","idle_normal","1","-278","131011","100","1","290","67005","1","5146067"
"","","13","","206","","106611","","67006","","5146067"
"","","13","","203","","106511","","67007","","5146067"
"","","13","","200","","131011","","67008","","5146067"
"0.85","idle","5","-174","9","15","9","0","67009","0","5146067"
"1","empty","5","71","201","210","20","-292","67010","0","5146067"
"1","empty","5","71","202","210","20","-61","67011","0","5146067"
"1","empty","5","-43","22","210","22","126","67012","0","5146067"
"1","empty","5","94","21","60","21","0","67013","0","5146067"
"1","","31","1","1","0","1","0","67014","","5146067"
"0","","31","1","2","0","2","-57.7","67015","","5146067"
"0","","31","1","10","0","10","0","67016","","5146067"
"1","","31","1","20","0","20","0","67017","","5146067"
"","","36","","106611","","20","","67018","","5146067"
"","","36","","106511","","20","","67019","","5146067"
"","","36","","201","","20","","67020","","5146067"
"","","36","","202","","20","","67021","","5146067"
"","","36","","22","","20","","67022","","5146067"
"","","91","","0","","0","","67023","","5146067"
"","","102","","0","0","0","","67024","","5146067"
"","","93","","0","","1","","67025","","5146067"
"0.2","","3","","talk_normal_noface","1","106511","","67026","","5146067"
"0.2","","3","","talk_normal_kaya","1","1065","","67027","","5146067"
"","","21","","vo_apg_0701","0","vo_apg","0","67028","","5146067"
"0","0","11","1","祈梨──\n接下來搭看看這個吧。","9","106511","1","67029","0","5146067"
"","","91","","","","0","","67030","","5146067"
"0.2","","3","","idle_normal_look","1","106511","","67031","","5146067"
"0.2","","3","","idle_normal_look","1","1065","","67032","","5146067"
"0.2","","3","1","cool_in_sad","0","106611","cool_talk_sad","67033","0","5146067"
"0.2","","3","1","cool_in_sad","0","1066","cool_talk_sad","67034","0","5146067"
"","","21","","vo_apg_0702","0","vo_apg","0","67035","","5146067"
"0","0","11","1","咖啡杯～？\n這好像太孩子氣了吧？","6","106611","1","67036","0","5146067"
"","","91","","","","0","","67037","","5146067"
"0.2","","3","","cool_idle","1","106611","","67038","","5146067"
"0.2","","3","","cool_idle","1","1066","","67039","","5146067"
"0.2","","3","","idle_normal","1","106511","","67040","","5146067"
"0.2","","3","","idle_normal","1","1065","","67041","","5146067"
"0.2","","3","","joy_talk_normal","1","131011","","67042","","5146067"
"","","21","","vo_apg_0703","0","vo_apg","0","67043","","5146067"
"0","0","11","1","這座遊樂設施很受歡迎哦。\n為了締造最高旋轉紀錄，\n大家很激烈地在競爭呢♪","8","131011","1","67044","0","5146067"
"","","91","","","","0","","67045","","5146067"
"0.2","","3","","idle_normal","1","131011","","67046","","5146067"
"0.2","","3","1","doya_in_normal","0","106511","doya_talk_normal","67047","0","5146067"
"0.2","","3","1","doya_in_normal","0","1065","doya_talk_normal","67048","0","5146067"
"","","21","","vo_apg_0704","0","vo_apg","0","67049","","5146067"
"0","0","11","1","哦，那麼我們就來改寫\n最高旋轉紀錄吧。\n真步小姐，要好好幫我們算喔！","7","106511","1","67050","0","5146067"
"","","91","","","","0","","67051","","5146067"
"0.2","","3","","doya_idle_normal","1","106511","","67052","","5146067"
"0.2","","3","","doya_idle_normal","1","1065","","67053","","5146067"
"0.2","","3","","wish_talk_joy","1","131011","","67054","","5146067"
"","","21","","vo_apg_0705","0","vo_apg","0","67055","","5146067"
"0","0","11","1","好的～♪\n包在人家身上～","8","131011","1","67056","0","5146067"
"","","91","","","","0","","67057","","5146067"
"","","22","","0","","0","","67058","","5146067"
"0.4","","3","1","hello","0","131011","idle_normal","67059","0.1","5146067"
"0.4","","3","","walk_yareyare","1","106611","","67060","","5146067"
"0.4","","3","","walk_yareyare","1","1066","","67061","","5146067"
"0.2","","3","","walk_kyapi","1","106511","","67062","","5146067"
"0.2","","3","","walk_kyapi","1","1065","","67063","","5146067"
"","","2","0","-194","-288","106611","2","67064","","5146067"
"","","2","0","-194","-288","1066","2","67065","","5146067"
"","","2","0","-34","-278","106511","2","67066","","5146067"
"","","2","0","-34","-278","1065","2","67067","","5146067"
"","","93","","0","","1","","67068","","5146067"
"","","32","","1","","2","","67069","","5146067"
"","","93","","0","","1.5","","67070","","5146067"
"","","23","","se_10055900_coffee_01","1","se_10055900","","67071","","5146067"
"","","2","0","-126","-331","106611","0","67072","","5146067"
"","","2","0","-126","-331","1066","0","67073","","5146067"
"","","2","0","126","-331","106511","0","67074","","5146067"
"","","2","0","126","-331","1065","0","67075","","5146067"
"","","37","","scale15","","20","","67076","","5146067"
"","","21","","vo_apg_0706","0","vo_apg","0","67077","","5146067"
"0","","3","","0706_in","0","22","","67078","","5146067"
"","","93","","1","","3","","67079","","5146067"
"0","","3","","0706_mid","0","22","","67080","","5146067"
"","","92","","","","","","67081","","5146067"
"0","","3","","0706_out","0","22","","67082","","5146067"
"","","93","","0","","0.2","","67083","","5146067"
"","","2","0","-126","-43","22","0","67084","","5146067"
"","","21","","vo_apg_0707","0","vo_apg","0","67085","","5146067"
"0","","3","","0707_in","0","22","","67086","","5146067"
"","","93","","1","","3.7","","67087","","5146067"
"0","","3","","0707_mid","0","22","","67088","","5146067"
"","","92","","","","","","67089","","5146067"
"0","","3","","0707_out","0","22","","67090","","5146067"
"","","93","","0","","0.2","","67091","","5146067"
"","","93","","0","","0.1","","67092","","5146067"
"","","32","","1","","10","","67093","","5146067"
"","","37","","horizontal","","10","","67094","","5146067"
"","","24","","0.3","","se_10055900_coffee_01","","67095","","5146067"
"","","23","","se_10055900_coffee_02","1","se_10055900","","67096","","5146067"
"","","2","0","179","-12","202","0","67097","","5146067"
"","","37","","scale1","","20","","67098","","5146067"
"","","122","","30","0.5","30","","67099","","5146067"
"","","21","","vo_apg_0708","0","vo_apg","0","67100","","5146067"
"0","","3","","0708_in","0","202","","67101","","5146067"
"","","93","","1","","1.8","","67102","","5146067"
"0","","3","","0708_mid","0","202","","67103","","5146067"
"","","92","","","","","","67104","","5146067"
"0","","3","","0708_out","0","202","","67105","","5146067"
"","","93","","0","","0.2","","67106","","5146067"
"","","2","0","-237","71","201","0","67107","","5146067"
"","","37","","scale15","","20","","67108","","5146067"
"","","21","","vo_apg_0709","0","vo_apg","0","67109","","5146067"
"0","","3","","0709_in","0","22","","67110","","5146067"
"","","93","","1","","2.3","","67111","","5146067"
"0","","3","","0709_mid","0","22","","67112","","5146067"
"","","92","","","","","","67113","","5146067"
"0","","3","","0709_out","0","22","","67114","","5146067"
"","","93","","0","","0.2","","67115","","5146067"
"","","93","","0","","0.1","","67116","","5146067"
"","","37","","scale1","","20","","67117","","5146067"
"","","2","0","0","-12","202","0","67118","","5146067"
"","","122","","30","0.5","30","","67119","","5146067"
"","","21","","vo_apg_0710","0","vo_apg","0","67120","","5146067"
"0","","3","","0710_in","0","202","","67121","","5146067"
"","","93","","1","","2.2","","67122","","5146067"
"0","","3","","0710_mid","0","202","","67123","","5146067"
"","","92","","","","","","67124","","5146067"
"0","","3","","0710_out","0","202","","67125","","5146067"
"","","93","","0","","0.2","","67126","","5146067"
"","","22","","0","","0","","67127","","5146067"
"0","","3","","empty","0","202","","67128","","5146067"
"","","32","","0","","10","","67129","","5146067"
"","","93","","0","","1","","67130","","5146067"
"","","24","","0.5","","se_10055900_coffee_02","","67131","","5146067"
"0","","3","","see_guru","1","131011","","67132","","5146067"
"0.2","","3","","empty","1","106611","","67133","","5146067"
"0.2","","3","","empty","1","1066","","67134","","5146067"
"","","2","0","-104","-195","106611","0","67135","","5146067"
"","","2","0","-104","-195","1066","0","67136","","5146067"
"","","37","","iris_out","","2","","67137","","5146067"
"","","2","0","-129","-278","106511","0","67138","","5146067"
"","","2","0","-129","-278","1065","0","67139","","5146067"
"0.2","","3","","walk_normal_doya","1","106511","","67140","","5146067"
"0.2","","3","","walk_normal_doya","1","1065","","67141","","5146067"
"","","2","0","-290","-278","106511","2","67142","","5146067"
"","","2","0","-290","-278","1065","2","67143","","5146067"
"","","2","0","-290","21","202","0","67144","","5146067"
"","","4","","1","","106511","","67145","","5146067"
"","","4","","1","","1065","","67146","","5146067"
"","","93","","0","","2","","67147","","5146067"
"","","4","","0","","106511","","67148","","5146067"
"","","4","","0","","1065","","67149","","5146067"
"0.2","","3","","cool_idle_doya","1","106511","","67150","","5146067"
"0.2","","3","0","cool_idle_doya","1","1065","","67151","","5146067"
"","","93","","0","","0.2","","67152","","5146067"
"0.2","","3","1","cool_in_nobi","0","106511","cool_talk_dere","67153","0","5146067"
"0.2","","3","1","cool_in_nobi","0","1065","cool_talk_dere","67154","0","5146067"
"","","21","","vo_apg_0711","0","vo_apg","0","67155","","5146067"
"0","0","11","1","呼……使出全力埋頭狂轉了呢……\n那麼，轉了幾次呢？","11","106511","1","67156","0","5146067"
"","","91","","","","0","","67157","","5146067"
"0.2","","3","","cool_idle_doya","1","106511","","67158","","5146067"
"0.2","","3","","cool_idle_doya","1","1065","","67159","","5146067"
"","","21","","vo_apg_0712","0","vo_apg","0","67160","","5146067"
"0","0","11","1","咕嚕咕嚕轉～\n看著妳們轉到人家也頭昏眼花了，\n根本不知道轉了幾次呀～","10","131011","1","67161","0","5146067"
"","","91","","","","0","","67162","","5146067"
"0.5","","3","1","maho_idle_normal_in","0","131011","idle_normal_shy","67163","0","5146067"
"0.2","","3","1","cool_talk_surprise","0","106511","surprise_talk_search","67164","0.3","5146067"
"0.2","","3","1","cool_talk_surprise","0","1065","surprise_talk_search","67165","0.3","5146067"
"","","21","","vo_apg_0713","0","vo_apg","0","67166","","5146067"
"0","0","11","1","這樣啊……\n我說，祈梨，妳有數……奇怪？\n話說回來，祈梨人去哪了？","10","106511","1","67167","0","5146067"
"","","91","","","","0","","67168","","5146067"
"0.3","","3","","surprise_idle_talk1R","1","106511","","67169","","5146067"
"0.3","","3","","surprise_idle_talk1R","1","1065","","67170","","5146067"
"0.2","","3","","sad_talk","1","131011","","67171","","5146067"
"","","21","","vo_apg_0714","0","vo_apg","0","67172","","5146067"
"0","0","11","1","祈梨小姐的話，\n她整個人飛到那裡去了……","10","131011","1","67173","0","5146067"
"","","91","","","","0","","67174","","5146067"
"0.2","","3","","sad_idle_lookup","1","131011","","67175","","5146067"
"0.2","","3","","surprise_idle_noface_lookup","1","106511","","67176","","5146067"
"0.2","","3","","surprise_idle_kaya_lookup","1","1065","","67177","","5146067"
"0","","3","1","coffee_1_in","0","21","coffee_1_loop","67178","0","5146067"
"","","23","","se_10055900_photo","0","se_10055900","","67179","","5146067"
"","","93","","0","","0.5","","67180","","5146067"
"","","2","0","0","0","201","0","67181","","5146067"
"","","21","","vo_apg_0715","0","vo_apg","0","67182","","5146067"
"0","0","11","1","嗚嗚……我已經不行了……\n嘉夜夜這個……笨蛋、肌肉、\n旋轉狂……呃啊！","11","106611","1","67183","0","5146067"
"","","91","","","","0","","67184","","5146067"
"0","","3","","coffee_1_out","0","21","","67185","","5146067"
"","","23","","se_10055900_down","0","se_10055900","","67186","","5146067"
"","","93","","0","","0.7","","67187","","5146067"
"0.2","","3","","sad_idle_sad2_lookup","1","131011","","67188","","5146067"
"0.2","","3","1","surprise3_in_lookup","0","106511","surprise3_loop_lookup","67189","0","5146067"
"0.2","","3","1","surprise3_in_lookup","0","1065","surprise3_loop_lookup","67190","0","5146067"
"","","21","","vo_apg_0716","0","vo_apg","0","67191","","5146067"
"","","122","","30","0.5","30","","67192","","5146067"
"0","","3","","0716_in","0","202","","67193","","5146067"
"","","93","","1","","1.2","","67194","","5146067"
"0","","3","","0716_mid","0","202","","67195","","5146067"
"","","92","","","","","","67196","","5146067"
"0","","3","","0716_out","0","202","","67197","","5146067"
"","","91","","","","0","","67198","","5146067"
"","","101","","","","67200","","67199","","5146067"
"","","22","","0.2","","0","","67200","","5146067"
"1.8","idle_normal_eating_noface","1","-288","105811","106","1","-385","68001","0","5146068"
"1.8","idle_normal_eating_peko","5","-288","1058","107","6","-385","68002","0","5146068"
"1.8","idle_normal","1","-278","106011","100","1","-225","68003","0","5146068"
"1.8","idle_normal","5","-278","1060","101","4","-225","68004","0","5146068"
"1.8","idle_normal_noface","1","-278","130911","103","1","225","68005","1","5146068"
"1.8","idle_normal_kururu","5","-278","97","104","1","225","68006","1","5146068"
"","","13","","206","","105811","","68007","","5146068"
"","","13","","200","","106011","","68008","","5146068"
"","","13","","203","","130911","","68009","","5146068"
"0.85","idle","5","-174","9","15","9","0","68010","0","5146068"
"1","empty","5","71","20","210","20","-132","68011","0","5146068"
"1","empty","5","153","21","60","21","0","68012","0","5146068"
"1","","31","1","1","0","1","0","68013","","5146068"
"","","91","","0","","0","","68014","","5146068"
"","","102","","0","0","0","","68015","","5146068"
"","","93","","0","","1","","68016","","5146068"
"0.2","","3","1","kururu_guid_in","0","130911","kururu_guid_talk","68017","0","5146068"
"0.2","","3","1","kururu_guid_in","0","97","kururu_guid_talk","68018","0","5146068"
"","","21","","vo_apg_0801","0","vo_apg","0","68019","","5146068"
"0","0","11","1","這邊的設施是咖啡杯♪\n只要轉動正中間的方向盤，\n咖啡杯就會轉呀轉轉起來……","10","130911","1","68020","0","5146068"
"","","91","","","","0","","68021","","5146068"
"0.2","","3","","kururu_guid_idle","1","130911","","68022","","5146068"
"0.2","","3","","kururu_guid_idle","1","97","","68023","","5146068"
"0","","3","1","coffee_3_in","0","21","coffee_3_loop","68024","0","5146068"
"","","23","","se_10055900_photo","0","se_10055900","","68025","","5146068"
"0.2","","3","1","peko_notice_in","0","105811","peko_notice_idle","68026","0","5146068"
"0.2","","3","1","peko_notice_in","0","1058","peko_notice_idle","68027","0","5146068"
"0.2","","3","","cool_talk_surprise_lookup","1","106011","","68028","","5146068"
"0.2","","3","","cool_talk_surprise_lookup","1","1060","","68029","","5146068"
"","","21","","vo_apg_0802","0","vo_apg","0","68030","","5146068"
"0","0","11","1","正中間根本沒有方向盤吧？","8","106011","1","68031","0","5146068"
"","","91","","","","0","","68032","","5146068"
"0.2","","3","","cool_idle_talkR","1","106011","","68033","","5146068"
"0.2","","3","","cool_idle_talkR","1","1060","","68034","","5146068"
"0.2","","3","1","hawawa_lookup","0","130911","anger_talk_surprise2_lookup","68035","0.2","5146068"
"0.2","","3","","hawawa","1","97","","68036","","5146068"
"","","21","","vo_apg_0803","0","vo_apg","0","68037","","5146068"
"0","0","11","1","咦！？怎麼會怎麼會……\n啊，真的真的沒有！？\n到底去哪了～！？","8","130911","1","68038","0","5146068"
"","","91","","","","0","","68039","","5146068"
"0","","3","","coffee_3_out","0","21","","68040","","5146068"
"0.2","","3","","anger_idle_sad","1","130911","","68041","","5146068"
"0.2","","3","","sad_idle_noface","1","105811","","68042","","5146068"
"0.2","","3","1","sad_idle_peko_in","1","1058","sad_idle_peko_loop","68043","0","5146068"
"","","21","","vo_apg_0804","0","vo_apg","0","68044","","5146068"
"0","0","11","1","…………","10","105811","1","68045","0","5146068"
"","","91","","","","0","","68046","","5146068"
"","","4","","1","","106011","","68047","","5146068"
"","","4","","1","","1060","","68048","","5146068"
"0.2","","3","","idle_normal_surprise","1","130911","","68049","","5146068"
"0.2","","3","","shock_loop_doteyes","1","106011","","68050","","5146068"
"0.2","","3","","shock_loop_doteyes","1","1060","","68051","","5146068"
"0.2","","3","1","peko_bowbowbow_in","0","105811","peko_bowbowbow_loop","68052","0","5146068"
"0.2","","3","1","peko_bowbowbow_in","0","1058","peko_bowbowbow_loop","68053","0","5146068"
"","","21","","vo_apg_0805","0","vo_apg","0","68054","","5146068"
"0","0","11","1","對不起～！！","7","105811","1","68055","0","5146068"
"","","91","","","","0","","68056","","5146068"
"0.2","","3","","anger_talk_shy","1","106011","","68057","","5146068"
"0.2","","3","","anger_talk_shy","1","1060","","68058","","5146068"
"","","21","","vo_apg_0806","0","vo_apg","0","68059","","5146068"
"0","0","11","1","妳吃掉了嗎！？\n妳在搞什麼啦～！？","9","106011","1","68060","0","5146068"
"","","91","","","","0","","68061","","5146068"
"0.2","","3","","anger_idle_shy","1","106011","","68062","","5146068"
"0.2","","3","","anger_idle_shy","1","1060","","68063","","5146068"
"0.2","","3","1","tahaha_in","0","105811","tahaha_talk","68064","0","5146068"
"0.2","","3","1","tahaha_in","0","1058","tahaha_talk","68065","0","5146068"
"","","21","","vo_apg_0807","0","vo_apg","0","68066","","5146068"
