78cdf4fbb9b741c5d2516886017f78beae27cd2b59a96e2936d0276a27df3845,459a03c096f4993b7e38585b4fb5cd2426e050414712e9a84e9caa5b3c0b74c8,4b6411dbe81097a27d65059172ab71de3008335c635da8dde94f9a6c81ae3435,47137a8d54ef825958d091c7694f5cf9eab55fa6cb31b823729937faa279f716,083b657c1d4f3695a445755acb2bf45640fd205ecc3a7f491063a7fd006b3b83,13cf9606d14b3450586fd5cc9eacda58820aad7962d5a8c66f831a8a92b57e0b,a15f7a02e6bd47ec38bef23d0ba03025b2b7cfefdbcc8661b166ba2e4b013920,abaa51b8679669354d7b7f20fcefd7223541ba4c7e001379c0332766f896d1cf,1ede4603061ae1428aef10b8b56ab955e467014218b140f7234d7fed82b60b41,8e475ca11bf18926ab3a89590a3ede74b7df9354ba11eb356194bf8815ec852a,f69a309bd477e2c13f26ca071ecaf55431f240560996d93fdcbbfbc386c1458a
"3","1","","","2","1010807062","0.5","1010807","","","dsb_idle_arm_joy_crossed"
"3","1","","","1","1010807063","0.5","1010807","","","dsb_talk_joy3"
"21","0","","","vo_dsb_1010807","1010807064","","1010807","","0","vo_dsb_7009"
"11","10","0.2","1","1","1010807065","0","1010807","0","1","是嗎～♪\n那今天的溫泉很成功呢☆\n不枉費我請人去抓回來～"
"91","","","","0","1010807066","","1010807","","",""
"3","1","","","1","1010807067","0.5","1010807","","","dsb_idle_normal"
"3","1","","","2","1010807068","0.3","1010807","","","dsb_talk_normal"
"21","0","","","vo_dsb_1010807","1010807069","","1010807","","0","vo_dsb_7010"
"11","10","0.2","1","2","1010807070","0","1010807","0","1","你們真有一套啊！\n……嗯？等一下。\n抓回來……？"
"93","","","","2.9","1010807071","","1010807","","","1"
"3","1","","","2","1010807072","0.3","1010807","","","dsb_talk_normal_jitome"
"91","","","","1010807070","1010807073","","1010807","","",""
"3","1","","","2","1010807074","0.5","1010807","","","dsb_idle_normal"
"3","1","","","1","1010807075","0.5","1010807","","","dsb_talk_normal_joy"
"21","0","","","vo_dsb_1010807","1010807076","","1010807","","0","vo_dsb_7011"
"11","10","0.2","1","1","1010807077","0","1010807","0","1","咦？妳沒看到溫泉的名字嗎～？\n今天這個溫泉……\n混合了特製藥水和軟泥怪，\n是本旅館引以為傲的軟泥怪溫泉～☆"
"91","","","","0","1010807078","","1010807","","",""
"3","1","","","1","1010807079","0.5","1010807","","","dsb_idle_joy1"
"3","1","","","2","1010807080","0.5","1010807","","","dsb_talk_surprise2_anger2"
"21","0","","","vo_dsb_1010807","1010807081","","1010807","","0","vo_dsb_7012"
"11","10","0.2","1","2","1010807082","0","1010807","0","1","軟……軟泥怪浴～～！？\n這麼說來我好像有在哪裡\n看到這種令人不安的字眼……"
"91","","","","0","1010807083","","1010807","","",""
"3","1","","","2","1010807084","0.5","1010807","","","dsb_talk_surprise1_shy"
"21","0","","","vo_dsb_1010807","1010807085","","1010807","","0","vo_dsb_7013"
"11","10","0.2","1","2","1010807086","0","1010807","0","1","也難怪總感覺這溫泉\n有股親切感啊……才怪！\n妳在搞什麼鬼東西啊！？"
"93","","","","5.6","1010807087","","1010807","","","1"
"3","1","","","2","1010807088","0.5","1010807","","","dsb_talk_anger_Ex2"
"91","","","","1010807086","1010807089","","1010807","","",""
"3","1","","","1","1010807090","0.5","1010807","","","dsb_talk_surprise1_normal2"
"21","0","","","vo_dsb_1010807","1010807091","","1010807","","0","vo_dsb_7014"
"11","10","0.2","1","1","1010807092","0","1010807","0","1","不過效果很好對吧～？\n順帶一提，魔力的恢復量\n會隨著入浴時間而增加，\n設計得很棒喔～☆"
"91","","","","0","1010807093","","1010807","","",""
"3","1","","","1","1010807094","0.5","1010807","","","dsb_idle_normal"
"3","1","","","2","1010807095","0.5","1010807","","","dsb_talk_sad_shy"
"21","0","","","vo_dsb_1010807","1010807096","","1010807","","0","vo_dsb_7015"
"11","10","0.2","1","2","1010807097","0","1010807","0","1","不，重點不是那個……\n咦！？恢復量好像\n真的變多了……！\n唔唔唔唔唔……好、好有效～♪"
"93","","","","7.5","1010807098","","1010807","","","1"
"3","1","","","2","1010807099","0.5","1010807","","","dsb_talk_memory_nervous"
"3","0","","1","1","1010807100","0.5","1010807","0.5","dsb_idle_normal","dsb_smile2"
"91","","","","1010807097","1010807101","","1010807","","",""
"93","","","","0.3","1010807102","","1010807","","","0"
"5","70","dsb_idle_normal","-345","12","1010808001","2","1010808","0","-165","1"
"5","70","dsb_idle_relax_dere2","-345","9","1010808002","2","1010808","1","165","2"
"31","0","","1","1","1010808003","1","1010808","","0","1"
"31","0","","1","3","1010808004","1","1010808","","0","3"
"31","0","","1","4","1010808005","1","1010808","","0","4"
"31","0","","1","19","1010808006","1","1010808","","0","10"
"31","0","","1","29","1010808007","1","1010808","","0","20"
"31","155","","1","39","1010808008","1","1010808","","-168","30"
"31","-155","","1","39","1010808009","1","1010808","","-168","31"
"13","","","","1","1010808010","","1010808","","","170"
"13","","","","2","1010808011","","1010808","","","170"
"91","","","","0","1010808012","","1010808","","",""
"23","1","","","se_10044200","1010808013","","1010808","","","se_10044200_cmn_amb"
"23","0","","","se_10044200","1010808014","","1010808","","","se_10044200_cmn_steam"
"93","","","","6.2","1010808015","","1010808","","","0"
"23","1","","","se_10044200","1010808016","","1010808","","","se_10044200_hotspring_09"
"93","","","","1.3","1010808017","","1010808","","","0"
"3","1","","","2","1010808018","0.5","1010808","","","dsb_talk_relax_Ex8"
"21","0","","","vo_dsb_1010808","1010808019","","1010808","","0","vo_dsb_8001"
"11","10","0.2","1","2","1010808020","0","1010808","0","1","呼啊啊……\n明明很暖和卻又感到涼爽……\n感覺好神奇……♪"
"91","","","","0","1010808021","","1010808","","",""
"3","1","","","2","1010808022","0.5","1010808","","","dsb_idle_normal_joy"
"3","1","","","1","1010808023","0.5","1010808","","","dsb_talk_normal_joy"
"21","0","","","vo_dsb_1010808","1010808024","","1010808","","0","vo_dsb_8002"
"11","10","0.2","1","1","1010808025","0","1010808","0","1","呵呵呵，這座藥草浴池使用了\n從精靈之森採到的藥草喔～\n會讓喉嚨的狀況變得非常好。\n妳稍微出個聲試試看～"
"91","","","","0","1010808026","","1010808","","",""
"3","1","","","1","1010808027","0.3","1010808","","","dsb_idle_wish_normal"
"3","0","","","2","1010808028","0.3","1010808","","","dsb_kurumi_sing_in"
"21","0","","","vo_dsb_1010808","1010808029","","1010808","","0","vo_dsb_8003"
"11","10","0.2","1","2","1010808030","0","1010808","0","1","好、好的。\n……呼。\n啊──啊──啊──♪"
"93","","","","5","1010808031","","1010808","","","1"
"3","0","","1","2","1010808032","0.2","1010808","0","dsb_kurumi_sing_loop","dsb_kurumi_sing_mid"
"91","","","","1010808030","1010808033","","1010808","","",""
"3","1","","","1","1010808034","0.5","1010808","","","dsb_idle_wish_talkjoy2"
"3","1","","","2","1010808035","0.5","1010808","","","dsb_talk_sad2_light"
"21","0","","","vo_dsb_1010808","1010808036","","1010808","","0","vo_dsb_8004"
"11","10","0.2","1","2","1010808037","0","1010808","0","1","哇啊……！\n真的……\n可以比平常更輕易地持續發聲……！"
"91","","","","0","1010808038","","1010808","","",""
"3","1","","","2","1010808039","0.5","1010808","","","dsb_idle_normal_joy"
"3","1","","","1","1010808040","0.5","1010808","","","dsb_talk_joy3"
"21","0","","","vo_dsb_1010808","1010808041","","1010808","","0","vo_dsb_8005"
"11","10","0.2","1","1","1010808042","0","1010808","0","1","妳的聲音很好聽呢～♪\n我好驚訝～"
"91","","","","0","1010808043","","1010808","","",""
"3","1","","","1","1010808044","0.5","1010808","","","dsb_idle_sad_talkjoy2"
"3","1","","","2","1010808045","0.5","1010808","","","dsb_talk_surprise1_talkjoy2_2"
"21","0","","","vo_dsb_1010808","1010808046","","1010808","","0","vo_dsb_8006"
"11","10","0.2","1","2","1010808047","0","1010808","0","1","謝、謝謝妳……♪\n呃，我……\n很喜歡演戲。\n所以……我正在練習發聲……"
"91","","","","0","1010808048","","1010808","","",""
"3","1","","","2","1010808049","0.5","1010808","","","dsb_idle_normal_joy"
"3","1","","","1","1010808050","0.5","1010808","","","dsb_talk_wish_dere"
"21","0","","","vo_dsb_1010808","1010808051","","1010808","","0","vo_dsb_8007"
"11","10","0.2","1","1","1010808052","0","1010808","0","1","哎呀，原來妳是演員呀～\n妳都演什麼樣的戲呢……？\n好好奇～♪"
"91","","","","0","1010808053","","1010808","","",""
"3","1","","","1","1010808054","0.5","1010808","","","dsb_idle_wish_normal"
"3","1","","","2","1010808055","0.5","1010808","","","dsb_talk_wish_dere"
"21","0","","","vo_dsb_1010808","1010808056","","1010808","","0","vo_dsb_8008"
"11","10","0.2","1","2","1010808057","0","1010808","0","1","那、那麼……\n我可以稍微演一段看看嗎？\n算是謝謝妳準備了這池溫泉……♪"
"91","","","","0","1010808058","","1010808","","",""
"3","1","","","2","1010808059","0.5","1010808","","","dsb_idle_joy1"
"3","1","","","1","1010808060","0.3","1010808","","","dsb_talk_normal_joy"
"21","0","","","vo_dsb_1010808","1010808061","","1010808","","0","vo_dsb_8009"
"11","10","0.2","1","1","1010808062","0","1010808","0","1","好高興～♪\n我就恭敬不如從命，好嗎？"
"91","","","","0","1010808063","","1010808","","",""
"3","1","","","1","1010808064","0.5","1010808","","","dsb_idle_normal"
"3","1","","","2","1010808065","0.5","1010808","","","dsb_talk_wish_dere"
"21","0","","","vo_dsb_1010808","1010808066","","1010808","","0","vo_dsb_8010"
"11","10","0.2","1","2","1010808067","0","1010808","0","1","當然。\n我要開始了……"
"91","","","","0","1010808068","","1010808","","",""
"23","0","","","se_10044200","1010808069","","1010808","","","se_10044200_get_out_water"
"3","0","","","2","1010808070","0.2","1010808","","","dsb_kurumi_acting1_in"
"91","","","","0","1010808071","","1010808","","",""
"3","0","","1","2","1010808072","0.2","1010808","0.2","dsb_kurumi_acting1_loop","dsb_kurumi_acting1_middle"
"3","0","","1","1","1010808073","0.5","1010808","0.5","dsb_misato_surprise_loop1","dsb_misato_surprise"
"22","","","","0","1010808074","","1010808","","","0"
"21","0","","","vo_dsb_1010808","1010808075","","1010808","","0.9","vo_dsb_8011"
"11","10","0.2","1","2","1010808076","0","1010808","0","1","……欸，你講清楚！\n我跟那個女人，你要選誰！？"
"91","","","","0","1010808077","","1010808","","",""
"3","1","","","1","1010808078","0.5","1010808","","","dsb_idle_surprise1_nervous"
"21","0","","","vo_dsb_1010808","1010808079","","1010808","","0","vo_dsb_8012"
"11","10","0.2","1","1","1010808080","0","1010808","0","1","哎、哎呀？"
"91","","","","0","1010808081","","1010808","","",""
"3","1","","","2","1010808082","0.2","1010808","","","dsb_kurumi_acting2"
"21","0","","","vo_dsb_1010808","1010808083","","1010808","","0","vo_dsb_8013"
"11","10","0.2","1","2","1010808084","0","1010808","0","1","在遠離都市的溫泉街\n幽會的日子我已經受夠了！\n你就這麼想隱瞞和我之間的關係嗎！？"
"91","","","","0","1010808085","","1010808","","",""
"3","1","","","1","1010808086","0.5","1010808","","","dsb_misato_talk_sad2_dere2"
"21","0","","","vo_dsb_1010808","1010808087","","1010808","","0","vo_dsb_8014"
"11","10","0.2","1","1","1010808088","0","1010808","0","1","哎呀哎呀，真不得了……\n忽然就上演三角關係了～\n不過妳真不愧是演員。\n好想看後續發展啊～♪"
"91","","","","0","1010808089","","1010808","","",""
"93","","","","0.3","1010808090","","1010808","","","0"
"5","70","dsb_idle_normal_talk1","-345","11","1010809001","2","1010809","0","-165","1"
"5","70","dsb_idle_normal","-345","5","1010809002","2","1010809","1","165","2"
"31","0","","1","1","1010809003","1","1010809","","0","1"
"31","0","","1","3","1010809004","1","1010809","","0","3"
"31","0","","1","4","1010809005","1","1010809","","0","4"
"31","0","","1","15","1010809006","1","1010809","","0","10"
"31","0","","1","25","1010809007","1","1010809","","0","20"
"31","155","","1","35","1010809008","1","1010809","","-168","30"
"31","-155","","1","35","1010809009","1","1010809","","-168","31"
"13","","","","1","1010809010","","1010809","","","170"
"13","","","","2","1010809011","","1010809","","","170"
"91","","","","0","1010809012","","1010809","","",""
"23","1","","","se_10044200","1010809013","","1010809","","","se_10044200_cmn_amb"
"23","0","","","se_10044200","1010809014","","1010809","","","se_10044200_cmn_steam"
"93","","","","6.2","1010809015","","1010809","","","0"
"23","1","","","se_10044200","1010809016","","1010809","","","se_10044200_hotspring_05"
"93","","","","1.3","1010809017","","1010809","","","0"
"3","1","","","2","1010809018","0.5","1010809","","","dsb_talk_sad"
"21","0","","","vo_dsb_1010809","1010809019","","1010809","","0","vo_dsb_9001"
"11","10","0.2","1","2","1010809020","0","1010809","0","1","啊……\n天啊……！\n我的……我的肌膚……！"
"91","","","","0","1010809021","","1010809","","",""
"3","1","","","2","1010809022","0.2","1010809","","","dsb_talk_wish_shy"
"21","0","","","vo_dsb_1010809","1010809023","","1010809","","0","vo_dsb_9002"
"11","10","0.2","1","2","1010809024","0","1010809","0","1","超越了全人類\n所能想像的美麗的極限……！"
"91","","","","0","1010809025","","1010809","","",""
"3","1","","","2","1010809026","0.5","1010809","","","dsb_idle_wish_shy"
"3","1","","","1","1010809027","0.5","1010809","","","dsb_talk_nerrvous_surprise"
"22","","","","0","1010809028","","1010809","","","0"
"21","0","","","vo_dsb_1010809","1010809029","","1010809","","0.9","vo_dsb_9003"
"11","10","0.2","1","1","1010809030","0","1010809","0","1","……哦。\n那真是不得了。"
"91","","","","0","1010809031","","1010809","","",""
"3","1","","","1","1010809032","0.5","1010809","","","dsb_idle_normal"
"3","1","","","2","1010809033","0.5","1010809","","","dsb_talk_worry"
"21","0","","","vo_dsb_1010809","1010809034","","1010809","","0","vo_dsb_9004"
"11","10","0.2","1","2","1010809035","0","1010809","0","1","醫生，妳的反應很冷淡耶！？\n這已經算是會改變歷史的\n大事件了！"
"91","","","","0","1010809036","","1010809","","",""
"3","1","","","2","1010809037","0.3","1010809","","","dsb_talk_thinking"
"21","0","","","vo_dsb_1010809","1010809038","","1010809","","0","vo_dsb_9005"
"11","10","0.2","1","2","1010809039","0","1010809","0","1","這泉水滋潤肌膚的感覺……\n非同凡響啊。\n醫生造出了這種溫泉，\n就算稱妳為共犯也不為過吧！"
"91","","","","0","1010809040","","1010809","","",""
"3","1","","","2","1010809041","0.3","1010809","","","dsb_talk_surprise1_shy"
"21","0","","","vo_dsb_1010809","1010809042","","1010809","","0","vo_dsb_9006"
"11","10","0.2","1","2","1010809043","0","1010809","0","1","沒錯，妳是我的共犯……\n美麗的共犯！"
"91","","","","0","1010809044","","1010809","","",""
"3","1","","","2","1010809045","0.5","1010809","","","dsb_idle_surprise1_sjhy"
"3","1","","","1","1010809046","0.5","1010809","","","dsb_talk_surprise1_normal2"
"22","","","","0","1010809047","","1010809","","","0"
"21","0","","","vo_dsb_1010809","1010809048","","1010809","","0.9","vo_dsb_9007"
"11","10","0.2","1","1","1010809049","0","1010809","0","1","……雪妳還是老樣子。\n不過妳喜歡就太好了。"
"91","","","","0","1010809050","","1010809","","",""
"3","1","","","1","1010809051","0.5","1010809","","","dsb_idle_surprise1_normal"
"3","0","","1","2","1010809052","0.3","1010809","0.2","dsb_talk_guts2_dere_loop","dsb_talk_guts2_dere"
"21","0","","","vo_dsb_1010809","1010809053","","1010809","","0","vo_dsb_9008"
"11","10","0.2","1","2","1010809054","0","1010809","0","1","所以說，\n今天妳一定\n要答應當我的主治醫師♪"
"91","","","","0","1010809055","","1010809","","",""
"3","1","","","2","1010809056","0.5","1010809","","","dsb_idle_normal"
"3","1","","","1","1010809057","0.5","1010809","","","dsb_talk_normal_sad"
"21","0","","","vo_dsb_1010809","1010809058","","1010809","","0","vo_dsb_9009"
"11","10","0.2","1","1","1010809059","0","1010809","0","1","妳真的都沒變呢……\n順便回答妳答案是「不」。"
"91","","","","0","1010809060","","1010809","","",""
"3","1","","","1","1010809061","0.5","1010809","","","dsb_idle_normal"
"3","1","","","2","1010809062","0.5","1010809","","","dsb_talk_normal_suprise1"
"21","0","","","vo_dsb_1010809","1010809063","","1010809","","0","vo_dsb_9010"
"11","10","0.2","1","2","1010809064","0","1010809","0","1","咦～？\n醫生也一樣，還是很無情啊。\n不過，我也不會這樣就放棄的喔？"
"91","","","","0","1010809065","","1010809","","",""
"3","1","","","2","1010809066","0.3","1010809","","","dsb_talk_sad2_blink"
"21","0","","","vo_dsb_1010809","1010809067","","1010809","","0","vo_dsb_9011"
"11","10","0.2","1","2","1010809068","0","1010809","0","1","一切都是為了我的美麗……\n不論是誰\n都無法阻礙我實踐這條路的。"
"91","","","","0","1010809069","","1010809","","",""
"3","1","","","2","1010809070","0.5","1010809","","","dsb_idle_sad_blink"
"3","1","","","1","1010809071","0.5","1010809","","","dsb_talk_joy3"
"21","0","","","vo_dsb_1010809","1010809072","","1010809","","0","vo_dsb_9012"
"11","10","0.2","1","1","1010809073","0","1010809","0","1","呵呵呵……\n雪充滿自信這一點，\n我還滿欣賞的。"
"91","","","","0","1010809074","","1010809","","",""
"3","1","","","1","1010809075","0.5","1010809","","","dsb_idle_normal"
"3","1","","","2","1010809076","0.5","1010809","","","dsb_talk_memory_talkjoy2"
"21","0","","","vo_dsb_1010809","1010809077","","1010809","","0","vo_dsb_9013"
"11","10","0.2","1","2","1010809078","0","1010809","0","1","那就來當我的主治醫師嘛♪"
"91","","","","0","1010809079","","1010809","","",""
"3","1","","","1","1010809080","0.5","1010809","","","dsb_talk_surprise1_shy"
"21","0","","","vo_dsb_1010809","1010809081","","1010809","","0","vo_dsb_9014"
"11","10","0.2","1","1","1010809082","0","1010809","0","1","不──要♪"
"91","","","","0","1010809083","","1010809","","",""
"3","0","","1","1","1010809084","0.5","1010809","0.5","dsb_idle_normal","dsb_smile2_mitsuki1"
"3","1","","","2","1010809085","0.5","1010809","","","dsb_talk_anger"
"21","0","","","vo_dsb_1010809","1010809086","","1010809","","0","vo_dsb_9015"
"11","10","0.2","1","2","1010809087","0","1010809","0","1","真小氣～！"
"91","","","","0","1010809088","","1010809","","",""
"93","","","","0.3","1010809089","","1010809","","","0"
"1","53","dsb_top_misato_idle_normal","-254","1","1015011001","1.5","1015011","0","-60","124631"
"3","1","","","124631","1015011002","0.2","1015011","","","dsb_top_misato_talk"
"21","0","","","vo_dsb","1015011003","","1015011","","0","vo_dsb_0301"
"11","7","0.7","0","124631","1015011004","80","1015011","-92","1","好，泡溫泉時間到囉～♪好好泡個澡，讓體內整個都暖起來吧～"
"91","","","","0","1015011005","","1015011","","",""
"3","1","","","124631","1015011006","0.2","1015011","","","dsb_top_misato_idle_normal"
"1","53","dsb_top_misato_idle_normal","-254","1","1015012001","1.5","1015012","0","-60","124631"
"3","1","","","124631","1015012002","0.2","1015012","","","dsb_top_misato_joy"
"21","0","","","vo_dsb","1015012003","","1015012","","0","vo_dsb_0302"
"11","6","0.7","0","124631","1015012004","80","1015012","-92","1","我想成為一位優秀的老師，像溫泉一樣溫柔地包容大家～"
"91","","","","0","1015012005","","1015012","","",""
"3","1","","","124631","1015012006","0.2","1015012","","","dsb_top_misato_idle_normal"
"1","53","dsb_top_misato_idle_normal","-254","1","1015013001","1.5","1015013","0","-60","124631"
"3","1","","","124631","1015013002","0.2","1015013","","","dsb_top_misato_wish"
"21","0","","","vo_dsb","1015013003","","1015013","","0","vo_dsb_0303"
"11","6","0.7","0","124631","1015013004","80","1015013","-92","1","泡溫泉後喝牛奶不能喝太快喔～？手叉著腰細細品嘗吧。"
"91","","","","0","1015013005","","1015013","","",""
"3","1","","","124631","1015013006","0.2","1015013","","","dsb_top_misato_idle_normal"
"1","53","dsb_top_idle_normal","-254","1","1051011001","1.5","1051011","0","-60","124731"
"3","1","","","124731","1051011002","0.2","1051011","","","dsb_top_mitsuki_talk"
"21","0","","","vo_dsb","1051011003","","1051011","","0","vo_dsb_0201"
"11","7","0.5","0","124731","1051011004","80","1051011","-92","1","溫泉治療也是很棒的療法之一。這就像是……Dr.深月的診療室，溫泉熱氣篇呢。"
"91","","","","0","1051011005","","1051011","","",""
"3","1","","","124731","1051011006","0.2","1051011","","","dsb_top_idle_normal"
"1","53","dsb_top_idle_normal","-254","1","1051012001","1.5","1051012","0","-60","124731"
"3","1","","","124731","1051012002","0.2","1051012","","","dsb_top_mitsuki_joy"
"21","0","","","vo_dsb","1051012003","","1051012","","0","vo_dsb_0202"
"11","6","0.5","0","124731","1051012004","80","1051012","-92","1","我沒有不識相到會在溫泉旅館做實驗。不過……假如你想被實驗的話，我很樂意♪"
"91","","","","0","1051012005","","1051012","","",""
"3","1","","","124731","1051012006","0.2","1051012","","","dsb_top_idle_normal"
"1","53","dsb_top_idle_normal","-254","1","1051013001","1.5","1051013","0","-60","124731"
"3","1","","1","124731","1051013002","0.2","1051013","0.2","dsb_top_mitsuki_crossed_loop","dsb_top_mitsuki_crossed"
"21","0","","","vo_dsb","1051013003","","1051013","","0","vo_dsb_0203"
"11","6","0.5","0","124731","1051013004","80","1051013","-92","1","每座溫泉都是得意之作。我充分地……親身驗證過了。總覺得我都把自己泡漲了。"
"91","","","","0","1051013005","","1051013","","",""
"3","1","","","124731","1051013006","0.2","1051013","","","dsb_top_idle_normal"
"1","53","dsb_top_idle_normal","-254","1","1067011001","1.5","1067011","0","-60","124531"
"3","1","","","124531","1067011002","0.2","1067011","","","dsb_top_homare_wish"
"21","0","","","vo_dsb","1067011003","","1067011","","0","vo_dsb_0101"
"11","6","0.7","0","124531","1067011004","80","1067011","-92","1","好～今天也要好好款待客人一番～☆儘管交給美女小老闆娘吧♪"
"91","","","","0","1067011005","","1067011","","",""
"3","1","","","124531","1067011006","0.2","1067011","","","dsb_top_idle_normal"
"1","53","dsb_top_idle_normal","-254","1","1067012001","1.5","1067012","0","-60","124531"
"3","1","","","124531","1067012002","0.2","1067012","","","dsb_top_homare_joy"
"21","0","","","vo_dsb","1067012003","","1067012","","0","vo_dsb_0102"
"11","6","0.7","0","124531","1067012004","80","1067012","-92","1","我也來一起泡吧～我也想要一些畫溫泉篇時的資料。親身取材～☆"
"91","","","","0","1067012005","","1067012","","",""
"3","1","","","124531","1067012006","0.2","1067012","","","dsb_top_idle_normal"
"1","53","dsb_top_idle_normal","-254","1","1067013001","1.5","1067013","0","-60","124531"
"3","1","","","124531","1067013002","0.2","1067013","","","dsb_top_homare_surprise"
"21","0","","","vo_dsb","1067013003","","1067013","","0","vo_dsb_0103"
"11","6","1","0","124531","1067013004","80","1067013","-92","1","偶爾也要擺脫生死交易，洗滌一下生命呢～我來幫你……洗背好嗎？"
"91","","","","0","1067013005","","1067013","","",""
"3","1","","","124531","1067013006","0.2","1067013","","","dsb_top_idle_normal"
