cdcd67c020c4075501be4828d9fd160ad2c865ad6262c49b11cdf13da91d9557,55235346988f8ba01859d44497323c8afb0eb4b0222ca9677ce5521fb47726ba,a76e0dbfe8124e1ec0a9d987e5aae0602b40b2c169d41de595e5816a482781d5,e3ceec34c48aacd92779dd0a788903db303b5e980dfb4de5058bff4678971d7a,efa425e48fcd6799fd4e90b10e3941495d0a360060e5702776d782aaaf2dbd25,e726fbfb309393e6ef978a0192e69112a77edea41bf0339af5f9cb86f6c93083,eb8379a925be65b019419e75b6892224fa3b68c81ead030d2dab2cb2fdcfb8f5
"0","924102404","924102402","924102401","0","10月深淵討伐戰黑曜飛龍","924102403"
"0","924112104","924112102","924112101","0","11月深淵討伐戰雷電","924112103"
"0","924112204","924112202","924112201","0","11月深淵討伐戰雷電","924112203"
"0","924112304","924112302","924112301","0","11月深淵討伐戰雷電","924112303"
"0","924112404","924112402","924112401","0","11月深淵討伐戰雷電","924112403"
"0","924122104","924122102","924122101","0","12月深淵討伐戰泰坦龍龜","924122103"
"0","924122204","924122202","924122201","0","12月深淵討伐戰泰坦龍龜","924122203"
"0","924122304","924122302","924122301","0","12月深淵討伐戰泰坦龍龜","924122303"
"0","924122404","924122402","924122401","0","12月深淵討伐戰泰坦龍龜","924122403"
"0","924142104","924142102","924142101","0","2月深淵討伐戰涅普堤利昂","924142103"
"0","924142204","924142202","924142201","0","2月深淵討伐戰涅普堤利昂","924142203"
"0","924142304","924142302","924142301","0","2月深淵討伐戰涅普堤利昂","924142303"
"0","924142404","924142402","924142401","0","2月深淵討伐戰涅普堤利昂","924142403"
"0","924152104","924152102","924152101","0","3月深淵討伐戰三重岩","924152103"
"0","924152204","924152202","924152201","0","3月深淵討伐戰三重岩","924152203"
"0","924152304","924152302","924152301","0","3月深淵討伐戰三重岩","924152303"
"0","924152404","924152402","924152401","0","3月深淵討伐戰三重岩","924152403"
"0","925012104","925012102","925012101","0","1月深淵討伐戰哥布林騎兵","925012103"
"0","925012204","925012202","925012201","0","1月深淵討伐戰哥布林騎兵","925012203"
"0","925012304","925012302","925012301","0","1月深淵討伐戰哥布林騎兵","925012303"
"0","925012404","925012402","925012401","0","1月深淵討伐戰哥布林騎兵","925012403"
