69aec0c591b78dfacc136d5475fc06ce2cca2e7fcdd5c0402b6606be89e403ab,7db8b19c3e49f6a34138584a588b867579135ed14360bd9abcc1752a3a54b492,8df1fd54929d1a47f03b859d5561e9e023463997942afb8abe82c04d2c89c8a2,f5be549b4755ccdaedf33772bee660864762ca20b06ebed6c2165357bb18c5c2,f51465341dbf02b59b4f21553ea5bf9a0b451ec45eadc2538d16f66ca182fcf5,6023ab2ba89b8d4c47456401a52d9a14bc45c82831eaf5f815e887b412f2e027,5f3fcd71532ae4fee012072ca95b7e124fbc2e74ca86b63d1a36c19ef5fe027d,fa0a2feec9fad3afbde371dd853fe9c7a7a3929a75c3b1b3891b6236902b03ab,79a79405817cdbd31a2f04c13b8c9b8ed2a1072cf23342f62c405b83164acd5b,f9f2509ca184ea8a7fba0da140a9d1ac09151e5bb38ab4d53202d7fd44732a66,8215dc52e11f1c352c17f0aa136fc3a8c7ad5c1782fdcd688cf372de9342acdf,95c13a72ec45884b36324f0199ec901b3217e99e49a4513967dcad978b818981,58dc2fe0fe01c4becbb4a2492af1646c4b20961a640ebab8f6644289e8a57073,ead0f6999a64663d27eea81ec5b43cee6b177daad9795c2f2815d5a421a64bbe,80fbb56a28d0cb854076f0a1d148ad88a1ec0c6fd2f9dd80c70af7577a4de3d5,d9f1fa505426349883d71ec4c3c9787aada6a54afec0b1a7c883b8a05742d993,2a15a94924b769e629b2888d0f1106d05d4c18f2c1a82f97bba24633208843e9,efef0dbd150bc7e3203f81287e37a51555a2907d8602e0ecabb4d18160831ab4,4d39914288e0a1a2e63efa51b2a2835717f8bd45caff23e1632a2460a3b6a3c4
"15260","1571","30","0","0","120701","0","0","0","29","900","164","108","9","5","24351","54","25","196"
"15860","1600","30","0","0","120701","0","0","0","30","900","169","113","9","5","26814","54","25","196"
"16780","1629","30","0","0","120701","0","0","0","31","900","174","118","9","5","29351","54","25","196"
"17480","1658","30","0","0","120701","0","0","0","32","900","180","124","9","5","32014","54","25","196"
"18650","1686","30","0","0","120701","0","0","0","33","900","186","130","9","5","34771","54","25","196"
"19550","1713","30","0","0","120701","0","0","0","34","900","192","136","9","5","37708","54","25","196"
"20820","1740","30","0","0","120701","0","0","0","35","900","198","142","9","5","40751","54","25","196"
"21720","1767","30","0","0","120701","0","0","0","36","900","205","149","9","5","43937","54","25","196"
"110","0","0","0","0","120801","0","0","0","2","25","2","0","0","0","25","0","0","0"
"370","0","0","0","0","120801","0","0","0","3","50","4","1","0","0","82","0","0","0"
"810","0","0","0","0","120801","0","0","0","4","80","8","2","0","0","190","0","0","5"
"1245","0","5","0","0","120801","0","0","0","5","170","13","3","0","0","382","0","0","15"
"2090","0","5","0","0","120801","0","0","0","6","260","24","5","0","0","604","0","0","15"
"2980","0","5","0","0","120801","0","0","0","7","495","34","7","2","0","872","0","0","15"
"3855","0","5","0","0","120801","0","0","0","8","730","43","14","4","0","1181","0","8","15"
"4255","25","5","0","0","120801","0","0","0","9","730","52","16","6","0","1608","0","21","40"
"4555","70","15","0","0","120801","0","0","0","10","830","58","28","6","0","2063","0","34","40"
"4755","125","25","0","0","120801","0","0","0","11","1180","65","30","6","2","2550","13","34","40"
"5125","181","31","0","0","120801","0","0","0","12","1280","71","34","6","2","3068","26","37","40"
"5275","242","37","0","0","120801","0","0","0","13","1280","77","40","8","2","3621","39","37","65"
"5435","321","43","0","0","120801","0","0","0","14","1280","84","45","10","2","4230","39","37","90"
"5615","413","43","0","0","120801","0","0","0","15","1280","94","51","12","2","4863","39","37","102"
"5795","530","43","0","0","120801","0","0","0","16","1280","106","53","12","2","5539","44","37","102"
"5945","643","43","0","0","120801","0","0","0","17","1280","116","57","12","2","6265","49","37","102"
"5995","801","43","0","0","120801","0","0","0","18","1280","119","62","12","2","7100","51","37","102"
"6090","962","43","0","0","120801","0","0","0","19","1280","128","69","12","2","8006","51","37","102"
"6285","1145","43","0","0","120801","0","0","0","20","1280","141","74","12","2","8983","56","37","102"
"6475","1358","43","0","0","120801","0","0","0","21","1280","147","79","12","2","10081","61","37","102"
"6565","1544","43","0","0","120801","0","0","0","22","1280","158","85","12","2","11358","66","37","102"
"6655","1689","43","0","0","120801","0","0","0","23","1280","168","93","12","2","12802","66","37","102"
"7310","1803","43","0","0","120801","0","0","0","24","1280","173","93","12","2","14378","66","37","102"
"7390","1906","43","0","0","120801","0","0","0","25","1280","179","102","12","2","16132","66","37","102"
"7840","1973","43","0","0","120801","0","0","0","26","1280","185","111","12","2","18012","66","37","102"
"8300","2015","43","0","0","120801","0","0","0","27","1280","190","118","12","2","20030","66","37","102"
"8450","2046","43","0","0","120801","0","0","0","28","1280","195","123","12","2","22228","66","37","102"
"8920","2079","43","0","0","120801","0","0","0","29","1280","200","128","12","2","24554","66","37","102"
"9070","2114","43","0","0","120801","0","0","0","30","1280","205","133","12","2","27064","66","37","102"
"9745","2149","43","0","0","120801","0","0","0","31","1280","205","133","12","2","29675","66","37","102"
"9905","2184","43","0","0","120801","0","0","0","32","1280","211","139","12","2","32396","66","37","102"
"10445","2218","43","0","0","120801","0","0","0","33","1280","217","145","12","2","35221","66","37","102"
"10625","2251","43","0","0","120801","0","0","0","34","1280","223","151","12","2","38236","66","37","102"
"11175","2284","43","0","0","120801","0","0","0","35","1280","229","157","12","2","41357","66","37","102"
"11355","2317","43","0","0","120801","0","0","0","36","1280","236","164","12","2","44621","66","37","102"
"55","0","0","26","0","120901","0","0","0","2","50","0","3","0","0","0","0","0","0"
"150","0","0","94","0","120901","0","0","0","3","100","0","7","0","0","0","0","0","0"
"270","0","10","214","0","120901","0","0","0","4","100","2","14","0","0","0","0","0","0"
"360","0","10","405","0","120901","0","0","0","5","100","2","27","0","0","0","0","0","25"
"710","0","10","634","0","120901","0","0","0","6","100","4","40","0","0","0","0","0","75"
"1305","0","15","894","0","120901","0","0","0","7","100","8","54","0","0","0","0","0","110"
"1470","0","45","1255","0","120901","0","0","0","8","100","10","64","1","0","0","0","4","145"
"1610","0","60","1679","16","120901","0","0","0","9","100","10","71","2","0","0","0","9","180"
"1880","0","60","2114","40","120901","0","0","0","10","520","11","83","4","0","0","0","14","195"
"2040","0","60","2626","85","120901","0","0","5","11","740","11","88","5","0","0","0","14","211"
"2140","0","60","3150","138","120901","0","0","11","12","840","14","93","6","0","0","0","14","247"
"2280","0","60","3683","200","120901","0","0","17","13","840","19","100","6","0","0","0","16","267"
"2420","0","60","4263","276","120901","0","0","17","14","960","23","107","6","0","0","0","18","297"
"2450","0","60","4868","346","120901","0","0","17","15","1080","31","116","6","0","0","0","22","307"
"2480","0","60","5541","421","120901","0","0","17","16","1080","36","124","6","0","0","0","22","337"
"2480","0","60","6269","493","120901","0","0","17","17","1080","40","133","6","0","0","0","22","367"
"2480","0","60","7053","582","120901","0","0","17","18","1080","46","142","6","0","0","0","22","397"
"2480","0","60","7941","715","120901","0","0","17","19","1080","51","149","6","0","0","0","22","397"
"2480","0","60","8862","872","120901","0","0","17","20","1080","61","163","6","0","0","0","22","397"
"2480","0","60","9881","1074","120901","0","0","17","21","1180","67","171","6","0","0","0","22","397"
"2480","0","60","11078","1292","120901","0","0","17","22","1280","72","178","6","0","0","0","22","397"
"2480","0","60","12401","1476","120901","0","0","17","23","1280","78","194","6","0","0","0","22","397"
"2480","0","60","13876","1619","120901","0","0","17","24","1280","84","211","6","0","0","0","22","397"
"2480","0","60","15586","1728","120901","0","0","17","25","1280","90","219","6","0","0","0","22","397"
"2940","0","60","17426","1800","120901","0","0","17","26","1280","96","228","6","0","0","0","22","397"
"2940","0","60","19461","1845","120901","0","0","17","27","1280","102","236","6","0","0","0","22","397"
"2940","0","60","21659","1877","120901","0","0","17","28","1280","107","241","6","0","0","0","22","397"
"3400","0","60","23981","1910","120901","0","0","17","29","1280","111","245","6","0","0","0","22","397"
"3400","0","60","26502","1944","120901","0","0","17","30","1280","115","249","6","0","0","0","22","397"
"3860","0","60","29081","1978","120901","0","0","17","31","1280","119","253","6","0","0","0","22","397"
"3860","0","60","31823","2012","120901","0","0","17","32","1280","123","257","6","0","0","0","22","397"
"4360","0","60","34656","2045","120901","0","0","17","33","1280","127","261","6","0","0","0","22","397"
"4860","0","60","37638","2077","120901","0","0","17","34","1280","131","265","6","0","0","0","22","397"
"4860","0","60","40825","2109","120901","0","0","17","35","1280","135","269","6","0","0","0","22","397"
"4860","0","60","44124","2141","120901","0","0","17","36","1280","139","273","6","0","0","0","22","397"
"80","0","0","0","0","121001","0","0","0","2","100","3","0","0","0","19","0","0","0"
"370","0","0","0","0","121001","0","0","0","3","150","6","1","0","1","59","0","0","0"
"910","0","0","0","0","121001","0","0","0","4","180","13","2","0","1","144","0","0","5"
"1795","0","0","0","0","121001","0","0","0","5","180","24","9","0","1","244","0","0","5"
"2840","0","0","0","0","121001","0","0","0","6","270","38","14","0","5","387","0","0","5"
"4045","0","0","0","0","121001","0","0","0","7","270","56","24","0","5","572","0","0","5"
"5685","0","0","0","0","121001","0","0","0","8","270","80","33","0","5","732","0","0","20"
"6535","20","15","0","0","121001","0","0","0","9","270","93","36","0","10","1045","0","9","35"
"7075","60","25","0","0","121001","0","0","0","10","270","103","44","2","10","1431","0","18","60"
"7785","102","35","0","0","121001","0","0","0","11","270","115","60","5","10","1810","3","18","60"
"8395","134","45","0","0","121001","0","0","0","12","270","121","67","5","15","2238","19","21","60"
"8885","167","45","0","0","121001","0","0","0","13","270","135","77","5","15","2683","32","24","93"
"9315","208","45","0","0","121001","0","0","1","14","270","153","91","5","15","3163","32","24","126"
"9685","274","45","0","0","121001","0","0","1","15","270","172","106","5","15","3690","32","24","126"
"9925","355","45","0","0","121001","0","0","1","16","320","187","125","5","15","4238","35","24","138"
"10290","443","45","0","0","121001","0","0","1","17","370","212","147","5","15","4761","38","24","138"
"10840","547","45","0","0","121001","0","0","1","18","370","243","165","5","15","5334","38","24","138"
"11560","666","45","0","0","121001","0","0","1","19","370","272","185","5","15","5975","38","24","153"
"12230","785","45","0","0","121001","0","0","1","20","370","301","208","5","15","6687","38","24","188"
"12890","906","45","0","0","121001","0","0","1","21","370","332","232","5","15","7477","38","24","228"
"13660","1014","45","0","0","121001","0","0","1","22","370","368","262","5","15","8386","38","24","268"
"14775","1085","45","0","0","121001","0","0","1","23","370","410","300","5","15","9388","38","24","288"
"15965","1146","45","0","0","121001","0","0","1","24","370","458","340","5","15","10476","38","24","288"
"16565","1209","45","0","0","121001","0","0","1","25","370","490","369","5","15","11925","38","24","288"
"17390","1248","45","0","0","121001","0","0","1","26","370","496","378","5","15","13736","38","24","288"
"18635","1272","45","0","0","121001","0","0","1","27","370","501","385","5","15","15632","38","24","288"
"19880","1296","45","0","0","121001","0","0","1","28","370","506","392","5","15","17656","38","24","288"
"21065","1321","45","0","0","121001","0","0","1","29","370","521","407","5","15","19761","38","24","288"
"21985","1347","45","0","0","121001","0","0","1","30","370","551","437","5","15","21890","38","24","288"
"22645","1382","45","0","0","121001","0","0","1","31","370","576","462","5","15","24202","38","24","288"
"23145","1426","45","0","0","121001","0","0","1","32","370","596","482","5","15","26688","38","24","288"
"24270","1460","45","0","0","121001","0","0","1","33","370","606","492","5","15","29303","38","24","288"
"25755","1484","45","0","0","121001","0","0","1","34","370","621","507","5","15","31996","38","24","288"
"26715","1516","45","0","0","121001","0","0","1","35","370","647","533","5","15","34813","38","24","288"
"27315","1556","45","0","0","121001","0","0","1","36","370","670","556","5","15","37806","38","24","288"
"55","0","0","26","0","121101","0","0","0","2","50","0","3","0","0","0","0","0","0"
"150","0","0","94","0","121101","0","0","0","3","100","0","7","0","0","0","0","0","0"
"270","0","10","214","0","121101","0","0","0","4","100","2","14","0","0","0","0","0","0"
"450","0","10","405","0","121101","0","0","0","5","100","2","29","0","0","0","0","0","0"
"800","0","10","634","0","121101","0","0","0","6","100","4","42","0","0","0","0","0","50"
"1395","0","15","894","0","121101","0","0","0","7","100","8","56","0","0","0","0","0","85"
"1560","0","30","1286","0","121101","0","0","0","8","100","10","63","1","0","0","0","4","120"
"1700","0","45","1710","16","121101","0","0","0","9","100","10","70","2","0","0","0","9","155"
"1970","0","45","2145","40","121101","0","0","0","10","520","11","82","4","0","0","0","14","170"
"2130","0","45","2657","85","121101","0","0","5","11","740","11","87","5","0","0","0","14","186"
"2230","0","45","3181","138","121101","0","0","11","12","840","14","92","6","0","0","0","14","222"
"2370","0","45","3714","200","121101","0","0","17","13","840","19","99","6","0","0","0","16","242"
"2510","0","45","4294","276","121101","0","0","17","14","960","23","106","6","0","0","0","18","272"
"2540","0","45","4899","346","121101","0","0","17","15","1080","31","115","6","0","0","0","22","282"
"2570","0","45","5572","421","121101","0","0","17","16","1080","36","123","6","0","0","0","22","312"
"2570","0","45","6300","493","121101","0","0","17","17","1080","40","132","6","0","0","0","22","342"
"2570","0","45","7084","582","121101","0","0","17","18","1080","46","141","6","0","0","0","22","372"
"2570","0","45","7972","715","121101","0","0","17","19","1080","51","148","6","0","0","0","22","372"
"2570","0","45","8893","872","121101","0","0","17","20","1080","61","162","6","0","0","0","22","372"
"2570","0","45","9912","1074","121101","0","0","17","21","1180","67","170","6","0","0","0","22","372"
"2570","0","45","11109","1292","121101","0","0","17","22","1280","72","177","6","0","0","0","22","372"
"2570","0","45","12432","1476","121101","0","0","17","23","1280","78","193","6","0","0","0","22","372"
"2570","0","45","13907","1619","121101","0","0","17","24","1280","84","210","6","0","0","0","22","372"
"2570","0","45","15617","1728","121101","0","0","17","25","1280","90","218","6","0","0","0","22","372"
"3030","0","45","17457","1800","121101","0","0","17","26","1280","96","227","6","0","0","0","22","372"
"3030","0","45","19492","1845","121101","0","0","17","27","1280","102","235","6","0","0","0","22","372"
"3030","0","45","21690","1877","121101","0","0","17","28","1280","107","240","6","0","0","0","22","372"
"3490","0","45","24012","1910","121101","0","0","17","29","1280","111","244","6","0","0","0","22","372"
"3490","0","45","26533","1944","121101","0","0","17","30","1280","115","248","6","0","0","0","22","372"
"3950","0","45","29112","1978","121101","0","0","17","31","1280","119","252","6","0","0","0","22","372"
"3950","0","45","31854","2012","121101","0","0","17","32","1280","123","256","6","0","0","0","22","372"
"4450","0","45","34687","2045","121101","0","0","17","33","1280","127","260","6","0","0","0","22","372"
"4950","0","45","37669","2077","121101","0","0","17","34","1280","131","264","6","0","0","0","22","372"
"4950","0","45","40856","2109","121101","0","0","17","35","1280","135","268","6","0","0","0","22","372"
"4950","0","45","44155","2141","121101","0","0","17","36","1280","139","272","6","0","0","0","22","372"
"95","0","0","0","0","121201","0","0","0","2","75","2","0","0","0","22","0","0","0"
"310","0","0","0","0","121201","0","0","0","3","125","6","2","0","0","71","0","0","0"
"685","0","0","0","0","121201","0","0","0","4","155","11","4","0","0","176","0","0","10"
"1345","0","5","0","0","121201","0","0","0","5","155","19","9","0","3","294","0","0","20"
"2210","0","5","0","0","121201","0","0","0","6","245","30","11","0","3","504","0","0","35"
"3180","0","5","0","0","121201","0","0","0","7","715","42","13","0","3","751","0","0","35"
"3935","0","5","0","0","121201","0","0","0","8","715","56","21","3","3","1045","0","0","50"
"4540","20","5","0","0","121201","0","0","0","9","1115","66","25","3","3","1413","0","9","65"
"4750","50","15","0","0","121201","0","0","0","10","1115","72","31","8","3","1869","0","18","80"
"5370","102","25","0","0","121201","0","0","0","11","1115","76","36","10","3","2352","3","22","80"
"6120","134","25","0","0","121201","0","0","0","12","1115","82","40","12","3","2837","19","25","80"
"6730","167","25","0","0","121201","0","0","0","13","1115","88","50","12","5","3325","35","25","113"
"7230","208","25","0","0","121201","0","0","0","14","1115","95","55","12","5","3922","38","25","146"
"7590","274","25","0","0","121201","0","0","0","15","1115","101","61","12","5","4573","38","25","166"
"7990","359","25","0","0","121201","0","0","0","16","1165","110","74","12","5","5205","41","25","166"
"8315","457","25","0","0","121201","0","0","0","17","1165","126","83","12","5","5873","44","25","166"
"8870","575","25","0","0","121201","0","0","0","18","1165","141","92","12","5","6599","44","25","166"
"9440","710","25","0","0","121201","0","0","0","19","1165","155","103","12","5","7407","44","25","181"
"10080","850","25","0","0","121201","0","0","0","20","1165","170","115","12","5","8310","44","25","201"
"10655","991","25","0","0","121201","0","0","0","21","1165","186","127","12","5","9316","44","25","221"
"11265","1117","25","0","0","121201","0","0","0","22","1165","206","145","12","5","10460","44","25","241"
"11650","1206","25","0","0","121201","0","0","0","23","1165","221","157","12","5","11854","44","25","241"
"12415","1283","25","0","0","121201","0","0","0","24","1165","229","167","12","5","13372","44","25","241"
"12785","1360","25","0","0","121201","0","0","0","25","1165","235","176","12","5","15107","44","25","241"
"14530","1417","25","0","0","121201","0","0","0","26","1165","250","196","12","5","16747","44","25","241"
"16840","1453","25","0","0","121201","0","0","0","27","1165","262","212","12","5","18480","44","25","241"
"19315","1480","25","0","0","121201","0","0","0","28","1165","277","227","12","5","20318","44","25","241"
"20175","1508","25","0","0","121201","0","0","0","29","1165","292","242","12","5","22503","44","25","241"
"20775","1537","25","0","0","121201","0","0","0","30","1165","297","247","12","5","24966","44","25","241"
"21695","1566","25","0","0","121201","0","0","0","31","1165","302","252","12","5","27503","44","25","241"
"22395","1595","25","0","0","121201","0","0","0","32","1165","308","258","12","5","30166","44","25","241"
"23720","1623","25","0","0","121201","0","0","0","33","1165","308","258","12","5","32915","44","25","241"
"24980","1650","25","0","0","121201","0","0","0","34","1165","323","273","12","5","35721","44","25","241"
"26250","1677","25","0","0","121201","0","0","0","35","1165","329","279","12","5","38764","44","25","241"
"27510","1704","25","0","0","121201","0","0","0","36","1165","345","295","12","5","41819","44","25","241"
"65","0","0","0","0","121301","0","0","0","2","75","2","0","0","1","21","0","0","0"
"205","0","0","0","0","121301","0","0","0","3","125","5","0","0","3","73","0","0","0"
"490","0","0","0","0","121301","0","0","0","4","155","9","1","0","3","198","0","0","5"
"1185","0","0","0","0","121301","0","0","0","5","155","21","6","0","3","328","0","0","5"
"1805","0","0","0","0","121301","0","0","0","6","245","29","11","0","7","545","0","0","5"
"2780","0","0","0","0","121301","0","0","0","7","245","43","24","0","7","760","0","0","5"
"3665","0","0","0","0","121301","0","0","0","8","245","62","41","4","7","978","0","0","5"
"4805","0","0","10","0","121301","0","0","0","9","245","79","54","4","7","1232","0","5","30"
"5755","10","15","20","0","121301","0","0","0","10","245","100","78","4","12","1466","0","10","30"
"6555","20","35","20","0","121301","0","0","0","11","245","119","102","6","17","1744","1","10","30"
"6955","30","55","20","0","121301","0","0","0","12","345","140","120","8","24","2076","2","13","30"
"7435","52","57","20","0","121301","0","0","0","13","445","173","147","8","28","2380","2","16","30"
"7695","86","59","20","0","121301","0","0","2","14","545","210","176","8","28","2724","2","16","30"
"7765","98","59","20","0","121301","0","0","4","15","745","247","213","8","28","3075","5","16","30"
"7915","98","59","20","0","121301","0","0","4","16","895","284","251","8","30","3466","5","16","30"
"8400","118","59","20","0","121301","0","0","4","17","945","332","293","8","33","3786","5","16","30"
"8945","138","59","20","0","121301","0","0","4","18","945","385","335","8","36","4155","5","16","30"
"9340","138","59","20","0","121301","0","0","4","19","1040","442","383","8","36","4609","5","16","45"
"9720","138","59","20","0","121301","0","0","4","20","1135","503","437","8","36","5087","5","16","89"
"10240","138","59","20","0","121301","0","0","4","21","1135","568","494","8","36","5611","5","16","138"
"11475","138","59","20","0","121301","0","0","4","22","1135","640","560","8","36","6162","5","16","178"
"13055","163","59","20","0","121301","0","0","4","23","1135","725","641","8","36","6705","5","16","198"
"14195","188","59","20","0","121301","0","0","4","24","1135","823","730","8","36","7320","5","16","198"
"15645","188","59","20","0","121301","0","0","4","25","1135","928","822","8","36","8023","5","16","198"
"17180","197","59","20","0","121301","0","0","4","26","1135","1015","908","8","36","8977","5","16","198"
"18380","215","59","20","0","121301","0","0","4","27","1135","1083","983","8","36","10224","5","16","198"
"21620","227","59","20","0","121301","0","0","4","28","1135","1160","1062","8","36","11309","5","16","198"
"27180","233","59","20","0","121301","0","0","4","29","1135","1249","1151","8","36","12190","5","16","198"
"33255","239","59","20","0","121301","0","0","4","30","1135","1343","1245","8","36","13109","5","16","198"
"39620","245","59","20","0","121301","0","0","4","31","1135","1441","1343","8","36","14065","5","16","198"
"46455","251","59","20","0","121301","0","0","4","32","1135","1542","1444","8","36","15047","5","16","198"
"51415","265","59","20","0","121301","0","0","4","33","1135","1637","1539","8","36","16441","5","16","198"
"54415","287","59","20","0","121301","0","0","4","34","1135","1726","1628","8","36","18275","5","16","198"
"57825","309","59","20","0","121301","0","0","4","35","1135","1816","1718","8","36","20181","5","16","198"
"61575","331","59","20","0","121301","0","0","4","36","1135","1907","1809","8","36","22149","5","16","198"
"55","0","0","26","0","121401","0","0","0","2","50","0","3","0","0","0","0","0","0"
"150","0","0","84","0","121401","0","0","0","3","100","0","9","0","0","0","0","0","0"
"270","0","0","214","0","121401","0","0","0","4","100","1","16","0","0","0","0","0","0"
"360","0","0","405","0","121401","0","0","0","5","100","1","29","0","0","0","0","0","25"
"710","0","0","634","0","121401","0","0","0","6","100","3","42","0","0","0","0","0","75"
"955","0","5","929","0","121401","0","0","0","7","100","5","53","0","0","0","0","0","145"
"1120","0","50","1247","0","121401","0","0","0","8","100","7","71","0","0","0","0","4","180"
"1260","0","80","1601","11","121401","0","0","5","9","100","7","90","0","0","0","0","9","215"
"1530","0","100","1962","25","121401","0","0","10","10","520","8","114","0","0","0","0","14","230"
"1690","0","111","2420","50","121401","0","0","17","11","860","8","131","0","0","0","0","14","246"
"1790","0","122","2899","76","121401","0","0","22","12","1080","13","147","0","0","0","0","14","272"
"1930","0","128","3391","102","121401","0","0","27","13","1320","23","165","0","0","0","0","14","282"
"2130","0","128","3917","136","121401","0","0","29","14","1560","35","183","0","0","0","0","14","292"
"2220","0","133","4467","166","121401","0","0","29","15","1800","51","202","0","0","0","0","16","292"
"2380","0","139","5081","202","121401","0","0","29","16","1800","64","221","0","0","0","0","16","292"
"2380","0","145","5736","237","121401","0","0","29","17","1800","78","240","0","0","0","0","16","317"
"2725","0","146","6437","285","121401","0","0","29","18","1800","92","260","0","0","0","0","16","327"
"3245","0","146","7192","344","121401","0","0","29","19","1800","110","283","0","0","0","0","16","327"
"4015","0","146","8017","415","121401","0","0","29","20","1800","130","306","0","0","0","0","16","327"
"4665","0","146","8834","486","121401","0","0","29","21","1900","158","344","0","0","0","0","16","327"
"5630","0","146","9785","552","121401","0","0","29","22","2000","189","383","0","0","0","0","16","327"
"6795","0","146","10867","582","121401","0","0","29","23","2000","218","429","0","0","0","0","16","327"
"8265","0","146","12060","597","121401","0","0","29","24","2000","246","473","0","0","0","0","16","327"
"9225","0","146","13574","634","121401","0","0","29","25","2000","265","500","0","0","0","0","16","327"
"10035","0","146","15317","658","121401","0","0","29","26","2000","281","520","0","0","0","0","16","327"
"10875","0","146","17207","677","121401","0","0","29","27","2000","294","536","0","0","0","0","16","327"
"11745","0","146","19244","696","121401","0","0","29","28","2000","306","549","0","0","0","0","16","327"
"12645","0","146","21428","716","121401","0","0","29","29","2000","320","563","0","0","0","0","16","327"
"13545","0","146","23761","737","121401","0","0","29","30","2000","334","577","0","0","0","0","16","327"
"14445","0","146","26204","758","121401","0","0","29","31","2000","348","591","0","0","0","0","16","327"
"15345","0","146","28758","779","121401","0","0","29","32","2000","362","605","0","0","0","0","16","327"
"16245","0","146","31448","799","121401","0","0","29","33","2000","377","620","0","0","0","0","16","327"
"17145","0","146","34287","818","121401","0","0","29","34","2000","392","635","0","0","0","0","16","327"
"18045","0","146","37276","837","121401","0","0","29","35","2000","407","650","0","0","0","0","16","327"
"18945","0","146","40367","856","121401","0","0","29","36","2000","423","666","0","0","0","0","16","327"
"65","0","0","0","0","121501","0","0","0","2","50","3","0","0","1","18","0","0","0"
"250","0","0","0","0","121501","0","0","0","3","100","10","1","0","1","58","0","0","0"
"590","0","0","0","0","121501","0","0","0","4","125","19","3","0","1","153","0","0","0"
"1045","0","0","0","0","121501","0","0","0","5","125","32","7","0","4","285","0","0","0"
"1785","0","0","0","0","121501","0","0","0","6","125","50","16","0","4","458","0","0","0"
"2280","0","0","0","0","121501","0","0","0","7","125","68","22","0","8","714","0","0","0"
"3360","0","0","0","0","121501","0","0","0","8","125","93","33","0","8","935","0","0","0"
"4270","5","15","10","0","121501","0","0","0","9","125","112","44","0","13","1189","0","5","0"
"4640","45","40","10","0","121501","0","0","0","10","125","122","53","0","18","1594","0","10","0"
"5000","102","50","10","0","121501","0","0","0","11","125","133","62","0","18","2085","0","10","0"
"5370","124","50","10","0","121501","0","0","0","12","125","146","71","2","20","2547","11","16","0"
"5520","167","50","10","0","121501","0","0","0","13","125","160","83","2","20","3057","21","19","25"
"5580","226","50","10","0","121501","0","0","0","14","125","172","93","4","22","3643","21","19","50"
"5580","290","50","10","0","121501","0","0","0","15","225","182","106","4","22","4280","21","19","62"
"5730","356","50","10","0","121501","0","0","0","16","225","198","112","6","22","4943","24","19","62"
"6030","414","50","10","0","121501","0","0","0","17","225","207","119","6","22","5677","27","19","62"
"6430","521","50","10","0","121501","0","0","0","18","225","215","128","6","22","6460","27","19","62"
"6775","609","50","10","0","121501","0","0","0","19","225","229","132","6","22","7365","27","19","62"
"6970","700","50","10","0","121501","0","0","0","20","225","238","145","6","22","8384","27","19","62"
"7160","795","50","10","0","121501","0","0","0","21","225","254","159","6","22","9455","27","19","71"
"7250","897","50","10","0","121501","0","0","0","22","225","278","174","6","22","10680","27","19","71"
"7595","938","50","10","0","121501","0","0","0","23","225","295","195","6","22","12047","27","19","71"
"8450","992","50","10","0","121501","0","0","0","24","225","311","199","6","22","13556","27","19","71"
"8520","1025","50","10","0","121501","0","0","0","25","225","331","212","6","22","15256","27","19","71"
"8910","1049","50","10","0","121501","0","0","0","26","225","345","221","6","22","17125","27","19","71"
"9330","1067","50","10","0","121501","0","0","0","27","225","357","228","6","22","19124","27","19","71"
"9955","1085","50","10","0","121501","0","0","0","28","225","361","230","6","22","21295","27","19","71"
"10055","1116","50","10","0","121501","0","0","0","29","225","375","242","6","22","23584","27","19","71"
"10155","1148","50","10","0","121501","0","0","0","30","225","389","256","6","22","26011","27","19","71"
"10255","1180","50","10","0","121501","0","0","0","31","225","403","270","6","22","28549","27","19","71"
"10355","1212","50","10","0","121501","0","0","0","32","225","417","284","6","22","31197","27","19","71"
"10555","1242","50","10","0","121501","0","0","0","33","225","432","299","6","22","33972","27","19","71"
"10755","1271","50","10","0","121501","0","0","0","34","225","447","314","6","22","36895","27","19","71"
"10955","1300","50","10","0","121501","0","0","0","35","225","462","329","6","22","39966","27","19","71"
"11155","1329","50","10","0","121501","0","0","0","36","225","478","345","6","22","43139","27","19","71"
"50","0","0","0","0","121601","0","0","0","2","50","2","0","0","0","32","0","0","0"
"80","0","0","0","0","121601","0","0","0","3","100","5","0","0","1","106","0","0","0"
"200","0","0","0","0","121601","0","0","0","4","270","6","1","0","1","253","0","0","10"
"380","0","10","0","0","121601","0","0","0","5","430","9","2","0","1","469","0","0","30"
"615","0","10","0","0","121601","0","0","0","6","820","17","3","0","1","757","0","0","30"
"820","0","10","0","0","121601","0","0","0","7","1660","23","5","0","1","1094","0","0","30"
"1250","0","10","0","0","121601","0","0","0","8","2220","31","7","0","1","1467","0","0","30"
"1500","10","10","0","0","121601","0","0","0","9","2220","42","10","0","2","1924","0","5","30"
"1700","50","20","0","0","121601","0","0","0","10","2220","47","14","0","2","2436","0","10","30"
"1700","78","40","0","0","121601","0","0","0","11","2220","47","19","2","9","2952","11","10","30"
"1970","120","40","0","0","121601","0","0","0","12","2220","52","22","4","11","3504","22","13","30"
"2180","165","40","0","0","121601","0","0","0","13","2220","58","28","6","11","4064","33","16","55"
"2240","246","40","0","0","121601","0","0","0","14","2320","63","32","6","11","4705","33","19","80"
"2300","334","40","0","0","121601","0","0","0","15","2420","68","37","6","11","5398","33","19","80"
