f6217b4ec29591aff6b98e839c3f0ecf441e17af4f0aaae13c25b545f5553f34,50ae0621f77be18c9a754041d7bee4018a6ff8597ad819cc91469f0ae8181431,53bbc7fdd0779b4d6062fd671b53e6c58da9e5d4b803e485c2c9e47aa271d971,a5d9bf8503890beb94c2ce424fcbdb463bf706c4e05b573950da55ba6bb51090,87d73d49e199a8c6d1214751071af3cfa82d9d18e4710c5b0de6ecb89843f562,a9490d2ab382191c3129287165cf2e0a8edaabeba9994fc2fd71fefb7afacd01,0535845c7f43c58624593431ebda11f0b3eae3b05e9b4457c65ce0c95369557a,10a633b689931367202d641905bea1fa188280bdd3dd7c0cccdcc29dbea71793,9235a2094944b4ce51dbd28ab1d58f22c09473b106518b7ac9deb0f9b7a9f547,da55d3c8b64dd6dafd73bfc81a9dc4e9b8f5d42afa61f688d5f187b61e8cbdb5,ad4ad5979dc66ba8ab07c21fc4e1e03ab3c7440d51d4f40877b3dd4ec62a9acc
"1021312067","","","","","0","1021312","100","32","",""
"1021312068","","","","","1","1021312","20","32","",""
"1021312069","","","","","1","1021312","200","32","",""
"1021312070","","","","","1","1021312","300","32","",""
"1021312071","","","","","0","1021312","se_obtent_10213_drama_eat","24","",""
"1021312072","","","","","0","1021312","0","22","",""
"1021312073","","","","0","vo_obtent_1021312_05","1021312","vo_obtent_1021312","21","0",""
"1021312074","","","","","bgm_MC319A","1021312","bgm_MC319A","25","",""
"1021312075","","","","","se_obtent_10213_drama_break_1","1021312","se_10067600","23","0",""
"1021312076","","","","","0","1021312","3.5","93","",""
"1021312077","","","","","","1021312","1021312078","101","",""
"1021312078","","","","","break_2","1021312","20","37","",""
"1021312079","","","","","break_2","1021312","200","37","",""
"1021312080","","","","","break_2","1021312","300","37","",""
"1021312081","","","","","0","1021312","se_obtent_10213_drama_break_1","24","",""
"1021312082","","","","","0","1021312","0","22","",""
"1021312083","","","","0","vo_obtent_1021312_06","1021312","vo_obtent_1021312","21","0",""
"1021312084","","","","","se_obtent_10213_drama_break_2","1021312","se_10067600","23","0",""
"1021312085","","","","","0","1021312","4","93","",""
"1021312086","","","","","","1021312","1021312087","101","",""
"1021312087","","","","","break_3","1021312","20","37","",""
"1021312088","","","","","break_3","1021312","200","37","",""
"1021312089","","","","","break_3","1021312","300","37","",""
"1021312090","","","","","0","1021312","se_obtent_10213_drama_break_2","24","",""
"1021312091","","","","","0","1021312","0","22","",""
"1021312092","","","","0","vo_obtent_1021312_07","1021312","vo_obtent_1021312","21","0",""
"1021312093","","","","","se_obtent_10213_drama_break_3","1021312","se_10067600","23","0",""
"1021312094","","","","","0","1021312","5","93","",""
"1021312095","","","","","","1021312","1021312096","101","",""
"1021312096","","","","","break_4","1021312","300","37","",""
"1021312097","","","","","1","1021312","21","32","",""
"1021312098","","","","","0","1021312","0.2","93","",""
"1021312099","","","","","","1021312","0","141","",""
"1021312100","","","","","0","1021312","0.1","93","",""
"1021312101","","","","","","1021312","","92","",""
"1021312102","","","","","","1021312","1021312103","101","",""
"1021312103","","","","","0","1021312","se_obtent_10213_drama_break_3","24","",""
"1021312104","","","","","0","1021312","0","22","",""
"1021312105","","","","","1","1021312","22","32","",""
"1021312106","","","","","0","1021312","0.4","93","",""
"1021313001","1","1","","0","1","1021313","1","31","0",""
"1021313002","1","1","","0","3","1021313","3","31","0",""
"1021313003","1","1","","0","6","1021313","6","31","0",""
"1021313004","0","1","","0","10","1021313","10","31","0",""
"1021313005","0","1","","0","20","1021313","20","31","0",""
"1021313006","0","1","","0","21","1021313","21","31","0",""
"1021313007","0","1","","0","22","1021313","22","31","0",""
"1021313008","0","1","","0","100","1021313","113","31","0",""
"1021313009","0","1","","0","200","1021313","213","31","0",""
"1021313010","0","1","","0","300","1021313","313","31","0",""
"1021313011","1","-14","empty","0","1","1021313","1","5","27","0"
"1021313012","1","-14","empty","0","2","1021313","3","5","28","0"
"1021313013","1","-14","empty","0","3","1021313","3","5","26","0"
"1021313014","1","-14","empty","0","4","1021313","11","5","25","0"
"1021313015","1","-14","empty","0","5","1021313","13","5","24","0"
"1021313016","1","-24","empty","-10","6","1021313","11","5","13","0"
"1021313017","1","-24","empty","-10","7","1021313","13","5","12","0"
"1021313018","1","-14","empty","0","8","1021313","0","5","29","0"
"1021313019","1","-19","empty","-5","9","1021313","0","5","10","0"
"1021313020","0","1","","0.4","0.87","1021313","6","6","0.54","0"
"1021313021","0","1","","0.4","0.87","1021313","7","6","0.54","0"
"1021313022","0","1","","0.4","0.87","1021313","9","6","0.54","0"
"1021313023","","","","","","1021313","1","141","",""
"1021313024","","","","","","1021313","0","91","",""
"1021313025","","","","","0","1021313","0.033","93","",""
"1021313026","","","","","se_obtent_10213_drama_cook_nela","1021313","se_10067600","23","0",""
"1021313027","0","","","","nefy_cook","1021313","1","3","0","0"
"1021313028","0","","","","nefy_cook","1021313","2","3","0","0"
"1021313029","0","","","","nefy_end","1021313","3","3","0","0"
"1021313030","0","","","","nefy_cook","1021313","4","3","0","0"
"1021313031","0","","","","nefy_white","1021313","5","3","0","0"
"1021313032","0","","","","nefy_cook","1021313","6","3","0","0"
"1021313033","0","","","","nefy_white","1021313","7","3","0","0"
"1021313034","0","","","","nefy_cook","1021313","8","3","0","0"
"1021313035","0","","","","nefy_cook_w","1021313","9","3","0","0"
"1021313036","","","","","0","1021313","3","93","",""
"1021313037","","","","0","vo_obtent_1021313_01","1021313","vo_obtent_1021313","21","0",""
"1021313038","","","","","0","1021313","2.366","93","",""
"1021313039","","","","","","1021313","1021313040","101","",""
"1021313040","","","","","0","1021313","se_obtent_10213_drama_cook_nela","24","",""
"1021313041","","","","","0","1021313","0","22","",""
"1021313042","0","0","","1","1","1021313","1","6","1","0"
"1021313043","0","0","","1","1","1021313","2","6","1","0"
"1021313044","0","0","","1","1","1021313","3","6","1","0"
"1021313045","0","0","","1","1","1021313","4","6","1","0"
"1021313046","0","0","","1","1","1021313","5","6","1","0"
"1021313047","0","0","","1","1","1021313","6","6","1","0"
"1021313048","0","0","","1","1","1021313","7","6","1","0"
"1021313049","0","0","","1","1","1021313","8","6","1","0"
"1021313050","0","0","","1","1","1021313","9","6","1","0"
"1021313051","","","","","eat","1021313","1","37","",""
"1021313052","","","","","0","1021313","3","32","",""
"1021313053","","","","","0","1021313","6","32","",""
"1021313054","","","","","1","1021313","10","32","",""
"1021313055","","","","","1","1021313","100","32","",""
"1021313056","","","","","se_obtent_10213_drama_eat_jun","1021313","se_10067600","23","0",""
"1021313057","","","","","0","1021313","0","93","",""
"1021313058","","","","0","vo_obtent_1021313_02","1021313","vo_obtent_1021313","21","0",""
"1021313059","","","","","0","1021313","2.8","93","",""
"1021313060","","","","0","vo_obtent_1021313_03","1021313","vo_obtent_1021313","21","0",""
"1021313061","","","","","0","1021313","2.6","93","",""
"1021313062","","","","","","1021313","2","26","",""
"1021313063","","","","0","vo_obtent_1021313_04","1021313","vo_obtent_1021313","21","0",""
"1021313064","","","","","0","1021313","2.5","93","",""
"1021313065","","","","","","1021313","1021313066","101","",""
"1021313066","","","","","0","1021313","10","32","",""
"1021313067","","","","","0","1021313","100","32","",""
"1021313068","","","","","1","1021313","20","32","",""
"1021313069","","","","","1","1021313","200","32","",""
"1021313070","","","","","1","1021313","300","32","",""
"1021313071","","","","","0","1021313","se_obtent_10213_drama_eat_jun","24","",""
"1021313072","","","","","0","1021313","0","22","",""
"1021313073","","","","0","vo_obtent_1021313_05","1021313","vo_obtent_1021313","21","0",""
"1021313074","","","","","bgm_MC319A","1021313","bgm_MC319A","25","",""
"1021313075","","","","","se_obtent_10213_drama_break_1_jun","1021313","se_10067600","23","0",""
"1021313076","","","","","0","1021313","3.5","93","",""
"1021313077","","","","","","1021313","1021313078","101","",""
"1021313078","","","","","break_2","1021313","20","37","",""
"1021313079","","","","","break_2","1021313","200","37","",""
"1021313080","","","","","break_2","1021313","300","37","",""
"1021313081","","","","","0","1021313","se_obtent_10213_drama_break_1_jun","24","",""
"1021313082","","","","","0","1021313","0","22","",""
"1021313083","","","","0","vo_obtent_1021313_06","1021313","vo_obtent_1021313","21","0",""
"1021313084","","","","","se_obtent_10213_drama_break_2_jun","1021313","se_10067600","23","0",""
"1021313085","","","","","0","1021313","4","93","",""
"1021313086","","","","","","1021313","1021313087","101","",""
"1021313087","","","","","break_3_13","1021313","20","37","",""
"1021313088","","","","","break_3","1021313","200","37","",""
"1021313089","","","","","break_3","1021313","300","37","",""
"1021313090","","","","","0","1021313","se_obtent_10213_drama_break_2_jun","24","",""
"1021313091","","","","","0","1021313","0","22","",""
"1021313092","","","","0","vo_obtent_1021313_07","1021313","vo_obtent_1021313","21","0",""
"1021313093","","","","","se_obtent_10213_drama_break_3_jun","1021313","se_10067600","23","0",""
"1021313094","","","","","0","1021313","5","93","",""
"1021313095","","","","","","1021313","1021313096","101","",""
"1021313096","","","","","break_4","1021313","300","37","",""
"1021313097","","","","","1","1021313","21","32","",""
"1021313098","","","","","0","1021313","0.2","93","",""
"1021313099","","","","","","1021313","0","141","",""
"1021313100","","","","","0","1021313","0.1","93","",""
"1021313101","","","","","","1021313","","92","",""
"1021313102","","","","","","1021313","1021313103","101","",""
"1021313103","","","","","0","1021313","se_obtent_10213_drama_break_3_jun","24","",""
"1021313104","","","","","0","1021313","0","22","",""
"1021313105","","","","","1","1021313","22","32","",""
"1021313106","","","","","0","1021313","0.4","93","",""
"1021314001","1","1","","0","1","1021314","1","31","0",""
"1021314002","1","1","","0","3","1021314","3","31","0",""
"1021314003","1","1","","0","6","1021314","6","31","0",""
"1021314004","0","1","","0","10","1021314","10","31","0",""
"1021314005","0","1","","0","20","1021314","20","31","0",""
"1021314006","0","1","","0","21","1021314","21","31","0",""
"1021314007","0","1","","0","22","1021314","22","31","0",""
"1021314008","0","1","","0","100","1021314","114","31","0",""
"1021314009","0","1","","0","200","1021314","214","31","0",""
"1021314010","0","1","","0","300","1021314","314","31","0",""
"1021314011","1","-14","empty","0","1","1021314","1","5","27","0"
"1021314012","1","-14","empty","0","2","1021314","3","5","28","0"
"1021314013","1","-14","empty","0","3","1021314","3","5","26","0"
"1021314014","1","-14","empty","0","4","1021314","11","5","25","0"
"1021314015","1","-14","empty","0","5","1021314","13","5","24","0"
"1021314016","1","-24","empty","-10","6","1021314","11","5","13","0"
"1021314017","1","-24","empty","-10","7","1021314","13","5","12","0"
"1021314018","1","-14","empty","0","8","1021314","0","5","29","0"
"1021314019","1","-19","empty","-5","9","1021314","0","5","10","0"
"1021314020","0","1","","0.4","0.87","1021314","6","6","0.54","0"
"1021314021","0","1","","0.4","0.87","1021314","7","6","0.54","0"
"1021314022","0","1","","0.4","0.87","1021314","9","6","0.54","0"
"1021314023","","","","","","1021314","1","141","",""
"1021314024","","","","","","1021314","0","91","",""
"1021314025","","","","","0","1021314","0.033","93","",""
"1021314026","","","","","se_obtent_10213_drama_cook_nela","1021314","se_10067600","23","0",""
"1021314027","0","","","","nefy_cook","1021314","1","3","0","0"
"1021314028","0","","","","nefy_cook","1021314","2","3","0","0"
"1021314029","0","","","","nefy_end","1021314","3","3","0","0"
"1021314030","0","","","","nefy_cook","1021314","4","3","0","0"
"1021314031","0","","","","nefy_white","1021314","5","3","0","0"
"1021314032","0","","","","nefy_cook","1021314","6","3","0","0"
"1021314033","0","","","","nefy_white","1021314","7","3","0","0"
"1021314034","0","","","","nefy_cook","1021314","8","3","0","0"
"1021314035","0","","","","nefy_cook_w","1021314","9","3","0","0"
"1021314036","","","","","0","1021314","3","93","",""
"1021314037","","","","0","vo_obtent_1021314_01","1021314","vo_obtent_1021314","21","0",""
"1021314038","","","","","0","1021314","2.366","93","",""
"1021314039","","","","","","1021314","1021314040","101","",""
"1021314040","","","","","0","1021314","se_obtent_10213_drama_cook_nela","24","",""
"1021314041","","","","","0","1021314","0","22","",""
"1021314042","0","0","","1","1","1021314","1","6","1","0"
"1021314043","0","0","","1","1","1021314","2","6","1","0"
"1021314044","0","0","","1","1","1021314","3","6","1","0"
"1021314045","0","0","","1","1","1021314","4","6","1","0"
"1021314046","0","0","","1","1","1021314","5","6","1","0"
"1021314047","0","0","","1","1","1021314","6","6","1","0"
"1021314048","0","0","","1","1","1021314","7","6","1","0"
"1021314049","0","0","","1","1","1021314","8","6","1","0"
"1021314050","0","0","","1","1","1021314","9","6","1","0"
"1021314051","","","","","eat","1021314","1","37","",""
"1021314052","","","","","0","1021314","3","32","",""
"1021314053","","","","","0","1021314","6","32","",""
"1021314054","","","","","1","1021314","10","32","",""
"1021314055","","","","","1","1021314","100","32","",""
"1021314056","","","","","se_obtent_10213_drama_eat","1021314","se_10067600","23","0",""
"1021314057","","","","","0","1021314","0","93","",""
"1021314058","","","","0","vo_obtent_1021314_02","1021314","vo_obtent_1021314","21","0",""
"1021314059","","","","","0","1021314","2.8","93","",""
"1021314060","","","","0","vo_obtent_1021314_03","1021314","vo_obtent_1021314","21","0",""
"1021314061","","","","","0","1021314","2.6","93","",""
"1021314062","","","","","","1021314","2","26","",""
"1021314063","","","","0","vo_obtent_1021314_04","1021314","vo_obtent_1021314","21","0",""
"1021314064","","","","","0","1021314","2.5","93","",""
"1021314065","","","","","","1021314","1021314066","101","",""
"1021314066","","","","","0","1021314","10","32","",""
"1021314067","","","","","0","1021314","100","32","",""
"1021314068","","","","","1","1021314","20","32","",""
"1021314069","","","","","1","1021314","200","32","",""
"1021314070","","","","","1","1021314","300","32","",""
"1021314071","","","","","0","1021314","se_obtent_10213_drama_eat","24","",""
"1021314072","","","","","0","1021314","0","22","",""
"1021314073","","","","0","vo_obtent_1021314_05","1021314","vo_obtent_1021314","21","0",""
"1021314074","","","","","bgm_MC319A","1021314","bgm_MC319A","25","",""
"1021314075","","","","","se_obtent_10213_drama_break_1","1021314","se_10067600","23","0",""
"1021314076","","","","","0","1021314","3.5","93","",""
"1021314077","","","","","","1021314","1021314078","101","",""
"1021314078","","","","","break_2","1021314","20","37","",""
"1021314079","","","","","break_2","1021314","200","37","",""
"1021314080","","","","","break_2","1021314","300","37","",""
"1021314081","","","","","0","1021314","se_obtent_10213_drama_break_1","24","",""
"1021314082","","","","","0","1021314","0","22","",""
"1021314083","","","","0","vo_obtent_1021314_06","1021314","vo_obtent_1021314","21","0",""
"1021314084","","","","","se_obtent_10213_drama_break_2","1021314","se_10067600","23","0",""
"1021314085","","","","","0","1021314","4","93","",""
"1021314086","","","","","","1021314","1021314087","101","",""
"1021314087","","","","","break_3","1021314","20","37","",""
"1021314088","","","","","break_3","1021314","200","37","",""
"1021314089","","","","","break_3","1021314","300","37","",""
"1021314090","","","","","0","1021314","se_obtent_10213_drama_break_2","24","",""
"1021314091","","","","","0","1021314","0","22","",""
"1021314092","","","","0","vo_obtent_1021314_07","1021314","vo_obtent_1021314","21","0",""
"1021314093","","","","","se_obtent_10213_drama_break_3","1021314","se_10067600","23","0",""
"1021314094","","","","","0","1021314","5","93","",""
"1021314095","","","","","","1021314","1021314096","101","",""
"1021314096","","","","","break_4","1021314","300","37","",""
"1021314097","","","","","1","1021314","21","32","",""
"1021314098","","","","","0","1021314","0.2","93","",""
"1021314099","","","","","","1021314","0","141","",""
"1021314100","","","","","0","1021314","0.1","93","",""
"1021314101","","","","","","1021314","","92","",""
"1021314102","","","","","","1021314","1021314103","101","",""
"1021314103","","","","","0","1021314","se_obtent_10213_drama_break_3","24","",""
"1021314104","","","","","0","1021314","0","22","",""
"1021314105","","","","","1","1021314","22","32","",""
"1021314106","","","","","0","1021314","0.4","93","",""
"1021315001","1","1","","0","1","1021315","1","31","0",""
"1021315002","1","1","","0","3","1021315","3","31","0",""
"1021315003","1","1","","0","6","1021315","6","31","0",""
"1021315004","0","1","","0","10","1021315","10","31","0",""
"1021315005","0","1","","0","20","1021315","20","31","0",""
"1021315006","0","1","","0","21","1021315","21","31","0",""
"1021315007","0","1","","0","22","1021315","22","31","0",""
"1021315008","0","1","","0","100","1021315","115","31","0",""
"1021315009","0","1","","0","200","1021315","215","31","0",""
"1021315010","0","1","","0","300","1021315","315","31","0",""
"1021315011","1","-14","empty","0","1","1021315","1","5","27","0"
"1021315012","1","-14","empty","0","2","1021315","3","5","28","0"
"1021315013","1","-14","empty","0","3","1021315","3","5","26","0"
"1021315014","1","-14","empty","0","4","1021315","11","5","25","0"
"1021315015","1","-14","empty","0","5","1021315","13","5","24","0"
"1021315016","1","-24","empty","-10","6","1021315","11","5","13","0"
"1021315017","1","-24","empty","-10","7","1021315","13","5","12","0"
"1021315018","1","-14","empty","0","8","1021315","0","5","29","0"
"1021315019","1","-19","empty","-5","9","1021315","0","5","10","0"
"1021315020","0","1","","0.4","0.87","1021315","6","6","0.54","0"
"1021315021","0","1","","0.4","0.87","1021315","7","6","0.54","0"
"1021315022","0","1","","0.4","0.87","1021315","9","6","0.54","0"
"1021315023","","","","","","1021315","1","141","",""
"1021315024","","","","","","1021315","0","91","",""
"1021315025","","","","","0","1021315","0.033","93","",""
"1021315026","","","","","se_obtent_10213_drama_cook_nela","1021315","se_10067600","23","0",""
"1021315027","0","","","","nefy_cook","1021315","1","3","0","0"
"1021315028","0","","","","nefy_cook","1021315","2","3","0","0"
"1021315029","0","","","","nefy_end","1021315","3","3","0","0"
"1021315030","0","","","","nefy_cook","1021315","4","3","0","0"
"1021315031","0","","","","nefy_white","1021315","5","3","0","0"
"1021315032","0","","","","nefy_cook","1021315","6","3","0","0"
"1021315033","0","","","","nefy_white","1021315","7","3","0","0"
"1021315034","0","","","","nefy_cook","1021315","8","3","0","0"
"1021315035","0","","","","nefy_cook_w","1021315","9","3","0","0"
"1021315036","","","","","0","1021315","3","93","",""
"1021315037","","","","0","vo_obtent_1021315_01","1021315","vo_obtent_1021315","21","0",""
"1021315038","","","","","0","1021315","2.366","93","",""
"1021315039","","","","","","1021315","1021315040","101","",""
"1021315040","","","","","0","1021315","se_obtent_10213_drama_cook_nela","24","",""
"1021315041","","","","","0","1021315","0","22","",""
"1021315042","0","0","","1","1","1021315","1","6","1","0"
"1021315043","0","0","","1","1","1021315","2","6","1","0"
"1021315044","0","0","","1","1","1021315","3","6","1","0"
"1021315045","0","0","","1","1","1021315","4","6","1","0"
"1021315046","0","0","","1","1","1021315","5","6","1","0"
"1021315047","0","0","","1","1","1021315","6","6","1","0"
"1021315048","0","0","","1","1","1021315","7","6","1","0"
"1021315049","0","0","","1","1","1021315","8","6","1","0"
"1021315050","0","0","","1","1","1021315","9","6","1","0"
"1021315051","","","","","eat","1021315","1","37","",""
"1021315052","","","","","0","1021315","3","32","",""
"1021315053","","","","","0","1021315","6","32","",""
"1021315054","","","","","1","1021315","10","32","",""
"1021315055","","","","","1","1021315","100","32","",""
"1021315056","","","","","se_obtent_10213_drama_eat","1021315","se_10067600","23","0",""
"1021315057","","","","","0","1021315","0","93","",""
"1021315058","","","","0","vo_obtent_1021315_02","1021315","vo_obtent_1021315","21","0",""
"1021315059","","","","","0","1021315","2.8","93","",""
"1021315060","","","","0","vo_obtent_1021315_03","1021315","vo_obtent_1021315","21","0",""
"1021315061","","","","","0","1021315","2.6","93","",""
"1021315062","","","","","","1021315","2","26","",""
"1021315063","","","","0","vo_obtent_1021315_04","1021315","vo_obtent_1021315","21","0",""
"1021315064","","","","","0","1021315","2.5","93","",""
"1021315065","","","","","","1021315","1021315066","101","",""
"1021315066","","","","","0","1021315","10","32","",""
"1021315067","","","","","0","1021315","100","32","",""
"1021315068","","","","","1","1021315","20","32","",""
"1021315069","","","","","1","1021315","200","32","",""
"1021315070","","","","","1","1021315","300","32","",""
"1021315071","","","","","0","1021315","se_obtent_10213_drama_eat","24","",""
"1021315072","","","","","0","1021315","0","22","",""
"1021315073","","","","0","vo_obtent_1021315_05","1021315","vo_obtent_1021315","21","0",""
"1021315074","","","","","bgm_MC319A","1021315","bgm_MC319A","25","",""
"1021315075","","","","","se_obtent_10213_drama_break_1","1021315","se_10067600","23","0",""
"1021315076","","","","","0","1021315","3.5","93","",""
"1021315077","","","","","","1021315","1021315078","101","",""
"1021315078","","","","","break_2","1021315","20","37","",""
"1021315079","","","","","break_2","1021315","200","37","",""
"1021315080","","","","","break_2","1021315","300","37","",""
"1021315081","","","","","0","1021315","se_obtent_10213_drama_break_1","24","",""
"1021315082","","","","","0","1021315","0","22","",""
"1021315083","","","","0","vo_obtent_1021315_06","1021315","vo_obtent_1021315","21","0",""
"1021315084","","","","","se_obtent_10213_drama_break_2","1021315","se_10067600","23","0",""
"1021315085","","","","","0","1021315","4","93","",""
"1021315086","","","","","","1021315","1021315087","101","",""
"1021315087","","","","","break_3","1021315","20","37","",""
"1021315088","","","","","break_3","1021315","200","37","",""
"1021315089","","","","","break_3","1021315","300","37","",""
"1021315090","","","","","0","1021315","se_obtent_10213_drama_break_2","24","",""
"1021315091","","","","","0","1021315","0","22","",""
"1021315092","","","","0","vo_obtent_1021315_07","1021315","vo_obtent_1021315","21","0",""
"1021315093","","","","","se_obtent_10213_drama_break_3","1021315","se_10067600","23","0",""
"1021315094","","","","","0","1021315","5","93","",""
"1021315095","","","","","","1021315","1021315096","101","",""
"1021315096","","","","","break_4","1021315","300","37","",""
"1021315097","","","","","1","1021315","21","32","",""
"1021315098","","","","","0","1021315","0.2","93","",""
"1021315099","","","","","","1021315","0","141","",""
"1021315100","","","","","0","1021315","0.1","93","",""
"1021315101","","","","","","1021315","","92","",""
"1021315102","","","","","","1021315","1021315103","101","",""
"1021315103","","","","","0","1021315","se_obtent_10213_drama_break_3","24","",""
"1021315104","","","","","0","1021315","0","22","",""
"1021315105","","","","","1","1021315","22","32","",""
"1021315106","","","","","0","1021315","0.4","93","",""
"1021316001","1","1","","0","1","1021316","1","31","0",""
"1021316002","1","1","","0","3","1021316","3","31","0",""
"1021316003","1","1","","0","6","1021316","6","31","0",""
"1021316004","0","1","","0","10","1021316","10","31","0",""
"1021316005","0","1","","0","20","1021316","20","31","0",""
"1021316006","0","1","","0","21","1021316","21","31","0",""
"1021316007","0","1","","0","22","1021316","22","31","0",""
"1021316008","0","1","","0","100","1021316","116","31","0",""
"1021316009","0","1","","0","200","1021316","216","31","0",""
"1021316010","0","1","","0","300","1021316","316","31","0",""
"1021316011","1","-14","empty","0","1","1021316","1","5","27","0"
"1021316012","1","-14","empty","0","2","1021316","3","5","28","0"
"1021316013","1","-14","empty","0","3","1021316","3","5","26","0"
"1021316014","1","-14","empty","0","4","1021316","11","5","25","0"
"1021316015","1","-14","empty","0","5","1021316","13","5","24","0"
"1021316016","1","-24","empty","-10","6","1021316","11","5","13","0"
"1021316017","1","-24","empty","-10","7","1021316","13","5","12","0"
"1021316018","1","-14","empty","0","8","1021316","0","5","29","0"
"1021316019","1","-19","empty","-5","9","1021316","0","5","10","0"
"1021316020","0","1","","0.4","0.87","1021316","6","6","0.54","0"
"1021316021","0","1","","0.4","0.87","1021316","7","6","0.54","0"
"1021316022","0","1","","0.4","0.87","1021316","9","6","0.54","0"
"1021316023","","","","","","1021316","1","141","",""
"1021316024","","","","","","1021316","0","91","",""
"1021316025","","","","","0","1021316","0.033","93","",""
"1021316026","","","","","se_obtent_10213_drama_cook_nela","1021316","se_10067600","23","0",""
"1021316027","0","","","","nefy_cook","1021316","1","3","0","0"
"1021316028","0","","","","nefy_cook","1021316","2","3","0","0"
"1021316029","0","","","","nefy_end","1021316","3","3","0","0"
"1021316030","0","","","","nefy_cook","1021316","4","3","0","0"
"1021316031","0","","","","nefy_white","1021316","5","3","0","0"
"1021316032","0","","","","nefy_cook","1021316","6","3","0","0"
"1021316033","0","","","","nefy_white","1021316","7","3","0","0"
"1021316034","0","","","","nefy_cook","1021316","8","3","0","0"
"1021316035","0","","","","nefy_cook_w","1021316","9","3","0","0"
"1021316036","","","","","0","1021316","3","93","",""
"1021316037","","","","0","vo_obtent_1021316_01","1021316","vo_obtent_1021316","21","0",""
"1021316038","","","","","0","1021316","2.366","93","",""
"1021316039","","","","","","1021316","1021316040","101","",""
"1021316040","","","","","0","1021316","se_obtent_10213_drama_cook_nela","24","",""
"1021316041","","","","","0","1021316","0","22","",""
"1021316042","0","0","","1","1","1021316","1","6","1","0"
"1021316043","0","0","","1","1","1021316","2","6","1","0"
"1021316044","0","0","","1","1","1021316","3","6","1","0"
"1021316045","0","0","","1","1","1021316","4","6","1","0"
"1021316046","0","0","","1","1","1021316","5","6","1","0"
"1021316047","0","0","","1","1","1021316","6","6","1","0"
"1021316048","0","0","","1","1","1021316","7","6","1","0"
"1021316049","0","0","","1","1","1021316","8","6","1","0"
"1021316050","0","0","","1","1","1021316","9","6","1","0"
"1021316051","","","","","eat","1021316","1","37","",""
"1021316052","","","","","0","1021316","3","32","",""
"1021316053","","","","","0","1021316","6","32","",""
"1021316054","","","","","1","1021316","10","32","",""
"1021316055","","","","","1","1021316","100","32","",""
"1021316056","","","","","se_obtent_10213_drama_eat","1021316","se_10067600","23","0",""
"1021316057","","","","","0","1021316","0","93","",""
"1021316058","","","","0","vo_obtent_1021316_02","1021316","vo_obtent_1021316","21","0",""
"1021316059","","","","","0","1021316","2.8","93","",""
"1021316060","","","","0","vo_obtent_1021316_03","1021316","vo_obtent_1021316","21","0",""
"1021316061","","","","","0","1021316","2.6","93","",""
"1021316062","","","","","","1021316","2","26","",""
"1021316063","","","","0","vo_obtent_1021316_04","1021316","vo_obtent_1021316","21","0",""
"1021316064","","","","","0","1021316","2.5","93","",""
"1021316065","","","","","","1021316","1021316066","101","",""
"1021316066","","","","","0","1021316","10","32","",""
"1021316067","","","","","0","1021316","100","32","",""
"1021316068","","","","","1","1021316","20","32","",""
"1021316069","","","","","1","1021316","200","32","",""
"1021316070","","","","","1","1021316","300","32","",""
"1021316071","","","","","0","1021316","se_obtent_10213_drama_eat","24","",""
"1021316072","","","","","0","1021316","0","22","",""
"1021316073","","","","0","vo_obtent_1021316_05","1021316","vo_obtent_1021316","21","0",""
"1021316074","","","","","bgm_MC319A","1021316","bgm_MC319A","25","",""
"1021316075","","","","","se_obtent_10213_drama_break_1","1021316","se_10067600","23","0",""
"1021316076","","","","","0","1021316","3.5","93","",""
"1021316077","","","","","","1021316","1021316078","101","",""
"1021316078","","","","","break_2","1021316","20","37","",""
"1021316079","","","","","break_2","1021316","200","37","",""
"1021316080","","","","","break_2","1021316","300","37","",""
"1021316081","","","","","0","1021316","se_obtent_10213_drama_break_1","24","",""
"1021316082","","","","","0","1021316","0","22","",""
"1021316083","","","","0","vo_obtent_1021316_06","1021316","vo_obtent_1021316","21","0",""
"1021316084","","","","","se_obtent_10213_drama_break_2","1021316","se_10067600","23","0",""
"1021316085","","","","","0","1021316","4","93","",""
"1021316086","","","","","","1021316","1021316087","101","",""
"1021316087","","","","","break_3","1021316","20","37","",""
"1021316088","","","","","break_3","1021316","200","37","",""
"1021316089","","","","","break_3","1021316","300","37","",""
"1021316090","","","","","0","1021316","se_obtent_10213_drama_break_2","24","",""
"1021316091","","","","","0","1021316","0","22","",""
"1021316092","","","","0","vo_obtent_1021316_07","1021316","vo_obtent_1021316","21","0",""
"1021316093","","","","","se_obtent_10213_drama_break_3","1021316","se_10067600","23","0",""
"1021316094","","","","","0","1021316","5","93","",""
"1021316095","","","","","","1021316","1021316096","101","",""
"1021316096","","","","","break_4","1021316","300","37","",""
"1021316097","","","","","1","1021316","21","32","",""
"1021316098","","","","","0","1021316","0.2","93","",""
"1021316099","","","","","","1021316","0","141","",""
"1021316100","","","","","0","1021316","0.1","93","",""
"1021316101","","","","","","1021316","","92","",""
"1021316102","","","","","","1021316","1021316103","101","",""
"1021316103","","","","","0","1021316","se_obtent_10213_drama_break_3","24","",""
"1021316104","","","","","0","1021316","0","22","",""
"1021316105","","","","","1","1021316","22","32","",""
"1021316106","","","","","0","1021316","0.4","93","",""
"1021317001","1","1","","0","1","1021317","1","31","0",""
