079068b55ab181ec1344b8491c54be29cb9b416d941570d4d37b7d78df5a53b2,bde5366c74407a65caaba4806486bf2ad3aef082ae723327316e2e0b0f04a56c,65d24287f47dba0bdf014f20b9c5472e2d611e42220e73c52a3ae761211d0c94,5302acdb8544dd0b8b756380b7ff6934bc134ef111b3bfc15a53e8b22cd00a84,39a69f2d2b1892094da57245f81219577bdec9ee884f49d1612ae3e470af9cba,f5c113d43f586e1ebd22ec6e8de3734aef1f91963cb51ba44639eda4a02d0147,a99f174eaf9c3b58d3585bdf34c1f929c0b890bddfc2edab5b3a47d65bde0364,50caba4784b1fdab811757101b86a3178131d904a6a91a0beda32420a842e4a6,1240877c2ae88e5c86fad16c4d951acfba50ca6f478d8f4e0691cb4c4a99ca10,5b5701c7244bced51da4a882796c2ff7e7c15a6bef5a4f6d86217311f80c9984,70b5d23ec26855ea0bf888c09dfc214754acfaf71d42c8dce6eb4f9de18b43d0,028bec3597ec798fc1a0f7f9fce99c97b1afca61c3169813179c0163d68921fd,19b37814e23f784674894bebeafe36d681ca337334f8709144a7c6ffd596933f,b7737f2131851c03cf709f30d80b3977f6357d551a6ef5c939843fd012f2a11e,0f547b0ed234849bb65e45eb5ada33eb12f8fa867ed55c750b1e2d38c9f301c3,251cf4538d679df8fae4e9b96ebce3198a3e9a41db3fcb17ff6842f5e53f0a9f,892b6568671bfbc75654a8d1f0706aa2044923572a6e9cc30cbb37e72a3afe84,83557250a20247ebd8bdef12aa098a800dc0c4ba663d054fe0031bd8c164bb41,2bac9979e771cbb5f72b39fc1c127e8b248e992b9fc44d7026e64e3f52c4c4eb,990ce3e5636c4e5118e1b0677615c89713a05d172e33d86f5b847bdda99acfd3,de4fd97eb4b2982def8d3f455db6f28b11e90bc5162877f0afca2068396fcff0,65f0c1ab0899dbe46f0dc177631bf6e3350ab6804640d87384c38c8705eddf3e
"bgm_M64","-30","1","0.85","0","1","0","1080","101201","1","100","-470","1.35","1","210","0","1.1","10","101201","0","10800101","1"
"bgm_M64","-30","2","0.65","0","2","0","1080","101201","1","200","-250","1","1","200","-120","0.8","10","101201","-5","10800102","1"
"bgm_M64","-30","3","0.6","0","3","-15","1080","101201","1","100","-5","1.2","1","200","70","0.8","10","101201","0","10800103","1"
"bgm_M64","-30","4","0.7","10","4","0","1080","101201","1","100","190","1","1","200","-110","0.9","0","101201","-15","10800104","1"
"bgm_M55","-30","5","1","-50","5","-20","1080","101202","1","100","475","1.45","1","250","-30","1","10","101202","-45","10800105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1081","101291","1","170","-480","1","1","210","-100","0.9","10","101291","-30","10810101","1"
"bgm_M64","-30","2","0.7","-30","2","0","1081","101291","1","250","-230","1","1","240","-10","0.8","0","101291","-30","10810102","1"
"bgm_M64","-30","3","0.75","0","3","-15","1081","101291","1","100","-10","1.2","1","200","-110","1","5","101291","-10","10810103","1"
"bgm_M64","-30","4","0.8","-50","4","-10","1081","101291","1","300","200","1.3","1","200","55","1","-20","101291","-50","10810104","1"
"bgm_M55","-30","5","1.1","15","5","-20","1081","101292","1","100","490","1.45","1","230","-15","1","30","101292","30","10810105","1"
"bgm_M64","-30","1","0.8","20","1","0","1082","101301","1","100","-470","1.45","1","210","0","1.1","10","101301","0","10820101","1"
"bgm_M64","-30","2","0.75","0","2","0","1082","101301","1","100","-270","1.2","1","200","-120","1.1","10","101301","0","10820102","1"
"bgm_M64","-30","3","1.55","0","3","-15","1082","101301","1","100","0","2.3","1","200","65","2.2","0","101301","-10","10820103","1"
"bgm_M64","-30","4","0.7","0","4","0","1082","101301","1","100","200","1","1","200","-120","0.7","0","101301","0","10820104","1"
"bgm_M55","-30","5","1","-15","5","-20","1082","101302","1","100","470","1.2","1","270","-55","1.1","10","101302","-30","10820105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1083","101441","1","170","-450","1","1","210","0","0.9","10","101441","-30","10830101","1"
"bgm_M64","-30","2","0.75","0","2","0","1083","101441","1","100","-250","1.2","1","240","-90","1.1","0","101441","0","10830102","1"
"bgm_M64","-30","3","0.85","-30","3","-15","1083","101441","1","200","-25","1.4","1","200","60","1","0","101441","-10","10830103","1"
"bgm_M64","-30","4","0.75","-30","4","0","1083","101441","1","100","220","1.2","1","200","-70","1","0","101441","0","10830104","1"
"bgm_M55","-30","5","0.95","-35","5","-20","1083","101442","1","100","470","1.2","1","230","-70","1.1","10","101442","-30","10830105","1"
"bgm_M64","-30","1","0.85","0","1","0","1084","101451","1","100","-470","1.35","1","210","-50","1.1","10","101451","0","10840101","1"
"bgm_M64","-30","2","1","10","2","0","1084","101451","1","200","-250","1.35","1","240","40","1.1","0","101451","10","10840102","1"
"bgm_M64","-30","3","0.75","0","3","-15","1084","101451","1","100","0","1.2","1","200","-110","1.1","0","101451","-10","10840103","1"
"bgm_M64","-30","4","0.6","-30","4","0","1084","101451","1","300","210","0.8","1","200","30","0.6","-25","101451","-30","10840104","1"
"bgm_M55","-30","5","1.25","-35","5","0","1084","101452","1.2","100","510","1.55","1","290","-70","1.4","0","101452","-50","10840105","1"
"bgm_M64","-30","1","0.6","0","1","0","1085","101561","1","250","-480","0.8","1","210","-50","0.7","10","101561","-30","10850101","1"
"bgm_M64","-30","2","0.9","10","2","0","1085","101561","1","100","-250","1.5","1","200","-120","1.4","10","101561","0","10850102","1"
"bgm_M64","-30","3","0.65","0","3","-5","1085","101561","1","100","-10","1.1","1","200","65","1","5","101561","-10","10850103","1"
"bgm_M64","-30","4","0.65","0","4","0","1085","101561","1","100","190","1.1","1","200","-110","1","0","101561","0","10850104","1"
"bgm_M55","-30","5","1.25","-60","5","0","1085","101562","1.4","400","460","1.55","1","290","-70","1.35","0","101562","-50","10850105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1086","101001","1","170","-480","1","1","210","-100","0.9","10","101001","-30","10860101","1"
"bgm_M64","-30","2","0.7","-30","2","0","1086","101001","1","250","-250","1","1","240","-10","0.8","0","101001","-30","10860102","1"
"bgm_M64","-30","3","0.95","-30","3","-15","1086","101001","1","100","-10","1.4","1","200","-120","1","0","101001","-10","10860103","1"
"bgm_M64","-30","4","0.72","0","4","0","1086","101001","1","150","210","1.2","1","200","40","1","0","101001","-30","10860104","1"
"bgm_M55","-30","5","1.2","0","5","0","1086","101011","1.2","200","480","1.3","1","250","-40","1","0","101011","0","10860105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1087","101021","1","170","-450","1","1","210","0","0.9","10","101021","-30","10870101","1"
"bgm_M64","-30","2","0.65","0","2","0","1087","101021","1","200","-250","1","1","200","-120","0.8","10","101021","-5","10870102","1"
"bgm_M64","-30","3","0.6","0","3","-5","1087","101021","1","100","-10","0.9","1","200","65","0.8","5","101021","-10","10870103","1"
"bgm_M64","-30","4","0.7","-25","4","0","1087","101021","1","100","200","1","1","200","-100","0.85","0","101021","0","10870104","1"
"bgm_M55","-30","5","1.4","0","5","0","1087","101031","1","200","470","1.8","1","220","0","1.6","0","101031","0","10870105","1"
"bgm_M64","-30","1","0.85","20","1","0","1088","101041","1","100","-470","1.45","1","210","-100","1.1","10","101041","0","10880101","1"
"bgm_M64","-30","2","0.85","0","2","0","1088","101041","1","100","-220","1.45","1","200","30","1.1","10","101041","0","10880102","1"
"bgm_M64","-30","3","0.75","-30","3","-15","1088","101041","1","100","-10","1.3","1","200","-120","1.1","0","101041","-10","10880103","1"
"bgm_M64","-30","4","0.85","-30","4","0","1088","101041","1","100","200","1.4","1","200","40","1.1","0","101041","-20","10880104","1"
"bgm_M55","-30","5","1.1","-50","5","0","1088","101042","1","150","450","1.8","1.3","210","-55","1.35","0","101042","0","10880105","1"
"bgm_M64","-30","1","0.85","0","1","0","1089","101161","1","100","-470","1.35","1","210","-10","1.1","10","101161","0","10890101","1"
"bgm_M64","-30","2","0.7","-30","2","0","1089","101161","1","250","-250","1","1","240","-110","0.8","0","101161","-30","10890102","1"
"bgm_M64","-30","3","0.75","0","3","-15","1089","101161","1","100","-10","1.2","1","200","50","1","5","101161","-10","10890103","1"
"bgm_M64","-30","4","1","0","4","0","1089","101161","1","200","210","1.5","1","200","-90","1","0","101161","0","10890104","1"
"bgm_M55","-30","5","0.9","-50","5","-40","1089","101162","1","270","485","1.15","1.3","280","-70","1","-10","101162","-45","10890105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1090","101171","1","170","-450","1","1","210","-90","0.9","10","101171","-30","10900101","1"
"bgm_M64","-30","2","0.75","0","2","0","1090","101171","1","100","-230","1.2","1","240","10","1.1","0","101171","0","10900102","1"
"bgm_M64","-30","3","0.9","-30","3","-15","1090","101171","1","100","15","1.4","1","200","-120","1","0","101171","-10","10900103","1"
"bgm_M64","-30","4","0.8","-60","4","0","1090","101171","1","300","200","1.3","1","200","40","1","0","101171","-50","10900104","1"
"bgm_M55","-30","5","1","-50","5","-20","1090","101172","1","200","475","1.45","1","250","-30","1","10","101172","0","10900105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1091","101191","1","170","-480","1","1","210","0","0.9","10","101191","-30","10910101","1"
"bgm_M64","-30","2","0.9","10","2","0","1091","101191","1","100","-250","1.5","1","200","-120","1.4","10","101191","0","10910102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1091","101191","1","100","-10","1.1","1","200","65","1","0","101191","-10","10910103","1"
"bgm_M64","-30","4","0.7","0","4","0","1091","101191","1","100","200","1","1","200","-120","0.7","0","101191","0","10910104","1"
"bgm_M55","-30","5","1.1","-50","5","0","1091","101192","1.2","200","485","1.3","1","280","-70","1","-10","101192","-45","10910105","1"
"bgm_M64","-30","1","0.85","20","1","0","1092","101201","1","100","-470","1.45","1","210","-100","1.1","10","101201","0","10920101","1"
"bgm_M64","-30","2","0.65","0","2","0","1092","101201","1","200","-250","1","1","200","-120","0.8","10","101201","-5","10920102","1"
"bgm_M64","-30","3","0.8","0","3","-10","1092","101201","1","100","0","1.15","1","200","-65","1.1","0","101201","-10","10920103","1"
"bgm_M64","-30","4","0.7","10","4","0","1092","101201","1","100","190","1","1","200","-110","0.9","0","101201","-15","10920104","1"
"bgm_M55","-30","5","1","-50","5","-20","1092","101202","1","100","475","1.45","1","250","-30","1","10","101202","-45","10920105","1"
"bgm_M64","-30","1","0.6","0","1","0","1093","101291","1","250","-480","0.8","1","210","-30","0.7","10","101291","-30","10930101","1"
"bgm_M64","-30","2","0.9","10","2","0","1093","101291","1","200","-250","1.35","1","240","-110","1.1","0","101291","10","10930102","1"
"bgm_M64","-30","3","0.6","-50","3","-13","1093","101291","1.4","150","-10","0.9","1","200","0","0.55","0","101291","-60","10930103","1"
"bgm_M64","-30","4","1","0","4","0","1093","101291","1","100","200","1.4","1","200","-120","1","0","101291","0","10930104","1"
"bgm_M55","-30","5","1.1","15","5","-20","1093","101292","1","100","490","1.45","1","230","20","1","30","101292","30","10930105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1094","101301","1","170","-480","1","1","210","0","0.9","10","101301","-30","10940101","1"
"bgm_M64","-30","2","0.85","0","2","0","1094","101301","1","100","-220","1.45","1","200","-110","1.1","10","101301","0","10940102","1"
"bgm_M64","-30","3","0.65","-20","3","-15","1094","101301","1","100","10","1","1","200","55","0.7","0","101301","-10","10940103","1"
"bgm_M64","-30","4","0.9","-30","4","0","1094","101301","1","100","200","1.5","1","200","-110","1","0","101301","0","10940104","1"
"bgm_M55","-30","5","1","-15","5","-20","1094","101302","1","100","470","1.2","1","270","-50","1.1","10","101302","-30","10940105","1"
"bgm_M64","-30","1","0.85","0","1","0","1095","101441","1","100","-470","1.35","1","210","30","1.1","10","101441","0","10950101","1"
"bgm_M64","-30","2","0.7","-30","2","0","1095","101441","1","250","-250","1","1","240","-120","0.8","0","101441","-30","10950102","1"
"bgm_M64","-30","3","0.95","-30","3","-15","1095","101441","1","100","20","1.4","1","200","30","1","0","101441","-10","10950103","1"
"bgm_M64","-30","4","0.72","0","4","0","1095","101441","1","150","210","1.2","1","200","-110","1","0","101441","-30","10950104","1"
"bgm_M55","-30","5","0.95","-35","5","-20","1095","101442","1","100","470","1.2","1","230","-20","1.1","10","101442","-30","10950105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1096","101451","1","170","-450","1","1","210","-90","0.9","10","101451","-30","10960101","1"
"bgm_M64","-30","2","0.75","0","2","0","1096","101451","1","100","-230","1.2","1","240","10","1.1","0","101451","0","10960102","1"
"bgm_M64","-30","3","0.9","0","3","0","1096","101451","1","100","0","1.2","1","200","-110","1","0","101451","0","10960103","1"
"bgm_M64","-30","4","0.7","-25","4","0","1096","101451","1","100","200","1","1","200","20","0.85","0","101451","0","10960104","1"
"bgm_M55","-30","5","1.25","-35","5","0","1096","101452","1.2","100","510","1.55","1","290","-70","1.4","0","101452","-50","10960105","1"
"bgm_M64","-30","1","0.6","0","1","0","1097","101561","1","250","-480","0.8","1","210","-30","0.7","10","101561","-30","10970101","1"
"bgm_M64","-30","2","0.65","0","2","0","1097","101561","1","200","-250","1","1","200","-120","0.8","10","101561","-5","10970102","1"
"bgm_M64","-30","3","0.75","0","3","-15","1097","101561","1","100","0","1.2","1","200","30","1.1","0","101561","-10","10970103","1"
"bgm_M64","-30","4","0.65","0","4","0","1097","101561","1","100","190","1.1","1","200","-110","1","0","101561","0","10970104","1"
"bgm_M55","-30","5","1.25","-60","5","0","1097","101562","1.4","400","460","1.55","1","290","-70","1.35","0","101562","-50","10970105","1"
"bgm_M64","-30","1","0.85","20","1","0","1098","101001","1","100","-470","1.45","1","210","-100","1.1","10","101001","0","10980101","1"
"bgm_M64","-30","2","0.9","10","2","0","1098","101001","1","100","-250","1.5","1","200","40","1.4","10","101001","0","10980102","1"
"bgm_M64","-30","3","0.75","-30","3","-15","1098","101001","1","100","-10","1.3","1","200","-120","1.1","0","101001","-10","10980103","1"
"bgm_M64","-30","4","0.6","-30","4","0","1098","101001","1","300","210","0.8","1","200","10","0.6","-25","101001","-30","10980104","1"
"bgm_M55","-30","5","1.2","0","5","0","1098","101011","1.2","200","480","1.3","1","250","-70","1","0","101011","0","10980105","1"
"bgm_M64","-30","1","0.8","-25","1","-5","1099","101021","1","120","-470","1.3","1","210","0","1","10","101021","-30","10990101","1"
"bgm_M64","-30","2","0.9","10","2","0","1099","101021","1","200","-250","1.4","1","240","-110","1.1","0","101021","10","10990102","1"
"bgm_M64","-30","3","0.5","-20","3","-15","1099","101021","1","100","-10","0.85","1","200","65","0.7","0","101021","-30","10990103","1"
"bgm_M64","-30","4","1","0","4","0","1099","101021","1","200","210","1.5","1","200","-90","1","0","101021","0","10990104","1"
"bgm_M55","-30","5","1.4","0","5","0","1099","101031","1","200","470","1.8","1","220","0","1.6","0","101031","0","10990105","1"
