a5923585095f5487b08eb5f495e8ff3946733f3606255cea055036b95f4b604b,b032ae6f880940de2205f36782950c4616d7d2b3d83d45661cc033f2b17ed7fd,012815ba62a67f309ffdaecbc73b7ea901ab6269ac0248e9cd6808e98edccddf,7761172c4f8f6206b72c304c46d7b995c4535cf270622a5ad1befe425fd1f68f,542956fb1202f86292abf8bd3a45473b00dfe5dcfaf8ce1d4912a1e483c26e92,e50f9f9a9d3cf7d45b9c2f478eb00fe7670136ae31ad9d6f8e10bca52af73596,15ab128832a826294bdd74cefe2a0dae6b502c8f4d8ef9d31f8d2fe893331c7c,86d42b9c2aad1b23ced4c111f77e3a1bc69a43e938e7bc53c1a4c32e684f8f77,be0ec74603175de4fa41a007ebf3ab9353e28168d1ee571be51ea51a1b0d53eb,39c3365dc5d2de3a8d72d2d591f7f8b2b1123f5890595398c9b9fe657e89f903,032cf0379339ff0cc499e0a2dcbb241702d30bd1bf3b84a9100636bfd3c40812
"","","0","","","","1007408","91","","","1007408196"
"","0","102511","","0.2","","1007408","3","mhp_suzume_sit_in_sad","","1007408197"
"","","0","","","","1007408","91","","","1007408198"
"","1","117531","0","0.2","","1007408","3","mhp_sit_idle_sad","","1007408199"
"","1","102511","0","0.2","","1007408","3","mhp_sit_talk_sad2","","1007408200"
"","0","vo_mhp_1007408","","","","1007408","21","vo_mhp_2116","0","1007408201"
"0","7","102511","0","","0.5","1007408","11","那個……醫生？","1","1007408202"
"","","0","","","","1007408","91","","","1007408203"
"","1","102511","0","0.2","","1007408","3","mhp_sit_idle_sad2","","1007408204"
"","1","117531","0","0.2","","1007408","3","mhp_sit_talk_bitter","","1007408205"
"","0","vo_mhp_1007408","","","","1007408","21","vo_mhp_2117","0","1007408206"
"0","5","117531","0","0","0.5","1007408","11","……今天的診療就先告一段落吧。\n請妳改天再過來。","1","1007408207"
"","","0","","","","1007408","91","","","1007408208"
"","","0","","","","1007408","22","0","","1007408209"
"","1","117531","0","0.2","","1007408","3","mhp_sit_idle","","1007408210"
"","0","102511","0","0.2","","1007408","3","mhp_suzume_sit_out_sad2","","1007408211"
"","","0.5","","","","1007408","93","","","1007408212"
"0","2","102511","","0","","1007408","12","17","","1007408213"
"","","0.5","","","","1007408","93","","","1007408214"
"","","0","","","","1007408","91","","","1007408215"
"","1","102511","0","0.2","","1007408","3","mhp_suzume_walk_sad","","1007408216"
"","","102511","","","","1007408","4","1","","1007408217"
"","-220","102511","0","","","1007408","2","-1000","5","1007408218"
"","","4","","","","1007408","93","0","","1007408219"
"","","0","","","","1007408","91","","","1007408220"
"0","100","1","-200","1.7","mhp_idle_normal","1007409","1","102511","-1000","1007409001"
"1","100","1","-220","1.7","mhp_mitsuki_sit_idle_sad","1007409","1","117531","185","1007409002"
"1","100","1","-200","1.7","mhp_sit_idle","1007409","1","117631","365","1007409003"
"","-240","1","0.85","1","","1007409","31","1","-154","1007409004"
"","0","10","1","0","","1007409","31","110","0","1007409005"
"","0","14","1","0","","1007409","31","114","0","1007409006"
"","0","22","1","0","","1007409","31","122","0","1007409007"
"","0","30","1","0","","1007409","31","130","0","1007409008"
"0","110","1","-220","1.7","NoItem","1007409","5","11","-200","1007409009"
"0","105","1","-220","1.7","NoItem","1007409","5","12","-200","1007409010"
"1","110","1","-220","1.7","NoItem","1007409","5","21","185","1007409011"
"1","105","1","-220","1.7","NoItem","1007409","5","22","185","1007409012"
"0","1","11","0","0","","1007409","6","1","1","1007409013"
"0","1","12","0","0","","1007409","6","1","1","1007409014"
"0","1","21","0","0","","1007409","6","1","1","1007409015"
"0","1","22","0","0","","1007409","6","1","1","1007409016"
"","","0","","","","1007409","91","","","1007409017"
"","1","117531","","0.2","","1007409","3","mhp_mitsuki_sit_talk_sad","","1007409018"
"","0","vo_mhp_1007409","","","","1007409","21","vo_mhp_2201","0","1007409019"
"0","5","117531","0","0","0.5","1007409","11","鈴莓，請進～","0","1007409020"
"","","0","","","","1007409","91","","","1007409021"
"","1","117531","","0.2","","1007409","3","mhp_mitsuki_sit_idle_sad","","1007409022"
"","1","102511","","0.2","","1007409","3","mhp_walk_sad","","1007409023"
"","-220","102511","0","","","1007409","2","-200","4","1007409024"
"","","0","","","","1007409","91","","","1007409025"
"0.2","0","102511","1","0.2","","1007409","3","mhp_sit_in_sad","mhp_sit_talk_sad","1007409026"
"","","1","","","","1007409","93","","","1007409027"
"","0","vo_mhp_1007409","","","","1007409","21","vo_mhp_2202","0","1007409028"
"0","5","102511","0","0","0.5","1007409","11","妳、妳好……\n咿，深、深月醫生，\n妳給人的感覺怎麼……","1","1007409029"
"","","0","","","","1007409","91","","","1007409030"
"","1","102511","","0.2","","1007409","3","mhp_sit_idle_sad","","1007409031"
"","1","117531","","0.2","","1007409","3","mhp_sit_talk_sad","","1007409032"
"","0","vo_mhp_1007409","","","","1007409","21","vo_mhp_2203","0","1007409033"
"0","5","117531","0","0","0.5","1007409","11","這是理所當然的。\n我用盡了各種能想到的方法，\n卻沒能治好妳的冒失……","1","1007409034"
"","","0","","","","1007409","91","","","1007409035"
"","1","117531","","0.2","","1007409","3","mhp_sit_talk_wish","","1007409036"
"","0","vo_mhp_1007409","","","","1007409","21","vo_mhp_2204","0","1007409037"
"0","5","117531","0","0","0.5","1007409","11","所以我要使用最後的手段。","1","1007409038"
"","","0","","","","1007409","91","","","1007409039"
"","1","117531","","0.2","","1007409","3","mhp_sit_idle_wish","","1007409040"
"","1","102511","","0.2","","1007409","3","mhp_sit_talk_sad","","1007409041"
"","0","vo_mhp_1007409","","","","1007409","21","vo_mhp_2205","0","1007409042"
"0","8","102511","0","0","0.5","1007409","11","最、最後的手段……？","1","1007409043"
"","","0","","","","1007409","91","","","1007409044"
"","1","102511","","0.2","","1007409","3","mhp_sit_idle_sad","","1007409045"
"","0","117531","","0.2","","1007409","3","mhp_sit_talk_guts","","1007409046"
"","0","vo_mhp_1007409","","","","1007409","21","vo_mhp_2206","0","1007409047"
"0","5","117531","0","0","0.5","1007409","11","沒錯，這場戰鬥賭上了\n醫生和患者……\n不對，是我和鈴莓的尊嚴。","1","1007409048"
"","","1","","","","1007409","93","0","","1007409049"
"","1","117531","","0.2","","1007409","3","mhp_sit_idle_guts","","1007409050"
"","","4.5","","","","1007409","93","1","","1007409051"
"","","1007409048","","","","1007409","91","","","1007409052"
"","1","117631","","0.2","","1007409","3","mhp_sit_talk_sad","","1007409053"
"","0","vo_mhp_1007409","","","","1007409","21","vo_mhp_2207","0","1007409054"
"0","6","117631","0","0","0.5","1007409","11","這件事需要搞得這麼嚴肅嗎？","1","1007409055"
"","","0","","","","1007409","91","","","1007409056"
"","1","117631","","0.2","","1007409","3","mhp_sit_idle","","1007409057"
"","1","117531","","0.2","","1007409","3","mhp_sit_talk_joy1","","1007409058"
"","0","vo_mhp_1007409","","","","1007409","21","vo_mhp_2208","0","1007409059"
"0","6","117531","0","0","0.5","1007409","11","好，我現在就要解放這隻眼睛了！\n妳做好覺悟吧！","1","1007409060"
"","","0","","","","1007409","91","","","1007409061"
"0.2","0","117531","1","0.2","","1007409","3","mhp_mitsuki_sit_kaihou_in","mhp_mitsuki_sit_kaihou_loop","1007409062"
"","","1.5","","","","1007409","93","0","","1007409063"
"","","122","1","1","","1007409","32","1","","1007409064"
"","","se_10031400","","","","1007409","23","se_10031400_flash","","1007409065"
"","","0.5","","","","1007409","93","0","","1007409066"
"","1","117531","","0.2","","1007409","3","mhp_sit_talk_thinking","","1007409067"
"","1","102511","","0.2","","1007409","3","mhp_sit_talk_surprise2","","1007409068"
"","","1.5","","","","1007409","93","0","","1007409069"
"","0","vo_mhp_1007409","","","","1007409","21","vo_mhp_2209","0","1007409070"
"0","3","102511","0","0","0.5","1007409","11","呀啊！\n怎、怎麼樣呢……","1","1007409071"
"","","0","","","","1007409","91","","","1007409072"
"","1","102511","","0.2","","1007409","3","mhp_sit_idle_sad","","1007409073"
"","1","117531","","0.2","","1007409","3","mhp_sit_talk_thinking","","1007409074"
"","0","vo_mhp_1007409","","","","1007409","21","vo_mhp_2210","0","1007409075"
"0","4","117531","0","0","0.5","1007409","11","哼、哼哼……我用這隻眼睛看透了\n妳的一切。但妳的身體非常健康，\n體能也沒有異常之處。\n我完全搞不懂妳冒失的原因啊……","1","1007409076"
"","","0","","","","1007409","91","","","1007409077"
"","1","117531","","0.2","","1007409","3","mhp_sit_talk_sad2","","1007409078"
"","0","vo_mhp_1007409","","","","1007409","21","vo_mhp_2211","0","1007409079"
"0","5","117531","0","0","0.5","1007409","11","再繼續深入，就是醫學\n無法涉入的禁忌領域了。\n雖然很不甘心，但我投降……","1","1007409080"
"","","0","","","","1007409","91","","","1007409081"
"","1","117531","","0.2","","1007409","3","mhp_sit_talk_worry","","1007409082"
"","0","vo_mhp_1007409","","","","1007409","21","vo_mhp_2212","0","1007409083"
"0","6","117531","0","0","0.5","1007409","11","我想這樣應該很難受，但請妳好好面對\n名為冒失的罪孽，堅強地活下去吧。","1","1007409084"
"","","0","","","","1007409","91","","","1007409085"
"0.2","0","102511","1","0.2","","1007409","3","mhp_suzume_tohoho_in","mhp_suzume_tohoho_loop","1007409086"
"","","1","","","","1007409","93","0","","1007409087"
"","","110","1","","","1007409","32","1","","1007409088"
"","-100","110","1","","","1007409","33","-205","0","1007409089"
"","-100","114","1","","","1007409","33","-205","0","1007409090"
"","","0.8","","","","1007409","93","0","","1007409091"
"","0","vo_mhp_1007409","","","","1007409","21","vo_mhp_2213","0","1007409092"
"","","102511","","","","1007409","13","10001","","1007409093"
"0","4","102511","0","0","0.5","1007409","11","咦～怎麼這樣～！","1","1007409094"
"","","0","","","","1007409","91","","","1007409095"
"","","0","","","","1007409","22","0","","1007409096"
"","","0.2","","","","1007409","93","0","","1007409097"
"","","114","1","","","1007409","32","1","","1007409098"
"","","1","","","","1007409","93","0","","1007409099"
"","","130","","","","1007409","32","1","","1007409100"
"","","4","","","","1007409","93","0","","1007409101"
"","","130","","","","1007409","32","0","","1007409102"
"0","100","1","-240","1.7","mhp_idle_normal","1007410","1","104431","-1000","1007410001"
"1","100","1","-200","1.7","mhp_sit_idle","1007410","1","117631","365","1007410002"
"1","100","1","-220","1.7","mhp_sit_idle","1007410","1","117531","185","1007410003"
"","-240","1","0.85","1","","1007410","31","1","-154","1007410004"
"0","110","1","-220","1.7","NoItem","1007410","5","11","-200","1007410005"
"0","105","1","-220","1.7","NoItem","1007410","5","12","-200","1007410006"
"1","110","1","-220","1.7","NoItem","1007410","5","21","185","1007410007"
"1","105","1","-220","1.7","NoItem","1007410","5","22","185","1007410008"
"0","1","11","0","0","","1007410","6","1","1","1007410009"
"0","1","12","0","0","","1007410","6","1","1","1007410010"
"0","1","21","0","0","","1007410","6","1","1","1007410011"
"0","1","22","0","0","","1007410","6","1","1","1007410012"
"","","0","","","","1007410","91","","","1007410013"
"","1","117531","","0.2","","1007410","3","mhp_sit_talk_normal","","1007410014"
"","0","vo_mhp_1007410","","","","1007410","21","vo_mhp_5001","0","1007410015"
"0","7","117531","0","0","0.5","1007410","11","下一位請進～","0","1007410016"
"","","0","","","","1007410","91","","","1007410017"
"","1","117531","","0.2","","1007410","3","mhp_sit_idle","","1007410018"
"","1","104431","","0.2","","1007410","3","mhp_walk","","1007410019"
"","-220","104431","0","","","1007410","2","-200","4","1007410020"
"","","0","","","","1007410","91","","","1007410021"
"","0","104431","","0.2","","1007410","3","mhp_sit_in","","1007410022"
"","","0","","","","1007410","91","","","1007410023"
"","1","104431","","0.2","","1007410","3","mhp_sit_idle","","1007410024"
"","","1","","","","1007410","93","0","","1007410025"
"","1","117531","","0.2","","1007410","3","mhp_sit_talk_normal","","1007410026"
"","0","vo_mhp_1007410","","","","1007410","21","vo_mhp_5002","0","1007410027"
"0","5","117531","0","0","0.5","1007410","11","哎呀，\n又來了一位不簡單的人物呢。","1","1007410028"
"","","0","","","","1007410","91","","","1007410029"
"","1","117531","","0.2","","1007410","3","mhp_sit_idle","","1007410030"
"0","0","104431","1","0.2","","1007410","3","mhp_ilya_doya_in","mhp_ilya_doya_talk_loop","1007410031"
"","0","vo_mhp_1007410","","","","1007410","21","vo_mhp_5003","0","1007410032"
"0","3","104431","0","0","1.5","1007410","11","哦，妳明白嗎？正是如此！\n妾身名為伊莉亞‧奧恩斯坦，\n乃是統御黑夜之人！","1","1007410033"
"","","0","","","","1007410","91","","","1007410034"
"","1","104431","","0.2","","1007410","3","mhp_ilya_doya_loop","","1007410035"
"","1","117531","","0.2","","1007410","3","mhp_sit_talk_wish","","1007410036"
"","0","vo_mhp_1007410","","","","1007410","21","vo_mhp_5004","0","1007410037"
"0","4","117531","0","0","0.5","1007410","11","哦～我是有聽過傳聞，\n據說傳說的吸血鬼復活了，\n難道那就是在說妳嗎？","1","1007410038"
"","","0","","","","1007410","91","","","1007410039"
"","1","117531","","0.2","","1007410","3","mhp_sit_idle_memory","","1007410040"
"","1","104431","","0.2","","1007410","3","mhp_sit_talk_normal","","1007410041"
"","0","vo_mhp_1007410","","","","1007410","21","vo_mhp_5005","0","1007410042"
"0","4","104431","0","0","0.5","1007410","11","不愧是名醫，幸好妳馬上就了解……\n呃，怎、怎麼了？\n妳怎麼好像很興奮……","1","1007410043"
"","","5","","","","1007410","93","1","","1007410044"
"","1","104431","","0.2","","1007410","3","mhp_sit_talk_sad","","1007410045"
"","","1007410043","","","","1007410","91","","","1007410046"
"","1","104431","","0.2","","1007410","3","mhp_sit_idle_sad","","1007410047"
"","1","117531","","0.2","","1007410","3","mhp_mitsuki_sit_ecstatic_talk","","1007410048"
"","0","vo_mhp_1007410","","","","1007410","21","vo_mhp_5006","0","1007410049"
"0","5","117531","0","0","0.5","1007410","11","這是當然。因為妳是傳說的吸血鬼吧？\n面對這麼有魅力的研究對象，\n不論是誰都會興奮起來的。所以說──","1","1007410050"
"","","0","","","","1007410","91","","","1007410051"
"","0","能讓我解剖妳的身體嗎？","","","","1007410","103","1007410055","","1007410052"
"","0","要不要吸我的血看看？","","","","1007410","103","1007410066","","1007410053"
"","0","要不要使用我的眼睛呢？","","","","1007410","103","1007410072","","1007410054"
"","1","117531","","0.2","","1007410","3","mhp_mitsuki_sit_ecstatic_idle","","1007410055"
"","1","104431","","0.2","","1007410","3","mhp_sit_talk_surprise2","","1007410056"
"","0","vo_mhp_1007410","","","","1007410","21","vo_mhp_5007","0","1007410057"
"0","5","104431","0","0","0.5","1007410","11","好可怕好可怕！妳突然說這什麼話！\n妾身怎麼可能答應！","1","1007410058"
"","","0","","","","1007410","91","","","1007410059"
"","1","104431","","0.2","","1007410","3","mhp_sit_idle_surprise2","","1007410060"
"","1","117531","","0.2","","1007410","3","mhp_mitsuki_sit_ecstatic_talk","","1007410061"
"","0","vo_mhp_1007410","","","","1007410","21","vo_mhp_5008","0","1007410062"
"0","6","117531","0","0","0.5","1007410","11","這就要請妳通融了。妳放心，\n我會在妳還沒注意到\n自己被切開時就結束的。","1","1007410063"
"","","0","","","","1007410","91","","","1007410064"
"","","1007410081","","","","1007410","101","","","1007410065"
"","1","117531","","0.2","","1007410","3","mhp_mitsuki_sit_ecstatic_idle","","1007410066"
"","1","104431","","0.2","","1007410","3","mhp_sit_talk_sad","","1007410067"
"","0","vo_mhp_1007410","","","","1007410","21","vo_mhp_5009","0","1007410068"
"0","4","104431","0","0","0.5","1007410","11","咦，不、不了……是為什麼呢？\n這是很令人感謝的提議，\n但總覺得好像會無可挽回，\n所以就不必了……","1","1007410069"
"","","0","","","","1007410","91","","","1007410070"
"","","1007410081","","","","1007410","101","","","1007410071"
"0","0","117531","1","0.2","","1007410","3","mhp_mitsuki_sit_kaihou_in","mhp_mitsuki_sit_kaihou_loop","1007410072"
"","1","104431","","0.2","","1007410","3","mhp_sit_talk_worry","","1007410073"
"","0","vo_mhp_1007410","","","","1007410","21","vo_mhp_5010","0","1007410074"
"0","4","104431","0","0","0.5","1007410","11","嗯？妳、妳打算做什麼？\n那個眼帶應該不是\n可以經常取下來的東西吧？","1","1007410075"
"","","0","","","","1007410","91","","","1007410076"
"","1","104431","","0.2","","1007410","3","mhp_sit_idle_sad","","1007410077"
"","1","117531","","0.2","","1007410","3","mhp_sit_talk_joy1","","1007410078"
"","0","vo_mhp_1007410","","","","1007410","21","vo_mhp_5011","0","1007410079"
"0","4","117531","0","0","0.5","1007410","11","是啊，但我覺得如果是妳，\n應該可以特別讓妳瞧瞧吧♪","1","1007410080"
"","","0","","","","1007410","91","","","1007410081"
"","","0","","","","1007410","22","0.5","","1007410082"
"","1","117531","","0.2","","1007410","3","mhp_mitsuki_sit_ecstatic_idle","","1007410083"
"0.2","0","104431","1","0.2","","1007410","3","mhp_sit_out_sad","mhp_talk_anger2","1007410084"
"","","1","","","","1007410","93","1","","1007410085"
"","0","vo_mhp_1007410","","","","1007410","21","vo_mhp_5012","0","1007410086"
"0","5","104431","0","0","0.5","1007410","11","這麼危險的地方，誰待得下去啊！\n撤退，撤退！","1","1007410087"
"","","0.5","","","","1007410","93","1","","1007410088"
"","","1007410087","","","","1007410","91","","","1007410089"
"","","104431","","","","1007410","4","1","","1007410090"
"0","2","104431","","0","","1007410","12","1","","1007410091"
"","1","104431","","0.2","","1007410","3","mhp_run_sad","","1007410092"
"","-220","104431","0","","","1007410","2","-1000","2","1007410093"
"","","0.2","","","","1007410","93","0","","1007410094"
"0.2","0","117531","1","0.2","","1007410","3","mhp_sit_wavehand","mhp_sit_talk_normal","1007410095"
"","0","vo_mhp_1007410","","","","1007410","21","vo_mhp_5013","0","1007410096"
"0","6","117531","0","0","0.5","1007410","11","這樣啊，真可惜。要再過來喔♪","1","1007410097"
"","","0","","","","1007410","91","","","1007410098"
"","","0","","","","1007410","22","0.5","","1007410099"
"","1","117531","","0.2","","1007410","3","mhp_sit_idle","","1007410100"
"","","1.8","","","","1007410","93","0","","1007410101"
"","","0","","","","1007410","91","","","1007410102"
"0","100","1","-240","1.7","mhp_idle_normal","1007411","1","104431","-1000","1007411001"
"1","100","1","-200","1.7","mhp_sit_idle","1007411","1","117631","365","1007411002"
"1","120","1","-220","1.7","mhp_sit_idle","1007411","1","117531","185","1007411003"
"","-240","1","0.85","1","","1007411","31","1","-154","1007411004"
"1","110","1","-200","1.7","NoItem","1007411","5","11","365","1007411005"
"0","1","11","1","0","","1007411","6","1","1","1007411006"
"","","0","","","","1007411","91","","","1007411007"
"","1","117531","","0.2","","1007411","3","mhp_sit_talk_normal","","1007411008"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5101","0","1007411009"
"0","6","117531","0","0","0.5","1007411","11","伊莉亞，請進～","0","1007411010"
"","","0","","","","1007411","91","","","1007411011"
"","1","117531","","0.2","","1007411","3","mhp_sit_idle","","1007411012"
"","1","104431","","0.2","","1007411","3","mhp_walk","","1007411013"
"","-220","104431","0","","","1007411","2","-200","4","1007411014"
"","","0","","","","1007411","91","","","1007411015"
"","0","104431","","0.2","","1007411","3","mhp_sit_in_sad","","1007411016"
"","","0","","","","1007411","91","","","1007411017"
"","1","104431","","0.2","","1007411","3","mhp_sit_idle_sad","","1007411018"
"","","1","","","","1007411","93","0","","1007411019"
"","1","104431","","0.2","","1007411","3","mhp_sit_talk_worry","","1007411020"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5102","0","1007411021"
"0","5","104431","0","0","0.5","1007411","11","……雖然妾身不是很樂意求助於妳，\n但為了達到目的，這也是無可奈何。\n拜託妳，能不能幫助妾身，\n維持這個模樣？","1","1007411022"
"","","0","","","","1007411","91","","","1007411023"
"","1","104431","","0.2","","1007411","3","mhp_sit_idle_sad","","1007411024"
"","1","117631","","0.2","","1007411","3","mhp_sit_talk_normal","","1007411025"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5103","0","1007411026"
"0","6","117631","0","0","0.5","1007411","11","妳的說法就像\n自己還有別的模樣呢？","1","1007411027"
"","","0","","","","1007411","91","","","1007411028"
"","1","117631","","0.2","","1007411","3","mhp_sit_idle","","1007411029"
"","1","104431","","0.2","","1007411","3","mhp_sit_talk_sad","","1007411030"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5104","0","1007411031"
"0","5","104431","0","0","1","1007411","11","其實妾身會因為魔力不足，\n而變成小孩子的模樣。\n現在是非常勉強維持住，但在某個條件下，\n妾身就能好好維持原本的模樣……","1","1007411032"
"","","0","","","","1007411","91","","","1007411033"
"","1","104431","","0.2","","1007411","3","mhp_sit_idle_sad","","1007411034"
"","1","117531","","0.2","","1007411","3","mhp_sit_talk_normal","","1007411035"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5105","0","1007411036"
"0","4","117531","0","0","0.5","1007411","11","原來是這樣啊，\n我順便問一下，\n那個條件是什麼內容？","1","1007411037"
"","","0","","","","1007411","91","","","1007411038"
"","1","117531","","0.2","","1007411","3","mhp_sit_idle","","1007411039"
"","1","104431","","0.2","","1007411","3","mhp_sit_talk_wish","","1007411040"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5106","0","1007411041"
"0","5","104431","0","0","0.5","1007411","11","就是待在某個人的身邊。\n所以讓那傢伙一直陪伴在妾身的左右，\n就是最快的方法……","1","1007411042"
"","","0","","","","1007411","91","","","1007411043"
"","1","104431","","0.2","","1007411","3","mhp_sit_talk_worry","","1007411044"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5107","0","1007411045"
"0","6","104431","0","0","0.5","1007411","11","但不知道是不是在顧慮妾身……\n總而言之，一直無法\n讓他感受到妾身的魅力。","1","1007411046"
"","","0","","","","1007411","91","","","1007411047"
"","1","104431","","0.2","","1007411","3","mhp_sit_idle_sad","","1007411048"
"","1","117631","","0.2","","1007411","3","mhp_sit_talk_thinking","","1007411049"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5108","0","1007411050"
"0","4","117631","0","0","0.5","1007411","11","嗯～雖然還不及我，\n但我認為妳已經很有魅力了……\n既然如此──","1","1007411051"
"","","7.5","","","","1007411","93","1","","1007411052"
"","1","117631","","0.2","","1007411","3","mhp_sit_idle_thinking","","1007411053"
"","","1007411051","","","","1007411","91","","","1007411054"
"","","0","","","","1007411","22","0","","1007411055"
"","0","用可愛來展現魅力吧！","","","","1007411","103","1007411059","","1007411056"
"","0","用美麗來決勝負吧！","","","","1007411","103","1007411076","","1007411057"
"","0","我來當妳的製作人吧！","","","","1007411","103","1007411093","","1007411058"
"","1","117631","","0.2","","1007411","3","mhp_sit_idle_memory","","1007411059"
"","1","104431","","0.2","","1007411","3","mhp_sit_talk_anger2","","1007411060"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5109","0","1007411061"
"0","4","104431","0","0","0.5","1007411","11","妳、妳說可愛？\n別、別這麼做。\n這樣很讓人害臊啊……","1","1007411062"
"","","0","","","","1007411","91","","","1007411063"
"","1","104431","","0.2","","1007411","3","mhp_sit_idle_anger2","","1007411064"
"0.2","0","117631","1","0.2","","1007411","3","mhp_sit_out","mhp_idle_normal","1007411065"
"","","1","","","","1007411","93","","","1007411066"
"0.2","0","117631","1","0.2","","1007411","3","mhp_yuki_pose","mhp_yuki_idle","1007411067"
"0.2","0","11","1","0.2","","1007411","3","mhp_yuki_pose","mhp_yuki_idle","1007411068"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5110","0","1007411069"
"10","4","117631","0","0","0.5","1007411","11","妳在說什麼呢？\n這會成為最棒的武器喔！\n要是妳沒自信，就交給我吧？","1","1007411070"
"","","6.5","","","","1007411","93","1","","1007411071"
"0.2","0","117631","1","0.2","","1007411","3","mhp_yuki_pose_2","mhp_yuki_idle_2","1007411072"
"0.2","0","11","1","0.2","","1007411","3","mhp_yuki_pose_2","mhp_yuki_idle_2","1007411073"
"","","1007411070","","","","1007411","91","","","1007411074"
"","","1007411109","","","","1007411","101","","","1007411075"
"","1","117631","","0.2","","1007411","3","mhp_sit_idle_memory","","1007411076"
"","1","104431","","0.2","","1007411","3","mhp_sit_talk_thinking","","1007411077"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5111","0","1007411078"
"0","4","104431","0","0","0.5","1007411","11","美麗啊。這不是個壞方法，\n但那傢伙不是\n會以貌取人的那種人……\n雖然這就是他的優點。","1","1007411079"
"","","0","","","","1007411","91","","","1007411080"
"","1","104431","","0.2","","1007411","3","mhp_sit_idle_thinking","","1007411081"
"0.2","0","117631","1","0.2","","1007411","3","mhp_sit_out","mhp_idle_normal","1007411082"
"","","1","","","","1007411","93","","","1007411083"
"0.2","0","117631","1","0.2","","1007411","3","mhp_yuki_pose","mhp_yuki_idle","1007411084"
"0.2","0","11","1","0.2","","1007411","3","mhp_yuki_pose","mhp_yuki_idle","1007411085"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5112","0","1007411086"
"0","4","117631","0","0","0.5","1007411","11","妳放心，\n只要身為美之化身的我出手，\n就能讓任何人為妳著迷喔。\n來，和我一起以美麗的巔峰為目標吧♪","1","1007411087"
"","","7","","","","1007411","93","1","","1007411088"
"0.2","0","117631","1","0.2","","1007411","3","mhp_yuki_pose_2","mhp_yuki_idle_2","1007411089"
"0.2","0","11","1","0.2","","1007411","3","mhp_yuki_pose_2","mhp_yuki_idle_2","1007411090"
"","","1007411087","","","","1007411","91","","","1007411091"
"","","1007411109","","","","1007411","101","","","1007411092"
"","1","117631","","0.2","","1007411","3","mhp_sit_idle_memory","","1007411093"
"","1","104431","","0.2","","1007411","3","mhp_sit_talk_anger2","","1007411094"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5113","0","1007411095"
"0","5","104431","0","0","0.5","1007411","11","護、護理師在講什麼啊？\n不，說到底，妳真的是護理師嗎？\n雖然由妾身來說也很奇怪，\n但妳有不少可疑的地方喔！","1","1007411096"
"","","0","","","","1007411","91","","","1007411097"
"","1","104431","","0.2","","1007411","3","mhp_sit_idle_anger2","","1007411098"
"0.2","0","117631","1","0.2","","1007411","3","mhp_sit_out","mhp_idle_normal","1007411099"
"","","1","","","","1007411","93","","","1007411100"
"0.2","0","117631","1","0.2","","1007411","3","mhp_yuki_pose","mhp_yuki_idle","1007411101"
"0.2","0","11","1","0.2","","1007411","3","mhp_yuki_pose","mhp_yuki_idle","1007411102"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5114","0","1007411103"
"0","4","117631","0","0","0.5","1007411","11","沒事的沒事的，\n只要全都交給我就沒問題囉。\n這正是我大展身手的時候呢♪","1","1007411104"
"","","3.5","","","","1007411","93","1","","1007411105"
"0.2","0","117631","1","0.2","","1007411","3","mhp_yuki_pose_2","mhp_yuki_idle_2","1007411106"
"0.2","0","11","1","0.2","","1007411","3","mhp_yuki_pose_2","mhp_yuki_idle_2","1007411107"
"","","1007411104","","","","1007411","91","","","1007411108"
"","","0","","","","1007411","91","","","1007411109"
"0.2","0","117631","1","0","","1007411","3","mhp_sit_in","mhp_sit_idle","1007411110"
"","1","11","","0","","1007411","3","NoItem","","1007411111"
"","1","104431","","0.2","","1007411","3","mhp_sit_talk_worry","","1007411112"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5115","0","1007411113"
"0","5","104431","0","0","0.5","1007411","11","喂、喂，妳是這傢伙的主人吧？\n交給她沒問題嗎？","1","1007411114"
"","","0","","","","1007411","91","","","1007411115"
"","1","104431","","0.2","","1007411","3","mhp_sit_idle_sad","","1007411116"
"","1","117531","","0.2","","1007411","3","mhp_sit_talk_normal","","1007411117"
"","0","vo_mhp_1007411","","","","1007411","21","vo_mhp_5116","0","1007411118"
"0","5","117531","0","","0.5","1007411","11","以這方面來說，\n雪是比我更加適合的人選喔。\n因為我好像幫不上什麼忙，\n或許也可以試著交給她呢♪","1","1007411119"
"","","0","","","","1007411","91","","","1007411120"
"","","0","","","","1007411","22","0.5","","1007411121"
