ec7fb79685705f215700358c7772e80afa1f946b6fe10aa19557a8d3edffcb1d,2f5595b395aee642d5fca6b6f0108dbbf0687b7c6e209f36dc7f02c791762241,933e57ded364781e67bfc681ded08ed7f8c671d5a5f4c423b25f9f230a0e44b9,9b9c2b953c819bb19de0e882db4da83ed605e302d8ac86c4f6b5b363b01493ff,adfe950502a7d47f2b844199fe0c2224e97548ff7e638cd534c994676c61c418
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","405","提升物理防禦力（不可降低）","92411030"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","406","提升魔法防禦力（不可降低）","92411030"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","407","賦予TP上升的上限","92411030"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","408","降低HP吸收","92411030"
"12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","409","火屬性獎勵特大幅度提升","92411110"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","410","提升物理防禦力（不可降低）","92411110"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","411","提升魔法防禦力（不可降低）","92411110"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","412","減少降低TP","92411110"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","413","傷害值衰減","92411110"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","414","賦予TP上升的上限","92411110"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","415","降低HP吸收","92411110"
"12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","416","火屬性獎勵特大幅度提升","92411120"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","417","提升物理防禦力（不可降低）","92411120"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","418","提升魔法防禦力（不可降低）","92411120"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","419","減少降低TP","92411120"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","420","傷害值衰減","92411120"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","421","賦予TP上升的上限","92411120"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","422","降低HP吸收","92411120"
"12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","423","火屬性獎勵特大幅度提升","92411130"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","424","提升物理防禦力（不可降低）","92411130"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","425","提升魔法防禦力（不可降低）","92411130"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","426","減少降低TP","92411130"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","427","傷害值衰減","92411130"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","428","賦予TP上升的上限","92411130"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","429","降低HP吸收","92411130"
"12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","430","火屬性獎勵特大幅度提升","92411140"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","431","提升物理防禦力（不可降低）","92411140"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","432","提升魔法防禦力（不可降低）","92411140"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","433","減少降低TP","92411140"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","434","傷害值衰減","92411140"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","435","賦予TP上升的上限","92411140"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","436","降低HP吸收","92411140"
"12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","437","火屬性獎勵特大幅度提升","92411210"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","438","提升物理防禦力（不可降低）","92411210"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","439","提升魔法防禦力（不可降低）","92411210"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","440","減少降低TP","92411210"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","441","傷害值衰減","92411210"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","442","賦予TP上升的上限","92411210"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","443","降低HP吸收","92411210"
"12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","444","火屬性獎勵特大幅度提升","92411220"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","445","提升物理防禦力（不可降低）","92411220"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","446","提升魔法防禦力（不可降低）","92411220"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","447","減少降低TP","92411220"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","448","傷害值衰減","92411220"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","449","賦予TP上升的上限","92411220"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","450","降低HP吸收","92411220"
"12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","451","火屬性獎勵特大幅度提升","92411230"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","452","提升物理防禦力（不可降低）","92411230"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","453","提升魔法防禦力（不可降低）","92411230"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","454","減少降低TP","92411230"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","455","傷害值衰減","92411230"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","456","賦予TP上升的上限","92411230"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","457","降低HP吸收","92411230"
"12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","458","火屬性獎勵特大幅度提升","92411240"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","459","提升物理防禦力（不可降低）","92411240"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","460","提升魔法防禦力（不可降低）","92411240"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","461","減少降低TP","92411240"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","462","傷害值衰減","92411240"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","463","賦予TP上升的上限","92411240"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","464","降低HP吸收","92411240"
"12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","465","火屬性獎勵特大幅度提升","92411310"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","466","提升物理防禦力（不可降低）","92411310"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","467","提升魔法防禦力（不可降低）","92411310"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","468","減少降低TP","92411310"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","469","傷害值衰減","92411310"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","470","賦予TP上升的上限","92411310"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","471","降低HP吸收","92411310"
"12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","472","火屬性獎勵特大幅度提升","92411320"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","473","提升物理防禦力（不可降低）","92411320"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","474","提升魔法防禦力（不可降低）","92411320"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","475","減少降低TP","92411320"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","476","傷害值衰減","92411320"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","477","賦予TP上升的上限","92411320"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","478","降低HP吸收","92411320"
"12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","479","火屬性獎勵特大幅度提升","92411330"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","480","提升物理防禦力（不可降低）","92411330"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","481","提升魔法防禦力（不可降低）","92411330"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","482","減少降低TP","92411330"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","483","傷害值衰減","92411330"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","484","賦予TP上升的上限","92411330"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","485","降低HP吸收","92411330"
"12","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","486","火屬性獎勵特大幅度提升","92411340"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","487","提升物理防禦力（不可降低）","92411340"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","488","提升魔法防禦力（不可降低）","92411340"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","489","減少降低TP","92411340"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","490","傷害值衰減","92411340"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","491","賦予TP上升的上限","92411340"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","492","降低HP吸收","92411340"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","493","風屬性獎勵特大幅度提升","92412010"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","494","提升物理防禦力（不可降低）","92412010"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","495","提升魔法防禦力（不可降低）","92412010"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","496","賦予TP上升的上限","92412010"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","497","降低HP吸收","92412010"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","498","風屬性獎勵特大幅度提升","92412020"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","499","提升物理防禦力（不可降低）","92412020"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","500","提升魔法防禦力（不可降低）","92412020"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","501","賦予TP上升的上限","92412020"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","502","降低HP吸收","92412020"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","503","風屬性獎勵特大幅度提升","92412030"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","504","提升物理防禦力（不可降低）","92412030"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","505","提升魔法防禦力（不可降低）","92412030"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","506","賦予TP上升的上限","92412030"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","507","降低HP吸收","92412030"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","508","風屬性獎勵特大幅度提升","92412110"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","509","提升物理防禦力（不可降低）","92412110"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","510","提升魔法防禦力（不可降低）","92412110"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","511","減少降低TP","92412110"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","512","傷害值衰減","92412110"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","513","賦予TP上升的上限","92412110"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","514","降低HP吸收","92412110"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","515","風屬性獎勵特大幅度提升","92412120"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","516","提升物理防禦力（不可降低）","92412120"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","517","提升魔法防禦力（不可降低）","92412120"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","518","減少降低TP","92412120"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","519","傷害值衰減","92412120"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","520","賦予TP上升的上限","92412120"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","521","降低HP吸收","92412120"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","522","風屬性獎勵特大幅度提升","92412130"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","523","提升物理防禦力（不可降低）","92412130"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","524","提升魔法防禦力（不可降低）","92412130"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","525","減少降低TP","92412130"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","526","傷害值衰減","92412130"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","527","賦予TP上升的上限","92412130"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","528","降低HP吸收","92412130"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","529","風屬性獎勵特大幅度提升","92412140"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","530","提升物理防禦力（不可降低）","92412140"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","531","提升魔法防禦力（不可降低）","92412140"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","532","減少降低TP","92412140"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","533","傷害值衰減","92412140"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","534","賦予TP上升的上限","92412140"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","535","降低HP吸收","92412140"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","536","風屬性獎勵特大幅度提升","92412210"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","537","提升物理防禦力（不可降低）","92412210"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","538","提升魔法防禦力（不可降低）","92412210"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","539","減少降低TP","92412210"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","540","傷害值衰減","92412210"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","541","賦予TP上升的上限","92412210"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","542","降低HP吸收","92412210"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","543","風屬性獎勵特大幅度提升","92412220"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","544","提升物理防禦力（不可降低）","92412220"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","545","提升魔法防禦力（不可降低）","92412220"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","546","減少降低TP","92412220"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","547","傷害值衰減","92412220"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","548","賦予TP上升的上限","92412220"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","549","降低HP吸收","92412220"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","550","風屬性獎勵特大幅度提升","92412230"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","551","提升物理防禦力（不可降低）","92412230"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","552","提升魔法防禦力（不可降低）","92412230"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","553","減少降低TP","92412230"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","554","傷害值衰減","92412230"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","555","賦予TP上升的上限","92412230"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","556","降低HP吸收","92412230"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","557","風屬性獎勵特大幅度提升","92412240"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","558","提升物理防禦力（不可降低）","92412240"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","559","提升魔法防禦力（不可降低）","92412240"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","560","減少降低TP","92412240"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","561","傷害值衰減","92412240"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","562","賦予TP上升的上限","92412240"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","563","降低HP吸收","92412240"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","564","風屬性獎勵特大幅度提升","92412310"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","565","提升物理防禦力（不可降低）","92412310"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","566","提升魔法防禦力（不可降低）","92412310"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","567","減少降低TP","92412310"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","568","傷害值衰減","92412310"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","569","賦予TP上升的上限","92412310"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","570","降低HP吸收","92412310"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","571","風屬性獎勵特大幅度提升","92412320"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","572","提升物理防禦力（不可降低）","92412320"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","573","提升魔法防禦力（不可降低）","92412320"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","574","減少降低TP","92412320"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","575","傷害值衰減","92412320"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","576","賦予TP上升的上限","92412320"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","577","降低HP吸收","92412320"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","578","風屬性獎勵特大幅度提升","92412330"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","579","提升物理防禦力（不可降低）","92412330"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","580","提升魔法防禦力（不可降低）","92412330"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","581","減少降低TP","92412330"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","582","傷害值衰減","92412330"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","583","賦予TP上升的上限","92412330"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","584","降低HP吸收","92412330"
"14","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","585","風屬性獎勵特大幅度提升","92412340"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","586","提升物理防禦力（不可降低）","92412340"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","587","提升魔法防禦力（不可降低）","92412340"
"boss_tp_down_cut","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","588","減少降低TP","92412340"
"18","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","589","傷害值衰減","92412340"
"17","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","590","賦予TP上升的上限","92412340"
"9","戰鬥開始時，中幅度降低全體角色的HP吸收。","591","降低HP吸收","92412340"
