b8981616eb3588c119415bb80bfe0de649de9a24f963cd73cad4ae685f81dd65,e4a1ae8caf39f2997f9434a0213858e6ba5cc98fe937606822d41b01e6544081,54f5929f71f546fa9f2abce533b48065260105f27f40b1dd2d7fbb4117705602,2f4a1b47ada0179c299d1f7f03137b3267d5c508639a0174f4890e2beb6b8b4c,c55974a314c9634f8efd77596c1d9770abd03b5de3d58d1daeaf4b276819846d,575fe110fcebd94024312bcbef775147109b75b071833cc3a3be348f30a692ea,1cc723c849efe6897503914d91687b53b052618d91c8e26270cb3b15a71bba52,16252f5c44235d16b9d58756c8611dadef30b3c92b1e01c8544cab35b82fd482,d0e9ee09ecf13ccc631e2b452f2d93bf41d54bd4433624b2567e1f4e2b523f9a,f8ee17ecf11a09630be9fc7c46c5a63d1110146a6d39e242ed73cf0051f15024,ddad54fd1d98d0ab2ea1a21542dd4a25e70e11876c4bbdba3fbb9ff5ee3a3f59,85eb6eac11694df05eb24aa129b3c49932465e684a8e58cb6a1f77c42ecc306c,13c113ad8347c966257435a86d85ee386b1d2624be5d50c5c80cd84caf9b26cb,f76544af9c720a9a5283c41569b231cedeb81d1d9c0c7229320fe22ba4d7e0cc,cbb325c5fc0e01bed0cb47a641499c0a5a2a9d8e545601b7a4cc7379a1e2079d
"打倒1隻魔物植物‧莫培爾培（HARD限定）","610144201","9001","1","1","601","99001306","1016711","10168","2024/09/01 16:00:00","99001306","0","2030/04/01 14:59:59","6007","0"
"打倒1隻魔物植物‧莫培爾培（VERY HARD限定）","610144301","9001","1","1","601","99001307","1016712","10168","2024/09/01 16:00:00","99001307","0","2030/04/01 14:59:59","6010","0"
"打倒1隻魔物植物‧莫培爾培（SPECIAL限定）","610144401","9001","1","1","601","99001308","1016713","10168","2024/09/01 16:00:00","99001308","0","2030/04/01 14:59:59","6011","0"
"打倒1隻捲土重來‧吉諾（NORMAL限定）","610146101","9001","1","1","601","99001309","1016910","10169","2024/10/01 16:00:00","99001309","0","2030/04/01 14:59:59","6006","0"
"打倒1隻捲土重來‧吉諾（HARD限定）","610146201","9001","1","1","601","99001310","1016911","10169","2024/10/01 16:00:00","99001310","0","2030/04/01 14:59:59","6007","0"
"打倒1隻捲土重來‧吉諾（VERY HARD限定）","610146301","9001","1","1","601","99001311","1016912","10169","2024/10/01 16:00:00","99001311","0","2030/04/01 14:59:59","6010","0"
"打倒1隻捲土重來‧吉諾（SPECIAL限定）","610146401","9001","1","1","601","99001312","1016913","10169","2024/10/01 16:00:00","99001312","0","2030/04/01 14:59:59","6011","0"
"閱覽所有大夢想樂園導覽","0","0","1","1","601","99001313","15","10169","2029/04/01 15:00:00","99001313","0","2030/04/01 14:59:59","6001","0"
"打倒1隻盛夏的發狂史萊姆（NORMAL限定）","610148101","9001","1","1","601","99001314","1017010","10170","2024/11/01 16:00:00","99001314","0","2030/04/01 14:59:59","6006","0"
"打倒1隻盛夏的發狂史萊姆（HARD限定）","610148201","9001","1","1","601","99001315","1017011","10170","2024/11/01 16:00:00","99001315","0","2030/04/01 14:59:59","6007","0"
"打倒1隻盛夏的發狂史萊姆（VERY HARD限定）","610148301","9001","1","1","601","99001316","1017012","10170","2024/11/01 16:00:00","99001316","0","2030/04/01 14:59:59","6010","0"
"打倒1隻盛夏的發狂史萊姆（SPECIAL限定）","610148401","9001","1","1","601","99001317","1017013","10170","2024/11/01 16:00:00","99001317","0","2030/04/01 14:59:59","6011","0"
"透過修復夏日相片復原所有相片","0","0","1","1","601","99001318","15","10170","2029/04/01 15:00:00","99001318","0","2030/04/01 14:59:59","6001","0"
"打倒1隻混沌生成系統（NORMAL限定）","610150101","9001","1","1","601","99001319","1017110","10171","2024/12/01 16:00:00","99001319","0","2030/04/01 14:59:59","6006","0"
"打倒1隻混沌生成系統（HARD限定）","610150201","9001","1","1","601","99001320","1017111","10171","2024/12/01 16:00:00","99001320","0","2030/04/01 14:59:59","6007","0"
"打倒1隻混沌生成系統（VERY HARD限定）","610150301","9001","1","1","601","99001321","1017112","10171","2024/12/01 16:00:00","99001321","0","2030/04/01 14:59:59","6010","0"
"打倒1隻混沌生成系統（SPECIAL限定）","610150401","9001","1","1","601","99001322","1017113","10171","2024/12/01 16:00:00","99001322","0","2030/04/01 14:59:59","6011","0"
"閱覽所有水都的回憶劇情","0","0","1","1","601","99001323","15","10171","2029/04/01 15:00:00","99001323","0","2030/04/01 14:59:59","6001","0"
"打倒1隻吞食記憶‧白島鯨（NORMAL限定）","610152101","9001","1","1","601","99001324","1017210","10172","2025/01/01 16:00:00","99001324","0","2030/04/01 14:59:59","6006","0"
"打倒1隻吞食記憶‧白島鯨（HARD限定）","610152201","9001","1","1","601","99001325","1017211","10172","2025/01/01 16:00:00","99001325","0","2030/04/01 14:59:59","6007","0"
"打倒1隻吞食記憶‧白島鯨（VERY HARD限定）","610152301","9001","1","1","601","99001326","1017212","10172","2025/01/01 16:00:00","99001326","0","2030/04/01 14:59:59","6010","0"
"打倒1隻吞食記憶‧白島鯨（SPECIAL限定）","610152401","9001","1","1","601","99001327","1017213","10172","2025/01/01 16:00:00","99001327","0","2030/04/01 14:59:59","6011","0"
"閱覽所有大家的廣播體操","0","0","1","1","601","99001328","15","10172","2029/04/01 15:00:00","99001328","0","2030/04/01 14:59:59","6001","0"
"打倒1隻惡毒巨蛇（NORMAL限定）","1015401","9019","1","1","601","99001329","10","10154","2025/02/01 16:00:00","99001329","0","2030/04/01 14:59:59","6006","0"
"打倒1隻惡毒巨蛇（HARD限定）","1015402","9019","1","1","601","99001330","11","10154","2025/02/01 16:00:00","99001330","0","2030/04/01 14:59:59","6007","0"
"打倒1隻惡毒巨蛇（VERY HARD限定）","1015403","9019","1","1","601","99001331","12","10154","2025/02/01 16:00:00","99001331","0","2030/04/01 14:59:59","6010","0"
"打倒1隻惡毒巨蛇（SPECIAL限定）","1015404","9019","1","1","601","99001332","13","10154","2025/02/01 16:00:00","99001332","0","2030/04/01 14:59:59","6011","0"
"打倒1隻超級 衝刺喬（NORMAL限定）","1015601","9019","1","1","601","99001333","10","10156","2025/03/01 16:00:00","99001333","0","2030/04/01 14:59:59","6006","0"
"打倒1隻超級 衝刺喬（HARD限定）","1015602","9019","1","1","601","99001334","11","10156","2025/03/01 16:00:00","99001334","0","2030/04/01 14:59:59","6007","0"
"打倒1隻超級 衝刺喬（VERY HARD限定）","1015603","9019","1","1","601","99001335","12","10156","2025/03/01 16:00:00","99001335","0","2030/04/01 14:59:59","6010","0"
"打倒1隻超級 衝刺喬（SPECIAL限定）","1015604","9019","1","1","601","99001336","13","10156","2025/03/01 16:00:00","99001336","0","2030/04/01 14:59:59","6011","0"
"在「衝突！破壞！非法坦克大戰」中，將機器的總戰力提升至10000以上","0","0","1","1","601","99001337","15","10156","2029/04/01 15:00:00","99001337","0","2030/04/01 14:59:59","6001","0"
"在「衝突！破壞！非法坦克大戰」中，從布武機那邊獲得50個零件","0","0","1","1","601","99001338","15","10156","2029/04/01 15:00:00","99001338","0","2030/04/01 14:59:59","6001","0"
"在「衝突！破壞！非法坦克大戰」中，通過冒險模式的關卡50","0","0","1","1","601","99001339","15","10156","2029/04/01 15:00:00","99001339","0","2030/04/01 14:59:59","6001","0"
"打倒1隻年幼鬼魂‧吐舌鬼（NORMAL限定）","1015801","9019","1","1","601","99001340","10","10158","2025/04/01 16:00:00","99001340","0","2030/04/01 14:59:59","6006","0"
"打倒1隻年幼鬼魂‧吐舌鬼（HARD限定）","1015802","9019","1","1","601","99001341","11","10158","2025/04/01 16:00:00","99001341","0","2030/04/01 14:59:59","6007","0"
"打倒1隻年幼鬼魂‧吐舌鬼（VERY HARD限定）","1015803","9019","1","1","601","99001342","12","10158","2025/04/01 16:00:00","99001342","0","2030/04/01 14:59:59","6010","0"
"打倒1隻年幼鬼魂‧吐舌鬼（SPECIAL限定）","1015804","9019","1","1","601","99001343","13","10158","2025/04/01 16:00:00","99001343","0","2030/04/01 14:59:59","6011","0"
"打倒1隻咒縛的大蛇‧梅杜希亞娜（NORMAL限定）","1016001","9019","1","1","601","99001344","10","10160","2025/05/01 16:00:00","99001344","0","2030/04/01 14:59:59","6006","0"
"打倒1隻咒縛的大蛇‧梅杜希亞娜（HARD限定）","1016002","9019","1","1","601","99001345","11","10160","2025/05/01 16:00:00","99001345","0","2030/04/01 14:59:59","6007","0"
"打倒1隻咒縛的大蛇‧梅杜希亞娜（VERY HARD限定）","1016003","9019","1","1","601","99001346","12","10160","2025/05/01 16:00:00","99001346","0","2030/04/01 14:59:59","6010","0"
"打倒1隻咒縛的大蛇‧梅杜希亞娜（SPECIAL限定）","1016004","9019","1","1","601","99001347","13","10160","2025/05/01 16:00:00","99001347","0","2030/04/01 14:59:59","6011","0"
