066d365a27488a51b6d14358497acd9aef38dce17606875811c61e43d2470d69,3dc4721a6d4b4e4c2c2d69099f3a51f30f09a4cac1da8151f0e9709dc1354c28,c50d7e2f68a80a1761d8391fc1207be267ec937213dd9bb57a16beec2ac6e62d,ff35ec30a7e50a4668a43e435e6582d52f9673e84a287e67eec98305ac54b98a,f2fe0e1658dc0bd0b9326800335188f158d14097149ddd03ecd9407e522a2aa0,95f9df115b9771c1dabe4a396198f0e9d40944ba04eccc49d30c89ad3a98d6e3,f7f87db83d72f6879788afab50d888c879201a47c59d172d3ade6ba3b695e98e,139cf14f0e4b56deff38adaa7307ea224fc6d1425cf55aa8952b941d7aabda09,0dac6e201ec63f855406227ac610fd63639b477c1100d6bc9281bd95299ec845,ea782b42c5af91c95ecbb00f39401fd7e36c0dde26a521a1ec0f2fa1c5af1d27,bd6320ec92bb05871b8f745c6e9322b80b0736223b277857da38acb338c4ae64
"","0","","21","911","","","vo_fpc","","19110065","vo_fpc_21106"
"0","1","50","11","911","-10","7","21","0.5","19110066","（畢竟變身時也有\n裝成小孩的經驗，\n我乾脆來演戲\n配合她們好了……？）"
"","","","91","911","","","0","","19110067",""
"","","","93","911","","","0.5","","19110068","0"
"","0","","21","911","","","vo_fpc","","19110069","vo_fpc_21107"
"0","1","50","11","911","-10","8","21","0.5","19110070","（不，但毫無目的\n裝成小孩什麼的……\n還是我乾脆現在就變身……\n不，毫無目的地變身也很奇怪……）"
"","","","91","911","","","0","","19110071",""
"","","","93","911","","","0.5","","19110072","0"
"1","11_misogi_turn_loop","0.3","3","911","0.1","0","122811","","19110073","11_misogi_turn_in"
"","","0.3","3","911","","1","2","","19110074","cmn_boat_idle"
"","0","","21","911","","","vo_fpc","","19110075","vo_fpc_21108"
"0","1","0","11","911","0","9","122811","0.5","19110076","大家──！\n都有跟上嗎──！"
"","","","91","911","","","0","","19110077",""
"","","","93","911","","","0.5","","19110078","0"
"1","11_mimi_handUp_loop","0.3","3","911","0.1","0","122911","","19110079","11_mimi_handUp_in"
"","","0.3","3","911","","1","1","","19110080","11_petitGryphon_float"
"","0","","21","911","","","vo_fpc","","19110081","vo_fpc_21109"
"0","1","0","11","911","0","10","122911","0.5","19110082","好了好了，要出發囉──♪"
"","","","91","911","","","0","","19110083",""
"","","","93","911","","","0.5","","19110084","0"
"1","11_kyouka_sigh_loop","0.1","3","911","0.1","0","25","","19110085","11_kyouka_sigh_in"
"","0","","21","911","","","vo_fpc","","19110086","vo_fpc_21110"
"0","1","0","11","911","0","6","25","0.5","19110087","真是拿她們辦法呢……\n一起走吧！"
"","","","91","911","","","0","","19110088",""
"","","","93","911","","","0.5","","19110089","0"
"","0","","21","911","","","vo_fpc","","19110090","vo_fpc_21111"
"0","1","50","11","911","-10","6","21","0.5","19110091","（現在就先最低限度地\n配合她們吧……）"
"","","","91","911","","","0","","19110092",""
"","","","93","911","","","0.5","","19110093","0"
"","","0.1","3","911","","1","21","","19110094","11_neneka_talk_loop"
"","0","","21","911","","","vo_fpc","","19110095","vo_fpc_21112"
"0","1","20","11","911","-10","10","21","0.5","19110096","好的好的。"
"","","","91","911","","","0","","19110097",""
"","","","93","911","","","0.5","","19110098","0"
"1","11_kyouka_smile_loop","0.1","3","911","0.1","0","25","","19110099","11_kyouka_smile_in"
"","3.97058823529412","","2","911","","-180","122911","","19110100","850"
"","3.97058823529412","","2","911","","-180","1","","19110101","850"
"","3.97058823529412","","33","911","","-180","122911","","19110102","850"
"","","","93","911","","","0.1","","19110103","1"
"","2.5","","2","911","","-180","122811","","19110104","900"
"","2.5","","2","911","","-180","2","","19110105","900"
"","2.5","","33","911","","-180","122811","","19110106","900"
"","","","93","911","","","0.3","","19110107","1"
"","9.58823529411765","","2","911","","-180","26","","19110108","850"
"","9.58823529411765","","33","911","","-180","26","","19110109","850"
"","5.82352941176471","","2","911","","-180","25","","19110110","850"
"","5.82352941176471","","33","911","","-180","25","","19110111","850"
"","7.70588235294118","","2","911","","-180","21","","19110112","850"
"","7.70588235294118","","33","911","","-180","21","","19110113","850"
"","","","91","911","","","19110108","","19110114",""
"-180","-850","1.75","1","912","0","22","1","cmn_float","19120001","127111"
"-125","-850","1.75","1","912","0","12","1","cmn_float","19120002","126911"
"-15","750","1.4875","1","912","0","12","1","cmn_walk_r","19120003","122711"
"1","-180","1","31","912","","-850","6","","19120004","11"
"1","-125","1","31","912","","-850","6","","19120005","21"
"","","","23","912","","1","se_10053800","","19120006","se_fpc_water_random"
"","","","91","912","","","19120005","","19120007","0"
"12","4.41176470588235","","2","912","","-180","127111","","19120008","-100"
"12","4.41176470588235","","33","912","","-180","11","","19120009","-100"
"","","","93","912","","","4","","19120010","0"
"12","3.67647058823529","","2","912","","-125","126911","","19120011","-350"
"12","3.67647058823529","","33","912","","-125","21","","19120012","-350"
"","","","91","912","","","19120008","","19120013",""
"","","0.1","3","912","","1","127111","","19120014","cmn_float"
"","0","","21","912","","","vo_fpc","","19120015","vo_fpc_21200"
"0","1","0","11","912","0","10","127111","0.5","19120016","啊……"
"","","","93","912","","","0.6","","19120017","0"
"0","4.97058823529412","","2","912","","-15","122711","","19120018","100"
"","","","93","912","","","1.5","","19120019","0"
"","","","91","912","","","19120016","","19120020",""
"","","","91","912","","","19120011","","19120021",""
"","","0.1","3","912","","1","126911","","19120022","cmn_float"
"","0","","21","912","","","vo_fpc","","19120023","vo_fpc_21201"
"0","1","0","11","912","0","10","126911","0.5","19120024","啊……"
"","","","91","912","","","0","","19120025",""
"","","","93","912","","","0.5","","19120026","0"
"","","","91","912","","","19120018","","19120027",""
"1","12_kyouka_notice_loop","0.1","3","912","0.1","0","122711","","19120028","12_kyouka_notice"
"","0","","21","912","","","vo_fpc","","19120029","vo_fpc_21202"
"0","1","0","11","912","0","8","122711","0.5","19120030","咦？\n怎、怎麼了嗎？"
"","","","91","912","","","0","","19120031",""
"","","","93","912","","","0.5","","19120032","0"
"","","0.1","3","912","","1","127111","","19120033","cmn_float"
"","0","","21","912","","","vo_fpc","","19120034","vo_fpc_21203"
"0","1","0","11","912","0","9","127111","0.5","19120035","不，那裡……"
"","","","91","912","","","0","","19120036",""
"","","","93","912","","","0.5","","19120037","0"
"","","0.1","3","912","","1","126911","","19120038","cmn_float"
"","0","","21","912","","","vo_fpc","","19120039","vo_fpc_21204"
"0","1","0","11","912","0","10","126911","0.5","19120040","嗯……"
"","","","91","912","","","0","","19120041",""
"","","","93","912","","","0.5","","19120042","0"
"1","12_kyouka_turn_loop","0.1","3","912","0.1","0","122711","","19120043","12_kyouka_turn_in"
"","0","","21","912","","","vo_fpc","","19120044","vo_fpc_21205"
"0","1","0","11","912","0","9","122711","0.5","19120045","什麼？\n看起來什麼都沒有耶……"
"","","","91","912","","","0","","19120046",""
"","","","93","912","","","0.5","","19120047","0"
"","","0.1","3","912","","1","127111","","19120048","12_cmn_float_smile"
"","0","","21","912","","","vo_fpc","","19120049","vo_fpc_21206"
"0","1","0","11","912","0","8","127111","0.5","19120050","呵呵。"
"","","","91","912","","","0","","19120051",""
"","","","93","912","","","0.5","","19120052","0"
"","","0.1","3","912","","1","126911","","19120053","12_cmn_float_smile"
"","0","","21","912","","","vo_fpc","","19120054","vo_fpc_21207"
"0","1","0","11","912","0","10","126911","0.5","19120055","呵呵呵呵……"
"","","","91","912","","","0","","19120056",""
"","","","93","912","","","0.5","","19120057","0"
"","4.29864253393665","","2","912","","-180","127111","","19120058","850"
"","4.29864253393665","","33","912","","-180","11","","19120059","850"
"","5.42986425339367","","2","912","","-125","126911","","19120060","850"
"","5.42986425339367","","33","912","","-125","21","","19120061","850"
"","","","93","912","","","1","","19120062","0"
"1","12_kyouka_scare_loop","0.1","3","912","0.1","0","122711","","19120063","12_kyouka_scare_in"
"","0","","21","912","","","vo_fpc","","19120064","vo_fpc_21208"
"0","1","0","11","912","0","9","122711","0.5","19120065","咿！\n到、到底是怎麼回事啊……"
"","","","91","912","","","0","","19120066",""
"","","","93","912","","","0.5","","19120067","0"
"1","12_kyouka_run_loop","0.1","3","912","0.1","0","122711","","19120068","12_kyouka_run_in"
"","3.58220211161388","","2","912","","-15","122711","","19120069","-850"
"","","","91","912","","","19120069","","19120070",""
"-180","-800","1.75","1","913","0","22","1","13_kuka_bound","19130001","127011"
"1","-170","0","31","913","","-600","104","","19130002","1041"
"1","-170","0","31","913","","-240","104","","19130003","1042"
"1","-170","0","31","913","","170","104","","19130004","1043"
"1","-170","0","31","913","","560","104","","19130005","1044"
"1","-85","0","31","913","","-575","1003","","19130006","1003"
"","","","23","913","","1","se_10053800","","19130007","se_fpc_water_random"
"","","","91","913","","","19130006","","19130008","0"
"","0","","32","913","","","1003","","19130009","1"
"","","","93","913","","","2","","19130010","0"
"","","0.1","3","913","","1","127011","","19130011","13_kuka_bound"
"","2.35294117647059","","2","913","","-180","127011","","19130012","800"
"","","","93","913","","","0.236666666666667","","19130013","0"
"","","","23","913","","0","se_10053800","","19130014","se_10053800_913_kuka"
"","0","","21","913","","","vo_fpc","","19130015","vo_fpc_21300"
"","0","","32","913","","","1041","","19130016","1"
"","","","93","913","","","0.536666666666667","","19130017","0"
"","0","","32","913","","","1042","","19130018","1"
"","","","93","913","","","0.536666666666667","","19130019","0"
"","0","","21","913","","","vo_fpc","","19130020","vo_fpc_21301"
"","0","","32","913","","","1043","","19130021","1"
"","","","93","913","","","0.536666666666667","","19130022","0"
"","0","","32","913","","","1044","","19130023","1"
"","","","93","913","","","2","","19130024","0"
"","","","91","913","","","19130012","","19130025",""
"-185","-1000","1.75","1","914","0","24","1","14_maho_idle_loop","19140001","110611"
"-185","-1000","1.75","5","914","0","22","2","cmn_boat_idle","19140002","2"
"-185","-1000","1.75","5","914","0","23","3","14_maho_idle_loop","19140003","3"
"-175","-1220","1.75","1","914","0","25","1","cmn_float","19140004","110511"
"-125","-1520","1.75","1","914","0","12","1","14_makoto_float","19140005","110411"
"1","-185","1","31","914","","-1000","116","","19140006","110611"
"1","-175","1","31","914","","-1220","8","","19140007","41"
"1","-175","0","31","914","","-50","120","","19140008","120"
"1","-125","1","31","914","","-1520","4","","19140009","42"
"1","-125","0","31","914","","-350","117","","19140010","117"
"","","","23","914","","1","se_10053800","","19140011","se_fpc_water_random"
"","","","91","914","","","19140010","","19140012","0"
"12","8.60294117647059","","2","914","","-185","110611","","19140013","170"
"12","8.60294117647059","","2","914","","-185","2","","19140014","170"
"12","8.60294117647059","","2","914","","-185","3","","19140015","170"
"12","8.60294117647059","","33","914","","-185","110611","","19140016","170"
"12","8.60294117647059","","2","914","","-175","110511","","19140017","-50"
"12","8.60294117647059","","33","914","","-175","41","","19140018","-50"
"12","8.60294117647059","","2","914","","-125","110411","","19140019","-350"
"12","8.60294117647059","","33","914","","-125","42","","19140020","-350"
"","","","91","914","","","19140013","","19140021",""
"1","14_maho_point_loop","0.3","3","914","0.1","0","110611","","19140022","14_maho_point_in"
"","","0.3","3","914","","1","2","","19140023","cmn_boat_idle"
"","","0.3","3","914","","1","3","","19140024","14_maho_idle_loop"
"","0","","21","914","","","vo_fpc","","19140025","vo_fpc_21400"
"0","1","0","11","914","0","7","110611","0.5","19140026","亞瑟、高文、蘭斯洛特，\n嗯，大家都到齊了哪。\n好了，咱們走吧。\n香織，麻煩妳了──"
"","","","91","914","","","0","","19140027",""
"","","","93","914","","","0.5","","19140028","0"
"1","14_kaori_handUp_loop","0.1","3","914","0.1","0","110511","","19140029","14_kaori_handUp_in"
"","0","","21","914","","","vo_fpc","","19140030","vo_fpc_21401"
"0","1","0","11","914","0","9","110511","0.5","19140031","交──給我吧──！\n出發前進──！"
"","","","91","914","","","0","","19140032",""
"","","","93","914","","","0.5","","19140033","0"
"","","0.1","3","914","","1","110411","","19140034","14_makoto_pazzled"
"","0","","21","914","","","vo_fpc","","19140035","vo_fpc_21402"
"0","1","0","11","914","0","8","110411","0.5","19140036","不不，妳等一下。\n要是那麼猛力地推，\n這些傢伙會掉進水裡溼掉的吧？"
"","","","91","914","","","0","","19140037",""
"","","","93","914","","","0.5","","19140038","0"
"1","14_maho_smile_loop","0.3","3","914","0.1","0","110611","","19140039","14_maho_smile_in"
"","","0.3","3","914","","1","2","","19140040","cmn_boat_idle"
"","","0.3","3","914","","1","3","","19140041","14_maho_idle_loop"
"","0","","21","914","","","vo_fpc","","19140042","vo_fpc_21403"
"0","1","0","11","914","0","8","110611","0.5","19140043","呵呵，這些孩子是之前跟我們一起\n來海邊的孩子，所以不怕水哪。\n但要是掉下來也很可憐呀，\n所以能麻煩妳安全駕駛嗎♪"
"","","","91","914","","","0","","19140044",""
"","","","93","914","","","0.5","","19140045","0"
"","0","","21","914","","","vo_fpc","","19140046","vo_fpc_21404"
"0","1","0","11","914","0","10","110511","0.5","19140047","我知道啦──！\n我會用琉球犬肉球安全游法游的──！"
"","","","91","914","","","0","","19140048",""
"","","","93","914","","","0.5","","19140049","0"
"1","14_kaori_flutterKick_loop","0.1","3","914","0.1","0","110511","","19140050","14_kaori_flutterKick_in"
"","","","93","914","","","0.3","","19140051","0"
"","6.47058823529412","","2","914","","-185","110611","","19140052","1270"
"","6.47058823529412","","2","914","","-185","2","","19140053","1270"
"","6.47058823529412","","2","914","","-185","3","","19140054","1270"
"","6.47058823529412","","33","914","","-185","110611","","19140055","1270"
"","","","32","914","","","41","","19140056","0"
"","","","32","914","","","120","","19140057","1"
"","6.47058823529412","","2","914","","-175","110511","","19140058","1050"
"","6.47058823529412","","33","914","","-175","120","","19140059","1050"
"","","","93","914","","","1","","19140060","0"
"","0","","21","914","","","vo_fpc","","19140061","vo_fpc_21405"
"0","1","0","11","914","0","8","110411","0.5","19140062","總～覺得很令人擔心啊……\n沒辦法，我也跟上去吧。\n喂──等我一下啦！"
"","","","91","914","","","0","","19140063",""
"","","","93","914","","","0.5","","19140064","0"
"1","cmn_swm_dogscratch","0.1","3","914","0.1","0","110411","","19140065","14_makoto_dogscratch_in"
"","","","93","914","","","0.3","","19140066","0"
"","","","32","914","","","42","","19140067","0"
"","","","32","914","","","117","","19140068","1"
"","3.72637742879957","","2","914","","-125","110411","","19140069","1050"
"","3.72637742879957","","33","914","","-125","117","","19140070","1050"
"","s","","91","914","","","19140069","","19140071",""
"-180","-950","1.75","1","915","0","23","1","15_saren_idle","19150001","110311"
"-180","-950","1.75","5","915","0","22","2","cmn_boat_idle","19150002","2"
"-15","-750","1.75","1","915","0","12","1","15_suzume_walk_loop","19150003","107711"
"1","-180","1","31","915","","-950","101","","19150004","110311"
"1","30","0","31","915","","210","109","","19150005","109"
"1","-125","0","31","915","","330","4","","19150006","4"
"","","","23","915","","1","se_10053800","","19150007","se_fpc_water_random"
"","","","13","915","","","107711","","19150008","49"
"","","","91","915","","","0","","19150009","0"
"","5.51470588235294","","2","915","","-15","107711","","19150010","0"
"","","","91","915","","","19150010","","19150011",""
"1","15_suzume_talk_loop","0.1","3","915","0.1","0","107711","","19150012","15_suzume_talk_in"
"","0","","21","915","","","vo_fpc","","19150013","vo_fpc_21500"
"0","1","0","11","915","0","8","107711","0.5","19150014","跟大小姐走散了……\n我竟然迷路了，真是個失職的女僕～"
"","","","93","915","","","3.2","","19150015","1"
"","","","93","915","","","1.5","","19150016","0"
"","","","91","915","","","19150014","","19150017",""
"1","15_suzume_walk_loop","0.1","3","915","0.1","0","107711","","19150018","15_suzume_walk_in"
"","11.9779411764706","","2","915","","-180","110311","","19150019","-100"
"","11.9779411764706","","2","915","","-180","2","","19150020","-100"
"","11.9779411764706","","33","915","","-180","110311","","19150021","-100"
"","4.22794117647059","","2","915","","-15","107711","","19150022","460"
"","","","91","915","","","19150022","","19150023",""
"1","15_suzume_turn_loop","0.1","3","915","0.1","0","107711","","19150024","15_suzume_turn_in"
"","","","93","915","","","0.6","","19150025","0"
"","0","","21","915","","","vo_fpc","","19150026","vo_fpc_21501"
"0","1","-15","11","915","0","20","107711","0.5","19150027","那是……大小姐～！\n我現在就過去！"
"","","","93","915","","","1.7","","19150028","0"
"1","15_saren_notice_loop","0.3","3","915","0.1","0","110311","","19150029","15_saren_notice_in"
"","","0.3","3","915","","1","2","","19150030","cmn_boat_idle"
"","","","93","915","","","0.35","","19150031","0"
"","","","93","915","","","1.5","","19150032","0"
"","0.5","","2","915","","-15","107711","","19150033","330"
"","","0.2","3","915","0.1","1","107711","","19150034","15_suzume_run"
"","0","","21","915","","","vo_fpc","","19150035","vo_fpc_21502"
"0","1","0","11","915","0","81","110311","-0.5","19150036","鈴莓？\n話說，奔跑很危……"
"","","","93","915","","","0.5","","19150037","0"
"","","0.1","3","915","","0","107711","","19150038","15_suzume_fallDown"
"","","","93","915","","","1.3","","19150039","0"
"","0","","21","915","","","vo_fpc","","19150040","vo_fpc_21503"
"0","1","0","11","915","0","129","107711","-1.5","19150041","呀啊啊啊～！"
"1","15_saren_rise_loop","0.1","3","915","0.1","0","110311","","19150042","15_saren_rise_in"
"","","0.1","3","915","","1","2","","19150043","cmn_boat_idle"
"","","","93","915","","","0.5","","19150044","0"
"0","1","0.1","6","915","","1","107711","","19150045","1"
"","","","32","915","","","109","","19150046","1"
"","","","93","915","","","1","","19150047","0"
"","0","","2","915","","-125","107711","","19150048","330"
"1","1","0.4","6","915","","1","107711","","19150049","1"
"1","15_suzume_drown_loop","0.1","3","915","0.1","0","107711","","19150050","15_suzume_drown_in"
"","2.76470588235294","","2","915","","-125","107711","","19150051","800"
"","2.76470588235294","","33","915","","-125","4","","19150052","800"
"","","","91","915","","","19150019","","19150053",""
"","7.35294117647059","","2","915","","-180","110311","","19150054","900"
"","7.35294117647059","","2","915","","-180","2","","19150055","900"
"","7.35294117647059","","33","915","","-180","110311","","19150056","900"
"","0","","21","915","","","vo_fpc","","19150057","vo_fpc_21504"
"0","1","0","11","915","0","7","110311","0.5","19150058","鈴、鈴莓？\n鈴莓～！？"
"","","","91","915","","","0","","19150059",""
"","","","93","915","","","1.5","","19150060","0"
"","s","","91","915","","","19150054","","19150061",""
"-15","-750","1.4875","1","916","0","12","1","cmn_walk","19160001","113111"
"-15","750","1.4875","1","916","0","12","1","16_nanaka_run","19160002","113311"
"-180","-850","1.75","1","916","0","22","1","cmn_swm_diving","19160003","117411"
"-180","-2500","1.75","1","916","0","22","1","cmn_swm_diving","19160004","117011"
"-180","50","1.75","5","916","0","22","7","none","19160005","7"
"-180","-1375","1.75","5","916","0","22","1","cmn_floatRing_pink","19160006","11"
"-125","-2500","1.75","5","916","0","12","1","cmn_float_item_01_Ball","19160007","12"
"1","-180","1","31","916","","-1375","4","","19160008","11"
"1","-125","1","31","916","","-2500","4","","19160009","12"
"1","-180","1","31","916","","-850","9","","19160010","91"
"1","-180","1","31","916","","-2500","9","","19160011","92"
"1","155","0","31","916","","-183","1015","","19160012","1015"
"1","-180","0","31","916","","50","1013","","19160013","1013"
"","","","23","916","","1","se_10053800","","19160014","se_fpc_water_random"
"","","","91","916","","","19160013","","19160015","0"
"","19.7058823529412","","2","916","","-180","117411","","19160016","2500"
"","19.7058823529412","","33","916","","-180","91","","19160017","2500"
"","24.6323529411765","","2","916","","-180","11","","19160018","1975"
"","24.6323529411765","","33","916","","-180","11","","19160019","1975"
"","19.7058823529412","","2","916","","-180","117011","","19160020","850"
"","19.7058823529412","","33","916","","-180","92","","19160021","850"
"","24.6323529411765","","2","916","","-125","12","","19160022","850"
"","24.6323529411765","","33","916","","-125","12","","19160023","850"
"","","","93","916","","","3","","19160024","0"
"","4.41176470588235","","2","916","","-15","113111","","19160025","-150"
"","","","91","916","","","19160025","","19160026",""
"","","0.3","3","916","","1","113111","","19160027","16_ruka_think"
"","","","32","916","","","1015","","19160028","1"
"","0","","21","916","","","vo_fpc","","19160029","vo_fpc_21600"
"","","","93","916","","","0.6","","19160030","0"
"","","","93","916","","","1.5","","19160031","0"
"","2.71493212669683","","2","916","","-15","113311","","19160032","150"
"","","","91","916","","","19160032","","19160033",""
"","","0.2","3","916","","1","113311","","19160034","16_nanaka_idle_loop"
"","0","","21","916","","","vo_fpc","","19160035","vo_fpc_21601"
"0","1","0","11","916","0","8","113311","0.5","19160036","流～夏～姐♪\n妳在看什麼呀～？"
"","","","91","916","","","0","","19160037",""
"","","","93","916","","","0.5","","19160038","0"
"1","16_ruka_notice_loop","0.1","3","916","0.1","0","113111","","19160039","16_ruka_notice_in"
"","0","","21","916","","","vo_fpc","","19160040","vo_fpc_21602"
"0","1","0","11","916","0","7","113111","0.5","19160041","嗯？不，我並沒有\n特別在想什麼……"
"","","","91","916","","","0","","19160042",""
"","","","93","916","","","0.5","","19160043","0"
"1","16_nanaka_point_loop","0.1","3","916","0.1","0","113311","","19160044","16_nanaka_point_in"
"","0","","21","916","","","vo_fpc","","19160045","vo_fpc_21603"
"0","1","0","11","916","0","7","113311","0.5","19160046","呵呵呵，流夏姐的想法\n我全都看穿了！"
"","","","91","916","","","0","","19160047",""
"","","","93","916","","","0.5","","19160048","0"
"","0","","21","916","","","vo_fpc","","19160049","vo_fpc_21604"
"0","1","0","11","916","0","8","113311","0.5","19160050","那就是！\n「看啊！人就像魚一樣！」對吧？"
"","","","91","916","","","0","","19160051",""
"","","","93","916","","","0.5","","19160052","0"
"1","16_ruka_talk_loop","0.1","3","916","0.1","0","113111","","19160053","16_ruka_talk_in"
"","0","","21","916","","","vo_fpc","","19160054","vo_fpc_21605"
"0","1","0","11","916","0","7","113111","0.5","19160055","那種事……\n我是稍微想了一下下……"
"","","","91","916","","","0","","19160056",""
"","","","93","916","","","0.5","","19160057","0"
"1","16_nanaka_idle_loop","0.1","3","916","0.1","0","113311","","19160058","16_nanaka_idle_in"
"","0","","21","916","","","vo_fpc","","19160059","vo_fpc_21606"
"0","1","0","11","916","0","7","113311","0.5","19160060","啊哈哈，果然呢～♪"
"","","","91","916","","","0","","19160061",""
"","","","93","916","","","0.5","","19160062","0"
"1","cmn_run_def_N","0.1","3","916","0.1","0","113311","","19160063","16_nanaka_turn"
"","2.71493212669683","","2","916","","-15","113311","","19160064","750"
"","","0.1","3","916","","1","113111","","19160065","cmn_walk"
"","5.29411764705882","","2","916","","-15","113111","","19160066","750"
"","","","93","916","","","1.5","","19160067","0"
"","none","","3","916","0.1","0","7","","19160068","fish"
"","","","32","916","","","1013","","19160069","1"
"","","","93","916","","","3.2","","19160070","0"
"","s","","91","916","","","19160018","","19160071",""
"","s","","91","916","","","19160064","","19160072",""
"","s","","91","916","","","19160066","","19160073",""
"-180","-950","1.75","1","917","0","23","1","17_akino_worry","19170001","126711"
"-180","-950","1.75","5","917","0","24","3","empty","19170002","3"
"-180","-950","1.75","5","917","0","22","2","cmn_boat_idle","19170003","2"
"-15","750","1.4875","1","917","0","12","1","cmn_walk_r","19170004","110311"
"1","-180","1","31","917","","-950","101","","19170005","126711"
"","","","23","917","","1","se_10053800","","19170006","se_fpc_water_random"
"","","","91","917","","","19170005","","19170007","0"
"12","6.98529411764706","","2","917","","-180","126711","","19170008","0"
"12","6.98529411764706","","2","917","","-180","3","","19170009","0"
"12","6.98529411764706","","2","917","","-180","2","","19170010","0"
"12","6.98529411764706","","33","917","","-180","126711","","19170011","0"
"","","","91","917","","","19170008","","19170012",""
"","0","","21","917","","","vo_fpc","","19170013","vo_fpc_21700"
"0","1","0","11","917","0","8","126711","0.5","19170014","完全沒有抵達目的地呢……\n難不成又迷路了嗎？\n墨丘利度假村就是我的庭院……\n我明明是這樣以為的啊～！"
"","","","91","917","","","0","","19170015",""
"","","","93","917","","","0.5","","19170016","0"
"","4.72689075630252","","2","917","","-15","110311","","19170017","300"
"1","17_akino_laugh_loop","0.3","3","917","0.1","0","126711","","19170018","17_akino_laugh_in"
"1","17_akino_laugh_loop","0.3","3","917","0.1","0","3","","19170019","17_akino_laugh_in"
"","","0.3","3","917","","1","2","","19170020","cmn_boat_idle"
"","0","","21","917","","","vo_fpc","","19170021","vo_fpc_21701"
"0","1","0","11","917","0","17","126711","0.5","19170022","不，不對！這個甚至能夠……\n讓我迷失的廣大度假村……\n我應該為財團的豐功偉業感到自豪呢♪\n哦──呵呵呵！"
"","","","91","917","","","19170017","","19170023",""
"1","17_saren_talk_loop","0.2","3","917","0.1","0","110311","","19170024","17_saren_talk_in"
"","","","93","917","","","0.673109243697478","","19170025","0"
"","","","93","917","","","0.5","","19170026","0"
"","","","91","917","","","19170022","","19170027",""
"","0","","21","917","","","vo_fpc","","19170028","vo_fpc_21702"
"0","1","0","11","917","0","8","110311","0.5","19170029","……這裡是漂漂河，應該就只會\n在同樣的地方繞圈吧？"
"","","","91","917","","","0","","19170030",""
"1","17_akino_pause_loop","0.1","3","917","0.1","0","126711","","19170031","17_akino_pause_in"
"1","17_akino_pause_loop","0.1","3","917","0.1","0","3","","19170032","17_akino_pause_in"
"","","0.1","3","917","","1","2","","19170033","cmn_boat_idle"
"","","","93","917","","","2","","19170034","0"
"1","17_akino_shock_loop","0.3","3","917","0.1","0","126711","","19170035","17_akino_shock_in"
"","","","3","917","","0","3","","19170036","empty"
"","","0.3","3","917","","1","2","","19170037","cmn_boat_idle"
"","0","","21","917","","","vo_fpc","","19170038","vo_fpc_21703"
"0","1","0","11","917","0","8","126711","0.5","19170039","是、是這樣嗎！？\n真是個盲點啊───！"
"","","","91","917","","","0","","19170040",""
"","","","93","917","","","0.5","","19170041","0"
"","5.29411764705882","","2","917","","-180","126711","","19170042","900"
"","5.29411764705882","","2","917","","-180","2","","19170043","900"
"","5.29411764705882","","33","917","","-180","126711","","19170044","900"
"","","","93","917","","","2.7","","19170045","0"
"1","cmn_walk","0.1","3","917","0.1","0","110311","","19170046","17_saren_turn"
"","2.64705882352941","","2","917","","-15","110311","","19170047","750"
"","","","91","917","","","19170042","","19170048",""
"","","","91","917","","","19170047","","19170049",""
"-180","-850","1.75","1","918","0","22","1","18_misato_backWalk","19180001","113511"
"-180","-1010","1.75","1","918","0","23","1","18_io_flutterKick","19180002","110111"
"1","-180","0","31","918","","-850","14","","19180003","41"
"1","-180","0","31","918","","50","2","","19180004","11"
"1","-180","0","31","918","","-110","14","","19180005","42"
"1","-180","1","31","918","","-1010","123","","19180006","12"
"","","","23","918","","1","se_10053800","","19180007","se_fpc_water_random"
"","","","91","918","","","19180006","","19180008","0"
"12","6.61764705882353","","2","918","","-180","113511","","19180009","50"
"12","6.61764705882353","","33","918","","-180","41","","19180010","50"
"12","6.61764705882353","","2","918","","-180","110111","","19180011","-110"
"12","6.61764705882353","","33","918","","-180","12","","19180012","-110"
"","","","91","918","","","19180009","","19180013",""
"","","0.2","3","918","","1","113511","","19180014","18_misato_backWalkIdle"
"","0","","21","918","","","vo_fpc","","19180015","vo_fpc_21800"
"0","1","0","11","918","0","8","113511","0.5","19180016","伊緒老師，就是這樣。\n踢水踢得很棒喔～♪"
"","","","91","918","","","0","","19180017",""
"","","","93","918","","","0.5","","19180018","0"
"","0","","21","918","","","vo_fpc","","19180019","vo_fpc_21801"
"0","1","0","11","918","0","7","110111","0.5","19180020","是、是的！嘿咻、嘿咻……\n對不起，難得來到泳池\n還讓妳陪我練習……"
"","","","91","918","","","0","","19180021",""
"","","","93","918","","","0.5","","19180022","0"
"","0","","21","918","","","vo_fpc","","19180023","vo_fpc_21802"
"0","1","0","11","918","0","9","113511","0.5","19180024","沒關係的。\n因為老師永遠是努力的孩子的夥伴唷♪"
"","","","91","918","","","0","","19180025",""
"","","","93","918","","","0.5","","19180026","0"
"","","","32","918","","","12","","19180027","0"
"","","","32","918","","","42","","19180028","1"
"","","","32","918","","","41","","19180029","1"
"1","18_misato_idle_loop","0.1","3","918","0.1","0","113511","","19180030","18_misato_idle_in"
"1","18_io_stopSwim_loop","0.1","3","918","0.1","0","110111","","19180031","18_io_stopSwim_in"
"","0","","21","918","","","vo_fpc","","19180032","vo_fpc_21803"
