10f28aac2cf884c1553f2287b1195ed63494c70588d7d89e1f0d8b193e185995,fc475327134b605741616aa289fbe1ab138cd0fc02f1548f6544a98026b95e53,a9f66c8619d5df483e68574b7062ba3020ecd515730e26060a8d9cdf48e5b483,e6e72111dce420bbd097f131b9c16ce90dd9cccb4b3e692b526a488fdd95078a,af7c9dc93334bf1a30727df0e4a96a75db41a94c36387d2e8e56efc31d1d9bc8,bbb1fec810c063829bfab9b5d0d379be272feb29fae71185aa7ddd094c9c9549,d446435c9356c61bdc4ece806d4255953943f2ed504997e6beeaaa20d3ac1d8d,25b53862fa6cabadcb81c2e92eb5d5273bddd60df8fbfbf291b69988c0493954,3be68fbd7a5b057958fb05e472774391ccf7fb637c1e7c2169a11defd6d6bc3c,9a83001a0fcde4c7d5a795a559d4ed731250d725d1229574708e4a331348544f,b4aa905035b327ee736d1f8edf89faef13491eec2840e8deb992987537eef49e,b6de204641f8be44d2af43efad2d6bfba978c5bc6f1f87538cf870f45f323dc7,99f31f3e7ed7c6e5d1708fe69c262b2d5970310f27594cf0300984b172515ccd,ae63b33a915eae53d487b13b01c832bb6ffaa5b2b8a27cfac360f2a3cca992f4,407160c9a46f94546459d042a88a1d276e6375408452e9108c88b59b771de09b,dd5718b5557c30e2d6f2e053d447f457a4c8aae77421a6a08e5ac53c6093a035,0ad3286952910de14b9489819e2fd7385207bbc0e2284423c6092331463a715e,a600c471378db333d645cb5936217ef140d618db6bedf636349518e125191c56,81ac90cd49976afed47cc29b0625cfca4610cdf89eb9d73f9547813bd6f76076,a3f459f6eccc9ad79be5ae5f86407193115a8602c4524fc9cbeff853eb112f2a,bf2f27166e54b99bfd7416b48895f88eb03386cd37bd3a5a2ce3c98f11575a75
"0.8","-1","1","10","0","0","0","1","0","對敵方單體造成{0}的物理傷害","209800201","0","1","0","1","0","3","1","10","物理傷害+{0}","1"
"500","0","3","200","0","0","0","1","0","","209800202","0","1","0","3","0","1","1","0","","1"
"1.2","-1","1","15","0","0","0","1","0","對敵方單體造成{0}的物理傷害","209800301","0","1","0","1","0","3","1","15","物理傷害+{0}","1"
"5.5","0","10","1","0","1","0","1","1","提升自身{0}的物理攻擊力","209800302","0","2","0","10","12","7","1","5.5","物理攻擊力+{0}","1"
"0","2160","2","50","0","0","0","1","0","移動到最遠的敵人面前","209900101","0","1","0","3","0","4","1","0","","1"
"0","50","1","1","0","0","0","1","0","對最近的敵人進行物理攻擊","209900102","0","1","0","1","0","1","1","1","","1"
"0","2160","1","1","0","0","0","1","0","對面前的敵人造成物理傷害","210000101","0","1","0","1","0","3","1","1","","1"
"2.31","2160","10","1","0","0","0","3","0","降低敵方全體的物理防禦力","210000201","0","1","0","21","20","3","99","2.31","","1"
"2.31","2160","10","1","0","0","0","3","0","降低敵方全體的魔法防禦力","210000202","0","1","0","41","20","3","99","2.31","","1"
"0","2160","1","1","0","0","0","1","0","對面前的敵人造成物理傷害","210003101","0","1","0","1","0","3","1","1","","1"
"2.31","2160","10","1","0","0","0","3","0","降低敵方全體的物理防禦力","210003201","0","1","0","21","5","3","99","2.31","","1"
"2.31","2160","10","1","0","0","0","3","0","降低敵方全體的魔法防禦力","210003202","0","1","0","41","5","3","99","2.31","","1"
"0","2160","1","1","0","0","0","1","0","","210004101","0","1","0","1","0","3","1","1","","1"
"2.31","2160","10","1","0","0","0","3","0","","210004201","0","1","0","21","5","3","99","2.31","","1"
"2.31","2160","10","1","0","0","0","3","0","","210004202","0","1","0","41","5","3","99","2.31","","1"
"0","0","17","100","0","0","0","3","0","","210004301","0","2","0","4","0","7","1","0","","1"
"0","0","24","0","0","0","0","3","0","","210004302","0","2","0","1","0","7","1","1","","1"
"0","0","2","-200","0","0","0","3","0","","210004303","0","2","0","7","0","7","1","0","","1"
"1000","2160","3","250","0","0","0","1","0","","210004304","0","1","0","3","0","3","99","0","","1"
"0","-1","10","1","0","1","0","3","0","","210200101","0","2","1","20","90","3","99","1","","1"
"0","-1","10","1","0","1","0","3","0","","210200102","0","2","1","40","90","3","99","1","","1"
"1","0","17","100","0","0","0","1","0","","210200201","0","2","0","3","0","7","1","0","","1"
"0","0","54","90","0","0","0","1","0","","210200202","0","2","0","0","0","7","1","0","","1"
"0","3000","7","0","0","0","0","1","0","","210200301","0","2","0","1","0","7","1","0","","1"
"0","-1","10","1","0","1","0","3","0","","210200401","0","2","1","20","90","3","99","2000","","1"
"0","-1","10","1","0","1","0","3","0","","210200402","0","2","1","40","90","3","99","2000","","1"
"0","0","17","100","0","0","0","3","0","","210200501","0","2","0","8","0","7","1","0","","1"
"0","-1","10","1","0","1","0","3","0","","210200502","0","2","1","21","90","3","99","2000","","1"
"0","-1","10","1","0","1","0","3","0","","210200503","0","2","1","41","90","3","99","2000","","1"
"0","0","30","0","0","0","0","1","0","","210200504","0","2","0","1","0","7","1","0","","1"
"3.5","3000","1","40","0","0","0","3","0","","210300101","50","1","0","1","0.0008","3","1","0.4","","1"
"12.5","3000","9","800","0","0","0","3","0","","210300102","100","1","0","1","0","3","1","2","","1"
"0","0","17","100","0","0","0","1","0","","210300201","0","2","0","8","0","7","1","0","","1"
"0","3000","46","0.1","0","1","0","2","0","","210300202","0","2","0","1","0","24","1","0","","1"
"1","0","17","100","0","0","0","1","0","","210300301","0","2","0","3","0","7","1","0","","1"
"0","0","54","90","0","0","0","1","0","","210300302","0","2","0","0","0","7","1","0","","1"
"0","2160","16","0","0","0","0","2","0","","210400101","0","1","0","2","0","3","1","0.5","","1"
"0","2160","16","0","0","0","0","3","0","","210400102","0","2","0","1","0","16","1","2.5","","1"
"0","0","17","100","0","0","0","3","0","","210400201","0","2","0","4","0","7","1","0","","1"
"0","0","24","0","0","0","0","3","0","","210400202","0","2","0","1","0","7","1","1","","1"
"0","0","2","-150","0","0","0","3","0","","210400203","0","2","0","7","0","7","1","0","","1"
"1000","2160","3","75","0","0","0","1","0","","210400204","0","1","0","3","0","3","99","0","","1"
"0","0","17","100","0","0","0","3","0","","210400301","0","2","0","4","0","7","1","0","","1"
"0","0","24","0","0","0","0","3","0","","210400302","0","2","0","1","0","7","1","1","","1"
"0","0","2","-150","0","0","0","3","0","","210400303","0","2","0","7","0","7","1","0","","1"
"0","2160","7","0","0","0","0","3","0","","210500101","0","2","0","1","0","3","1","0","","1"
"1","540","1","0","0","0","0","2","0","","210500102","0","1","0","1","0","3","99","1","","1"
"1","540","1","0","0","0","0","2","0","","210500103","0","1","0","2","0","3","99","1","","1"
"0","2160","7","0","0","0","0","3","0","","210510101","0","2","0","1","0","3","1","0","","1"
"1","785","1","0","0","0","0","2","0","","210510102","0","1","0","1","0","3","99","1","","1"
"1","785","1","0","0","0","0","2","0","","210510103","0","1","0","2","0","3","99","1","","1"
"0","0","54","90","0","0","0","1","0","使自己潛行","210600101","0","2","0","0","0","7","1","0","","1"
"0","-1","28","1","0","210600202","0","3","0","開場發動","210600201","210600203","2","0","500","0","24","1","2","","1"
"99","-1","35","99","0","0","0","3","0","對召喚者給予魔攻增益","210600202","0","2","0","1","3","24","1","85","","1"
"99","-1","35","99","0","0","0","3","0","對召喚者給予魔攻增益","210600203","0","2","0","1","3","24","1","85","","1"
"0.0325","-1","26","7","0","1","0","3","0","","210700101","0","2","0","210700102","0","7","1","0","","1"
"0","-1","1","0","0","0","0","3","0","","210700102","0","1","0","1","0","3","2","50","","1"
"1","3000","1","7.13","0","0","0","3","0","","210701101","80","1","0","1","0.00046","3","1","7.13","","1"
"0","-1","26","7","0","1","0","3","0","","210800101","0","2","0","210800102","0","7","1","2","","1"
"0","-1","1","0","0","0","0","3","0","","210800102","0","1","0","1","0","3","1","0","","1"
"0","-1","17","100","0","0","0","3","0","","210800201","0","2","0","8","0","7","1","0","","1"
"0","-1","10","1","0","0","0","3","0","","210800202","0","2","0","21","90","16","1","400","","1"
"0","-1","10","1","0","0","0","3","0","","210800203","0","2","0","41","90","16","1","400","","1"
"1","0","17","100","0","0","0","1","0","","210800301","0","2","0","3","0","7","1","0","","1"
"0","0","54","90","0","0","0","1","0","","210800302","0","2","0","0","0","7","1","0","","1"
"1","3000","1","4","0","0","0","3","0","","210803101","80","1","0","1","0.00014","3","1","4","","1"
"0","-1","17","100","0","0","0","3","0","","210803201","0","2","0","8","0","7","1","0","","1"
"1","-1","10","1","0","0","0","3","0","","210803202","0","2","0","21","90","24","1","0","","1"
"1","-1","10","1","0","0","0","3","0","","210803203","0","2","0","41","90","24","1","0","","1"
"1","0","17","100","0","0","0","1","0","","210803301","0","2","0","3","0","7","1","0","","1"
"0","0","54","90","0","0","0","1","0","","210803302","0","2","0","0","0","7","1","0","","1"
"0","0","82","90","0","200000020","0","3","0","","210900101","0","2","0","1","0","7","1","0","","1"
"0","0","54","90","0","0","0","1","0","","210900102","0","2","0","0","0","7","1","0","","1"
"100","3000","10","1","0","1","0","3","0","","210900103","0","2","0","10","2","24","1","0","","1"
"0","3000","16","1000","0","0","0","3","0","","210900104","0","2","0","1","0","24","1","0","","1"
"0","0","30","0","0","0","0","3","0","","210900105","0","2","0","1","0","7","1","0","","1"
"1","0","17","100","0","0","0","1","0","","210900201","0","2","0","3","0","7","1","0","","1"
"0","0","54","90","0","0","0","1","0","","210900202","0","2","0","0","0","7","1","0","","1"
"0","0","17","100","0","0","0","1","0","","210900301","0","2","0","8","0","7","1","0","","1"
"0","3000","10","2","0","1","0","3","0","","210900302","0","1","0","10","3","3","99","200","","1"
"0","3000","10","2","0","1","0","3","0","","210900303","0","1","0","30","3","3","99","200","","1"
"0","3000","16","1000","0","0","0","3","0","","210900304","0","1","0","1","0","3","99","0","","1"
"120","3000","35","2","0","0","0","3","0","","210900305","0","2","0","1","1","24","1","85","","1"
"0","0","82","90","0","200000020","0","3","0","","210901101","0","2","0","1","0","7","1","0","","1"
"0","0","54","90","0","0","0","1","0","","210901102","0","2","0","0","0","7","1","0","","1"
"100","3000","10","1","0","1","0","3","0","","210901103","0","2","0","10","4","24","1","0","","1"
"0","3000","10","1","0","1","0","3","0","","210901104","0","2","0","20","5","24","1","1000","","1"
"0","3000","10","1","0","1","0","3","0","","210901105","0","2","0","40","5","24","1","1000","","1"
"0","3000","16","1000","0","0","0","3","0","","210901106","0","2","0","1","0","24","1","0","","1"
"0","0","30","0","0","0","0","3","0","","210901107","0","2","0","1","0","7","1","0","","1"
"1","0","17","100","0","0","0","1","0","","210901201","0","2","0","3","0","7","1","0","","1"
"0","0","54","90","0","0","0","1","0","","210901202","0","2","0","0","0","7","1","0","","1"
"0","0","17","100","0","0","0","1","0","","210901301","0","2","0","8","0","7","1","0","","1"
"0","3000","10","2","0","1","0","3","0","","210901302","0","1","0","10","90","3","99","25","","1"
"0","3000","10","2","0","1","0","3","0","","210901303","0","1","0","30","90","3","99","25","","1"
"0","3000","16","1000","0","0","0","3","0","","210901304","0","1","0","1","0","3","99","0","","1"
"120","3000","35","2","0","0","0","3","0","","210901305","0","2","0","1","1","24","1","85","","1"
"4.5","-1","1","60","0","0","0","1","0","","211001101","0","1","0","1","0","3","1","60","","1"
"0","0","28","1","0","211001103","0","1","0","","211001102","0","2","0","1000","0","7","1","0","","1"
"22.5","0","10","1","0","1","0","1","1","","211001103","0","2","0","10","18","7","1","22.5","","1"
"7.5","0","10","1","0","1","0","1","0","","211001201","0","2","0","10","12","7","1","7.5","","1"
"1.2","-1","1","15","0","0","0","1","0","","211001301","0","1","0","1","0","3","1","15","","1"
"8","-1","9","2","0","0","0","1","0","","211001302","0","1","0","1","0","1","1","2","","1"
"3.6","-1","1","45","0","0","0","1","0","","211101101","0","1","0","1","0","3","1","45","","1"
"18","0","6","10","0","0","0","3","0","","211101102","0","2","0","3","0","7","1","10","","1"
"7.5","2160","4","1","0","0","0","2","0","","211101201","0","2","0","1","1","5","1","7.5","","1"
"12","150","6","6","0","0","0","2","0","","211101301","0","2","0","1","0","3","99","6","","1"
"0.8","3000","1","270","2","0","0","1","0","","211200101","0","1","0","2","0.04","6","1","10","","1"
"0","3000","92","0","0","0","0","1","0","","211200102","0","1","0","0","0","6","1","0","","1"
"6","-1","9","1000","0","0","0","1","0","","211200103","0","1","0","1","0.04","6","1","0","","1"
"0","0","17","100","0","0","0","3","0","","211200201","0","2","0","4","0","7","1","0","","1"
"0","0","24","0","0","0","0","3","0","","211200202","0","2","0","1","0","7","1","1","","1"
"0","0","2","-150","0","0","0","3","0","","211200203","0","2","0","7","0","7","1","0","","1"
"1000","2160","3","200","0","0","0","1","0","","211200204","0","1","0","3","0","3","99","0","","1"
"0","0","17","100","0","0","0","3","0","","211200301","0","2","0","4","0","7","1","0","","1"
"0","0","24","0","0","0","0","3","0","","211200302","0","2","0","1","0","7","1","1","","1"
"0","0","2","-150","0","0","0","3","0","","211200303","0","2","0","7","0","7","1","0","","1"
"3000","-1","39","10","0","0","0","3","0","","211300101","0","2","0","211300102","0","7","99","0","","1"
"10","-1","9","100000","1","0","0","3","0","","211300102","0","2","0","7","0","3","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211300201","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211300301","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211300401","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211300501","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211300601","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211300701","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211300801","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211300901","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211301001","0","2","0","31","0","7","99","0","","1"
"3000","-1","39","10","0","0","0","3","0","","211301101","0","2","0","211301102","0","7","99","0","","1"
"10","-1","9","150000","1","0","0","3","0","","211301102","0","2","0","7","0","3","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211301201","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211301301","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211301401","0","2","0","21","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211301501","0","2","0","41","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211301601","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211301701","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211301801","0","2","0","21","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211301901","0","2","0","41","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211302001","0","2","0","11","0","7","99","0","","1"
"3000","-1","39","10","0","0","0","3","0","","211302101","0","2","0","211302102","0","7","99","0","","1"
"10","-1","9","200000","1","0","0","3","0","","211302102","0","2","0","7","0","3","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211302201","0","2","0","11","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211302301","0","2","0","11","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211302401","0","2","0","21","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211302501","0","2","0","21","0","7","99","0","","1"
"0","3000","16","150","0","0","0","3","0","","211302601","0","1","0","1","0","3","99","0","","1"
"1","3000","21","10","0","0","0","3","0","","211302701","0","1","0","7","0","3","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211302801","0","2","0","21","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211302901","0","2","0","41","0","7","99","0","","1"
"3000","-1","39","10","1","0","0","3","0","","211303001","0","2","0","211303002","0","7","99","0","","1"
"10","-1","9","300000","0","0","0","3","0","","211303002","0","2","0","7","0","3","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","211303101","0","1","0","30","0","3","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","211303201","0","1","0","10","0","3","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211303301","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211303401","0","2","0","41","0","7","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","211303501","0","1","0","30","0","3","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","211303601","0","1","0","10","0","3","99","0","","1"
"0","3000","48","200","0","3","90","3","1","","211303701","0","1","0","2","0","3","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","211303801","0","1","0","10","0","3","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","211303901","0","1","0","10","0","3","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211304001","0","2","0","41","0","7","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","211304101","0","1","0","30","0","3","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","211304201","0","1","0","10","0","3","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211304301","0","2","0","21","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211304401","0","2","0","41","0","7","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","211304501","0","1","0","30","0","3","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","211304601","0","1","0","10","0","3","99","0","","1"
"0","3000","48","350","0","3","90","3","1","","211304701","0","1","0","2","0","3","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","211304801","0","1","0","10","0","3","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","211304901","0","1","0","10","0","3","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211305001","0","2","0","41","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211305101","0","2","0","21","0","7","99","0","","1"
"90","3000","38","10","1","2","3000","3","0","","211305201","0","1","0","30","0","3","99","0","","1"
"90","3000","38","10","1","2","3000","3","0","","211305301","0","1","0","10","0","3","99","0","","1"
"0","3000","48","500","0","3","90","3","1","","211305401","0","1","0","2","0","3","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211305501","0","2","0","41","0","7","99","0","","1"
"0","3000","16","150","0","0","0","3","0","","211305601","0","1","0","1","0","3","99","0","","1"
"1","3000","21","10","0","0","0","3","0","","211305701","0","1","0","7","0","3","99","0","","1"
"90","3000","38","10","1","2","3000","3","0","","211305801","0","1","0","30","0","3","99","0","","1"
"90","3000","38","10","1","2","3000","3","0","","211305901","0","1","0","10","0","3","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211306001","0","2","0","41","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211306101","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211306201","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211306301","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211306401","0","2","0","41","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211306501","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211306601","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211306701","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211306801","0","2","0","41","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211306901","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211307001","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211307101","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211307201","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211307301","0","2","0","21","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211307401","0","2","0","41","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211307501","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211307601","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211307701","0","2","0","21","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211307801","0","2","0","41","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211307901","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211308001","0","2","0","11","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211308101","0","2","0","11","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211308201","0","2","0","11","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211308301","0","2","0","21","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211308401","0","2","0","41","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211308501","0","2","0","11","0","7","99","0","","1"
"0","3000","16","150","0","0","0","3","0","","211308601","0","1","0","1","0","3","99","0","","1"
"1","3000","21","10","0","0","0","3","0","","211308701","0","1","0","7","0","3","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211308801","0","2","0","11","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211308901","0","2","0","21","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211309001","0","2","0","41","0","7","99","0","","1"
"0","3000","48","5","0","4","90","3","1","","211309101","0","1","0","2","0","3","99","0","","1"
"0","3000","16","50","0","0","0","3","0","","211309201","0","1","0","1","0","3","99","0","","1"
"3000","-1","39","10","1","0","0","3","0","","211309301","0","2","0","211309302","0","7","99","0","","1"
"10","-1","9","50000","1","0","0","3","0","","211309302","0","2","0","8","0","3","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211309401","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211309501","0","2","0","21","0","7","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","211309601","0","1","0","10","0","3","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","211309701","0","1","0","30","0","3","99","0","","1"
"3000","-1","39","10","1","0","0","3","0","","211309801","0","2","0","211309802","0","7","99","0","","1"
"10","-1","9","50000","1","0","0","3","0","","211309802","0","2","0","8","0","3","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","211309901","0","2","0","21","0","7","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","211310001","0","1","0","10","0","3","99","0","","1"
"0","3000","16","250","0","0","0","3","0","","211400101","0","1","0","1","0","3","99","0","","1"
"0","3000","16","250","0","0","0","3","0","","211400201","0","1","0","1","0","3","99","0","","1"
"0","3000","16","250","0","0","0","3","0","","211400301","0","1","0","1","0","3","99","0","","1"
"0","3000","16","250","0","0","0","3","0","","211400401","0","1","0","1","0","3","99","0","","1"
"0","3000","48","10","0","4","90","3","1","","211500101","0","1","0","2","0","3","99","0","","1"
"3000","-1","39","10","1","0","0","3","0","","211500201","0","2","0","211500202","0","7","99","0","","1"
"10","-1","9","75000","1","0","0","3","0","","211500202","0","2","0","8","0","3","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211500301","0","2","0","21","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211500401","0","2","0","41","0","7","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","211500501","0","1","0","30","0","3","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","211500601","0","1","0","10","0","3","99","0","","1"
"0","3000","16","100","0","0","0","3","0","","211500701","0","1","0","1","0","3","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211500801","0","2","0","21","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","211500901","0","2","0","41","0","7","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","211501001","0","1","0","10","0","3","99","0","","1"
"0","3000","48","15","0","4","90","3","1","","211501101","0","1","0","2","0","3","99","0","","1"
"0","3000","16","150","0","0","0","3","0","","211501201","0","1","0","1","0","3","99","0","","1"
"3000","-1","39","10","1","0","0","3","0","","211501301","0","2","0","211501302","0","7","99","0","","1"
"10","-1","9","100000","1","0","0","3","0","","211501302","0","2","0","8","0","3","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211501401","0","2","0","21","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211501501","0","2","0","41","0","7","99","0","","1"
"0","3000","16","150","0","0","0","3","0","","211501601","0","1","0","1","0","3","99","0","","1"
"1","3000","21","10","0","0","0","3","0","","211501701","0","1","0","7","0","3","99","0","","1"
"3000","-1","39","10","1","0","0","3","0","","211501801","0","2","0","211501802","0","7","99","0","","1"
"10","-1","9","150000","1","0","0","3","0","","211501802","0","2","0","8","0","3","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211501901","0","2","0","21","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","211502001","0","2","0","41","0","7","99","0","","1"
"0","0","82","90","0","200000020","0","3","0","","211600101","0","2","0","1","0","7","1","0","","1"
"0","0","54","90","0","0","0","1","0","","211600102","0","2","0","0","0","7","1","0","","1"
"100","3000","11","10","0","0","0","2","0","","211600103","0","1","0","0","0","3","1","0","","1"
"0","0","30","0","0","0","0","3","0","","211600104","0","2","0","1","0","7","1","0","","1"
"1","0","17","100","0","0","0","1","0","","211600201","0","2","0","3","0","7","1","0","","1"
"0","0","54","90","0","0","0","1","0","","211600202","0","2","0","0","0","7","1","0","","1"
"0","0","17","100","0","0","0","1","0","","211600301","0","2","0","8","0","7","1","0","","1"
"1","3000","10","2","0","1","0","3","0","","211600302","0","1","0","10","90","3","99","59","","1"
"4.5","3000","10","2","0","1","0","3","0","","211600303","0","1","0","30","90","3","99","54","","1"
"120","3000","35","2","0","0","0","3","0","","211600304","0","2","0","1","1","24","1","85","","1"
"0","3000","7","0","0","0","0","3","0","指定目標","211700101","0","1","0","1","0","3","1","0","","1"
"0.72","400","1","12","0","0","0","3","0","對目標中心造成範圍魔法傷害","211700102","0","1","0","1","0","1","99","14","","1"
"12","400","9","10","0","0","0","3","0","朝對象範圍施加判定○的詛咒","211700103","0","1","0","3","0","1","99","0.8","","1"
"30","0","17","100","0","0","0","1","0","HP觸發","211700201","1","2","0","3","0","7","1","0","","1"
"0","3000","16","1000","0","0","0","2","0","TP回復","211700202","0","2","0","1","0","16","1","0","","1"
"0","0","17","100","0","0","0","3","0","","211800101","0","2","0","4","0","7","1","0","","1"
"0","0","24","0","0","0","0","3","0","","211800102","0","2","0","1","0","7","1","1","","1"
"0","0","2","-600","0","0","0","3","0","","211800103","0","2","0","7","0","7","1","0","","1"
"1000","2160","3","200","0","0","0","1","0","","211800104","0","1","0","3","0","3","99","0","","1"
"0","3000","92","0.5","0","0","0","2","0","","211800201","0","1","0","0","0","3","1","0","","1"
"1","3000","1","25","0","0","0","2","0","","211800202","0","1","0","1","0","3","1","4","","1"
"0","0","17","100","0","0","0","3","0","","213000101","0","2","0","4","0","7","1","0","","1"
"0","0","24","0","0","0","0","3","0","","213000102","0","2","0","1","0","7","1","1","","1"
"0","0","2","-300","0","0","0","3","0","","213000103","0","2","0","7","0","7","1","0","","1"
"1000","2160","3","100","0","0","0","1","0","","213000104","0","1","0","3","0","3","99","0","","1"
"4","2160","1","1","0","0","0","1","0","前方物理傷害","213100101","0","1","0","1","0","3","1","1","","1"
"99","0","35","99","0","0","0","3","0","給予頭目刻印","213100102","0","2","0","1","1","24","1","56","","1"
"0","0","17","100","0","0","0","1","0","當受到了攻擊時","213100201","0","0","0","2","1","7","1","0","","1"
"99","0","35","99","0","0","0","3","0","給予頭目刻印","213100202","0","2","0","1","-1","24","1","56","","1"
"0","3000","92","0.5","0","0","0","2","0","","213200101","0","1","0","0","0","3","1","0","","1"
