1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a,a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454
"1","2","10067054","31028","81067001"
"25","8","10067055","91002","81067001"
"50","2","10067056","60662","81067002"
"30000","12","10067057","94002","81067002"
"50","2","10067058","60662","81067003"
"30000","12","10067059","94002","81067003"
"1","2","10067060","31028","81067004"
"25","8","10067061","91002","81067004"
"50","2","10067062","60662","81067005"
"30000","12","10067063","94002","81067005"
"50","2","10067064","60662","81067006"
"30000","12","10067065","94002","81067006"
"1","2","10067066","31028","81067007"
"25","8","10067067","91002","81067007"
"50","8","10067068","91002","81067008"
"5","2","10068001","60672","61068001"
"5","2","10068002","60672","61068002"
"30","8","10068003","91002","71068001"
"1","2","10068004","22002","71068001"
"30","8","10068005","91002","71068002"
"1","2","10068006","22002","71068002"
"30","8","10068007","91002","71068003"
"1","2","10068008","22002","71068003"
"30","8","10068009","91002","71068004"
"1","2","10068010","22002","71068004"
"30","8","10068011","91002","71068005"
"1","2","10068012","22002","71068005"
"30","8","10068013","91002","71068006"
"1","2","10068014","22002","71068006"
"30","8","10068015","91002","71068007"
"1","2","10068016","22002","71068007"
"30","8","10068017","91002","71068008"
"1","2","10068018","22002","71068008"
"30","8","10068019","91002","71068009"
"1","2","10068020","22002","71068009"
"30","8","10068021","91002","71068010"
"1","2","10068022","22002","71068010"
"30","8","10068023","91002","71068011"
"1","2","10068024","22002","71068011"
"30","8","10068025","91002","71068012"
"1","2","10068026","22002","71068012"
"30","8","10068027","91002","71068013"
"1","2","10068028","22002","71068013"
"30","8","10068029","91002","71068014"
"1","2","10068030","22002","71068014"
"30","8","10068031","91002","71068015"
"1","2","10068032","22002","71068015"
"60","8","10068033","91002","71068016"
"2","2","10068034","22002","71068016"
"60","8","10068035","91002","71068017"
"2","2","10068036","22002","71068017"
"60","8","10068037","91002","71068018"
"2","2","10068038","22002","71068018"
"60","8","10068039","91002","71068019"
"2","2","10068040","22002","71068019"
"60","8","10068041","91002","71068020"
"2","2","10068042","22002","71068020"
"50000","12","10068043","94002","71068021"
"100000","12","10068044","94002","71068022"
"150000","12","10068045","94002","71068023"
"200000","12","10068046","94002","71068024"
"250000","12","10068047","94002","71068025"
"50","8","10068048","91002","71068026"
"1","2","10068049","31168","71068027"
"1","2","10068050","31168","71068028"
"2","2","10068051","31168","71068029"
"2","2","10068052","31168","71068030"
"4","2","10068053","31168","71068031"
"1","1","10068054","116801","71068032"
"1","7","10068055","2809","71068033"
"10","2","10068056","31168","71068034"
"100","2","10068057","60672","81068001"
"30000","12","10068058","94002","81068001"
"100","2","10068059","60672","81068002"
"30000","12","10068060","94002","81068002"
"2","2","10068061","31168","81068003"
"30","8","10068062","91002","81068003"
"2","2","10068063","31168","81068004"
"30","8","10068064","91002","81068004"
"100","2","10068065","60672","81068005"
"30000","12","10068066","94002","81068005"
"100","2","10068067","60672","81068006"
"30000","12","10068068","94002","81068006"
"2","2","10068069","31168","81068007"
"30","8","10068070","91002","81068007"
"100","8","10068071","91002","81068008"
"5","2","10069001","60682","61069001"
"5","2","10069002","60682","61069002"
"30","8","10069003","91002","71069001"
"1","2","10069004","22002","71069001"
"30","8","10069005","91002","71069002"
"1","2","10069006","22002","71069002"
"30","8","10069007","91002","71069003"
"1","2","10069008","22002","71069003"
"30","8","10069009","91002","71069004"
"1","2","10069010","22002","71069004"
"30","8","10069011","91002","71069005"
"1","2","10069012","22002","71069005"
"30","8","10069013","91002","71069006"
"1","2","10069014","22002","71069006"
"30","8","10069015","91002","71069007"
"1","2","10069016","22002","71069007"
"30","8","10069017","91002","71069008"
"1","2","10069018","22002","71069008"
"30","8","10069019","91002","71069009"
"1","2","10069020","22002","71069009"
"30","8","10069021","91002","71069010"
"1","2","10069022","22002","71069010"
"30","8","10069023","91002","71069011"
"1","2","10069024","22002","71069011"
"30","8","10069025","91002","71069012"
"1","2","10069026","22002","71069012"
"30","8","10069027","91002","71069013"
"1","2","10069028","22002","71069013"
"30","8","10069029","91002","71069014"
"1","2","10069030","22002","71069014"
"30","8","10069031","91002","71069015"
"1","2","10069032","22002","71069015"
"60","8","10069033","91002","71069016"
"2","2","10069034","22002","71069016"
"60","8","10069035","91002","71069017"
"2","2","10069036","22002","71069017"
"60","8","10069037","91002","71069018"
"2","2","10069038","22002","71069018"
"60","8","10069039","91002","71069019"
"2","2","10069040","22002","71069019"
"60","8","10069041","91002","71069020"
"2","2","10069042","22002","71069020"
"50000","12","10069043","94002","71069021"
"100000","12","10069044","94002","71069022"
"150000","12","10069045","94002","71069023"
"200000","12","10069046","94002","71069024"
"50","8","10069047","91002","71069025"
"1","2","10069048","31130","71069026"
"1","2","10069049","31130","71069027"
"1","2","10069050","31130","71069028"
"1","2","10069051","31130","71069029"
"1","2","10069052","31130","71069030"
"1","1","10069053","113001","71069031"
"4","2","10069054","31130","71069032"
"50","2","10069055","60682","81069001"
"30000","12","10069056","94002","81069001"
"50","2","10069057","60682","81069002"
"30000","12","10069058","94002","81069002"
"1","2","10069059","31130","81069003"
"25","8","10069060","91002","81069003"
"1","2","10069061","31130","81069004"
"25","8","10069062","91002","81069004"
"50","2","10069063","60682","81069005"
"30000","12","10069064","94002","81069005"
"50","2","10069065","60682","81069006"
"30000","12","10069066","94002","81069006"
"1","2","10069067","31130","81069007"
"25","8","10069068","91002","81069007"
"50","8","10069069","91002","81069008"
"5","2","10070001","60692","61070001"
"5","2","10070002","60692","61070002"
"30","8","10070003","91002","71070001"
"1","2","10070004","22002","71070001"
"30","8","10070005","91002","71070002"
"1","2","10070006","22002","71070002"
"30","8","10070007","91002","71070003"
"1","2","10070008","22002","71070003"
"30","8","10070009","91002","71070004"
"1","2","10070010","22002","71070004"
"30","8","10070011","91002","71070005"
"1","2","10070012","22002","71070005"
"30","8","10070013","91002","71070006"
"1","2","10070014","22002","71070006"
"30","8","10070015","91002","71070007"
"1","2","10070016","22002","71070007"
"30","8","10070017","91002","71070008"
"1","2","10070018","22002","71070008"
"30","8","10070019","91002","71070009"
"1","2","10070020","22002","71070009"
"30","8","10070021","91002","71070010"
"1","2","10070022","22002","71070010"
"30","8","10070023","91002","71070011"
"1","2","10070024","22002","71070011"
"30","8","10070025","91002","71070012"
"1","2","10070026","22002","71070012"
"30","8","10070027","91002","71070013"
"1","2","10070028","22002","71070013"
"30","8","10070029","91002","71070014"
"1","2","10070030","22002","71070014"
"30","8","10070031","91002","71070015"
"1","2","10070032","22002","71070015"
"60","8","10070033","91002","71070016"
"2","2","10070034","22002","71070016"
"60","8","10070035","91002","71070017"
"2","2","10070036","22002","71070017"
"60","8","10070037","91002","71070018"
"2","2","10070038","22002","71070018"
"60","8","10070039","91002","71070019"
"2","2","10070040","22002","71070019"
"60","8","10070041","91002","71070020"
"2","2","10070042","22002","71070020"
"50000","12","10070043","94002","71070021"
"100000","12","10070044","94002","71070022"
"150000","12","10070045","94002","71070023"
"200000","12","10070046","94002","71070024"
"250000","12","10070047","94002","71070025"
"50","8","10070048","91002","71070026"
"1","2","10070049","31018","71070027"
"1","2","10070050","31018","71070028"
"2","2","10070051","31018","71070029"
"2","2","10070052","31018","71070030"
"4","2","10070053","31018","71070031"
"10","2","10070054","31018","71070032"
"2","2","10070055","31018","81070001"
"30","8","10070056","91002","81070001"
"2","2","10070057","31018","81070002"
"30","8","10070058","91002","81070002"
"200","2","10070059","60692","81070003"
"60000","12","10070060","94002","81070003"
"200","2","10070061","60692","81070004"
"60000","12","10070062","94002","81070004"
"2","2","10070063","31018","81070005"
"30","8","10070064","91002","81070005"
"100","8","10070065","91002","81070006"
"5","2","10071001","60702","61071001"
"5","2","10071002","60702","61071002"
"30","8","10071003","91002","71071001"
"1","2","10071004","22002","71071001"
"30","8","10071005","91002","71071002"
"1","2","10071006","22002","71071002"
"30","8","10071007","91002","71071003"
"1","2","10071008","22002","71071003"
"30","8","10071009","91002","71071004"
"1","2","10071010","22002","71071004"
"30","8","10071011","91002","71071005"
"1","2","10071012","22002","71071005"
"30","8","10071013","91002","71071006"
"1","2","10071014","22002","71071006"
"30","8","10071015","91002","71071007"
"1","2","10071016","22002","71071007"
"30","8","10071017","91002","71071008"
"1","2","10071018","22002","71071008"
"30","8","10071019","91002","71071009"
"1","2","10071020","22002","71071009"
"30","8","10071021","91002","71071010"
"1","2","10071022","22002","71071010"
"30","8","10071023","91002","71071011"
"1","2","10071024","22002","71071011"
"30","8","10071025","91002","71071012"
"1","2","10071026","22002","71071012"
"30","8","10071027","91002","71071013"
"1","2","10071028","22002","71071013"
"30","8","10071029","91002","71071014"
"1","2","10071030","22002","71071014"
"30","8","10071031","91002","71071015"
"1","2","10071032","22002","71071015"
"60","8","10071033","91002","71071016"
"2","2","10071034","22002","71071016"
"60","8","10071035","91002","71071017"
"2","2","10071036","22002","71071017"
"60","8","10071037","91002","71071018"
"2","2","10071038","22002","71071018"
"60","8","10071039","91002","71071019"
"2","2","10071040","22002","71071019"
"60","8","10071041","91002","71071020"
"2","2","10071042","22002","71071020"
"50000","12","10071043","94002","71071021"
"100000","12","10071044","94002","71071022"
"150000","12","10071045","94002","71071023"
"200000","12","10071046","94002","71071024"
"50","8","10071047","91002","71071025"
"1","2","10071048","31132","71071026"
"1","2","10071049","31132","71071027"
"1","2","10071050","31132","71071028"
"1","2","10071051","31132","71071029"
"1","2","10071052","31132","71071030"
"1","1","10071053","113201","71071031"
"4","2","10071054","31132","71071032"
"30","2","10071055","60702","81071001"
"20000","12","10071056","94002","81071001"
"30","2","10071057","60702","81071002"
"20000","12","10071058","94002","81071002"
"1","2","10071059","31132","81071003"
"25","8","10071060","91002","81071003"
"30","2","10071061","60702","81071004"
"20000","12","10071062","94002","81071004"
"30","2","10071063","60702","81071005"
"20000","12","10071064","94002","81071005"
"1","2","10071065","31132","81071006"
"25","8","10071066","91002","81071006"
"40","2","10071067","60702","81071007"
"20000","12","10071068","94002","81071007"
"40","2","10071069","60702","81071008"
"20000","12","10071070","94002","81071008"
"1","2","10071071","31132","81071009"
"25","8","10071072","91002","81071009"
"50","8","10071073","91002","81071010"
"5","2","10072001","60712","61072001"
"5","2","10072002","60712","61072002"
"30","8","10072003","91002","71072001"
"1","2","10072004","22002","71072001"
"30","8","10072005","91002","71072002"
"1","2","10072006","22002","71072002"
"30","8","10072007","91002","71072003"
"1","2","10072008","22002","71072003"
"30","8","10072009","91002","71072004"
"1","2","10072010","22002","71072004"
"30","8","10072011","91002","71072005"
"1","2","10072012","22002","71072005"
"30","8","10072013","91002","71072006"
"1","2","10072014","22002","71072006"
"30","8","10072015","91002","71072007"
"1","2","10072016","22002","71072007"
"30","8","10072017","91002","71072008"
"1","2","10072018","22002","71072008"
"30","8","10072019","91002","71072009"
"1","2","10072020","22002","71072009"
"30","8","10072021","91002","71072010"
"1","2","10072022","22002","71072010"
"30","8","10072023","91002","71072011"
"1","2","10072024","22002","71072011"
"30","8","10072025","91002","71072012"
"1","2","10072026","22002","71072012"
"30","8","10072027","91002","71072013"
"1","2","10072028","22002","71072013"
"30","8","10072029","91002","71072014"
"1","2","10072030","22002","71072014"
"30","8","10072031","91002","71072015"
"1","2","10072032","22002","71072015"
"60","8","10072033","91002","71072016"
"2","2","10072034","22002","71072016"
"60","8","10072035","91002","71072017"
"2","2","10072036","22002","71072017"
"60","8","10072037","91002","71072018"
"2","2","10072038","22002","71072018"
"60","8","10072039","91002","71072019"
"2","2","10072040","22002","71072019"
"60","8","10072041","91002","71072020"
"2","2","10072042","22002","71072020"
"50000","12","10072043","94002","71072021"
"100000","12","10072044","94002","71072022"
"150000","12","10072045","94002","71072023"
"200000","12","10072046","94002","71072024"
"250000","12","10072047","94002","71072025"
"50","8","10072048","91002","71072026"
"1","2","10072049","31174","71072027"
"1","2","10072050","31174","71072028"
"2","2","10072051","31174","71072029"
"2","2","10072052","31174","71072030"
"4","2","10072053","31174","71072031"
"1","1","10072054","117401","71072032"
"10","2","10072055","31174","71072033"
"2","2","10072056","31174","81072001"
"30","8","10072057","91002","81072001"
"2","2","10072058","31174","81072002"
"30","8","10072059","91002","81072002"
"200","2","10072060","60712","81072003"
"60000","12","10072061","94002","81072003"
"200","2","10072062","60712","81072004"
"60000","12","10072063","94002","81072004"
"2","2","10072064","31174","81072005"
"30","8","10072065","91002","81072005"
"100","8","10072066","91002","81072006"
"5","2","10073001","60722","61073001"
"5","2","10073002","60722","61073002"
"30","8","10073003","91002","71073001"
"1","2","10073004","22002","71073001"
"30","8","10073005","91002","71073002"
"1","2","10073006","22002","71073002"
"30","8","10073007","91002","71073003"
"1","2","10073008","22002","71073003"
"30","8","10073009","91002","71073004"
"1","2","10073010","22002","71073004"
"30","8","10073011","91002","71073005"
"1","2","10073012","22002","71073005"
"30","8","10073013","91002","71073006"
"1","2","10073014","22002","71073006"
"30","8","10073015","91002","71073007"
"1","2","10073016","22002","71073007"
"30","8","10073017","91002","71073008"
"1","2","10073018","22002","71073008"
"30","8","10073019","91002","71073009"
"1","2","10073020","22002","71073009"
"30","8","10073021","91002","71073010"
"1","2","10073022","22002","71073010"
"30","8","10073023","91002","71073011"
"1","2","10073024","22002","71073011"
"30","8","10073025","91002","71073012"
"1","2","10073026","22002","71073012"
"30","8","10073027","91002","71073013"
"1","2","10073028","22002","71073013"
"30","8","10073029","91002","71073014"
"1","2","10073030","22002","71073014"
"30","8","10073031","91002","71073015"
"1","2","10073032","22002","71073015"
"60","8","10073033","91002","71073016"
"2","2","10073034","22002","71073016"
"60","8","10073035","91002","71073017"
"2","2","10073036","22002","71073017"
"60","8","10073037","91002","71073018"
"2","2","10073038","22002","71073018"
"60","8","10073039","91002","71073019"
"2","2","10073040","22002","71073019"
"60","8","10073041","91002","71073020"
"2","2","10073042","22002","71073020"
"50000","12","10073043","94002","71073021"
"100000","12","10073044","94002","71073022"
"150000","12","10073045","94002","71073023"
"200000","12","10073046","94002","71073024"
"50","8","10073047","91002","71073025"
"1","2","10073048","31135","71073026"
"1","2","10073049","31135","71073027"
"1","2","10073050","31135","71073028"
"1","2","10073051","31135","71073029"
"1","2","10073052","31135","71073030"
"1","1","10073053","113501","71073031"
"4","2","10073054","31135","71073032"
"50","2","10073055","60722","81073001"
"30000","12","10073056","94002","81073001"
"50","2","10073057","60722","81073002"
"30000","12","10073058","94002","81073002"
"1","2","10073059","31135","81073003"
"25","8","10073060","91002","81073003"
"1","2","10073061","31135","81073004"
"25","8","10073062","91002","81073004"
"50","2","10073063","60722","81073005"
"30000","12","10073064","94002","81073005"
"50","2","10073065","60722","81073006"
"30000","12","10073066","94002","81073006"
"1","2","10073067","31135","81073007"
"25","8","10073068","91002","81073007"
"50","8","10073069","91002","81073008"
"5","2","10074001","60732","61074001"
"5","2","10074002","60732","61074002"
"30","8","10074003","91002","71074001"
"1","2","10074004","22002","71074001"
"30","8","10074005","91002","71074002"
"1","2","10074006","22002","71074002"
"30","8","10074007","91002","71074003"
"1","2","10074008","22002","71074003"
"30","8","10074009","91002","71074004"
"1","2","10074010","22002","71074004"
"30","8","10074011","91002","71074005"
"1","2","10074012","22002","71074005"
"30","8","10074013","91002","71074006"
"1","2","10074014","22002","71074006"
"30","8","10074015","91002","71074007"
"1","2","10074016","22002","71074007"
"30","8","10074017","91002","71074008"
"1","2","10074018","22002","71074008"
"30","8","10074019","91002","71074009"
"1","2","10074020","22002","71074009"
"30","8","10074021","91002","71074010"
"1","2","10074022","22002","71074010"
"30","8","10074023","91002","71074011"
"1","2","10074024","22002","71074011"
"30","8","10074025","91002","71074012"
"1","2","10074026","22002","71074012"
"30","8","10074027","91002","71074013"
"1","2","10074028","22002","71074013"
"30","8","10074029","91002","71074014"
"1","2","10074030","22002","71074014"
"30","8","10074031","91002","71074015"
"1","2","10074032","22002","71074015"
"60","8","10074033","91002","71074016"
"2","2","10074034","22002","71074016"
"60","8","10074035","91002","71074017"
"2","2","10074036","22002","71074017"
"60","8","10074037","91002","71074018"
"2","2","10074038","22002","71074018"
"60","8","10074039","91002","71074019"
"2","2","10074040","22002","71074019"
"60","8","10074041","91002","71074020"
"2","2","10074042","22002","71074020"
"50000","12","10074043","94002","71074021"
"100000","12","10074044","94002","71074022"
"150000","12","10074045","94002","71074023"
"200000","12","10074046","94002","71074024"
"250000","12","10074047","94002","71074025"
"50","8","10074048","91002","71074026"
"1","2","10074049","31096","71074027"
"1","2","10074050","31096","71074028"
"2","2","10074051","31096","71074029"
"2","2","10074052","31096","71074030"
"4","2","10074053","31096","71074031"
"10","2","10074054","31096","71074032"
"2","2","10074055","31096","81074001"
"30","8","10074056","91002","81074001"
"2","2","10074057","31096","81074002"
"30","8","10074058","91002","81074002"
"200","2","10074059","60732","81074003"
"60000","12","10074060","94002","81074003"
"200","2","10074061","60732","81074004"
"60000","12","10074062","94002","81074004"
"2","2","10074063","31096","81074005"
"30","8","10074064","91002","81074005"
"100","8","10074065","91002","81074006"
"5","2","10075001","60742","61075001"
"5","2","10075002","60742","61075002"
"30","8","10075003","91002","71075001"
"1","2","10075004","22002","71075001"
"30","8","10075005","91002","71075002"
"1","2","10075006","22002","71075002"
"30","8","10075007","91002","71075003"
"1","2","10075008","22002","71075003"
"30","8","10075009","91002","71075004"
"1","2","10075010","22002","71075004"
"30","8","10075011","91002","71075005"
"1","2","10075012","22002","71075005"
"30","8","10075013","91002","71075006"
"1","2","10075014","22002","71075006"
"30","8","10075015","91002","71075007"
"1","2","10075016","22002","71075007"
"30","8","10075017","91002","71075008"
"1","2","10075018","22002","71075008"
"30","8","10075019","91002","71075009"
"1","2","10075020","22002","71075009"
"30","8","10075021","91002","71075010"
"1","2","10075022","22002","71075010"
"30","8","10075023","91002","71075011"
"1","2","10075024","22002","71075011"
"30","8","10075025","91002","71075012"
"1","2","10075026","22002","71075012"
"30","8","10075027","91002","71075013"
"1","2","10075028","22002","71075013"
"30","8","10075029","91002","71075014"
"1","2","10075030","22002","71075014"
"30","8","10075031","91002","71075015"
"1","2","10075032","22002","71075015"
"60","8","10075033","91002","71075016"
"2","2","10075034","22002","71075016"
"60","8","10075035","91002","71075017"
"2","2","10075036","22002","71075017"
"60","8","10075037","91002","71075018"
"2","2","10075038","22002","71075018"
"60","8","10075039","91002","71075019"
"2","2","10075040","22002","71075019"
"60","8","10075041","91002","71075020"
"2","2","10075042","22002","71075020"
"50000","12","10075043","94002","71075021"
"100000","12","10075044","94002","71075022"
"150000","12","10075045","94002","71075023"
"200000","12","10075046","94002","71075024"
"50","8","10075047","91002","71075025"
"1","2","10075048","31016","71075026"
"1","2","10075049","31016","71075027"
"1","2","10075050","31016","71075028"
"1","2","10075051","31016","71075029"
"1","2","10075052","31016","71075030"
"4","2","10075053","31016","71075031"
"50","2","10075054","60742","81075001"
"30000","12","10075055","94002","81075001"
"50","2","10075056","60742","81075002"
"30000","12","10075057","94002","81075002"
"1","2","10075058","31016","81075003"
"25","8","10075059","91002","81075003"
"1","2","10075060","31016","81075004"
"25","8","10075061","91002","81075004"
"50","2","10075062","60742","81075005"
"30000","12","10075063","94002","81075005"
"50","2","10075064","60742","81075006"
"30000","12","10075065","94002","81075006"
"1","2","10075066","31016","81075007"
"25","8","10075067","91002","81075007"
"50","8","10075068","91002","81075008"
"5","2","10076001","60752","61076001"
"5","2","10076002","60752","61076002"
"30","8","10076003","91002","71076001"
"1","2","10076004","22002","71076001"
"30","8","10076005","91002","71076002"
"1","2","10076006","22002","71076002"
"30","8","10076007","91002","71076003"
"1","2","10076008","22002","71076003"
"30","8","10076009","91002","71076004"
"1","2","10076010","22002","71076004"
"30","8","10076011","91002","71076005"
"1","2","10076012","22002","71076005"
"30","8","10076013","91002","71076006"
"1","2","10076014","22002","71076006"
"30","8","10076015","91002","71076007"
"1","2","10076016","22002","71076007"
"30","8","10076017","91002","71076008"
"1","2","10076018","22002","71076008"
"30","8","10076019","91002","71076009"
"1","2","10076020","22002","71076009"
"30","8","10076021","91002","71076010"
"1","2","10076022","22002","71076010"
"30","8","10076023","91002","71076011"
"1","2","10076024","22002","71076011"
"30","8","10076025","91002","71076012"
"1","2","10076026","22002","71076012"
"30","8","10076027","91002","71076013"
"1","2","10076028","22002","71076013"
"30","8","10076029","91002","71076014"
"1","2","10076030","22002","71076014"
"30","8","10076031","91002","71076015"
"1","2","10076032","22002","71076015"
"60","8","10076033","91002","71076016"
"2","2","10076034","22002","71076016"
"60","8","10076035","91002","71076017"
"2","2","10076036","22002","71076017"
"60","8","10076037","91002","71076018"
"2","2","10076038","22002","71076018"
"60","8","10076039","91002","71076019"
"2","2","10076040","22002","71076019"
"60","8","10076041","91002","71076020"
"2","2","10076042","22002","71076020"
"50000","12","10076043","94002","71076021"
"100000","12","10076044","94002","71076022"
"150000","12","10076045","94002","71076023"
"200000","12","10076046","94002","71076024"
"250000","12","10076047","94002","71076025"
"50","8","10076048","91002","71076026"
"1","2","10076049","31178","71076027"
"1","2","10076050","31178","71076028"
"2","2","10076051","31178","71076029"
"2","2","10076052","31178","71076030"
"4","2","10076053","31178","71076031"
"1","1","10076054","117801","71076032"
"10","2","10076055","31178","71076033"
"2","2","10076056","31178","81076001"
"30","8","10076057","91002","81076001"
"100","2","10076058","60752","81076002"
"30000","12","10076059","94002","81076002"
"100","2","10076060","60752","81076003"
"30000","12","10076061","94002","81076003"
"2","2","10076062","31178","81076004"
"30","8","10076063","91002","81076004"
"100","2","10076064","60752","81076005"
"30000","12","10076065","94002","81076005"
"100","2","10076066","60752","81076006"
"30000","12","10076067","94002","81076006"
"2","2","10076068","31178","81076007"
"30","8","10076069","91002","81076007"
"100","8","10076070","91002","81076008"
"5","2","10077001","60762","61077001"
"5","2","10077002","60762","61077002"
"30","8","10077003","91002","71077001"
"1","2","10077004","22002","71077001"
"30","8","10077005","91002","71077002"
"1","2","10077006","22002","71077002"
"30","8","10077007","91002","71077003"
"1","2","10077008","22002","71077003"
"30","8","10077009","91002","71077004"
"1","2","10077010","22002","71077004"
"30","8","10077011","91002","71077005"
"1","2","10077012","22002","71077005"
"30","8","10077013","91002","71077006"
"1","2","10077014","22002","71077006"
"30","8","10077015","91002","71077007"
"1","2","10077016","22002","71077007"
"30","8","10077017","91002","71077008"
"1","2","10077018","22002","71077008"
"30","8","10077019","91002","71077009"
"1","2","10077020","22002","71077009"
"30","8","10077021","91002","71077010"
"1","2","10077022","22002","71077010"
"30","8","10077023","91002","71077011"
"1","2","10077024","22002","71077011"
"30","8","10077025","91002","71077012"
"1","2","10077026","22002","71077012"
"30","8","10077027","91002","71077013"
"1","2","10077028","22002","71077013"
"30","8","10077029","91002","71077014"
"1","2","10077030","22002","71077014"
"30","8","10077031","91002","71077015"
"1","2","10077032","22002","71077015"
"60","8","10077033","91002","71077016"
"2","2","10077034","22002","71077016"
"60","8","10077035","91002","71077017"
"2","2","10077036","22002","71077017"
"60","8","10077037","91002","71077018"
"2","2","10077038","22002","71077018"
"60","8","10077039","91002","71077019"
"2","2","10077040","22002","71077019"
"60","8","10077041","91002","71077020"
"2","2","10077042","22002","71077020"
"50000","12","10077043","94002","71077021"
"100000","12","10077044","94002","71077022"
"150000","12","10077045","94002","71077023"
"200000","12","10077046","94002","71077024"
"50","8","10077047","91002","71077025"
"1","2","10077048","31141","71077026"
"1","2","10077049","31141","71077027"
"1","2","10077050","31141","71077028"
"1","2","10077051","31141","71077029"
"1","2","10077052","31141","71077030"
"1","1","10077053","114101","71077031"
"4","2","10077054","31141","71077032"
"1","2","10077055","31141","81077001"
"25","8","10077056","91002","81077001"
"50","2","10077057","60762","81077002"
"30000","12","10077058","94002","81077002"
"50","2","10077059","60762","81077003"
"30000","12","10077060","94002","81077003"
"1","2","10077061","31141","81077004"
"25","8","10077062","91002","81077004"
"50","2","10077063","60762","81077005"
"30000","12","10077064","94002","81077005"
"50","2","10077065","60762","81077006"
"30000","12","10077066","94002","81077006"
"1","2","10077067","31141","81077007"
"25","8","10077068","91002","81077007"
"50","8","10077069","91002","81077008"
"5","2","10078001","60772","61078001"
"5","2","10078002","60772","61078002"
"30","8","10078003","91002","71078001"
"1","2","10078004","22002","71078001"
"30","8","10078005","91002","71078002"
"1","2","10078006","22002","71078002"
"30","8","10078007","91002","71078003"
"1","2","10078008","22002","71078003"
"30","8","10078009","91002","71078004"
"1","2","10078010","22002","71078004"
"30","8","10078011","91002","71078005"
"1","2","10078012","22002","71078005"
"30","8","10078013","91002","71078006"
"1","2","10078014","22002","71078006"
"30","8","10078015","91002","71078007"
"1","2","10078016","22002","71078007"
"30","8","10078017","91002","71078008"
"1","2","10078018","22002","71078008"
"30","8","10078019","91002","71078009"
"1","2","10078020","22002","71078009"
"30","8","10078021","91002","71078010"
"1","2","10078022","22002","71078010"
"30","8","10078023","91002","71078011"
"1","2","10078024","22002","71078011"
"30","8","10078025","91002","71078012"
"1","2","10078026","22002","71078012"
"30","8","10078027","91002","71078013"
"1","2","10078028","22002","71078013"
"30","8","10078029","91002","71078014"
"1","2","10078030","22002","71078014"
"30","8","10078031","91002","71078015"
"1","2","10078032","22002","71078015"
"60","8","10078033","91002","71078016"
"2","2","10078034","22002","71078016"
"60","8","10078035","91002","71078017"
"2","2","10078036","22002","71078017"
"60","8","10078037","91002","71078018"
"2","2","10078038","22002","71078018"
"60","8","10078039","91002","71078019"
"2","2","10078040","22002","71078019"
"60","8","10078041","91002","71078020"
"2","2","10078042","22002","71078020"
"50000","12","10078043","94002","71078021"
"100000","12","10078044","94002","71078022"
"150000","12","10078045","94002","71078023"
"200000","12","10078046","94002","71078024"
"250000","12","10078047","94002","71078025"
"50","8","10078048","91002","71078026"
"1","2","10078049","31053","71078027"
"1","2","10078050","31053","71078028"
"2","2","10078051","31053","71078029"
"2","2","10078052","31053","71078030"
"4","2","10078053","31053","71078031"
"10","2","10078054","31053","71078032"
"100","2","10078055","60772","81078001"
"30000","12","10078056","94002","81078001"
"100","2","10078057","60772","81078002"
"30000","12","10078058","94002","81078002"
"2","2","10078059","31053","81078003"
"30","8","10078060","91002","81078003"
"2","2","10078061","31053","81078004"
"30","8","10078062","91002","81078004"
"100","2","10078063","60772","81078005"
"30000","12","10078064","94002","81078005"
"100","2","10078065","60772","81078006"
"30000","12","10078066","94002","81078006"
"2","2","10078067","31053","81078007"
"30","8","10078068","91002","81078007"
"100","8","10078069","91002","81078008"
"5","2","10079001","60782","61079001"
"5","2","10079002","60782","61079002"
"30","8","10079003","91002","71079001"
"1","2","10079004","22002","71079001"
"30","8","10079005","91002","71079002"
"1","2","10079006","22002","71079002"
"30","8","10079007","91002","71079003"
"1","2","10079008","22002","71079003"
"30","8","10079009","91002","71079004"
"1","2","10079010","22002","71079004"
"30","8","10079011","91002","71079005"
"1","2","10079012","22002","71079005"
"30","8","10079013","91002","71079006"
"1","2","10079014","22002","71079006"
"30","8","10079015","91002","71079007"
"1","2","10079016","22002","71079007"
"30","8","10079017","91002","71079008"
"1","2","10079018","22002","71079008"
"30","8","10079019","91002","71079009"
"1","2","10079020","22002","71079009"
"30","8","10079021","91002","71079010"
"1","2","10079022","22002","71079010"
"30","8","10079023","91002","71079011"
"1","2","10079024","22002","71079011"
"30","8","10079025","91002","71079012"
"1","2","10079026","22002","71079012"
"30","8","10079027","91002","71079013"
"1","2","10079028","22002","71079013"
"30","8","10079029","91002","71079014"
"1","2","10079030","22002","71079014"
"30","8","10079031","91002","71079015"
"1","2","10079032","22002","71079015"
"60","8","10079033","91002","71079016"
"2","2","10079034","22002","71079016"
"60","8","10079035","91002","71079017"
"2","2","10079036","22002","71079017"
