d1845182db0c71aabb4067775c9c077ec388031c1a6d9c6be297f88657c1d047,a6ed0c595c7729c7a28f33d31cec99f705775b5b37d6ab8b5450f20cf0d86252,de120ff5f46cc3f30c46e47e5ebb37629ac9472789f7baeb82bb954afb0f84d0,051280ad1160a83d2c619de713a83fc6f3a9b6cafb54508a31ac4112980037b1,d4eba279a5e82d733e0bcc2d6c3cdddbfe2e5a9923873d43156823ee834aadf7,210b80bb5fb5efb9295689face7e13c0b4d96fc332f6660ec9f4a7d7abff5376,c1af3385bfe1ad94c16bb59a70e784ccfb988ae058bdf566352981a312825348,edefb385fa0c9ad9b46ed1a798ed84345895a0208c0db5eb3fc9b87a66621fef,668356c675841afdef82d20241a22f122a741a7e299eb0d3c6d31723f5d1c5b6,4a8f2c7bd77807e33ed7085a27312c2722e965d5945312c9bfe3980a65f1b475,0b0be1d340f2112411b033300858a21dca44b34d5ac98c2a8609ab867a7a3e6d
"132170035","","0","","","","","3217","0.9","93",""
"132170036","","1.05","1.05","1.05","","0.3","3217","1.05","123","0"
"132170037","","75","","0.5","","","3217","75","122",""
"132170038","","1","","","","","3217","301702","32",""
"132170039","","0","","","","","3217","0.4","93",""
"132170040","","0","","","","","3217","2","32",""
"132170041","","0","","","","","3217","310000","32",""
"132170042","","1","","","","","3217","321700","32",""
"132170043","","0","","","","","3217","0.4","93",""
"132170044","","0.95","0.95","0.95","","2","3217","0.95","123","2"
"132170045","","0","","","","","3217","0.2","93",""
"132170046","","glad","","0","","","3217","1000001","3","0.2"
"132170047","","1","","","","","3217","120","32",""
"132170048","","0","","","","","3217","0.4","93",""
"132170049","","1","","","","","3217","998","32",""
"132170050","","0","","","","","3217","0.6","93",""
"132170051","","joy_round3_in","joy_round3_loop","0","","1","3217","1000001","3","0.2"
"132170052","","0","","","","","3217","5","93",""
"132170053","","","","","","","3217","1","113",""
"133000001","","330000","0","345.4","","1","3300","330000","31","0"
"133000002","","8","0","345.4","","1","3300","8","31","1"
"133000003","","0","","","","","3300","8","35",""
"133000004","","","","","","","3300","0","91",""
"133000005","","1.05","1.05","1.05","","7.4","3300","1.05","123","0"
"133000006","","wait","","0","","","3300","1000001","3","0.2"
"133000007","","1","","","","","3300","2","35",""
"133000008","","0","","","","","3300","4.9","93",""
"133000009","","0.95","0.95","0.95","","0.4","3300","0.95","123","0"
"133000010","","1","","","","","3300","330000","32",""
"133000011","","0","","","","","3300","0.1","93",""
"133000012","","0","","","","","3300","2","32",""
"133000013","","0","","","","","3300","0.1","93",""
"133000014","","1","","","","","3300","997","32",""
"133000015","","joy_from_wait","","0","","","3300","1000001","3","0.2"
"133000016","","0","","","","","3300","1.63","93",""
"133000017","","0","","","","","3300","0.3","93",""
"133000018","","","","","","","3300","3","113",""
