f3ef84b895a22268622cbcdf412d717cb1cc8923a57894957a2433dc05ceb1d6,6a4606c2b4f7ae0d0906f1e691549c15b1dbfc54ca9c5e0ecf4aa6362fa2f6e9,61bc5a4afac597d1b1adece6acfe4725bcc1e6e7997c0417b3d98264bcfbfb80,c69fad87cd073612416e48a1fd590645527a69bea087e53a9bcd3f001aed2d65,a5a7061f9f3860ed3d8a6c78d7ad71775c1c8ed51d430a6f78bf3acb58c33bbe,57ec4bc05790b34c0bea04669f16d22d24faefc87d8fa3bb319cbcc0546560f1,55a220d0d1259bcfbcdd6bab353641a67cc0410d3fffbeed6c42e033b9024aac,043b32a0f6fe340a583e0fdae153047358fa0ec49b9212e8f0fa7e8d60086ff7,5d025ab1c051db0ff68a39528bd14635219dd01ad09ef2c8c812b3ab75345275,89146b2849e7b6ef62032409023d362e9bb833b0e34ee65254ba7030c1e10f8e,2eedc0d3d225e61c996140e8f0f7a12e5fbc4d2f0e6ffd06a91f68635c94af13
"1007409","","0","","","91","","","","1007409025",""
"1007409","0","102511","0.2","1","3","0.2","mhp_sit_in_sad","","1007409026","mhp_sit_talk_sad"
"1007409","","1","","","93","","","","1007409027",""
"1007409","0","vo_mhp_1007409","","","21","","vo_mhp_2202","","1007409028","0"
"1007409","5","102511","0","0","11","0","妳、妳好……\n咿，深、深月醫生，\n妳給人的感覺怎麼……","0.5","1007409029","1"
"1007409","","0","","","91","","","","1007409030",""
"1007409","1","102511","","","3","0.2","mhp_sit_idle_sad","","1007409031",""
"1007409","1","117531","","","3","0.2","mhp_sit_talk_sad","","1007409032",""
"1007409","0","vo_mhp_1007409","","","21","","vo_mhp_2203","","1007409033","0"
"1007409","5","117531","0","0","11","0","這是理所當然的。\n我用盡了各種能想到的方法，\n卻沒能治好妳的冒失……","0.5","1007409034","1"
"1007409","","0","","","91","","","","1007409035",""
"1007409","1","117531","","","3","0.2","mhp_sit_talk_wish","","1007409036",""
"1007409","0","vo_mhp_1007409","","","21","","vo_mhp_2204","","1007409037","0"
"1007409","5","117531","0","0","11","0","所以我要使用最後的手段。","0.5","1007409038","1"
"1007409","","0","","","91","","","","1007409039",""
"1007409","1","117531","","","3","0.2","mhp_sit_idle_wish","","1007409040",""
"1007409","1","102511","","","3","0.2","mhp_sit_talk_sad","","1007409041",""
"1007409","0","vo_mhp_1007409","","","21","","vo_mhp_2205","","1007409042","0"
"1007409","8","102511","0","0","11","0","最、最後的手段……？","0.5","1007409043","1"
"1007409","","0","","","91","","","","1007409044",""
"1007409","1","102511","","","3","0.2","mhp_sit_idle_sad","","1007409045",""
"1007409","0","117531","","","3","0.2","mhp_sit_talk_guts","","1007409046",""
"1007409","0","vo_mhp_1007409","","","21","","vo_mhp_2206","","1007409047","0"
"1007409","5","117531","0","0","11","0","沒錯，這場戰鬥賭上了\n醫生和患者……\n不對，是我和鈴莓的尊嚴。","0.5","1007409048","1"
"1007409","","1","","","93","","0","","1007409049",""
"1007409","1","117531","","","3","0.2","mhp_sit_idle_guts","","1007409050",""
"1007409","","4.5","","","93","","1","","1007409051",""
"1007409","","1007409048","","","91","","","","1007409052",""
"1007409","1","117631","","","3","0.2","mhp_sit_talk_sad","","1007409053",""
"1007409","0","vo_mhp_1007409","","","21","","vo_mhp_2207","","1007409054","0"
"1007409","6","117631","0","0","11","0","這件事需要搞得這麼嚴肅嗎？","0.5","1007409055","1"
"1007409","","0","","","91","","","","1007409056",""
"1007409","1","117631","","","3","0.2","mhp_sit_idle","","1007409057",""
"1007409","1","117531","","","3","0.2","mhp_sit_talk_joy1","","1007409058",""
"1007409","0","vo_mhp_1007409","","","21","","vo_mhp_2208","","1007409059","0"
"1007409","6","117531","0","0","11","0","好，我現在就要解放這隻眼睛了！\n妳做好覺悟吧！","0.5","1007409060","1"
"1007409","","0","","","91","","","","1007409061",""
"1007409","0","117531","0.2","1","3","0.2","mhp_mitsuki_sit_kaihou_in","","1007409062","mhp_mitsuki_sit_kaihou_loop"
"1007409","","1.5","","","93","","0","","1007409063",""
"1007409","","122","","1","32","1","1","","1007409064",""
"1007409","","se_10031400","","","23","","se_10031400_flash","","1007409065",""
"1007409","","0.5","","","93","","0","","1007409066",""
"1007409","1","117531","","","3","0.2","mhp_sit_talk_thinking","","1007409067",""
"1007409","1","102511","","","3","0.2","mhp_sit_talk_surprise2","","1007409068",""
"1007409","","1.5","","","93","","0","","1007409069",""
"1007409","0","vo_mhp_1007409","","","21","","vo_mhp_2209","","1007409070","0"
"1007409","3","102511","0","0","11","0","呀啊！\n怎、怎麼樣呢……","0.5","1007409071","1"
"1007409","","0","","","91","","","","1007409072",""
"1007409","1","102511","","","3","0.2","mhp_sit_idle_sad","","1007409073",""
"1007409","1","117531","","","3","0.2","mhp_sit_talk_thinking","","1007409074",""
"1007409","0","vo_mhp_1007409","","","21","","vo_mhp_2210","","1007409075","0"
"1007409","4","117531","0","0","11","0","哼、哼哼……我用這隻眼睛看透了\n妳的一切。但妳的身體非常健康，\n體能也沒有異常之處。\n我完全搞不懂妳冒失的原因啊……","0.5","1007409076","1"
"1007409","","0","","","91","","","","1007409077",""
"1007409","1","117531","","","3","0.2","mhp_sit_talk_sad2","","1007409078",""
"1007409","0","vo_mhp_1007409","","","21","","vo_mhp_2211","","1007409079","0"
"1007409","5","117531","0","0","11","0","再繼續深入，就是醫學\n無法涉入的禁忌領域了。\n雖然很不甘心，但我投降……","0.5","1007409080","1"
"1007409","","0","","","91","","","","1007409081",""
"1007409","1","117531","","","3","0.2","mhp_sit_talk_worry","","1007409082",""
"1007409","0","vo_mhp_1007409","","","21","","vo_mhp_2212","","1007409083","0"
"1007409","6","117531","0","0","11","0","我想這樣應該很難受，但請妳好好面對\n名為冒失的罪孽，堅強地活下去吧。","0.5","1007409084","1"
"1007409","","0","","","91","","","","1007409085",""
"1007409","0","102511","0.2","1","3","0.2","mhp_suzume_tohoho_in","","1007409086","mhp_suzume_tohoho_loop"
"1007409","","1","","","93","","0","","1007409087",""
"1007409","","110","","1","32","","1","","1007409088",""
"1007409","-100","110","","1","33","","-205","","1007409089","0"
"1007409","-100","114","","1","33","","-205","","1007409090","0"
"1007409","","0.8","","","93","","0","","1007409091",""
"1007409","0","vo_mhp_1007409","","","21","","vo_mhp_2213","","1007409092","0"
"1007409","","102511","","","13","","10001","","1007409093",""
"1007409","4","102511","0","0","11","0","咦～怎麼這樣～！","0.5","1007409094","1"
"1007409","","0","","","91","","","","1007409095",""
"1007409","","0","","","22","","0","","1007409096",""
"1007409","","0.2","","","93","","0","","1007409097",""
"1007409","","114","","1","32","","1","","1007409098",""
"1007409","","1","","","93","","0","","1007409099",""
"1007409","","130","","","32","","1","","1007409100",""
"1007409","","4","","","93","","0","","1007409101",""
"1007409","","130","","","32","","0","","1007409102",""
"1007410","100","1","0","-240","1","1.7","104431","mhp_idle_normal","1007410001","-1000"
"1007410","100","1","1","-200","1","1.7","117631","mhp_sit_idle","1007410002","365"
"1007410","100","1","1","-220","1","1.7","117531","mhp_sit_idle","1007410003","185"
"1007410","-240","1","","0.85","31","1","1","","1007410004","-154"
"1007410","110","1","0","-220","5","1.7","11","NoItem","1007410005","-200"
"1007410","105","1","0","-220","5","1.7","12","NoItem","1007410006","-200"
"1007410","110","1","1","-220","5","1.7","21","NoItem","1007410007","185"
"1007410","105","1","1","-220","5","1.7","22","NoItem","1007410008","185"
"1007410","1","11","0","0","6","0","1","","1007410009","1"
"1007410","1","12","0","0","6","0","1","","1007410010","1"
"1007410","1","21","0","0","6","0","1","","1007410011","1"
"1007410","1","22","0","0","6","0","1","","1007410012","1"
"1007410","","0","","","91","","","","1007410013",""
"1007410","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007410014",""
"1007410","0","vo_mhp_1007410","","","21","","vo_mhp_5001","","1007410015","0"
"1007410","7","117531","0","0","11","0","下一位請進～","0.5","1007410016","0"
"1007410","","0","","","91","","","","1007410017",""
"1007410","1","117531","","","3","0.2","mhp_sit_idle","","1007410018",""
"1007410","1","104431","","","3","0.2","mhp_walk","","1007410019",""
"1007410","-220","104431","","0","2","","-200","","1007410020","4"
"1007410","","0","","","91","","","","1007410021",""
"1007410","0","104431","","","3","0.2","mhp_sit_in","","1007410022",""
"1007410","","0","","","91","","","","1007410023",""
"1007410","1","104431","","","3","0.2","mhp_sit_idle","","1007410024",""
"1007410","","1","","","93","","0","","1007410025",""
"1007410","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007410026",""
"1007410","0","vo_mhp_1007410","","","21","","vo_mhp_5002","","1007410027","0"
"1007410","5","117531","0","0","11","0","哎呀，\n又來了一位不簡單的人物呢。","0.5","1007410028","1"
"1007410","","0","","","91","","","","1007410029",""
"1007410","1","117531","","","3","0.2","mhp_sit_idle","","1007410030",""
"1007410","0","104431","0","1","3","0.2","mhp_ilya_doya_in","","1007410031","mhp_ilya_doya_talk_loop"
"1007410","0","vo_mhp_1007410","","","21","","vo_mhp_5003","","1007410032","0"
"1007410","3","104431","0","0","11","0","哦，妳明白嗎？正是如此！\n妾身名為伊莉亞‧奧恩斯坦，\n乃是統御黑夜之人！","1.5","1007410033","1"
"1007410","","0","","","91","","","","1007410034",""
"1007410","1","104431","","","3","0.2","mhp_ilya_doya_loop","","1007410035",""
"1007410","1","117531","","","3","0.2","mhp_sit_talk_wish","","1007410036",""
"1007410","0","vo_mhp_1007410","","","21","","vo_mhp_5004","","1007410037","0"
"1007410","4","117531","0","0","11","0","哦～我是有聽過傳聞，\n據說傳說的吸血鬼復活了，\n難道那就是在說妳嗎？","0.5","1007410038","1"
"1007410","","0","","","91","","","","1007410039",""
"1007410","1","117531","","","3","0.2","mhp_sit_idle_memory","","1007410040",""
"1007410","1","104431","","","3","0.2","mhp_sit_talk_normal","","1007410041",""
"1007410","0","vo_mhp_1007410","","","21","","vo_mhp_5005","","1007410042","0"
"1007410","4","104431","0","0","11","0","不愧是名醫，幸好妳馬上就了解……\n呃，怎、怎麼了？\n妳怎麼好像很興奮……","0.5","1007410043","1"
"1007410","","5","","","93","","1","","1007410044",""
"1007410","1","104431","","","3","0.2","mhp_sit_talk_sad","","1007410045",""
"1007410","","1007410043","","","91","","","","1007410046",""
"1007410","1","104431","","","3","0.2","mhp_sit_idle_sad","","1007410047",""
"1007410","1","117531","","","3","0.2","mhp_mitsuki_sit_ecstatic_talk","","1007410048",""
"1007410","0","vo_mhp_1007410","","","21","","vo_mhp_5006","","1007410049","0"
"1007410","5","117531","0","0","11","0","這是當然。因為妳是傳說的吸血鬼吧？\n面對這麼有魅力的研究對象，\n不論是誰都會興奮起來的。所以說──","0.5","1007410050","1"
"1007410","","0","","","91","","","","1007410051",""
"1007410","0","能讓我解剖妳的身體嗎？","","","103","","1007410055","","1007410052",""
"1007410","0","要不要吸我的血看看？","","","103","","1007410066","","1007410053",""
"1007410","0","要不要使用我的眼睛呢？","","","103","","1007410072","","1007410054",""
"1007410","1","117531","","","3","0.2","mhp_mitsuki_sit_ecstatic_idle","","1007410055",""
"1007410","1","104431","","","3","0.2","mhp_sit_talk_surprise2","","1007410056",""
"1007410","0","vo_mhp_1007410","","","21","","vo_mhp_5007","","1007410057","0"
"1007410","5","104431","0","0","11","0","好可怕好可怕！妳突然說這什麼話！\n妾身怎麼可能答應！","0.5","1007410058","1"
"1007410","","0","","","91","","","","1007410059",""
"1007410","1","104431","","","3","0.2","mhp_sit_idle_surprise2","","1007410060",""
"1007410","1","117531","","","3","0.2","mhp_mitsuki_sit_ecstatic_talk","","1007410061",""
"1007410","0","vo_mhp_1007410","","","21","","vo_mhp_5008","","1007410062","0"
"1007410","6","117531","0","0","11","0","這就要請妳通融了。妳放心，\n我會在妳還沒注意到\n自己被切開時就結束的。","0.5","1007410063","1"
"1007410","","0","","","91","","","","1007410064",""
"1007410","","1007410081","","","101","","","","1007410065",""
"1007410","1","117531","","","3","0.2","mhp_mitsuki_sit_ecstatic_idle","","1007410066",""
"1007410","1","104431","","","3","0.2","mhp_sit_talk_sad","","1007410067",""
"1007410","0","vo_mhp_1007410","","","21","","vo_mhp_5009","","1007410068","0"
"1007410","4","104431","0","0","11","0","咦，不、不了……是為什麼呢？\n這是很令人感謝的提議，\n但總覺得好像會無可挽回，\n所以就不必了……","0.5","1007410069","1"
"1007410","","0","","","91","","","","1007410070",""
"1007410","","1007410081","","","101","","","","1007410071",""
"1007410","0","117531","0","1","3","0.2","mhp_mitsuki_sit_kaihou_in","","1007410072","mhp_mitsuki_sit_kaihou_loop"
"1007410","1","104431","","","3","0.2","mhp_sit_talk_worry","","1007410073",""
"1007410","0","vo_mhp_1007410","","","21","","vo_mhp_5010","","1007410074","0"
"1007410","4","104431","0","0","11","0","嗯？妳、妳打算做什麼？\n那個眼帶應該不是\n可以經常取下來的東西吧？","0.5","1007410075","1"
"1007410","","0","","","91","","","","1007410076",""
"1007410","1","104431","","","3","0.2","mhp_sit_idle_sad","","1007410077",""
"1007410","1","117531","","","3","0.2","mhp_sit_talk_joy1","","1007410078",""
"1007410","0","vo_mhp_1007410","","","21","","vo_mhp_5011","","1007410079","0"
"1007410","4","117531","0","0","11","0","是啊，但我覺得如果是妳，\n應該可以特別讓妳瞧瞧吧♪","0.5","1007410080","1"
"1007410","","0","","","91","","","","1007410081",""
"1007410","","0","","","22","","0.5","","1007410082",""
"1007410","1","117531","","","3","0.2","mhp_mitsuki_sit_ecstatic_idle","","1007410083",""
"1007410","0","104431","0.2","1","3","0.2","mhp_sit_out_sad","","1007410084","mhp_talk_anger2"
"1007410","","1","","","93","","1","","1007410085",""
"1007410","0","vo_mhp_1007410","","","21","","vo_mhp_5012","","1007410086","0"
"1007410","5","104431","0","0","11","0","這麼危險的地方，誰待得下去啊！\n撤退，撤退！","0.5","1007410087","1"
"1007410","","0.5","","","93","","1","","1007410088",""
"1007410","","1007410087","","","91","","","","1007410089",""
"1007410","","104431","","","4","","1","","1007410090",""
"1007410","2","104431","0","","12","0","1","","1007410091",""
"1007410","1","104431","","","3","0.2","mhp_run_sad","","1007410092",""
"1007410","-220","104431","","0","2","","-1000","","1007410093","2"
"1007410","","0.2","","","93","","0","","1007410094",""
"1007410","0","117531","0.2","1","3","0.2","mhp_sit_wavehand","","1007410095","mhp_sit_talk_normal"
"1007410","0","vo_mhp_1007410","","","21","","vo_mhp_5013","","1007410096","0"
"1007410","6","117531","0","0","11","0","這樣啊，真可惜。要再過來喔♪","0.5","1007410097","1"
"1007410","","0","","","91","","","","1007410098",""
"1007410","","0","","","22","","0.5","","1007410099",""
"1007410","1","117531","","","3","0.2","mhp_sit_idle","","1007410100",""
"1007410","","1.8","","","93","","0","","1007410101",""
"1007410","","0","","","91","","","","1007410102",""
"1007411","100","1","0","-240","1","1.7","104431","mhp_idle_normal","1007411001","-1000"
"1007411","100","1","1","-200","1","1.7","117631","mhp_sit_idle","1007411002","365"
"1007411","120","1","1","-220","1","1.7","117531","mhp_sit_idle","1007411003","185"
"1007411","-240","1","","0.85","31","1","1","","1007411004","-154"
"1007411","110","1","1","-200","5","1.7","11","NoItem","1007411005","365"
"1007411","1","11","0","1","6","0","1","","1007411006","1"
"1007411","","0","","","91","","","","1007411007",""
"1007411","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007411008",""
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5101","","1007411009","0"
"1007411","6","117531","0","0","11","0","伊莉亞，請進～","0.5","1007411010","0"
"1007411","","0","","","91","","","","1007411011",""
"1007411","1","117531","","","3","0.2","mhp_sit_idle","","1007411012",""
"1007411","1","104431","","","3","0.2","mhp_walk","","1007411013",""
"1007411","-220","104431","","0","2","","-200","","1007411014","4"
"1007411","","0","","","91","","","","1007411015",""
"1007411","0","104431","","","3","0.2","mhp_sit_in_sad","","1007411016",""
"1007411","","0","","","91","","","","1007411017",""
"1007411","1","104431","","","3","0.2","mhp_sit_idle_sad","","1007411018",""
"1007411","","1","","","93","","0","","1007411019",""
"1007411","1","104431","","","3","0.2","mhp_sit_talk_worry","","1007411020",""
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5102","","1007411021","0"
"1007411","5","104431","0","0","11","0","……雖然妾身不是很樂意求助於妳，\n但為了達到目的，這也是無可奈何。\n拜託妳，能不能幫助妾身，\n維持這個模樣？","0.5","1007411022","1"
"1007411","","0","","","91","","","","1007411023",""
"1007411","1","104431","","","3","0.2","mhp_sit_idle_sad","","1007411024",""
"1007411","1","117631","","","3","0.2","mhp_sit_talk_normal","","1007411025",""
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5103","","1007411026","0"
"1007411","6","117631","0","0","11","0","妳的說法就像\n自己還有別的模樣呢？","0.5","1007411027","1"
"1007411","","0","","","91","","","","1007411028",""
"1007411","1","117631","","","3","0.2","mhp_sit_idle","","1007411029",""
"1007411","1","104431","","","3","0.2","mhp_sit_talk_sad","","1007411030",""
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5104","","1007411031","0"
"1007411","5","104431","0","0","11","0","其實妾身會因為魔力不足，\n而變成小孩子的模樣。\n現在是非常勉強維持住，但在某個條件下，\n妾身就能好好維持原本的模樣……","1","1007411032","1"
"1007411","","0","","","91","","","","1007411033",""
"1007411","1","104431","","","3","0.2","mhp_sit_idle_sad","","1007411034",""
"1007411","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007411035",""
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5105","","1007411036","0"
"1007411","4","117531","0","0","11","0","原來是這樣啊，\n我順便問一下，\n那個條件是什麼內容？","0.5","1007411037","1"
"1007411","","0","","","91","","","","1007411038",""
"1007411","1","117531","","","3","0.2","mhp_sit_idle","","1007411039",""
"1007411","1","104431","","","3","0.2","mhp_sit_talk_wish","","1007411040",""
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5106","","1007411041","0"
"1007411","5","104431","0","0","11","0","就是待在某個人的身邊。\n所以讓那傢伙一直陪伴在妾身的左右，\n就是最快的方法……","0.5","1007411042","1"
"1007411","","0","","","91","","","","1007411043",""
"1007411","1","104431","","","3","0.2","mhp_sit_talk_worry","","1007411044",""
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5107","","1007411045","0"
"1007411","6","104431","0","0","11","0","但不知道是不是在顧慮妾身……\n總而言之，一直無法\n讓他感受到妾身的魅力。","0.5","1007411046","1"
"1007411","","0","","","91","","","","1007411047",""
"1007411","1","104431","","","3","0.2","mhp_sit_idle_sad","","1007411048",""
"1007411","1","117631","","","3","0.2","mhp_sit_talk_thinking","","1007411049",""
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5108","","1007411050","0"
"1007411","4","117631","0","0","11","0","嗯～雖然還不及我，\n但我認為妳已經很有魅力了……\n既然如此──","0.5","1007411051","1"
"1007411","","7.5","","","93","","1","","1007411052",""
"1007411","1","117631","","","3","0.2","mhp_sit_idle_thinking","","1007411053",""
"1007411","","1007411051","","","91","","","","1007411054",""
"1007411","","0","","","22","","0","","1007411055",""
"1007411","0","用可愛來展現魅力吧！","","","103","","1007411059","","1007411056",""
"1007411","0","用美麗來決勝負吧！","","","103","","1007411076","","1007411057",""
"1007411","0","我來當妳的製作人吧！","","","103","","1007411093","","1007411058",""
"1007411","1","117631","","","3","0.2","mhp_sit_idle_memory","","1007411059",""
"1007411","1","104431","","","3","0.2","mhp_sit_talk_anger2","","1007411060",""
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5109","","1007411061","0"
"1007411","4","104431","0","0","11","0","妳、妳說可愛？\n別、別這麼做。\n這樣很讓人害臊啊……","0.5","1007411062","1"
"1007411","","0","","","91","","","","1007411063",""
"1007411","1","104431","","","3","0.2","mhp_sit_idle_anger2","","1007411064",""
"1007411","0","117631","0.2","1","3","0.2","mhp_sit_out","","1007411065","mhp_idle_normal"
"1007411","","1","","","93","","","","1007411066",""
"1007411","0","117631","0.2","1","3","0.2","mhp_yuki_pose","","1007411067","mhp_yuki_idle"
"1007411","0","11","0.2","1","3","0.2","mhp_yuki_pose","","1007411068","mhp_yuki_idle"
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5110","","1007411069","0"
"1007411","4","117631","10","0","11","0","妳在說什麼呢？\n這會成為最棒的武器喔！\n要是妳沒自信，就交給我吧？","0.5","1007411070","1"
"1007411","","6.5","","","93","","1","","1007411071",""
"1007411","0","117631","0.2","1","3","0.2","mhp_yuki_pose_2","","1007411072","mhp_yuki_idle_2"
"1007411","0","11","0.2","1","3","0.2","mhp_yuki_pose_2","","1007411073","mhp_yuki_idle_2"
"1007411","","1007411070","","","91","","","","1007411074",""
"1007411","","1007411109","","","101","","","","1007411075",""
"1007411","1","117631","","","3","0.2","mhp_sit_idle_memory","","1007411076",""
"1007411","1","104431","","","3","0.2","mhp_sit_talk_thinking","","1007411077",""
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5111","","1007411078","0"
"1007411","4","104431","0","0","11","0","美麗啊。這不是個壞方法，\n但那傢伙不是\n會以貌取人的那種人……\n雖然這就是他的優點。","0.5","1007411079","1"
"1007411","","0","","","91","","","","1007411080",""
"1007411","1","104431","","","3","0.2","mhp_sit_idle_thinking","","1007411081",""
"1007411","0","117631","0.2","1","3","0.2","mhp_sit_out","","1007411082","mhp_idle_normal"
"1007411","","1","","","93","","","","1007411083",""
"1007411","0","117631","0.2","1","3","0.2","mhp_yuki_pose","","1007411084","mhp_yuki_idle"
"1007411","0","11","0.2","1","3","0.2","mhp_yuki_pose","","1007411085","mhp_yuki_idle"
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5112","","1007411086","0"
"1007411","4","117631","0","0","11","0","妳放心，\n只要身為美之化身的我出手，\n就能讓任何人為妳著迷喔。\n來，和我一起以美麗的巔峰為目標吧♪","0.5","1007411087","1"
"1007411","","7","","","93","","1","","1007411088",""
"1007411","0","117631","0.2","1","3","0.2","mhp_yuki_pose_2","","1007411089","mhp_yuki_idle_2"
"1007411","0","11","0.2","1","3","0.2","mhp_yuki_pose_2","","1007411090","mhp_yuki_idle_2"
"1007411","","1007411087","","","91","","","","1007411091",""
"1007411","","1007411109","","","101","","","","1007411092",""
"1007411","1","117631","","","3","0.2","mhp_sit_idle_memory","","1007411093",""
"1007411","1","104431","","","3","0.2","mhp_sit_talk_anger2","","1007411094",""
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5113","","1007411095","0"
"1007411","5","104431","0","0","11","0","護、護理師在講什麼啊？\n不，說到底，妳真的是護理師嗎？\n雖然由妾身來說也很奇怪，\n但妳有不少可疑的地方喔！","0.5","1007411096","1"
"1007411","","0","","","91","","","","1007411097",""
"1007411","1","104431","","","3","0.2","mhp_sit_idle_anger2","","1007411098",""
"1007411","0","117631","0.2","1","3","0.2","mhp_sit_out","","1007411099","mhp_idle_normal"
"1007411","","1","","","93","","","","1007411100",""
"1007411","0","117631","0.2","1","3","0.2","mhp_yuki_pose","","1007411101","mhp_yuki_idle"
"1007411","0","11","0.2","1","3","0.2","mhp_yuki_pose","","1007411102","mhp_yuki_idle"
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5114","","1007411103","0"
"1007411","4","117631","0","0","11","0","沒事的沒事的，\n只要全都交給我就沒問題囉。\n這正是我大展身手的時候呢♪","0.5","1007411104","1"
"1007411","","3.5","","","93","","1","","1007411105",""
"1007411","0","117631","0.2","1","3","0.2","mhp_yuki_pose_2","","1007411106","mhp_yuki_idle_2"
"1007411","0","11","0.2","1","3","0.2","mhp_yuki_pose_2","","1007411107","mhp_yuki_idle_2"
"1007411","","1007411104","","","91","","","","1007411108",""
"1007411","","0","","","91","","","","1007411109",""
"1007411","0","117631","0.2","1","3","0","mhp_sit_in","","1007411110","mhp_sit_idle"
"1007411","1","11","","","3","0","NoItem","","1007411111",""
"1007411","1","104431","","","3","0.2","mhp_sit_talk_worry","","1007411112",""
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5115","","1007411113","0"
"1007411","5","104431","0","0","11","0","喂、喂，妳是這傢伙的主人吧？\n交給她沒問題嗎？","0.5","1007411114","1"
"1007411","","0","","","91","","","","1007411115",""
"1007411","1","104431","","","3","0.2","mhp_sit_idle_sad","","1007411116",""
"1007411","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007411117",""
"1007411","0","vo_mhp_1007411","","","21","","vo_mhp_5116","","1007411118","0"
"1007411","5","117531","0","0","11","","以這方面來說，\n雪是比我更加適合的人選喔。\n因為我好像幫不上什麼忙，\n或許也可以試著交給她呢♪","0.5","1007411119","1"
"1007411","","0","","","91","","","","1007411120",""
"1007411","","0","","","22","","0.5","","1007411121",""
"1007411","","0.5","","","93","","","","1007411122",""
"1007411","1","117531","","","3","0.2","mhp_sit_idle","","1007411123",""
"1007411","0","104431","0.2","1","3","0.2","mhp_sit_out_sad","","1007411124","mhp_idle_sad"
"1007411","","0.5","","","93","","","","1007411125",""
"1007411","2","104431","0","","12","0","1","","1007411126",""
"1007411","","0.5","","","93","","","","1007411127",""
"1007411","1","104431","","","3","0.2","mhp_walk_sad","","1007411128",""
"1007411","","104431","","","4","","1","","1007411129",""
"1007411","-220","104431","","0","2","","-1000","","1007411130","5"
"1007411","","4.1","","","93","","0","","1007411131",""
"1007411","","0","","","91","","0","","1007411132",""
"1007412","100","1","0","-240","1","1.7","104431","mhp_idle_normal","1007412001","-1000"
"1007412","104","1","1","-220","1","1.7","117631","mhp_sit_idle","1007412002","185"
"1007412","100","1","1","-200","1","1.7","117531","mhp_sit_idle","1007412003","365"
"1007412","-240","1","","0.85","31","1","1","","1007412004","-154"
"1007412","173","24","","1","31","0","120","","1007412005","-237"
"1007412","0","30","","1","31","0","130","","1007412006","160"
"1007412","0","11","","1","31","0","111","","1007412007","0"
"1007412","110","1","0","-220","5","1.7","11","NoItem","1007412008","-200"
"1007412","105","1","0","-220","5","1.7","12","NoItem","1007412009","-200"
"1007412","110","1","1","-220","5","1.7","21","NoItem","1007412010","185"
"1007412","105","1","1","-220","5","1.7","22","NoItem","1007412011","185"
"1007412","1","11","0","1","6","0","1","","1007412012","1"
"1007412","1","12","0","0","6","0","1","","1007412013","1"
"1007412","1","21","0","0","6","0","1","","1007412014","1"
"1007412","1","22","0","0","6","0","1","","1007412015","1"
"1007412","","0","","","91","","0","","1007412016",""
"1007412","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007412017",""
"1007412","0","vo_mhp_1007412","","","21","","vo_mhp_5201","","1007412018","0"
"1007412","6","117531","0","0","11","0","伊莉亞，請進～","0.5","1007412019","0"
"1007412","","0","","","91","","","","1007412020",""
"1007412","1","117531","","","3","0.2","mhp_sit_idle","","1007412021",""
"1007412","1","104431","","","3","0.2","mhp_walk","","1007412022",""
"1007412","-220","104431","","0","2","","-200","","1007412023","4"
"1007412","","0","","","91","","","","1007412024",""
"1007412","0","104431","","","3","0.2","mhp_sit_in","","1007412025",""
"1007412","","0","","","91","","","","1007412026",""
"1007412","1","104431","","","3","0.2","mhp_sit_idle","","1007412027",""
"1007412","","1","","","93","","0","","1007412028",""
"1007412","1","104431","","","3","0.2","mhp_sit_talk_wish2","","1007412029",""
"1007412","0","vo_mhp_1007412","","","21","","vo_mhp_5202","","1007412030","0"
"1007412","5","104431","0","0","11","0","唔，唔嗯。今天也要拜託妳了。","0.5","1007412031","1"
"1007412","","0","","","91","","","","1007412032",""
"1007412","1","104431","","","3","0.2","mhp_sit_idle","","1007412033",""
"1007412","1","117631","","","3","0.2","mhp_sit_talk_normal","","1007412034",""
"1007412","0","vo_mhp_1007412","","","21","","vo_mhp_5203","","1007412035","0"
"1007412","3","117631","0","0","11","0","那我們馬上開始吧。\n先試著挑逗地靠近！","0.5","1007412036","1"
"1007412","","0","","","91","","","","1007412037",""
"1007412","1","117631","","","3","0.2","mhp_sit_idle","","1007412038",""
