9967dd5e10f86ce4e214653b2fb61b7dacdd63628ddfaacd310f1973641a366b,9385b55fe507852c899ad8e560bdcabf5aa800afbca329b4a60b70c23e674bb6,69f4dbaa75e803caefa079190779e01a203c59758d8da8cb9b6d1c59cf8b47f1,020f61078b66093f87dade25f24938ca0b4a345229ffb6256c16eb3f4025942f,5791034aa7c60bfe0e3926c657d50cdd4b8257cf0f2f73b8d80b3262d0bd7a66,2dceca5d48a2ef12a99b000e53a798c7d6a9c9a1cb5f40dd9f05410cd5f50671,2a694df34fa9626f879ae7658cc53fbcafe774393f4f63d554094432be6f6e14,44fc48cd256c3c9f7719066b389e140a29cb391ada206ef5821a28f3e75e700f,746840393d86f7623110d2ef5bc5fd151b24b84f56671ac55190060a7074d8ee,12b0e7167d5b8b847d8409038fcbf2c8fb78f7e3acbf9dcc75bf155424cf30fb,a9f000fae43fdc191c7cdb077bca583e613f86a136baba865305ce6e2b3b4de6,542ffa68e7944c42b8ff044b83da3ee460631288a87a8aa1e730feacf8349ac4,0cf41a7a967ae940b26a1d6f2b365ef61116ec48ca49265b26c969aa9a12a013,b0005c1a74c734f0b65e964ea1c442fa58de9d24463de6f443a69af93df965b7,77ead8dc59db43b5b1826f0a5e1ff30851e1134f7d3011941035123363b8f482,f90323709f033273e74b31c457677653fe6c3d7f6cf8165614b6445be5ba3ec0,819d279c607c3ed4516aee3cb985dceec0ac16602f938023f2b615374fcfd397,b6cd36b2cf562eade84ce528b81a04be930ee56d5d6458ef752421f4f1720d17,1bdc7f85d1867a4a7a501487b5ddcf39be76b37ea22d4e0c0b6d777fcbe0f3ae,6cb589fed220380165324c229f2ebb1c466b3818ea619aa1d25d76b54a933672,b0079c5baa60e5f41eda842069a2f148d2adcc6f8602f84f4cc185ea12a7b9a3,5f36d8d0b17245cc214a5983339c5b269226c89423ed73a4848ea7c75ef84e9c,06ebb7bfd530daa06eb598dc28ecce925f8a4106e3a3d7fbbae2d9cbe0500f83,0d3daa5497aa6a5fb1838a0122f9e935333a6871cde12597d43fcfacbc54061a,3205bd7ed0b4188ae619af5253b9a8424d5df6159fe57857fe9c97941208775a,ded7f43091304a9e26aac36d69182e63fed046729201adb2c4c98ddd3d4d342b,64bcec583e48cca378c736eaeb7ff86e86ca3d04fa7a554906bf208075e2f160,83bfe1a1161e781a84b83bf8abca09778274b0742e5e457510ac685c00efc63a,16bf5ec9f6ee5fb258e5e66322be4d71724441d77c12d52118af247fb08b9093,1a05dc06e074cb01940ad6657aa6a2458e70a17318b37454380d70aab6dbf082,9c25e7575596e4f30b7289a32194a057ee6aabfa82f0dc6883e31387a5d094bd,f9766c09b15982f76d3d82853bfa0bdde9b4d705d84ed2d88ae9d83672dc0baf,b17fbc856a51deee38a7b47f588994242db3bf768202b227ac8c5c1a33395c61,cbb7650992f4a1d52c2ccc2a6e7240154132650a7260fce792cdec54fdbc96cf,dab80c172d0c7670bb6d8dd94dcb80a02b40861bcfe23e54964eb4119d33edf7,5f3b9ab2528c722c2c3892d58a571758197865dd6808fea78325f239236b0b7f,4fd4c0daa7dbeda67a2937fa16c82125f1977dc76d602bf6f54d185ef43b009c,253e9d78473f7b198cbe3fe63600726021ea4d3f8b8a8ddfc0dfaa4c4327746f,8328e873542ff12d640c939436c98052c3ed0b659d57ec47ee303f934ac2e396,f90eb7a5ffd91cc78efad5524395d5164612c7bfd33d68813f435854a46e464d
"60","202500","0","0","0","19492","200000001","0","60","60","60","60","60","60","1","0","30","80","60","60","60","60","0","60","60","0","60","60","60","10","1","620250060","60","54","10","0","0","0","1859","1"
"61","202500","0","0","0","19751","200000001","0","61","61","61","61","61","61","1","0","30","82","61","61","61","61","0","61","61","0","61","61","61","10","1","620250061","61","55","10","0","0","0","1919","1"
"62","202500","0","0","0","20794","200000001","0","62","62","62","62","62","62","1","0","30","85","62","62","62","62","0","62","62","0","62","62","62","10","1","620250062","62","57","10","0","0","0","2037","1"
"63","202500","0","0","0","21837","200000001","0","63","63","63","63","63","63","1","0","30","87","63","63","63","63","0","63","63","0","63","63","63","10","1","620250063","63","59","10","0","0","0","2155","1"
"64","202500","0","0","0","22879","200000001","0","64","64","64","64","64","64","1","0","30","90","64","64","64","64","0","64","64","0","64","64","64","10","1","620250064","64","61","10","0","0","0","2273","1"
"65","202500","0","0","0","23922","200000001","0","65","65","65","65","65","65","1","0","30","92","65","65","65","65","0","65","65","0","65","65","65","10","1","620250065","65","64","10","0","0","0","2391","1"
"66","202500","0","0","0","24965","200000001","0","66","66","66","66","66","66","1","0","30","95","66","66","66","66","0","66","66","0","66","66","66","10","1","620250066","66","66","10","0","0","0","2509","1"
"67","202500","0","0","0","26008","200000001","0","67","67","67","67","67","67","1","0","30","97","67","67","67","67","0","67","67","0","67","67","67","10","1","620250067","67","68","10","0","0","0","2627","1"
"68","202500","0","0","0","27050","200000001","0","68","68","68","68","68","68","1","0","30","100","68","68","68","68","0","68","68","0","68","68","68","10","1","620250068","68","70","10","0","0","0","2745","1"
"69","202500","0","0","0","28093","200000001","0","69","69","69","69","69","69","1","0","30","103","69","69","69","69","0","69","69","0","69","69","69","10","1","620250069","69","72","10","0","0","0","2863","1"
"70","202500","0","0","0","29136","200000001","0","70","70","70","70","70","70","1","0","30","105","70","70","70","70","0","70","70","0","70","70","70","10","1","620250070","70","74","10","0","0","0","2981","1"
"71","202500","0","0","0","30179","200000001","0","71","71","71","71","71","71","1","0","30","108","71","71","71","71","0","71","71","0","71","71","71","10","1","620250071","71","76","10","0","0","0","3099","1"
"1","202600","0","0","0","1171","200000001","0","1","1","1","1","1","1","1","0","30","10","1","1","1","1","0","1","1","0","1","1","1","10","1","620260001","1","7","10","0","0","0","145","1"
"2","202600","0","0","0","1175","200000001","0","2","2","2","2","2","2","1","0","30","10","2","2","2","2","0","2","2","0","2","2","2","10","1","620260002","2","7","10","0","0","0","149","1"
"3","202600","0","0","0","1179","200000001","0","3","3","3","3","3","3","1","0","30","10","3","3","3","3","0","3","3","0","3","3","3","10","1","620260003","3","7","10","0","0","0","154","1"
"4","202600","0","0","0","1183","200000001","0","4","4","4","4","4","4","1","0","30","11","4","4","4","4","0","4","4","0","4","4","4","10","1","620260004","4","8","10","0","0","0","158","1"
"5","202600","0","0","0","1187","200000001","0","5","5","5","5","5","5","1","0","30","11","5","5","5","5","0","5","5","0","5","5","5","10","1","620260005","5","8","10","0","0","0","162","1"
"6","202600","0","0","0","1190","200000001","0","6","6","6","6","6","6","1","0","30","11","6","6","6","6","0","6","6","0","6","6","6","10","1","620260006","6","8","10","0","0","0","167","1"
"7","202600","0","0","0","1194","200000001","0","7","7","7","7","7","7","1","0","30","12","7","7","7","7","0","7","7","0","7","7","7","10","1","620260007","7","9","10","0","0","0","171","1"
"8","202600","0","0","0","1198","200000001","0","8","8","8","8","8","8","1","0","30","12","8","8","8","8","0","8","8","0","8","8","8","10","1","620260008","8","9","10","0","0","0","176","1"
"9","202600","0","0","0","1202","200000001","0","9","9","9","9","9","9","1","0","30","12","9","9","9","9","0","9","9","0","9","9","9","10","1","620260009","9","9","10","0","0","0","180","1"
"10","202600","0","0","0","1206","200000001","0","10","10","10","10","10","10","1","0","30","13","10","10","10","10","0","10","10","0","10","10","10","10","1","620260010","10","9","10","0","0","0","184","1"
"11","202600","0","0","0","1209","200000001","0","11","11","11","11","11","11","1","0","30","13","11","11","11","11","0","11","11","0","11","11","11","10","1","620260011","11","10","10","0","0","0","189","1"
"12","202600","0","0","0","1213","200000001","0","12","12","12","12","12","12","1","0","30","13","12","12","12","12","0","12","12","0","12","12","12","10","1","620260012","12","10","10","0","0","0","193","1"
"13","202600","0","0","0","1217","200000001","0","13","13","13","13","13","13","1","0","30","14","13","13","13","13","0","13","13","0","13","13","13","10","1","620260013","13","10","10","0","0","0","198","1"
"14","202600","0","0","0","1221","200000001","0","14","14","14","14","14","14","1","0","30","14","14","14","14","14","0","14","14","0","14","14","14","10","1","620260014","14","11","10","0","0","0","202","1"
"15","202600","0","0","0","1225","200000001","0","15","15","15","15","15","15","1","0","30","15","15","15","15","15","0","15","15","0","15","15","15","10","1","620260015","15","12","10","0","0","0","206","1"
"16","202600","0","0","0","1676","200000001","0","16","16","16","16","16","16","1","0","30","15","16","16","16","16","0","16","16","0","16","16","16","10","1","620260016","16","12","10","0","0","0","238","1"
"17","202600","0","0","0","2127","200000001","0","17","17","17","17","17","17","1","0","30","15","17","17","17","17","0","17","17","0","17","17","17","10","1","620260017","17","12","10","0","0","0","269","1"
"18","202600","0","0","0","2388","200000001","0","18","18","18","18","18","18","1","0","30","15","18","18","18","18","0","18","18","0","18","18","18","10","1","620260018","18","12","10","0","0","0","276","1"
"19","202600","0","0","0","2649","200000001","0","19","19","19","19","19","19","1","0","30","16","19","19","19","19","0","19","19","0","19","19","19","10","1","620260019","19","12","10","0","0","0","283","1"
"20","202600","0","0","0","2911","200000001","0","20","20","20","20","20","20","1","0","30","16","20","20","20","20","0","20","20","0","20","20","20","10","1","620260020","20","12","10","0","0","0","290","1"
"21","202600","0","0","0","3013","200000001","0","21","21","21","21","21","21","1","0","30","17","21","21","21","21","0","21","21","0","21","21","21","10","1","620260021","21","12","10","0","0","0","308","1"
"22","202600","0","0","0","3116","200000001","0","22","22","22","22","22","22","1","0","30","17","22","22","22","22","0","22","22","0","22","22","22","10","1","620260022","22","12","10","0","0","0","326","1"
"23","202600","0","0","0","3369","200000001","0","23","23","23","23","23","23","1","0","30","17","23","23","23","23","0","23","23","0","23","23","23","10","1","620260023","23","12","10","0","0","0","326","1"
"24","202600","0","0","0","3586","200000001","0","24","24","24","24","24","24","1","0","30","19","24","24","24","24","0","24","24","0","24","24","24","10","1","620260024","24","14","10","0","0","0","361","1"
"25","202600","0","0","0","3802","200000001","0","25","25","25","25","25","25","1","0","30","21","25","25","25","25","0","25","25","0","25","25","25","10","1","620260025","25","16","10","0","0","0","395","1"
"26","202600","0","0","0","4018","200000001","0","26","26","26","26","26","26","1","0","30","24","26","26","26","26","0","26","26","0","26","26","26","10","1","620260026","26","17","10","0","0","0","430","1"
"27","202600","0","0","0","4234","200000001","0","27","27","27","27","27","27","1","0","30","26","27","27","27","27","0","27","27","0","27","27","27","10","1","620260027","27","19","10","0","0","0","464","1"
"28","202600","0","0","0","4451","200000001","0","28","28","28","28","28","28","1","0","30","28","28","28","28","28","0","28","28","0","28","28","28","10","1","620260028","28","20","10","0","0","0","499","1"
"29","202600","0","0","0","5872","200000001","0","29","29","29","29","29","29","1","0","30","29","29","29","29","29","0","29","29","0","29","29","29","10","1","620260029","29","20","10","0","0","0","547","1"
"30","202600","0","0","0","5979","200000001","0","30","30","30","30","30","30","1","0","30","29","30","30","30","30","0","30","30","0","30","30","30","10","1","620260030","30","20","10","0","0","0","603","1"
"31","202600","0","0","0","6087","200000001","0","31","31","31","31","31","31","1","0","30","28","31","31","31","31","0","31","31","0","31","31","31","10","1","620260031","31","20","10","0","0","0","658","1"
"32","202600","0","0","0","6195","200000001","0","32","32","32","32","32","32","1","0","30","28","32","32","32","32","0","32","32","0","32","32","32","10","1","620260032","32","20","10","0","0","0","670","1"
"33","202600","0","0","0","6303","200000001","0","33","33","33","33","33","33","1","0","30","28","33","33","33","33","0","33","33","0","33","33","33","10","1","620260033","33","20","10","0","0","0","682","1"
"34","202600","0","0","0","7587","200000001","0","34","34","34","34","34","34","1","0","30","28","34","34","34","34","0","34","34","0","34","34","34","10","1","620260034","34","21","10","0","0","0","694","1"
"35","202600","0","0","0","7911","200000001","0","35","35","35","35","35","35","1","0","30","32","35","35","35","35","0","35","35","0","35","35","35","10","1","620260035","35","24","10","0","0","0","726","1"
"36","202600","0","0","0","8235","200000001","0","36","36","36","36","36","36","1","0","30","36","36","36","36","36","0","36","36","0","36","36","36","10","1","620260036","36","26","10","0","0","0","758","1"
"37","202600","0","0","0","8559","200000001","0","37","37","37","37","37","37","1","0","30","39","37","37","37","37","0","37","37","0","37","37","37","10","1","620260037","37","29","10","0","0","0","790","1"
"38","202600","0","0","0","8884","200000001","0","38","38","38","38","38","38","1","0","30","43","38","38","38","38","0","38","38","0","38","38","38","10","1","620260038","38","31","10","0","0","0","822","1"
"39","202600","0","0","0","9364","200000001","0","39","39","39","39","39","39","1","0","30","42","39","39","39","39","0","39","39","0","39","39","39","10","1","620260039","39","29","10","0","0","0","920","1"
"40","202600","0","0","0","10292","200000001","0","40","40","40","40","40","40","1","0","30","44","40","40","40","40","0","40","40","0","40","40","40","10","1","620260040","40","31","10","0","0","0","973","1"
"41","202600","0","0","0","10325","200000001","0","41","41","41","41","41","41","1","0","30","44","41","41","41","41","0","41","41","0","41","41","41","10","1","620260041","41","31","10","0","0","0","1228","1"
"42","202600","0","0","0","11167","200000001","0","42","42","42","42","42","42","1","0","30","45","42","42","42","42","0","42","42","0","42","42","42","10","1","620260042","42","32","10","0","0","0","1228","1"
"43","202600","0","0","0","12009","200000001","0","43","43","43","43","43","43","1","0","30","46","43","43","43","43","0","43","43","0","43","43","43","10","1","620260043","43","33","10","0","0","0","1228","1"
"44","202600","0","0","0","12851","200000001","0","44","44","44","44","44","44","1","0","30","47","44","44","44","44","0","44","44","0","44","44","44","10","1","620260044","44","34","10","0","0","0","1228","1"
"45","202600","0","0","0","12810","200000001","0","45","45","45","45","45","45","1","0","30","52","45","45","45","45","0","45","45","0","45","45","45","10","1","620260045","45","41","10","0","0","0","1362","1"
"46","202600","0","0","0","13652","200000001","0","46","46","46","46","46","46","1","0","30","53","46","46","46","46","0","46","46","0","46","46","46","10","1","620260046","46","42","10","0","0","0","1440","1"
"47","202600","0","0","0","14494","200000001","0","47","47","47","47","47","47","1","0","30","53","47","47","47","47","0","47","47","0","47","47","47","10","1","620260047","47","42","10","0","0","0","1517","1"
"48","202600","0","0","0","14697","200000001","0","48","48","48","48","48","48","1","0","30","61","48","48","48","48","0","48","48","0","48","48","48","10","1","620260048","48","46","10","0","0","0","1595","1"
"49","202600","0","0","0","15031","200000001","0","49","49","49","49","49","49","1","0","30","61","49","49","49","49","0","49","49","0","49","49","49","10","1","620260049","49","47","10","0","0","0","1667","1"
"50","202600","0","0","0","15364","200000001","0","50","50","50","50","50","50","1","0","30","62","50","50","50","50","0","50","50","0","50","50","50","10","1","620260050","50","48","10","0","0","0","1739","1"
"51","202600","0","0","0","15697","200000001","0","51","51","51","51","51","51","1","0","30","62","51","51","51","51","0","51","51","0","51","51","51","10","1","620260051","51","50","10","0","0","0","1810","1"
"52","202600","0","0","0","16031","200000001","0","52","52","52","52","52","52","1","0","30","63","52","52","52","52","0","52","52","0","52","52","52","10","1","620260052","52","51","10","0","0","0","1882","1"
"53","202600","0","0","0","16364","200000001","0","53","53","53","53","53","53","1","0","30","63","53","53","53","53","0","53","53","0","53","53","53","10","1","620260053","53","52","10","0","0","0","1954","1"
"54","202600","0","0","0","16364","200000001","0","54","54","54","54","54","54","1","0","30","64","54","54","54","54","0","54","54","0","54","54","54","10","1","620260054","54","53","10","0","0","0","2054","1"
"55","202600","0","0","0","16697","200000001","0","55","55","55","55","55","55","1","0","30","64","55","55","55","55","0","55","55","0","55","55","55","10","1","620260055","55","53","10","0","0","0","2114","1"
"56","202600","0","0","0","17031","200000001","0","56","56","56","56","56","56","1","0","30","64","56","56","56","56","0","56","56","0","56","56","56","10","1","620260056","56","53","10","0","0","0","2174","1"
"57","202600","0","0","0","17364","200000001","0","57","57","57","57","57","57","1","0","30","64","57","57","57","57","0","57","57","0","57","57","57","10","1","620260057","57","53","10","0","0","0","2234","1"
"58","202600","0","0","0","17697","200000001","0","58","58","58","58","58","58","1","0","30","64","58","58","58","58","0","58","58","0","58","58","58","10","1","620260058","58","53","10","0","0","0","2294","1"
"59","202600","0","0","0","18031","200000001","0","59","59","59","59","59","59","1","0","30","64","59","59","59","59","0","59","59","0","59","59","59","10","1","620260059","59","53","10","0","0","0","2354","1"
"60","202600","0","0","0","18364","200000001","0","60","60","60","60","60","60","1","0","30","64","60","60","60","60","0","60","60","0","60","60","60","10","1","620260060","60","53","10","0","0","0","2414","1"
"61","202600","0","0","0","18697","200000001","0","61","61","61","61","61","61","1","0","30","64","61","61","61","61","0","61","61","0","61","61","61","10","1","620260061","61","53","10","0","0","0","2474","1"
"62","202600","0","0","0","19419","200000001","0","62","62","62","62","62","62","1","0","30","64","62","62","62","62","0","62","62","0","62","62","62","10","1","620260062","62","53","10","0","0","0","2521","1"
"63","202600","0","0","0","20142","200000001","0","63","63","63","63","63","63","1","0","30","64","63","63","63","63","0","63","63","0","63","63","63","10","1","620260063","63","53","10","0","0","0","2567","1"
"64","202600","0","0","0","20864","200000001","0","64","64","64","64","64","64","1","0","30","64","64","64","64","64","0","64","64","0","64","64","64","10","1","620260064","64","53","10","0","0","0","2614","1"
"65","202600","0","0","0","21586","200000001","0","65","65","65","65","65","65","1","0","30","64","65","65","65","65","0","65","65","0","65","65","65","10","1","620260065","65","53","10","0","0","0","2661","1"
"66","202600","0","0","0","22308","200000001","0","66","66","66","66","66","66","1","0","30","64","66","66","66","66","0","66","66","0","66","66","66","10","1","620260066","66","53","10","0","0","0","2707","1"
"67","202600","0","0","0","23031","200000001","0","67","67","67","67","67","67","1","0","30","64","67","67","67","67","0","67","67","0","67","67","67","10","1","620260067","67","53","10","0","0","0","2754","1"
"68","202600","0","0","0","23753","200000001","0","68","68","68","68","68","68","1","0","30","64","68","68","68","68","0","68","68","0","68","68","68","10","1","620260068","68","53","10","0","0","0","2801","1"
"69","202600","0","0","0","24475","200000001","0","69","69","69","69","69","69","1","0","30","64","69","69","69","69","0","69","69","0","69","69","69","10","1","620260069","69","53","10","0","0","0","2847","1"
"70","202600","0","0","0","25197","200000001","0","70","70","70","70","70","70","1","0","30","64","70","70","70","70","0","70","70","0","70","70","70","10","1","620260070","70","53","10","0","0","0","2894","1"
"71","202600","0","0","0","25920","200000001","0","71","71","71","71","71","71","1","0","30","64","71","71","71","71","0","71","71","0","71","71","71","10","1","620260071","71","53","10","0","0","0","2941","1"
"1","202700","0","0","0","261","200000001","35","1","1","1","1","1","1","1","0","30","3","1","1","1","1","0","1","1","0","1","1","1","10","1","620270001","1","5","10","0","0","0","0","1"
"2","202700","0","0","0","342","200000001","39","2","2","2","2","2","2","1","0","30","4","2","2","2","2","0","2","2","0","2","2","2","10","1","620270002","2","7","10","0","0","0","0","1"
"3","202700","0","0","0","570","200000001","42","3","3","3","3","3","3","1","0","30","5","3","3","3","3","0","3","3","0","3","3","3","10","1","620270003","3","8","10","0","0","0","0","1"
"4","202700","0","0","0","503","200000001","61","4","4","4","4","4","4","1","0","30","5","4","4","4","4","0","4","4","0","4","4","4","10","1","620270004","4","8","10","0","0","0","0","1"
"5","202700","0","0","0","559","200000001","91","5","5","5","5","5","5","1","0","30","6","5","5","5","5","0","5","5","0","5","5","5","10","1","620270005","5","10","10","0","0","0","0","1"
"6","202700","0","0","0","613","200000001","119","6","6","6","6","6","6","1","0","30","8","6","6","6","6","0","6","6","0","6","6","6","10","1","620270006","6","11","10","0","0","0","0","1"
"7","202700","0","0","0","755","200000001","148","7","7","7","7","7","7","1","0","30","9","7","7","7","7","0","7","7","0","7","7","7","10","1","620270007","7","13","10","0","0","0","0","1"
"8","202700","0","0","0","895","200000001","176","8","8","8","8","8","8","1","0","30","10","8","8","8","8","0","8","8","0","8","8","8","10","1","620270008","8","15","10","0","0","0","0","1"
"9","202700","0","0","0","921","200000001","190","9","9","9","9","9","9","1","0","30","10","9","9","9","9","0","9","9","0","9","9","9","10","1","620270009","9","15","10","0","0","0","0","1"
"10","202700","0","0","0","948","200000001","203","10","10","10","10","10","10","1","0","30","12","10","10","10","10","0","10","10","0","10","10","10","10","1","620270010","10","16","10","0","0","0","0","1"
"11","202700","0","0","0","973","200000001","216","11","11","11","11","11","11","1","0","30","12","11","11","11","11","0","11","11","0","11","11","11","10","1","620270011","11","16","10","0","0","0","0","1"
"12","202700","0","0","0","999","200000001","229","12","12","12","12","12","12","1","0","30","12","12","12","12","12","0","12","12","0","12","12","12","10","1","620270012","12","16","10","0","0","0","0","1"
"13","202700","0","0","0","1183","200000001","252","13","13","13","13","13","13","1","0","30","13","13","13","13","13","0","13","13","0","13","13","13","10","1","620270013","13","18","10","0","0","0","0","1"
"14","202700","0","0","0","1367","200000001","276","14","14","14","14","14","14","1","0","30","14","14","14","14","14","0","14","14","0","14","14","14","10","1","620270014","14","20","10","0","0","0","0","1"
"15","202700","0","0","0","1552","200000001","300","15","15","15","15","15","15","1","0","30","14","15","15","15","15","0","15","15","0","15","15","15","10","1","620270015","15","20","10","0","0","0","0","1"
"16","202700","0","0","0","1736","200000001","323","16","16","16","16","16","16","1","0","30","16","16","16","16","16","0","16","16","0","16","16","16","10","1","620270016","16","20","10","0","0","0","0","1"
"17","202700","0","0","0","1921","200000001","346","17","17","17","17","17","17","1","0","30","17","17","17","17","17","0","17","17","0","17","17","17","10","1","620270017","17","23","10","0","0","0","0","1"
"18","202700","0","0","0","2105","200000001","369","18","18","18","18","18","18","1","0","30","18","18","18","18","18","0","18","18","0","18","18","18","10","1","620270018","18","24","10","0","0","0","0","1"
"19","202700","0","0","0","2290","200000001","393","19","19","19","19","19","19","1","0","30","18","19","19","19","19","0","19","19","0","19","19","19","10","1","620270019","19","24","10","0","0","0","0","1"
"20","202700","0","0","0","2474","200000001","416","20","20","20","20","20","20","1","0","30","19","20","20","20","20","0","20","20","0","20","20","20","10","1","620270020","20","26","10","0","0","0","0","1"
"21","202700","0","0","0","2610","200000001","429","21","21","21","21","21","21","1","0","30","19","21","21","21","21","0","21","21","0","21","21","21","10","1","620270021","21","26","10","0","0","0","0","1"
"22","202700","0","0","0","2745","200000001","442","22","22","22","22","22","22","1","0","30","19","22","22","22","22","0","22","22","0","22","22","22","10","1","620270022","22","26","10","0","0","0","0","1"
"23","202700","0","0","0","2881","200000001","455","23","23","23","23","23","23","1","0","30","19","23","23","23","23","0","23","23","0","23","23","23","10","1","620270023","23","26","10","0","0","0","0","1"
"24","202700","0","0","0","2862","200000001","527","24","24","24","24","24","24","1","0","30","31","24","24","24","24","0","24","24","0","24","24","24","10","1","620270024","24","39","10","0","0","0","0","1"
"25","202700","0","0","0","3313","200000001","586","25","25","25","25","25","25","1","0","30","31","25","25","25","25","0","25","25","0","25","25","25","10","1","620270025","25","39","10","0","0","0","0","1"
"26","202700","0","0","0","3413","200000001","586","26","26","26","26","26","26","1","0","30","31","26","26","26","26","0","26","26","0","26","26","26","10","1","620270026","26","39","10","0","0","0","0","1"
"27","202700","0","0","0","3704","200000001","593","27","27","27","27","27","27","1","0","30","32","27","27","27","27","0","27","27","0","27","27","27","10","1","620270027","27","40","10","0","0","0","0","1"
"28","202700","0","0","0","3994","200000001","625","28","28","28","28","28","28","1","0","30","33","28","28","28","28","0","28","28","0","28","28","28","10","1","620270028","28","41","10","0","0","0","0","1"
"29","202700","0","0","0","4285","200000001","657","29","29","29","29","29","29","1","0","30","33","29","29","29","29","0","29","29","0","29","29","29","10","1","620270029","29","41","10","0","0","0","0","1"
"30","202700","0","0","0","4575","200000001","690","30","30","30","30","30","30","1","0","30","34","30","30","30","30","0","30","30","0","30","30","30","10","1","620270030","30","42","10","0","0","0","0","1"
"31","202700","0","0","0","4866","200000001","722","31","31","31","31","31","31","1","0","30","34","31","31","31","31","0","31","31","0","31","31","31","10","1","620270031","31","42","10","0","0","0","0","1"
"32","202700","0","0","0","5156","200000001","754","32","32","32","32","32","32","1","0","30","35","32","32","32","32","0","32","32","0","32","32","32","10","1","620270032","32","43","10","0","0","0","0","1"
"33","202700","0","0","0","5828","200000001","795","33","33","33","33","33","33","1","0","30","37","33","33","33","33","0","33","33","0","33","33","33","10","1","620270033","33","46","10","0","0","0","0","1"
"34","202700","0","0","0","6499","200000001","836","34","34","34","34","34","34","1","0","30","39","34","34","34","34","0","34","34","0","34","34","34","10","1","620270034","34","48","10","0","0","0","0","1"
"35","202700","0","0","0","7171","200000001","878","35","35","35","35","35","35","1","0","30","41","35","35","35","35","0","35","35","0","35","35","35","10","1","620270035","35","51","10","0","0","0","0","1"
"36","202700","0","0","0","7843","200000001","919","36","36","36","36","36","36","1","0","30","43","36","36","36","36","0","36","36","0","36","36","36","10","1","620270036","36","53","10","0","0","0","0","1"
"37","202700","0","0","0","8514","200000001","960","37","37","37","37","37","37","1","0","30","45","37","37","37","37","0","37","37","0","37","37","37","10","1","620270037","37","56","10","0","0","0","0","1"
"38","202700","0","0","0","9186","200000001","1001","38","38","38","38","38","38","1","0","30","47","38","38","38","38","0","38","38","0","38","38","38","10","1","620270038","38","58","10","0","0","0","0","1"
"39","202700","0","0","0","9858","200000001","1043","39","39","39","39","39","39","1","0","30","49","39","39","39","39","0","39","39","0","39","39","39","10","1","620270039","39","61","10","0","0","0","0","1"
"40","202700","0","0","0","10529","200000001","1084","40","40","40","40","40","40","1","0","30","51","40","40","40","40","0","40","40","0","40","40","40","10","1","620270040","40","63","10","0","0","0","0","1"
"41","202700","0","0","0","11201","200000001","1125","41","41","41","41","41","41","1","0","30","53","41","41","41","41","0","41","41","0","41","41","41","10","1","620270041","41","66","10","0","0","0","0","1"
"42","202700","0","0","0","12938","200000001","1416","42","42","42","42","42","42","1","0","30","53","42","42","42","42","0","42","42","0","42","42","42","10","1","620270042","42","68","10","0","0","0","0","1"
"43","202700","0","0","0","12482","200000001","1430","43","43","43","43","43","43","1","0","30","56","43","43","43","43","0","43","43","0","43","43","43","10","1","620270043","43","72","10","0","0","0","0","1"
"44","202700","0","0","0","13446","200000001","1500","44","44","44","44","44","44","1","0","30","59","44","44","44","44","0","44","44","0","44","44","44","10","1","620270044","44","76","10","0","0","0","0","1"
"45","202700","0","0","0","14043","200000001","1528","45","45","45","45","45","45","1","0","30","61","45","45","45","45","0","45","45","0","45","45","45","10","1","620270045","45","80","10","0","0","0","0","1"
"46","202700","0","0","0","14640","200000001","1475","46","46","46","46","46","46","1","0","30","64","46","46","46","46","0","46","46","0","46","46","46","10","1","620270046","46","85","10","0","0","0","0","1"
"47","202700","0","0","0","16773","200000001","1454","47","47","47","47","47","47","1","0","30","71","47","47","47","47","0","47","47","0","47","47","47","10","1","620270047","47","86","10","0","0","0","0","1"
"48","202700","0","0","0","19016","200000001","1635","48","48","48","48","48","48","1","0","30","71","48","48","48","48","0","48","48","0","48","48","48","10","1","620270048","48","87","10","0","0","0","0","1"
"49","202700","0","0","0","19863","200000001","1653","49","49","49","49","49","49","1","0","30","71","49","49","49","49","0","49","49","0","49","49","49","10","1","620270049","49","87","10","0","0","0","0","1"
"50","202700","0","0","0","19863","200000001","1492","50","50","50","50","50","50","1","0","30","75","50","50","50","50","0","50","50","0","50","50","50","10","1","620270050","50","89","10","0","0","0","0","1"
"51","202700","0","0","0","19863","200000001","1736","51","51","51","51","51","51","1","0","30","75","51","51","51","51","0","51","51","0","51","51","51","10","1","620270051","51","90","10","0","0","0","0","1"
"52","202700","0","0","0","19863","200000001","1736","52","52","52","52","52","52","1","0","30","76","52","52","52","52","0","52","52","0","52","52","52","10","1","620270052","52","90","10","0","0","0","0","1"
"53","202700","0","0","0","20863","200000001","1786","53","53","53","53","53","53","1","0","30","77","53","53","53","53","0","53","53","0","53","53","53","10","1","620270053","53","91","10","0","0","0","0","1"
"54","202700","0","0","0","21863","200000001","1836","54","54","54","54","54","54","1","0","30","77","54","54","54","54","0","54","54","0","54","54","54","10","1","620270054","54","91","10","0","0","0","0","1"
"55","202700","0","0","0","22863","200000001","1886","55","55","55","55","55","55","1","0","30","78","55","55","55","55","0","55","55","0","55","55","55","10","1","620270055","55","92","10","0","0","0","0","1"
"56","202700","0","0","0","23863","200000001","1936","56","56","56","56","56","56","1","0","30","78","56","56","56","56","0","56","56","0","56","56","56","10","1","620270056","56","92","10","0","0","0","0","1"
