8e142037282226077a1d7a97425c7dabf0abd293a22bd8d1c653eeccb02fbb42,d727a1783612e8ccca3b090c8a6cc4ecc2525b00d14a0cf76ae25b8c2fdb4c59,8a0f0b85a65219b80110a7f5460d8ddfa0df35d78188588e44e2ba2908942eb7,0fb90e557efb68a20faa8e5a25d67ee7127f9d198a6c04db0c28a7d347c359f2,8736811f2515e77bc332f7fa4ccb425fa52ae56568d8b25cbb484057ea08c53f,46e738668c535483edb3fd8cb577f40269d0d677dc9ef09427db8e3efc1f81e6,99b1a3b1716be03e26bde787e337d80bd0cfb47d0240972baa42b738b725aa77,49b0ede59d0fb52d59c21f40d351e2604ddb52b0baf6d31e9269c54340e58eb8
"730037034","730037035","731603703","730037032","730037031","730037033","730000009","100"
"730038014","730038015","731703801","730038012","730038011","0","730000010","100"
"730038024","730038025","731703802","730038022","730038021","730038023","730000011","100"
"730038034","730038032","731703803","730038035","730038031","730038033","730000012","100"
"730039014","730039015","731803901","730039012","730039011","0","730000013","100"
"730039024","730039023","731803902","730039022","730039021","730039025","730000014","100"
"730039034","730039035","731803903","730039032","730039031","730039033","730000015","100"
"730040014","730040012","731904001","730040011","730040015","0","730000016","100"
"730040021","730040025","731904002","730040022","730040024","730040023","730000017","100"
"730040031","730040033","731904003","730040034","730040032","730040035","730000018","100"
"730041014","730041012","732004101","730041015","730041011","0","730000019","100"
"730041024","730041023","732004102","730041022","730041021","730041025","730000020","100"
"730041031","730041032","732004103","730041035","730041034","730041033","730000021","100"
"730042014","730042012","732104201","730042011","730042015","0","730000022","100"
"730042024","730042025","732104202","730042022","730042021","730042023","730000023","100"
"730042034","730042032","732104203","730042035","730042031","730042033","730000024","100"
"730043014","730043012","732204301","730043015","730043011","0","730000025","100"
"730043024","730043025","732204302","730043022","730043021","730043023","730000026","100"
"730043034","730043033","732204303","730043032","730043031","730043035","730000027","100"
"730044011","730044015","732304401","730044012","730044014","0","730000028","100"
"730044024","730044025","732304402","730044022","730044021","730044023","730000029","100"
"730044034","730044033","732304403","730044032","730044031","730044035","730000030","100"
"730045014","730045012","732404501","730045011","730045015","0","730000031","100"
"730045024","730045023","732404502","730045022","730045021","730045025","730000032","100"
"730045034","730045035","732404503","730045032","730045031","730045033","730000033","100"
"730046014","730046012","732504601","730046015","730046011","0","730000034","100"
"730046021","730046023","732504602","730046024","730046022","730046025","730000035","100"
"730046034","730046035","732504603","730046032","730046031","730046033","730000036","100"
"730047014","730047012","732604701","730047015","730047011","0","730000037","100"
"730047021","730047025","732604702","730047024","730047022","730047023","730000038","100"
"730047034","730047035","732604703","730047032","730047031","730047033","730000039","100"
"730048014","730048015","732704801","730048012","730048011","0","730000040","100"
"730048024","730048025","732704802","730048022","730048021","730048023","730000041","100"
"730048034","730048035","732704803","730048032","730048031","730048033","730000042","100"
"730049011","730049015","732804901","730049012","730049014","0","730000043","100"
"730049021","730049025","732804902","730049024","730049022","730049023","730000044","100"
"730049034","730049032","732804903","730049035","730049031","730049033","730000045","100"
"730050014","730050015","732905001","730050012","730050011","0","730000046","100"
"730050024","730050025","732905002","730050022","730050021","730050023","730000047","100"
"730050031","730050033","732905003","730050032","730050034","730050035","730000048","100"
"730051011","730051015","733005101","730051012","730051014","0","730000049","100"
"730051021","730051023","733005102","730051022","730051024","730051025","730000050","100"
"730051031","730051035","733005103","730051032","730051034","730051033","730000051","100"
"730052014","730052012","733105201","730052015","730052011","0","730000052","100"
"730052024","730052025","733105202","730052022","730052021","730052023","730000053","100"
"730052031","730052035","733105203","730052032","730052034","730052033","730000054","100"
"730053014","730053015","733205301","730053012","730053011","0","730000055","100"
"730053024","730053025","733205302","730053022","730053021","730053023","730000056","100"
"730053031","730053035","733205303","730053034","730053032","730053033","730000057","100"
"730054014","730054015","733305401","730054012","730054011","0","730000058","100"
"730054024","730054025","733305402","730054022","730054021","730054023","730000059","100"
"730054031","730054035","733305403","730054032","730054034","730054033","730000060","100"
"730055011","730055012","733405501","730055015","730055014","0","730000061","100"
"730055021","730055025","733405502","730055022","730055024","730055023","730000062","100"
"730055034","730055033","733405503","730055032","730055031","730055035","730000063","100"
"730056014","730056015","733505601","730056012","730056011","0","730000064","100"
"730056024","730056023","733505602","730056022","730056021","730056025","730000065","100"
"730056034","730056033","733505603","730056032","730056031","730056035","730000066","100"
"730057011","730057012","733605701","730057015","730057014","0","730000067","100"
"730057021","730057025","733605702","730057024","730057022","730057023","730000068","100"
"730057034","730057035","733605703","730057032","730057031","730057033","730000069","100"
"730058011","730058015","733705801","730058014","730058012","0","730000070","100"
"730058024","730058025","733705802","730058022","730058021","730058023","730000071","100"
"730058034","730058032","733705803","730058035","730058031","730058033","730000072","100"
"730059014","730059015","733805901","730059012","730059011","0","730000073","100"
"730059024","730059023","733805902","730059022","730059021","730059025","730000074","100"
"730059031","730059033","733805903","730059034","730059032","730059035","730000075","100"
"730060011","730060012","733906001","730060015","730060014","0","730000076","100"
"730060024","730060023","733906002","730060022","730060021","730060025","730000077","100"
"730060034","730060033","733906003","730060032","730060031","730060035","730000078","100"
"730061014","730061015","734006101","730061012","730061011","0","730000079","100"
"730061021","730061025","734006102","730061022","730061024","730061023","730000080","100"
"730061031","730061033","734006103","730061032","730061034","730061035","730000081","100"
"730062014","730062012","734106201","730062015","730062011","0","730000082","100"
"730062021","730062025","734106202","730062022","730062024","730062023","730000083","100"
"730062031","730062032","734106203","730062015","730062034","730062033","730000084","100"
"730063011","730063012","734206301","730063015","730063014","0","730000085","100"
"730063021","730063025","734206302","730063022","730063024","730063023","730000086","100"
"730063034","730063033","734206303","730063032","730063031","730063035","730000087","100"
"730064011","730064015","734306401","730064014","730064012","0","730000088","100"
"730064024","730064025","734306402","730064022","730064021","730064023","730000089","100"
"730064034","730064033","734306403","730064032","730064031","730064035","730000090","100"
"730065014","730065015","734406501","730065012","730065011","0","730000091","100"
"730065021","730065025","734406502","730065022","730065024","730065023","730000092","100"
"730065031","730065032","734406503","730065035","730065034","730065033","730000093","100"
"730066014","730066012","734506601","730066011","730066015","0","730000094","100"
"730066021","730066023","734506602","730066022","730066024","730066025","730000095","100"
"730066034","730066032","734506603","730066035","730066031","730066033","730000096","100"
"730067014","730067015","734606701","730067012","730067011","0","730000097","100"
"730067024","730067023","734606702","730067022","730067021","730067025","730000098","100"
"730067034","730067035","734606703","730067032","730067031","730067033","730000099","100"
"730068014","730068012","734706801","730068015","730068011","0","730000100","100"
"730068024","730068023","734706802","730068022","730068021","730068025","730000101","100"
"730068034","730068033","734706803","730068032","730068031","730068035","730000102","100"
"730069011","730069015","734806901","730069012","730069014","0","730000103","100"
"730069024","730069023","734806902","730069022","730069021","730069025","730000104","100"
"730069034","730069033","734806903","730069032","730069031","730069035","730000105","100"
"730070011","730070015","734907001","730070012","730070014","0","730000106","100"
"730070021","730070023","734907002","730070022","730070024","730070025","730000107","100"
"730070031","730070033","734907003","730070034","730070032","730070035","730000108","100"
"730071014","730071015","735007101","730071012","730071011","0","730000109","100"
"730071021","730071023","735007102","730071024","730071022","730071025","730000110","100"
"730071034","730071032","735007103","730071035","730071031","730071033","730000111","100"
"730072011","730072015","735107201","730072012","730072014","0","730000112","100"
"730072021","730072023","735107202","730072024","730072022","730072025","730000113","100"
"730072031","730072032","735107203","730072035","730072034","730072033","730000114","100"
"730073014","730073015","735207301","730073012","730073011","0","730000115","100"
"730073024","730073023","735207302","730073022","730073021","730073025","730000116","100"
"730073031","730073033","735207303","730073034","730073032","730073035","730000117","100"
"730074014","730074015","735307401","730074012","730074011","0","730000118","100"
"730074024","730074025","735307402","730074022","730074021","730074023","730000119","100"
"730074031","730074035","735307403","730074034","730074032","730074033","730000120","100"
"730075014","730075015","735407501","730075012","730075011","0","730000121","100"
"730075024","730075022","735407502","730075021","730075025","730075023","730000122","100"
"730075031","730075032","735407503","730075035","730075034","730075033","730000123","100"
"730076014","730076012","735507601","730076015","730076011","0","730000124","100"
"730076021","730076023","735507602","730076022","730076024","730076025","730000125","100"
"730076034","730076033","735507603","730076032","730076031","730076035","730000126","100"
"730077014","730077015","735607701","730077012","730077011","0","730000127","100"
"730077024","730077025","735607702","730077022","730077021","730077023","730000128","100"
"730077031","730077033","735607703","730077034","730077032","730077035","730000129","100"
