7a87765b5ae75c07ae802476fdfb07a8d4613bd1a2c3ae906aef08332485f401,f6082ee04eac398e19ac4aa118b217c280cdda6bb4a1e8836404c39249a27b31,ca2f82b9af2c553b43a8fb8cfb5ee033d10bd8ae2e77314e07eab549631351e1,993c93657a95253950a47ad46c1d28c2cf30418c3edffcae369710c49d791928,7050101cf0559700a77f82f65b2d72fb5af53243fd1e607c65464a83017448e9,5d092e91a1fbd0687fe838aa33212b9ef0eea028e30c854886eac74ef55db5a7,0d1b114cf09b7340730ab11cf332b8c7e40ca22c5f1ea8bf80cb4dc725970e30,3abf532870c9f9e50392af85b5ebc8b1084d04b475f792cbe16c991619ef23c9,24a3c9afc4fc61bf8b88757daf203bddeaa7eb796b54ba253b277a72f1c95e1e,cae330d641d546f9740689afff6482c36e71ceeade6fcbb0b53d19496cecbeb7,2a7766961c02926f66c29a08ed6018182e7a576f25a6b5bad670747b69954ac2
"0","333","1","1","1","6","1009807","1009807160","","1","0"
"","102011","","","1","4","1009807","1009807161","","",""
"","102011","1","0.2","lsv_run","3","1009807","1009807162","","",""
"0","102011","-235","","-750","2","1009807","1009807163","","0.8",""
"","100411","","","0","4","1009807","1009807164","","",""
"","100411","1","0.2","lsv_run","3","1009807","1009807165","","",""
"0","100411","-220","","750","2","1009807","1009807166","","0.8",""
"","103611","","","0","4","1009807","1009807167","","",""
"","103611","1","0.2","lsv_run","3","1009807","1009807168","","",""
"0","103611","-250","","850","2","1009807","1009807169","","0.8",""
"","0.6","","","","93","1009807","1009807170","","",""
"0","102011","1","0.2","1","6","1009807","1009807171","","1","0"
"0","100411","1","0.2","1","6","1009807","1009807172","","1","0"
"0","103611","1","0.2","1","6","1009807","1009807173","","1","0"
"","0","","","","91","1009807","1009807174","","",""
"-220","1","101","1.95","100411","1","1009808","1009808001","lsv_idle_normal","-700","0"
"-235","1","100","1.95","102011","1","1009808","1009808002","lsv_idle_normal","-550","0"
"-250","1","102","1.95","103611","1","1009808","1009808003","lsv_idle_normal","-800","0"
"0","1","0","1","333","5","1009808","1009808004","lsv_white_loop","0","0"
"0","333","1","0","1","6","1009808","1009808005","","1","0"
"1.3","3","-630","0","13","31","1009808","1009808006","","110",""
"0","100411","1","0","1","6","1009808","1009808007","","1","0"
"0","102011","1","0","1","6","1009808","1009808008","","1","0"
"0","103611","1","0","1","6","1009808","1009808009","","1","0"
"","1","","","0","93","1009808","1009808010","","",""
"0.4","333","1","0.8","1","6","1009808","1009808011","","1","0"
"","100411","1","0.2","lsv_walk_glad","3","1009808","1009808012","","",""
"0","100411","-220","","-100","2","1009808","1009808013","","2",""
"1","100411","1","0.4","1","6","1009808","1009808014","","1","0"
"","102011","1","0.2","lsv_walk_glad2","3","1009808","1009808015","","",""
"0","102011","-235","","100","2","1009808","1009808016","","2.2",""
"1","102011","1","0.4","1","6","1009808","1009808017","","1","0"
"","103611","1","0.2","lsv_walk_glad","3","1009808","1009808018","","",""
"0","103611","-250","","-270","2","1009808","1009808019","","2",""
"1","103611","1","0.4","1","6","1009808","1009808020","","1","0"
"","13","","","1","32","1009808","1009808021","","",""
"0","13","110","","-180","33","1009808","1009808022","","2",""
"","2","","","","93","1009808","1009808023","","",""
"","13","","","0","32","1009808","1009808024","","",""
"","100411","1","0.2","lsv_idle_normal","3","1009808","1009808025","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009808","1009808026","","",""
"","0.2","","","","93","1009808","1009808027","","",""
"","102011","","","1","4","1009808","1009808028","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009808","1009808029","","",""
"","0.5","","","","93","1009808","1009808030","","",""
"","100411","0.5","0","10","12","1009808","1009808031","","","0"
"1","100411","0","0","lsv_smile2","3","1009808","1009808032","","lsv_idle_normal","0.2"
"","102011","0.5","0","10","12","1009808","1009808033","","","0"
"1","102011","0","0","lsv_smile2","3","1009808","1009808034","","lsv_idle_normal","0.2"
"","103611","0.5","0","10","12","1009808","1009808035","","","0"
"1","103611","0","0","lsv_smile2","3","1009808","1009808036","","lsv_idle_normal","0.2"
"","1.5","","","","93","1009808","1009808037","","",""
"","102011","","","0","4","1009808","1009808038","","",""
"","102011","1","0.2","lsv_walk","3","1009808","1009808039","","",""
"0","102011","-235","","200","2","1009808","1009808040","","1",""
"","1","","","","93","1009808","1009808041","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009808","1009808042","","",""
"","0","","","","93","1009808","1009808043","","",""
"","102011","","","1","4","1009808","1009808044","","",""
"","0.6","","","","93","1009808","1009808045","","",""
"1","100411","0","0","lsv_talk_arm_crossed_joy","3","1009808","1009808046","","lsv_talk_arm_crossed_loop_joy","0.2"
"","vo_lsv","0","","vo_lsv_0821","21","1009808","1009808047","","0",""
"1","100411","10","0","喵特\n好大隻好可愛喔──！","11","1009808","1009808048","0","1","0"
"","0","","","","91","1009808","1009808049","","",""
"","100411","1","0.2","lsv_idle_arm_crossed_joy","3","1009808","1009808050","","",""
"","102011","1","0.2","lsv_talk_memory_dere2","3","1009808","1009808051","","",""
"","vo_lsv","0","","vo_lsv_0822","21","1009808","1009808052","","0",""
"1","102011","10","0","嗯♪\n而且很溫柔……\n又鬆鬆軟軟的♪","11","1009808","1009808053","0","1","0"
"","0","","","","91","1009808","1009808054","","",""
"","102011","1","0.2","lsv_idle_memory","3","1009808","1009808055","","",""
"","103611","1","0.2","lsv_talk_thinking_joyR","3","1009808","1009808056","","",""
"","vo_lsv","0","","vo_lsv_0823","21","1009808","1009808057","","0",""
"1","103611","10","0","栞小姐也很溫柔，\n還知道了她願意幫忙我們……\n真是美好的一天。","11","1009808","1009808058","0","1","0"
"","0","","","","91","1009808","1009808059","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009808","1009808060","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009808","1009808061","","",""
"1","100411","0","0","lsv_talk_cool_normal2","3","1009808","1009808062","","lsv_talk_cool_normal2_loop","0.2"
"","vo_lsv","0","","vo_lsv_0824","21","1009808","1009808063","","0",""
"1","100411","10","0","就以這個步調，和小繆\n去各種地方，\n玩各種遊戲吧！","11","1009808","1009808064","0","1","0"
"","0","","","","91","1009808","1009808065","","",""
"","100411","1","0.2","lsv_idle_cool_joy","3","1009808","1009808066","","",""
"1","103611","0","0","lsv_talk_doya","3","1009808","1009808067","","lsv_talk_doya_anger_loop","0.2"
"","vo_lsv","0","","vo_lsv_0825","21","1009808","1009808068","","0",""
"1","103611","10","0","嗯！\n……啊，\n觀察也不能忘記喔？","11","1009808","1009808069","0","1","0"
"","0","","","","91","1009808","1009808070","","",""
"","103611","1","0.2","lsv_idle_doya","3","1009808","1009808071","","",""
"","100411","1","0.2","lsv_talk_bitter","3","1009808","1009808072","","",""
"","vo_lsv","0","","vo_lsv_0826","21","1009808","1009808073","","0",""
"1","100411","10","0","這、這是當然的啊～！\n啊哈哈哈哈～","11","1009808","1009808074","0","1","0"
"","0","","","","91","1009808","1009808075","","",""
"","100411","1","0.2","lsv_idle_bitter","3","1009808","1009808076","","",""
"","102011","1","0.2","lsv_talk_surprise_talkjoy","3","1009808","1009808077","","",""
"","vo_lsv","0","","vo_lsv_0827","21","1009808","1009808078","","0",""
"1","102011","10","0","欸欸，哥哥♪\n哥哥知道還有誰能和小繆\n成為好朋友嗎？","11","1009808","1009808079","0","1","0"
"","0","","","","91","1009808","1009808080","","",""
"","102011","1","0.2","lsv_idle_surprise_joy","3","1009808","1009808081","","",""
"1","100411","0","0","lsv_choice","3","1009808","1009808082","","lsv_look_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009808","1009808083","","lsv_look_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009808","1009808084","","lsv_look_idle_normal","0.2"
"","0.1","","","0","93","1009808","1009808085","","",""
"2","100411","-220","","-420","2","1009808","1009808086","","0.33","0.2"
"2","102011","-235","","452","2","1009808","1009808087","","0.33","0.2"
"2","103611","-250","","-545","2","1009808","1009808088","","0.33","0.2"
"","0","1","0.2","0","22","1009808","1009808089","","",""
"","牧場的牛群。","0","","1009808093","103","1009808","1009808090","","",""
"","噗吉。","0","","1009808117","103","1009808","1009808091","","",""
"","拉格。","0","","1009808141","103","1009808","1009808092","","",""
"1","100411","0","0","lsv_choice","3","1009808","1009808093","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009808","1009808094","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009808","1009808095","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009808","1009808096","","",""
"2","100411","-220","","-100","2","1009808","1009808097","","0.33","0.2"
"2","102011","-235","","200","2","1009808","1009808098","","0.33","0.2"
"2","103611","-250","","-270","2","1009808","1009808099","","0.33","0.2"
"","0.7","","","0","93","1009808","1009808100","","",""
"","103611","1","0.2","lsv_talk_thinking_joyR","3","1009808","1009808101","","",""
"","vo_lsv","0","","vo_lsv_0828","21","1009808","1009808102","","0",""
"1","103611","10","0","原來如此……這提議不錯耶。\n牧場的牛牛\n應該都習慣與人相處了。","11","1009808","1009808103","0","1","0"
"","0","","","","91","1009808","1009808104","","",""
"","103611","1","0.2","lsv_idle_thinking_joy1","3","1009808","1009808105","","",""
"","102011","1","0.2","lsv_talk_wish_joy","3","1009808","1009808106","","",""
"","vo_lsv","0","","vo_lsv_0829","21","1009808","1009808107","","0",""
"1","102011","10","0","所以也一定會溫柔地\n對待小繆吧♪","11","1009808","1009808108","0","1","0"
"","0","","","","91","1009808","1009808109","","",""
"","102011","1","0.2","lsv_idle_wish_joy","3","1009808","1009808110","","",""
"","100411","1","0.2","lsv_talk_normal","3","1009808","1009808111","","",""
"","vo_lsv","0","","vo_lsv_0830","21","1009808","1009808112","","0",""
"1","100411","10","0","牧場的話，\n因為栞姐姐也在，\n所以可以放心呢！","11","1009808","1009808113","0","1","0"
"","0","","","","91","1009808","1009808114","","",""
"","100411","1","0.2","lsv_idle_normal","3","1009808","1009808115","","",""
"","1009808166","","","","101","1009808","1009808116","","",""
"1","100411","0","0","lsv_choice","3","1009808","1009808117","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009808","1009808118","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009808","1009808119","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009808","1009808120","","",""
"2","100411","-220","","-100","2","1009808","1009808121","","0.33","0.2"
"2","102011","-235","","200","2","1009808","1009808122","","0.33","0.2"
"2","103611","-250","","-270","2","1009808","1009808123","","0.33","0.2"
"","0.7","","","0","93","1009808","1009808124","","",""
"","102011","1","0.2","lsv_talk_joy3_blink","3","1009808","1009808125","","",""
"","vo_lsv","0","","vo_lsv_0831","21","1009808","1009808126","","0",""
"1","102011","10","0","是說綾音的朋友？\n如果是噗吉，\n一定能跟小繆成為好朋友的♪","11","1009808","1009808127","0","1","0"
"","0","","","","91","1009808","1009808128","","",""
"","102011","1","0.2","lsv_idle_joy","3","1009808","1009808129","","",""
"","103611","1","0.2","lsv_talk_surprise","3","1009808","1009808130","","",""
"","vo_lsv","0","","vo_lsv_0832","21","1009808","1009808131","","0",""
"1","103611","10","0","是綾音的話，就不必\n擔心了呢……因為她應該已經\n習慣與奇妙的孩子相處了。","11","1009808","1009808132","0","1","0"
"","0","","","","91","1009808","1009808133","","",""
"","103611","1","0.2","lsv_idle_surprise","3","1009808","1009808134","","",""
"","100411","1","0.2","lsv_talk_thinking_talkR","3","1009808","1009808135","","",""
"","vo_lsv","0","","vo_lsv_0833","21","1009808","1009808136","","0",""
"1","100411","10","0","仔細想想，\n噗吉本身就\n很不可思議呢……","11","1009808","1009808137","0","1","0"
"","0","","","","91","1009808","1009808138","","",""
"","100411","1","0.2","lsv_idle_thinking_joy1","3","1009808","1009808139","","",""
"","1009808166","","","","101","1009808","1009808140","","",""
"1","100411","0","0","lsv_choice","3","1009808","1009808141","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009808","1009808142","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009808","1009808143","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009808","1009808144","","",""
"2","100411","-220","","-100","2","1009808","1009808145","","0.33","0.2"
"2","102011","-235","","200","2","1009808","1009808146","","0.33","0.2"
"2","103611","-250","","-270","2","1009808","1009808147","","0.33","0.2"
"","0.7","","","0","93","1009808","1009808148","","",""
"","100411","1","0.2","lsv_talk_surprise2","3","1009808","1009808149","","",""
"","vo_lsv","0","","vo_lsv_0834","21","1009808","1009808150","","0",""
"1","100411","10","0","咦咦，龍！？\n那是說龍嗎？","11","1009808","1009808151","0","1","0"
"","0","","","","91","1009808","1009808152","","",""
"","100411","1","0.2","lsv_idle_surprise","3","1009808","1009808153","","",""
"","102011","1","0.2","lsv_talk_normal_suprise1","3","1009808","1009808154","","",""
"","vo_lsv","0","","vo_lsv_0835","21","1009808","1009808155","","0",""
"1","102011","10","0","有位和厲害的魔物先生\n關係很好的人對吧～","11","1009808","1009808156","0","1","0"
"","0","","","","91","1009808","1009808157","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009808","1009808158","","",""
"","103611","1","0.2","lsv_talk_sad","3","1009808","1009808159","","",""
"","vo_lsv","0","","vo_lsv_0836","21","1009808","1009808160","","0",""
"1","103611","10","0","有、有種危險的氣息呢……\n那個人的話，\n那個……我們再考慮一下吧。","11","1009808","1009808161","0","1","0"
"","0","","","","91","1009808","1009808162","","",""
"","103611","1","0.2","lsv_idle_sad","3","1009808","1009808163","","",""
"","100411","1","0.2","lsv_idle_surprise_talkR1","3","1009808","1009808164","","",""
"","1009808166","","","","101","1009808","1009808165","","",""
"","0","","","","91","1009808","1009808166","","",""
"","","","","","102","1009808","1009808167","","",""
"","0","","","0.2","22","1009808","1009808168","","",""
"","0.2","","","","93","1009808","1009808169","","",""
"0","102011","1","0","7","12","1009808","1009808170","0","0","0"
"","102011","1","0.2","lsv_talk_surprise_kira","3","1009808","1009808171","","",""
"","3","","","0","93","1009808","1009808172","","",""
"","102011","1","0.2","lsv_idle_surprise","3","1009808","1009808173","","",""
"0","100411","1","0","5","12","1009808","1009808174","0","0","0"
"","100411","1","0.2","lsv_talk_wish_surprise","3","1009808","1009808175","","",""
"","3","","","0","93","1009808","1009808176","","",""
"","100411","1","0.2","lsv_idle_wish","3","1009808","1009808177","","",""
"0","103611","1","0","1","12","1009808","1009808178","0","0","0"
"","103611","1","0.2","lsv_talk_normal_sad","3","1009808","1009808179","","",""
"","3","","","0","93","1009808","1009808180","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009808","1009808181","","",""
"","1009808170","","","","101","1009808","1009808182","","",""
"0","333","1","1","1","6","1009808","1009808183","","1","0"
"","100411","","","1","4","1009808","1009808184","","",""
"","100411","1","0.2","lsv_run","3","1009808","1009808185","","",""
"0","100411","-220","","-750","2","1009808","1009808186","","0.8",""
"","102011","","","0","4","1009808","1009808187","","",""
"","102011","1","0.2","lsv_run","3","1009808","1009808188","","",""
"0","102011","-235","","750","2","1009808","1009808189","","0.8",""
"","103611","","","1","4","1009808","1009808190","","",""
"","103611","1","0.2","lsv_run","3","1009808","1009808191","","",""
"0","103611","-250","","-850","2","1009808","1009808192","","0.8",""
"","0.6","","","","93","1009808","1009808193","","",""
"0","100411","1","0.2","1","6","1009808","1009808194","","1","0"
"0","102011","1","0.2","1","6","1009808","1009808195","","1","0"
"0","103611","1","0.2","1","6","1009808","1009808196","","1","0"
"","0","","","","91","1009808","1009808197","","",""
"-235","1","102","1.95","103611","1","1009809","1009809001","lsv_idle_normal","-750","0"
"-220","1","100","1.95","102011","1","1009809","1009809002","lsv_idle_normal","650","1"
"-250","1","101","1.95","100411","1","1009809","1009809003","lsv_idle_normal","750","1"
"0","1","0","1","333","5","1009809","1009809004","lsv_white_loop","0","0"
"0","333","1","0","1","6","1009809","1009809005","","1","0"
"0","103611","1","0","1","6","1009809","1009809006","","1","0"
"0","102011","1","0","1","6","1009809","1009809007","","1","0"
"0","100411","1","0","1","6","1009809","1009809008","","1","0"
"","103611","0","","2","7","1009809","1009809009","","0",""
"0","103611","-235","","-750","2","1009809","1009809010","","0.5",""
"0.8","2","-140","0","16","31","1009809","1009809011","","10",""
"","16","0","","2","34","1009809","1009809012","","0",""
"","1","","","0","93","1009809","1009809013","","",""
"0.4","333","1","0.8","1","6","1009809","1009809014","","1","0"
"1","103611","0","0.2","lsv_see_sad_pre","3","1009809","1009809015","","lsv_see_sad","0"
"0","103611","-235","","-600","2","1009809","1009809016","","1.1",""
"1","103611","1","0.4","1","6","1009809","1009809017","","1","0"
"","1","","","","93","1009809","1009809018","","",""
"","16","","","1","32","1009809","1009809019","","",""
"","0","","","","91","1009809","1009809020","","",""
"80","103611","260","","240","94","1009809","1009809021","","0",""
"","16","","","0","32","1009809","1009809022","","",""
"","103611","1","0","1","12","1009809","1009809023","","","0"
"","103611","2","","0","7","1009809","1009809024","","0",""
"","103611","1","0.2","lsv_walk_sad","3","1009809","1009809025","","",""
"0","103611","-235","","-250","2","1009809","1009809026","","2",""
"","102011","1","0.2","lsv_walk","3","1009809","1009809027","","",""
"0","102011","-220","","100","2","1009809","1009809028","","2",""
"1","102011","1","0.4","1","6","1009809","1009809029","","1","0"
"","100411","1","0.2","lsv_walk_talkR","3","1009809","1009809030","","",""
"0","100411","-250","","270","2","1009809","1009809031","","2",""
"1","100411","1","0.4","1","6","1009809","1009809032","","1","0"
"","2","","","","93","1009809","1009809033","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009809","1009809034","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009809","1009809035","","",""
"","100411","1","0.2","lsv_idle_sad","3","1009809","1009809036","","",""
"","0.5","","","","93","1009809","1009809037","","",""
"","0","","","","91","1009809","1009809038","","",""
"","100411","1","0.2","lsv_talk_sad","3","1009809","1009809039","","",""
"","vo_lsv","0","","vo_lsv_0921","21","1009809","1009809040","","0",""
"1","100411","10","0","今天……\n發生了好多事情喔。","11","1009809","1009809041","0","1","0"
"","0","","","","91","1009809","1009809042","","",""
"","100411","1","0.2","lsv_idle_sad","3","1009809","1009809043","","",""
"","102011","1","0.2","lsv_talk_wish_nervous","3","1009809","1009809044","","",""
"","vo_lsv","0","","vo_lsv_0922","21","1009809","1009809045","","0",""
"1","102011","10","0","嗯……\n不過，能救出小繆\n真是太好了。","11","1009809","1009809046","0","1","0"
"","0","","","","91","1009809","1009809047","","",""
"","102011","1","0.2","lsv_idle_wish_nervous","3","1009809","1009809048","","",""
"","100411","1","0.2","lsv_talk_sad","3","1009809","1009809049","","",""
"","vo_lsv","0","","vo_lsv_0923","21","1009809","1009809050","","0",""
"1","100411","10","0","……雖然牠有點\n變小了。","11","1009809","1009809051","0","1","0"
"","0","","","","91","1009809","1009809052","","",""
"","100411","1","0.2","lsv_idle_sad","3","1009809","1009809053","","",""
"","102011","1","0.2","lsv_talk_sad","3","1009809","1009809054","","",""
"","vo_lsv","0","","vo_lsv_0924","21","1009809","1009809055","","0",""
"1","102011","10","0","……嗯。","11","1009809","1009809056","0","1","0"
"","0","","","","91","1009809","1009809057","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009809","1009809058","","",""
"","100411","1","0.2","lsv_idle_normal_talkR","3","1009809","1009809059","","",""
"","103611","1","0.2","lsv_talk_thinking","3","1009809","1009809060","","",""
"","vo_lsv","0","","vo_lsv_0925","21","1009809","1009809061","","0",""
"1","103611","10","0","……小繆\n到底是什麼生物，\n雖然之前一直想不出來……","11","1009809","1009809062","0","1","0"
"","0","","","","91","1009809","1009809063","","",""
"","103611","1","0.2","lsv_idle_thinking","3","1009809","1009809064","","",""
"","100411","1","0.2","lsv_talk_normal_suprise1","3","1009809","1009809065","","",""
"","vo_lsv","0","","vo_lsv_0926","21","1009809","1009809066","","0",""
"1","100411","10","0","這下終於知道了呢。\n不過有點……\n不對，是非常令人驚訝呢。","11","1009809","1009809067","0","1","0"
"","0","","","","91","1009809","1009809068","","",""
"","100411","1","0.2","lsv_idle_normal_talkR","3","1009809","1009809069","","",""
"","103611","1","0.2","lsv_talk_thinking_anger","3","1009809","1009809070","","",""
"","vo_lsv","0","","vo_lsv_0927","21","1009809","1009809071","","0",""
"1","103611","10","0","能喚來幸福的生物……\n那就是小繆。","11","1009809","1009809072","0","1","0"
"","0","","","","91","1009809","1009809073","","",""
"","103611","1","0.2","lsv_idle_sad","3","1009809","1009809074","","",""
"","102011","1","0.2","lsv_talk_sad","3","1009809","1009809075","","",""
"","vo_lsv","0","","vo_lsv_0928","21","1009809","1009809076","","0",""
"1","102011","10","0","美美我們……\n接下來該怎麼辦呢？","11","1009809","1009809077","0","1","0"
"","0","","","","91","1009809","1009809078","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009809","1009809079","","",""
"","100411","1","0.2","lsv_talk_anger_dead","3","1009809","1009809080","","",""
"","vo_lsv","0","","vo_lsv_0929","21","1009809","1009809081","","0",""
"1","100411","10","0","……不知道耶。","11","1009809","1009809082","0","1","0"
"","0","","","","91","1009809","1009809083","","",""
"","100411","1","0.2","lsv_idle_anger_sad","3","1009809","1009809084","","",""
"","103611","1","0.2","lsv_talk_normal_sad","3","1009809","1009809085","","",""
"","vo_lsv","0","","vo_lsv_0930","21","1009809","1009809086","","0",""
"1","103611","10","0","畢竟突然發生了\n這麼多事嘛。\n……冷靜不下來也是當然的。","11","1009809","1009809087","0","1","0"
"","0","","","","91","1009809","1009809088","","",""
"","vo_lsv","0","","vo_lsv_0931","21","1009809","1009809089","","0",""
"1","103611","10","0","總之，今天先休息吧。\n之後的事情，\n明天再來考慮吧。","11","1009809","1009809090","0","1","0"
"","0","","","","91","1009809","1009809091","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009809","1009809092","","",""
"1","100411","0","0","lsv_agree_sad","3","1009809","1009809093","","lsv_idle_normal_sad","0.2"
"1","102011","0","0","lsv_agree_sad","3","1009809","1009809094","","lsv_idle_normal_sad","0.2"
"","vo_lsv","0","","vo_lsv_0932","21","1009809","1009809095","","0",""
"1","100411","10","0","……嗯。","11","1009809","1009809096","0","1","0"
"1","102011","10","0","……嗯。","11","1009809","1009809097","0","1","0"
"","0","","","","91","1009809","1009809098","","",""
"","0","1","0.2","0","22","1009809","1009809099","","",""
"","","","","","102","1009809","1009809100","","",""
"","0.2","","","","93","1009809","1009809101","","",""
"0","103611","1","0","1","12","1009809","1009809102","0","0","0"
"","103611","1","0.2","lsv_talk_normal_sad","3","1009809","1009809103","","",""
"","3","","","0","93","1009809","1009809104","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009809","1009809105","","",""
"0","102011","1","0","2","12","1009809","1009809106","0","0","0"
"","102011","1","0.2","lsv_talk_bitter","3","1009809","1009809107","","",""
"","3","","","0","93","1009809","1009809108","","",""
"","102011","1","0.2","lsv_idle_sad_normal","3","1009809","1009809109","","",""
"0","100411","1","0","4","12","1009809","1009809110","0","0","0"
"","100411","1","0.2","lsv_idle_anger_sad","3","1009809","1009809111","","",""
"","3","","","0","93","1009809","1009809112","","",""
"","100411","1","0.2","lsv_idle_normal_sad","3","1009809","1009809113","","",""
"","1009809102","","","","101","1009809","1009809114","","",""
"0","333","1","1","1","6","1009809","1009809115","","1","0"
"","103611","","","1","4","1009809","1009809116","","",""
"","103611","1","0.2","lsv_run_sad","3","1009809","1009809117","","",""
"0","103611","-235","","-750","2","1009809","1009809118","","0.8",""
"","102011","","","0","4","1009809","1009809119","","",""
"","102011","1","0.2","lsv_run_sad","3","1009809","1009809120","","",""
"0","102011","-220","","750","2","1009809","1009809121","","0.8",""
"","100411","","","0","4","1009809","1009809122","","",""
"","100411","1","0.2","lsv_run_sad","3","1009809","1009809123","","",""
"0","100411","-250","","850","2","1009809","1009809124","","0.8",""
"","0.6","","","","93","1009809","1009809125","","",""
"0","103611","1","0.2","1","6","1009809","1009809126","","1","0"
"0","102011","1","0.2","1","6","1009809","1009809127","","1","0"
"0","100411","1","0.2","1","6","1009809","1009809128","","1","0"
"","0","","","","91","1009809","1009809129","","",""
"-235","1","102","1.95","100411","1","1009810","1009810001","lsv_idle_normal","-650","0"
"-220","1","100","1.95","102011","1","1009810","1009810002","lsv_idle_normal","650","1"
"-250","1","101","1.95","103611","1","1009810","1009810003","lsv_idle_normal","750","1"
"0","1","0","1","333","5","1009810","1009810004","lsv_white_loop","0","0"
"0","333","1","0","1","6","1009810","1009810005","","1","0"
"0","100411","1","0","1","6","1009810","1009810006","","1","0"
"0","102011","1","0","1","6","1009810","1009810007","","1","0"
"0","103611","1","0","1","6","1009810","1009810008","","1","0"
"","1","","","0","93","1009810","1009810009","","",""
"0.4","333","1","0.8","1","6","1009810","1009810010","","1","0"
"","100411","1","0.2","lsv_walk","3","1009810","1009810011","","",""
"0","100411","-235","","-200","2","1009810","1009810012","","2",""
"1","100411","1","0.4","1","6","1009810","1009810013","","1","0"
"","102011","1","0.2","lsv_walk","3","1009810","1009810014","","",""
"0","102011","-220","","100","2","1009810","1009810015","","2",""
"1","102011","1","0.4","1","6","1009810","1009810016","","1","0"
"","103611","1","0.2","lsv_walk","3","1009810","1009810017","","",""
"0","103611","-250","","270","2","1009810","1009810018","","2",""
"1","103611","1","0.4","1","6","1009810","1009810019","","1","0"
"","2","","","0","93","1009810","1009810020","","",""
"","100411","1","0.2","lsv_idle_normal","3","1009810","1009810021","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009810","1009810022","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009810","1009810023","","",""
"","0.6","","","0","93","1009810","1009810024","","",""
"1","103611","0","0","lsv_talk_guts2_anger","3","1009810","1009810025","","lsv_talk_guts2_anger_loop","0.2"
"","vo_lsv","0","","vo_lsv_1021","21","1009810","1009810026","","0",""
"1","103611","10","0","……都到這一步了，\n我們就負起責任到最後，\n讓牠好好地回去吧。","11","1009810","1009810027","0","1","0"
"","0","","","","91","1009810","1009810028","","",""
"","103611","1","0.2","lsv_idle_guts2_anger","3","1009810","1009810029","","",""
"","102011","1","0.2","lsv_talk_joy3_dere","3","1009810","1009810030","","",""
"","vo_lsv","0","","vo_lsv_1022","21","1009810","1009810031","","0",""
"1","102011","10","0","……說得沒錯。\n這是大家一起決定的嘛。","11","1009810","1009810032","0","1","0"
"","0","","","","91","1009810","1009810033","","",""
"","102011","1","0.2","lsv_idle_sad_joynormal","3","1009810","1009810034","","",""
"","100411","1","0.2","lsv_talk_thinking","3","1009810","1009810035","","",""
"","vo_lsv","0","","vo_lsv_1023","21","1009810","1009810036","","0",""
"1","100411","10","0","不過……\n在那之前還有事情要做喔。","11","1009810","1009810037","0","1","0"
"","0","","","","91","1009810","1009810038","","",""
"","100411","1","0.2","lsv_idle_normal","3","1009810","1009810039","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009810","1009810040","","",""
"1","100411","0","0","lsv_talk_guts2","3","1009810","1009810041","","lsv_talk_guts2_loop","0.2"
"","vo_lsv","0","","vo_lsv_1024","21","1009810","1009810042","","0",""
"1","100411","10","0","要讓小繆恢復活力，\n還有要特訓！\n讓牠回到那邊也不會有問題♪","11","1009810","1009810043","0","1","0"
"","0","","","","91","1009810","1009810044","","",""
"","100411","1","0.2","lsv_idle_guts2_joy","3","1009810","1009810045","","",""
"1","103611","0","0","lsv_talk_doya","3","1009810","1009810046","","lsv_talk_doya_loop","0.2"
"","vo_lsv","0","","vo_lsv_1025","21","1009810","1009810047","","0",""
"1","103611","10","0","……還有很多很多\n該做的事情呢。\n我們也得加油才行。","11","1009810","1009810048","0","1","0"
"","0","","","","91","1009810","1009810049","","",""
"","103611","1","0.2","lsv_idle_doya","3","1009810","1009810050","","",""
"1","100411","0","0","lsv_talk_cool_joy","3","1009810","1009810051","","lsv_talk_cool_joy_loop","0.2"
