1741db1c718e9f96f899653f7bbba67ff901930f0b55a275a13c57a7991b8cd0,543b771a2feee9d8f4ca180116228963fbdbd4b05e29f22acb3e619317379700,1fa85ae63e4cd8a7209cb53e64f2890fa8eff27986502d8ec6a898f9a4410e27,91d1d5d452876a4643d3bfbc42d939d2f899beded6a2a3d3eae96d6ea9626199,43a3bd1ef32704547b108e65362acb72d2d2fc2413cd2a375f2a3b17c69e8f39,99d497db48a7236c9f6d7993c3732905f00403713cda7e57f5495300e9a89a5e,66fc924fcdd8ca98f61f49600f6c7df26e62710aed45266eeead5bbc50ba352d,6184c2a753557e831fadef38606b911b7528aa69ba928e5a8952f883cacf0e3d,de8ab571e004254d814da6410f188f5d59a09ddd1c46cf453414c60611ec5541,ec8630e00e0317fc09b233f09e8d3d5192656a859e8c3e24d2887c27dc8290fd,7f10cf02c2888d6fce412ffdd42eb82b36cf5a762952ddc7d617d402dfd39c06
"0","100411","1009807","0","6","1009807151","1","0","0","0","12"
"","100411","1009807","0.2","lsv_talk_joy1_normal","1009807152","1","","","","3"
"","3","1009807","","0","1009807153","","","","","93"
"","100411","1009807","0.2","lsv_idle_normal_joy","1009807154","1","","","","3"
"0","103611","1009807","0","10","1009807155","1","0","0","0","12"
"","103611","1009807","0.2","lsv_talk_joy3_dere","1009807156","1","","","","3"
"","3","1009807","","0","1009807157","","","","","93"
"","103611","1009807","0.2","lsv_idle_wish","1009807158","1","","","","3"
"","1009807147","1009807","","","1009807159","","","","","101"
"0","333","1009807","1","1","1009807160","1","0","","1","6"
"","102011","1009807","","1","1009807161","","","","","4"
"","102011","1009807","0.2","lsv_run","1009807162","1","","","","3"
"","102011","1009807","","-750","1009807163","-235","0","","0.8","2"
"","100411","1009807","","0","1009807164","","","","","4"
"","100411","1009807","0.2","lsv_run","1009807165","1","","","","3"
"","100411","1009807","","750","1009807166","-220","0","","0.8","2"
"","103611","1009807","","0","1009807167","","","","","4"
"","103611","1009807","0.2","lsv_run","1009807168","1","","","","3"
"","103611","1009807","","850","1009807169","-250","0","","0.8","2"
"","0.6","1009807","","","1009807170","","","","","93"
"0","102011","1009807","0.2","1","1009807171","1","0","","1","6"
"0","100411","1009807","0.2","1","1009807172","1","0","","1","6"
"0","103611","1009807","0.2","1","1009807173","1","0","","1","6"
"","0","1009807","","","1009807174","","","","","91"
"0","1","1009808","1.95","100411","1009808001","101","-220","lsv_idle_normal","-700","1"
"0","1","1009808","1.95","102011","1009808002","100","-235","lsv_idle_normal","-550","1"
"0","1","1009808","1.95","103611","1009808003","102","-250","lsv_idle_normal","-800","1"
"0","1","1009808","1","333","1009808004","0","0","lsv_white_loop","0","5"
"0","333","1009808","0","1","1009808005","1","0","","1","6"
"","3","1009808","0","13","1009808006","-630","1.3","","110","31"
"0","100411","1009808","0","1","1009808007","1","0","","1","6"
"0","102011","1009808","0","1","1009808008","1","0","","1","6"
"0","103611","1009808","0","1","1009808009","1","0","","1","6"
"","1","1009808","","0","1009808010","","","","","93"
"0","333","1009808","0.8","1","1009808011","1","0.4","","1","6"
"","100411","1009808","0.2","lsv_walk_glad","1009808012","1","","","","3"
"","100411","1009808","","-100","1009808013","-220","0","","2","2"
"0","100411","1009808","0.4","1","1009808014","1","1","","1","6"
"","102011","1009808","0.2","lsv_walk_glad2","1009808015","1","","","","3"
"","102011","1009808","","100","1009808016","-235","0","","2.2","2"
"0","102011","1009808","0.4","1","1009808017","1","1","","1","6"
"","103611","1009808","0.2","lsv_walk_glad","1009808018","1","","","","3"
"","103611","1009808","","-270","1009808019","-250","0","","2","2"
"0","103611","1009808","0.4","1","1009808020","1","1","","1","6"
"","13","1009808","","1","1009808021","","","","","32"
"","13","1009808","","-180","1009808022","110","0","","2","33"
"","2","1009808","","","1009808023","","","","","93"
"","13","1009808","","0","1009808024","","","","","32"
"","100411","1009808","0.2","lsv_idle_normal","1009808025","1","","","","3"
"","103611","1009808","0.2","lsv_idle_normal","1009808026","1","","","","3"
"","0.2","1009808","","","1009808027","","","","","93"
"","102011","1009808","","1","1009808028","","","","","4"
"","102011","1009808","0.2","lsv_idle_normal","1009808029","1","","","","3"
"","0.5","1009808","","","1009808030","","","","","93"
"0","100411","1009808","0","10","1009808031","0.5","","","","12"
"0.2","100411","1009808","0","lsv_smile2","1009808032","0","1","","lsv_idle_normal","3"
"0","102011","1009808","0","10","1009808033","0.5","","","","12"
"0.2","102011","1009808","0","lsv_smile2","1009808034","0","1","","lsv_idle_normal","3"
"0","103611","1009808","0","10","1009808035","0.5","","","","12"
"0.2","103611","1009808","0","lsv_smile2","1009808036","0","1","","lsv_idle_normal","3"
"","1.5","1009808","","","1009808037","","","","","93"
"","102011","1009808","","0","1009808038","","","","","4"
"","102011","1009808","0.2","lsv_walk","1009808039","1","","","","3"
"","102011","1009808","","200","1009808040","-235","0","","1","2"
"","1","1009808","","","1009808041","","","","","93"
"","102011","1009808","0.2","lsv_idle_normal","1009808042","1","","","","3"
"","0","1009808","","","1009808043","","","","","93"
"","102011","1009808","","1","1009808044","","","","","4"
"","0.6","1009808","","","1009808045","","","","","93"
"0.2","100411","1009808","0","lsv_talk_arm_crossed_joy","1009808046","0","1","","lsv_talk_arm_crossed_loop_joy","3"
"","vo_lsv","1009808","","vo_lsv_0821","1009808047","0","","","0","21"
"0","100411","1009808","0","喵特\n好大隻好可愛喔──！","1009808048","10","1","0","1","11"
"","0","1009808","","","1009808049","","","","","91"
"","100411","1009808","0.2","lsv_idle_arm_crossed_joy","1009808050","1","","","","3"
"","102011","1009808","0.2","lsv_talk_memory_dere2","1009808051","1","","","","3"
"","vo_lsv","1009808","","vo_lsv_0822","1009808052","0","","","0","21"
"0","102011","1009808","0","嗯♪\n而且很溫柔……\n又鬆鬆軟軟的♪","1009808053","10","1","0","1","11"
"","0","1009808","","","1009808054","","","","","91"
"","102011","1009808","0.2","lsv_idle_memory","1009808055","1","","","","3"
"","103611","1009808","0.2","lsv_talk_thinking_joyR","1009808056","1","","","","3"
"","vo_lsv","1009808","","vo_lsv_0823","1009808057","0","","","0","21"
"0","103611","1009808","0","栞小姐也很溫柔，\n還知道了她願意幫忙我們……\n真是美好的一天。","1009808058","10","1","0","1","11"
"","0","1009808","","","1009808059","","","","","91"
"","103611","1009808","0.2","lsv_idle_normal","1009808060","1","","","","3"
"","102011","1009808","0.2","lsv_idle_normal","1009808061","1","","","","3"
"0.2","100411","1009808","0","lsv_talk_cool_normal2","1009808062","0","1","","lsv_talk_cool_normal2_loop","3"
"","vo_lsv","1009808","","vo_lsv_0824","1009808063","0","","","0","21"
"0","100411","1009808","0","就以這個步調，和小繆\n去各種地方，\n玩各種遊戲吧！","1009808064","10","1","0","1","11"
"","0","1009808","","","1009808065","","","","","91"
"","100411","1009808","0.2","lsv_idle_cool_joy","1009808066","1","","","","3"
"0.2","103611","1009808","0","lsv_talk_doya","1009808067","0","1","","lsv_talk_doya_anger_loop","3"
"","vo_lsv","1009808","","vo_lsv_0825","1009808068","0","","","0","21"
"0","103611","1009808","0","嗯！\n……啊，\n觀察也不能忘記喔？","1009808069","10","1","0","1","11"
"","0","1009808","","","1009808070","","","","","91"
"","103611","1009808","0.2","lsv_idle_doya","1009808071","1","","","","3"
"","100411","1009808","0.2","lsv_talk_bitter","1009808072","1","","","","3"
"","vo_lsv","1009808","","vo_lsv_0826","1009808073","0","","","0","21"
"0","100411","1009808","0","這、這是當然的啊～！\n啊哈哈哈哈～","1009808074","10","1","0","1","11"
"","0","1009808","","","1009808075","","","","","91"
"","100411","1009808","0.2","lsv_idle_bitter","1009808076","1","","","","3"
"","102011","1009808","0.2","lsv_talk_surprise_talkjoy","1009808077","1","","","","3"
"","vo_lsv","1009808","","vo_lsv_0827","1009808078","0","","","0","21"
"0","102011","1009808","0","欸欸，哥哥♪\n哥哥知道還有誰能和小繆\n成為好朋友嗎？","1009808079","10","1","0","1","11"
"","0","1009808","","","1009808080","","","","","91"
"","102011","1009808","0.2","lsv_idle_surprise_joy","1009808081","1","","","","3"
"0.2","100411","1009808","0","lsv_choice","1009808082","0","1","","lsv_look_idle_normal","3"
"0.2","102011","1009808","0","lsv_choice","1009808083","0","1","","lsv_look_idle_normal","3"
"0.2","103611","1009808","0","lsv_choice","1009808084","0","1","","lsv_look_idle_normal","3"
"","0.1","1009808","","0","1009808085","","","","","93"
"0.2","100411","1009808","","-420","1009808086","-220","2","","0.33","2"
"0.2","102011","1009808","","452","1009808087","-235","2","","0.33","2"
"0.2","103611","1009808","","-545","1009808088","-250","2","","0.33","2"
"","0","1009808","0.2","0","1009808089","1","","","","22"
"","牧場的牛群。","1009808","","1009808093","1009808090","0","","","","103"
"","噗吉。","1009808","","1009808117","1009808091","0","","","","103"
"","拉格。","1009808","","1009808141","1009808092","0","","","","103"
"0.2","100411","1009808","0","lsv_choice","1009808093","0","1","","lsv_idle_normal","3"
"0.2","102011","1009808","0","lsv_choice","1009808094","0","1","","lsv_idle_normal","3"
"0.2","103611","1009808","0","lsv_choice","1009808095","0","1","","lsv_idle_normal","3"
"","0.1","1009808","","0","1009808096","","","","","93"
"0.2","100411","1009808","","-100","1009808097","-220","2","","0.33","2"
"0.2","102011","1009808","","200","1009808098","-235","2","","0.33","2"
"0.2","103611","1009808","","-270","1009808099","-250","2","","0.33","2"
"","0.7","1009808","","0","1009808100","","","","","93"
"","103611","1009808","0.2","lsv_talk_thinking_joyR","1009808101","1","","","","3"
"","vo_lsv","1009808","","vo_lsv_0828","1009808102","0","","","0","21"
"0","103611","1009808","0","原來如此……這提議不錯耶。\n牧場的牛牛\n應該都習慣與人相處了。","1009808103","10","1","0","1","11"
"","0","1009808","","","1009808104","","","","","91"
"","103611","1009808","0.2","lsv_idle_thinking_joy1","1009808105","1","","","","3"
"","102011","1009808","0.2","lsv_talk_wish_joy","1009808106","1","","","","3"
"","vo_lsv","1009808","","vo_lsv_0829","1009808107","0","","","0","21"
"0","102011","1009808","0","所以也一定會溫柔地\n對待小繆吧♪","1009808108","10","1","0","1","11"
"","0","1009808","","","1009808109","","","","","91"
"","102011","1009808","0.2","lsv_idle_wish_joy","1009808110","1","","","","3"
"","100411","1009808","0.2","lsv_talk_normal","1009808111","1","","","","3"
"","vo_lsv","1009808","","vo_lsv_0830","1009808112","0","","","0","21"
"0","100411","1009808","0","牧場的話，\n因為栞姐姐也在，\n所以可以放心呢！","1009808113","10","1","0","1","11"
"","0","1009808","","","1009808114","","","","","91"
"","100411","1009808","0.2","lsv_idle_normal","1009808115","1","","","","3"
"","1009808166","1009808","","","1009808116","","","","","101"
"0.2","100411","1009808","0","lsv_choice","1009808117","0","1","","lsv_idle_normal","3"
"0.2","102011","1009808","0","lsv_choice","1009808118","0","1","","lsv_idle_normal","3"
"0.2","103611","1009808","0","lsv_choice","1009808119","0","1","","lsv_idle_normal","3"
"","0.1","1009808","","0","1009808120","","","","","93"
"0.2","100411","1009808","","-100","1009808121","-220","2","","0.33","2"
"0.2","102011","1009808","","200","1009808122","-235","2","","0.33","2"
"0.2","103611","1009808","","-270","1009808123","-250","2","","0.33","2"
"","0.7","1009808","","0","1009808124","","","","","93"
"","102011","1009808","0.2","lsv_talk_joy3_blink","1009808125","1","","","","3"
"","vo_lsv","1009808","","vo_lsv_0831","1009808126","0","","","0","21"
"0","102011","1009808","0","是說綾音的朋友？\n如果是噗吉，\n一定能跟小繆成為好朋友的♪","1009808127","10","1","0","1","11"
"","0","1009808","","","1009808128","","","","","91"
"","102011","1009808","0.2","lsv_idle_joy","1009808129","1","","","","3"
"","103611","1009808","0.2","lsv_talk_surprise","1009808130","1","","","","3"
"","vo_lsv","1009808","","vo_lsv_0832","1009808131","0","","","0","21"
"0","103611","1009808","0","是綾音的話，就不必\n擔心了呢……因為她應該已經\n習慣與奇妙的孩子相處了。","1009808132","10","1","0","1","11"
"","0","1009808","","","1009808133","","","","","91"
"","103611","1009808","0.2","lsv_idle_surprise","1009808134","1","","","","3"
"","100411","1009808","0.2","lsv_talk_thinking_talkR","1009808135","1","","","","3"
"","vo_lsv","1009808","","vo_lsv_0833","1009808136","0","","","0","21"
"0","100411","1009808","0","仔細想想，\n噗吉本身就\n很不可思議呢……","1009808137","10","1","0","1","11"
"","0","1009808","","","1009808138","","","","","91"
"","100411","1009808","0.2","lsv_idle_thinking_joy1","1009808139","1","","","","3"
"","1009808166","1009808","","","1009808140","","","","","101"
"0.2","100411","1009808","0","lsv_choice","1009808141","0","1","","lsv_idle_normal","3"
"0.2","102011","1009808","0","lsv_choice","1009808142","0","1","","lsv_idle_normal","3"
"0.2","103611","1009808","0","lsv_choice","1009808143","0","1","","lsv_idle_normal","3"
"","0.1","1009808","","0","1009808144","","","","","93"
"0.2","100411","1009808","","-100","1009808145","-220","2","","0.33","2"
"0.2","102011","1009808","","200","1009808146","-235","2","","0.33","2"
"0.2","103611","1009808","","-270","1009808147","-250","2","","0.33","2"
"","0.7","1009808","","0","1009808148","","","","","93"
"","100411","1009808","0.2","lsv_talk_surprise2","1009808149","1","","","","3"
"","vo_lsv","1009808","","vo_lsv_0834","1009808150","0","","","0","21"
"0","100411","1009808","0","咦咦，龍！？\n那是說龍嗎？","1009808151","10","1","0","1","11"
"","0","1009808","","","1009808152","","","","","91"
"","100411","1009808","0.2","lsv_idle_surprise","1009808153","1","","","","3"
"","102011","1009808","0.2","lsv_talk_normal_suprise1","1009808154","1","","","","3"
"","vo_lsv","1009808","","vo_lsv_0835","1009808155","0","","","0","21"
"0","102011","1009808","0","有位和厲害的魔物先生\n關係很好的人對吧～","1009808156","10","1","0","1","11"
"","0","1009808","","","1009808157","","","","","91"
"","102011","1009808","0.2","lsv_idle_normal","1009808158","1","","","","3"
"","103611","1009808","0.2","lsv_talk_sad","1009808159","1","","","","3"
"","vo_lsv","1009808","","vo_lsv_0836","1009808160","0","","","0","21"
"0","103611","1009808","0","有、有種危險的氣息呢……\n那個人的話，\n那個……我們再考慮一下吧。","1009808161","10","1","0","1","11"
"","0","1009808","","","1009808162","","","","","91"
"","103611","1009808","0.2","lsv_idle_sad","1009808163","1","","","","3"
"","100411","1009808","0.2","lsv_idle_surprise_talkR1","1009808164","1","","","","3"
"","1009808166","1009808","","","1009808165","","","","","101"
"","0","1009808","","","1009808166","","","","","91"
"","","1009808","","","1009808167","","","","","102"
"","0","1009808","","0.2","1009808168","","","","","22"
"","0.2","1009808","","","1009808169","","","","","93"
"0","102011","1009808","0","7","1009808170","1","0","0","0","12"
"","102011","1009808","0.2","lsv_talk_surprise_kira","1009808171","1","","","","3"
"","3","1009808","","0","1009808172","","","","","93"
"","102011","1009808","0.2","lsv_idle_surprise","1009808173","1","","","","3"
"0","100411","1009808","0","5","1009808174","1","0","0","0","12"
"","100411","1009808","0.2","lsv_talk_wish_surprise","1009808175","1","","","","3"
"","3","1009808","","0","1009808176","","","","","93"
"","100411","1009808","0.2","lsv_idle_wish","1009808177","1","","","","3"
"0","103611","1009808","0","1","1009808178","1","0","0","0","12"
"","103611","1009808","0.2","lsv_talk_normal_sad","1009808179","1","","","","3"
"","3","1009808","","0","1009808180","","","","","93"
"","103611","1009808","0.2","lsv_idle_normal","1009808181","1","","","","3"
"","1009808170","1009808","","","1009808182","","","","","101"
"0","333","1009808","1","1","1009808183","1","0","","1","6"
"","100411","1009808","","1","1009808184","","","","","4"
"","100411","1009808","0.2","lsv_run","1009808185","1","","","","3"
"","100411","1009808","","-750","1009808186","-220","0","","0.8","2"
"","102011","1009808","","0","1009808187","","","","","4"
"","102011","1009808","0.2","lsv_run","1009808188","1","","","","3"
"","102011","1009808","","750","1009808189","-235","0","","0.8","2"
"","103611","1009808","","1","1009808190","","","","","4"
"","103611","1009808","0.2","lsv_run","1009808191","1","","","","3"
"","103611","1009808","","-850","1009808192","-250","0","","0.8","2"
"","0.6","1009808","","","1009808193","","","","","93"
"0","100411","1009808","0.2","1","1009808194","1","0","","1","6"
"0","102011","1009808","0.2","1","1009808195","1","0","","1","6"
"0","103611","1009808","0.2","1","1009808196","1","0","","1","6"
"","0","1009808","","","1009808197","","","","","91"
"0","1","1009809","1.95","103611","1009809001","102","-235","lsv_idle_normal","-750","1"
"1","1","1009809","1.95","102011","1009809002","100","-220","lsv_idle_normal","650","1"
"1","1","1009809","1.95","100411","1009809003","101","-250","lsv_idle_normal","750","1"
"0","1","1009809","1","333","1009809004","0","0","lsv_white_loop","0","5"
"0","333","1009809","0","1","1009809005","1","0","","1","6"
"0","103611","1009809","0","1","1009809006","1","0","","1","6"
"0","102011","1009809","0","1","1009809007","1","0","","1","6"
"0","100411","1009809","0","1","1009809008","1","0","","1","6"
"","103611","1009809","","2","1009809009","0","","","0","7"
"","103611","1009809","","-750","1009809010","-235","0","","0.5","2"
"","2","1009809","0","16","1009809011","-140","0.8","","10","31"
"","16","1009809","","2","1009809012","0","","","0","34"
"","1","1009809","","0","1009809013","","","","","93"
"0","333","1009809","0.8","1","1009809014","1","0.4","","1","6"
"0","103611","1009809","0.2","lsv_see_sad_pre","1009809015","0","1","","lsv_see_sad","3"
"","103611","1009809","","-600","1009809016","-235","0","","1.1","2"
"0","103611","1009809","0.4","1","1009809017","1","1","","1","6"
"","1","1009809","","","1009809018","","","","","93"
"","16","1009809","","1","1009809019","","","","","32"
"","0","1009809","","","1009809020","","","","","91"
"","103611","1009809","","240","1009809021","260","80","","0","94"
"","16","1009809","","0","1009809022","","","","","32"
"0","103611","1009809","0","1","1009809023","1","","","","12"
"","103611","1009809","","0","1009809024","2","","","0","7"
"","103611","1009809","0.2","lsv_walk_sad","1009809025","1","","","","3"
"","103611","1009809","","-250","1009809026","-235","0","","2","2"
"","102011","1009809","0.2","lsv_walk","1009809027","1","","","","3"
"","102011","1009809","","100","1009809028","-220","0","","2","2"
"0","102011","1009809","0.4","1","1009809029","1","1","","1","6"
"","100411","1009809","0.2","lsv_walk_talkR","1009809030","1","","","","3"
"","100411","1009809","","270","1009809031","-250","0","","2","2"
"0","100411","1009809","0.4","1","1009809032","1","1","","1","6"
"","2","1009809","","","1009809033","","","","","93"
"","103611","1009809","0.2","lsv_idle_normal","1009809034","1","","","","3"
"","102011","1009809","0.2","lsv_idle_normal","1009809035","1","","","","3"
"","100411","1009809","0.2","lsv_idle_sad","1009809036","1","","","","3"
"","0.5","1009809","","","1009809037","","","","","93"
"","0","1009809","","","1009809038","","","","","91"
"","100411","1009809","0.2","lsv_talk_sad","1009809039","1","","","","3"
"","vo_lsv","1009809","","vo_lsv_0921","1009809040","0","","","0","21"
"0","100411","1009809","0","今天……\n發生了好多事情喔。","1009809041","10","1","0","1","11"
"","0","1009809","","","1009809042","","","","","91"
"","100411","1009809","0.2","lsv_idle_sad","1009809043","1","","","","3"
"","102011","1009809","0.2","lsv_talk_wish_nervous","1009809044","1","","","","3"
"","vo_lsv","1009809","","vo_lsv_0922","1009809045","0","","","0","21"
"0","102011","1009809","0","嗯……\n不過，能救出小繆\n真是太好了。","1009809046","10","1","0","1","11"
"","0","1009809","","","1009809047","","","","","91"
"","102011","1009809","0.2","lsv_idle_wish_nervous","1009809048","1","","","","3"
"","100411","1009809","0.2","lsv_talk_sad","1009809049","1","","","","3"
"","vo_lsv","1009809","","vo_lsv_0923","1009809050","0","","","0","21"
"0","100411","1009809","0","……雖然牠有點\n變小了。","1009809051","10","1","0","1","11"
"","0","1009809","","","1009809052","","","","","91"
"","100411","1009809","0.2","lsv_idle_sad","1009809053","1","","","","3"
"","102011","1009809","0.2","lsv_talk_sad","1009809054","1","","","","3"
"","vo_lsv","1009809","","vo_lsv_0924","1009809055","0","","","0","21"
"0","102011","1009809","0","……嗯。","1009809056","10","1","0","1","11"
"","0","1009809","","","1009809057","","","","","91"
"","102011","1009809","0.2","lsv_idle_normal","1009809058","1","","","","3"
"","100411","1009809","0.2","lsv_idle_normal_talkR","1009809059","1","","","","3"
"","103611","1009809","0.2","lsv_talk_thinking","1009809060","1","","","","3"
"","vo_lsv","1009809","","vo_lsv_0925","1009809061","0","","","0","21"
"0","103611","1009809","0","……小繆\n到底是什麼生物，\n雖然之前一直想不出來……","1009809062","10","1","0","1","11"
"","0","1009809","","","1009809063","","","","","91"
"","103611","1009809","0.2","lsv_idle_thinking","1009809064","1","","","","3"
"","100411","1009809","0.2","lsv_talk_normal_suprise1","1009809065","1","","","","3"
"","vo_lsv","1009809","","vo_lsv_0926","1009809066","0","","","0","21"
"0","100411","1009809","0","這下終於知道了呢。\n不過有點……\n不對，是非常令人驚訝呢。","1009809067","10","1","0","1","11"
"","0","1009809","","","1009809068","","","","","91"
"","100411","1009809","0.2","lsv_idle_normal_talkR","1009809069","1","","","","3"
"","103611","1009809","0.2","lsv_talk_thinking_anger","1009809070","1","","","","3"
"","vo_lsv","1009809","","vo_lsv_0927","1009809071","0","","","0","21"
"0","103611","1009809","0","能喚來幸福的生物……\n那就是小繆。","1009809072","10","1","0","1","11"
"","0","1009809","","","1009809073","","","","","91"
"","103611","1009809","0.2","lsv_idle_sad","1009809074","1","","","","3"
"","102011","1009809","0.2","lsv_talk_sad","1009809075","1","","","","3"
"","vo_lsv","1009809","","vo_lsv_0928","1009809076","0","","","0","21"
"0","102011","1009809","0","美美我們……\n接下來該怎麼辦呢？","1009809077","10","1","0","1","11"
"","0","1009809","","","1009809078","","","","","91"
"","102011","1009809","0.2","lsv_idle_normal","1009809079","1","","","","3"
"","100411","1009809","0.2","lsv_talk_anger_dead","1009809080","1","","","","3"
"","vo_lsv","1009809","","vo_lsv_0929","1009809081","0","","","0","21"
"0","100411","1009809","0","……不知道耶。","1009809082","10","1","0","1","11"
"","0","1009809","","","1009809083","","","","","91"
"","100411","1009809","0.2","lsv_idle_anger_sad","1009809084","1","","","","3"
"","103611","1009809","0.2","lsv_talk_normal_sad","1009809085","1","","","","3"
"","vo_lsv","1009809","","vo_lsv_0930","1009809086","0","","","0","21"
"0","103611","1009809","0","畢竟突然發生了\n這麼多事嘛。\n……冷靜不下來也是當然的。","1009809087","10","1","0","1","11"
"","0","1009809","","","1009809088","","","","","91"
"","vo_lsv","1009809","","vo_lsv_0931","1009809089","0","","","0","21"
"0","103611","1009809","0","總之，今天先休息吧。\n之後的事情，\n明天再來考慮吧。","1009809090","10","1","0","1","11"
"","0","1009809","","","1009809091","","","","","91"
"","103611","1009809","0.2","lsv_idle_normal","1009809092","1","","","","3"
"0.2","100411","1009809","0","lsv_agree_sad","1009809093","0","1","","lsv_idle_normal_sad","3"
"0.2","102011","1009809","0","lsv_agree_sad","1009809094","0","1","","lsv_idle_normal_sad","3"
"","vo_lsv","1009809","","vo_lsv_0932","1009809095","0","","","0","21"
"0","100411","1009809","0","……嗯。","1009809096","10","1","0","1","11"
"0","102011","1009809","0","……嗯。","1009809097","10","1","0","1","11"
"","0","1009809","","","1009809098","","","","","91"
"","0","1009809","0.2","0","1009809099","1","","","","22"
"","","1009809","","","1009809100","","","","","102"
"","0.2","1009809","","","1009809101","","","","","93"
"0","103611","1009809","0","1","1009809102","1","0","0","0","12"
"","103611","1009809","0.2","lsv_talk_normal_sad","1009809103","1","","","","3"
"","3","1009809","","0","1009809104","","","","","93"
"","103611","1009809","0.2","lsv_idle_normal","1009809105","1","","","","3"
"0","102011","1009809","0","2","1009809106","1","0","0","0","12"
"","102011","1009809","0.2","lsv_talk_bitter","1009809107","1","","","","3"
"","3","1009809","","0","1009809108","","","","","93"
"","102011","1009809","0.2","lsv_idle_sad_normal","1009809109","1","","","","3"
"0","100411","1009809","0","4","1009809110","1","0","0","0","12"
"","100411","1009809","0.2","lsv_idle_anger_sad","1009809111","1","","","","3"
"","3","1009809","","0","1009809112","","","","","93"
"","100411","1009809","0.2","lsv_idle_normal_sad","1009809113","1","","","","3"
"","1009809102","1009809","","","1009809114","","","","","101"
"0","333","1009809","1","1","1009809115","1","0","","1","6"
"","103611","1009809","","1","1009809116","","","","","4"
"","103611","1009809","0.2","lsv_run_sad","1009809117","1","","","","3"
"","103611","1009809","","-750","1009809118","-235","0","","0.8","2"
"","102011","1009809","","0","1009809119","","","","","4"
"","102011","1009809","0.2","lsv_run_sad","1009809120","1","","","","3"
"","102011","1009809","","750","1009809121","-220","0","","0.8","2"
"","100411","1009809","","0","1009809122","","","","","4"
"","100411","1009809","0.2","lsv_run_sad","1009809123","1","","","","3"
"","100411","1009809","","850","1009809124","-250","0","","0.8","2"
"","0.6","1009809","","","1009809125","","","","","93"
"0","103611","1009809","0.2","1","1009809126","1","0","","1","6"
"0","102011","1009809","0.2","1","1009809127","1","0","","1","6"
"0","100411","1009809","0.2","1","1009809128","1","0","","1","6"
"","0","1009809","","","1009809129","","","","","91"
"0","1","1009810","1.95","100411","1009810001","102","-235","lsv_idle_normal","-650","1"
"1","1","1009810","1.95","102011","1009810002","100","-220","lsv_idle_normal","650","1"
"1","1","1009810","1.95","103611","1009810003","101","-250","lsv_idle_normal","750","1"
"0","1","1009810","1","333","1009810004","0","0","lsv_white_loop","0","5"
"0","333","1009810","0","1","1009810005","1","0","","1","6"
"0","100411","1009810","0","1","1009810006","1","0","","1","6"
"0","102011","1009810","0","1","1009810007","1","0","","1","6"
"0","103611","1009810","0","1","1009810008","1","0","","1","6"
"","1","1009810","","0","1009810009","","","","","93"
"0","333","1009810","0.8","1","1009810010","1","0.4","","1","6"
"","100411","1009810","0.2","lsv_walk","1009810011","1","","","","3"
"","100411","1009810","","-200","1009810012","-235","0","","2","2"
"0","100411","1009810","0.4","1","1009810013","1","1","","1","6"
"","102011","1009810","0.2","lsv_walk","1009810014","1","","","","3"
"","102011","1009810","","100","1009810015","-220","0","","2","2"
"0","102011","1009810","0.4","1","1009810016","1","1","","1","6"
"","103611","1009810","0.2","lsv_walk","1009810017","1","","","","3"
"","103611","1009810","","270","1009810018","-250","0","","2","2"
"0","103611","1009810","0.4","1","1009810019","1","1","","1","6"
"","2","1009810","","0","1009810020","","","","","93"
"","100411","1009810","0.2","lsv_idle_normal","1009810021","1","","","","3"
"","102011","1009810","0.2","lsv_idle_normal","1009810022","1","","","","3"
"","103611","1009810","0.2","lsv_idle_normal","1009810023","1","","","","3"
"","0.6","1009810","","0","1009810024","","","","","93"
"0.2","103611","1009810","0","lsv_talk_guts2_anger","1009810025","0","1","","lsv_talk_guts2_anger_loop","3"
"","vo_lsv","1009810","","vo_lsv_1021","1009810026","0","","","0","21"
"0","103611","1009810","0","……都到這一步了，\n我們就負起責任到最後，\n讓牠好好地回去吧。","1009810027","10","1","0","1","11"
"","0","1009810","","","1009810028","","","","","91"
"","103611","1009810","0.2","lsv_idle_guts2_anger","1009810029","1","","","","3"
"","102011","1009810","0.2","lsv_talk_joy3_dere","1009810030","1","","","","3"
"","vo_lsv","1009810","","vo_lsv_1022","1009810031","0","","","0","21"
"0","102011","1009810","0","……說得沒錯。\n這是大家一起決定的嘛。","1009810032","10","1","0","1","11"
"","0","1009810","","","1009810033","","","","","91"
"","102011","1009810","0.2","lsv_idle_sad_joynormal","1009810034","1","","","","3"
"","100411","1009810","0.2","lsv_talk_thinking","1009810035","1","","","","3"
"","vo_lsv","1009810","","vo_lsv_1023","1009810036","0","","","0","21"
"0","100411","1009810","0","不過……\n在那之前還有事情要做喔。","1009810037","10","1","0","1","11"
"","0","1009810","","","1009810038","","","","","91"
"","100411","1009810","0.2","lsv_idle_normal","1009810039","1","","","","3"
"","102011","1009810","0.2","lsv_idle_normal","1009810040","1","","","","3"
"0.2","100411","1009810","0","lsv_talk_guts2","1009810041","0","1","","lsv_talk_guts2_loop","3"
"","vo_lsv","1009810","","vo_lsv_1024","1009810042","0","","","0","21"
"0","100411","1009810","0","要讓小繆恢復活力，\n還有要特訓！\n讓牠回到那邊也不會有問題♪","1009810043","10","1","0","1","11"
"","0","1009810","","","1009810044","","","","","91"
