e5269e84fc38151bb1c5da8b9e59aac07878c8e4f575e0f57da0060d7832299b,491c567b4ed0214f0c4c699094d3332841e7918382bd928d1a3ca8e5988d028b,ef608a375a3bd4e7f4941b41b601a6f2662b57bc7b8537bf85ae79859413c036,ffea15582219506133d0055a793a1bc2c61aca5c7934294b3d989a8bd4df0a34,6d76a202219319ff6e66160c8ab1e18cbee82e9de68fe59ba7a049dcdcfa1a16,f466c651b9b2b351171236a841fcf9ac4d7e538519d7e19eec808554cfaba62e,79652d6f220af18c933b2783b3423f5030e5db88af8d0e176fd3be53c0d29337,4f93761958159a7a156011ad7008ae6b267557d0ae80ef72157586036e9ef7c8,53bbe130e57d59fb7f5bb6a32f8a2bc63019e4c9df823a793c0b7c4067317f74,155f4949bc6ba8b5aa2ea5c4ad3e1bc296221787b03bf5d91d1f72426cc1532e
"12","94","2023/04/17 04:59:59","10075025","0","75","2021/02/09 05:00:00","94002","14001001","150000"
"2","94","2023/04/17 04:59:59","10075026","0","75","2021/02/09 05:00:00","20003","14001001","5"
"5","94","2023/04/17 04:59:59","10075027","0","75","2021/02/09 05:00:00","0","14003001","60"
"12","94","2023/04/17 04:59:59","10075028","0","75","2021/02/09 05:00:00","94002","14003001","250000"
"2","94","2023/04/17 04:59:59","10075029","0","75","2021/02/09 05:00:00","22002","14003001","4"
"12","94","2030/12/31 23:59:59","10075030","0","75","2023/04/17 05:00:00","94002","11001001","60000"
"8","94","2030/12/31 23:59:59","10075031","0","75","2023/04/17 05:00:00","91002","11001001","10"
"5","94","2030/12/31 23:59:59","10075032","0","75","2023/04/17 05:00:00","0","11003001","100"
"2","94","2030/12/31 23:59:59","10075033","0","75","2023/04/17 05:00:00","20002","11003001","14"
"8","94","2030/12/31 23:59:59","10075034","0","75","2023/04/17 05:00:00","91002","11003001","10"
"5","94","2030/12/31 23:59:59","10075035","0","75","2023/04/17 05:00:00","0","13002001","50"
"5","94","2030/12/31 23:59:59","10075036","0","75","2023/04/17 05:00:00","0","18004001","50"
"5","94","2024/06/14 15:59:59","10075037","0","75","2023/04/17 05:00:00","0","16006001","60"
"5","94","2024/06/14 15:59:59","10075038","0","75","2023/04/17 05:00:00","0","16007001","60"
"2","94","2024/06/14 15:59:59","10075039","0","75","2023/04/17 05:00:00","22001","16007001","3"
"5","94","2030/12/31 23:59:59","10075040","0","75","2023/04/17 05:00:00","0","11004001","70"
"2","94","2030/12/31 23:59:59","10075041","0","75","2023/04/17 05:00:00","20002","11004001","14"
"2","94","2030/12/31 23:59:59","10075042","0","75","2023/04/17 05:00:00","90007","11004001","500"
"5","94","2030/12/31 23:59:59","10075043","0","75","2023/04/17 05:00:00","0","11005001","100"
"12","94","2030/12/31 23:59:59","10075044","0","75","2023/04/17 05:00:00","94002","11005001","60000"
"2","94","2030/12/31 23:59:59","10075045","0","75","2023/04/17 05:00:00","90007","11005001","500"
"5","94","2030/12/31 23:59:59","10075046","0","75","2023/04/17 05:00:00","0","14001001","90"
"12","94","2030/12/31 23:59:59","10075047","0","75","2023/04/17 05:00:00","94002","14001001","150000"
"2","94","2030/12/31 23:59:59","10075048","0","75","2023/04/17 05:00:00","20003","14001001","5"
"5","94","2030/12/31 23:59:59","10075049","0","75","2023/04/17 05:00:00","0","14003001","120"
"12","94","2030/12/31 23:59:59","10075050","0","75","2023/04/17 05:00:00","94002","14003001","250000"
"2","94","2030/12/31 23:59:59","10075051","0","75","2023/04/17 05:00:00","22002","14003001","4"
"5","94","2023/04/17 04:59:59","10075114","0","75","2021/02/09 05:00:00","0","11101001","25"
"2","94","2023/04/17 04:59:59","10075115","0","75","2021/02/09 05:00:00","20003","11101001","5"
"5","94","2023/04/17 04:59:59","10075121","0","75","2021/02/09 05:00:00","0","11001002","35"
"12","94","2023/04/17 04:59:59","10075122","0","75","2021/02/09 05:00:00","94002","11001002","60000"
"2","94","2023/04/17 04:59:59","10075123","0","75","2021/02/09 05:00:00","23001","11001002","6"
"5","94","2030/12/31 23:59:59","10075152","0","75","2023/04/17 05:00:00","0","11101001","50"
"2","94","2030/12/31 23:59:59","10075153","0","75","2023/04/17 05:00:00","20003","11101001","5"
"5","94","2030/12/31 23:59:59","10075154","0","75","2023/04/17 05:00:00","0","11001002","70"
"12","94","2030/12/31 23:59:59","10075155","0","75","2023/04/17 05:00:00","94002","11001002","60000"
"2","94","2026/03/13 04:59:59","10075156","0","75","2023/04/17 05:00:00","23001","11001002","6"
"2","94","2030/12/31 23:59:59","10075157","0","75","2026/03/13 05:00:00","23003","11001002","100"
"5","119","2023/04/17 04:59:59","10095003","0","95","2021/02/09 05:00:00","0","11001001","40"
"12","119","2023/04/17 04:59:59","10095004","0","95","2021/02/09 05:00:00","94002","11001001","70000"
"8","119","2023/04/17 04:59:59","10095005","0","95","2021/02/09 05:00:00","91002","11001001","10"
"5","119","2023/04/17 04:59:59","10095006","0","95","2021/02/09 05:00:00","0","11003001","50"
"2","119","2023/04/17 04:59:59","10095007","0","95","2021/02/09 05:00:00","20002","11003001","18"
"8","119","2023/04/17 04:59:59","10095008","0","95","2021/02/09 05:00:00","91002","11003001","10"
"5","119","2023/04/17 04:59:59","10095009","0","95","2021/02/09 05:00:00","0","13002001","25"
"5","119","2023/04/17 04:59:59","10095010","0","95","2021/02/09 05:00:00","0","18004001","25"
"5","119","2023/04/17 04:59:59","10095011","0","95","2021/02/09 05:00:00","0","16006001","30"
"5","119","2023/04/17 04:59:59","10095012","0","95","2021/02/09 05:00:00","0","16007001","30"
"2","119","2023/04/17 04:59:59","10095013","0","95","2021/02/09 05:00:00","22001","16007001","3"
"5","119","2023/04/17 04:59:59","10095014","0","95","2021/02/09 05:00:00","0","11004001","40"
"2","119","2023/04/17 04:59:59","10095015","0","95","2021/02/09 05:00:00","20002","11004001","18"
"2","119","2023/04/17 04:59:59","10095016","0","95","2021/02/09 05:00:00","90007","11004001","500"
"5","119","2023/04/17 04:59:59","10095017","0","95","2021/02/09 05:00:00","0","11005001","50"
"12","119","2023/04/17 04:59:59","10095018","0","95","2021/02/09 05:00:00","94002","11005001","60000"
"2","119","2023/04/17 04:59:59","10095019","0","95","2021/02/09 05:00:00","90007","11005001","500"
"5","119","2030/12/31 23:59:59","10095023","0","95","2023/04/17 05:00:00","0","11001001","80"
"5","119","2023/04/17 04:59:59","10095024","0","95","2021/02/09 05:00:00","0","14001001","50"
"12","119","2023/04/17 04:59:59","10095025","0","95","2021/02/09 05:00:00","94002","14001001","170000"
"2","119","2023/04/17 04:59:59","10095026","0","95","2021/02/09 05:00:00","20003","14001001","6"
"5","119","2023/04/17 04:59:59","10095027","0","95","2021/02/09 05:00:00","0","14003001","65"
"12","119","2023/04/17 04:59:59","10095028","0","95","2021/02/09 05:00:00","94002","14003001","300000"
"2","119","2023/04/17 04:59:59","10095029","0","95","2021/02/09 05:00:00","22002","14003001","4"
"12","119","2030/12/31 23:59:59","10095030","0","95","2023/04/17 05:00:00","94002","11001001","70000"
"8","119","2030/12/31 23:59:59","10095031","0","95","2023/04/17 05:00:00","91002","11001001","10"
"5","119","2030/12/31 23:59:59","10095032","0","95","2023/04/17 05:00:00","0","11003001","100"
"2","119","2030/12/31 23:59:59","10095033","0","95","2023/04/17 05:00:00","20002","11003001","18"
"8","119","2030/12/31 23:59:59","10095034","0","95","2023/04/17 05:00:00","91002","11003001","10"
"5","119","2030/12/31 23:59:59","10095035","0","95","2023/04/17 05:00:00","0","13002001","50"
"5","119","2030/12/31 23:59:59","10095036","0","95","2023/04/17 05:00:00","0","18004001","50"
"5","119","2024/06/14 15:59:59","10095037","0","95","2023/04/17 05:00:00","0","16006001","60"
"5","119","2024/06/14 15:59:59","10095038","0","95","2023/04/17 05:00:00","0","16007001","60"
"2","119","2024/06/14 15:59:59","10095039","0","95","2023/04/17 05:00:00","22001","16007001","3"
"5","119","2030/12/31 23:59:59","10095040","0","95","2023/04/17 05:00:00","0","11004001","80"
"2","119","2030/12/31 23:59:59","10095041","0","95","2023/04/17 05:00:00","20002","11004001","18"
"2","119","2030/12/31 23:59:59","10095042","0","95","2023/04/17 05:00:00","90007","11004001","500"
"5","119","2030/12/31 23:59:59","10095043","0","95","2023/04/17 05:00:00","0","11005001","100"
"12","119","2030/12/31 23:59:59","10095044","0","95","2023/04/17 05:00:00","94002","11005001","60000"
"2","119","2030/12/31 23:59:59","10095045","0","95","2023/04/17 05:00:00","90007","11005001","500"
"5","119","2030/12/31 23:59:59","10095046","0","95","2023/04/17 05:00:00","0","14001001","100"
"12","119","2030/12/31 23:59:59","10095047","0","95","2023/04/17 05:00:00","94002","14001001","170000"
"2","119","2030/12/31 23:59:59","10095048","0","95","2023/04/17 05:00:00","20003","14001001","6"
"5","119","2030/12/31 23:59:59","10095049","0","95","2023/04/17 05:00:00","0","14003001","130"
"12","119","2030/12/31 23:59:59","10095050","0","95","2023/04/17 05:00:00","94002","14003001","300000"
"2","119","2030/12/31 23:59:59","10095051","0","95","2023/04/17 05:00:00","22002","14003001","4"
"5","119","2023/04/17 04:59:59","10095114","0","95","2021/02/09 05:00:00","0","11101001","25"
"2","119","2023/04/17 04:59:59","10095115","0","95","2021/02/09 05:00:00","20003","11101001","6"
"5","119","2023/04/17 04:59:59","10095121","0","95","2021/02/09 05:00:00","0","11001002","40"
"12","119","2023/04/17 04:59:59","10095122","0","95","2021/02/09 05:00:00","94002","11001002","70000"
"2","119","2023/04/17 04:59:59","10095123","0","95","2021/02/09 05:00:00","23001","11001002","6"
"5","119","2030/12/31 23:59:59","10095152","0","95","2023/04/17 05:00:00","0","11101001","50"
"2","119","2030/12/31 23:59:59","10095153","0","95","2023/04/17 05:00:00","20003","11101001","6"
"5","119","2030/12/31 23:59:59","10095154","0","95","2023/04/17 05:00:00","0","11001002","80"
"12","119","2030/12/31 23:59:59","10095155","0","95","2023/04/17 05:00:00","94002","11001002","70000"
"2","119","2026/03/13 04:59:59","10095156","0","95","2023/04/17 05:00:00","23001","11001002","6"
"2","119","2030/12/31 23:59:59","10095157","0","95","2026/03/13 05:00:00","23003","11001002","100"
"5","139","2023/04/17 04:59:59","10120003","0","120","2021/02/09 05:00:00","0","11001001","40"
"12","139","2023/04/17 04:59:59","10120004","0","120","2021/02/09 05:00:00","94002","11001001","80000"
"8","139","2023/04/17 04:59:59","10120005","0","120","2021/02/09 05:00:00","91002","11001001","10"
"5","139","2023/04/17 04:59:59","10120006","0","120","2021/02/09 05:00:00","0","11003001","55"
"2","139","2023/04/17 04:59:59","10120007","0","120","2021/02/09 05:00:00","20002","11003001","22"
"8","139","2023/04/17 04:59:59","10120008","0","120","2021/02/09 05:00:00","91002","11003001","10"
"5","139","2023/04/17 04:59:59","10120009","0","120","2021/02/09 05:00:00","0","13002001","25"
"5","139","2023/04/17 04:59:59","10120010","0","120","2021/02/09 05:00:00","0","18004001","25"
"5","139","2023/04/17 04:59:59","10120011","0","120","2021/02/09 05:00:00","0","16006001","35"
"5","139","2023/04/17 04:59:59","10120012","0","120","2021/02/09 05:00:00","0","16007001","30"
"2","139","2023/04/17 04:59:59","10120013","0","120","2021/02/09 05:00:00","22001","16007001","3"
"5","139","2023/04/17 04:59:59","10120014","0","120","2021/02/09 05:00:00","0","11004001","40"
"2","139","2023/04/17 04:59:59","10120015","0","120","2021/02/09 05:00:00","20002","11004001","22"
"2","139","2023/04/17 04:59:59","10120016","0","120","2021/02/09 05:00:00","90007","11004001","500"
"5","139","2023/04/17 04:59:59","10120017","0","120","2021/02/09 05:00:00","0","11005001","55"
"12","139","2023/04/17 04:59:59","10120018","0","120","2021/02/09 05:00:00","94002","11005001","70000"
"2","139","2023/04/17 04:59:59","10120019","0","120","2021/02/09 05:00:00","90007","11005001","500"
"5","139","2030/12/31 23:59:59","10120023","0","120","2023/04/17 05:00:00","0","11001001","80"
"5","139","2023/04/17 04:59:59","10120024","0","120","2021/02/09 05:00:00","0","14001001","55"
"12","139","2023/04/17 04:59:59","10120025","0","120","2021/02/09 05:00:00","94002","14001001","200000"
"2","139","2023/04/17 04:59:59","10120026","0","120","2021/02/09 05:00:00","20003","14001001","7"
"5","139","2023/04/17 04:59:59","10120027","0","120","2021/02/09 05:00:00","0","14003001","65"
"12","139","2023/04/17 04:59:59","10120028","0","120","2021/02/09 05:00:00","94002","14003001","340000"
"2","139","2023/04/17 04:59:59","10120029","0","120","2021/02/09 05:00:00","22002","14003001","4"
"12","139","2030/12/31 23:59:59","10120030","0","120","2023/04/17 05:00:00","94002","11001001","80000"
"8","139","2030/12/31 23:59:59","10120031","0","120","2023/04/17 05:00:00","91002","11001001","10"
"5","139","2030/12/31 23:59:59","10120032","0","120","2023/04/17 05:00:00","0","11003001","110"
"2","139","2030/12/31 23:59:59","10120033","0","120","2023/04/17 05:00:00","20002","11003001","22"
"8","139","2030/12/31 23:59:59","10120034","0","120","2023/04/17 05:00:00","91002","11003001","10"
"5","139","2030/12/31 23:59:59","10120035","0","120","2023/04/17 05:00:00","0","13002001","50"
"5","139","2030/12/31 23:59:59","10120036","0","120","2023/04/17 05:00:00","0","18004001","50"
"5","139","2024/06/14 15:59:59","10120037","0","120","2023/04/17 05:00:00","0","16006001","70"
"5","139","2024/06/14 15:59:59","10120038","0","120","2023/04/17 05:00:00","0","16007001","60"
"2","139","2024/06/14 15:59:59","10120039","0","120","2023/04/17 05:00:00","22001","16007001","3"
"5","139","2030/12/31 23:59:59","10120040","0","120","2023/04/17 05:00:00","0","11004001","80"
"2","139","2030/12/31 23:59:59","10120041","0","120","2023/04/17 05:00:00","20002","11004001","22"
"2","139","2030/12/31 23:59:59","10120042","0","120","2023/04/17 05:00:00","90007","11004001","500"
"5","139","2030/12/31 23:59:59","10120043","0","120","2023/04/17 05:00:00","0","11005001","110"
"12","139","2030/12/31 23:59:59","10120044","0","120","2023/04/17 05:00:00","94002","11005001","70000"
"2","139","2030/12/31 23:59:59","10120045","0","120","2023/04/17 05:00:00","90007","11005001","500"
"5","139","2030/12/31 23:59:59","10120046","0","120","2023/04/17 05:00:00","0","14001001","110"
"12","139","2030/12/31 23:59:59","10120047","0","120","2023/04/17 05:00:00","94002","14001001","200000"
"2","139","2030/12/31 23:59:59","10120048","0","120","2023/04/17 05:00:00","20003","14001001","7"
"5","139","2030/12/31 23:59:59","10120049","0","120","2023/04/17 05:00:00","0","14003001","130"
"12","139","2030/12/31 23:59:59","10120050","0","120","2023/04/17 05:00:00","94002","14003001","340000"
"2","139","2030/12/31 23:59:59","10120051","0","120","2023/04/17 05:00:00","22002","14003001","4"
"5","139","2023/04/17 04:59:59","10120114","0","120","2021/02/09 05:00:00","0","11101001","25"
"2","139","2023/04/17 04:59:59","10120115","0","120","2021/02/09 05:00:00","20003","11101001","7"
"5","139","2023/04/17 04:59:59","10120121","0","120","2021/02/09 05:00:00","0","11001002","40"
"12","139","2023/04/17 04:59:59","10120122","0","120","2021/02/09 05:00:00","94002","11001002","70000"
"2","139","2023/04/17 04:59:59","10120123","0","120","2021/02/09 05:00:00","23001","11001002","6"
"5","139","2030/12/31 23:59:59","10120152","0","120","2023/04/17 05:00:00","0","11101001","50"
"2","139","2030/12/31 23:59:59","10120153","0","120","2023/04/17 05:00:00","20003","11101001","7"
"5","139","2030/12/31 23:59:59","10120154","0","120","2023/04/17 05:00:00","0","11001002","80"
"12","139","2030/12/31 23:59:59","10120155","0","120","2023/04/17 05:00:00","94002","11001002","70000"
"2","139","2026/03/13 04:59:59","10120156","0","120","2023/04/17 05:00:00","23001","11001002","6"
"2","139","2030/12/31 23:59:59","10120157","0","120","2026/03/13 05:00:00","23003","11001002","100"
"5","159","2023/04/17 04:59:59","10140003","0","140","2021/02/09 05:00:00","0","11001001","40"
"12","159","2023/04/17 04:59:59","10140004","0","140","2021/02/09 05:00:00","94002","11001001","80000"
"8","159","2023/04/17 04:59:59","10140005","0","140","2021/02/09 05:00:00","91002","11001001","10"
"5","159","2023/04/17 04:59:59","10140006","0","140","2021/02/09 05:00:00","0","11003001","55"
"2","159","2023/04/17 04:59:59","10140007","0","140","2021/02/09 05:00:00","20002","11003001","26"
"8","159","2023/04/17 04:59:59","10140008","0","140","2021/02/09 05:00:00","91002","11003001","10"
"5","159","2023/04/17 04:59:59","10140009","0","140","2021/02/09 05:00:00","0","13002001","25"
"5","159","2023/04/17 04:59:59","10140010","0","140","2021/02/09 05:00:00","0","18004001","25"
"5","159","2023/04/17 04:59:59","10140011","0","140","2021/02/09 05:00:00","0","16006001","35"
"5","159","2023/04/17 04:59:59","10140012","0","140","2021/02/09 05:00:00","0","16007001","35"
"2","159","2023/04/17 04:59:59","10140013","0","140","2021/02/09 05:00:00","22001","16007001","3"
"5","159","2023/04/17 04:59:59","10140014","0","140","2021/02/09 05:00:00","0","11004001","40"
"2","159","2023/04/17 04:59:59","10140015","0","140","2021/02/09 05:00:00","20002","11004001","26"
"2","159","2023/04/17 04:59:59","10140016","0","140","2021/02/09 05:00:00","90007","11004001","500"
"5","159","2023/04/17 04:59:59","10140017","0","140","2021/02/09 05:00:00","0","11005001","55"
"12","159","2023/04/17 04:59:59","10140018","0","140","2021/02/09 05:00:00","94002","11005001","80000"
"2","159","2023/04/17 04:59:59","10140019","0","140","2021/02/09 05:00:00","90007","11005001","500"
"5","159","2030/12/31 23:59:59","10140023","0","140","2023/04/17 05:00:00","0","11001001","80"
"5","159","2023/04/17 04:59:59","10140024","0","140","2021/02/09 05:00:00","0","14001001","55"
"12","159","2023/04/17 04:59:59","10140025","0","140","2021/02/09 05:00:00","94002","14001001","220000"
"2","159","2023/04/17 04:59:59","10140026","0","140","2021/02/09 05:00:00","20003","14001001","8"
"5","159","2023/04/17 04:59:59","10140027","0","140","2021/02/09 05:00:00","0","14003001","70"
"12","159","2023/04/17 04:59:59","10140028","0","140","2021/02/09 05:00:00","94002","14003001","380000"
"2","159","2023/04/17 04:59:59","10140029","0","140","2021/02/09 05:00:00","22002","14003001","4"
"12","159","2030/12/31 23:59:59","10140030","0","140","2023/04/17 05:00:00","94002","11001001","80000"
"8","159","2030/12/31 23:59:59","10140031","0","140","2023/04/17 05:00:00","91002","11001001","10"
"5","159","2030/12/31 23:59:59","10140032","0","140","2023/04/17 05:00:00","0","11003001","110"
"2","159","2030/12/31 23:59:59","10140033","0","140","2023/04/17 05:00:00","20002","11003001","26"
"8","159","2030/12/31 23:59:59","10140034","0","140","2023/04/17 05:00:00","91002","11003001","10"
"5","159","2030/12/31 23:59:59","10140035","0","140","2023/04/17 05:00:00","0","13002001","50"
"5","159","2030/12/31 23:59:59","10140036","0","140","2023/04/17 05:00:00","0","18004001","50"
"5","159","2024/06/14 15:59:59","10140037","0","140","2023/04/17 05:00:00","0","16006001","70"
"5","159","2024/06/14 15:59:59","10140038","0","140","2023/04/17 05:00:00","0","16007001","70"
"2","159","2024/06/14 15:59:59","10140039","0","140","2023/04/17 05:00:00","22001","16007001","3"
"5","159","2030/12/31 23:59:59","10140040","0","140","2023/04/17 05:00:00","0","11004001","80"
"2","159","2030/12/31 23:59:59","10140041","0","140","2023/04/17 05:00:00","20002","11004001","26"
"2","159","2030/12/31 23:59:59","10140042","0","140","2023/04/17 05:00:00","90007","11004001","500"
"5","159","2030/12/31 23:59:59","10140043","0","140","2023/04/17 05:00:00","0","11005001","110"
"12","159","2030/12/31 23:59:59","10140044","0","140","2023/04/17 05:00:00","94002","11005001","80000"
"2","159","2030/12/31 23:59:59","10140045","0","140","2023/04/17 05:00:00","90007","11005001","500"
"5","159","2030/12/31 23:59:59","10140046","0","140","2023/04/17 05:00:00","0","14001001","110"
"12","159","2030/12/31 23:59:59","10140047","0","140","2023/04/17 05:00:00","94002","14001001","220000"
"2","159","2030/12/31 23:59:59","10140048","0","140","2023/04/17 05:00:00","20003","14001001","8"
"5","159","2030/12/31 23:59:59","10140049","0","140","2023/04/17 05:00:00","0","14003001","140"
"12","159","2030/12/31 23:59:59","10140050","0","140","2023/04/17 05:00:00","94002","14003001","380000"
"2","159","2030/12/31 23:59:59","10140051","0","140","2023/04/17 05:00:00","22002","14003001","4"
"5","159","2023/04/17 04:59:59","10140114","0","140","2021/02/09 05:00:00","0","11101001","25"
"2","159","2023/04/17 04:59:59","10140115","0","140","2021/02/09 05:00:00","20003","11101001","8"
"5","159","2023/04/17 04:59:59","10140121","0","140","2021/02/09 05:00:00","0","11001002","40"
"12","159","2023/04/17 04:59:59","10140122","0","140","2021/02/09 05:00:00","94002","11001002","80000"
"2","159","2023/04/17 04:59:59","10140123","0","140","2021/02/09 05:00:00","23001","11001002","6"
"5","159","2030/12/31 23:59:59","10140152","0","140","2023/04/17 05:00:00","0","11101001","50"
"2","159","2030/12/31 23:59:59","10140153","0","140","2023/04/17 05:00:00","20003","11101001","8"
"5","159","2030/12/31 23:59:59","10140154","0","140","2023/04/17 05:00:00","0","11001002","80"
"12","159","2030/12/31 23:59:59","10140155","0","140","2023/04/17 05:00:00","94002","11001002","80000"
"2","159","2026/03/13 04:59:59","10140156","0","140","2023/04/17 05:00:00","23001","11001002","6"
"2","159","2030/12/31 23:59:59","10140157","0","140","2026/03/13 05:00:00","23003","11001002","100"
"5","179","2023/04/17 04:59:59","10160003","0","160","2021/02/09 05:00:00","0","11001001","40"
"12","179","2023/04/17 04:59:59","10160004","0","160","2021/02/09 05:00:00","94002","11001001","90000"
"8","179","2023/04/17 04:59:59","10160005","0","160","2021/02/09 05:00:00","91002","11001001","10"
"5","179","2023/04/17 04:59:59","10160006","0","160","2021/02/09 05:00:00","0","11003001","55"
"2","179","2023/04/17 04:59:59","10160007","0","160","2021/02/09 05:00:00","20002","11003001","30"
"8","179","2023/04/17 04:59:59","10160008","0","160","2021/02/09 05:00:00","91002","11003001","10"
"5","179","2023/04/17 04:59:59","10160009","0","160","2021/02/09 05:00:00","0","13002001","30"
"5","179","2023/04/17 04:59:59","10160010","0","160","2021/02/09 05:00:00","0","18004001","30"
"5","179","2023/04/17 04:59:59","10160011","0","160","2021/02/09 05:00:00","0","16006001","35"
"5","179","2023/04/17 04:59:59","10160012","0","160","2021/02/09 05:00:00","0","16007001","35"
"2","179","2023/04/17 04:59:59","10160013","0","160","2021/02/09 05:00:00","22001","16007001","3"
"5","179","2023/04/17 04:59:59","10160014","0","160","2021/02/09 05:00:00","0","11004001","40"
"2","179","2023/04/17 04:59:59","10160015","0","160","2021/02/09 05:00:00","20002","11004001","30"
"2","179","2023/04/17 04:59:59","10160016","0","160","2021/02/09 05:00:00","90007","11004001","500"
"5","179","2023/04/17 04:59:59","10160017","0","160","2021/02/09 05:00:00","0","11005001","55"
"12","179","2023/04/17 04:59:59","10160018","0","160","2021/02/09 05:00:00","94002","11005001","90000"
"2","179","2023/04/17 04:59:59","10160019","0","160","2021/02/09 05:00:00","90007","11005001","500"
"5","179","2030/12/31 23:59:59","10160023","0","160","2023/04/17 05:00:00","0","11001001","80"
"5","179","2023/04/17 04:59:59","10160024","0","160","2021/02/09 05:00:00","0","14001001","55"
"12","179","2023/04/17 04:59:59","10160025","0","160","2021/02/09 05:00:00","94002","14001001","240000"
"2","179","2023/04/17 04:59:59","10160026","0","160","2021/02/09 05:00:00","20003","14001001","9"
"5","179","2023/04/17 04:59:59","10160027","0","160","2021/02/09 05:00:00","0","14003001","70"
"12","179","2023/04/17 04:59:59","10160028","0","160","2021/02/09 05:00:00","94002","14003001","410000"
"2","179","2023/04/17 04:59:59","10160029","0","160","2021/02/09 05:00:00","22002","14003001","4"
"12","179","2030/12/31 23:59:59","10160030","0","160","2023/04/17 05:00:00","94002","11001001","90000"
"8","179","2030/12/31 23:59:59","10160031","0","160","2023/04/17 05:00:00","91002","11001001","10"
"5","179","2030/12/31 23:59:59","10160032","0","160","2023/04/17 05:00:00","0","11003001","110"
"2","179","2030/12/31 23:59:59","10160033","0","160","2023/04/17 05:00:00","20002","11003001","30"
"8","179","2030/12/31 23:59:59","10160034","0","160","2023/04/17 05:00:00","91002","11003001","10"
"5","179","2030/12/31 23:59:59","10160035","0","160","2023/04/17 05:00:00","0","13002001","60"
"5","179","2030/12/31 23:59:59","10160036","0","160","2023/04/17 05:00:00","0","18004001","60"
"5","179","2024/06/14 15:59:59","10160037","0","160","2023/04/17 05:00:00","0","16006001","70"
"5","179","2024/06/14 15:59:59","10160038","0","160","2023/04/17 05:00:00","0","16007001","70"
"2","179","2024/06/14 15:59:59","10160039","0","160","2023/04/17 05:00:00","22001","16007001","3"
"5","179","2030/12/31 23:59:59","10160040","0","160","2023/04/17 05:00:00","0","11004001","80"
"2","179","2030/12/31 23:59:59","10160041","0","160","2023/04/17 05:00:00","20002","11004001","30"
"2","179","2030/12/31 23:59:59","10160042","0","160","2023/04/17 05:00:00","90007","11004001","500"
"5","179","2030/12/31 23:59:59","10160043","0","160","2023/04/17 05:00:00","0","11005001","110"
"12","179","2030/12/31 23:59:59","10160044","0","160","2023/04/17 05:00:00","94002","11005001","90000"
"2","179","2030/12/31 23:59:59","10160045","0","160","2023/04/17 05:00:00","90007","11005001","500"
"5","179","2030/12/31 23:59:59","10160046","0","160","2023/04/17 05:00:00","0","14001001","110"
"12","179","2030/12/31 23:59:59","10160047","0","160","2023/04/17 05:00:00","94002","14001001","240000"
"2","179","2030/12/31 23:59:59","10160048","0","160","2023/04/17 05:00:00","20003","14001001","9"
"5","179","2030/12/31 23:59:59","10160049","0","160","2023/04/17 05:00:00","0","14003001","140"
"12","179","2030/12/31 23:59:59","10160050","0","160","2023/04/17 05:00:00","94002","14003001","410000"
"2","179","2030/12/31 23:59:59","10160051","0","160","2023/04/17 05:00:00","22002","14003001","4"
"5","179","2023/04/17 04:59:59","10160114","0","160","2021/02/09 05:00:00","0","11101001","25"
"2","179","2023/04/17 04:59:59","10160115","0","160","2021/02/09 05:00:00","20003","11101001","9"
"5","179","2023/04/17 04:59:59","10160121","0","160","2021/02/09 05:00:00","0","11001002","40"
"12","179","2023/04/17 04:59:59","10160122","0","160","2021/02/09 05:00:00","94002","11001002","90000"
"2","179","2023/04/17 04:59:59","10160123","0","160","2021/02/09 05:00:00","23001","11001002","6"
"5","179","2030/12/31 23:59:59","10160152","0","160","2023/04/17 05:00:00","0","11101001","50"
"2","179","2030/12/31 23:59:59","10160153","0","160","2023/04/17 05:00:00","20003","11101001","9"
"5","179","2030/12/31 23:59:59","10160154","0","160","2023/04/17 05:00:00","0","11001002","80"
"12","179","2030/12/31 23:59:59","10160155","0","160","2023/04/17 05:00:00","94002","11001002","90000"
"2","179","2026/03/13 04:59:59","10160156","0","160","2023/04/17 05:00:00","23001","11001002","6"
"2","179","2030/12/31 23:59:59","10160157","0","160","2026/03/13 05:00:00","23003","11001002","100"
"5","199","2023/04/17 04:59:59","10180003","0","180","2021/02/09 05:00:00","0","11001001","40"
"12","199","2023/04/17 04:59:59","10180004","0","180","2021/02/09 05:00:00","94002","11001001","100000"
"8","199","2023/04/17 04:59:59","10180005","0","180","2021/02/09 05:00:00","91002","11001001","10"
"5","199","2023/04/17 04:59:59","10180006","0","180","2021/02/09 05:00:00","0","11003001","55"
"2","199","2023/04/17 04:59:59","10180007","0","180","2021/02/09 05:00:00","20002","11003001","34"
"8","199","2023/04/17 04:59:59","10180008","0","180","2021/02/09 05:00:00","91002","11003001","10"
"5","199","2023/04/17 04:59:59","10180009","0","180","2021/02/09 05:00:00","0","13002001","30"
"5","199","2023/04/17 04:59:59","10180010","0","180","2021/02/09 05:00:00","0","18004001","30"
"5","199","2023/04/17 04:59:59","10180011","0","180","2021/02/09 05:00:00","0","16006001","35"
"5","199","2023/04/17 04:59:59","10180012","0","180","2021/02/09 05:00:00","0","16007001","35"
"2","199","2023/04/17 04:59:59","10180013","0","180","2021/02/09 05:00:00","22001","16007001","3"
"5","199","2023/04/17 04:59:59","10180014","0","180","2021/02/09 05:00:00","0","11004001","45"
