e10383402e2c736423aa1ee2f15463cf5e874fc403b6f4ab7460503d45b043c5,574ed92141ff44c245eeef6dc111a498b0102d0d46fa9d0136bdc46e67dcc3c6,a4ec9ebfbdc57821545ab3d860c301b0bc4b34d9fbfca19f967610a610033857,338e98f261d7c0cf9d1f0372c331c7ece7ec3972ecb079f923ff6bcd29bbaa37,508eaf8cdcc82f7c86040025d835a55ac60c8196205f5dfc88a66c32aedba39e,3bde756f5f304b35cc2f8fe8ed0f4ef947cac4b359ea978a06886ea3ffd86402,aa79ce30a13f1b14c14ca26bcaea517b5353732e3d597267d3a41647be559327,b4aedced68dd7c24ff05145d3bdede99ee844466f309de980947fea443a6c13d,b1e56d3eb9150d153f275d9cadcabb925dd04644a9d07add7afe72badc1984a6,40463604423137b83e6b05b54a38ec00be8a964e1da2d8fc774915419e6af99a
"小寒","白露","0","2530030","霜降","1","0","寒露","0","0"
"10寸","20寸","0","2530032","5寸","1","0","15寸","0","0"
"蘋果","香蕉","0","2530033","巴西堅果","1","0","香菸","0","0"
"電眼定位點","紀錄味道","0","2530034","條碼器","1","0","辨識牙膏顏色","0","0"
"Trilliant Cut","Oval Cut","0","2530035","Brilliant Cut","1","0","Marquise Cut","0","0"
"綠一色","白一色","0","2530036","紅一色","1","0","黑一色","0","0"
"檔","雁","0","2530037","樑","1","0","敷","0","0"
"鑽石","蛋白石","0","2530039","綠寶石","1","0","坦尚石","0","0"
"五光","五星","0","2530041","五全","1","0","五花","0","0"
"蛀牙","牙齦炎","0","2530042","齒槽膿漏","1","0","口腔潰瘍","0","0"
"7","5","0","2530043","6","1","0","8","0","0"
"自由書寫","己運","0","2530044","臨書","1","0","草書","0","0"
"能劇","布袋戲","0","2530046","皮影戲","1","0","泡沫舞","0","0"
"ppm","amp","0","2530047","ppp","1","0","pmp","0","0"
"晶圓","主機板","0","2530048","晶片","1","0","CPU","0","0"
"C4","C5","0","2530049","C3","1","0","C2","0","0"
"88","99","0","2530050","66","1","0","77","0","0"
"52","88","0","2530052","36","1","0","56","0","0"
"男中音","女低音","0","2530053","女中音","1","0","男中高音","0","0"
"黑死病","吸引異性","0","2530054","可以食用","1","0","貴族攀比","0","0"
"Tuck-in","Goin","0","2530056","Chip-in","1","0","Throw-in","0","0"
"肌紅蛋白","水","0","2530058","血","1","0","醬汁","0","0"
"凱撒密碼","含羞草密碼","0","2530059","亞歷山大密碼","1","0","凱爾密碼","0","0"
"天鵝絨","棉絨","0","2530060","法蘭絨","1","0","珊瑚絨","0","0"
"楔形鞋","高跟鞋","0","2530061","粗跟鞋","1","0","厚底鞋","0","0"
"海將海馬司令","哥布林王者","0","2531001","雷雷","1","0","復活的白色島鯨","0","0"
"大王猩猩","雷雷","0","2531002","富豪魔像","1","0","太陽公公","0","0"
"鼠妖","鑽頭鼴鼠","0","2531003","大王花曼德拉草","1","0","雷雲長老","0","0"
"66","33","0","2531004","77","1","0","44","0","0"
"馬克杯","壓克力立牌","0","2531005","包包","1","0","鑰匙圈","0","0"
"Fungo","Hit & Catch","0","2610002","Jungle","1","0","Fly Ball","0","0"
"板球","撐竿跳河比賽","0","2610003","芬式棒球","1","0","壁網球","0","0"
"球僮","捕手","0","2610004","保全","1","0","裁判","0","0"
"場務","內野手","0","2610005","球場警衛","1","0","裁判","0","0"
"中","gulp","0","2610007","沒中","1","0","鉗子","0","0"
"魚拓","魚戳","0","2610008","魚紙","1","0","魚印","0","0"
"鴿子","麻雀","0","2610009","燕子","1","0","烏鴉","0","0"
"滿貫全壘打","黃金全壘打","0","2610010","完美全壘打","1","0","超級全壘打","0","0"
"倒數３秒","倒數10秒","0","2610012","倒數５秒","1","0","倒數７秒","0","0"
"軍配團扇","笛子","0","2610013","扇子","1","0","拍子木","0","0"
"11人","３人","0","2610015","９人","1","0","５人","0","0"
"Out","Bingo","0","2610016","Hit","1","0","Punch","0","0"
"空中擊球","攔網","0","2610017","落地擊球","1","0","觸網","0","0"
"５人","３人","0","2610018","11人","1","0","９人","0","0"
"暫停","停球","0","2610019","休息時間","1","0","中場","0","0"
"足球","蹴鞠","0","2610021","美式足球","1","0","橄欖球","0","0"
"冰壺","有舵雪橇","0","2610023","花式滑冰","1","0","冰上曲棍球","0","0"
"美式足球","籃球","0","2610025","橄欖球","1","0","足球","0","0"
"單槓","立體格子鐵架","0","2610027","鞦韆","1","0","蹺蹺板","0","0"
"３次","４次","0","2610029","２次","1","0","５次","0","0"
"柔道","業餘摔跤","0","2610030","劍道","1","0","拳擊","0","0"
"過山洞","建築物","0","2610032","橋","1","0","水壩","0","0"
"在比賽中落敗","相撲比較奇怪","0","2610033","參加比賽","1","0","兩者實力相近","0","0"
"棒球","籃球","0","2610034","高爾夫","1","0","足球","0","0"
"Lap Time","Apron Time","0","2610035","Aluminum Time","1","0","Tablecloth Time","0","0"
"第三名","第一名","0","2610036","第二名","1","0","第四名","0","0"
"仰泳","蛙泳","0","2610037","蝶式","1","0","捷泳","0","0"
"高爾夫","排球","0","2610039","足球","1","0","籃球","0","0"
"本壘手","三壘手","0","2610040","一壘手","1","0","二壘手","0","0"
"球溝","球瓶區","0","2610041","滑道","1","0","滾球道","0","0"
"冰斧","冰鉤","0","2610042","冰刀","1","0","冰爪","0","0"
"捕手","外野手","0","2610043","投手","1","0","內野手","0","0"
"球桿","球棒","0","2610044","球竿","1","0","球棍","0","0"
"達陣","以上皆非","0","2610046","抵達","1","0","完成","0","0"
"Ace","Service Ball","0","2610047","Ad Court","1","0","Service Attack","0","0"
"面","頭擊","0","2610048","胴","1","0","小手","0","0"
"金屬圓棒","背帶","0","2610050","木棍","1","0","毛巾","0","0"
"２分","５分","0","2610051","３分","1","0","４分","0","0"
"16公分","15公分","0","2610052","12公分","1","0","8公分","0","0"
"綠色","褐色","0","2610053","紅色","1","0","藍色","0","0"
"比賽結束","角球","0","2610054","越位","1","0","紅牌","0","0"
"接球","阻擋","0","2610055","攔網","1","0","進攻","0","0"
"棒球","網球","0","2610057","籃球","1","0","桌球","0","0"
"二次運球","零次運球","0","2610058","一次運球","1","0","三次運球","0","0"
"橄欖球","足球","0","2610059","壘球","1","0","籃球","0","0"
"紡希（夏日）","優衣（新年）","0","2611001","莉瑪（灰姑娘）","1","0","珠希（工作服）","0","0"
"栞（魔法少女）","空花（黑暗）","0","2611002","伊緒（黑暗）","1","0","霞（魔法少女）","0","0"
"力量","毅力","0","2611003","速度","1","0","體力","0","0"
"暴君長老","厄勒克特拉夫人","0","2611004","角鹿將軍","1","0","反逆獸","0","0"
"必殺技","EX 技能","0","2611005","技能1","1","0","定位","0","0"
"３支","４支","0","2620002","１支","1","0","２支","0","0"
"超大曲道","超級滑雪競賽","0","2620003","特別跳躍","1","0","超級滑降","0","0"
"凹凸不平","黏黏的","0","2620005","光滑","1","0","刺刺的","0","0"
"５球","４球","0","2620006","７球","1","0","６球","0","0"
"保齡球","桌球","0","2620007","撞球","1","0","飛鏢","0","0"
"未踩投手板而做假傳","踩投手板後假裝投球卻未投","0","2620008","未正面朝向擊球員投球","1","0","踩投手板後傳球給沒有跑壘員的壘包守備員","0","0"
"背越式","飛魚式","0","2620010","仰式","1","0","三步式","0","0"
"20秒","60秒","0","2620011","10秒","1","0","５秒","0","0"
"自由式","蝶泳","0","2620012","蛙泳","1","0","仰泳","0","0"
"305公分","355公分","0","2620013","205公分","1","0","255公分","0","0"
"４片","６片","0","2620014","２片","1","0","３片","0","0"
"８個","６個","0","2620015","10個","1","0","７個","0","0"
"中場","側翼","0","2620016","自由球員","1","0","滑切球","0","0"
"20分鐘","45分鐘","0","2620017","15分鐘","1","0","30分鐘","0","0"
"手掌心","手背","0","2620018","拇指","1","0","小指","0","0"
"鯖魚折","鮪魚折","0","2620022","鰺魚折","1","0","鮭魚折","0","0"
"７戰４勝制","９戰５勝制","0","2620024","３戰２勝制","1","0","５戰３勝制","0","0"
"冰壺","槌球","0","2620025","保齡球","1","0","曲棍球","0","0"
"內野手有三人","外野手有三人","0","2620026","正式比賽為九局，同分時得延長","1","0","四壞球則保送擊球員","0","0"
"盜壘","代跑","0","2620028","觸身球","1","0","牽制","0","0"
"先發投手","捕手","0","2620029","4號打者","1","0","1號打者","0","0"
"21次","23次","0","2620030","20次","1","0","22次","0","0"
"冰上曲棍球","板球","0","2620031","馬球","1","0","袋棍球","0","0"
"４分","２分","0","2620032","３分","1","0","５分","0","0"
"老鷹","雙柏忌","0","2620033","小鳥","1","0","柏忌","0","0"
"划水","打水","0","2620034","撥水","1","0","拍水","0","0"
"９分","６分","0","2620035","12分","1","0","８分","0","0"
"10個","110個","0","2620036","30個","1","0","50個","0","0"
"無法確定","２個","0","2620038","０個","1","0","１個","0","0"
"過肩摔","肩撞","0","2620040","搥肩","1","0","露肩膀","0","0"
"受罰席","變臉席","0","2620041","傷害席","1","0","犯規席","0","0"
"牛仔競技","鬥牛士","0","2620042","鬥牛","1","0","桑搏","0","0"
"反彈","抄截","0","2620044","投影幕","1","0","盜球","0","0"
"開球","打球","0","2620045","藏球","1","0","帶球","0","0"
"殘瓶","剩瓶","0","2620046","二瓶","1","0","二局","0","0"
"跳遠","跳高","0","2620048","撐竿跳高","1","0","三級跳遠","0","0"
"短跑","驛站接力賽","0","2620049","中跑","1","0","長跑","0","0"
"Skip","Last","0","2620050","First","1","0","Triple","0","0"
"交叉跳","跑跳","0","2620051","交互蹲跳","1","0","雙重跳","0","0"
"42.195km","4.2195km","0","2620054","421.95km","1","0","4219.5km","0","0"
"犯規線","飛球","0","2620057","全壘打","1","0","短打","0","0"
"一桿進洞","沙地","0","2620058","最優秀高爾夫球手","1","0","球進水池","0","0"
"捨身技","逆轉技","0","2620059","嘗試技","1","0","孤注一擲技","0","0"
"國際錦標賽","預演賽","0","2620060","挑戰賽","1","0","事前賽","0","0"
"撞球","桌球","0","2620061","飛鏢","1","0","保齡球","0","0"
"饒舌戰鬥","猜謎","0","2621001","接龍","1","0","猜拳","0","0"
"代碼注入","數據躍升","0","2621002","覆蓋指令","1","0","解構函式","0","0"
"究極金槍鮪","天塔帕斯","0","2621003","涅普堤利昂","1","0","島鯨","0","0"
"極值聖域","二元聖域","0","2621004","亂數聖域","1","0","獸性聖域","0","0"
"海洋聖界","極光聖界","0","2621005","超火力全開☆公主突襲","1","0","深淵終結炸裂","0","0"
"二壘打","出局","0","2630001","界外球","1","0","本壘打","0","0"
"70公分","100公分","0","2630002","80公分","1","0","90公分","0","0"
"柏林馬拉松","倫敦馬拉松","0","2630004","紐約馬拉松","1","0","芝加哥馬拉松","0","0"
"扭抱","繞閃","0","2630006","上勾拳","1","0","	抱頭防守","0","0"
"為了防止被偷","為了壓低成本","0","2630007","為了使腳部動作明顯","1","0","為了提起幹勁","0","0"
"外道魚","狙外","0","2630008","雜魚","1","0","目外","0","0"
"弓懸","公懸","0","2630009","工懸","1","0","供懸","0","0"
"42.195公里","43.195公里","0","2630010","41.195公里","1","0","40.195公里","0","0"
"黃色","黑色","0","2630011","藍色","1","0","紅色","0","0"
"17階級","18階級","0","2630012","15階級","1","0","16階級","0","0"
"300分比賽","450分比賽","0","2630013","400分比賽","1","0","350分比賽","0","0"
"16支","20支","0","2630014","12支","1","0","8支","0","0"
"40mm","60mm","0","2630015","30mm","1","0","50mm","0","0"
"45cm","75cm","0","2630016","30cm","1","0","60cm","0","0"
"23.72公尺","38.72公尺","0","2630017","15.72公尺","1","0","31.72公尺","0","0"
"紅與白","白與黑","0","2630019","紅與藍","1","0","紅與黑","0","0"
"彰化縣","嘉義市","0","2630021","雲林縣","1","0","宜蘭縣","0","0"
"緊急紮營","安營紮寨","0","2630022","緊急避難","1","0","臨時居所","0","0"
"９人","７人","0","2630025","８人","1","0","10人","0","0"
"界外球","十二碼罰球","0","2630026","角球","1","0","守門員開球","0","0"
"橫綱","預備力士","0","2630027","行事","1","0","觀眾","0","0"
"Offshore","Outshore","0","2630028","Onshore","1","0","Inshore","0","0"
"收打","推打","0","2630029","回打","1","0","拉打","0","0"
"紅色","茶","0","2630030","白色","1","0","黑色","0","0"
"高低槓","平衡木","0","2630031","跳馬","1","0","地板","0","0"
"亂取","手取","0","2630035","面取","1","0","掌舵","0","0"
"10","7","0","2630037","9","1","0","8","0","0"
"10cm","70cm","0","2630038","30cm","1","0","50cm","0","0"
"20kg","３kg","0","2630040","５kg","1","0","10kg","0","0"
"籃球","游泳","0","2630043","足球","1","0","手球","0","0"
"４人","３人","0","2630044","８人","1","0","５人","0","0"
"墜球","曲球","0","2630045","擲球","1","0","推球","0","0"
"三壘","本壘","0","2630046","一壘","1","0","二壘","0","0"
"板頭","頂點","0","2630048","甲板","1","0","頂端","0","0"
"２場","５場","0","2630049","３場","1","0","４場","0","0"
"比球","猜拳","0","2630051","指球","1","0","揮球","0","0"
"Kiss Shot","Mass Shot","0","2630052","Miss Shot","1","0","Pass Shot","0","0"
"５分","10分","0","2630053","１分","1","0","２分","0","0"
"Low Blow","Leg Blow","0","2630054","Under Low","1","0","Downward Blow","0","0"
"堆石標","堆食標","0","2630055","堆是標","1","0","堆十標","0","0"
"機會","劣勢","0","2630056","威脅","1","0","優勢","0","0"
"橄欖球","籃球","0","2630058","足球","1","0","排球","0","0"
"空架雪車","有舵雪橇","0","2630059","平底雪橇","1","0","冬季兩項","0","0"
"C卡","D卡","0","2630060","A卡","1","0","B卡","0","0"
"Pocket","Baguette","0","2630061","Nugget","1","0","Socket","0","0"
"哥布林小兵","哥布林領主","0","2631001","哥布林王者","1","0","哥布林大師","0","0"
"海神法杖","激浪之拳","0","2631002","嵐擊之槍","1","0","雷擊之槍","0","0"
"昇龍擺尾球","昇龍羽翼","0","2631003","昇龍觸身球","1","0","昇龍剪","0","0"
"順子賽艇","沙灘棒球","0","2631004","沙灘排球","1","0","沙灘搶旗","0","0"
"七界霸王晦冥喝破之裝","七海霸者晦冥喝破之裝","0","2631005","七界究極晦冥喝破之裝","1","0","大海帝王晦冥喝破之裝","0","0"
