8c6bc6c4cbf084591d8c6ead3560f0f0754034cf641fad84483d40dcbc1d0f1e,d6c5ba4c170f9e33e67509d365b2bf429e5e8e9d71f0bd9c629e34eb0dcc2628,40390e5b5663322259d13a330f69d1a91ddf64814700175a212333b13db22362,f2a8653eaf24897315b2fd616583edadd3fb515f8c84d5aa2bf4ae0c4ee0cac3,1143b481d240c04a24e6046326838f23beeb603f926e30296094ef6d386e3814,b61cb1247afe2e49a9b94942d34f6c10e1914a7e4d6a7a0dda59d1c33f05dc1d,00d16db0da2c4abe9b5141a9919405c4e68637b4940fd92b6181203b723cecfc,13aeeb8f6bf9eb206c90814bd4364d2dab8f752f1e82afeede0788ce7a3db075
"102612","3","102252","102581","102521","103251","102372","117601"
"102614","4","103251","102582","103521","103252","103521","117601"
"103612","5","103252","103581","103461","103222","103371","117601"
"103613","6","103222","103582","103522","104251","103372","117601"
"103614","7","104251","103582","103614","104252","104371","117601"
"104581","8","104252","103614","104461","104253","104372","117601"
"104582","9","104253","104611","104522","104254","104523","117601"
"104613","10","104254","104612","104462","105251","104373","117601"
"105611","11","105251","104613","104463","105252","105371","117601"
"105612","12","105252","105611","105521","105253","105372","117601"
"105613","13","105253","105612","105522","105254","105373","117601"
"105614","14","105254","105613","105462","105255","105374","117601"
"105615","15","105255","105614","105374","105256","105463","117601"
"105616","16","105256","105615","105463","105257","105524","117601"
"105617","17","105257","105616","105524","106251","105464","117601"
"106611","18","106251","105617","105464","106252","106461","117601"
"106612","19","106252","106611","106461","106253","106521","117601"
"106613","20","106253","106612","106372","107251","106462","117601"
"107611","21","107251","106613","106462","107252","107461","117601"
"107612","22","107252","107611","107461","107253","107462","117601"
"107613","23","107253","107612","107462","108251","107463","117601"
"108611","24","108251","107613","107463","108252","108371","117601"
"108612","25","108252","108611","108371","108253","108372","117601"
"108613","26","108253","108612","108372","108254","108373","117601"
"108614","27","108254","108613","108373","109251","108374","117601"
"109611","28","109251","108614","108374","109252","109371","117601"
"109612","29","109252","109611","109371","109253","109372","117601"
"109613","30","109253","109612","109372","109254","109373","117601"
"109614","31","109254","109613","109373","10025032","109374","117601"
"10061032","32","10025032","109614","109374","10025033","10037032","117601"
"10061033","33","10025033","10061032","10037032","10025034","10037033","117601"
"10061034","34","10025034","10061033","10037033","999999","10037034","117601"
"101071","1","101071","101551","101431","101101","101281","117701"
"101551","2","102071","101551","102431","102101","102341","117701"
"102551","3","102101","102551","102432","103071","102342","117701"
"102552","4","103071","102552","103431","103101","103341","117701"
"103551","5","103101","103551","103432","103072","103342","117701"
"103342","6","103072","103582","103432","104101","103343","117701"
"103072","7","104101","103552","103553","104102","104341","117701"
"104551","8","104102","103553","104101","104103","104342","117701"
"104552","9","104103","104551","104102","104104","104343","117701"
"104554","10","104104","104552","104103","105101","104344","117701"
"105551","11","105101","104553","104104","105102","105341","117701"
"105552","12","105102","105551","105101","105103","105282","117701"
"105553","13","105103","105552","105102","105104","105343","117701"
"105554","14","105104","105553","105103","105105","105344","117701"
"105555","15","105105","105554","105104","105106","105345","117701"
"105556","16","105106","105555","105105","105107","105286","117701"
"105557","17","105107","105556","105106","106101","105347","117701"
"106551","18","106101","105557","105107","106102","106341","117701"
"106552","19","106102","106551","106101","106103","106342","117701"
"106553","20","106103","106552","106102","107101","106343","117701"
"107551","21","107101","106553","106103","107102","107281","117701"
"107552","22","107102","107551","107101","107103","107492","117701"
"107553","23","107103","107552","107102","108101","107493","117701"
"108551","24","108101","107553","107103","108102","108401","117701"
"108552","25","108102","108551","108101","108103","108312","117701"
"108553","26","108103","108552","108102","108104","108403","117701"
"108554","27","108104","108553","108103","109101","108434","117701"
"109551","28","109101","108554","108104","109102","109341","117701"
"109552","29","109102","109551","109101","109103","109432","117701"
"109553","30","109103","109552","109102","109104","109493","117701"
"109554","31","109104","109553","109103","10010032","109434","117701"
"10055032","32","10010032","109554","109104","10010033","10034032","117701"
"10055033","33","10010033","10055032","10010032","10010034","10043033","117701"
"10055034","34","10010034","10055033","10010033","999999","10034034","117701"
"101551","1","101011","101581","101401","101011","101281","117801"
"101011","2","102011","101581","102493","102041","102281","117801"
"102551","3","102041","102581","102401","103011","102282","117801"
"102041","4","103431","102582","103011","103041","103281","117801"
"103551","5","103012","103581","103401","103042","103282","117801"
"103041","6","103042","103582","103401","104041","103283","117801"
"103583","7","104041","103401","103553","104042","104281","117801"
"104551","8","104042","103553","104041","104043","104312","117801"
"104552","9","104043","104551","104042","104044","104283","117801"
"104553","10","104044","104552","104043","105041","104284","117801"
"105551","11","105041","104554","104044","105042","105311","117801"
"105552","12","105042","105551","105041","105043","105312","117801"
"105553","13","105043","105552","105042","105044","105491","117801"
"105554","14","105044","105553","105043","105045","105284","117801"
"105555","15","105045","105554","105044","105046","105345","117801"
"105556","16","105046","105555","105045","105047","105286","117801"
"105557","17","105047","105556","105046","106041","105287","117801"
"106551","18","106041","105557","105047","106042","106281","117801"
"106552","19","106042","106551","106041","106043","106282","117801"
"106553","20","106043","106552","106042","107041","106283","117801"
"107551","21","107041","106553","106043","107042","107281","117801"
"107552","22","107042","107551","107041","107043","107282","117801"
"107553","23","107043","107552","107042","108041","107283","117801"
"108551","24","108041","107553","107043","108042","108401","117801"
"108552","25","108042","108551","108041","108043","108312","117801"
"108553","26","108043","108552","108042","108044","108403","117801"
"108554","27","108044","108553","108043","109041","108494","117801"
"109551","28","109041","108554","108044","109042","109341","117801"
"109552","29","109042","109551","109041","109043","109432","117801"
"109553","30","109043","109552","109042","109044","109493","117801"
"109554","31","109044","109553","109043","10004032","109494","117801"
"10055032","32","10004032","109554","109044","10004033","10034032","117801"
"10055033","33","10004033","10055032","10004032","10004034","10043033","117801"
"10055034","34","10004034","10055033","10004033","999999","10034034","117801"
"101131","1","101131","101551","101551","101131","101281","117901"
"101131","2","102071","101551","102551","102131","102341","117901"
"102071","3","102131","102551","102552","103071","102342","117901"
"102131","4","103071","102552","103551","103131","103341","117901"
"103071","5","103131","103551","103552","103132","103342","117901"
"103131","6","103132","103552","103552","104131","103343","117901"
"103553","7","104131","103582","103553","104132","104341","117901"
"104551","8","104132","103553","104131","104133","104342","117901"
"104552","9","104133","104551","104132","104134","104343","117901"
"104554","10","104134","104552","104133","105131","104344","117901"
"105551","11","105131","104553","104134","105132","105281","117901"
"105552","12","105132","105551","105131","105133","105282","117901"
"105553","13","105133","105552","105132","105134","105491","117901"
"105554","14","105134","105553","105133","105135","105284","117901"
"105555","15","105135","105554","105134","105136","105345","117901"
"105556","16","105136","105555","105135","105137","105286","117901"
"105557","17","105137","105556","105136","106131","105287","117901"
"106551","18","106131","105557","105137","106132","106341","117901"
"106552","19","106132","106551","106131","106133","106282","117901"
"106553","20","106133","106552","106132","107131","106283","117901"
"107551","21","107131","106553","106133","107132","107491","117901"
"107552","22","107132","107551","107131","107133","107492","117901"
"107553","23","107133","107552","107132","108131","107343","117901"
"108551","24","108131","107553","107133","108132","108431","117901"
"108552","25","108132","108551","108131","108133","108342","117901"
"108553","26","108133","108552","108132","108134","108343","117901"
"108554","27","108134","108553","108133","109131","108434","117901"
"109551","28","109131","108554","108134","109132","109341","117901"
"109552","29","109132","109551","109131","109133","109432","117901"
"109553","30","109133","109552","109132","109134","109343","117901"
"109554","31","109134","109553","109133","10013032","109434","117901"
"10055032","32","10013032","109554","109134","10013033","10034032","117901"
"10055033","33","10013033","10055032","10013032","10013034","10043033","117901"
"10055034","34","10013034","10055033","10013033","999999","10034034","117901"
"101551","1","101071","101551","101431","101131","101071","118001"
"101551","2","102071","101551","102431","102131","102341","118001"
"102551","3","102131","102551","102432","103071","102131","118001"
"102432","4","103071","102552","103551","103131","103341","118001"
"103341","5","103131","103551","103552","103072","103342","118001"
"103131","6","103072","103552","103342","104131","103553","118001"
"103132","7","104071","103582","103553","104132","104341","118001"
"104551","8","104072","103553","104131","104133","104342","118001"
"104552","9","104073","104551","104132","104134","104343","118001"
"104553","10","104074","104552","104133","105131","104433","118001"
"105551","11","105071","104553","104134","105132","105341","118001"
"105552","12","105072","105551","105131","105133","105282","118001"
"105553","13","105073","105552","105132","105134","105343","118001"
"105554","14","105074","105553","105133","105135","105344","118001"
"105555","15","105075","105554","105134","105136","105345","118001"
"105556","16","105076","105555","105135","105137","105286","118001"
"105557","17","105077","105556","105136","106131","105287","118001"
"106551","18","106071","105557","105137","106132","106341","118001"
"106552","19","106072","106551","106131","106133","106342","118001"
"106553","20","106073","106552","106132","107131","106343","118001"
"107551","21","107071","106553","106133","107132","107491","118001"
"107552","22","107072","107551","107131","107133","107492","118001"
"107553","23","107073","107552","107132","108131","107493","118001"
"108551","24","108071","107553","107133","108132","108431","118001"
"108552","25","108072","108551","108131","108133","108342","118001"
"108553","26","108073","108552","108132","108134","108343","118001"
"108554","27","108074","108553","108133","109131","108434","118001"
"109551","28","109071","108554","108134","109132","109341","118001"
"109552","29","109072","109551","109131","109133","109432","118001"
"109553","30","109073","109552","109132","109134","109493","118001"
"109554","31","109074","109553","109133","10013032","109434","118001"
"10055032","32","10007032","109554","109134","10013033","10034032","118001"
"10055033","33","10007033","10055032","10013032","10013034","10043033","118001"
"10055034","34","10007034","10055033","10013033","999999","10034034","118001"
"101611","1","101251","101611","101521","101251","101371","118101"
"101611","2","102221","101611","102461","102222","102371","118101"
"102611","3","102222","102611","102521","103221","102372","118101"
"102613","4","103221","102613","103521","103252","103521","118101"
"103611","5","103252","103611","103522","103222","103371","118101"
"103371","6","103222","103613","103522","104221","103372","118101"
"103614","7","104221","103613","103614","104222","104371","118101"
"104611","8","104222","103583","104461","104223","104522","118101"
"104612","9","104223","104581","104522","104224","104462","118101"
"104613","10","104224","104612","104523","105221","104463","118101"
"105611","11","105221","104613","104463","105222","105521","118101"
"105612","12","105222","105611","105521","105223","105372","118101"
"105613","13","105223","105612","105522","105224","105373","118101"
"105614","14","105224","105613","105462","105225","105523","118101"
"105615","15","105225","105614","105523","105226","105375","118101"
"105616","16","105226","105615","105375","105227","105376","118101"
"105617","17","105227","105616","105376","106221","105377","118101"
"106611","18","106221","105617","105377","106222","106371","118101"
"106612","19","106222","106611","106371","106223","106372","118101"
"106613","20","106223","106612","106521","107221","106373","118101"
"107611","21","107221","106613","106373","107222","107371","118101"
"107612","22","107222","107611","107371","107223","107372","118101"
"107613","23","107223","107612","107372","108221","107373","118101"
"108611","24","108221","107613","107373","108222","108521","118101"
"108612","25","108222","108611","108521","108223","108462","118101"
"108613","26","108223","108612","108462","108224","108523","118101"
"108614","27","108224","108613","108523","109221","108524","118101"
"109611","28","109221","108614","108524","109222","109461","118101"
"109612","29","109222","109611","109461","109223","109522","118101"
"109613","30","109223","109612","109522","109224","109463","118101"
"109614","31","109224","109613","109463","10022032","109524","118101"
"10061032","32","10022032","109614","109524","10022033","10046032","118101"
"10061033","33","10022033","10061032","10046032","10022034","10046033","118101"
"10061034","34","10022034","10061033","10046033","999999","10052034","118101"
"101611","1","101251","101611","101521","101251","101371","118201"
"101611","2","102221","101611","102461","102222","102371","118201"
"102611","3","102222","102611","102521","103221","102372","118201"
"102613","4","103521","102613","103611","103252","103251","118201"
"103611","5","103252","103611","103522","103222","103371","118201"
"103371","6","103222","103613","103522","104221","103372","118201"
"103614","7","104221","103613","103614","104222","104221","118201"
"104461","8","104222","103583","104371","104223","104522","118201"
"104612","9","104223","104461","104222","104224","104462","118201"
"104613","10","104224","104582","104223","105221","104463","118201"
"105611","11","105221","104613","104224","105222","105521","118201"
"105612","12","105222","105611","105221","105223","105372","118201"
"105613","13","105223","105612","105222","105224","105373","118201"
"105614","14","105224","105613","105223","105225","105523","118201"
"105615","15","105225","105614","105224","105226","105375","118201"
"105616","16","105226","105615","105225","105227","105376","118201"
"105617","17","105227","105616","105226","106221","105377","118201"
"106611","18","106221","105617","105227","106222","106371","118201"
"106612","19","106222","106611","106221","106223","106372","118201"
"106613","20","106223","106612","106222","107221","106373","118201"
"107611","21","107221","106613","106223","107222","107371","118201"
"107612","22","107222","107611","107221","107223","107372","118201"
"107613","23","107223","107612","107222","108221","107373","118201"
"108611","24","108221","107613","107223","108222","108371","118201"
"108612","25","108222","108611","108221","108223","108372","118201"
"108613","26","108223","108612","108222","108224","108373","118201"
"108614","27","108224","108613","108223","109221","108374","118201"
"109611","28","109221","108614","108224","109222","109461","118201"
"109612","29","109222","109611","109221","109223","109522","118201"
"109613","30","109223","109612","109222","109224","109463","118201"
"109614","31","109224","109613","109223","10022032","109524","118201"
"10061032","32","10022032","109614","109224","10022033","10046032","118201"
"10061033","33","10022033","10061032","10022032","10022034","10046033","118201"
"10061034","34","10022034","10061033","10022033","999999","10052034","118201"
"101611","1","101251","101581","101521","101251","101371","118501"
"101611","2","102251","101581","102461","102252","102371","118501"
"102612","3","102252","102581","102521","103251","102372","118501"
"102614","4","103251","102582","103521","103252","103521","118501"
"103612","5","103252","103581","103461","103222","103371","118501"
"103613","6","103222","103582","103522","104251","103372","118501"
"103614","7","104251","103582","103614","104252","104371","118501"
"104581","8","104252","103614","104461","104253","104372","118501"
"104582","9","104253","104611","104522","104254","104523","118501"
"104583","10","104254","104612","104462","105251","104373","118501"
"105581","11","105251","104613","104463","105252","105371","118501"
"105582","12","105252","105611","105521","105253","105372","118501"
"105583","13","105253","105612","105522","105254","105373","118501"
"105584","14","105254","105613","105462","105255","105374","118501"
"105585","15","105255","105614","105374","105256","105463","118501"
"105586","16","105256","105615","105463","105257","105524","118501"
"105587","17","105257","105616","105524","106251","105464","118501"
"106581","18","106251","105617","105464","106252","106461","118501"
"106582","19","106252","106611","106461","106253","106521","118501"
"106583","20","106253","106612","106372","107251","106462","118501"
"107581","21","107251","106613","106462","107252","107461","118501"
"107582","22","107252","107611","107461","107253","107462","118501"
"107583","23","107253","107612","107462","108251","107463","118501"
"108581","24","108251","107613","107463","108252","108371","118501"
"108582","25","108252","108611","108371","108253","108372","118501"
"108583","26","108253","108612","108372","108254","108373","118501"
"108584","27","108254","108613","108373","109251","108374","118501"
"109581","28","109251","108614","108374","109252","109371","118501"
"109582","29","109252","109611","109371","109253","109372","118501"
"109583","30","109253","109612","109372","109254","109373","118501"
"109584","31","109254","109613","109373","10025032","109374","118501"
"10058032","32","10025032","109614","109374","10025033","10037032","118501"
"10058033","33","10025033","10061032","10037032","10025034","10037033","118501"
"10058034","34","10025034","10061033","10037033","999999","10037034","118501"
"101611","1","101251","101581","101521","101251","101371","118601"
"101611","2","102251","101611","102461","102252","102371","118601"
"102612","3","102252","102581","102521","103251","102372","118601"
"102613","4","103251","102614","103521","103252","103521","118601"
"103612","5","103252","103581","103461","103222","103371","118601"
"103613","6","103222","103613","103522","104251","103372","118601"
"103614","7","104251","103461","103614","104252","104371","118601"
"104611","8","104252","103614","104461","104253","104372","118601"
"104612","9","104253","104611","104522","104254","104523","118601"
"104613","10","104254","104612","104523","105251","104373","118601"
"105611","11","105251","104613","104373","105252","105371","118601"
"105612","12","105252","105581","105371","105253","105522","118601"
"105613","13","105253","105582","105372","105254","105462","118601"
"105614","14","105254","105583","105373","105255","105374","118601"
"105615","15","105255","105584","105374","105256","105463","118601"
"105616","16","105256","105585","105463","105257","105524","118601"
"105617","17","105257","105586","105524","106251","105464","118601"
"106611","18","106251","105587","105464","106252","106461","118601"
"106612","19","106252","106581","106461","106253","106521","118601"
"106613","20","106253","106582","106372","107251","106462","118601"
"107611","21","107251","106583","106462","107252","107461","118601"
"107612","22","107252","107581","107461","107253","107462","118601"
"107613","23","107253","107582","107462","108251","107463","118601"
"108611","24","108251","107583","107463","108252","108521","118601"
"108612","25","108252","108581","108521","108253","108372","118601"
"108613","26","108253","108582","108372","108254","108523","118601"
"108614","27","108254","108583","108523","109251","108374","118601"
"109611","28","109251","108584","108374","109252","109371","118601"
"109612","29","109252","109581","109371","109253","109372","118601"
"109613","30","109253","109582","109372","109254","109373","118601"
"109614","31","109254","109583","109373","10025032","109374","118601"
"10061032","32","10025032","109584","109374","10025033","10037032","118601"
"10061033","33","10025033","10058032","10037032","10025034","10037033","118601"
"10061034","34","10025034","10058033","10037033","999999","10037034","118601"
"101611","1","101251","101581","101521","101251","101371","119001"
"101611","2","102251","101581","102461","102252","102371","119001"
"102611","3","102252","102581","102222","103251","102372","119001"
"102613","4","103521","102582","103611","103252","103251","119001"
"103611","5","103252","103581","103522","103222","103371","119001"
"103613","6","103222","103582","103252","104251","103372","119001"
"103614","7","104251","103613","103614","104252","104371","119001"
"104611","8","104252","103614","104251","104253","104522","119001"
"104612","9","104253","104581","104252","104254","104462","119001"
"104613","10","104254","104582","104253","105251","104463","119001"
"105611","11","105251","104583","104254","105252","105521","119001"
"105612","12","105252","105581","105251","105253","105372","119001"
"105613","13","105253","105582","105252","105254","105373","119001"
"105614","14","105254","105583","105253","105255","105523","119001"
"105615","15","105255","105584","105254","105256","105463","119001"
"105616","16","105256","105585","105255","105257","105524","119001"
"105617","17","105257","105586","105256","106251","105377","119001"
"106611","18","106251","105587","105257","106252","106371","119001"
"106612","19","106252","106581","106251","106253","106521","119001"
"106613","20","106253","106582","106252","107251","106462","119001"
"107611","21","107251","106583","106253","107252","107461","119001"
"107612","22","107252","107581","107251","107253","107462","119001"
"107613","23","107253","107582","107252","108251","107463","119001"
"108611","24","108251","107583","107253","108252","108371","119001"
"108612","25","108252","108581","108251","108253","108372","119001"
"108613","26","108253","108582","108252","108254","108373","119001"
"108614","27","108254","108583","108253","109251","108374","119001"
"109611","28","109251","108584","108254","109252","109371","119001"
"109612","29","109252","109581","109251","109253","109372","119001"
"109613","30","109253","109582","109252","109254","109373","119001"
"109614","31","109254","109583","109253","10025032","109374","119001"
"10061032","32","10025032","109584","109254","10025033","10037032","119001"
"10061033","33","10025033","10058032","10025032","10025034","10037033","119001"
"10061034","34","10025034","10058033","10025033","999999","10037034","119001"
"101581","1","101521","101581","101431","101251","101281","119101"
"101581","2","102251","101581","102431","102521","102371","119101"
"102581","3","102521","102581","102432","103251","102372","119101"
"102582","4","103521","102582","103581","103252","103521","119101"
"103581","5","103522","103581","103461","103222","103371","119101"
"103371","6","103583","103582","103461","104251","103372","119101"
"103583","7","104401","103582","103583","104222","104461","119101"
"104581","8","104222","103583","104461","104253","104372","119101"
"104582","9","104253","104581","104372","104224","104523","119101"
"104583","10","104224","104582","104462","105251","104373","119101"
"105581","11","105251","104583","104463","105252","105521","119101"
"105582","12","105252","105581","105371","105253","105342","119101"
"105583","13","105253","105582","105372","105254","105373","119101"
"105584","14","105254","105583","105373","105255","105374","119101"
"105585","15","105255","105584","105374","105256","105463","119101"
"105586","16","105256","105585","105463","105257","105524","119101"
"105587","17","105257","105586","105524","106251","105464","119101"
"106581","18","106251","105587","105464","106252","106461","119101"
"106582","19","106252","106581","106461","106253","106521","119101"
"106583","20","106253","106582","106372","107251","106462","119101"
"107581","21","107251","106583","106462","107252","107461","119101"
"107582","22","107252","107581","107461","107253","107462","119101"
"107583","23","107253","107582","107462","108251","107463","119101"
"108581","24","108251","107583","107463","108252","108371","119101"
"108582","25","108252","108581","108371","108253","108372","119101"
"108583","26","108253","108582","108372","108254","108373","119101"
"108584","27","108254","108583","108373","109251","108374","119101"
"109581","28","109251","108584","108374","109252","109371","119101"
"109582","29","109252","109581","109371","109253","109312","119101"
"109583","30","109253","109582","109312","109254","109313","119101"
"109584","31","109254","109583","109313","10025032","109314","119101"
"10058032","32","10025032","109584","109314","10025033","10031032","119101"
"10058033","33","10025033","10058032","10031032","10025034","10031033","119101"
"10058034","34","10025034","10058033","10031033","999999","10031034","119101"
"101161","1","101161","101581","101431","101161","101281","119201"
"101161","2","102191","101581","102491","102163","102341","119201"
"102162","3","102163","102581","102432","103161","102342","119201"
"102163","4","103161","102552","103431","103162","103341","119201"
"103161","5","103162","103581","103491","103193","103342","119201"
"103552","6","103193","103582","103491","104161","103343","119201"
"103583","7","104191","103401","103553","104162","104341","119201"
"104551","8","104192","103553","104491","104163","104342","119201"
"104552","9","104193","104551","104432","104164","104283","119201"
"104553","10","104194","104552","104343","105161","104314","119201"
"105551","11","105191","104583","104433","105162","105281","119201"
"105582","12","105192","105551","105341","105163","105431","119201"
"105553","13","105193","105582","105342","105164","105283","119201"
"105554","14","105194","105553","105343","105165","105284","119201"
"105555","15","105195","105554","105344","105166","105315","119201"
"105556","16","105196","105555","105315","105167","105316","119201"
"105557","17","105197","105556","105316","106161","105317","119201"
"106551","18","106191","105557","105317","106192","106311","119201"
"106552","19","106192","106551","106311","106163","106312","119201"
"106553","20","106193","106552","106312","107161","106313","119201"
"107551","21","107191","106553","106313","107162","107311","119201"
"107552","22","107192","107551","107311","107163","107312","119201"
"107553","23","107193","107552","107312","108161","107313","119201"
"108551","24","108191","107553","107313","108162","108281","119201"
"108552","25","108192","108551","108281","108163","108492","119201"
"108553","26","108193","108552","108492","108164","108283","119201"
"108554","27","108194","108553","108283","109161","108494","119201"
"109551","28","109191","108554","108494","109162","109281","119201"
"109552","29","109192","109551","109281","109163","109282","119201"
"109553","30","109193","109552","109282","109164","109283","119201"
"109554","31","109194","109553","109283","10016032","109284","119201"
"10055032","32","10019032","109554","109284","10016033","10028032","119201"
"10055033","33","10019033","10055032","10028032","10016034","10028033","119201"
"10055034","34","10019034","10055033","10028033","999999","10028034","119201"
"101551","1","101071","101551","101431","101131","101071","119301"
"101551","2","102071","101551","102431","102131","102341","119301"
"102551","3","102131","102551","102432","103071","102131","119301"
"102432","4","103071","102552","103551","103131","103341","119301"
"103341","5","103131","103551","103552","103072","103342","119301"
"103131","6","103072","103552","103342","104131","103553","119301"
"103132","7","104071","103582","103553","104132","104341","119301"
"104551","8","104072","103553","104131","104133","104342","119301"
"104552","9","104073","104551","104132","104134","104343","119301"
"104553","10","104074","104552","104133","105131","104433","119301"
"105551","11","105071","104553","104134","105132","105341","119301"
"105552","12","105072","105551","105131","105133","105282","119301"
"105553","13","105073","105552","105132","105134","105343","119301"
"105554","14","105074","105553","105133","105135","105344","119301"
"105555","15","105075","105554","105134","105136","105345","119301"
"105556","16","105076","105555","105135","105137","105286","119301"
"105557","17","105077","105556","105136","106131","105287","119301"
"106551","18","106071","105557","105137","106132","106341","119301"
"106552","19","106072","106551","106131","106133","106342","119301"
"106553","20","106073","106552","106132","107131","106343","119301"
"107551","21","107071","106553","106133","107132","107491","119301"
"107552","22","107072","107551","107131","107133","107282","119301"
"107553","23","107073","107552","107132","108131","107283","119301"
"108551","24","108071","107553","107133","108132","108431","119301"
"108552","25","108072","108551","108131","108133","108342","119301"
"108553","26","108073","108552","108132","108134","108343","119301"
"108554","27","108074","108553","108133","109131","108434","119301"
"109551","28","109071","108554","108134","109132","109341","119301"
"109552","29","109072","109551","109131","109133","109432","119301"
"109553","30","109073","109552","109132","109134","109343","119301"
"109554","31","109074","109553","109133","10013032","109434","119301"
"10055032","32","10007032","109554","109134","10013033","10034032","119301"
"10055033","33","10007033","10055032","10013032","10013034","10043033","119301"
"10055034","34","10007034","10055033","10013033","999999","10034034","119301"
"101071","1","101101","101581","101431","101101","101281","119901"
"101101","2","102071","101581","102431","102101","102341","119901"
"102071","3","102101","102581","102432","103071","102342","119901"
"102101","4","103071","102582","103431","103101","103341","119901"
"103071","5","103101","103581","103432","103072","103342","119901"
"103552","6","103072","103582","103432","104101","103343","119901"
"103072","7","104101","103552","103583","104102","104341","119901"
"104551","8","104102","103553","104101","104103","104342","119901"
"104552","9","104103","104551","104102","104104","104343","119901"
"104553","10","104104","104552","104103","105101","104284","119901"
"105551","11","105101","104554","104344","105102","105341","119901"
"105552","12","105102","105551","105341","105103","105282","119901"
"105553","13","105103","105552","105342","105104","105343","119901"
"105554","14","105104","105553","105343","105105","105344","119901"
"105555","15","105105","105554","105344","105106","105285","119901"
"105556","16","105106","105555","105285","105107","105286","119901"
"105557","17","105107","105556","105286","106101","105287","119901"
"106551","18","106101","105557","105287","106102","106281","119901"
"106552","19","106102","106551","106281","106103","106282","119901"
"106553","20","106103","106552","106282","107101","106283","119901"
"107551","21","107101","106553","106283","107102","107281","119901"
"107552","22","107102","107551","107281","107103","107342","119901"
"107553","23","107103","107552","107342","108101","107343","119901"
"108551","24","108101","107553","107343","108102","108431","119901"
"108552","25","108102","108551","108431","108103","108492","119901"
"108553","26","108103","108552","108492","108104","108343","119901"
"108554","27","108104","108553","108343","109101","108434","119901"
"109551","28","109101","108554","108434","109102","109341","119901"
"109552","29","109102","109551","109341","109103","109282","119901"
"109553","30","109103","109552","109282","109104","109283","119901"
"109554","31","109104","109553","109283","10010032","109494","119901"
"10055032","32","10010032","109554","109494","10010033","10028032","119901"
"10055033","33","10010033","10055032","10028032","10010034","10028033","119901"
"10055034","34","10010034","10055033","10028033","999999","10028034","119901"
"101551","1","101011","101581","101401","101011","101281","120001"
"101551","2","102011","101551","102493","102014","102281","120001"
"102551","3","102014","102581","102401","103011","102282","120001"
"102552","4","103011","102552","103431","103012","103311","120001"
"103551","5","103012","103581","103491","103013","103282","120001"
"103552","6","103013","103582","103491","104011","103283","120001"
"103583","7","104491","103552","103553","104012","104311","120001"
"104581","8","104012","103553","104401","104013","104432","120001"
"104582","9","104013","104551","104432","104014","104283","120001"
"104583","10","104014","104552","104402","105011","104314","120001"
"105581","11","105011","104583","104433","105012","105311","120001"
"105582","12","105012","105581","105401","105013","105342","120001"
"105583","13","105013","105582","105431","105014","105313","120001"
"105584","14","105014","105583","105491","105015","105314","120001"
"105585","15","105015","105584","105432","105016","105315","120001"
"105586","16","105016","105585","105315","105017","105316","120001"
"105587","17","105017","105586","105316","106011","105317","120001"
"106581","18","106011","105587","105317","106012","106311","120001"
"106582","19","106012","106581","106311","106013","106312","120001"
"106583","20","106013","106582","106312","107011","106313","120001"
"107581","21","107011","106583","106313","107012","107311","120001"
"107582","22","107012","107581","107311","107013","107312","120001"
"107583","23","107013","107582","107312","108011","107313","120001"
"108581","24","108011","107583","107313","108012","108311","120001"
"108582","25","108012","108581","108311","108013","108282","120001"
"108583","26","108013","108582","108282","108014","108283","120001"
"108584","27","108014","108583","108283","109011","108284","120001"
"109581","28","109011","108584","108284","109012","109281","120001"
"109582","29","109012","109581","109281","109013","109312","120001"
"109583","30","109013","109582","109312","109014","109313","120001"
"109584","31","109014","109583","109313","10001032","109314","120001"
"10058032","32","10001032","109584","109314","10001033","10031032","120001"
"10058033","33","10001033","10058032","10031032","10001034","10031033","120001"
"10058034","34","10001034","10058033","10031033","999999","10031034","120001"
"101011","1","101011","101551","101401","101011","101281","120701"
"101551","2","102011","101551","102493","102013","102281","120701"
"102011","3","102013","102551","102401","103011","102282","120701"
"102552","4","103011","102552","103431","103012","103281","120701"
"103071","5","103012","103551","103401","103013","103282","120701"
"103552","6","103013","103552","103401","104011","103283","120701"
"103013","7","104011","103552","103553","104012","104281","120701"
"104551","8","104012","103553","104011","104013","104282","120701"
"104552","9","104013","104551","104012","104014","104402","120701"
"104554","10","104014","104552","104013","105011","104284","120701"
"105551","11","105011","104553","104014","105012","105281","120701"
"105552","12","105012","105551","105011","105013","105282","120701"
"105553","13","105013","105552","105012","105014","105343","120701"
"105554","14","105014","105553","105013","105015","105284","120701"
"105555","15","105015","105554","105014","105016","105285","120701"
"105556","16","105016","105555","105015","105017","105286","120701"
"105557","17","105017","105556","105016","106011","105287","120701"
"106551","18","106011","105557","105017","106012","106281","120701"
"106552","19","106012","106551","106011","106013","106282","120701"
"106553","20","106013","106552","106012","107011","106283","120701"
"107551","21","107011","106553","106013","107012","107281","120701"
"107552","22","107012","107551","107011","107013","107492","120701"
"107553","23","107013","107552","107012","108011","107493","120701"
"108551","24","108011","107553","107013","108012","108431","120701"
"108552","25","108012","108551","108011","108013","108492","120701"
"108553","26","108013","108552","108012","108014","108343","120701"
"108554","27","108014","108553","108013","109011","108494","120701"
"109551","28","109011","108554","108014","109012","109341","120701"
