9795ccd1bedb8d8c2dc68780453451a4ec02003224aec1f788d8391a50bbd855,5c3b7fba4c8bfea396aa7de1c8811da2bfcb6c31a95bfe40a9d9a7d45fcff358,1e6f98660aff3efc38151ddbdf96735f5d54470317b113b3e1cb01c35bbe9788,787ce7a50338202b7257f827fef369f532df30735c63cb6ed0729520a64dc937,d7009b3ab56bf749208b36c911700fe989aaf2b7d6eee861d7e1d32b89438457,d4706bd0a7c0ccac688108dc08ff1509378566ca7022ea42fe81bc94aa6db628,723b15dd0c3e0b29a80d902ae4a675ab59b48f75771dd1da6e9cd222b3ba711e,aefd0c1ab2efe034c1dd9e3009e3e050e08cea8278dbffb6285a444a5bbe14d8,b4e5dd52a4c597818544c2499a631c4fb692f1a569c1e2f612174e238cee4406,933969fea7e28ab3b47526a8c2281a6ccd2211649959e4da58860f1119440b08,799dd79512bb0623b03c06364fb41d04e95c800b5d1c1f61af14ad8affb9873e
"接下來要伸展手腳喔。\n打起精神來做吧。","7","0","5","10","1","0.5","66086","5152066","11","132111"
"0","","","","","","","66087","5152066","93","5"
"","0","","","","0","","66088","5152066","91","66086"
"radio_stretch1_loop_surprise1","1","","","0.3","","","66089","5152066","3","131911"
"radio_stretch1_loop","1","","","0.3","","","66090","5152066","3","132111"
"radio_stretch1_loop","1","","","0.3","","","66091","5152066","3","4"
"","0","","","","0","","66092","5152066","93","0.1"
"radio_stretch1_loop","1","","","0.3","","","66093","5152066","3","107511"
"radio_stretch1_loop","1","","","0.3","","","66094","5152066","3","107611"
"radio_stretch1_loop","1","","","0.3","","","66095","5152066","3","126911"
"radio_stretch1_loop","1","","","0.3","","","66096","5152066","3","110311"
"radio_stretch1_loop","1","","","0.3","","","66097","5152066","3","107811"
"radio_stretch1_loop","1","","","0.3","","","66098","5152066","3","113511"
"","0","","","","0","","66099","5152066","93","2"
"vo_rag_1005","0","","","","0","","66100","5152066","21","vo_rag"
"嘿咻、嘿咻……！","7","0","5","-10","1","0.5","66101","5152066","11","131911"
"0","","","","","","","66102","5152066","93","5"
"","0","","","","0","","66103","5152066","91","66101"
"0","","","","","","","66104","5152066","93","0.3"
"radio_talk_normal","1","","","0.3","","","66105","5152066","3","131911"
"wish_idle_normal","1","","","0.3","","","66106","5152066","3","132111"
"cool_idle","1","","","0.3","","","66107","5152066","3","4"
"0","","","","","","","66108","5152066","93","0.1"
"idle_normal","1","","","0.3","","","66109","5152066","3","107511"
"wish_idle","1","","","0.3","","","66110","5152066","3","107611"
"wish_idle_normal","1","","","0.3","","","66111","5152066","3","126911"
"idle_normal","1","","","0.3","","","66112","5152066","3","110311"
"cool_idle","1","","","0.3","","","66113","5152066","3","107811"
"sad_idle_normal","1","","","0.3","","","66114","5152066","3","113511"
"vo_rag_1006","0","","","","0","","66115","5152066","21","vo_rag"
"那麼，接著是側腰伸展運動。\n做的時候身體要彈回來喔。","8","0","5","-10","1","0.5","66116","5152066","11","131911"
"0","","","","","","","66117","5152066","93","4.3"
"","0","","","","0","","66118","5152066","91","66116"
"radio_stretch2_loop","1","","","0.2","","","66119","5152066","3","131911"
"radio_stretch2_loop_normal2","1","","","0.2","","","66120","5152066","3","132111"
"radio_stretch2_loop_talk2","1","","","0.2","","","66121","5152066","3","4"
"","0","","","","0","","66122","5152066","93","0.2"
"radio_stretch2R_loop","1","","","0.2","","","66123","5152066","3","107511"
"radio_stretch2R_loop","1","","","0.2","","","66124","5152066","3","107611"
"radio_stretch2R_loop","1","","","0.2","","","66125","5152066","3","126911"
"radio_stretch2R_loop","1","","","0.2","","","66126","5152066","3","110311"
"radio_stretch2R_loop","1","","","0.2","","","66127","5152066","3","107811"
"radio_stretch2R_loop","1","","","0.2","","","66128","5152066","3","113511"
"","0","","","","0","","66129","5152066","93","1.5"
"呼、呼、呼……","14","0","5","-10","1","0","66130","5152066","11","4"
"0","","","","","","","66131","5152066","93","0.2"
"vo_rag_1007","0","","","","0","","66132","5152066","21","vo_rag"
"0","","","","","","","66133","5152066","93","2.5"
"","0","","","","0","","66134","5152066","91","66130"
"vo_rag_1008","0","","","","0","","66135","5152066","21","vo_rag"
"真是俐落的動作……\n不愧是姊姊。","7","0","5","10","1","0.5","66136","5152066","11","132111"
"0","","","","","","","66137","5152066","93","4.5"
"","0","","","","0","","66138","5152066","91","66136"
"0","","","","","","","66139","5152066","93","0.5"
"radio_victory_in_normal2","0","1","0","0.2","radio_victory_loop_normal2","","66140","5152066","3","131911"
"radio_victory_in_normal2","0","1","0","0.2","radio_victory_loop_normal2","","66141","5152066","3","132111"
"radio_victory_in","0","1","0","0.2","radio_victory_loop","","66142","5152066","3","4"
"idle_normal","1","","","0.2","","","66143","5152066","3","107511"
"wish_idle","1","","","0.2","","","66144","5152066","3","107611"
"wish_idle_normal","1","","","0.2","","","66145","5152066","3","126911"
"idle_normal","1","","","0.2","","","66146","5152066","3","110311"
"cool_idle","1","","","0.2","","","66147","5152066","3","107811"
"sad_idle_normal","1","","","0.2","","","66148","5152066","3","113511"
"vo_rag_1009","0","","","","0","","66149","5152066","21","vo_rag"
"最後舉起雙手，勝利──！","9","0","5","-10","1","0.5","66150","5152066","11","131911"
"","0","","","","0","","66151","5152066","93","1.5"
"radio_victory_in_normal2","0","1","0","0.2","radio_victory_loop_normal2","","66152","5152066","3","107511"
"radio_victory_in_normal2","0","1","0","0.2","radio_victory_loop_normal2","","66153","5152066","3","107611"
"radio_victory_in","0","1","0","0.2","radio_victory_loop","","66154","5152066","3","126911"
"radio_victory_in_normal2","0","1","0","0.2","radio_victory_loop_normal2","","66155","5152066","3","110311"
"radio_victory_in_normal2","0","1","0","0.2","radio_victory_loop_normal2","","66156","5152066","3","107811"
"radio_victory_in_normal2","0","1","0","0.2","radio_victory_loop_normal2","","66157","5152066","3","113511"
"0","","","","","","","66158","5152066","93","0.8"
"radio_victory_out","0","1","0","0.2","radio_victory_idle","","66159","5152066","3","131911"
"0","","","","","","","66160","5152066","93","1.8"
"","0","","","","0","","66161","5152066","91","66150"
"radio_victory_out","0","1","0","0.2","radio_victory_idle","","66162","5152066","3","132111"
"radio_victory_out_talk2","0","1","0","0.2","radio_victory_idle_talk2","","66163","5152066","3","4"
"radio_victory_out","0","1","0","0.2","radio_victory_idle","","66164","5152066","3","107511"
"radio_victory_out","0","1","0","0.2","radio_victory_idle","","66165","5152066","3","107611"
"radio_victory_out","0","1","0","0.2","radio_victory_idle","","66166","5152066","3","126911"
"radio_victory_out","0","1","0","0.2","radio_victory_idle","","66167","5152066","3","110311"
"radio_victory_out","0","1","0","0.2","radio_victory_idle","","66168","5152066","3","107811"
"radio_victory_out","0","1","0","0.2","radio_victory_idle","","66169","5152066","3","113511"
"vo_rag_1010","0","","","","0","","66170","5152066","21","vo_rag"
"0610_in","","0","","0","","","66171","5152066","3","2"
"bgm_MC173B","0.5","0","1","0","0.5","","66172","5152066","27","bgm_MC173B"
"se_10058300_radio_finish","0","","","","","","66173","5152066","23","se_10058300"
"finish","","","","","","","66174","5152066","37","2"
"1","0","","","","0","","66175","5152066","93","0.4"
"0610_mid","0","0","","0","","","66176","5152066","3","2"
"","0","","","","0","","66177","5152066","92",""
"0610_out","0","0","0","0","empty","","66178","5152066","3","2"
"0","0","","","","0","","66179","5152066","93","0.3"
"pack_vic_in","0","1","0","0.2","pack_vic_idle","","66180","5152066","3","5"
"se_10058300_pack_appear","0","","","","","","66181","5152066","23","se_10058300"
"radio_victory_idle","1","","","0.2","","","66182","5152066","3","131911"
"","0","","","","0","","66183","5152066","93","0.1"
"radio_victory_idle","1","","","0.2","","","66184","5152066","3","132111"
"radio_victory_idle_talk2","1","","","0.2","","","66185","5152066","3","4"
"","0","","","","0","","66186","5152066","93","0.1"
"radio_victory_lookup2_idle","1","","","0.2","","","66187","5152066","3","107511"
"radio_victory_lookup_idle","1","","","0.2","","","66188","5152066","3","107611"
"radio_victory_lookup_idle","1","","","0.2","","","66189","5152066","3","126911"
"radio_victory_lookup2_idle","1","","","0.2","","","66190","5152066","3","110311"
"radio_victory_lookup2_idle","1","","","0.2","","","66191","5152066","3","107811"
"radio_victory_lookup_idle","1","","","0.2","","","66192","5152066","3","113511"
"","0","","","","0","","66193","5152066","93","0.3"
"vo_rag_1011","0","","","","0","","66194","5152066","21","vo_rag"
"勝利──！","13","1","5","0","1","0","66195","5152066","11","5"
"","0","","","","0","","66196","5152066","91","0"
"se_10058300_emotion_laugh","0","","","","","","66197","5152066","23","se_10058300"
"1","","","","","","","66198","5152066","32","17"
"smile2_joy","0","1","0","0.2","sad_idle_joy","","66199","5152066","3","131911"
"wish_talk","1","","","0.2","","","66200","5152066","3","132111"
"doya_in_normal","0","1","0","0.2","doya_idle","","66201","5152066","3","4"
"handsup_in","0","1","0","0.2","handsup_loop","","66202","5152066","3","107511"
"wish_idle_dere","1","","","0.2","","","66203","5152066","3","107611"
"wish2_idle","1","","","0.2","","","66204","5152066","3","126911"
"joy_idle","1","","","0.2","","","66205","5152066","3","110311"
"cool_in_dere2","0","1","0","0.2","cool_talk_dere2","","66206","5152066","3","107811"
"wish_talk_joy_shy","1","","","0.2","","","66207","5152066","3","113511"
"","","","","","","","66208","5152066","93","2"
"1","","","","","","","66209","5152066","32","4"
"","","","","","","","66210","5152066","93","1"
"0","","","","","","","66211","5152066","93","0.5"
"","","","","","","","66212","5152066","101","66213"
"bgm_MC173B","","","","","","","66213","5152066","25","bgm_MC173B"
"0","","","","","","","66214","5152066","22","0"
"107511","53","-254","0","1.5","-60","top_idle_normal","67001","5152067","1","1"
"0","","","","","","","67002","5152067","93","0.5"
"","","","","","","","67003","5152067","101","67004"
"top_doya_in","0","1","0","0.2","top_doya_talk","","67004","5152067","3","107511"
"vo_rag_0101","0","","","","0","","67005","5152067","21","vo_rag"
"我已經做好享受任何體操的準備了。一起加油吧！","8","1","-92","80","1","0","67006","5152067","11","107511"
"1","","","","","","","67007","5152067","93","3.7"
"0","0","","","","","","67008","5152067","102","0"
"107511","53","-254","0","1.5","-60","top_idle_normal","68001","5152068","1","1"
"0","","","","","","","68002","5152068","93","0.5"
"","","","","","","","68003","5152068","101","68004"
"top_surprise3_loop","1","","","0.2","","","68004","5152068","3","107511"
"vo_rag_0102","0","","","","0","","68005","5152068","21","vo_rag"
"做完體操後吃的飯……絕對會很美味唷☆","7","1","-92","80","1","0","68006","5152068","11","107511"
"1","","","","","","","68007","5152068","93","3.6"
"0","0","","","","","","68008","5152068","102","0"
"107611","53","-254","0","1.5","-60","top_idle_normal","69001","5152069","1","1"
"0","","","","","","","69002","5152069","93","0.5"
"","","","","","","","69003","5152069","101","69004"
"top_sad_talk","1","","","0.2","","","69004","5152069","3","107611"
"vo_rag_0201","0","","","","0","","69005","5152069","21","vo_rag"
"在下一定會把在此學到的體操告訴主人。","6","1","-92","80","1","0","69006","5152069","11","107611"
"1","","","","","","","69007","5152069","93","3.3"
"0","0","","","","","","69008","5152069","102","0"
"107611","53","-254","0","1.5","-60","top_idle_normal","70001","5152070","1","1"
"0","","","","","","","70002","5152070","93","0.5"
"","","","","","","","70003","5152070","101","70004"
"top_wish_talk_normal","1","","","0.2","","","70004","5152070","3","107611"
"vo_rag_0202","0","","","","0","","70005","5152070","21","vo_rag"
"蓋上的印章就是努力的證明。這想必會成為重要的寶物吧。","8","1","-92","80","1","0","70006","5152070","11","107611"
"1","","","","","","","70007","5152070","93","3.3"
"0","0","","","","","","70008","5152070","102","0"
"107811","53","-254","0","1.5","-60","top_idle_normal","71001","5152071","1","1"
"0","","","","","","","71002","5152071","93","0.5"
"","","","","","","","71003","5152071","101","71004"
"top_cool_in","0","1","0","0.2","top_cool_talk","","71004","5152071","3","107811"
"vo_rag_0301","0","","","","0","","71005","5152071","21","vo_rag"
"好了，打起精神好好地做。動作不確實的話可是會受傷的。","7","1","-92","80","1","0","71006","5152071","11","107811"
"1","","","","","","","71007","5152071","93","3.8"
"0","0","","","","","","71008","5152071","102","0"
"107811","53","-254","0","1.5","-60","top_idle_normal","72001","5152072","1","1"
"0","","","","","","","72002","5152072","93","0.5"
"","","","","","","","72003","5152072","101","72004"
"top_armcrossed_talk_shy","0","1","0.2","0.2","top_armcrossed_talk_nervous","","72004","5152072","3","107811"
"vo_rag_0302","0","","","","0","","72005","5152072","21","vo_rag"
"又不是小孩子，哪會為了蓋章而開心……感覺還不壞呢。","8","1","-92","80","1","0","72006","5152072","11","107811"
"1","","","","","","","72007","5152072","93","3.2"
"0","0","","","","","","72008","5152072","102","0"
"131911","53","-254","0","1.5","-60","top_idle_normal","73001","5152073","1","1"
"0","","","","","","","73002","5152073","93","0.5"
"","","","","","","","73003","5152073","101","73004"
"top_wish_talk_joy","1","","","0.2","","","73004","5152073","3","131911"
"vo_rag_0401","0","","","","0","","73005","5152073","21","vo_rag"
"居然能在夏日的海邊做廣播體操，我非～常期待呢！","8","1","-92","80","1","0","73006","5152073","11","131911"
"1","","","","","","","73007","5152073","93","3.6"
"0","0","","","","","","73008","5152073","102","0"
"131911","53","-254","0","1.5","-60","top_idle_normal","74001","5152074","1","1"
"0","","","","","","","74002","5152074","93","0.5"
"","","","","","","","74003","5152074","101","74004"
"top_gutsB_talk","1","","0","0.2","","","74004","5152074","3","131911"
"vo_rag_0402","0","","","","0","","74005","5152074","21","vo_rag"
"還可以學到大家的體操呢。我會拚命努力的！","7","1","-92","80","1","0","74006","5152074","11","131911"
"1","","","","","","","74007","5152074","93","3.6"
"0","0","","","","","","74008","5152074","102","0"
"131911","60","-330","0","1.9","-10","empty","75001","5152075","1","1"
"1","61","-330","0","1.9","-10","empty","75002","5152075","5","1"
"132111","58","-315","0","1.9","-192","empty","75003","5152075","1","1"
"2","59","-315","0","1.9","-192","empty","75004","5152075","5","1"
"4","57","-312","0","1.9","163","empty","75005","5152075","5","4"
"107511","54","-165","0","1.75","-132","empty","75006","5152075","1","1"
"107811","55","-175","0","1.75","-292","empty","75007","5152075","1","1"
"107611","56","-190","0","1.75","-452","empty","75008","5152075","1","1"
"110311","51","-165","1","1.75","105","empty","75009","5152075","1","1"
"126911","52","-175","1","1.75","265","empty","75010","5152075","1","1"
"113511","53","-190","1","1.75","425","empty","75011","5152075","1","1"
"5","59","-324","0","1.9","15","empty","75012","5152075","5","5"
"90","0","1","","0","0","","75013","5152075","31","90"
"0","","","","","","","75014","5152075","91","0"
"0","","","","","","","75015","5152075","93","0.6"
"1","","","","","","","75016","5152075","32","90"
"0","","","","","","","75017","5152075","93","0.1"
"comp_victory_F_noFace","0","","","0","","","75018","5152075","3","131911"
"comp_victory_F_emilia","0","","","0","","","75019","5152075","3","1"
"comp_victory_F_noFace","0","","","0","","","75020","5152075","3","132111"
"comp_victory_F_rem","0","","","0","","","75021","5152075","3","2"
"comp_victory_F","0","","","0","","","75022","5152075","3","4"
"comp_victory_B","0","","","0","","","75023","5152075","3","107511"
"comp_victory_B","0","","","0","","","75024","5152075","3","107811"
"comp_victory_B_kokkoro","0","","","0","","","75025","5152075","3","107611"
"comp_victory_B","0","","","0","","","75026","5152075","3","110311"
"comp_victory_B","0","","","0","","","75027","5152075","3","126911"
"comp_victory_B","0","","","0","","","75028","5152075","3","113511"
"pack_comp_vic_in","0","1","0","0","pack_comp_vic_idle","","75029","5152075","3","5"
"0","","","","","","","75030","5152075","93","4.5"
"out","","","","","","","75031","5152075","37","90"
"1","1","0","0","0.1","1","","75032","5152075","6","131911"
"1","1","0","0","0.1","1","","75033","5152075","6","1"
"1","1","0","0","0.1","1","","75034","5152075","6","132111"
"1","1","0","0","0.1","1","","75035","5152075","6","2"
"1","1","0","0","0.1","1","","75036","5152075","6","4"
"1","1","0","0","0.1","1","","75037","5152075","6","107511"
"1","1","0","0","0.1","1","","75038","5152075","6","107811"
"1","1","0","0","0.1","1","","75039","5152075","6","107611"
"1","1","0","0","0.1","1","","75040","5152075","6","110311"
"1","1","0","0","0.1","1","","75041","5152075","6","126911"
"1","1","0","0","0.1","1","","75042","5152075","6","113511"
"1","1","0","0","0.1","1","","75043","5152075","6","5"
"0","","","","","","","75044","5152075","93","1"
