ab988b3e7782e33a91f6fabb61629b7105b70e3f403c6da66aae48a9bc23f245,c4c56180e5417e2d196fcf3f9d45dcea0cadb508277b8123fac32a068bc48fa8,553cb05cb781cc1e94a87b5cf8723aca656b93ca324503674619aab382e35b22,70de9088b87232839cf5791e18748d8b4c0c432c7c531ef3cb3548392067d1be,c3e9f2e7a08206f21c181279f14b5f7d804c15528941b26511a5eac50098ed34,b4323a442b4013578627cf53f7f8be8a8ce97656a62a4bac52d9c65d2daaefd4,33090e459c1efb16279320345a12db09b91ceaf579bbbfdf8c081a4cd524a83f,ee394152238efc78327918a25eb9d5b3d5c924d677012a514d5bea088b2eff2c,5da3f86cb287af442b4fcca7f1a148507246a1a247732850602c2a46a584b20e,817d69fb0bd9a76b05dae6bc61bdded0bfbaab1242763df3bf882e6b97a1806e,fcdf4ec59b4fe884b70dd6c7cbf533908aa358839188501c11230d9caba7cf0f
"","","3","2","0.5","1010807","dsb_idle_arm_joy_crossed","1010807062","","1",""
"","","3","1","0.5","1010807","dsb_talk_joy3","1010807063","","1",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7009","1010807064","","0",""
"1","1","11","1","0","1010807","是嗎～♪\n那今天的溫泉很成功呢☆\n不枉費我請人去抓回來～","1010807065","0","10","0.2"
"","","91","0","","1010807","","1010807066","","",""
"","","3","1","0.5","1010807","dsb_idle_normal","1010807067","","1",""
"","","3","2","0.3","1010807","dsb_talk_normal","1010807068","","1",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7010","1010807069","","0",""
"1","1","11","2","0","1010807","你們真有一套啊！\n……嗯？等一下。\n抓回來……？","1010807070","0","10","0.2"
"","","93","2.9","","1010807","1","1010807071","","",""
"","","3","2","0.3","1010807","dsb_talk_normal_jitome","1010807072","","1",""
"","","91","1010807070","","1010807","","1010807073","","",""
"","","3","2","0.5","1010807","dsb_idle_normal","1010807074","","1",""
"","","3","1","0.5","1010807","dsb_talk_normal_joy","1010807075","","1",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7011","1010807076","","0",""
"1","1","11","1","0","1010807","咦？妳沒看到溫泉的名字嗎～？\n今天這個溫泉……\n混合了特製藥水和軟泥怪，\n是本旅館引以為傲的軟泥怪溫泉～☆","1010807077","0","10","0.2"
"","","91","0","","1010807","","1010807078","","",""
"","","3","1","0.5","1010807","dsb_idle_joy1","1010807079","","1",""
"","","3","2","0.5","1010807","dsb_talk_surprise2_anger2","1010807080","","1",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7012","1010807081","","0",""
"1","1","11","2","0","1010807","軟……軟泥怪浴～～！？\n這麼說來我好像有在哪裡\n看到這種令人不安的字眼……","1010807082","0","10","0.2"
"","","91","0","","1010807","","1010807083","","",""
"","","3","2","0.5","1010807","dsb_talk_surprise1_shy","1010807084","","1",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7013","1010807085","","0",""
"1","1","11","2","0","1010807","也難怪總感覺這溫泉\n有股親切感啊……才怪！\n妳在搞什麼鬼東西啊！？","1010807086","0","10","0.2"
"","","93","5.6","","1010807","1","1010807087","","",""
"","","3","2","0.5","1010807","dsb_talk_anger_Ex2","1010807088","","1",""
"","","91","1010807086","","1010807","","1010807089","","",""
"","","3","1","0.5","1010807","dsb_talk_surprise1_normal2","1010807090","","1",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7014","1010807091","","0",""
"1","1","11","1","0","1010807","不過效果很好對吧～？\n順帶一提，魔力的恢復量\n會隨著入浴時間而增加，\n設計得很棒喔～☆","1010807092","0","10","0.2"
"","","91","0","","1010807","","1010807093","","",""
"","","3","1","0.5","1010807","dsb_idle_normal","1010807094","","1",""
"","","3","2","0.5","1010807","dsb_talk_sad_shy","1010807095","","1",""
"0","","21","vo_dsb_1010807","","1010807","vo_dsb_7015","1010807096","","0",""
"1","1","11","2","0","1010807","不，重點不是那個……\n咦！？恢復量好像\n真的變多了……！\n唔唔唔唔唔……好、好有效～♪","1010807097","0","10","0.2"
"","","93","7.5","","1010807","1","1010807098","","",""
"","","3","2","0.5","1010807","dsb_talk_memory_nervous","1010807099","","1",""
"dsb_idle_normal","1","3","1","0.5","1010807","dsb_smile2","1010807100","0.5","0",""
"","","91","1010807097","","1010807","","1010807101","","",""
"","","93","0.3","","1010807","0","1010807102","","",""
"-165","-345","5","12","2","1010808","1","1010808001","0","70","dsb_idle_normal"
"165","-345","5","9","2","1010808","2","1010808002","1","70","dsb_idle_relax_dere2"
"0","1","31","1","1","1010808","1","1010808003","","0",""
"0","1","31","3","1","1010808","3","1010808004","","0",""
"0","1","31","4","1","1010808","4","1010808005","","0",""
"0","1","31","19","1","1010808","10","1010808006","","0",""
"0","1","31","29","1","1010808","20","1010808007","","0",""
"-168","1","31","39","1","1010808","30","1010808008","","155",""
"-168","1","31","39","1","1010808","31","1010808009","","-155",""
"","","13","1","","1010808","170","1010808010","","",""
"","","13","2","","1010808","170","1010808011","","",""
"","","91","0","","1010808","","1010808012","","",""
"","","23","se_10044200","","1010808","se_10044200_cmn_amb","1010808013","","1",""
"","","23","se_10044200","","1010808","se_10044200_cmn_steam","1010808014","","0",""
"","","93","6.2","","1010808","0","1010808015","","",""
"","","23","se_10044200","","1010808","se_10044200_hotspring_09","1010808016","","1",""
"","","93","1.3","","1010808","0","1010808017","","",""
"","","3","2","0.5","1010808","dsb_talk_relax_Ex8","1010808018","","1",""
"0","","21","vo_dsb_1010808","","1010808","vo_dsb_8001","1010808019","","0",""
"1","1","11","2","0","1010808","呼啊啊……\n明明很暖和卻又感到涼爽……\n感覺好神奇……♪","1010808020","0","10","0.2"
"","","91","0","","1010808","","1010808021","","",""
"","","3","2","0.5","1010808","dsb_idle_normal_joy","1010808022","","1",""
"","","3","1","0.5","1010808","dsb_talk_normal_joy","1010808023","","1",""
"0","","21","vo_dsb_1010808","","1010808","vo_dsb_8002","1010808024","","0",""
"1","1","11","1","0","1010808","呵呵呵，這座藥草浴池使用了\n從精靈之森採到的藥草喔～\n會讓喉嚨的狀況變得非常好。\n妳稍微出個聲試試看～","1010808025","0","10","0.2"
"","","91","0","","1010808","","1010808026","","",""
"","","3","1","0.3","1010808","dsb_idle_wish_normal","1010808027","","1",""
"","","3","2","0.3","1010808","dsb_kurumi_sing_in","1010808028","","0",""
"0","","21","vo_dsb_1010808","","1010808","vo_dsb_8003","1010808029","","0",""
"1","1","11","2","0","1010808","好、好的。\n……呼。\n啊──啊──啊──♪","1010808030","0","10","0.2"
"","","93","5","","1010808","1","1010808031","","",""
"dsb_kurumi_sing_loop","1","3","2","0.2","1010808","dsb_kurumi_sing_mid","1010808032","0","0",""
"","","91","1010808030","","1010808","","1010808033","","",""
"","","3","1","0.5","1010808","dsb_idle_wish_talkjoy2","1010808034","","1",""
"","","3","2","0.5","1010808","dsb_talk_sad2_light","1010808035","","1",""
"0","","21","vo_dsb_1010808","","1010808","vo_dsb_8004","1010808036","","0",""
"1","1","11","2","0","1010808","哇啊……！\n真的……\n可以比平常更輕易地持續發聲……！","1010808037","0","10","0.2"
"","","91","0","","1010808","","1010808038","","",""
"","","3","2","0.5","1010808","dsb_idle_normal_joy","1010808039","","1",""
"","","3","1","0.5","1010808","dsb_talk_joy3","1010808040","","1",""
"0","","21","vo_dsb_1010808","","1010808","vo_dsb_8005","1010808041","","0",""
"1","1","11","1","0","1010808","妳的聲音很好聽呢～♪\n我好驚訝～","1010808042","0","10","0.2"
"","","91","0","","1010808","","1010808043","","",""
"","","3","1","0.5","1010808","dsb_idle_sad_talkjoy2","1010808044","","1",""
"","","3","2","0.5","1010808","dsb_talk_surprise1_talkjoy2_2","1010808045","","1",""
"0","","21","vo_dsb_1010808","","1010808","vo_dsb_8006","1010808046","","0",""
"1","1","11","2","0","1010808","謝、謝謝妳……♪\n呃，我……\n很喜歡演戲。\n所以……我正在練習發聲……","1010808047","0","10","0.2"
"","","91","0","","1010808","","1010808048","","",""
"","","3","2","0.5","1010808","dsb_idle_normal_joy","1010808049","","1",""
"","","3","1","0.5","1010808","dsb_talk_wish_dere","1010808050","","1",""
"0","","21","vo_dsb_1010808","","1010808","vo_dsb_8007","1010808051","","0",""
"1","1","11","1","0","1010808","哎呀，原來妳是演員呀～\n妳都演什麼樣的戲呢……？\n好好奇～♪","1010808052","0","10","0.2"
"","","91","0","","1010808","","1010808053","","",""
"","","3","1","0.5","1010808","dsb_idle_wish_normal","1010808054","","1",""
"","","3","2","0.5","1010808","dsb_talk_wish_dere","1010808055","","1",""
"0","","21","vo_dsb_1010808","","1010808","vo_dsb_8008","1010808056","","0",""
"1","1","11","2","0","1010808","那、那麼……\n我可以稍微演一段看看嗎？\n算是謝謝妳準備了這池溫泉……♪","1010808057","0","10","0.2"
"","","91","0","","1010808","","1010808058","","",""
"","","3","2","0.5","1010808","dsb_idle_joy1","1010808059","","1",""
"","","3","1","0.3","1010808","dsb_talk_normal_joy","1010808060","","1",""
"0","","21","vo_dsb_1010808","","1010808","vo_dsb_8009","1010808061","","0",""
"1","1","11","1","0","1010808","好高興～♪\n我就恭敬不如從命，好嗎？","1010808062","0","10","0.2"
"","","91","0","","1010808","","1010808063","","",""
"","","3","1","0.5","1010808","dsb_idle_normal","1010808064","","1",""
"","","3","2","0.5","1010808","dsb_talk_wish_dere","1010808065","","1",""
"0","","21","vo_dsb_1010808","","1010808","vo_dsb_8010","1010808066","","0",""
"1","1","11","2","0","1010808","當然。\n我要開始了……","1010808067","0","10","0.2"
"","","91","0","","1010808","","1010808068","","",""
"","","23","se_10044200","","1010808","se_10044200_get_out_water","1010808069","","0",""
"","","3","2","0.2","1010808","dsb_kurumi_acting1_in","1010808070","","0",""
"","","91","0","","1010808","","1010808071","","",""
"dsb_kurumi_acting1_loop","1","3","2","0.2","1010808","dsb_kurumi_acting1_middle","1010808072","0.2","0",""
"dsb_misato_surprise_loop1","1","3","1","0.5","1010808","dsb_misato_surprise","1010808073","0.5","0",""
"","","22","0","","1010808","0","1010808074","","",""
"0.9","","21","vo_dsb_1010808","","1010808","vo_dsb_8011","1010808075","","0",""
"1","1","11","2","0","1010808","……欸，你講清楚！\n我跟那個女人，你要選誰！？","1010808076","0","10","0.2"
"","","91","0","","1010808","","1010808077","","",""
"","","3","1","0.5","1010808","dsb_idle_surprise1_nervous","1010808078","","1",""
"0","","21","vo_dsb_1010808","","1010808","vo_dsb_8012","1010808079","","0",""
"1","1","11","1","0","1010808","哎、哎呀？","1010808080","0","10","0.2"
"","","91","0","","1010808","","1010808081","","",""
"","","3","2","0.2","1010808","dsb_kurumi_acting2","1010808082","","1",""
"0","","21","vo_dsb_1010808","","1010808","vo_dsb_8013","1010808083","","0",""
"1","1","11","2","0","1010808","在遠離都市的溫泉街\n幽會的日子我已經受夠了！\n你就這麼想隱瞞和我之間的關係嗎！？","1010808084","0","10","0.2"
"","","91","0","","1010808","","1010808085","","",""
"","","3","1","0.5","1010808","dsb_misato_talk_sad2_dere2","1010808086","","1",""
"0","","21","vo_dsb_1010808","","1010808","vo_dsb_8014","1010808087","","0",""
"1","1","11","1","0","1010808","哎呀哎呀，真不得了……\n忽然就上演三角關係了～\n不過妳真不愧是演員。\n好想看後續發展啊～♪","1010808088","0","10","0.2"
"","","91","0","","1010808","","1010808089","","",""
"","","93","0.3","","1010808","0","1010808090","","",""
"-165","-345","5","11","2","1010809","1","1010809001","0","70","dsb_idle_normal_talk1"
"165","-345","5","5","2","1010809","2","1010809002","1","70","dsb_idle_normal"
"0","1","31","1","1","1010809","1","1010809003","","0",""
"0","1","31","3","1","1010809","3","1010809004","","0",""
"0","1","31","4","1","1010809","4","1010809005","","0",""
"0","1","31","15","1","1010809","10","1010809006","","0",""
"0","1","31","25","1","1010809","20","1010809007","","0",""
"-168","1","31","35","1","1010809","30","1010809008","","155",""
"-168","1","31","35","1","1010809","31","1010809009","","-155",""
"","","13","1","","1010809","170","1010809010","","",""
"","","13","2","","1010809","170","1010809011","","",""
"","","91","0","","1010809","","1010809012","","",""
"","","23","se_10044200","","1010809","se_10044200_cmn_amb","1010809013","","1",""
"","","23","se_10044200","","1010809","se_10044200_cmn_steam","1010809014","","0",""
"","","93","6.2","","1010809","0","1010809015","","",""
"","","23","se_10044200","","1010809","se_10044200_hotspring_05","1010809016","","1",""
"","","93","1.3","","1010809","0","1010809017","","",""
"","","3","2","0.5","1010809","dsb_talk_sad","1010809018","","1",""
"0","","21","vo_dsb_1010809","","1010809","vo_dsb_9001","1010809019","","0",""
"1","1","11","2","0","1010809","啊……\n天啊……！\n我的……我的肌膚……！","1010809020","0","10","0.2"
"","","91","0","","1010809","","1010809021","","",""
"","","3","2","0.2","1010809","dsb_talk_wish_shy","1010809022","","1",""
"0","","21","vo_dsb_1010809","","1010809","vo_dsb_9002","1010809023","","0",""
"1","1","11","2","0","1010809","超越了全人類\n所能想像的美麗的極限……！","1010809024","0","10","0.2"
"","","91","0","","1010809","","1010809025","","",""
"","","3","2","0.5","1010809","dsb_idle_wish_shy","1010809026","","1",""
"","","3","1","0.5","1010809","dsb_talk_nerrvous_surprise","1010809027","","1",""
"","","22","0","","1010809","0","1010809028","","",""
"0.9","","21","vo_dsb_1010809","","1010809","vo_dsb_9003","1010809029","","0",""
"1","1","11","1","0","1010809","……哦。\n那真是不得了。","1010809030","0","10","0.2"
"","","91","0","","1010809","","1010809031","","",""
"","","3","1","0.5","1010809","dsb_idle_normal","1010809032","","1",""
"","","3","2","0.5","1010809","dsb_talk_worry","1010809033","","1",""
"0","","21","vo_dsb_1010809","","1010809","vo_dsb_9004","1010809034","","0",""
"1","1","11","2","0","1010809","醫生，妳的反應很冷淡耶！？\n這已經算是會改變歷史的\n大事件了！","1010809035","0","10","0.2"
"","","91","0","","1010809","","1010809036","","",""
"","","3","2","0.3","1010809","dsb_talk_thinking","1010809037","","1",""
"0","","21","vo_dsb_1010809","","1010809","vo_dsb_9005","1010809038","","0",""
"1","1","11","2","0","1010809","這泉水滋潤肌膚的感覺……\n非同凡響啊。\n醫生造出了這種溫泉，\n就算稱妳為共犯也不為過吧！","1010809039","0","10","0.2"
"","","91","0","","1010809","","1010809040","","",""
"","","3","2","0.3","1010809","dsb_talk_surprise1_shy","1010809041","","1",""
"0","","21","vo_dsb_1010809","","1010809","vo_dsb_9006","1010809042","","0",""
"1","1","11","2","0","1010809","沒錯，妳是我的共犯……\n美麗的共犯！","1010809043","0","10","0.2"
"","","91","0","","1010809","","1010809044","","",""
"","","3","2","0.5","1010809","dsb_idle_surprise1_sjhy","1010809045","","1",""
"","","3","1","0.5","1010809","dsb_talk_surprise1_normal2","1010809046","","1",""
"","","22","0","","1010809","0","1010809047","","",""
"0.9","","21","vo_dsb_1010809","","1010809","vo_dsb_9007","1010809048","","0",""
"1","1","11","1","0","1010809","……雪妳還是老樣子。\n不過妳喜歡就太好了。","1010809049","0","10","0.2"
"","","91","0","","1010809","","1010809050","","",""
"","","3","1","0.5","1010809","dsb_idle_surprise1_normal","1010809051","","1",""
"dsb_talk_guts2_dere_loop","1","3","2","0.3","1010809","dsb_talk_guts2_dere","1010809052","0.2","0",""
"0","","21","vo_dsb_1010809","","1010809","vo_dsb_9008","1010809053","","0",""
"1","1","11","2","0","1010809","所以說，\n今天妳一定\n要答應當我的主治醫師♪","1010809054","0","10","0.2"
"","","91","0","","1010809","","1010809055","","",""
"","","3","2","0.5","1010809","dsb_idle_normal","1010809056","","1",""
"","","3","1","0.5","1010809","dsb_talk_normal_sad","1010809057","","1",""
"0","","21","vo_dsb_1010809","","1010809","vo_dsb_9009","1010809058","","0",""
"1","1","11","1","0","1010809","妳真的都沒變呢……\n順便回答妳答案是「不」。","1010809059","0","10","0.2"
"","","91","0","","1010809","","1010809060","","",""
"","","3","1","0.5","1010809","dsb_idle_normal","1010809061","","1",""
"","","3","2","0.5","1010809","dsb_talk_normal_suprise1","1010809062","","1",""
"0","","21","vo_dsb_1010809","","1010809","vo_dsb_9010","1010809063","","0",""
"1","1","11","2","0","1010809","咦～？\n醫生也一樣，還是很無情啊。\n不過，我也不會這樣就放棄的喔？","1010809064","0","10","0.2"
"","","91","0","","1010809","","1010809065","","",""
"","","3","2","0.3","1010809","dsb_talk_sad2_blink","1010809066","","1",""
"0","","21","vo_dsb_1010809","","1010809","vo_dsb_9011","1010809067","","0",""
"1","1","11","2","0","1010809","一切都是為了我的美麗……\n不論是誰\n都無法阻礙我實踐這條路的。","1010809068","0","10","0.2"
"","","91","0","","1010809","","1010809069","","",""
"","","3","2","0.5","1010809","dsb_idle_sad_blink","1010809070","","1",""
"","","3","1","0.5","1010809","dsb_talk_joy3","1010809071","","1",""
"0","","21","vo_dsb_1010809","","1010809","vo_dsb_9012","1010809072","","0",""
"1","1","11","1","0","1010809","呵呵呵……\n雪充滿自信這一點，\n我還滿欣賞的。","1010809073","0","10","0.2"
"","","91","0","","1010809","","1010809074","","",""
"","","3","1","0.5","1010809","dsb_idle_normal","1010809075","","1",""
"","","3","2","0.5","1010809","dsb_talk_memory_talkjoy2","1010809076","","1",""
"0","","21","vo_dsb_1010809","","1010809","vo_dsb_9013","1010809077","","0",""
"1","1","11","2","0","1010809","那就來當我的主治醫師嘛♪","1010809078","0","10","0.2"
"","","91","0","","1010809","","1010809079","","",""
"","","3","1","0.5","1010809","dsb_talk_surprise1_shy","1010809080","","1",""
"0","","21","vo_dsb_1010809","","1010809","vo_dsb_9014","1010809081","","0",""
"1","1","11","1","0","1010809","不──要♪","1010809082","0","10","0.2"
"","","91","0","","1010809","","1010809083","","",""
"dsb_idle_normal","1","3","1","0.5","1010809","dsb_smile2_mitsuki1","1010809084","0.5","0",""
"","","3","2","0.5","1010809","dsb_talk_anger","1010809085","","1",""
"0","","21","vo_dsb_1010809","","1010809","vo_dsb_9015","1010809086","","0",""
"1","1","11","2","0","1010809","真小氣～！","1010809087","0","10","0.2"
"","","91","0","","1010809","","1010809088","","",""
"","","93","0.3","","1010809","0","1010809089","","",""
"-60","-254","1","1","1.5","1015011","124631","1015011001","0","53","dsb_top_misato_idle_normal"
"","","3","124631","0.2","1015011","dsb_top_misato_talk","1015011002","","1",""
"0","","21","vo_dsb","","1015011","vo_dsb_0301","1015011003","","0",""
"1","0","11","124631","80","1015011","好，泡溫泉時間到囉～♪好好泡個澡，讓體內整個都暖起來吧～","1015011004","-92","7","0.7"
"","","91","0","","1015011","","1015011005","","",""
"","","3","124631","0.2","1015011","dsb_top_misato_idle_normal","1015011006","","1",""
"-60","-254","1","1","1.5","1015012","124631","1015012001","0","53","dsb_top_misato_idle_normal"
"","","3","124631","0.2","1015012","dsb_top_misato_joy","1015012002","","1",""
"0","","21","vo_dsb","","1015012","vo_dsb_0302","1015012003","","0",""
"1","0","11","124631","80","1015012","我想成為一位優秀的老師，像溫泉一樣溫柔地包容大家～","1015012004","-92","6","0.7"
"","","91","0","","1015012","","1015012005","","",""
"","","3","124631","0.2","1015012","dsb_top_misato_idle_normal","1015012006","","1",""
"-60","-254","1","1","1.5","1015013","124631","1015013001","0","53","dsb_top_misato_idle_normal"
"","","3","124631","0.2","1015013","dsb_top_misato_wish","1015013002","","1",""
"0","","21","vo_dsb","","1015013","vo_dsb_0303","1015013003","","0",""
"1","0","11","124631","80","1015013","泡溫泉後喝牛奶不能喝太快喔～？手叉著腰細細品嘗吧。","1015013004","-92","6","0.7"
"","","91","0","","1015013","","1015013005","","",""
"","","3","124631","0.2","1015013","dsb_top_misato_idle_normal","1015013006","","1",""
"-60","-254","1","1","1.5","1051011","124731","1051011001","0","53","dsb_top_idle_normal"
"","","3","124731","0.2","1051011","dsb_top_mitsuki_talk","1051011002","","1",""
"0","","21","vo_dsb","","1051011","vo_dsb_0201","1051011003","","0",""
"1","0","11","124731","80","1051011","溫泉治療也是很棒的療法之一。這就像是……Dr.深月的診療室，溫泉熱氣篇呢。","1051011004","-92","7","0.5"
"","","91","0","","1051011","","1051011005","","",""
"","","3","124731","0.2","1051011","dsb_top_idle_normal","1051011006","","1",""
"-60","-254","1","1","1.5","1051012","124731","1051012001","0","53","dsb_top_idle_normal"
"","","3","124731","0.2","1051012","dsb_top_mitsuki_joy","1051012002","","1",""
"0","","21","vo_dsb","","1051012","vo_dsb_0202","1051012003","","0",""
"1","0","11","124731","80","1051012","我沒有不識相到會在溫泉旅館做實驗。不過……假如你想被實驗的話，我很樂意♪","1051012004","-92","6","0.5"
"","","91","0","","1051012","","1051012005","","",""
"","","3","124731","0.2","1051012","dsb_top_idle_normal","1051012006","","1",""
"-60","-254","1","1","1.5","1051013","124731","1051013001","0","53","dsb_top_idle_normal"
"dsb_top_mitsuki_crossed_loop","1","3","124731","0.2","1051013","dsb_top_mitsuki_crossed","1051013002","0.2","1",""
"0","","21","vo_dsb","","1051013","vo_dsb_0203","1051013003","","0",""
"1","0","11","124731","80","1051013","每座溫泉都是得意之作。我充分地……親身驗證過了。總覺得我都把自己泡漲了。","1051013004","-92","6","0.5"
"","","91","0","","1051013","","1051013005","","",""
"","","3","124731","0.2","1051013","dsb_top_idle_normal","1051013006","","1",""
"-60","-254","1","1","1.5","1067011","124531","1067011001","0","53","dsb_top_idle_normal"
"","","3","124531","0.2","1067011","dsb_top_homare_wish","1067011002","","1",""
"0","","21","vo_dsb","","1067011","vo_dsb_0101","1067011003","","0",""
"1","0","11","124531","80","1067011","好～今天也要好好款待客人一番～☆儘管交給美女小老闆娘吧♪","1067011004","-92","6","0.7"
"","","91","0","","1067011","","1067011005","","",""
"","","3","124531","0.2","1067011","dsb_top_idle_normal","1067011006","","1",""
"-60","-254","1","1","1.5","1067012","124531","1067012001","0","53","dsb_top_idle_normal"
"","","3","124531","0.2","1067012","dsb_top_homare_joy","1067012002","","1",""
"0","","21","vo_dsb","","1067012","vo_dsb_0102","1067012003","","0",""
"1","0","11","124531","80","1067012","我也來一起泡吧～我也想要一些畫溫泉篇時的資料。親身取材～☆","1067012004","-92","6","0.7"
"","","91","0","","1067012","","1067012005","","",""
"","","3","124531","0.2","1067012","dsb_top_idle_normal","1067012006","","1",""
"-60","-254","1","1","1.5","1067013","124531","1067013001","0","53","dsb_top_idle_normal"
"","","3","124531","0.2","1067013","dsb_top_homare_surprise","1067013002","","1",""
"0","","21","vo_dsb","","1067013","vo_dsb_0103","1067013003","","0",""
"1","0","11","124531","80","1067013","偶爾也要擺脫生死交易，洗滌一下生命呢～我來幫你……洗背好嗎？","1067013004","-92","6","1"
"","","91","0","","1067013","","1067013005","","",""
"","","3","124531","0.2","1067013","dsb_top_idle_normal","1067013006","","1",""
