9df9caac7d3dc4e64d5f2cd1a03e57cf27fa594bb2c3b45f261c952027ddec9e,523a801fd000e9bcf698ca1def4cc380b62f7e2e98eb1ed07fde685378eaccdc,20e329e29ea6d3ce55a251dc9a0e648a8e23e79a6c3a5ab30505565f0d60f459,b13f85f939c988a0298219c689447038fe391f967409007a1ba686dc0b2642fc,8233a5a434066fae0f6c0397988e8942b63ffd91ca10e8ce7e14713effc10b24,fe6e4ada81e535efd6392a6e282ef5640ec394cd1a8766170bc26e089fe91e1c,55aa9556ebabb345c409fb11a97da3594ad89b1b10a1060bdd84e8e82bdafc2a,53bc86d232e82acb7a57d42f0a3768e6b7109d4c8bc1d9de2ed9da0038a03d49,6893191b0625bff6ec810146038cc6247d3f031d358f56f1fe30e4d3597d0a0d,e659d0f1590fdacff2e9a45467302118cc2b062b0d1da3c58e56df7f5b7b35cf,81b22048db4a3eeb77fc382a8a49a34b8c68226de6427cef2720b4e3919f901f
"maho_kurukuru_inF","maho_kurukuru_loopF","1","65081","99","3","0.2","5146065","","0","0"
"maho_kurukuru_inB","maho_kurukuru_loopB","1","65082","98","3","0.2","5146065","","0","0"
"kururu_kurukuru_in","kururu_kurukuru_loop","1","65083","130911","3","0.2","5146065","","0","0"
"kururu_kurukuru_inF","kururu_kurukuru_loopF","1","65084","97","3","0.2","5146065","","0","0"
"kururu_kurukuru_inB","kururu_kurukuru_loopB","1","65085","96","3","0.2","5146065","","0","0"
"vo_apg_0511","0","","65086","vo_apg","21","","5146065","","","0"
"庫露露咕嚕轉～♪","0","0","65087","131011","11","0","5146065","1.1","0","13"
"","","","65088","0","91","","5146065","","",""
"vo_apg_0512","0","","65089","vo_apg","21","","5146065","","","0"
"庫露露咕嚕轉～♪","0","0","65090","130911","11","0","5146065","1","0","10"
"","","","65091","0","91","","5146065","","",""
"6","0","0","65092","131011","12","0","5146065","0","10","2"
"7","0","0","65093","130911","12","0","5146065","0","10","2"
"walk_normal","","","65094","106011","3","0.2","5146065","","","1"
"walk_normal","","","65095","1060","3","0.2","5146065","","","1"
"-376","3.4","0","65096","106011","2","","5146065","","","-305"
"-376","3.4","0","65097","1060","2","","5146065","","","-305"
"0","","","65098","3.4","93","","5146065","","",""
"-446","0.6","14","65099","106011","2","","5146065","","","-305"
"-446","0.6","14","65100","1060","2","","5146065","","","-305"
"kyaru_damage","","","65101","106011","3","0","5146065","","","0"
"kyaru_damage","","","65102","1060","3","0","5146065","","","0"
"0","","","65103","0.8","93","","5146065","","",""
"cool_in_jitome","cool_talk_jitome","1","65104","106011","3","0.2","5146065","","0","0"
"cool_in_jitome","cool_talk_jitome","1","65105","1060","3","0.2","5146065","","0","0"
"vo_apg_0513","0","","65106","vo_apg","21","","5146065","","","0"
"妳們兩個在做什麼啊……","1","1","65107","106011","11","0","5146065","0","0","8"
"","","","65108","0","91","","5146065","","",""
"","","","65109","65110","101","","5146065","","",""
"0.2","","","65110","0","22","","5146065","","",""
"104011","-500","-278","66001","1","1","1.8","5146066","aoi_walk_fear","0","140"
"99","30","-262","66002","1","5","1.8","5146066","idle_normal","0","141"
"130911","290","-278","66003","1","1","1.8","5146066","idle_normal_noface","1","100"
"98","290","-278","66004","1","5","1.8","5146066","idle_normal_kururu","1","101"
"201","","","66005","104011","13","","5146066","","",""
"200","","","66006","130911","13","","5146066","","",""
"8","0","-174","66007","8","5","0.85","5146066","idle","0","15"
"20","-119","-79","66008","20","5","1","5146066","empty","0","210"
"22","0","-194","66009","22","5","1","5146066","empty","0","210"
"1","0","1","66010","1","31","1","5146066","","","0"
"2","-57.7","1","66011","2","31","0","5146066","","","0"
"13","0","1","66012","13","31","0","5146066","","","0"
"19","-69","1","66013","19","31","0","5146066","","","11"
"20","0","1","66014","20","31","1","5146066","","","0"
"104011","","","66015","20","36","","5146066","","",""
"99","","","66016","20","36","","5146066","","",""
"20","","","66017","20","36","","5146066","","",""
"22","","","66018","20","36","","5146066","","",""
"0","","","66019","0","91","","5146066","","",""
"0","","","66020","0","102","","5146066","","","0"
"-290","2.7","0","66021","104011","2","","5146066","","","-278"
"aoi_walk_fear","","","66022","104011","3","0.2","5146066","","","1"
"0","","","66023","2.7","93","","5146066","","",""
"see_talk","","","66024","104011","3","0.2","5146066","","","1"
"vo_apg_0601","0","","66025","vo_apg","21","","5146066","","","0"
"終於來到這裡了……\n大夢想樂園……\n獨自一人來「大夢樂」沒關係吧？\n說不定邊緣人會被抓住，強制驅離……","1","1","66026","104011","11","0","5146066","0","0","9"
"","","","66027","0","91","","5146066","","",""
"see_idle","","","66028","104011","3","0.2","5146066","","","1"
"smile","talk_normal","1","66029","130911","3","0.2","5146066","","0.2","0"
"smile","talk_normal","1","66030","98","3","0.2","5146066","","0.2","0"
"vo_apg_0602","0","","66031","vo_apg","21","","5146066","","","0"
"妳就是碧小姐吧～！？\n歡迎來到大夢想樂園♪\n今天就妳一位嗎？","1","1","66032","130911","11","0","5146066","0","0","7"
"","","","66033","0","91","","5146066","","",""
"idle_normal_surprise","","","66034","130911","3","0.2","5146066","","","1"
"panic","","","66035","104011","3","0.2","5146066","","","1"
"vo_apg_0603","0","","66036","vo_apg","21","","5146066","","","0"
"嗚呀喔喔喔喔！？\n對對對、對不起！\n邊緣人要強制驅離對吧！\n我現在馬上出去～！","1","1","66037","104011","11","0","5146066","0","0","12"
"","","","66038","0","91","","5146066","","",""
"anger_talk_pain","","","66039","130911","3","0.2","5146066","","","1"
"anger_talk_pain","","","66040","98","3","0.2","5146066","","","1"
"vo_apg_0604","0","","66041","vo_apg","21","","5146066","","","0"
"請等一下請等一下！\n強制驅離是指什麼什麼～！？\n我們不會做這種事的！","1","1","66042","130911","11","0","5146066","0","0","7"
"","","","66043","0","91","","5146066","","",""
"idle_normal_dere","","","66044","130911","3","0.2","5146066","","","1"
"aoi_surprise_in","surprise_talk_search_dere","1","66045","104011","3","0","5146066","","0.1","0"
"vo_apg_0605","0","","66046","vo_apg","21","","5146066","","","0"
"竟然，對邊緣人也如此溫柔……\n服務真是周到！\n那麼，在哪裡呢？\n邊緣人專用的遊樂設施？","1","1","66047","104011","11","0","5146066","0","0","8"
"","","","66048","0","91","","5146066","","",""
"surprise_idle_dere","","","66049","104011","3","0.2","5146066","","","1"
"kururu_surprise_talk_long","kururu_guid_talk","1","66050","130911","3","0.2","5146066","","0.2","0"
"kururu_surprise_talk_long","kururu_guid_talk","1","66051","98","3","0.2","5146066","","0.2","0"
"vo_apg_0606","0","","66052","vo_apg","21","","5146066","","","0"
"咦？\n我想想我想想，\n這座摩天輪如何呢？\n雖然不是邊緣人專用……","1","1","66053","130911","11","0","5146066","0","0","8"
"","","","66054","0","91","","5146066","","",""
"idle_normal_noface","","","66055","130911","3","0.2","5146066","","","1"
"idle_normal_kururu","","","66056","98","3","0.2","5146066","","","1"
"guts2_in_surprise2","guts2_talk_surprise2","1","66057","104011","3","0.2","5146066","","0","0"
"vo_apg_0607","0","","66058","vo_apg","21","","5146066","","","0"
"我、我要搭！\n收取邊緣人費用也無妨，\n請讓我搭──！","1","1","66059","104011","11","0","5146066","0","0","9"
"","","","66060","0","91","","5146066","","",""
"guts2_idle_surprise2","","","66061","104011","3","0.2","5146066","","","1"
"joy_talk_dere","","","66062","130911","3","0.2","5146066","","","1"
"joy_talk","","","66063","98","3","0.2","5146066","","","1"
"vo_apg_0608","0","","66064","vo_apg","21","","5146066","","","0"
"費用並不會有所改變……\n所以請妳搭到滿意為止♪","1","1","66065","130911","11","0","5146066","0","0","8"
"","","","66066","0","91","","5146066","","",""
"0","","","66067","0","22","","5146066","","",""
"hello","idle_normal_joy","1","66068","130911","3","0.4","5146066","","0.1","0"
"walk_jog_dere","","","66069","104011","3","0.2","5146066","","","1"
"-50","2","0","66070","104011","2","","5146066","","","-278"
"0","","","66071","1","93","","5146066","","",""
"1","","","66072","2","32","","5146066","","",""
"0","","","66073","1.5","93","","5146066","","",""
"0","0","0","66074","104011","2","","5146066","","","-480"
"empty","","","66075","104011","3","0","5146066","","","1"
"scale15","","","66076","20","37","","5146066","","",""
"fade_out","","","66077","2","37","","5146066","","",""
"1","","","66078","13","32","","5146066","","",""
"0","","","66079","2","93","","5146066","","",""
"vo_apg_0609","0","","66080","vo_apg","21","","5146066","","","0"
"0609_in","","","66081","22","3","0","5146066","","","0"
"1","","","66082","2.2","93","","5146066","","",""
"0609_mid","","","66083","22","3","0","5146066","","","0"
"","","","66084","","92","","5146066","","",""
"0609_out","","","66085","22","3","0","5146066","","","0"
"0","","","66086","0.2","93","","5146066","","",""
"-132","0","0","66087","20","2","","5146066","","","-79"
"vo_apg_0610","0","","66088","vo_apg","21","","5146066","","","0"
"0610_in","","","66089","22","3","0","5146066","","","0"
"1","","","66090","2.2","93","","5146066","","",""
"0610_mid","","","66091","22","3","0","5146066","","","0"
"","","","66092","","92","","5146066","","",""
"0610_out","","","66093","22","3","0","5146066","","","0"
"0","","","66094","0.2","93","","5146066","","",""
"vo_apg_0611","0","","66095","vo_apg","21","","5146066","","","0"
"0611_in","","","66096","22","3","0","5146066","","","0"
"1","","","66097","2.3","93","","5146066","","",""
"0611_mid","","","66098","22","3","0","5146066","","","0"
"","","","66099","","92","","5146066","","",""
"0611_out","","","66100","22","3","0","5146066","","","0"
"0","","","66101","0.2","93","","5146066","","",""
"0","","","66102","0","22","","5146066","","",""
"empty","","","66103","104011","3","0","5146066","","","1"
"fade_in","","","66104","2","37","","5146066","","",""
"0","","","66105","1","93","","5146066","","",""
"0","","","66106","13","32","","5146066","","",""
"fade_out","","","66107","2","37","","5146066","","",""
"kururu_wish_talk_surprise_lookup","","","66108","130911","3","0","5146066","","","1"
"0","","","66109","1","93","","5146066","","",""
"kururu_wish_talk_surprise_lookup","kururu_surprise_talk_joy","1","66110","130911","3","0.2","5146066","","0.2","0"
"vo_apg_0612","0","","66111","vo_apg","21","","5146066","","","0"
"妳覺得如何呢～？\n咦，要直接坐第二趟嗎？\n呵呵，她似乎非常喜歡的樣子，\n真令人高興♪","1","1","66112","130911","11","0","5146066","0","0","8"
"","","","66113","0","91","","5146066","","",""
"0","","","66114","0","22","","5146066","","",""
"fade_in","","","66115","2","37","","5146066","","",""
"0","","","66116","1","93","","5146066","","",""
"scale1","","","66117","20","37","","5146066","","",""
"blackroom_in","","","66118","2","37","","5146066","","",""
"20","1.15","9","66119","0","121","10","5146066","","","1.15"
"27","0","0","66120","104011","2","","5146066","","","-248"
"27","0","0","66121","99","2","","5146066","","","-248"
"aoi_satori_in","","","66122","104011","3","0","5146066","","","1"
"aoi_satori_in","","","66123","99","3","0","5146066","","","1"
"0","","","66124","0.5","93","","5146066","","",""
"vo_apg_0613","0","","66125","vo_apg","21","","5146066","","","0"
"呵呵……呵呵呵呵呵……\n啊啊，這就是開悟……！","0","1","66126","104011","11","0","5146066","1","0","5"
"","","","66127","3","93","","5146066","","",""
"1","","","66128","19","32","","5146066","","",""
"se_10055900_satori","","","66129","se_10055900","23","","5146066","","","0"
"","","","66130","0.5","93","","5146066","","",""
"aoi_satori_mid","aoi_satori_loop","1","66131","104011","3","0.2","5146066","","0","0"
"aoi_satori_mid","aoi_satori_loop","1","66132","99","3","0.2","5146066","","0","0"
"0","","","66133","4","93","","5146066","","",""
"","","","66134","","92","","5146066","","",""
"","","","66135","66136","101","","5146066","","",""
"0.2","","","66136","0","22","","5146066","","",""
"106611","-385","-288","67001","1","1","1.8","5146067","idle_normal","0","106"
"1066","-385","-288","67002","3","5","1.8","5146067","idle_normal","0","107"
"106511","-225","-278","67003","1","1","1.8","5146067","idle_normal","0","103"
"1065","-225","-278","67004","2","5","1.8","5146067","idle_normal","0","104"
"131011","290","-278","67005","1","1","1.8","5146067","idle_normal","1","100"
"206","","","67006","106611","13","","5146067","","",""
"203","","","67007","106511","13","","5146067","","",""
"200","","","67008","131011","13","","5146067","","",""
"9","0","-174","67009","9","5","0.85","5146067","idle","0","15"
"201","-292","71","67010","20","5","1","5146067","empty","0","210"
"202","-61","71","67011","20","5","1","5146067","empty","0","210"
"22","126","-43","67012","22","5","1","5146067","empty","0","210"
"21","0","94","67013","21","5","1","5146067","empty","0","60"
"1","0","1","67014","1","31","1","5146067","","","0"
"2","-57.7","1","67015","2","31","0","5146067","","","0"
"10","0","1","67016","10","31","0","5146067","","","0"
"20","0","1","67017","20","31","1","5146067","","","0"
"106611","","","67018","20","36","","5146067","","",""
"106511","","","67019","20","36","","5146067","","",""
"201","","","67020","20","36","","5146067","","",""
"202","","","67021","20","36","","5146067","","",""
"22","","","67022","20","36","","5146067","","",""
"0","","","67023","0","91","","5146067","","",""
"0","","","67024","0","102","","5146067","","","0"
"0","","","67025","1","93","","5146067","","",""
"talk_normal_noface","","","67026","106511","3","0.2","5146067","","","1"
"talk_normal_kaya","","","67027","1065","3","0.2","5146067","","","1"
"vo_apg_0701","0","","67028","vo_apg","21","","5146067","","","0"
"祈梨──\n接下來搭看看這個吧。","1","1","67029","106511","11","0","5146067","0","0","9"
"","","","67030","0","91","","5146067","","",""
"idle_normal_look","","","67031","106511","3","0.2","5146067","","","1"
"idle_normal_look","","","67032","1065","3","0.2","5146067","","","1"
"cool_in_sad","cool_talk_sad","1","67033","106611","3","0.2","5146067","","0","0"
"cool_in_sad","cool_talk_sad","1","67034","1066","3","0.2","5146067","","0","0"
"vo_apg_0702","0","","67035","vo_apg","21","","5146067","","","0"
"咖啡杯～？\n這好像太孩子氣了吧？","1","1","67036","106611","11","0","5146067","0","0","6"
"","","","67037","0","91","","5146067","","",""
"cool_idle","","","67038","106611","3","0.2","5146067","","","1"
"cool_idle","","","67039","1066","3","0.2","5146067","","","1"
"idle_normal","","","67040","106511","3","0.2","5146067","","","1"
"idle_normal","","","67041","1065","3","0.2","5146067","","","1"
"joy_talk_normal","","","67042","131011","3","0.2","5146067","","","1"
"vo_apg_0703","0","","67043","vo_apg","21","","5146067","","","0"
"這座遊樂設施很受歡迎哦。\n為了締造最高旋轉紀錄，\n大家很激烈地在競爭呢♪","1","1","67044","131011","11","0","5146067","0","0","8"
"","","","67045","0","91","","5146067","","",""
"idle_normal","","","67046","131011","3","0.2","5146067","","","1"
"doya_in_normal","doya_talk_normal","1","67047","106511","3","0.2","5146067","","0","0"
"doya_in_normal","doya_talk_normal","1","67048","1065","3","0.2","5146067","","0","0"
"vo_apg_0704","0","","67049","vo_apg","21","","5146067","","","0"
"哦，那麼我們就來改寫\n最高旋轉紀錄吧。\n真步小姐，要好好幫我們算喔！","1","1","67050","106511","11","0","5146067","0","0","7"
"","","","67051","0","91","","5146067","","",""
"doya_idle_normal","","","67052","106511","3","0.2","5146067","","","1"
"doya_idle_normal","","","67053","1065","3","0.2","5146067","","","1"
"wish_talk_joy","","","67054","131011","3","0.2","5146067","","","1"
"vo_apg_0705","0","","67055","vo_apg","21","","5146067","","","0"
"好的～♪\n包在人家身上～","1","1","67056","131011","11","0","5146067","0","0","8"
"","","","67057","0","91","","5146067","","",""
"0","","","67058","0","22","","5146067","","",""
"hello","idle_normal","1","67059","131011","3","0.4","5146067","","0.1","0"
"walk_yareyare","","","67060","106611","3","0.4","5146067","","","1"
"walk_yareyare","","","67061","1066","3","0.4","5146067","","","1"
"walk_kyapi","","","67062","106511","3","0.2","5146067","","","1"
"walk_kyapi","","","67063","1065","3","0.2","5146067","","","1"
"-194","2","0","67064","106611","2","","5146067","","","-288"
"-194","2","0","67065","1066","2","","5146067","","","-288"
"-34","2","0","67066","106511","2","","5146067","","","-278"
"-34","2","0","67067","1065","2","","5146067","","","-278"
"0","","","67068","1","93","","5146067","","",""
"1","","","67069","2","32","","5146067","","",""
"0","","","67070","1.5","93","","5146067","","",""
"se_10055900_coffee_01","","","67071","se_10055900","23","","5146067","","","1"
"-126","0","0","67072","106611","2","","5146067","","","-331"
"-126","0","0","67073","1066","2","","5146067","","","-331"
"126","0","0","67074","106511","2","","5146067","","","-331"
"126","0","0","67075","1065","2","","5146067","","","-331"
"scale15","","","67076","20","37","","5146067","","",""
"vo_apg_0706","0","","67077","vo_apg","21","","5146067","","","0"
"0706_in","","","67078","22","3","0","5146067","","","0"
"1","","","67079","3","93","","5146067","","",""
"0706_mid","","","67080","22","3","0","5146067","","","0"
"","","","67081","","92","","5146067","","",""
"0706_out","","","67082","22","3","0","5146067","","","0"
"0","","","67083","0.2","93","","5146067","","",""
"-126","0","0","67084","22","2","","5146067","","","-43"
"vo_apg_0707","0","","67085","vo_apg","21","","5146067","","","0"
"0707_in","","","67086","22","3","0","5146067","","","0"
"1","","","67087","3.7","93","","5146067","","",""
"0707_mid","","","67088","22","3","0","5146067","","","0"
"","","","67089","","92","","5146067","","",""
"0707_out","","","67090","22","3","0","5146067","","","0"
"0","","","67091","0.2","93","","5146067","","",""
"0","","","67092","0.1","93","","5146067","","",""
"1","","","67093","10","32","","5146067","","",""
"horizontal","","","67094","10","37","","5146067","","",""
"0.3","","","67095","se_10055900_coffee_01","24","","5146067","","",""
"se_10055900_coffee_02","","","67096","se_10055900","23","","5146067","","","1"
"179","0","0","67097","202","2","","5146067","","","-12"
"scale1","","","67098","20","37","","5146067","","",""
"30","","","67099","30","122","","5146067","","","0.5"
"vo_apg_0708","0","","67100","vo_apg","21","","5146067","","","0"
"0708_in","","","67101","202","3","0","5146067","","","0"
"1","","","67102","1.8","93","","5146067","","",""
"0708_mid","","","67103","202","3","0","5146067","","","0"
"","","","67104","","92","","5146067","","",""
"0708_out","","","67105","202","3","0","5146067","","","0"
"0","","","67106","0.2","93","","5146067","","",""
"-237","0","0","67107","201","2","","5146067","","","71"
"scale15","","","67108","20","37","","5146067","","",""
"vo_apg_0709","0","","67109","vo_apg","21","","5146067","","","0"
"0709_in","","","67110","22","3","0","5146067","","","0"
"1","","","67111","2.3","93","","5146067","","",""
"0709_mid","","","67112","22","3","0","5146067","","","0"
"","","","67113","","92","","5146067","","",""
"0709_out","","","67114","22","3","0","5146067","","","0"
"0","","","67115","0.2","93","","5146067","","",""
"0","","","67116","0.1","93","","5146067","","",""
"scale1","","","67117","20","37","","5146067","","",""
"0","0","0","67118","202","2","","5146067","","","-12"
"30","","","67119","30","122","","5146067","","","0.5"
"vo_apg_0710","0","","67120","vo_apg","21","","5146067","","","0"
"0710_in","","","67121","202","3","0","5146067","","","0"
"1","","","67122","2.2","93","","5146067","","",""
"0710_mid","","","67123","202","3","0","5146067","","","0"
"","","","67124","","92","","5146067","","",""
"0710_out","","","67125","202","3","0","5146067","","","0"
"0","","","67126","0.2","93","","5146067","","",""
"0","","","67127","0","22","","5146067","","",""
"empty","","","67128","202","3","0","5146067","","","0"
"0","","","67129","10","32","","5146067","","",""
"0","","","67130","1","93","","5146067","","",""
"0.5","","","67131","se_10055900_coffee_02","24","","5146067","","",""
"see_guru","","","67132","131011","3","0","5146067","","","1"
"empty","","","67133","106611","3","0.2","5146067","","","1"
"empty","","","67134","1066","3","0.2","5146067","","","1"
"-104","0","0","67135","106611","2","","5146067","","","-195"
"-104","0","0","67136","1066","2","","5146067","","","-195"
"iris_out","","","67137","2","37","","5146067","","",""
"-129","0","0","67138","106511","2","","5146067","","","-278"
"-129","0","0","67139","1065","2","","5146067","","","-278"
"walk_normal_doya","","","67140","106511","3","0.2","5146067","","","1"
"walk_normal_doya","","","67141","1065","3","0.2","5146067","","","1"
"-290","2","0","67142","106511","2","","5146067","","","-278"
"-290","2","0","67143","1065","2","","5146067","","","-278"
"-290","0","0","67144","202","2","","5146067","","","21"
"1","","","67145","106511","4","","5146067","","",""
"1","","","67146","1065","4","","5146067","","",""
"0","","","67147","2","93","","5146067","","",""
"0","","","67148","106511","4","","5146067","","",""
"0","","","67149","1065","4","","5146067","","",""
"cool_idle_doya","","","67150","106511","3","0.2","5146067","","","1"
"cool_idle_doya","","0","67151","1065","3","0.2","5146067","","","1"
"0","","","67152","0.2","93","","5146067","","",""
"cool_in_nobi","cool_talk_dere","1","67153","106511","3","0.2","5146067","","0","0"
"cool_in_nobi","cool_talk_dere","1","67154","1065","3","0.2","5146067","","0","0"
"vo_apg_0711","0","","67155","vo_apg","21","","5146067","","","0"
"呼……使出全力埋頭狂轉了呢……\n那麼，轉了幾次呢？","1","1","67156","106511","11","0","5146067","0","0","11"
"","","","67157","0","91","","5146067","","",""
"cool_idle_doya","","","67158","106511","3","0.2","5146067","","","1"
"cool_idle_doya","","","67159","1065","3","0.2","5146067","","","1"
"vo_apg_0712","0","","67160","vo_apg","21","","5146067","","","0"
"咕嚕咕嚕轉～\n看著妳們轉到人家也頭昏眼花了，\n根本不知道轉了幾次呀～","1","1","67161","131011","11","0","5146067","0","0","10"
"","","","67162","0","91","","5146067","","",""
"maho_idle_normal_in","idle_normal_shy","1","67163","131011","3","0.5","5146067","","0","0"
"cool_talk_surprise","surprise_talk_search","1","67164","106511","3","0.2","5146067","","0.3","0"
"cool_talk_surprise","surprise_talk_search","1","67165","1065","3","0.2","5146067","","0.3","0"
"vo_apg_0713","0","","67166","vo_apg","21","","5146067","","","0"
"這樣啊……\n我說，祈梨，妳有數……奇怪？\n話說回來，祈梨人去哪了？","1","1","67167","106511","11","0","5146067","0","0","10"
"","","","67168","0","91","","5146067","","",""
"surprise_idle_talk1R","","","67169","106511","3","0.3","5146067","","","1"
"surprise_idle_talk1R","","","67170","1065","3","0.3","5146067","","","1"
"sad_talk","","","67171","131011","3","0.2","5146067","","","1"
"vo_apg_0714","0","","67172","vo_apg","21","","5146067","","","0"
"祈梨小姐的話，\n她整個人飛到那裡去了……","1","1","67173","131011","11","0","5146067","0","0","10"
"","","","67174","0","91","","5146067","","",""
"sad_idle_lookup","","","67175","131011","3","0.2","5146067","","","1"
"surprise_idle_noface_lookup","","","67176","106511","3","0.2","5146067","","","1"
"surprise_idle_kaya_lookup","","","67177","1065","3","0.2","5146067","","","1"
"coffee_1_in","coffee_1_loop","1","67178","21","3","0","5146067","","0","0"
"se_10055900_photo","","","67179","se_10055900","23","","5146067","","","0"
"0","","","67180","0.5","93","","5146067","","",""
"0","0","0","67181","201","2","","5146067","","","0"
"vo_apg_0715","0","","67182","vo_apg","21","","5146067","","","0"
"嗚嗚……我已經不行了……\n嘉夜夜這個……笨蛋、肌肉、\n旋轉狂……呃啊！","1","1","67183","106611","11","0","5146067","0","0","11"
"","","","67184","0","91","","5146067","","",""
"coffee_1_out","","","67185","21","3","0","5146067","","","0"
"se_10055900_down","","","67186","se_10055900","23","","5146067","","","0"
"0","","","67187","0.7","93","","5146067","","",""
"sad_idle_sad2_lookup","","","67188","131011","3","0.2","5146067","","","1"
"surprise3_in_lookup","surprise3_loop_lookup","1","67189","106511","3","0.2","5146067","","0","0"
"surprise3_in_lookup","surprise3_loop_lookup","1","67190","1065","3","0.2","5146067","","0","0"
"vo_apg_0716","0","","67191","vo_apg","21","","5146067","","","0"
"30","","","67192","30","122","","5146067","","","0.5"
"0716_in","","","67193","202","3","0","5146067","","","0"
"1","","","67194","1.2","93","","5146067","","",""
"0716_mid","","","67195","202","3","0","5146067","","","0"
"","","","67196","","92","","5146067","","",""
"0716_out","","","67197","202","3","0","5146067","","","0"
"","","","67198","0","91","","5146067","","",""
"","","","67199","67200","101","","5146067","","",""
"0.2","","","67200","0","22","","5146067","","",""
"105811","-385","-288","68001","1","1","1.8","5146068","idle_normal_eating_noface","0","106"
"1058","-385","-288","68002","6","5","1.8","5146068","idle_normal_eating_peko","0","107"
"106011","-225","-278","68003","1","1","1.8","5146068","idle_normal","0","100"
"1060","-225","-278","68004","4","5","1.8","5146068","idle_normal","0","101"
"130911","225","-278","68005","1","1","1.8","5146068","idle_normal_noface","1","103"
"97","225","-278","68006","1","5","1.8","5146068","idle_normal_kururu","1","104"
"206","","","68007","105811","13","","5146068","","",""
"200","","","68008","106011","13","","5146068","","",""
"203","","","68009","130911","13","","5146068","","",""
"9","0","-174","68010","9","5","0.85","5146068","idle","0","15"
"20","-132","71","68011","20","5","1","5146068","empty","0","210"
"21","0","153","68012","21","5","1","5146068","empty","0","60"
"1","0","1","68013","1","31","1","5146068","","","0"
"0","","","68014","0","91","","5146068","","",""
"0","","","68015","0","102","","5146068","","","0"
"0","","","68016","1","93","","5146068","","",""
"kururu_guid_in","kururu_guid_talk","1","68017","130911","3","0.2","5146068","","0","0"
"kururu_guid_in","kururu_guid_talk","1","68018","97","3","0.2","5146068","","0","0"
"vo_apg_0801","0","","68019","vo_apg","21","","5146068","","","0"
"這邊的設施是咖啡杯♪\n只要轉動正中間的方向盤，\n咖啡杯就會轉呀轉轉起來……","1","1","68020","130911","11","0","5146068","0","0","10"
"","","","68021","0","91","","5146068","","",""
"kururu_guid_idle","","","68022","130911","3","0.2","5146068","","","1"
"kururu_guid_idle","","","68023","97","3","0.2","5146068","","","1"
"coffee_3_in","coffee_3_loop","1","68024","21","3","0","5146068","","0","0"
"se_10055900_photo","","","68025","se_10055900","23","","5146068","","","0"
"peko_notice_in","peko_notice_idle","1","68026","105811","3","0.2","5146068","","0","0"
"peko_notice_in","peko_notice_idle","1","68027","1058","3","0.2","5146068","","0","0"
"cool_talk_surprise_lookup","","","68028","106011","3","0.2","5146068","","","1"
"cool_talk_surprise_lookup","","","68029","1060","3","0.2","5146068","","","1"
"vo_apg_0802","0","","68030","vo_apg","21","","5146068","","","0"
"正中間根本沒有方向盤吧？","1","1","68031","106011","11","0","5146068","0","0","8"
"","","","68032","0","91","","5146068","","",""
"cool_idle_talkR","","","68033","106011","3","0.2","5146068","","","1"
"cool_idle_talkR","","","68034","1060","3","0.2","5146068","","","1"
"hawawa_lookup","anger_talk_surprise2_lookup","1","68035","130911","3","0.2","5146068","","0.2","0"
"hawawa","","","68036","97","3","0.2","5146068","","","1"
"vo_apg_0803","0","","68037","vo_apg","21","","5146068","","","0"
"咦！？怎麼會怎麼會……\n啊，真的真的沒有！？\n到底去哪了～！？","1","1","68038","130911","11","0","5146068","0","0","8"
"","","","68039","0","91","","5146068","","",""
"coffee_3_out","","","68040","21","3","0","5146068","","","0"
"anger_idle_sad","","","68041","130911","3","0.2","5146068","","","1"
"sad_idle_noface","","","68042","105811","3","0.2","5146068","","","1"
"sad_idle_peko_in","sad_idle_peko_loop","1","68043","1058","3","0.2","5146068","","0","1"
"vo_apg_0804","0","","68044","vo_apg","21","","5146068","","","0"
"…………","1","1","68045","105811","11","0","5146068","0","0","10"
"","","","68046","0","91","","5146068","","",""
"1","","","68047","106011","4","","5146068","","",""
"1","","","68048","1060","4","","5146068","","",""
"idle_normal_surprise","","","68049","130911","3","0.2","5146068","","","1"
"shock_loop_doteyes","","","68050","106011","3","0.2","5146068","","","1"
"shock_loop_doteyes","","","68051","1060","3","0.2","5146068","","","1"
"peko_bowbowbow_in","peko_bowbowbow_loop","1","68052","105811","3","0.2","5146068","","0","0"
"peko_bowbowbow_in","peko_bowbowbow_loop","1","68053","1058","3","0.2","5146068","","0","0"
"vo_apg_0805","0","","68054","vo_apg","21","","5146068","","","0"
"對不起～！！","1","1","68055","105811","11","0","5146068","0","0","7"
"","","","68056","0","91","","5146068","","",""
"anger_talk_shy","","","68057","106011","3","0.2","5146068","","","1"
"anger_talk_shy","","","68058","1060","3","0.2","5146068","","","1"
"vo_apg_0806","0","","68059","vo_apg","21","","5146068","","","0"
"妳吃掉了嗎！？\n妳在搞什麼啦～！？","1","1","68060","106011","11","0","5146068","0","0","9"
"","","","68061","0","91","","5146068","","",""
"anger_idle_shy","","","68062","106011","3","0.2","5146068","","","1"
"anger_idle_shy","","","68063","1060","3","0.2","5146068","","","1"
"tahaha_in","tahaha_talk","1","68064","105811","3","0.2","5146068","","0","0"
"tahaha_in","tahaha_talk","1","68065","1058","3","0.2","5146068","","0","0"
"vo_apg_0807","0","","68066","vo_apg","21","","5146068","","","0"
