0872fe8e66ec21216ff545a51dba6593ac8ff2aa664ea058e543e47d144bbd4f,b33f569876cffddce8930446bbde9b86615a62235daa2a1b62fbf2218fce8ecf,b92f65d722777a5a46b47edcfacbd17bd209b587a5b5a6aacb01e9906909804d,17cc51ff88cdb03467513554e24fb07b3c7b6c2d7bbe8279efcd3955c5c11ddb,c9a39488f044dfc81bb6d86c3046d8933c73ad5a00741f881864675b62b74826,197cc421259186504cf7000d233b512993a81165166f22b3d2b3165352f2b6e0,9479d20b1212f4063a673a982e71fc0ad4e07cdfa31460f32fda9bab050005a9,fd877cc3218b9218f94bf3025daa2e8119e89534141eb7bd466c98c98f07b617,7536c81fac2644f001dc5f7b115f79c0c1b7454153318dbdefe85fb09800e47b,5aa90016233c92224a700ec8bbee7db67d5f90e9f9f1d573ba763cb37b4445bd,6ea473da97cb22c2c08331d54bdbcbd0fb72acaa99a74771f0fab7d21187249f
"0","","","66087","5152066","5","","93","","",""
"","0","","66088","5152066","66086","0","91","","",""
"radio_stretch1_loop_surprise1","","","66089","5152066","131911","1","3","0.3","",""
"radio_stretch1_loop","","","66090","5152066","132111","1","3","0.3","",""
"radio_stretch1_loop","","","66091","5152066","4","1","3","0.3","",""
"","0","","66092","5152066","0.1","0","93","","",""
"radio_stretch1_loop","","","66093","5152066","107511","1","3","0.3","",""
"radio_stretch1_loop","","","66094","5152066","107611","1","3","0.3","",""
"radio_stretch1_loop","","","66095","5152066","126911","1","3","0.3","",""
"radio_stretch1_loop","","","66096","5152066","110311","1","3","0.3","",""
"radio_stretch1_loop","","","66097","5152066","107811","1","3","0.3","",""
"radio_stretch1_loop","","","66098","5152066","113511","1","3","0.3","",""
"","0","","66099","5152066","2","0","93","","",""
"vo_rag_1005","0","","66100","5152066","vo_rag","0","21","","",""
"嘿咻、嘿咻……！","1","0.5","66101","5152066","131911","7","11","-10","5","0"
"0","","","66102","5152066","5","","93","","",""
"","0","","66103","5152066","66101","0","91","","",""
"0","","","66104","5152066","0.3","","93","","",""
"radio_talk_normal","","","66105","5152066","131911","1","3","0.3","",""
"wish_idle_normal","","","66106","5152066","132111","1","3","0.3","",""
"cool_idle","","","66107","5152066","4","1","3","0.3","",""
"0","","","66108","5152066","0.1","","93","","",""
"idle_normal","","","66109","5152066","107511","1","3","0.3","",""
"wish_idle","","","66110","5152066","107611","1","3","0.3","",""
"wish_idle_normal","","","66111","5152066","126911","1","3","0.3","",""
"idle_normal","","","66112","5152066","110311","1","3","0.3","",""
"cool_idle","","","66113","5152066","107811","1","3","0.3","",""
"sad_idle_normal","","","66114","5152066","113511","1","3","0.3","",""
"vo_rag_1006","0","","66115","5152066","vo_rag","0","21","","",""
"那麼，接著是側腰伸展運動。\n做的時候身體要彈回來喔。","1","0.5","66116","5152066","131911","8","11","-10","5","0"
"0","","","66117","5152066","4.3","","93","","",""
"","0","","66118","5152066","66116","0","91","","",""
"radio_stretch2_loop","","","66119","5152066","131911","1","3","0.2","",""
"radio_stretch2_loop_normal2","","","66120","5152066","132111","1","3","0.2","",""
"radio_stretch2_loop_talk2","","","66121","5152066","4","1","3","0.2","",""
"","0","","66122","5152066","0.2","0","93","","",""
"radio_stretch2R_loop","","","66123","5152066","107511","1","3","0.2","",""
"radio_stretch2R_loop","","","66124","5152066","107611","1","3","0.2","",""
"radio_stretch2R_loop","","","66125","5152066","126911","1","3","0.2","",""
"radio_stretch2R_loop","","","66126","5152066","110311","1","3","0.2","",""
"radio_stretch2R_loop","","","66127","5152066","107811","1","3","0.2","",""
"radio_stretch2R_loop","","","66128","5152066","113511","1","3","0.2","",""
"","0","","66129","5152066","1.5","0","93","","",""
"呼、呼、呼……","1","0","66130","5152066","4","14","11","-10","5","0"
"0","","","66131","5152066","0.2","","93","","",""
"vo_rag_1007","0","","66132","5152066","vo_rag","0","21","","",""
"0","","","66133","5152066","2.5","","93","","",""
"","0","","66134","5152066","66130","0","91","","",""
"vo_rag_1008","0","","66135","5152066","vo_rag","0","21","","",""
"真是俐落的動作……\n不愧是姊姊。","1","0.5","66136","5152066","132111","7","11","10","5","0"
"0","","","66137","5152066","4.5","","93","","",""
"","0","","66138","5152066","66136","0","91","","",""
"0","","","66139","5152066","0.5","","93","","",""
"radio_victory_in_normal2","radio_victory_loop_normal2","","66140","5152066","131911","0","3","0.2","0","1"
"radio_victory_in_normal2","radio_victory_loop_normal2","","66141","5152066","132111","0","3","0.2","0","1"
"radio_victory_in","radio_victory_loop","","66142","5152066","4","0","3","0.2","0","1"
"idle_normal","","","66143","5152066","107511","1","3","0.2","",""
"wish_idle","","","66144","5152066","107611","1","3","0.2","",""
"wish_idle_normal","","","66145","5152066","126911","1","3","0.2","",""
"idle_normal","","","66146","5152066","110311","1","3","0.2","",""
"cool_idle","","","66147","5152066","107811","1","3","0.2","",""
"sad_idle_normal","","","66148","5152066","113511","1","3","0.2","",""
"vo_rag_1009","0","","66149","5152066","vo_rag","0","21","","",""
"最後舉起雙手，勝利──！","1","0.5","66150","5152066","131911","9","11","-10","5","0"
"","0","","66151","5152066","1.5","0","93","","",""
"radio_victory_in_normal2","radio_victory_loop_normal2","","66152","5152066","107511","0","3","0.2","0","1"
"radio_victory_in_normal2","radio_victory_loop_normal2","","66153","5152066","107611","0","3","0.2","0","1"
"radio_victory_in","radio_victory_loop","","66154","5152066","126911","0","3","0.2","0","1"
"radio_victory_in_normal2","radio_victory_loop_normal2","","66155","5152066","110311","0","3","0.2","0","1"
"radio_victory_in_normal2","radio_victory_loop_normal2","","66156","5152066","107811","0","3","0.2","0","1"
"radio_victory_in_normal2","radio_victory_loop_normal2","","66157","5152066","113511","0","3","0.2","0","1"
"0","","","66158","5152066","0.8","","93","","",""
"radio_victory_out","radio_victory_idle","","66159","5152066","131911","0","3","0.2","0","1"
"0","","","66160","5152066","1.8","","93","","",""
"","0","","66161","5152066","66150","0","91","","",""
"radio_victory_out","radio_victory_idle","","66162","5152066","132111","0","3","0.2","0","1"
"radio_victory_out_talk2","radio_victory_idle_talk2","","66163","5152066","4","0","3","0.2","0","1"
"radio_victory_out","radio_victory_idle","","66164","5152066","107511","0","3","0.2","0","1"
"radio_victory_out","radio_victory_idle","","66165","5152066","107611","0","3","0.2","0","1"
"radio_victory_out","radio_victory_idle","","66166","5152066","126911","0","3","0.2","0","1"
"radio_victory_out","radio_victory_idle","","66167","5152066","110311","0","3","0.2","0","1"
"radio_victory_out","radio_victory_idle","","66168","5152066","107811","0","3","0.2","0","1"
"radio_victory_out","radio_victory_idle","","66169","5152066","113511","0","3","0.2","0","1"
"vo_rag_1010","0","","66170","5152066","vo_rag","0","21","","",""
"0610_in","","","66171","5152066","2","","3","0","","0"
"bgm_MC173B","0.5","","66172","5152066","bgm_MC173B","0.5","27","0","1","0"
"se_10058300_radio_finish","","","66173","5152066","se_10058300","0","23","","",""
"finish","","","66174","5152066","2","","37","","",""
"1","0","","66175","5152066","0.4","0","93","","",""
"0610_mid","","","66176","5152066","2","0","3","0","","0"
"","0","","66177","5152066","","0","92","","",""
"0610_out","empty","","66178","5152066","2","0","3","0","0","0"
"0","0","","66179","5152066","0.3","0","93","","",""
"pack_vic_in","pack_vic_idle","","66180","5152066","5","0","3","0.2","0","1"
"se_10058300_pack_appear","","","66181","5152066","se_10058300","0","23","","",""
"radio_victory_idle","","","66182","5152066","131911","1","3","0.2","",""
"","0","","66183","5152066","0.1","0","93","","",""
"radio_victory_idle","","","66184","5152066","132111","1","3","0.2","",""
"radio_victory_idle_talk2","","","66185","5152066","4","1","3","0.2","",""
"","0","","66186","5152066","0.1","0","93","","",""
"radio_victory_lookup2_idle","","","66187","5152066","107511","1","3","0.2","",""
"radio_victory_lookup_idle","","","66188","5152066","107611","1","3","0.2","",""
"radio_victory_lookup_idle","","","66189","5152066","126911","1","3","0.2","",""
"radio_victory_lookup2_idle","","","66190","5152066","110311","1","3","0.2","",""
"radio_victory_lookup2_idle","","","66191","5152066","107811","1","3","0.2","",""
"radio_victory_lookup_idle","","","66192","5152066","113511","1","3","0.2","",""
"","0","","66193","5152066","0.3","0","93","","",""
"vo_rag_1011","0","","66194","5152066","vo_rag","0","21","","",""
"勝利──！","1","0","66195","5152066","5","13","11","0","5","1"
"","0","","66196","5152066","0","0","91","","",""
"se_10058300_emotion_laugh","","","66197","5152066","se_10058300","0","23","","",""
"1","","","66198","5152066","17","","32","","",""
"smile2_joy","sad_idle_joy","","66199","5152066","131911","0","3","0.2","0","1"
"wish_talk","","","66200","5152066","132111","1","3","0.2","",""
"doya_in_normal","doya_idle","","66201","5152066","4","0","3","0.2","0","1"
"handsup_in","handsup_loop","","66202","5152066","107511","0","3","0.2","0","1"
"wish_idle_dere","","","66203","5152066","107611","1","3","0.2","",""
"wish2_idle","","","66204","5152066","126911","1","3","0.2","",""
"joy_idle","","","66205","5152066","110311","1","3","0.2","",""
"cool_in_dere2","cool_talk_dere2","","66206","5152066","107811","0","3","0.2","0","1"
"wish_talk_joy_shy","","","66207","5152066","113511","1","3","0.2","",""
"","","","66208","5152066","2","","93","","",""
"1","","","66209","5152066","4","","32","","",""
"","","","66210","5152066","1","","93","","",""
"0","","","66211","5152066","0.5","","93","","",""
"","","","66212","5152066","66213","","101","","",""
"bgm_MC173B","","","66213","5152066","bgm_MC173B","","25","","",""
"0","","","66214","5152066","0","","22","","",""
"107511","-60","top_idle_normal","67001","5152067","1","53","1","1.5","0","-254"
"0","","","67002","5152067","0.5","","93","","",""
"","","","67003","5152067","67004","","101","","",""
"top_doya_in","top_doya_talk","","67004","5152067","107511","0","3","0.2","0","1"
"vo_rag_0101","0","","67005","5152067","vo_rag","0","21","","",""
"我已經做好享受任何體操的準備了。一起加油吧！","1","0","67006","5152067","107511","8","11","80","-92","1"
"1","","","67007","5152067","3.7","","93","","",""
"0","","","67008","5152067","0","0","102","","",""
"107511","-60","top_idle_normal","68001","5152068","1","53","1","1.5","0","-254"
"0","","","68002","5152068","0.5","","93","","",""
"","","","68003","5152068","68004","","101","","",""
"top_surprise3_loop","","","68004","5152068","107511","1","3","0.2","",""
"vo_rag_0102","0","","68005","5152068","vo_rag","0","21","","",""
"做完體操後吃的飯……絕對會很美味唷☆","1","0","68006","5152068","107511","7","11","80","-92","1"
"1","","","68007","5152068","3.6","","93","","",""
"0","","","68008","5152068","0","0","102","","",""
"107611","-60","top_idle_normal","69001","5152069","1","53","1","1.5","0","-254"
"0","","","69002","5152069","0.5","","93","","",""
"","","","69003","5152069","69004","","101","","",""
"top_sad_talk","","","69004","5152069","107611","1","3","0.2","",""
"vo_rag_0201","0","","69005","5152069","vo_rag","0","21","","",""
"在下一定會把在此學到的體操告訴主人。","1","0","69006","5152069","107611","6","11","80","-92","1"
"1","","","69007","5152069","3.3","","93","","",""
"0","","","69008","5152069","0","0","102","","",""
"107611","-60","top_idle_normal","70001","5152070","1","53","1","1.5","0","-254"
"0","","","70002","5152070","0.5","","93","","",""
"","","","70003","5152070","70004","","101","","",""
"top_wish_talk_normal","","","70004","5152070","107611","1","3","0.2","",""
"vo_rag_0202","0","","70005","5152070","vo_rag","0","21","","",""
"蓋上的印章就是努力的證明。這想必會成為重要的寶物吧。","1","0","70006","5152070","107611","8","11","80","-92","1"
"1","","","70007","5152070","3.3","","93","","",""
"0","","","70008","5152070","0","0","102","","",""
"107811","-60","top_idle_normal","71001","5152071","1","53","1","1.5","0","-254"
"0","","","71002","5152071","0.5","","93","","",""
"","","","71003","5152071","71004","","101","","",""
"top_cool_in","top_cool_talk","","71004","5152071","107811","0","3","0.2","0","1"
"vo_rag_0301","0","","71005","5152071","vo_rag","0","21","","",""
"好了，打起精神好好地做。動作不確實的話可是會受傷的。","1","0","71006","5152071","107811","7","11","80","-92","1"
"1","","","71007","5152071","3.8","","93","","",""
"0","","","71008","5152071","0","0","102","","",""
"107811","-60","top_idle_normal","72001","5152072","1","53","1","1.5","0","-254"
"0","","","72002","5152072","0.5","","93","","",""
"","","","72003","5152072","72004","","101","","",""
"top_armcrossed_talk_shy","top_armcrossed_talk_nervous","","72004","5152072","107811","0","3","0.2","0.2","1"
"vo_rag_0302","0","","72005","5152072","vo_rag","0","21","","",""
"又不是小孩子，哪會為了蓋章而開心……感覺還不壞呢。","1","0","72006","5152072","107811","8","11","80","-92","1"
"1","","","72007","5152072","3.2","","93","","",""
"0","","","72008","5152072","0","0","102","","",""
"131911","-60","top_idle_normal","73001","5152073","1","53","1","1.5","0","-254"
"0","","","73002","5152073","0.5","","93","","",""
"","","","73003","5152073","73004","","101","","",""
"top_wish_talk_joy","","","73004","5152073","131911","1","3","0.2","",""
"vo_rag_0401","0","","73005","5152073","vo_rag","0","21","","",""
"居然能在夏日的海邊做廣播體操，我非～常期待呢！","1","0","73006","5152073","131911","8","11","80","-92","1"
"1","","","73007","5152073","3.6","","93","","",""
"0","","","73008","5152073","0","0","102","","",""
"131911","-60","top_idle_normal","74001","5152074","1","53","1","1.5","0","-254"
"0","","","74002","5152074","0.5","","93","","",""
"","","","74003","5152074","74004","","101","","",""
"top_gutsB_talk","","","74004","5152074","131911","1","3","0.2","0",""
"vo_rag_0402","0","","74005","5152074","vo_rag","0","21","","",""
"還可以學到大家的體操呢。我會拚命努力的！","1","0","74006","5152074","131911","7","11","80","-92","1"
"1","","","74007","5152074","3.6","","93","","",""
"0","","","74008","5152074","0","0","102","","",""
"131911","-10","empty","75001","5152075","1","60","1","1.9","0","-330"
"1","-10","empty","75002","5152075","1","61","5","1.9","0","-330"
"132111","-192","empty","75003","5152075","1","58","1","1.9","0","-315"
"2","-192","empty","75004","5152075","1","59","5","1.9","0","-315"
"4","163","empty","75005","5152075","4","57","5","1.9","0","-312"
"107511","-132","empty","75006","5152075","1","54","1","1.75","0","-165"
"107811","-292","empty","75007","5152075","1","55","1","1.75","0","-175"
"107611","-452","empty","75008","5152075","1","56","1","1.75","0","-190"
"110311","105","empty","75009","5152075","1","51","1","1.75","1","-165"
"126911","265","empty","75010","5152075","1","52","1","1.75","1","-175"
"113511","425","empty","75011","5152075","1","53","1","1.75","1","-190"
"5","15","empty","75012","5152075","5","59","5","1.9","0","-324"
"90","0","","75013","5152075","90","0","31","0","","1"
"0","","","75014","5152075","0","","91","","",""
"0","","","75015","5152075","0.6","","93","","",""
"1","","","75016","5152075","90","","32","","",""
"0","","","75017","5152075","0.1","","93","","",""
"comp_victory_F_noFace","","","75018","5152075","131911","0","3","0","",""
"comp_victory_F_emilia","","","75019","5152075","1","0","3","0","",""
"comp_victory_F_noFace","","","75020","5152075","132111","0","3","0","",""
"comp_victory_F_rem","","","75021","5152075","2","0","3","0","",""
"comp_victory_F","","","75022","5152075","4","0","3","0","",""
"comp_victory_B","","","75023","5152075","107511","0","3","0","",""
"comp_victory_B","","","75024","5152075","107811","0","3","0","",""
"comp_victory_B_kokkoro","","","75025","5152075","107611","0","3","0","",""
"comp_victory_B","","","75026","5152075","110311","0","3","0","",""
"comp_victory_B","","","75027","5152075","126911","0","3","0","",""
"comp_victory_B","","","75028","5152075","113511","0","3","0","",""
"pack_comp_vic_in","pack_comp_vic_idle","","75029","5152075","5","0","3","0","0","1"
"0","","","75030","5152075","4.5","","93","","",""
"out","","","75031","5152075","90","","37","","",""
"1","1","","75032","5152075","131911","1","6","0.1","0","0"
"1","1","","75033","5152075","1","1","6","0.1","0","0"
"1","1","","75034","5152075","132111","1","6","0.1","0","0"
"1","1","","75035","5152075","2","1","6","0.1","0","0"
"1","1","","75036","5152075","4","1","6","0.1","0","0"
"1","1","","75037","5152075","107511","1","6","0.1","0","0"
"1","1","","75038","5152075","107811","1","6","0.1","0","0"
"1","1","","75039","5152075","107611","1","6","0.1","0","0"
"1","1","","75040","5152075","110311","1","6","0.1","0","0"
"1","1","","75041","5152075","126911","1","6","0.1","0","0"
"1","1","","75042","5152075","113511","1","6","0.1","0","0"
"1","1","","75043","5152075","5","1","6","0.1","0","0"
"0","","","75044","5152075","1","","93","","",""
