21ef62196f79f4bca76b3943dc19e9a321110ec640e562f8b6ee540c021e3a9a,71e284122b0207a303803deb12d032af17c3621b38d9883a5e6af7515d59468c,89b03ae98fcec0120e48e0e18efbdef77e5795fb274e8ea24665594d3dc236e0,5038e8dd4f5229cb79e2e37f301274de4ad51796ee5306a0fa123f3e9f8da33e,30c458e40ee3cc72c30748c27b43e80e7f913c9acd5db1da92529e21bf832452,f1489da4246608e08e1f0c314254f459ce81b88d72e9ff73ab1efe71a2ffafcc,c1f0ce18dc8cf121a5c17fb15f916666090f953d646f6aea35d176b7147f6542,779b3577da5884e551a6c72c67c05830a3bf84e833207563144666662c1e78f6,ffb60e8e49f01a07d5729a44519b46c2bff50edd88d5f83f20d7c71269b65075,c065ad29a87051825832b548ec4c217aa57331ed09ee186637885b8dbaed8fdb,92cf009f7cc49f033056c68b70c466ff3d4652b8dd0d3145fbcc1fa1e95c9bcf,676edecb737dabf5e83920c9ab72ea44af3133fef07b5a8d80fa4270360c9352,5b146b6efca45755a37ced8a2836989961ef93b332341c62cf4c4a0d0b393b32,57dca58aa7605a374007d56ab580d109045a62d4d6a3120617116f8c762fa417,a5eba1bb8786fba9fa8f729c7d2bbe8acad3546e15b272bd1ee53277b60abe12,72b11922dbadeedb8cbbff5bd78fce47b919389eba691320746681be449fb36b,dc2d17189c17bb53fc1a14ae6ceec619285d05c5706a039fff8cc8b887fb2d0a,7becec8150635b0754d2ef2eb2541e05e85796d22874cd16ee96403dca05cfec,760c89d6be0e4a99bd1369977f2d08e2c67a2dea1f3b31984cf494078fe6079a,f84fe22cdf5987625552dd40da85be0f86f326daceb6b3ebe55d83320dff0b2e,97b8395745501209e5de618b05ce9a7b55fd292f0538df676795d63cb66c7f72,fae8a4e166bd50929e65d0bd6f03afe26aca5b0e59a84c911d1c615eca048223,44a7e9ecb6f924c7056a663e4f80bc2d3ebdc94fc7df2ab9933d37ee53b96a4e,e10edb69057e6d14de993f00ee16f860e9286bc8a28104fc25852f0351ca6780,e77ea1382fdf0b7c9c4a1b55e1e8cac8a79458907d6168f69ffcb5fa7c86ed00,bf34dc13859d38227fde653e2a3f8583e9a72a2e0718fb5c37eae51700ed64c0,79f58839ebf62d5524e07c0481c12f151832c7edf74b6e7feb956b1dbb475681,3997b645c8b25d4eeced67cc55e3816f91e1712db6bc029bb4c91cd2fac15672,ef63782896792c4bea2e50b6d80de4fda024af0204132a0aafb57b7bd7bf8d7c,365b987c1a9306e19baf5a04c72df68352675914e0db5ce0a2ac42dc90741c14,1e80bb4c61ea0ec5f82e789cb7170a7ec9e9d17df61ececfc73e18e811b1c4c1,1b61189d0e452596770a4eb6834227827e6231edd2f40b0eed7cc1dd14b51465,96f1a51d6dee6b88f4df78335eb1ca5ef7456e256b8ac3a94f95e4997d237385,28a29a8f0dc61b06c185591fdde8e4605bb64639929d9e6b32056a13a640b3b0,290d16c88f47aaa6e6645c018463c5150d27fe13a94090d1cab4e442a8a07e11,d2fcb889d41f3cd40e5b52a47773131755cf07a105a62a562904e4d7a6ef68ad,cfdf4d07399e78dc79fc0e31cb8c1cdb4656ee5c6c5c7a3f541cf52b120ce484,cf0ae9271cef2d394deb8a87c02b898c9724b0e65f7f1894787f5327f912e58c,6f8cd3b84ace3bdb12bffb3692157480d50abf10c9e6780e7475d73f4f09abde,54572feca8b5d3863c2605c58e78aa121cc288681c3ce81804330deaea0798bc
"58","1","58","0","0","58","10","58","58","58","58","36477","670140058","58","30","58","0","201400","0","58","0","3929","200000001","0","58","0","58","114","0","0","58","81","58","0","58","1","58","10","1","58"
"59","1","59","0","0","59","10","59","59","59","59","39505","670140059","59","30","59","0","201400","0","59","0","4109","200000001","0","59","0","59","118","0","0","59","85","59","0","59","1","59","10","1","59"
"60","1","60","0","0","60","10","60","60","60","60","42533","670140060","60","30","60","0","201400","0","60","0","4291","200000001","0","60","0","60","124","0","0","60","88","60","0","60","1","60","10","1","60"
"61","1","61","0","0","61","10","61","61","61","61","45561","670140061","61","30","61","0","201400","0","61","0","4471","200000001","0","61","0","61","128","0","0","61","93","61","0","61","1","61","10","1","61"
"62","1","62","0","0","62","10","62","62","62","62","45657","670140062","62","30","62","0","201400","0","62","0","4559","200000001","0","62","0","62","128","0","0","62","93","62","0","62","1","62","10","1","62"
"63","1","63","0","0","63","10","63","63","63","63","45753","670140063","63","30","63","0","201400","0","63","0","4648","200000001","0","63","0","63","129","0","0","63","94","63","0","63","1","63","10","1","63"
"64","1","64","0","0","64","10","64","64","64","64","45849","670140064","64","30","64","0","201400","0","64","0","4736","200000001","0","64","0","64","129","0","0","64","94","64","0","64","1","64","10","1","64"
"65","1","65","0","0","65","10","65","65","65","65","45945","670140065","65","30","65","0","201400","0","65","0","4825","200000001","0","65","0","65","129","0","0","65","95","65","0","65","1","65","10","1","65"
"66","1","66","0","0","66","10","66","66","66","66","46041","670140066","66","30","66","0","201400","0","66","0","4913","200000001","0","66","0","66","129","0","0","66","95","66","0","66","1","66","10","1","66"
"67","1","67","0","0","67","10","67","67","67","67","46136","670140067","67","30","67","0","201400","0","67","0","5002","200000001","0","67","0","67","130","0","0","67","96","67","0","67","1","67","10","1","67"
"68","1","68","0","0","68","10","68","68","68","68","46232","670140068","68","30","68","0","201400","0","68","0","5090","200000001","0","68","0","68","130","0","0","68","96","68","0","68","1","68","10","1","68"
"69","1","69","0","0","69","10","69","69","69","69","46328","670140069","69","30","69","0","201400","0","69","0","5179","200000001","0","69","0","69","130","0","0","69","96","69","0","69","1","69","10","1","69"
"70","1","70","0","0","70","10","70","70","70","70","46424","670140070","70","30","70","0","201400","0","70","0","5267","200000001","0","70","0","70","131","0","0","70","97","70","0","70","1","70","10","1","70"
"71","1","71","0","0","71","10","71","71","71","71","46520","670140071","71","30","71","0","201400","0","71","0","5356","200000001","0","71","0","71","131","0","0","71","97","71","0","71","1","71","10","1","71"
"1","1","1","0","0","1","10","1","1","1","1","841","670150001","1","30","1","0","201500","0","1","0","87","200000001","0","1","0","1","8","0","0","1","10","1","0","1","1","1","10","1","1"
"2","1","2","0","0","2","10","2","2","2","2","844","670150002","2","30","2","0","201500","0","2","0","90","200000001","0","2","0","2","8","0","0","2","10","2","0","2","1","2","10","1","2"
"3","1","3","0","0","3","10","3","3","3","3","847","670150003","3","30","3","0","201500","0","3","0","92","200000001","0","3","0","3","8","0","0","3","10","3","0","3","1","3","10","1","3"
"4","1","4","0","0","4","10","4","4","4","4","849","670150004","4","30","4","0","201500","0","4","0","95","200000001","0","4","0","4","9","0","0","4","11","4","0","4","1","4","10","1","4"
"5","1","5","0","0","5","10","5","5","5","5","852","670150005","5","30","5","0","201500","0","5","0","97","200000001","0","5","0","5","9","0","0","5","11","5","0","5","1","5","10","1","5"
"6","1","6","0","0","6","10","6","6","6","6","855","670150006","6","30","6","0","201500","0","6","0","100","200000001","0","6","0","6","9","0","0","6","11","6","0","6","1","6","10","1","6"
"7","1","7","0","0","7","10","7","7","7","7","858","670150007","7","30","7","0","201500","0","7","0","103","200000001","0","7","0","7","10","0","0","7","12","7","0","7","1","7","10","1","7"
"8","1","8","0","0","8","10","8","8","8","8","860","670150008","8","30","8","0","201500","0","8","0","105","200000001","0","8","0","8","10","0","0","8","12","8","0","8","1","8","10","1","8"
"9","1","9","0","0","9","10","9","9","9","9","863","670150009","9","30","9","0","201500","0","9","0","108","200000001","0","9","0","9","10","0","0","9","12","9","0","9","1","9","10","1","9"
"10","1","10","0","0","10","10","10","10","10","10","866","670150010","10","30","10","0","201500","0","10","0","111","200000001","0","10","0","10","11","0","0","10","13","10","0","10","1","10","10","1","10"
"11","1","11","0","0","11","10","11","11","11","11","868","670150011","11","30","11","0","201500","0","11","0","113","200000001","0","11","0","11","11","0","0","11","13","11","0","11","1","11","10","1","11"
"12","1","12","0","0","12","10","12","12","12","12","871","670150012","12","30","12","0","201500","0","12","0","116","200000001","0","12","0","12","11","0","0","12","13","12","0","12","1","12","10","1","12"
"13","1","13","0","0","13","10","13","13","13","13","874","670150013","13","30","13","0","201500","0","13","0","118","200000001","0","13","0","13","12","0","0","13","14","13","0","13","1","13","10","1","13"
"14","1","14","0","0","14","10","14","14","14","14","877","670150014","14","30","14","0","201500","0","14","0","121","200000001","0","14","0","14","12","0","0","14","14","14","0","14","1","14","10","1","14"
"15","1","15","0","0","15","10","15","15","15","15","879","670150015","15","30","15","0","201500","0","15","0","124","200000001","0","15","0","15","13","0","0","15","15","15","0","15","1","15","10","1","15"
"16","1","16","0","0","16","10","16","16","16","16","1203","670150016","16","30","16","0","201500","0","16","0","143","200000001","0","16","0","16","13","0","0","16","15","16","0","16","1","16","10","1","16"
"17","1","17","0","0","17","10","17","17","17","17","1528","670150017","17","30","17","0","201500","0","17","0","161","200000001","0","17","0","17","13","0","0","17","15","17","0","17","1","17","10","1","17"
"18","1","18","0","0","18","10","18","18","18","18","1715","670150018","18","30","18","0","201500","0","18","0","166","200000001","0","18","0","18","13","0","0","18","15","18","0","18","1","18","10","1","18"
"19","1","19","0","0","19","10","19","19","19","19","1903","670150019","19","30","19","0","201500","0","19","0","170","200000001","0","19","0","19","14","0","0","19","16","19","0","19","1","19","10","1","19"
"20","1","20","0","0","20","10","20","20","20","20","2090","670150020","20","30","20","0","201500","0","20","0","174","200000001","0","20","0","20","14","0","0","20","16","20","0","20","1","20","10","1","20"
"21","1","21","0","0","21","10","21","21","21","21","2164","670150021","21","30","21","0","201500","0","21","0","185","200000001","0","21","0","21","14","0","0","21","17","21","0","21","1","21","10","1","21"
"22","1","22","0","0","22","10","22","22","22","22","2238","670150022","22","30","22","0","201500","0","22","0","196","200000001","0","22","0","22","14","0","0","22","17","22","0","22","1","22","10","1","22"
"23","1","23","0","0","23","10","23","23","23","23","2420","670150023","23","30","23","0","201500","0","23","0","196","200000001","0","23","0","23","14","0","0","23","17","23","0","23","1","23","10","1","23"
"24","1","24","0","0","24","10","24","24","24","24","2575","670150024","24","30","24","0","201500","0","24","0","216","200000001","0","24","0","24","16","0","0","24","19","24","0","24","1","24","10","1","24"
"25","1","25","0","0","25","10","25","25","25","25","2730","670150025","25","30","25","0","201500","0","25","0","237","200000001","0","25","0","25","18","0","0","25","21","25","0","25","1","25","10","1","25"
"26","1","26","0","0","26","10","26","26","26","26","2886","670150026","26","30","26","0","201500","0","26","0","258","200000001","0","26","0","26","19","0","0","26","24","26","0","26","1","26","10","1","26"
"27","1","27","0","0","27","10","27","27","27","27","3041","670150027","27","30","27","0","201500","0","27","0","279","200000001","0","27","0","27","21","0","0","27","26","27","0","27","1","27","10","1","27"
"28","1","28","0","0","28","10","28","28","28","28","3196","670150028","28","30","28","0","201500","0","28","0","299","200000001","0","28","0","28","23","0","0","28","28","28","0","28","1","28","10","1","28"
"29","1","29","0","0","29","10","29","29","29","29","4217","670150029","29","30","29","0","201500","0","29","0","328","200000001","0","29","0","29","23","0","0","29","29","29","0","29","1","29","10","1","29"
"30","1","30","0","0","30","10","30","30","30","30","4294","670150030","30","30","30","0","201500","0","30","0","362","200000001","0","30","0","30","23","0","0","30","29","30","0","30","1","30","10","1","30"
"31","1","31","0","0","31","10","31","31","31","31","4371","670150031","31","30","31","0","201500","0","31","0","395","200000001","0","31","0","31","23","0","0","31","28","31","0","31","1","31","10","1","31"
"32","1","32","0","0","32","10","32","32","32","32","4449","670150032","32","30","32","0","201500","0","32","0","402","200000001","0","32","0","32","23","0","0","32","28","32","0","32","1","32","10","1","32"
"33","1","33","0","0","33","10","33","33","33","33","4526","670150033","33","30","33","0","201500","0","33","0","409","200000001","0","33","0","33","23","0","0","33","28","33","0","33","1","33","10","1","33"
"34","1","34","0","0","34","10","34","34","34","34","5448","670150034","34","30","34","0","201500","0","34","0","416","200000001","0","34","0","34","24","0","0","34","28","34","0","34","1","34","10","1","34"
"35","1","35","0","0","35","10","35","35","35","35","5681","670150035","35","30","35","0","201500","0","35","0","435","200000001","0","35","0","35","27","0","0","35","32","35","0","35","1","35","10","1","35"
"36","1","36","0","0","36","10","36","36","36","36","5914","670150036","36","30","36","0","201500","0","36","0","455","200000001","0","36","0","36","30","0","0","36","36","36","0","36","1","36","10","1","36"
"37","1","37","0","0","37","10","37","37","37","37","6147","670150037","37","30","37","0","201500","0","37","0","474","200000001","0","37","0","37","32","0","0","37","39","37","0","37","1","37","10","1","37"
"38","1","38","0","0","38","10","38","38","38","38","6380","670150038","38","30","38","0","201500","0","38","0","493","200000001","0","38","0","38","35","0","0","38","43","38","0","38","1","38","10","1","38"
"39","1","39","0","0","39","10","39","39","39","39","6725","670150039","39","30","39","0","201500","0","39","0","552","200000001","0","39","0","39","33","0","0","39","42","39","0","39","1","39","10","1","39"
"40","1","40","0","0","40","10","40","40","40","40","7391","670150040","40","30","40","0","201500","0","40","0","584","200000001","0","40","0","40","35","0","0","40","44","40","0","40","1","40","10","1","40"
"41","1","41","0","0","41","10","41","41","41","41","8771","670150041","41","30","41","0","201500","0","41","0","647","200000001","0","41","0","41","37","0","0","41","46","41","0","41","1","41","10","1","41"
"42","1","42","0","0","42","10","42","42","42","42","10151","670150042","42","30","42","0","201500","0","42","0","710","200000001","0","42","0","42","38","0","0","42","47","42","0","42","1","42","10","1","42"
"43","1","43","0","0","43","10","43","43","43","43","10505","670150043","43","30","43","0","201500","0","43","0","712","200000001","0","43","0","43","38","0","0","43","47","43","0","43","1","43","10","1","43"
"44","1","44","0","0","44","10","44","44","44","44","10816","670150044","44","30","44","0","201500","0","44","0","735","200000001","0","44","0","44","39","0","0","44","47","44","0","44","1","44","10","1","44"
"45","1","45","0","0","45","10","45","45","45","45","11127","670150045","45","30","45","0","201500","0","45","0","757","200000001","0","45","0","45","39","0","0","45","47","45","0","45","1","45","10","1","45"
"46","1","46","0","0","46","10","46","46","46","46","12499","670150046","46","30","46","0","201500","0","46","0","874","200000001","0","46","0","46","39","0","0","46","48","46","0","46","1","46","10","1","46"
"47","1","47","0","0","47","10","47","47","47","47","13872","670150047","47","30","47","0","201500","0","47","0","991","200000001","0","47","0","47","40","0","0","47","49","47","0","47","1","47","10","1","47"
"48","1","48","0","0","48","10","48","48","48","48","15244","670150048","48","30","48","0","201500","0","48","0","1108","200000001","0","48","0","48","40","0","0","48","50","48","0","48","1","48","10","1","48"
"49","1","49","0","0","49","10","49","49","49","49","16616","670150049","49","30","49","0","201500","0","49","0","1165","200000001","0","49","0","49","41","0","0","49","51","49","0","49","1","49","10","1","49"
"50","1","50","0","0","50","10","50","50","50","50","17988","670150050","50","30","50","0","201500","0","50","0","1221","200000001","0","50","0","50","41","0","0","50","52","50","0","50","1","50","10","1","50"
"51","1","51","0","0","51","10","51","51","51","51","19361","670150051","51","30","51","0","201500","0","51","0","1278","200000001","0","51","0","51","42","0","0","51","53","51","0","51","1","51","10","1","51"
"52","1","52","0","0","52","10","52","52","52","52","20733","670150052","52","30","52","0","201500","0","52","0","1335","200000001","0","52","0","52","42","0","0","52","54","52","0","52","1","52","10","1","52"
"53","1","53","0","0","53","10","53","53","53","53","22105","670150053","53","30","53","0","201500","0","53","0","1392","200000001","0","53","0","53","43","0","0","53","55","53","0","53","1","53","10","1","53"
"54","1","54","0","0","54","10","54","54","54","54","23477","670150054","54","30","54","0","201500","0","54","0","1449","200000001","0","54","0","54","43","0","0","54","56","54","0","54","1","54","10","1","54"
"55","1","55","0","0","55","10","55","55","55","55","24850","670150055","55","30","55","0","201500","0","55","0","1506","200000001","0","55","0","55","44","0","0","55","57","55","0","55","1","55","10","1","55"
"56","1","56","0","0","56","10","56","56","56","56","26222","670150056","56","30","56","0","201500","0","56","0","1563","200000001","0","56","0","56","44","0","0","56","58","56","0","56","1","56","10","1","56"
"57","1","57","0","0","57","10","57","57","57","57","27594","670150057","57","30","57","0","201500","0","57","0","1670","200000001","0","57","0","57","45","0","0","57","59","57","0","57","1","57","10","1","57"
"58","1","58","0","0","58","10","58","58","58","58","28967","670150058","58","30","58","0","201500","0","58","0","1676","200000001","0","58","0","58","45","0","0","58","60","58","0","58","1","58","10","1","58"
"59","1","59","0","0","59","10","59","59","59","59","30339","670150059","59","30","59","0","201500","0","59","0","1733","200000001","0","59","0","59","46","0","0","59","61","59","0","59","1","59","10","1","59"
"60","1","60","0","0","60","10","60","60","60","60","31711","670150060","60","30","60","0","201500","0","60","0","1790","200000001","0","60","0","60","46","0","0","60","62","60","0","60","1","60","10","1","60"
"61","1","61","0","0","61","10","61","61","61","61","33145","670150061","61","30","61","0","201500","0","61","0","1849","200000001","0","61","0","61","47","0","0","61","63","61","0","61","1","61","10","1","61"
"62","1","62","0","0","62","10","62","62","62","62","33306","670150062","62","30","62","0","201500","0","62","0","1968","200000001","0","62","0","62","49","0","0","62","66","62","0","62","1","62","10","1","62"
"63","1","63","0","0","63","10","63","63","63","63","33467","670150063","63","30","63","0","201500","0","63","0","2086","200000001","0","63","0","63","51","0","0","63","68","63","0","63","1","63","10","1","63"
"64","1","64","0","0","64","10","64","64","64","64","33628","670150064","64","30","64","0","201500","0","64","0","2205","200000001","0","64","0","64","54","0","0","64","71","64","0","64","1","64","10","1","64"
"65","1","65","0","0","65","10","65","65","65","65","33789","670150065","65","30","65","0","201500","0","65","0","2323","200000001","0","65","0","65","56","0","0","65","74","65","0","65","1","65","10","1","65"
"66","1","66","0","0","66","10","66","66","66","66","33950","670150066","66","30","66","0","201500","0","66","0","2442","200000001","0","66","0","66","58","0","0","66","77","66","0","66","1","66","10","1","66"
"67","1","67","0","0","67","10","67","67","67","67","34111","670150067","67","30","67","0","201500","0","67","0","2560","200000001","0","67","0","67","60","0","0","67","79","67","0","67","1","67","10","1","67"
"68","1","68","0","0","68","10","68","68","68","68","34272","670150068","68","30","68","0","201500","0","68","0","2679","200000001","0","68","0","68","62","0","0","68","82","68","0","68","1","68","10","1","68"
"69","1","69","0","0","69","10","69","69","69","69","34433","670150069","69","30","69","0","201500","0","69","0","2797","200000001","0","69","0","69","64","0","0","69","85","69","0","69","1","69","10","1","69"
"70","1","70","0","0","70","10","70","70","70","70","34594","670150070","70","30","70","0","201500","0","70","0","2916","200000001","0","70","0","70","67","0","0","70","88","70","0","70","1","70","10","1","70"
"71","1","71","0","0","71","10","71","71","71","71","34756","670150071","71","30","71","0","201500","0","71","0","3034","200000001","0","71","0","71","69","0","0","71","90","71","0","71","1","71","10","1","71"
"1","1","1","0","0","1","10","1","1","1","1","447","670160001","1","30","1","0","201600","0","1","0","5","200000001","0","1","0","1","6","0","0","1","2","1","0","1","1","1","10","1","1"
"2","1","2","0","0","2","10","2","2","2","2","497","670160002","2","30","2","0","201600","0","2","0","12","200000001","0","2","0","2","6","0","0","2","2","2","0","2","1","2","10","1","2"
"3","1","3","0","0","3","10","3","3","3","3","520","670160003","3","30","3","0","201600","0","3","0","17","200000001","0","3","0","3","6","0","0","3","3","3","0","3","1","3","10","1","3"
"4","1","4","0","0","4","10","4","4","4","4","579","670160004","4","30","4","0","201600","0","4","0","36","200000001","0","4","0","4","6","0","0","4","4","4","0","4","1","4","10","1","4"
"5","1","5","0","0","5","10","5","5","5","5","605","670160005","5","30","5","0","201600","0","5","0","51","200000001","0","5","0","5","6","0","0","5","5","5","0","5","1","5","10","1","5"
"6","1","6","0","0","6","10","6","6","6","6","632","670160006","6","30","6","0","201600","0","6","0","65","200000001","0","6","0","6","6","0","0","6","6","6","0","6","1","6","10","1","6"
"7","1","7","0","0","7","10","7","7","7","7","841","670160007","7","30","7","0","201600","0","7","0","82","200000001","0","7","0","7","7","0","0","7","7","7","0","7","1","7","10","1","7"
"8","1","8","0","0","8","10","8","8","8","8","1050","670160008","8","30","8","0","201600","0","8","0","98","200000001","0","8","0","8","7","0","0","8","7","8","0","8","1","8","10","1","8"
"9","1","9","0","0","9","10","9","9","9","9","1259","670160009","9","30","9","0","201600","0","9","0","115","200000001","0","9","0","9","8","0","0","9","8","9","0","9","1","9","10","1","9"
"10","1","10","0","0","10","10","10","10","10","10","1468","670160010","10","30","10","0","201600","0","10","0","132","200000001","0","10","0","10","8","0","0","10","9","10","0","10","1","10","10","1","10"
"11","1","11","0","0","11","10","11","11","11","11","1677","670160011","11","30","11","0","201600","0","11","0","148","200000001","0","11","0","11","9","0","0","11","9","11","0","11","1","11","10","1","11"
"12","1","12","0","0","12","10","12","12","12","12","1886","670160012","12","30","12","0","201600","0","12","0","165","200000001","0","12","0","12","9","0","0","12","10","12","0","12","1","12","10","1","12"
"13","1","13","0","0","13","10","13","13","13","13","2095","670160013","13","30","13","0","201600","0","13","0","182","200000001","0","13","0","13","10","0","0","13","11","13","0","13","1","13","10","1","13"
"14","1","14","0","0","14","10","14","14","14","14","2305","670160014","14","30","14","0","201600","0","14","0","198","200000001","0","14","0","14","10","0","0","14","11","14","0","14","1","14","10","1","14"
"15","1","15","0","0","15","10","15","15","15","15","2514","670160015","15","30","15","0","201600","0","15","0","215","200000001","0","15","0","15","11","0","0","15","12","15","0","15","1","15","10","1","15"
"16","1","16","0","0","16","10","16","16","16","16","2723","670160016","16","30","16","0","201600","0","16","0","232","200000001","0","16","0","16","11","0","0","16","13","16","0","16","1","16","10","1","16"
"17","1","17","0","0","17","10","17","17","17","17","2932","670160017","17","30","17","0","201600","0","17","0","248","200000001","0","17","0","17","12","0","0","17","13","17","0","17","1","17","10","1","17"
"18","1","18","0","0","18","10","18","18","18","18","3141","670160018","18","30","18","0","201600","0","18","0","265","200000001","0","18","0","18","12","0","0","18","14","18","0","18","1","18","10","1","18"
"19","1","19","0","0","19","10","19","19","19","19","3350","670160019","19","30","19","0","201600","0","19","0","282","200000001","0","19","0","19","13","0","0","19","15","19","0","19","1","19","10","1","19"
"20","1","20","0","0","20","10","20","20","20","20","3559","670160020","20","30","20","0","201600","0","20","0","298","200000001","0","20","0","20","13","0","0","20","15","20","0","20","1","20","10","1","20"
"21","1","21","0","0","21","10","21","21","21","21","3768","670160021","21","30","21","0","201600","0","21","0","315","200000001","0","21","0","21","14","0","0","21","16","21","0","21","1","21","10","1","21"
"22","1","22","0","0","22","10","22","22","22","22","3977","670160022","22","30","22","0","201600","0","22","0","332","200000001","0","22","0","22","15","0","0","22","17","22","0","22","1","22","10","1","22"
"23","1","23","0","0","23","10","23","23","23","23","4186","670160023","23","30","23","0","201600","0","23","0","349","200000001","0","23","0","23","15","0","0","23","18","23","0","23","1","23","10","1","23"
"24","1","24","0","0","24","10","24","24","24","24","4395","670160024","24","30","24","0","201600","0","24","0","365","200000001","0","24","0","24","16","0","0","24","18","24","0","24","1","24","10","1","24"
"25","1","25","0","0","25","10","25","25","25","25","4604","670160025","25","30","25","0","201600","0","25","0","382","200000001","0","25","0","25","16","0","0","25","19","25","0","25","1","25","10","1","25"
"26","1","26","0","0","26","10","26","26","26","26","4813","670160026","26","30","26","0","201600","0","26","0","399","200000001","0","26","0","26","17","0","0","26","20","26","0","26","1","26","10","1","26"
"27","1","27","0","0","27","10","27","27","27","27","5022","670160027","27","30","27","0","201600","0","27","0","415","200000001","0","27","0","27","17","0","0","27","20","27","0","27","1","27","10","1","27"
"28","1","28","0","0","28","10","28","28","28","28","5232","670160028","28","30","28","0","201600","0","28","0","432","200000001","0","28","0","28","18","0","0","28","21","28","0","28","1","28","10","1","28"
"29","1","29","0","0","29","10","29","29","29","29","5441","670160029","29","30","29","0","201600","0","29","0","449","200000001","0","29","0","29","18","0","0","29","22","29","0","29","1","29","10","1","29"
"30","1","30","0","0","30","10","30","30","30","30","5650","670160030","30","30","30","0","201600","0","30","0","465","200000001","0","30","0","30","19","0","0","30","22","30","0","30","1","30","10","1","30"
"31","1","31","0","0","31","10","31","31","31","31","5859","670160031","31","30","31","0","201600","0","31","0","482","200000001","0","31","0","31","19","0","0","31","23","31","0","31","1","31","10","1","31"
"32","1","32","0","0","32","10","32","32","32","32","6068","670160032","32","30","32","0","201600","0","32","0","499","200000001","0","32","0","32","20","0","0","32","24","32","0","32","1","32","10","1","32"
"33","1","33","0","0","33","10","33","33","33","33","6277","670160033","33","30","33","0","201600","0","33","0","515","200000001","0","33","0","33","20","0","0","33","24","33","0","33","1","33","10","1","33"
"34","1","34","0","0","34","10","34","34","34","34","6486","670160034","34","30","34","0","201600","0","34","0","532","200000001","0","34","0","34","21","0","0","34","25","34","0","34","1","34","10","1","34"
"35","1","35","0","0","35","10","35","35","35","35","6900","670160035","35","30","35","0","201600","0","35","0","543","200000001","0","35","0","35","21","0","0","35","26","35","0","35","1","35","10","1","35"
"36","1","36","0","0","36","10","36","36","36","36","7314","670160036","36","30","36","0","201600","0","36","0","553","200000001","0","36","0","36","21","0","0","36","26","36","0","36","1","36","10","1","36"
"37","1","37","0","0","37","10","37","37","37","37","7572","670160037","37","30","37","0","201600","0","37","0","686","200000001","0","37","0","37","21","0","0","37","26","37","0","37","1","37","10","1","37"
"38","1","38","0","0","38","10","38","38","38","38","7572","670160038","38","30","38","0","201600","0","38","0","696","200000001","0","38","0","38","21","0","0","38","26","38","0","38","1","38","10","1","38"
"39","1","39","0","0","39","10","39","39","39","39","8182","670160039","39","30","39","0","201600","0","39","0","743","200000001","0","39","0","39","23","0","0","39","28","39","0","39","1","39","10","1","39"
"40","1","40","0","0","40","10","40","40","40","40","8792","670160040","40","30","40","0","201600","0","40","0","789","200000001","0","40","0","40","25","0","0","40","31","40","0","40","1","40","10","1","40"
"41","1","41","0","0","41","10","41","41","41","41","9401","670160041","41","30","41","0","201600","0","41","0","836","200000001","0","41","0","41","27","0","0","41","33","41","0","41","1","41","10","1","41"
"42","1","42","0","0","42","10","42","42","42","42","10011","670160042","42","30","42","0","201600","0","42","0","883","200000001","0","42","0","42","29","0","0","42","36","42","0","42","1","42","10","1","42"
"43","1","43","0","0","43","10","43","43","43","43","10621","670160043","43","30","43","0","201600","0","43","0","929","200000001","0","43","0","43","30","0","0","43","38","43","0","43","1","43","10","1","43"
"44","1","44","0","0","44","10","44","44","44","44","11231","670160044","44","30","44","0","201600","0","44","0","976","200000001","0","44","0","44","32","0","0","44","40","44","0","44","1","44","10","1","44"
"45","1","45","0","0","45","10","45","45","45","45","11840","670160045","45","30","45","0","201600","0","45","0","1022","200000001","0","45","0","45","34","0","0","45","43","45","0","45","1","45","10","1","45"
"46","1","46","0","0","46","10","46","46","46","46","12450","670160046","46","30","46","0","201600","0","46","0","1069","200000001","0","46","0","46","36","0","0","46","45","46","0","46","1","46","10","1","46"
"47","1","47","0","0","47","10","47","47","47","47","15702","670160047","47","30","47","0","201600","0","47","0","1340","200000001","0","47","0","47","37","0","0","47","47","47","0","47","1","47","10","1","47"
"48","1","48","0","0","48","10","48","48","48","48","18763","670160048","48","30","48","0","201600","0","48","0","1407","200000001","0","48","0","48","36","0","0","48","46","48","0","48","1","48","10","1","48"
"49","1","49","0","0","49","10","49","49","49","49","15702","670160049","49","30","49","0","201600","0","49","0","1411","200000001","0","49","0","49","38","0","0","49","47","49","0","49","1","49","10","1","49"
"50","1","50","0","0","50","10","50","50","50","50","16382","670160050","50","30","50","0","201600","0","50","0","1447","200000001","0","50","0","50","49","0","0","50","59","50","0","50","1","50","10","1","50"
"51","1","51","0","0","51","10","51","51","51","51","17062","670160051","51","30","51","0","201600","0","51","0","1482","200000001","0","51","0","51","61","0","0","51","70","51","0","51","1","51","10","1","51"
"52","1","52","0","0","52","10","52","52","52","52","17742","670160052","52","30","52","0","201600","0","52","0","1517","200000001","0","52","0","52","72","0","0","52","82","52","0","52","1","52","10","1","52"
"53","1","53","0","0","53","10","53","53","53","53","19807","670160053","53","30","53","0","201600","0","53","0","1517","200000001","0","53","0","53","72","0","0","53","82","53","0","53","1","53","10","1","53"
"54","1","54","0","0","54","10","54","54","54","54","20392","670160054","54","30","54","0","201600","0","54","0","1556","200000001","0","54","0","54","72","0","0","54","82","54","0","54","1","54","10","1","54"
