8baf8b2a92c05c8f3911248cbf016394b249ac4346f2f7ccacd55dc750188430,c0c0878660f81b2c481e9d3c337ed117b681c26817a597f7a256354bfc791abb,1495569d0e2532a7a06ce5773a4b00c86635a64de0d1eca56cec24a5c8068084,1ba98bd6028867bdbe9a9147395c108f04c4861e00039a8df31e0edf93f27e95,bfb4291605f51755bb7feabb342c308106a46412130b891ee2a06baae2168a74,c7ad383ae30efb99f8064344ae5528728f02b346a50b929d6634f676235a56b8,d59245ae1468ec30abbd243fe1e41c4c2bb4b1ca34fa9d3f75c37e63bc334cd2,d39b26fc41c21053e047079c21b7e68d8bd31f830d28da83eb417ec91f3407b6,5ee0c7d3466ae4972d2ecb87ace3e67a3840fe71b195836c042435b0288a264e,642b500894846a55b86ef123db13d84dab141d52e07a5c951d5f95d29ded17d1,7e4813ce62d7c2d4d4f87a7984ffed4b09d80815ab309e0ceb811d449fd19c48,722b0710c05ea091b0e07d674355d7caed06ac3b84178d1560b2fd7ec07ded2c,2f83fcacb7e4f04abcb7aa1fa0bada4c5d57ea208ee7734ac8092566e1057cff,8f045da49ca9f709a2704924ea4b74f0deadc44db7861c527e1c46f0c95ca873,89c114d2b37fc90c824eae9614814c4f0dcd964fb8514f9ba37c9d58795634bc,a4dcf744ccc84861226cb9d33e86390119ab514af1ccaf0ed8ebacf3c3d22270,d5770b5365060c0e11bb8f07d51c2c9a829e46d9255c3093d6f651f49e5f0903,e940f653f3d7de5000e7e8a5d8b068c7d39755d71535f56d2f9c36ae0c4ef2c8,4d2bdf18b175364671001fb68feb73f23d21c9dbbaaa8c6d260fe4aa46bf90fe
"0","0","abyss_reward_icon_hiseki","92427","2","0","50","0","0","0","0","0","0","0","0","50000000000","242718","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92427","4","0","50","0","0","0","0","0","0","0","0","60000000000","242719","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92427","4","0","50","0","0","0","0","0","0","0","0","70000000000","242720","0","140001"
"25202","500","abyss_reward_icon_masterpieces_piece","92428","2","25014","10","10","25015","2","25021","2","2","1250","2","1000000000","242801","1250","25102"
"25021","1250","abyss_reward_icon_connectpiece_2","92428","2","25012","5","500","25013","2","25011","2","2","1250","2","2000000000","242802","1250","25204"
"25202","500","abyss_reward_icon_masterpieces_piece","92428","2","25014","10","20","25015","2","25021","2","2","1250","2","3000000000","242803","1250","25102"
"25021","1250","abyss_reward_icon_connectpiece_2","92428","2","25012","5","500","25013","2","25011","2","2","1250","2","4000000000","242804","1250","25204"
"25206","1000","abyss_reward_icon_masterpieces_piece","92428","2","25014","10","5","25015","2","25021","2","2","1250","2","5000000000","242805","1250","25102"
"25021","1250","abyss_reward_icon_connectpiece_1","92428","2","25012","20","1000","25013","2","25011","2","2","1250","2","6000000000","242806","1250","25202"
"25204","1000","abyss_reward_icon_masterpieces_piece","92428","2","25014","10","10","25015","2","25021","2","2","3000","2","7000000000","242807","3000","25102"
"25021","3000","abyss_reward_icon_connectpiece_3","92428","2","25012","5","1000","25013","2","25011","2","2","3000","2","8000000000","242808","3000","25206"
"25202","1000","abyss_reward_icon_masterpieces_piece","92428","2","25014","10","30","25015","2","25021","2","2","3000","2","9000000000","242809","3000","25102"
"25204","1000","abyss_reward_icon_masterpieces_piece","92428","2","25011","10","20","25012","2","25021","2","2","3000","2","10000000000","242810","3000","25102"
"25206","1000","abyss_reward_icon_masterpieces_piece","92428","2","25013","10","5","25015","2","25021","2","2","3000","2","12000000000","242811","3000","25102"
"25021","3000","abyss_reward_icon_connectpiece_1","92428","2","25012","40","1000","25014","2","25011","2","2","3000","2","16000000000","242812","3000","25202"
"25021","3000","abyss_reward_icon_connectpiece_2","92428","2","25014","30","1000","25015","2","25013","2","2","3000","2","20000000000","242813","3000","25204"
"25021","3000","abyss_reward_icon_connectpiece_3","92428","2","25012","5","1000","25013","2","25011","2","2","3000","2","25000000000","242814","3000","25206"
"0","0","abyss_reward_icon_hiseki","92428","2","0","10","0","0","0","0","0","0","0","0","30000000000","242815","0","90005"
"0","0","abyss_reward_icon_hiseki","92428","2","0","20","0","0","0","0","0","0","0","0","35000000000","242816","0","90005"
"0","0","abyss_reward_icon_hiseki","92428","2","0","30","0","0","0","0","0","0","0","0","40000000000","242817","0","90005"
"0","0","abyss_reward_icon_hiseki","92428","2","0","50","0","0","0","0","0","0","0","0","50000000000","242818","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92428","4","0","50","0","0","0","0","0","0","0","0","60000000000","242819","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92428","4","0","50","0","0","0","0","0","0","0","0","70000000000","242820","0","140001"
"25202","500","abyss_reward_icon_masterpieces_piece","92429","2","25014","10","10","25015","2","25021","2","2","1250","2","1000000000","242901","1250","25102"
"25021","1250","abyss_reward_icon_connectpiece_2","92429","2","25012","5","500","25013","2","25011","2","2","1250","2","2000000000","242902","1250","25204"
"25202","500","abyss_reward_icon_masterpieces_piece","92429","2","25014","10","20","25015","2","25021","2","2","1250","2","3000000000","242903","1250","25102"
"25021","1250","abyss_reward_icon_connectpiece_2","92429","2","25012","5","500","25013","2","25011","2","2","1250","2","4000000000","242904","1250","25204"
"25206","1000","abyss_reward_icon_masterpieces_piece","92429","2","25014","10","5","25015","2","25021","2","2","1250","2","5000000000","242905","1250","25102"
"25021","1250","abyss_reward_icon_connectpiece_1","92429","2","25012","20","1000","25013","2","25011","2","2","1250","2","6000000000","242906","1250","25202"
"25204","1000","abyss_reward_icon_masterpieces_piece","92429","2","25014","10","10","25015","2","25021","2","2","3000","2","7000000000","242907","3000","25102"
"25021","3000","abyss_reward_icon_connectpiece_3","92429","2","25012","5","1000","25013","2","25011","2","2","3000","2","8000000000","242908","3000","25206"
"25202","1000","abyss_reward_icon_masterpieces_piece","92429","2","25014","10","30","25015","2","25021","2","2","3000","2","9000000000","242909","3000","25102"
"25204","1000","abyss_reward_icon_masterpieces_piece","92429","2","25011","10","20","25012","2","25021","2","2","3000","2","10000000000","242910","3000","25102"
"25206","1000","abyss_reward_icon_masterpieces_piece","92429","2","25013","10","5","25015","2","25021","2","2","3000","2","12000000000","242911","3000","25102"
"25021","3000","abyss_reward_icon_connectpiece_1","92429","2","25012","40","1000","25014","2","25011","2","2","3000","2","16000000000","242912","3000","25202"
"25021","3000","abyss_reward_icon_connectpiece_2","92429","2","25014","30","1000","25015","2","25013","2","2","3000","2","20000000000","242913","3000","25204"
"25021","3000","abyss_reward_icon_connectpiece_3","92429","2","25012","5","1000","25013","2","25011","2","2","3000","2","25000000000","242914","3000","25206"
"0","0","abyss_reward_icon_hiseki","92429","2","0","10","0","0","0","0","0","0","0","0","30000000000","242915","0","90005"
"0","0","abyss_reward_icon_hiseki","92429","2","0","20","0","0","0","0","0","0","0","0","35000000000","242916","0","90005"
"0","0","abyss_reward_icon_hiseki","92429","2","0","30","0","0","0","0","0","0","0","0","40000000000","242917","0","90005"
"0","0","abyss_reward_icon_hiseki","92429","2","0","50","0","0","0","0","0","0","0","0","50000000000","242918","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92429","4","0","50","0","0","0","0","0","0","0","0","60000000000","242919","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92429","4","0","50","0","0","0","0","0","0","0","0","70000000000","242920","0","140001"
"25021","1000","abyss_reward_icon_masterpieces_piece","92413","2","25015","10","200","0","2","25014","2","0","1000","2","1000000000","250101","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92413","2","25013","300","1000","0","2","25012","2","0","1000","2","2000000000","250102","0","25021"
"25021","1000","abyss_reward_icon_masterpieces_piece","92413","2","25015","10","500","0","2","25014","2","0","1000","2","3000000000","250103","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92413","2","25013","500","1000","0","2","25012","2","0","1000","2","4000000000","250104","0","25021"
"25021","1000","abyss_reward_icon_masterpieces_piece","92413","2","25015","10","1000","0","2","25014","2","0","1000","2","5000000000","250105","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92413","2","25013","1000","1000","0","2","25012","2","0","1000","2","6000000000","250106","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92413","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","250107","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92413","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","250108","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92413","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","250109","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92413","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","250110","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92413","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","250111","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92413","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","250112","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92413","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","250113","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92413","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","250114","0","25021"
"0","0","abyss_reward_icon_hiseki","92413","2","0","10","0","0","0","0","0","0","0","0","30000000000","250115","0","90005"
"0","0","abyss_reward_icon_hiseki","92413","2","0","20","0","0","0","0","0","0","0","0","35000000000","250116","0","90005"
"0","0","abyss_reward_icon_hiseki","92413","2","0","30","0","0","0","0","0","0","0","0","40000000000","250117","0","90005"
"0","0","abyss_reward_icon_hiseki","92413","2","0","50","0","0","0","0","0","0","0","0","50000000000","250118","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92413","4","0","50","0","0","0","0","0","0","0","0","60000000000","250119","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92413","4","0","50","0","0","0","0","0","0","0","0","70000000000","250120","0","140001"
