ffeb60de9453ac41206c30ea90bcfb5ab5a8cf5b71dacea80326236e0a5ee4a4,7babb46d42bc1f2b89b978ca60c3d2d3f320269907a0b0b128acb1fc30d60ba2,bb52a01f1f10fc350efbdb0b19542932b02de0a606a300a3f70f4587bf57464d,f2df6e411b205621ada61781ccd5b4f1b4793e2f97ef58b59c0fd9311ea63678,0718ba1b2d7d81b8c8c08e844fca0b916c85888503ae8302279aeb08feafff17,330fd01773fddd395a6b999705d660b9a4ad0684d87a4ef5b49d990a03e50ecf,fc9bad8b12f1457c2e2aeb7785149acb73c37cad3e5c32f24465dfba27195572,f59e4e11e5c45496a57f58d23bee5a69060381b845cce3a325a1989a1fd27a0f,80217f8dd7f0790a0e737b631f06817b553c00cf93ddb261b406631c378e7c22,7cb42a0e48504e009a2cc6eccb99303c805247fddcb8a63fa0ce029876e36bd3
"舌頭","2530028","0","1","耳","0","眼睛","0","鼻子","0"
"小寒","2530030","0","1","白露","0","寒露","0","霜降","0"
"10寸","2530032","0","1","20寸","0","15寸","0","5寸","0"
"蘋果","2530033","0","1","香蕉","0","香菸","0","巴西堅果","0"
"電眼定位點","2530034","0","1","紀錄味道","0","辨識牙膏顏色","0","條碼器","0"
"Trilliant Cut","2530035","0","1","Oval Cut","0","Marquise Cut","0","Brilliant Cut","0"
"綠一色","2530036","0","1","白一色","0","黑一色","0","紅一色","0"
"檔","2530037","0","1","雁","0","敷","0","樑","0"
"鑽石","2530039","0","1","蛋白石","0","坦尚石","0","綠寶石","0"
"五光","2530041","0","1","五星","0","五花","0","五全","0"
"蛀牙","2530042","0","1","牙齦炎","0","口腔潰瘍","0","齒槽膿漏","0"
"7","2530043","0","1","5","0","8","0","6","0"
"自由書寫","2530044","0","1","己運","0","草書","0","臨書","0"
"能劇","2530046","0","1","布袋戲","0","泡沫舞","0","皮影戲","0"
"ppm","2530047","0","1","amp","0","pmp","0","ppp","0"
"晶圓","2530048","0","1","主機板","0","CPU","0","晶片","0"
"C4","2530049","0","1","C5","0","C2","0","C3","0"
"88","2530050","0","1","99","0","77","0","66","0"
"52","2530052","0","1","88","0","56","0","36","0"
"男中音","2530053","0","1","女低音","0","男中高音","0","女中音","0"
"黑死病","2530054","0","1","吸引異性","0","貴族攀比","0","可以食用","0"
"Tuck-in","2530056","0","1","Goin","0","Throw-in","0","Chip-in","0"
"肌紅蛋白","2530058","0","1","水","0","醬汁","0","血","0"
"凱撒密碼","2530059","0","1","含羞草密碼","0","凱爾密碼","0","亞歷山大密碼","0"
"天鵝絨","2530060","0","1","棉絨","0","珊瑚絨","0","法蘭絨","0"
"楔形鞋","2530061","0","1","高跟鞋","0","厚底鞋","0","粗跟鞋","0"
"海將海馬司令","2531001","0","1","哥布林王者","0","復活的白色島鯨","0","雷雷","0"
"大王猩猩","2531002","0","1","雷雷","0","太陽公公","0","富豪魔像","0"
"鼠妖","2531003","0","1","鑽頭鼴鼠","0","雷雲長老","0","大王花曼德拉草","0"
"66","2531004","0","1","33","0","44","0","77","0"
"馬克杯","2531005","0","1","壓克力立牌","0","鑰匙圈","0","包包","0"
"Fungo","2610002","0","1","Hit & Catch","0","Fly Ball","0","Jungle","0"
"板球","2610003","0","1","撐竿跳河比賽","0","壁網球","0","芬式棒球","0"
"球僮","2610004","0","1","捕手","0","裁判","0","保全","0"
"場務","2610005","0","1","內野手","0","裁判","0","球場警衛","0"
"中","2610007","0","1","gulp","0","鉗子","0","沒中","0"
"魚拓","2610008","0","1","魚戳","0","魚印","0","魚紙","0"
"鴿子","2610009","0","1","麻雀","0","烏鴉","0","燕子","0"
"滿貫全壘打","2610010","0","1","黃金全壘打","0","超級全壘打","0","完美全壘打","0"
"倒數３秒","2610012","0","1","倒數10秒","0","倒數７秒","0","倒數５秒","0"
"軍配團扇","2610013","0","1","笛子","0","拍子木","0","扇子","0"
"11人","2610015","0","1","３人","0","５人","0","９人","0"
"Out","2610016","0","1","Bingo","0","Punch","0","Hit","0"
"空中擊球","2610017","0","1","攔網","0","觸網","0","落地擊球","0"
"５人","2610018","0","1","３人","0","９人","0","11人","0"
"暫停","2610019","0","1","停球","0","中場","0","休息時間","0"
"足球","2610021","0","1","蹴鞠","0","橄欖球","0","美式足球","0"
"冰壺","2610023","0","1","有舵雪橇","0","冰上曲棍球","0","花式滑冰","0"
"美式足球","2610025","0","1","籃球","0","足球","0","橄欖球","0"
"單槓","2610027","0","1","立體格子鐵架","0","蹺蹺板","0","鞦韆","0"
"３次","2610029","0","1","４次","0","５次","0","２次","0"
"柔道","2610030","0","1","業餘摔跤","0","拳擊","0","劍道","0"
"過山洞","2610032","0","1","建築物","0","水壩","0","橋","0"
"在比賽中落敗","2610033","0","1","相撲比較奇怪","0","兩者實力相近","0","參加比賽","0"
"棒球","2610034","0","1","籃球","0","足球","0","高爾夫","0"
"Lap Time","2610035","0","1","Apron Time","0","Tablecloth Time","0","Aluminum Time","0"
"第三名","2610036","0","1","第一名","0","第四名","0","第二名","0"
"仰泳","2610037","0","1","蛙泳","0","捷泳","0","蝶式","0"
"高爾夫","2610039","0","1","排球","0","籃球","0","足球","0"
"本壘手","2610040","0","1","三壘手","0","二壘手","0","一壘手","0"
"球溝","2610041","0","1","球瓶區","0","滾球道","0","滑道","0"
"冰斧","2610042","0","1","冰鉤","0","冰爪","0","冰刀","0"
"捕手","2610043","0","1","外野手","0","內野手","0","投手","0"
"球桿","2610044","0","1","球棒","0","球棍","0","球竿","0"
"達陣","2610046","0","1","以上皆非","0","完成","0","抵達","0"
"Ace","2610047","0","1","Service Ball","0","Service Attack","0","Ad Court","0"
"面","2610048","0","1","頭擊","0","小手","0","胴","0"
"金屬圓棒","2610050","0","1","背帶","0","毛巾","0","木棍","0"
"２分","2610051","0","1","５分","0","４分","0","３分","0"
"16公分","2610052","0","1","15公分","0","8公分","0","12公分","0"
"綠色","2610053","0","1","褐色","0","藍色","0","紅色","0"
"比賽結束","2610054","0","1","角球","0","紅牌","0","越位","0"
"接球","2610055","0","1","阻擋","0","進攻","0","攔網","0"
"棒球","2610057","0","1","網球","0","桌球","0","籃球","0"
"二次運球","2610058","0","1","零次運球","0","三次運球","0","一次運球","0"
"橄欖球","2610059","0","1","足球","0","籃球","0","壘球","0"
"紡希（夏日）","2611001","0","1","優衣（新年）","0","珠希（工作服）","0","莉瑪（灰姑娘）","0"
"栞（魔法少女）","2611002","0","1","空花（黑暗）","0","霞（魔法少女）","0","伊緒（黑暗）","0"
"力量","2611003","0","1","毅力","0","體力","0","速度","0"
"暴君長老","2611004","0","1","厄勒克特拉夫人","0","反逆獸","0","角鹿將軍","0"
"必殺技","2611005","0","1","EX 技能","0","定位","0","技能1","0"
"３支","2620002","0","1","４支","0","２支","0","１支","0"
"超大曲道","2620003","0","1","超級滑雪競賽","0","超級滑降","0","特別跳躍","0"
"凹凸不平","2620005","0","1","黏黏的","0","刺刺的","0","光滑","0"
"５球","2620006","0","1","４球","0","６球","0","７球","0"
"保齡球","2620007","0","1","桌球","0","飛鏢","0","撞球","0"
"未踩投手板而做假傳","2620008","0","1","踩投手板後假裝投球卻未投","0","踩投手板後傳球給沒有跑壘員的壘包守備員","0","未正面朝向擊球員投球","0"
"背越式","2620010","0","1","飛魚式","0","三步式","0","仰式","0"
"20秒","2620011","0","1","60秒","0","５秒","0","10秒","0"
"自由式","2620012","0","1","蝶泳","0","仰泳","0","蛙泳","0"
"305公分","2620013","0","1","355公分","0","255公分","0","205公分","0"
"４片","2620014","0","1","６片","0","３片","0","２片","0"
"８個","2620015","0","1","６個","0","７個","0","10個","0"
"中場","2620016","0","1","側翼","0","滑切球","0","自由球員","0"
"20分鐘","2620017","0","1","45分鐘","0","30分鐘","0","15分鐘","0"
"手掌心","2620018","0","1","手背","0","小指","0","拇指","0"
"鯖魚折","2620022","0","1","鮪魚折","0","鮭魚折","0","鰺魚折","0"
"７戰４勝制","2620024","0","1","９戰５勝制","0","５戰３勝制","0","３戰２勝制","0"
"冰壺","2620025","0","1","槌球","0","曲棍球","0","保齡球","0"
"內野手有三人","2620026","0","1","外野手有三人","0","四壞球則保送擊球員","0","正式比賽為九局，同分時得延長","0"
"盜壘","2620028","0","1","代跑","0","牽制","0","觸身球","0"
"先發投手","2620029","0","1","捕手","0","1號打者","0","4號打者","0"
"21次","2620030","0","1","23次","0","22次","0","20次","0"
"冰上曲棍球","2620031","0","1","板球","0","袋棍球","0","馬球","0"
"４分","2620032","0","1","２分","0","５分","0","３分","0"
"老鷹","2620033","0","1","雙柏忌","0","柏忌","0","小鳥","0"
"划水","2620034","0","1","打水","0","拍水","0","撥水","0"
"９分","2620035","0","1","６分","0","８分","0","12分","0"
"10個","2620036","0","1","110個","0","50個","0","30個","0"
"無法確定","2620038","0","1","２個","0","１個","0","０個","0"
"過肩摔","2620040","0","1","肩撞","0","露肩膀","0","搥肩","0"
"受罰席","2620041","0","1","變臉席","0","犯規席","0","傷害席","0"
"牛仔競技","2620042","0","1","鬥牛士","0","桑搏","0","鬥牛","0"
"反彈","2620044","0","1","抄截","0","盜球","0","投影幕","0"
"開球","2620045","0","1","打球","0","帶球","0","藏球","0"
"殘瓶","2620046","0","1","剩瓶","0","二局","0","二瓶","0"
"跳遠","2620048","0","1","跳高","0","三級跳遠","0","撐竿跳高","0"
"短跑","2620049","0","1","驛站接力賽","0","長跑","0","中跑","0"
"Skip","2620050","0","1","Last","0","Triple","0","First","0"
"交叉跳","2620051","0","1","跑跳","0","雙重跳","0","交互蹲跳","0"
"42.195km","2620054","0","1","4.2195km","0","4219.5km","0","421.95km","0"
"犯規線","2620057","0","1","飛球","0","短打","0","全壘打","0"
"一桿進洞","2620058","0","1","沙地","0","球進水池","0","最優秀高爾夫球手","0"
"捨身技","2620059","0","1","逆轉技","0","孤注一擲技","0","嘗試技","0"
"國際錦標賽","2620060","0","1","預演賽","0","事前賽","0","挑戰賽","0"
"撞球","2620061","0","1","桌球","0","保齡球","0","飛鏢","0"
"饒舌戰鬥","2621001","0","1","猜謎","0","猜拳","0","接龍","0"
"代碼注入","2621002","0","1","數據躍升","0","解構函式","0","覆蓋指令","0"
"究極金槍鮪","2621003","0","1","天塔帕斯","0","島鯨","0","涅普堤利昂","0"
"極值聖域","2621004","0","1","二元聖域","0","獸性聖域","0","亂數聖域","0"
"海洋聖界","2621005","0","1","極光聖界","0","深淵終結炸裂","0","超火力全開☆公主突襲","0"
"二壘打","2630001","0","1","出局","0","本壘打","0","界外球","0"
"70公分","2630002","0","1","100公分","0","90公分","0","80公分","0"
"柏林馬拉松","2630004","0","1","倫敦馬拉松","0","芝加哥馬拉松","0","紐約馬拉松","0"
"扭抱","2630006","0","1","繞閃","0","	抱頭防守","0","上勾拳","0"
"為了防止被偷","2630007","0","1","為了壓低成本","0","為了提起幹勁","0","為了使腳部動作明顯","0"
"外道魚","2630008","0","1","狙外","0","目外","0","雜魚","0"
"弓懸","2630009","0","1","公懸","0","供懸","0","工懸","0"
"42.195公里","2630010","0","1","43.195公里","0","40.195公里","0","41.195公里","0"
"黃色","2630011","0","1","黑色","0","紅色","0","藍色","0"
"17階級","2630012","0","1","18階級","0","16階級","0","15階級","0"
"300分比賽","2630013","0","1","450分比賽","0","350分比賽","0","400分比賽","0"
"16支","2630014","0","1","20支","0","8支","0","12支","0"
"40mm","2630015","0","1","60mm","0","50mm","0","30mm","0"
"45cm","2630016","0","1","75cm","0","60cm","0","30cm","0"
"23.72公尺","2630017","0","1","38.72公尺","0","31.72公尺","0","15.72公尺","0"
"紅與白","2630019","0","1","白與黑","0","紅與黑","0","紅與藍","0"
"彰化縣","2630021","0","1","嘉義市","0","宜蘭縣","0","雲林縣","0"
"緊急紮營","2630022","0","1","安營紮寨","0","臨時居所","0","緊急避難","0"
"９人","2630025","0","1","７人","0","10人","0","８人","0"
"界外球","2630026","0","1","十二碼罰球","0","守門員開球","0","角球","0"
"橫綱","2630027","0","1","預備力士","0","觀眾","0","行事","0"
"Offshore","2630028","0","1","Outshore","0","Inshore","0","Onshore","0"
"收打","2630029","0","1","推打","0","拉打","0","回打","0"
"紅色","2630030","0","1","茶","0","黑色","0","白色","0"
"高低槓","2630031","0","1","平衡木","0","地板","0","跳馬","0"
"亂取","2630035","0","1","手取","0","掌舵","0","面取","0"
"10","2630037","0","1","7","0","8","0","9","0"
"10cm","2630038","0","1","70cm","0","50cm","0","30cm","0"
"20kg","2630040","0","1","３kg","0","10kg","0","５kg","0"
"籃球","2630043","0","1","游泳","0","手球","0","足球","0"
"４人","2630044","0","1","３人","0","５人","0","８人","0"
"墜球","2630045","0","1","曲球","0","推球","0","擲球","0"
"三壘","2630046","0","1","本壘","0","二壘","0","一壘","0"
"板頭","2630048","0","1","頂點","0","頂端","0","甲板","0"
"２場","2630049","0","1","５場","0","４場","0","３場","0"
"比球","2630051","0","1","猜拳","0","揮球","0","指球","0"
"Kiss Shot","2630052","0","1","Mass Shot","0","Pass Shot","0","Miss Shot","0"
"５分","2630053","0","1","10分","0","２分","0","１分","0"
"Low Blow","2630054","0","1","Leg Blow","0","Downward Blow","0","Under Low","0"
"堆石標","2630055","0","1","堆食標","0","堆十標","0","堆是標","0"
"機會","2630056","0","1","劣勢","0","優勢","0","威脅","0"
"橄欖球","2630058","0","1","籃球","0","排球","0","足球","0"
"空架雪車","2630059","0","1","有舵雪橇","0","冬季兩項","0","平底雪橇","0"
"C卡","2630060","0","1","D卡","0","B卡","0","A卡","0"
"Pocket","2630061","0","1","Baguette","0","Socket","0","Nugget","0"
"哥布林小兵","2631001","0","1","哥布林領主","0","哥布林大師","0","哥布林王者","0"
"海神法杖","2631002","0","1","激浪之拳","0","雷擊之槍","0","嵐擊之槍","0"
"昇龍擺尾球","2631003","0","1","昇龍羽翼","0","昇龍剪","0","昇龍觸身球","0"
"順子賽艇","2631004","0","1","沙灘棒球","0","沙灘搶旗","0","沙灘排球","0"
"七界霸王晦冥喝破之裝","2631005","0","1","七海霸者晦冥喝破之裝","0","大海帝王晦冥喝破之裝","0","七界究極晦冥喝破之裝","0"
