e8f742ce4dbb002451abecaf1aaa1eb7fa4c9611ca217adbc075ae6ff3f6456e,82672d6575d0dba270511195360c2d46e826a8d9d411b6894dbaf16cb6f051a4,788d2f1402b75a5d6926ee9a908c4f2cbbf9495509554685bd082dea54445120,94dfb496c62c0c91d1100539a145dbf7812d5c6688f8a83c9609ff1a89136427,28c202be1277253f9f390cabb9e9ce631fbe7c6fe76ecf0393097aee37b23dac,bf74ae2615a636a35b5079eeaf833a13ec8608e5a500811a28cb5a2db41626f9,c871c35b7d267179264e5b5c3d439e1eac80b41f807a2405dfa52097a255aaac,d4f8c53075319ee337b2641bf6f56e14e6b06f948b397df7ad2be8a235432f36,b25f94ee6d962c81340ffde8a854daf02d023e70aac8d13631020bd4adda7308,67e7ec60ba83e4830d2759eae7a14f100fa905d9bfdb38fa14b6ea89b6d3a5f3,8ba5402da24156e7a7eb572df6b01bce10ff7c816fbe428dc7c5fffe797be48b
"maho_kurukuru_inB","3","0","0.2","5146065","65082","","0","maho_kurukuru_loopB","1","98"
"kururu_kurukuru_in","3","0","0.2","5146065","65083","","0","kururu_kurukuru_loop","1","130911"
"kururu_kurukuru_inF","3","0","0.2","5146065","65084","","0","kururu_kurukuru_loopF","1","97"
"kururu_kurukuru_inB","3","0","0.2","5146065","65085","","0","kururu_kurukuru_loopB","1","96"
"vo_apg_0511","21","","","5146065","65086","","0","0","","vo_apg"
"庫露露咕嚕轉～♪","11","0","0","5146065","65087","1.1","13","0","0","131011"
"","91","","","5146065","65088","","","","","0"
"vo_apg_0512","21","","","5146065","65089","","0","0","","vo_apg"
"庫露露咕嚕轉～♪","11","0","0","5146065","65090","1","10","0","0","130911"
"","91","","","5146065","65091","","","","","0"
"6","12","10","0","5146065","65092","0","2","0","0","131011"
"7","12","10","0","5146065","65093","0","2","0","0","130911"
"walk_normal","3","","0.2","5146065","65094","","1","","","106011"
"walk_normal","3","","0.2","5146065","65095","","1","","","1060"
"-376","2","","","5146065","65096","","-305","3.4","0","106011"
"-376","2","","","5146065","65097","","-305","3.4","0","1060"
"0","93","","","5146065","65098","","","","","3.4"
"-446","2","","","5146065","65099","","-305","0.6","14","106011"
"-446","2","","","5146065","65100","","-305","0.6","14","1060"
"kyaru_damage","3","","0","5146065","65101","","0","","","106011"
"kyaru_damage","3","","0","5146065","65102","","0","","","1060"
"0","93","","","5146065","65103","","","","","0.8"
"cool_in_jitome","3","0","0.2","5146065","65104","","0","cool_talk_jitome","1","106011"
"cool_in_jitome","3","0","0.2","5146065","65105","","0","cool_talk_jitome","1","1060"
"vo_apg_0513","21","","","5146065","65106","","0","0","","vo_apg"
"妳們兩個在做什麼啊……","11","0","0","5146065","65107","0","8","1","1","106011"
"","91","","","5146065","65108","","","","","0"
"","101","","","5146065","65109","","","","","65110"
"0.2","22","","","5146065","65110","","","","","0"
"104011","1","0","1.8","5146066","66001","aoi_walk_fear","140","-500","-278","1"
"99","5","0","1.8","5146066","66002","idle_normal","141","30","-262","1"
"130911","1","1","1.8","5146066","66003","idle_normal_noface","100","290","-278","1"
"98","5","1","1.8","5146066","66004","idle_normal_kururu","101","290","-278","1"
"201","13","","","5146066","66005","","","","","104011"
"200","13","","","5146066","66006","","","","","130911"
"8","5","0","0.85","5146066","66007","idle","15","0","-174","8"
"20","5","0","1","5146066","66008","empty","210","-119","-79","20"
"22","5","0","1","5146066","66009","empty","210","0","-194","22"
"1","31","","1","5146066","66010","","0","0","1","1"
"2","31","","0","5146066","66011","","0","-57.7","1","2"
"13","31","","0","5146066","66012","","0","0","1","13"
"19","31","","0","5146066","66013","","11","-69","1","19"
"20","31","","1","5146066","66014","","0","0","1","20"
"104011","36","","","5146066","66015","","","","","20"
"99","36","","","5146066","66016","","","","","20"
"20","36","","","5146066","66017","","","","","20"
"22","36","","","5146066","66018","","","","","20"
"0","91","","","5146066","66019","","","","","0"
"0","102","","","5146066","66020","","0","","","0"
"-290","2","","","5146066","66021","","-278","2.7","0","104011"
"aoi_walk_fear","3","","0.2","5146066","66022","","1","","","104011"
"0","93","","","5146066","66023","","","","","2.7"
"see_talk","3","","0.2","5146066","66024","","1","","","104011"
"vo_apg_0601","21","","","5146066","66025","","0","0","","vo_apg"
"終於來到這裡了……\n大夢想樂園……\n獨自一人來「大夢樂」沒關係吧？\n說不定邊緣人會被抓住，強制驅離……","11","0","0","5146066","66026","0","9","1","1","104011"
"","91","","","5146066","66027","","","","","0"
"see_idle","3","","0.2","5146066","66028","","1","","","104011"
"smile","3","0.2","0.2","5146066","66029","","0","talk_normal","1","130911"
"smile","3","0.2","0.2","5146066","66030","","0","talk_normal","1","98"
"vo_apg_0602","21","","","5146066","66031","","0","0","","vo_apg"
"妳就是碧小姐吧～！？\n歡迎來到大夢想樂園♪\n今天就妳一位嗎？","11","0","0","5146066","66032","0","7","1","1","130911"
"","91","","","5146066","66033","","","","","0"
"idle_normal_surprise","3","","0.2","5146066","66034","","1","","","130911"
"panic","3","","0.2","5146066","66035","","1","","","104011"
"vo_apg_0603","21","","","5146066","66036","","0","0","","vo_apg"
"嗚呀喔喔喔喔！？\n對對對、對不起！\n邊緣人要強制驅離對吧！\n我現在馬上出去～！","11","0","0","5146066","66037","0","12","1","1","104011"
"","91","","","5146066","66038","","","","","0"
"anger_talk_pain","3","","0.2","5146066","66039","","1","","","130911"
"anger_talk_pain","3","","0.2","5146066","66040","","1","","","98"
"vo_apg_0604","21","","","5146066","66041","","0","0","","vo_apg"
"請等一下請等一下！\n強制驅離是指什麼什麼～！？\n我們不會做這種事的！","11","0","0","5146066","66042","0","7","1","1","130911"
"","91","","","5146066","66043","","","","","0"
"idle_normal_dere","3","","0.2","5146066","66044","","1","","","130911"
"aoi_surprise_in","3","0.1","0","5146066","66045","","0","surprise_talk_search_dere","1","104011"
"vo_apg_0605","21","","","5146066","66046","","0","0","","vo_apg"
"竟然，對邊緣人也如此溫柔……\n服務真是周到！\n那麼，在哪裡呢？\n邊緣人專用的遊樂設施？","11","0","0","5146066","66047","0","8","1","1","104011"
"","91","","","5146066","66048","","","","","0"
"surprise_idle_dere","3","","0.2","5146066","66049","","1","","","104011"
"kururu_surprise_talk_long","3","0.2","0.2","5146066","66050","","0","kururu_guid_talk","1","130911"
"kururu_surprise_talk_long","3","0.2","0.2","5146066","66051","","0","kururu_guid_talk","1","98"
"vo_apg_0606","21","","","5146066","66052","","0","0","","vo_apg"
"咦？\n我想想我想想，\n這座摩天輪如何呢？\n雖然不是邊緣人專用……","11","0","0","5146066","66053","0","8","1","1","130911"
"","91","","","5146066","66054","","","","","0"
"idle_normal_noface","3","","0.2","5146066","66055","","1","","","130911"
"idle_normal_kururu","3","","0.2","5146066","66056","","1","","","98"
"guts2_in_surprise2","3","0","0.2","5146066","66057","","0","guts2_talk_surprise2","1","104011"
"vo_apg_0607","21","","","5146066","66058","","0","0","","vo_apg"
"我、我要搭！\n收取邊緣人費用也無妨，\n請讓我搭──！","11","0","0","5146066","66059","0","9","1","1","104011"
"","91","","","5146066","66060","","","","","0"
"guts2_idle_surprise2","3","","0.2","5146066","66061","","1","","","104011"
"joy_talk_dere","3","","0.2","5146066","66062","","1","","","130911"
"joy_talk","3","","0.2","5146066","66063","","1","","","98"
"vo_apg_0608","21","","","5146066","66064","","0","0","","vo_apg"
"費用並不會有所改變……\n所以請妳搭到滿意為止♪","11","0","0","5146066","66065","0","8","1","1","130911"
"","91","","","5146066","66066","","","","","0"
"0","22","","","5146066","66067","","","","","0"
"hello","3","0.1","0.4","5146066","66068","","0","idle_normal_joy","1","130911"
"walk_jog_dere","3","","0.2","5146066","66069","","1","","","104011"
"-50","2","","","5146066","66070","","-278","2","0","104011"
"0","93","","","5146066","66071","","","","","1"
"1","32","","","5146066","66072","","","","","2"
"0","93","","","5146066","66073","","","","","1.5"
"0","2","","","5146066","66074","","-480","0","0","104011"
"empty","3","","0","5146066","66075","","1","","","104011"
"scale15","37","","","5146066","66076","","","","","20"
"fade_out","37","","","5146066","66077","","","","","2"
"1","32","","","5146066","66078","","","","","13"
"0","93","","","5146066","66079","","","","","2"
"vo_apg_0609","21","","","5146066","66080","","0","0","","vo_apg"
"0609_in","3","","0","5146066","66081","","0","","","22"
"1","93","","","5146066","66082","","","","","2.2"
"0609_mid","3","","0","5146066","66083","","0","","","22"
"","92","","","5146066","66084","","","","",""
"0609_out","3","","0","5146066","66085","","0","","","22"
"0","93","","","5146066","66086","","","","","0.2"
"-132","2","","","5146066","66087","","-79","0","0","20"
"vo_apg_0610","21","","","5146066","66088","","0","0","","vo_apg"
"0610_in","3","","0","5146066","66089","","0","","","22"
"1","93","","","5146066","66090","","","","","2.2"
"0610_mid","3","","0","5146066","66091","","0","","","22"
"","92","","","5146066","66092","","","","",""
"0610_out","3","","0","5146066","66093","","0","","","22"
"0","93","","","5146066","66094","","","","","0.2"
"vo_apg_0611","21","","","5146066","66095","","0","0","","vo_apg"
"0611_in","3","","0","5146066","66096","","0","","","22"
"1","93","","","5146066","66097","","","","","2.3"
"0611_mid","3","","0","5146066","66098","","0","","","22"
"","92","","","5146066","66099","","","","",""
"0611_out","3","","0","5146066","66100","","0","","","22"
"0","93","","","5146066","66101","","","","","0.2"
"0","22","","","5146066","66102","","","","","0"
"empty","3","","0","5146066","66103","","1","","","104011"
"fade_in","37","","","5146066","66104","","","","","2"
"0","93","","","5146066","66105","","","","","1"
"0","32","","","5146066","66106","","","","","13"
"fade_out","37","","","5146066","66107","","","","","2"
"kururu_wish_talk_surprise_lookup","3","","0","5146066","66108","","1","","","130911"
"0","93","","","5146066","66109","","","","","1"
"kururu_wish_talk_surprise_lookup","3","0.2","0.2","5146066","66110","","0","kururu_surprise_talk_joy","1","130911"
"vo_apg_0612","21","","","5146066","66111","","0","0","","vo_apg"
"妳覺得如何呢～？\n咦，要直接坐第二趟嗎？\n呵呵，她似乎非常喜歡的樣子，\n真令人高興♪","11","0","0","5146066","66112","0","8","1","1","130911"
"","91","","","5146066","66113","","","","","0"
"0","22","","","5146066","66114","","","","","0"
"fade_in","37","","","5146066","66115","","","","","2"
"0","93","","","5146066","66116","","","","","1"
"scale1","37","","","5146066","66117","","","","","20"
"blackroom_in","37","","","5146066","66118","","","","","2"
"20","121","","10","5146066","66119","","1.15","1.15","9","0"
"27","2","","","5146066","66120","","-248","0","0","104011"
"27","2","","","5146066","66121","","-248","0","0","99"
"aoi_satori_in","3","","0","5146066","66122","","1","","","104011"
"aoi_satori_in","3","","0","5146066","66123","","1","","","99"
"0","93","","","5146066","66124","","","","","0.5"
"vo_apg_0613","21","","","5146066","66125","","0","0","","vo_apg"
"呵呵……呵呵呵呵呵……\n啊啊，這就是開悟……！","11","0","0","5146066","66126","1","5","0","1","104011"
"","93","","","5146066","66127","","","","","3"
"1","32","","","5146066","66128","","","","","19"
"se_10055900_satori","23","","","5146066","66129","","0","","","se_10055900"
"","93","","","5146066","66130","","","","","0.5"
"aoi_satori_mid","3","0","0.2","5146066","66131","","0","aoi_satori_loop","1","104011"
"aoi_satori_mid","3","0","0.2","5146066","66132","","0","aoi_satori_loop","1","99"
"0","93","","","5146066","66133","","","","","4"
"","92","","","5146066","66134","","","","",""
"","101","","","5146066","66135","","","","","66136"
"0.2","22","","","5146066","66136","","","","","0"
"106611","1","0","1.8","5146067","67001","idle_normal","106","-385","-288","1"
"1066","5","0","1.8","5146067","67002","idle_normal","107","-385","-288","3"
"106511","1","0","1.8","5146067","67003","idle_normal","103","-225","-278","1"
"1065","5","0","1.8","5146067","67004","idle_normal","104","-225","-278","2"
"131011","1","1","1.8","5146067","67005","idle_normal","100","290","-278","1"
"206","13","","","5146067","67006","","","","","106611"
"203","13","","","5146067","67007","","","","","106511"
"200","13","","","5146067","67008","","","","","131011"
"9","5","0","0.85","5146067","67009","idle","15","0","-174","9"
"201","5","0","1","5146067","67010","empty","210","-292","71","20"
"202","5","0","1","5146067","67011","empty","210","-61","71","20"
"22","5","0","1","5146067","67012","empty","210","126","-43","22"
"21","5","0","1","5146067","67013","empty","60","0","94","21"
"1","31","","1","5146067","67014","","0","0","1","1"
"2","31","","0","5146067","67015","","0","-57.7","1","2"
"10","31","","0","5146067","67016","","0","0","1","10"
"20","31","","1","5146067","67017","","0","0","1","20"
"106611","36","","","5146067","67018","","","","","20"
"106511","36","","","5146067","67019","","","","","20"
"201","36","","","5146067","67020","","","","","20"
"202","36","","","5146067","67021","","","","","20"
"22","36","","","5146067","67022","","","","","20"
"0","91","","","5146067","67023","","","","","0"
"0","102","","","5146067","67024","","0","","","0"
"0","93","","","5146067","67025","","","","","1"
"talk_normal_noface","3","","0.2","5146067","67026","","1","","","106511"
"talk_normal_kaya","3","","0.2","5146067","67027","","1","","","1065"
"vo_apg_0701","21","","","5146067","67028","","0","0","","vo_apg"
"祈梨──\n接下來搭看看這個吧。","11","0","0","5146067","67029","0","9","1","1","106511"
"","91","","","5146067","67030","","","","","0"
"idle_normal_look","3","","0.2","5146067","67031","","1","","","106511"
"idle_normal_look","3","","0.2","5146067","67032","","1","","","1065"
"cool_in_sad","3","0","0.2","5146067","67033","","0","cool_talk_sad","1","106611"
"cool_in_sad","3","0","0.2","5146067","67034","","0","cool_talk_sad","1","1066"
"vo_apg_0702","21","","","5146067","67035","","0","0","","vo_apg"
"咖啡杯～？\n這好像太孩子氣了吧？","11","0","0","5146067","67036","0","6","1","1","106611"
"","91","","","5146067","67037","","","","","0"
"cool_idle","3","","0.2","5146067","67038","","1","","","106611"
"cool_idle","3","","0.2","5146067","67039","","1","","","1066"
"idle_normal","3","","0.2","5146067","67040","","1","","","106511"
"idle_normal","3","","0.2","5146067","67041","","1","","","1065"
"joy_talk_normal","3","","0.2","5146067","67042","","1","","","131011"
"vo_apg_0703","21","","","5146067","67043","","0","0","","vo_apg"
"這座遊樂設施很受歡迎哦。\n為了締造最高旋轉紀錄，\n大家很激烈地在競爭呢♪","11","0","0","5146067","67044","0","8","1","1","131011"
"","91","","","5146067","67045","","","","","0"
"idle_normal","3","","0.2","5146067","67046","","1","","","131011"
"doya_in_normal","3","0","0.2","5146067","67047","","0","doya_talk_normal","1","106511"
"doya_in_normal","3","0","0.2","5146067","67048","","0","doya_talk_normal","1","1065"
"vo_apg_0704","21","","","5146067","67049","","0","0","","vo_apg"
"哦，那麼我們就來改寫\n最高旋轉紀錄吧。\n真步小姐，要好好幫我們算喔！","11","0","0","5146067","67050","0","7","1","1","106511"
"","91","","","5146067","67051","","","","","0"
"doya_idle_normal","3","","0.2","5146067","67052","","1","","","106511"
"doya_idle_normal","3","","0.2","5146067","67053","","1","","","1065"
"wish_talk_joy","3","","0.2","5146067","67054","","1","","","131011"
"vo_apg_0705","21","","","5146067","67055","","0","0","","vo_apg"
"好的～♪\n包在人家身上～","11","0","0","5146067","67056","0","8","1","1","131011"
"","91","","","5146067","67057","","","","","0"
"0","22","","","5146067","67058","","","","","0"
"hello","3","0.1","0.4","5146067","67059","","0","idle_normal","1","131011"
"walk_yareyare","3","","0.4","5146067","67060","","1","","","106611"
"walk_yareyare","3","","0.4","5146067","67061","","1","","","1066"
"walk_kyapi","3","","0.2","5146067","67062","","1","","","106511"
"walk_kyapi","3","","0.2","5146067","67063","","1","","","1065"
"-194","2","","","5146067","67064","","-288","2","0","106611"
"-194","2","","","5146067","67065","","-288","2","0","1066"
"-34","2","","","5146067","67066","","-278","2","0","106511"
"-34","2","","","5146067","67067","","-278","2","0","1065"
"0","93","","","5146067","67068","","","","","1"
"1","32","","","5146067","67069","","","","","2"
"0","93","","","5146067","67070","","","","","1.5"
"se_10055900_coffee_01","23","","","5146067","67071","","1","","","se_10055900"
"-126","2","","","5146067","67072","","-331","0","0","106611"
"-126","2","","","5146067","67073","","-331","0","0","1066"
"126","2","","","5146067","67074","","-331","0","0","106511"
"126","2","","","5146067","67075","","-331","0","0","1065"
"scale15","37","","","5146067","67076","","","","","20"
"vo_apg_0706","21","","","5146067","67077","","0","0","","vo_apg"
"0706_in","3","","0","5146067","67078","","0","","","22"
"1","93","","","5146067","67079","","","","","3"
"0706_mid","3","","0","5146067","67080","","0","","","22"
"","92","","","5146067","67081","","","","",""
"0706_out","3","","0","5146067","67082","","0","","","22"
"0","93","","","5146067","67083","","","","","0.2"
"-126","2","","","5146067","67084","","-43","0","0","22"
"vo_apg_0707","21","","","5146067","67085","","0","0","","vo_apg"
"0707_in","3","","0","5146067","67086","","0","","","22"
"1","93","","","5146067","67087","","","","","3.7"
"0707_mid","3","","0","5146067","67088","","0","","","22"
"","92","","","5146067","67089","","","","",""
"0707_out","3","","0","5146067","67090","","0","","","22"
"0","93","","","5146067","67091","","","","","0.2"
"0","93","","","5146067","67092","","","","","0.1"
"1","32","","","5146067","67093","","","","","10"
"horizontal","37","","","5146067","67094","","","","","10"
"0.3","24","","","5146067","67095","","","","","se_10055900_coffee_01"
"se_10055900_coffee_02","23","","","5146067","67096","","1","","","se_10055900"
"179","2","","","5146067","67097","","-12","0","0","202"
"scale1","37","","","5146067","67098","","","","","20"
"30","122","","","5146067","67099","","0.5","","","30"
"vo_apg_0708","21","","","5146067","67100","","0","0","","vo_apg"
"0708_in","3","","0","5146067","67101","","0","","","202"
"1","93","","","5146067","67102","","","","","1.8"
"0708_mid","3","","0","5146067","67103","","0","","","202"
"","92","","","5146067","67104","","","","",""
"0708_out","3","","0","5146067","67105","","0","","","202"
"0","93","","","5146067","67106","","","","","0.2"
"-237","2","","","5146067","67107","","71","0","0","201"
"scale15","37","","","5146067","67108","","","","","20"
"vo_apg_0709","21","","","5146067","67109","","0","0","","vo_apg"
"0709_in","3","","0","5146067","67110","","0","","","22"
"1","93","","","5146067","67111","","","","","2.3"
"0709_mid","3","","0","5146067","67112","","0","","","22"
"","92","","","5146067","67113","","","","",""
"0709_out","3","","0","5146067","67114","","0","","","22"
"0","93","","","5146067","67115","","","","","0.2"
"0","93","","","5146067","67116","","","","","0.1"
"scale1","37","","","5146067","67117","","","","","20"
"0","2","","","5146067","67118","","-12","0","0","202"
"30","122","","","5146067","67119","","0.5","","","30"
"vo_apg_0710","21","","","5146067","67120","","0","0","","vo_apg"
"0710_in","3","","0","5146067","67121","","0","","","202"
"1","93","","","5146067","67122","","","","","2.2"
"0710_mid","3","","0","5146067","67123","","0","","","202"
"","92","","","5146067","67124","","","","",""
"0710_out","3","","0","5146067","67125","","0","","","202"
"0","93","","","5146067","67126","","","","","0.2"
"0","22","","","5146067","67127","","","","","0"
"empty","3","","0","5146067","67128","","0","","","202"
"0","32","","","5146067","67129","","","","","10"
"0","93","","","5146067","67130","","","","","1"
"0.5","24","","","5146067","67131","","","","","se_10055900_coffee_02"
"see_guru","3","","0","5146067","67132","","1","","","131011"
"empty","3","","0.2","5146067","67133","","1","","","106611"
"empty","3","","0.2","5146067","67134","","1","","","1066"
"-104","2","","","5146067","67135","","-195","0","0","106611"
"-104","2","","","5146067","67136","","-195","0","0","1066"
"iris_out","37","","","5146067","67137","","","","","2"
"-129","2","","","5146067","67138","","-278","0","0","106511"
"-129","2","","","5146067","67139","","-278","0","0","1065"
"walk_normal_doya","3","","0.2","5146067","67140","","1","","","106511"
"walk_normal_doya","3","","0.2","5146067","67141","","1","","","1065"
"-290","2","","","5146067","67142","","-278","2","0","106511"
"-290","2","","","5146067","67143","","-278","2","0","1065"
"-290","2","","","5146067","67144","","21","0","0","202"
"1","4","","","5146067","67145","","","","","106511"
"1","4","","","5146067","67146","","","","","1065"
"0","93","","","5146067","67147","","","","","2"
"0","4","","","5146067","67148","","","","","106511"
"0","4","","","5146067","67149","","","","","1065"
"cool_idle_doya","3","","0.2","5146067","67150","","1","","","106511"
"cool_idle_doya","3","","0.2","5146067","67151","","1","","0","1065"
"0","93","","","5146067","67152","","","","","0.2"
"cool_in_nobi","3","0","0.2","5146067","67153","","0","cool_talk_dere","1","106511"
"cool_in_nobi","3","0","0.2","5146067","67154","","0","cool_talk_dere","1","1065"
"vo_apg_0711","21","","","5146067","67155","","0","0","","vo_apg"
"呼……使出全力埋頭狂轉了呢……\n那麼，轉了幾次呢？","11","0","0","5146067","67156","0","11","1","1","106511"
"","91","","","5146067","67157","","","","","0"
"cool_idle_doya","3","","0.2","5146067","67158","","1","","","106511"
"cool_idle_doya","3","","0.2","5146067","67159","","1","","","1065"
"vo_apg_0712","21","","","5146067","67160","","0","0","","vo_apg"
"咕嚕咕嚕轉～\n看著妳們轉到人家也頭昏眼花了，\n根本不知道轉了幾次呀～","11","0","0","5146067","67161","0","10","1","1","131011"
"","91","","","5146067","67162","","","","","0"
"maho_idle_normal_in","3","0","0.5","5146067","67163","","0","idle_normal_shy","1","131011"
"cool_talk_surprise","3","0.3","0.2","5146067","67164","","0","surprise_talk_search","1","106511"
"cool_talk_surprise","3","0.3","0.2","5146067","67165","","0","surprise_talk_search","1","1065"
"vo_apg_0713","21","","","5146067","67166","","0","0","","vo_apg"
"這樣啊……\n我說，祈梨，妳有數……奇怪？\n話說回來，祈梨人去哪了？","11","0","0","5146067","67167","0","10","1","1","106511"
"","91","","","5146067","67168","","","","","0"
"surprise_idle_talk1R","3","","0.3","5146067","67169","","1","","","106511"
"surprise_idle_talk1R","3","","0.3","5146067","67170","","1","","","1065"
"sad_talk","3","","0.2","5146067","67171","","1","","","131011"
"vo_apg_0714","21","","","5146067","67172","","0","0","","vo_apg"
"祈梨小姐的話，\n她整個人飛到那裡去了……","11","0","0","5146067","67173","0","10","1","1","131011"
"","91","","","5146067","67174","","","","","0"
"sad_idle_lookup","3","","0.2","5146067","67175","","1","","","131011"
"surprise_idle_noface_lookup","3","","0.2","5146067","67176","","1","","","106511"
"surprise_idle_kaya_lookup","3","","0.2","5146067","67177","","1","","","1065"
"coffee_1_in","3","0","0","5146067","67178","","0","coffee_1_loop","1","21"
"se_10055900_photo","23","","","5146067","67179","","0","","","se_10055900"
"0","93","","","5146067","67180","","","","","0.5"
"0","2","","","5146067","67181","","0","0","0","201"
"vo_apg_0715","21","","","5146067","67182","","0","0","","vo_apg"
"嗚嗚……我已經不行了……\n嘉夜夜這個……笨蛋、肌肉、\n旋轉狂……呃啊！","11","0","0","5146067","67183","0","11","1","1","106611"
"","91","","","5146067","67184","","","","","0"
"coffee_1_out","3","","0","5146067","67185","","0","","","21"
"se_10055900_down","23","","","5146067","67186","","0","","","se_10055900"
"0","93","","","5146067","67187","","","","","0.7"
"sad_idle_sad2_lookup","3","","0.2","5146067","67188","","1","","","131011"
"surprise3_in_lookup","3","0","0.2","5146067","67189","","0","surprise3_loop_lookup","1","106511"
"surprise3_in_lookup","3","0","0.2","5146067","67190","","0","surprise3_loop_lookup","1","1065"
"vo_apg_0716","21","","","5146067","67191","","0","0","","vo_apg"
"30","122","","","5146067","67192","","0.5","","","30"
"0716_in","3","","0","5146067","67193","","0","","","202"
"1","93","","","5146067","67194","","","","","1.2"
"0716_mid","3","","0","5146067","67195","","0","","","202"
"","92","","","5146067","67196","","","","",""
"0716_out","3","","0","5146067","67197","","0","","","202"
"","91","","","5146067","67198","","","","","0"
"","101","","","5146067","67199","","","","","67200"
"0.2","22","","","5146067","67200","","","","","0"
"105811","1","0","1.8","5146068","68001","idle_normal_eating_noface","106","-385","-288","1"
"1058","5","0","1.8","5146068","68002","idle_normal_eating_peko","107","-385","-288","6"
"106011","1","0","1.8","5146068","68003","idle_normal","100","-225","-278","1"
"1060","5","0","1.8","5146068","68004","idle_normal","101","-225","-278","4"
"130911","1","1","1.8","5146068","68005","idle_normal_noface","103","225","-278","1"
"97","5","1","1.8","5146068","68006","idle_normal_kururu","104","225","-278","1"
"206","13","","","5146068","68007","","","","","105811"
"200","13","","","5146068","68008","","","","","106011"
"203","13","","","5146068","68009","","","","","130911"
"9","5","0","0.85","5146068","68010","idle","15","0","-174","9"
"20","5","0","1","5146068","68011","empty","210","-132","71","20"
"21","5","0","1","5146068","68012","empty","60","0","153","21"
"1","31","","1","5146068","68013","","0","0","1","1"
"0","91","","","5146068","68014","","","","","0"
"0","102","","","5146068","68015","","0","","","0"
"0","93","","","5146068","68016","","","","","1"
"kururu_guid_in","3","0","0.2","5146068","68017","","0","kururu_guid_talk","1","130911"
"kururu_guid_in","3","0","0.2","5146068","68018","","0","kururu_guid_talk","1","97"
"vo_apg_0801","21","","","5146068","68019","","0","0","","vo_apg"
"這邊的設施是咖啡杯♪\n只要轉動正中間的方向盤，\n咖啡杯就會轉呀轉轉起來……","11","0","0","5146068","68020","0","10","1","1","130911"
"","91","","","5146068","68021","","","","","0"
"kururu_guid_idle","3","","0.2","5146068","68022","","1","","","130911"
"kururu_guid_idle","3","","0.2","5146068","68023","","1","","","97"
"coffee_3_in","3","0","0","5146068","68024","","0","coffee_3_loop","1","21"
"se_10055900_photo","23","","","5146068","68025","","0","","","se_10055900"
"peko_notice_in","3","0","0.2","5146068","68026","","0","peko_notice_idle","1","105811"
"peko_notice_in","3","0","0.2","5146068","68027","","0","peko_notice_idle","1","1058"
"cool_talk_surprise_lookup","3","","0.2","5146068","68028","","1","","","106011"
"cool_talk_surprise_lookup","3","","0.2","5146068","68029","","1","","","1060"
"vo_apg_0802","21","","","5146068","68030","","0","0","","vo_apg"
"正中間根本沒有方向盤吧？","11","0","0","5146068","68031","0","8","1","1","106011"
"","91","","","5146068","68032","","","","","0"
"cool_idle_talkR","3","","0.2","5146068","68033","","1","","","106011"
"cool_idle_talkR","3","","0.2","5146068","68034","","1","","","1060"
"hawawa_lookup","3","0.2","0.2","5146068","68035","","0","anger_talk_surprise2_lookup","1","130911"
"hawawa","3","","0.2","5146068","68036","","1","","","97"
"vo_apg_0803","21","","","5146068","68037","","0","0","","vo_apg"
"咦！？怎麼會怎麼會……\n啊，真的真的沒有！？\n到底去哪了～！？","11","0","0","5146068","68038","0","8","1","1","130911"
"","91","","","5146068","68039","","","","","0"
"coffee_3_out","3","","0","5146068","68040","","0","","","21"
"anger_idle_sad","3","","0.2","5146068","68041","","1","","","130911"
"sad_idle_noface","3","","0.2","5146068","68042","","1","","","105811"
"sad_idle_peko_in","3","0","0.2","5146068","68043","","1","sad_idle_peko_loop","1","1058"
"vo_apg_0804","21","","","5146068","68044","","0","0","","vo_apg"
"…………","11","0","0","5146068","68045","0","10","1","1","105811"
"","91","","","5146068","68046","","","","","0"
"1","4","","","5146068","68047","","","","","106011"
"1","4","","","5146068","68048","","","","","1060"
"idle_normal_surprise","3","","0.2","5146068","68049","","1","","","130911"
"shock_loop_doteyes","3","","0.2","5146068","68050","","1","","","106011"
"shock_loop_doteyes","3","","0.2","5146068","68051","","1","","","1060"
"peko_bowbowbow_in","3","0","0.2","5146068","68052","","0","peko_bowbowbow_loop","1","105811"
"peko_bowbowbow_in","3","0","0.2","5146068","68053","","0","peko_bowbowbow_loop","1","1058"
"vo_apg_0805","21","","","5146068","68054","","0","0","","vo_apg"
"對不起～！！","11","0","0","5146068","68055","0","7","1","1","105811"
"","91","","","5146068","68056","","","","","0"
"anger_talk_shy","3","","0.2","5146068","68057","","1","","","106011"
"anger_talk_shy","3","","0.2","5146068","68058","","1","","","1060"
"vo_apg_0806","21","","","5146068","68059","","0","0","","vo_apg"
"妳吃掉了嗎！？\n妳在搞什麼啦～！？","11","0","0","5146068","68060","0","9","1","1","106011"
"","91","","","5146068","68061","","","","","0"
"anger_idle_shy","3","","0.2","5146068","68062","","1","","","106011"
"anger_idle_shy","3","","0.2","5146068","68063","","1","","","1060"
"tahaha_in","3","0","0.2","5146068","68064","","0","tahaha_talk","1","105811"
"tahaha_in","3","0","0.2","5146068","68065","","0","tahaha_talk","1","1058"
"vo_apg_0807","21","","","5146068","68066","","0","0","","vo_apg"
"我沒想到那是方向盤……\n以為是園方準備了\n做為點心的甜甜圈，\n就美味地享用了……","11","0","0","5146068","68067","0","7","1","1","105811"
"","91","","","5146068","68068","","","","","0"
