c7703a7755506af7a82285cff18a0d3a1de11de00c2bf35d9d20b02f5ee67a14,aea25a31bff5a9c071a2efcf9495195e9d7f6b8057094ce92f37a925cd03e8b8,275e765c836a95e1ff0769dd2fd275daa35140f4f1c906c5c3c2753bdd26f140,7f404d59e24a83bbc6d259a8590270ba0938b35630d0b93b6faaeeffbd127501,7821b09e1b51e9ddb8274726517ea9012b84ab03be99a7292cb82d80a1395b3c,d033b825a4be25527f14e8bf5bd4b5d5e7bd689119b17d1236c08d47579ea453,adbff9b4a424018a68748bf89c34e22b51dd398e4b4a96c24078e8fc5162ff30,ff8ab0359a36aaf8ac99a52a52eade5c782ffd74e6494541d038287b13af0e4a,80a7786a500ec096f0b9474d5f3189c0c806a8c50833e0e0d444ff44fd8bfaea,16483701fdd67cb26548a88f501bbe3c87a250250f0458be73a24f79120217d4,f1ab938215c5d9d6a5f2f0df13ca3dd6c4ae4acb983dea3388b16b1505f75530
"0.5","接下來要伸展手腳喔。\n打起精神來做吧。","0","66086","132111","10","5","5152066","11","1","7"
"","0","","66087","5","","","5152066","93","",""
"","","","66088","66086","","","5152066","91","0","0"
"","radio_stretch1_loop_surprise1","","66089","131911","0.3","","5152066","3","","1"
"","radio_stretch1_loop","","66090","132111","0.3","","5152066","3","","1"
"","radio_stretch1_loop","","66091","4","0.3","","5152066","3","","1"
"","","","66092","0.1","","","5152066","93","0","0"
"","radio_stretch1_loop","","66093","107511","0.3","","5152066","3","","1"
"","radio_stretch1_loop","","66094","107611","0.3","","5152066","3","","1"
"","radio_stretch1_loop","","66095","126911","0.3","","5152066","3","","1"
"","radio_stretch1_loop","","66096","110311","0.3","","5152066","3","","1"
"","radio_stretch1_loop","","66097","107811","0.3","","5152066","3","","1"
"","radio_stretch1_loop","","66098","113511","0.3","","5152066","3","","1"
"","","","66099","2","","","5152066","93","0","0"
"","vo_rag_1005","","66100","vo_rag","","","5152066","21","0","0"
"0.5","嘿咻、嘿咻……！","0","66101","131911","-10","5","5152066","11","1","7"
"","0","","66102","5","","","5152066","93","",""
"","","","66103","66101","","","5152066","91","0","0"
"","0","","66104","0.3","","","5152066","93","",""
"","radio_talk_normal","","66105","131911","0.3","","5152066","3","","1"
"","wish_idle_normal","","66106","132111","0.3","","5152066","3","","1"
"","cool_idle","","66107","4","0.3","","5152066","3","","1"
"","0","","66108","0.1","","","5152066","93","",""
"","idle_normal","","66109","107511","0.3","","5152066","3","","1"
"","wish_idle","","66110","107611","0.3","","5152066","3","","1"
"","wish_idle_normal","","66111","126911","0.3","","5152066","3","","1"
"","idle_normal","","66112","110311","0.3","","5152066","3","","1"
"","cool_idle","","66113","107811","0.3","","5152066","3","","1"
"","sad_idle_normal","","66114","113511","0.3","","5152066","3","","1"
"","vo_rag_1006","","66115","vo_rag","","","5152066","21","0","0"
"0.5","那麼，接著是側腰伸展運動。\n做的時候身體要彈回來喔。","0","66116","131911","-10","5","5152066","11","1","8"
"","0","","66117","4.3","","","5152066","93","",""
"","","","66118","66116","","","5152066","91","0","0"
"","radio_stretch2_loop","","66119","131911","0.2","","5152066","3","","1"
"","radio_stretch2_loop_normal2","","66120","132111","0.2","","5152066","3","","1"
"","radio_stretch2_loop_talk2","","66121","4","0.2","","5152066","3","","1"
"","","","66122","0.2","","","5152066","93","0","0"
"","radio_stretch2R_loop","","66123","107511","0.2","","5152066","3","","1"
"","radio_stretch2R_loop","","66124","107611","0.2","","5152066","3","","1"
"","radio_stretch2R_loop","","66125","126911","0.2","","5152066","3","","1"
"","radio_stretch2R_loop","","66126","110311","0.2","","5152066","3","","1"
"","radio_stretch2R_loop","","66127","107811","0.2","","5152066","3","","1"
"","radio_stretch2R_loop","","66128","113511","0.2","","5152066","3","","1"
"","","","66129","1.5","","","5152066","93","0","0"
"0","呼、呼、呼……","0","66130","4","-10","5","5152066","11","1","14"
"","0","","66131","0.2","","","5152066","93","",""
"","vo_rag_1007","","66132","vo_rag","","","5152066","21","0","0"
"","0","","66133","2.5","","","5152066","93","",""
"","","","66134","66130","","","5152066","91","0","0"
"","vo_rag_1008","","66135","vo_rag","","","5152066","21","0","0"
"0.5","真是俐落的動作……\n不愧是姊姊。","0","66136","132111","10","5","5152066","11","1","7"
"","0","","66137","4.5","","","5152066","93","",""
"","","","66138","66136","","","5152066","91","0","0"
"","0","","66139","0.5","","","5152066","93","",""
"","radio_victory_in_normal2","1","66140","131911","0.2","0","5152066","3","radio_victory_loop_normal2","0"
"","radio_victory_in_normal2","1","66141","132111","0.2","0","5152066","3","radio_victory_loop_normal2","0"
"","radio_victory_in","1","66142","4","0.2","0","5152066","3","radio_victory_loop","0"
"","idle_normal","","66143","107511","0.2","","5152066","3","","1"
"","wish_idle","","66144","107611","0.2","","5152066","3","","1"
"","wish_idle_normal","","66145","126911","0.2","","5152066","3","","1"
"","idle_normal","","66146","110311","0.2","","5152066","3","","1"
"","cool_idle","","66147","107811","0.2","","5152066","3","","1"
"","sad_idle_normal","","66148","113511","0.2","","5152066","3","","1"
"","vo_rag_1009","","66149","vo_rag","","","5152066","21","0","0"
"0.5","最後舉起雙手，勝利──！","0","66150","131911","-10","5","5152066","11","1","9"
"","","","66151","1.5","","","5152066","93","0","0"
"","radio_victory_in_normal2","1","66152","107511","0.2","0","5152066","3","radio_victory_loop_normal2","0"
"","radio_victory_in_normal2","1","66153","107611","0.2","0","5152066","3","radio_victory_loop_normal2","0"
"","radio_victory_in","1","66154","126911","0.2","0","5152066","3","radio_victory_loop","0"
"","radio_victory_in_normal2","1","66155","110311","0.2","0","5152066","3","radio_victory_loop_normal2","0"
"","radio_victory_in_normal2","1","66156","107811","0.2","0","5152066","3","radio_victory_loop_normal2","0"
"","radio_victory_in_normal2","1","66157","113511","0.2","0","5152066","3","radio_victory_loop_normal2","0"
"","0","","66158","0.8","","","5152066","93","",""
"","radio_victory_out","1","66159","131911","0.2","0","5152066","3","radio_victory_idle","0"
"","0","","66160","1.8","","","5152066","93","",""
"","","","66161","66150","","","5152066","91","0","0"
"","radio_victory_out","1","66162","132111","0.2","0","5152066","3","radio_victory_idle","0"
"","radio_victory_out_talk2","1","66163","4","0.2","0","5152066","3","radio_victory_idle_talk2","0"
"","radio_victory_out","1","66164","107511","0.2","0","5152066","3","radio_victory_idle","0"
"","radio_victory_out","1","66165","107611","0.2","0","5152066","3","radio_victory_idle","0"
"","radio_victory_out","1","66166","126911","0.2","0","5152066","3","radio_victory_idle","0"
"","radio_victory_out","1","66167","110311","0.2","0","5152066","3","radio_victory_idle","0"
"","radio_victory_out","1","66168","107811","0.2","0","5152066","3","radio_victory_idle","0"
"","radio_victory_out","1","66169","113511","0.2","0","5152066","3","radio_victory_idle","0"
"","vo_rag_1010","","66170","vo_rag","","","5152066","21","0","0"
"","0610_in","0","66171","2","0","","5152066","3","",""
"","bgm_MC173B","0","66172","bgm_MC173B","0","1","5152066","27","0.5","0.5"
"","se_10058300_radio_finish","","66173","se_10058300","","","5152066","23","","0"
"","finish","","66174","2","","","5152066","37","",""
"","1","","66175","0.4","","","5152066","93","0","0"
"","0610_mid","0","66176","2","0","","5152066","3","","0"
"","","","66177","","","","5152066","92","0","0"
"","0610_out","0","66178","2","0","0","5152066","3","empty","0"
"","0","","66179","0.3","","","5152066","93","0","0"
"","pack_vic_in","1","66180","5","0.2","0","5152066","3","pack_vic_idle","0"
"","se_10058300_pack_appear","","66181","se_10058300","","","5152066","23","","0"
"","radio_victory_idle","","66182","131911","0.2","","5152066","3","","1"
"","","","66183","0.1","","","5152066","93","0","0"
"","radio_victory_idle","","66184","132111","0.2","","5152066","3","","1"
"","radio_victory_idle_talk2","","66185","4","0.2","","5152066","3","","1"
"","","","66186","0.1","","","5152066","93","0","0"
"","radio_victory_lookup2_idle","","66187","107511","0.2","","5152066","3","","1"
"","radio_victory_lookup_idle","","66188","107611","0.2","","5152066","3","","1"
"","radio_victory_lookup_idle","","66189","126911","0.2","","5152066","3","","1"
"","radio_victory_lookup2_idle","","66190","110311","0.2","","5152066","3","","1"
"","radio_victory_lookup2_idle","","66191","107811","0.2","","5152066","3","","1"
"","radio_victory_lookup_idle","","66192","113511","0.2","","5152066","3","","1"
"","","","66193","0.3","","","5152066","93","0","0"
"","vo_rag_1011","","66194","vo_rag","","","5152066","21","0","0"
"0","勝利──！","1","66195","5","0","5","5152066","11","1","13"
"","","","66196","0","","","5152066","91","0","0"
"","se_10058300_emotion_laugh","","66197","se_10058300","","","5152066","23","","0"
"","1","","66198","17","","","5152066","32","",""
"","smile2_joy","1","66199","131911","0.2","0","5152066","3","sad_idle_joy","0"
"","wish_talk","","66200","132111","0.2","","5152066","3","","1"
"","doya_in_normal","1","66201","4","0.2","0","5152066","3","doya_idle","0"
"","handsup_in","1","66202","107511","0.2","0","5152066","3","handsup_loop","0"
"","wish_idle_dere","","66203","107611","0.2","","5152066","3","","1"
"","wish2_idle","","66204","126911","0.2","","5152066","3","","1"
"","joy_idle","","66205","110311","0.2","","5152066","3","","1"
"","cool_in_dere2","1","66206","107811","0.2","0","5152066","3","cool_talk_dere2","0"
"","wish_talk_joy_shy","","66207","113511","0.2","","5152066","3","","1"
"","","","66208","2","","","5152066","93","",""
"","1","","66209","4","","","5152066","32","",""
"","","","66210","1","","","5152066","93","",""
"","0","","66211","0.5","","","5152066","93","",""
"","","","66212","66213","","","5152066","101","",""
"","bgm_MC173B","","66213","bgm_MC173B","","","5152066","25","",""
"","0","","66214","0","","","5152066","22","",""
"top_idle_normal","107511","-254","67001","1","1.5","0","5152067","1","-60","53"
"","0","","67002","0.5","","","5152067","93","",""
"","","","67003","67004","","","5152067","101","",""
"","top_doya_in","1","67004","107511","0.2","0","5152067","3","top_doya_talk","0"
"","vo_rag_0101","","67005","vo_rag","","","5152067","21","0","0"
"0","我已經做好享受任何體操的準備了。一起加油吧！","1","67006","107511","80","-92","5152067","11","1","8"
"","1","","67007","3.7","","","5152067","93","",""
"","0","","67008","0","","","5152067","102","","0"
"top_idle_normal","107511","-254","68001","1","1.5","0","5152068","1","-60","53"
"","0","","68002","0.5","","","5152068","93","",""
"","","","68003","68004","","","5152068","101","",""
"","top_surprise3_loop","","68004","107511","0.2","","5152068","3","","1"
"","vo_rag_0102","","68005","vo_rag","","","5152068","21","0","0"
"0","做完體操後吃的飯……絕對會很美味唷☆","1","68006","107511","80","-92","5152068","11","1","7"
"","1","","68007","3.6","","","5152068","93","",""
"","0","","68008","0","","","5152068","102","","0"
"top_idle_normal","107611","-254","69001","1","1.5","0","5152069","1","-60","53"
"","0","","69002","0.5","","","5152069","93","",""
"","","","69003","69004","","","5152069","101","",""
"","top_sad_talk","","69004","107611","0.2","","5152069","3","","1"
"","vo_rag_0201","","69005","vo_rag","","","5152069","21","0","0"
"0","在下一定會把在此學到的體操告訴主人。","1","69006","107611","80","-92","5152069","11","1","6"
"","1","","69007","3.3","","","5152069","93","",""
"","0","","69008","0","","","5152069","102","","0"
"top_idle_normal","107611","-254","70001","1","1.5","0","5152070","1","-60","53"
"","0","","70002","0.5","","","5152070","93","",""
"","","","70003","70004","","","5152070","101","",""
"","top_wish_talk_normal","","70004","107611","0.2","","5152070","3","","1"
"","vo_rag_0202","","70005","vo_rag","","","5152070","21","0","0"
"0","蓋上的印章就是努力的證明。這想必會成為重要的寶物吧。","1","70006","107611","80","-92","5152070","11","1","8"
"","1","","70007","3.3","","","5152070","93","",""
"","0","","70008","0","","","5152070","102","","0"
"top_idle_normal","107811","-254","71001","1","1.5","0","5152071","1","-60","53"
"","0","","71002","0.5","","","5152071","93","",""
"","","","71003","71004","","","5152071","101","",""
"","top_cool_in","1","71004","107811","0.2","0","5152071","3","top_cool_talk","0"
"","vo_rag_0301","","71005","vo_rag","","","5152071","21","0","0"
"0","好了，打起精神好好地做。動作不確實的話可是會受傷的。","1","71006","107811","80","-92","5152071","11","1","7"
"","1","","71007","3.8","","","5152071","93","",""
"","0","","71008","0","","","5152071","102","","0"
"top_idle_normal","107811","-254","72001","1","1.5","0","5152072","1","-60","53"
"","0","","72002","0.5","","","5152072","93","",""
"","","","72003","72004","","","5152072","101","",""
"","top_armcrossed_talk_shy","1","72004","107811","0.2","0.2","5152072","3","top_armcrossed_talk_nervous","0"
"","vo_rag_0302","","72005","vo_rag","","","5152072","21","0","0"
"0","又不是小孩子，哪會為了蓋章而開心……感覺還不壞呢。","1","72006","107811","80","-92","5152072","11","1","8"
"","1","","72007","3.2","","","5152072","93","",""
"","0","","72008","0","","","5152072","102","","0"
"top_idle_normal","131911","-254","73001","1","1.5","0","5152073","1","-60","53"
"","0","","73002","0.5","","","5152073","93","",""
"","","","73003","73004","","","5152073","101","",""
"","top_wish_talk_joy","","73004","131911","0.2","","5152073","3","","1"
"","vo_rag_0401","","73005","vo_rag","","","5152073","21","0","0"
"0","居然能在夏日的海邊做廣播體操，我非～常期待呢！","1","73006","131911","80","-92","5152073","11","1","8"
"","1","","73007","3.6","","","5152073","93","",""
"","0","","73008","0","","","5152073","102","","0"
"top_idle_normal","131911","-254","74001","1","1.5","0","5152074","1","-60","53"
"","0","","74002","0.5","","","5152074","93","",""
"","","","74003","74004","","","5152074","101","",""
"","top_gutsB_talk","","74004","131911","0.2","0","5152074","3","","1"
"","vo_rag_0402","","74005","vo_rag","","","5152074","21","0","0"
"0","還可以學到大家的體操呢。我會拚命努力的！","1","74006","131911","80","-92","5152074","11","1","7"
"","1","","74007","3.6","","","5152074","93","",""
"","0","","74008","0","","","5152074","102","","0"
"empty","131911","-330","75001","1","1.9","0","5152075","1","-10","60"
"empty","1","-330","75002","1","1.9","0","5152075","5","-10","61"
"empty","132111","-315","75003","1","1.9","0","5152075","1","-192","58"
"empty","2","-315","75004","1","1.9","0","5152075","5","-192","59"
"empty","4","-312","75005","4","1.9","0","5152075","5","163","57"
"empty","107511","-165","75006","1","1.75","0","5152075","1","-132","54"
"empty","107811","-175","75007","1","1.75","0","5152075","1","-292","55"
"empty","107611","-190","75008","1","1.75","0","5152075","1","-452","56"
"empty","110311","-165","75009","1","1.75","1","5152075","1","105","51"
"empty","126911","-175","75010","1","1.75","1","5152075","1","265","52"
"empty","113511","-190","75011","1","1.75","1","5152075","1","425","53"
"empty","5","-324","75012","5","1.9","0","5152075","5","15","59"
"","90","1","75013","90","0","","5152075","31","0","0"
"","0","","75014","0","","","5152075","91","",""
"","0","","75015","0.6","","","5152075","93","",""
"","1","","75016","90","","","5152075","32","",""
"","0","","75017","0.1","","","5152075","93","",""
"","comp_victory_F_noFace","","75018","131911","0","","5152075","3","","0"
"","comp_victory_F_emilia","","75019","1","0","","5152075","3","","0"
"","comp_victory_F_noFace","","75020","132111","0","","5152075","3","","0"
"","comp_victory_F_rem","","75021","2","0","","5152075","3","","0"
"","comp_victory_F","","75022","4","0","","5152075","3","","0"
"","comp_victory_B","","75023","107511","0","","5152075","3","","0"
"","comp_victory_B","","75024","107811","0","","5152075","3","","0"
"","comp_victory_B_kokkoro","","75025","107611","0","","5152075","3","","0"
"","comp_victory_B","","75026","110311","0","","5152075","3","","0"
"","comp_victory_B","","75027","126911","0","","5152075","3","","0"
"","comp_victory_B","","75028","113511","0","","5152075","3","","0"
"","pack_comp_vic_in","1","75029","5","0","0","5152075","3","pack_comp_vic_idle","0"
"","0","","75030","4.5","","","5152075","93","",""
"","out","","75031","90","","","5152075","37","",""
"","1","0","75032","131911","0.1","0","5152075","6","1","1"
"","1","0","75033","1","0.1","0","5152075","6","1","1"
"","1","0","75034","132111","0.1","0","5152075","6","1","1"
"","1","0","75035","2","0.1","0","5152075","6","1","1"
"","1","0","75036","4","0.1","0","5152075","6","1","1"
"","1","0","75037","107511","0.1","0","5152075","6","1","1"
"","1","0","75038","107811","0.1","0","5152075","6","1","1"
"","1","0","75039","107611","0.1","0","5152075","6","1","1"
"","1","0","75040","110311","0.1","0","5152075","6","1","1"
"","1","0","75041","126911","0.1","0","5152075","6","1","1"
"","1","0","75042","113511","0.1","0","5152075","6","1","1"
"","1","0","75043","5","0.1","0","5152075","6","1","1"
"","0","","75044","1","","","5152075","93","",""
