cd768d365918e98f7e88ed56a212e49651d2dcedfa800b92a81ed93e94b183a2,d313c4dd1e3f8b7a5036e388c62016d9385c7081b1b3d4478b4602d7d03c5471,402846457fbbcf075aaa2658421a44b9800c5a4aef01bd4629ccf178a265d596,87c7a6e31288c1a4cccd684e75dd68f0c22d3ad59a0e24aa3ee2d4051d280fc4,ca1273cd2046f01081e09f64da167c0148f8bf206f64514d545447949ae58dc2,af92ecc098b6f57e2474de527f866f9c8004b1b3a0d8334b5b50406bc82ea7d5
"30102040","2","對加農砲附加<0>攻擊力+40%","40","1","3"
"30102041","2","對加農砲附加<0>攻擊力+41%","41","1","3"
"30102042","2","對加農砲附加<0>攻擊力+42%","42","1","3"
"30102043","2","對加農砲附加<0>攻擊力+43%","43","1","3"
"30102044","2","對加農砲附加<0>攻擊力+44%","44","1","3"
"30102045","2","對加農砲附加<0>攻擊力+45%","45","1","3"
"30102046","2","對加農砲附加<0>攻擊力+46%","46","1","3"
"30102047","2","對加農砲附加<0>攻擊力+47%","47","1","3"
"30102048","2","對加農砲附加<0>攻擊力+48%","48","1","3"
"30102049","2","對加農砲附加<0>攻擊力+49%","49","1","3"
"30102050","2","對加農砲附加<0>攻擊力+50%","50","1","3"
"30102051","2","對加農砲附加<0>攻擊力+51%","51","1","3"
"30102052","2","對加農砲附加<0>攻擊力+52%","52","1","3"
"30102053","2","對加農砲附加<0>攻擊力+53%","53","1","3"
"30102054","2","對加農砲附加<0>攻擊力+54%","54","1","3"
"30102055","2","對加農砲附加<0>攻擊力+55%","55","1","3"
"30102056","2","對加農砲附加<0>攻擊力+56%","56","1","3"
"30102057","2","對加農砲附加<0>攻擊力+57%","57","1","3"
"30102058","2","對加農砲附加<0>攻擊力+58%","58","1","3"
"30102059","2","對加農砲附加<0>攻擊力+59%","59","1","3"
"30102060","2","對加農砲附加<0>攻擊力+60%","60","1","3"
"30102061","2","對加農砲附加<0>攻擊力+61%","61","1","3"
"30102062","2","對加農砲附加<0>攻擊力+62%","62","1","3"
"30102063","2","對加農砲附加<0>攻擊力+63%","63","1","3"
"30102064","2","對加農砲附加<0>攻擊力+64%","64","1","3"
"30102065","2","對加農砲附加<0>攻擊力+65%","65","1","3"
"30102066","2","對加農砲附加<0>攻擊力+66%","66","1","3"
"30102067","2","對加農砲附加<0>攻擊力+67%","67","1","3"
"30102068","2","對加農砲附加<0>攻擊力+68%","68","1","3"
"30102069","2","對加農砲附加<0>攻擊力+69%","69","1","3"
"30102070","2","對加農砲附加<0>攻擊力+70%","70","1","3"
"30102071","2","對加農砲附加<0>攻擊力+71%","71","1","3"
"30102072","2","對加農砲附加<0>攻擊力+72%","72","1","3"
"30102073","2","對加農砲附加<0>攻擊力+73%","73","1","3"
"30102074","2","對加農砲附加<0>攻擊力+74%","74","1","3"
"30102075","2","對加農砲附加<0>攻擊力+75%","75","1","3"
"30102076","2","對加農砲附加<0>攻擊力+76%","76","1","3"
"30102077","2","對加農砲附加<0>攻擊力+77%","77","1","3"
"30102078","2","對加農砲附加<0>攻擊力+78%","78","1","3"
"30102079","2","對加農砲附加<0>攻擊力+79%","79","1","3"
"30102080","2","對加農砲附加<0>攻擊力+80%","80","1","3"
"30102081","2","對加農砲附加<0>攻擊力+81%","81","1","3"
"30102082","2","對加農砲附加<0>攻擊力+82%","82","1","3"
"30102083","2","對加農砲附加<0>攻擊力+83%","83","1","3"
"30102084","2","對加農砲附加<0>攻擊力+84%","84","1","3"
"30102085","2","對加農砲附加<0>攻擊力+85%","85","1","3"
"30102086","2","對加農砲附加<0>攻擊力+86%","86","1","3"
"30102087","2","對加農砲附加<0>攻擊力+87%","87","1","3"
"30102088","2","對加農砲附加<0>攻擊力+88%","88","1","3"
"30102089","2","對加農砲附加<0>攻擊力+89%","89","1","3"
"30102090","2","對加農砲附加<0>攻擊力+90%","90","1","3"
"30102091","2","對加農砲附加<0>攻擊力+91%","91","1","3"
"30102092","2","對加農砲附加<0>攻擊力+92%","92","1","3"
"30102093","2","對加農砲附加<0>攻擊力+93%","93","1","3"
"30102094","2","對加農砲附加<0>攻擊力+94%","94","1","3"
"30102095","2","對加農砲附加<0>攻擊力+95%","95","1","3"
"30102096","2","對加農砲附加<0>攻擊力+96%","96","1","3"
"30102097","2","對加農砲附加<0>攻擊力+97%","97","1","3"
"30102098","2","對加農砲附加<0>攻擊力+98%","98","1","3"
"30102099","2","對加農砲附加<0>攻擊力+99%","99","1","3"
"30102100","2","對加農砲附加<0>攻擊力+100%","100","1","3"
"30202010","2","對刨刀附加<0>攻擊力+10%","10","2","3"
"30202011","2","對刨刀附加<0>攻擊力+11%","11","2","3"
"30202012","2","對刨刀附加<0>攻擊力+12%","12","2","3"
"30202013","2","對刨刀附加<0>攻擊力+13%","13","2","3"
"30202014","2","對刨刀附加<0>攻擊力+14%","14","2","3"
"30202015","2","對刨刀附加<0>攻擊力+15%","15","2","3"
"30202016","2","對刨刀附加<0>攻擊力+16%","16","2","3"
"30202017","2","對刨刀附加<0>攻擊力+17%","17","2","3"
"30202018","2","對刨刀附加<0>攻擊力+18%","18","2","3"
"30202019","2","對刨刀附加<0>攻擊力+19%","19","2","3"
"30202020","2","對刨刀附加<0>攻擊力+20%","20","2","3"
"30202021","2","對刨刀附加<0>攻擊力+21%","21","2","3"
"30202022","2","對刨刀附加<0>攻擊力+22%","22","2","3"
"30202023","2","對刨刀附加<0>攻擊力+23%","23","2","3"
"30202024","2","對刨刀附加<0>攻擊力+24%","24","2","3"
"30202025","2","對刨刀附加<0>攻擊力+25%","25","2","3"
"30202026","2","對刨刀附加<0>攻擊力+26%","26","2","3"
"30202027","2","對刨刀附加<0>攻擊力+27%","27","2","3"
"30202028","2","對刨刀附加<0>攻擊力+28%","28","2","3"
"30202029","2","對刨刀附加<0>攻擊力+29%","29","2","3"
"30202030","2","對刨刀附加<0>攻擊力+30%","30","2","3"
"30202031","2","對刨刀附加<0>攻擊力+31%","31","2","3"
"30202032","2","對刨刀附加<0>攻擊力+32%","32","2","3"
"30202033","2","對刨刀附加<0>攻擊力+33%","33","2","3"
"30202034","2","對刨刀附加<0>攻擊力+34%","34","2","3"
"30202035","2","對刨刀附加<0>攻擊力+35%","35","2","3"
"30202036","2","對刨刀附加<0>攻擊力+36%","36","2","3"
"30202037","2","對刨刀附加<0>攻擊力+37%","37","2","3"
"30202038","2","對刨刀附加<0>攻擊力+38%","38","2","3"
"30202039","2","對刨刀附加<0>攻擊力+39%","39","2","3"
"30202040","2","對刨刀附加<0>攻擊力+40%","40","2","3"
"30202041","2","對刨刀附加<0>攻擊力+41%","41","2","3"
"30202042","2","對刨刀附加<0>攻擊力+42%","42","2","3"
"30202043","2","對刨刀附加<0>攻擊力+43%","43","2","3"
"30202044","2","對刨刀附加<0>攻擊力+44%","44","2","3"
"30202045","2","對刨刀附加<0>攻擊力+45%","45","2","3"
"30202046","2","對刨刀附加<0>攻擊力+46%","46","2","3"
"30202047","2","對刨刀附加<0>攻擊力+47%","47","2","3"
"30202048","2","對刨刀附加<0>攻擊力+48%","48","2","3"
"30202049","2","對刨刀附加<0>攻擊力+49%","49","2","3"
"30202050","2","對刨刀附加<0>攻擊力+50%","50","2","3"
"30202051","2","對刨刀附加<0>攻擊力+51%","51","2","3"
"30202052","2","對刨刀附加<0>攻擊力+52%","52","2","3"
"30202053","2","對刨刀附加<0>攻擊力+53%","53","2","3"
"30202054","2","對刨刀附加<0>攻擊力+54%","54","2","3"
"30202055","2","對刨刀附加<0>攻擊力+55%","55","2","3"
"30202056","2","對刨刀附加<0>攻擊力+56%","56","2","3"
"30202057","2","對刨刀附加<0>攻擊力+57%","57","2","3"
"30202058","2","對刨刀附加<0>攻擊力+58%","58","2","3"
"30202059","2","對刨刀附加<0>攻擊力+59%","59","2","3"
"30202060","2","對刨刀附加<0>攻擊力+60%","60","2","3"
"30202061","2","對刨刀附加<0>攻擊力+61%","61","2","3"
"30202062","2","對刨刀附加<0>攻擊力+62%","62","2","3"
"30202063","2","對刨刀附加<0>攻擊力+63%","63","2","3"
"30202064","2","對刨刀附加<0>攻擊力+64%","64","2","3"
"30202065","2","對刨刀附加<0>攻擊力+65%","65","2","3"
"30202066","2","對刨刀附加<0>攻擊力+66%","66","2","3"
"30202067","2","對刨刀附加<0>攻擊力+67%","67","2","3"
"30202068","2","對刨刀附加<0>攻擊力+68%","68","2","3"
"30202069","2","對刨刀附加<0>攻擊力+69%","69","2","3"
"30202070","2","對刨刀附加<0>攻擊力+70%","70","2","3"
"30202071","2","對刨刀附加<0>攻擊力+71%","71","2","3"
"30202072","2","對刨刀附加<0>攻擊力+72%","72","2","3"
"30202073","2","對刨刀附加<0>攻擊力+73%","73","2","3"
"30202074","2","對刨刀附加<0>攻擊力+74%","74","2","3"
"30202075","2","對刨刀附加<0>攻擊力+75%","75","2","3"
"30202076","2","對刨刀附加<0>攻擊力+76%","76","2","3"
"30202077","2","對刨刀附加<0>攻擊力+77%","77","2","3"
"30202078","2","對刨刀附加<0>攻擊力+78%","78","2","3"
"30202079","2","對刨刀附加<0>攻擊力+79%","79","2","3"
"30202080","2","對刨刀附加<0>攻擊力+80%","80","2","3"
"30202081","2","對刨刀附加<0>攻擊力+81%","81","2","3"
"30202082","2","對刨刀附加<0>攻擊力+82%","82","2","3"
"30202083","2","對刨刀附加<0>攻擊力+83%","83","2","3"
"30202084","2","對刨刀附加<0>攻擊力+84%","84","2","3"
"30202085","2","對刨刀附加<0>攻擊力+85%","85","2","3"
"30202086","2","對刨刀附加<0>攻擊力+86%","86","2","3"
"30202087","2","對刨刀附加<0>攻擊力+87%","87","2","3"
"30202088","2","對刨刀附加<0>攻擊力+88%","88","2","3"
"30202089","2","對刨刀附加<0>攻擊力+89%","89","2","3"
"30202090","2","對刨刀附加<0>攻擊力+90%","90","2","3"
"30202091","2","對刨刀附加<0>攻擊力+91%","91","2","3"
"30202092","2","對刨刀附加<0>攻擊力+92%","92","2","3"
"30202093","2","對刨刀附加<0>攻擊力+93%","93","2","3"
"30202094","2","對刨刀附加<0>攻擊力+94%","94","2","3"
"30202095","2","對刨刀附加<0>攻擊力+95%","95","2","3"
"30202096","2","對刨刀附加<0>攻擊力+96%","96","2","3"
"30202097","2","對刨刀附加<0>攻擊力+97%","97","2","3"
"30202098","2","對刨刀附加<0>攻擊力+98%","98","2","3"
"30202099","2","對刨刀附加<0>攻擊力+99%","99","2","3"
"30202100","2","對刨刀附加<0>攻擊力+100%","100","2","3"
"30302010","2","對鑽頭附加<0>攻擊力+10%","10","3","3"
"30302011","2","對鑽頭附加<0>攻擊力+11%","11","3","3"
"30302012","2","對鑽頭附加<0>攻擊力+12%","12","3","3"
"30302013","2","對鑽頭附加<0>攻擊力+13%","13","3","3"
"30302014","2","對鑽頭附加<0>攻擊力+14%","14","3","3"
"30302015","2","對鑽頭附加<0>攻擊力+15%","15","3","3"
"30302016","2","對鑽頭附加<0>攻擊力+16%","16","3","3"
"30302017","2","對鑽頭附加<0>攻擊力+17%","17","3","3"
"30302018","2","對鑽頭附加<0>攻擊力+18%","18","3","3"
"30302019","2","對鑽頭附加<0>攻擊力+19%","19","3","3"
"30302020","2","對鑽頭附加<0>攻擊力+20%","20","3","3"
"30302021","2","對鑽頭附加<0>攻擊力+21%","21","3","3"
"30302022","2","對鑽頭附加<0>攻擊力+22%","22","3","3"
"30302023","2","對鑽頭附加<0>攻擊力+23%","23","3","3"
"30302024","2","對鑽頭附加<0>攻擊力+24%","24","3","3"
"30302025","2","對鑽頭附加<0>攻擊力+25%","25","3","3"
"30302026","2","對鑽頭附加<0>攻擊力+26%","26","3","3"
"30302027","2","對鑽頭附加<0>攻擊力+27%","27","3","3"
"30302028","2","對鑽頭附加<0>攻擊力+28%","28","3","3"
"30302029","2","對鑽頭附加<0>攻擊力+29%","29","3","3"
"30302030","2","對鑽頭附加<0>攻擊力+30%","30","3","3"
"30302031","2","對鑽頭附加<0>攻擊力+31%","31","3","3"
"30302032","2","對鑽頭附加<0>攻擊力+32%","32","3","3"
"30302033","2","對鑽頭附加<0>攻擊力+33%","33","3","3"
"30302034","2","對鑽頭附加<0>攻擊力+34%","34","3","3"
"30302035","2","對鑽頭附加<0>攻擊力+35%","35","3","3"
"30302036","2","對鑽頭附加<0>攻擊力+36%","36","3","3"
"30302037","2","對鑽頭附加<0>攻擊力+37%","37","3","3"
"30302038","2","對鑽頭附加<0>攻擊力+38%","38","3","3"
"30302039","2","對鑽頭附加<0>攻擊力+39%","39","3","3"
"30302040","2","對鑽頭附加<0>攻擊力+40%","40","3","3"
"30302041","2","對鑽頭附加<0>攻擊力+41%","41","3","3"
"30302042","2","對鑽頭附加<0>攻擊力+42%","42","3","3"
"30302043","2","對鑽頭附加<0>攻擊力+43%","43","3","3"
"30302044","2","對鑽頭附加<0>攻擊力+44%","44","3","3"
"30302045","2","對鑽頭附加<0>攻擊力+45%","45","3","3"
"30302046","2","對鑽頭附加<0>攻擊力+46%","46","3","3"
"30302047","2","對鑽頭附加<0>攻擊力+47%","47","3","3"
"30302048","2","對鑽頭附加<0>攻擊力+48%","48","3","3"
"30302049","2","對鑽頭附加<0>攻擊力+49%","49","3","3"
"30302050","2","對鑽頭附加<0>攻擊力+50%","50","3","3"
"30302051","2","對鑽頭附加<0>攻擊力+51%","51","3","3"
"30302052","2","對鑽頭附加<0>攻擊力+52%","52","3","3"
"30302053","2","對鑽頭附加<0>攻擊力+53%","53","3","3"
"30302054","2","對鑽頭附加<0>攻擊力+54%","54","3","3"
"30302055","2","對鑽頭附加<0>攻擊力+55%","55","3","3"
"30302056","2","對鑽頭附加<0>攻擊力+56%","56","3","3"
"30302057","2","對鑽頭附加<0>攻擊力+57%","57","3","3"
"30302058","2","對鑽頭附加<0>攻擊力+58%","58","3","3"
"30302059","2","對鑽頭附加<0>攻擊力+59%","59","3","3"
"30302060","2","對鑽頭附加<0>攻擊力+60%","60","3","3"
"30302061","2","對鑽頭附加<0>攻擊力+61%","61","3","3"
"30302062","2","對鑽頭附加<0>攻擊力+62%","62","3","3"
"30302063","2","對鑽頭附加<0>攻擊力+63%","63","3","3"
"30302064","2","對鑽頭附加<0>攻擊力+64%","64","3","3"
"30302065","2","對鑽頭附加<0>攻擊力+65%","65","3","3"
"30302066","2","對鑽頭附加<0>攻擊力+66%","66","3","3"
"30302067","2","對鑽頭附加<0>攻擊力+67%","67","3","3"
"30302068","2","對鑽頭附加<0>攻擊力+68%","68","3","3"
"30302069","2","對鑽頭附加<0>攻擊力+69%","69","3","3"
"30302070","2","對鑽頭附加<0>攻擊力+70%","70","3","3"
"30302071","2","對鑽頭附加<0>攻擊力+71%","71","3","3"
"30302072","2","對鑽頭附加<0>攻擊力+72%","72","3","3"
"30302073","2","對鑽頭附加<0>攻擊力+73%","73","3","3"
"30302074","2","對鑽頭附加<0>攻擊力+74%","74","3","3"
"30302075","2","對鑽頭附加<0>攻擊力+75%","75","3","3"
"30302076","2","對鑽頭附加<0>攻擊力+76%","76","3","3"
"30302077","2","對鑽頭附加<0>攻擊力+77%","77","3","3"
"30302078","2","對鑽頭附加<0>攻擊力+78%","78","3","3"
"30302079","2","對鑽頭附加<0>攻擊力+79%","79","3","3"
"30302080","2","對鑽頭附加<0>攻擊力+80%","80","3","3"
"30302081","2","對鑽頭附加<0>攻擊力+81%","81","3","3"
"30302082","2","對鑽頭附加<0>攻擊力+82%","82","3","3"
"30302083","2","對鑽頭附加<0>攻擊力+83%","83","3","3"
"30302084","2","對鑽頭附加<0>攻擊力+84%","84","3","3"
"30302085","2","對鑽頭附加<0>攻擊力+85%","85","3","3"
"30302086","2","對鑽頭附加<0>攻擊力+86%","86","3","3"
"30302087","2","對鑽頭附加<0>攻擊力+87%","87","3","3"
"30302088","2","對鑽頭附加<0>攻擊力+88%","88","3","3"
"30302089","2","對鑽頭附加<0>攻擊力+89%","89","3","3"
"30302090","2","對鑽頭附加<0>攻擊力+90%","90","3","3"
"30302091","2","對鑽頭附加<0>攻擊力+91%","91","3","3"
"30302092","2","對鑽頭附加<0>攻擊力+92%","92","3","3"
"30302093","2","對鑽頭附加<0>攻擊力+93%","93","3","3"
"30302094","2","對鑽頭附加<0>攻擊力+94%","94","3","3"
"30302095","2","對鑽頭附加<0>攻擊力+95%","95","3","3"
"30302096","2","對鑽頭附加<0>攻擊力+96%","96","3","3"
"30302097","2","對鑽頭附加<0>攻擊力+97%","97","3","3"
"30302098","2","對鑽頭附加<0>攻擊力+98%","98","3","3"
"30302099","2","對鑽頭附加<0>攻擊力+99%","99","3","3"
"30302100","2","對鑽頭附加<0>攻擊力+100%","100","3","3"
"30402010","2","對槌子附加<0>攻擊力+10%","10","4","3"
"30402011","2","對槌子附加<0>攻擊力+11%","11","4","3"
"30402012","2","對槌子附加<0>攻擊力+12%","12","4","3"
"30402013","2","對槌子附加<0>攻擊力+13%","13","4","3"
"30402014","2","對槌子附加<0>攻擊力+14%","14","4","3"
"30402015","2","對槌子附加<0>攻擊力+15%","15","4","3"
"30402016","2","對槌子附加<0>攻擊力+16%","16","4","3"
"30402017","2","對槌子附加<0>攻擊力+17%","17","4","3"
"30402018","2","對槌子附加<0>攻擊力+18%","18","4","3"
"30402019","2","對槌子附加<0>攻擊力+19%","19","4","3"
"30402020","2","對槌子附加<0>攻擊力+20%","20","4","3"
"30402021","2","對槌子附加<0>攻擊力+21%","21","4","3"
"30402022","2","對槌子附加<0>攻擊力+22%","22","4","3"
"30402023","2","對槌子附加<0>攻擊力+23%","23","4","3"
"30402024","2","對槌子附加<0>攻擊力+24%","24","4","3"
"30402025","2","對槌子附加<0>攻擊力+25%","25","4","3"
"30402026","2","對槌子附加<0>攻擊力+26%","26","4","3"
"30402027","2","對槌子附加<0>攻擊力+27%","27","4","3"
"30402028","2","對槌子附加<0>攻擊力+28%","28","4","3"
"30402029","2","對槌子附加<0>攻擊力+29%","29","4","3"
"30402030","2","對槌子附加<0>攻擊力+30%","30","4","3"
"30402031","2","對槌子附加<0>攻擊力+31%","31","4","3"
"30402032","2","對槌子附加<0>攻擊力+32%","32","4","3"
"30402033","2","對槌子附加<0>攻擊力+33%","33","4","3"
"30402034","2","對槌子附加<0>攻擊力+34%","34","4","3"
"30402035","2","對槌子附加<0>攻擊力+35%","35","4","3"
"30402036","2","對槌子附加<0>攻擊力+36%","36","4","3"
"30402037","2","對槌子附加<0>攻擊力+37%","37","4","3"
"30402038","2","對槌子附加<0>攻擊力+38%","38","4","3"
"30402039","2","對槌子附加<0>攻擊力+39%","39","4","3"
"30402040","2","對槌子附加<0>攻擊力+40%","40","4","3"
"30402041","2","對槌子附加<0>攻擊力+41%","41","4","3"
"30402042","2","對槌子附加<0>攻擊力+42%","42","4","3"
"30402043","2","對槌子附加<0>攻擊力+43%","43","4","3"
"30402044","2","對槌子附加<0>攻擊力+44%","44","4","3"
"30402045","2","對槌子附加<0>攻擊力+45%","45","4","3"
"30402046","2","對槌子附加<0>攻擊力+46%","46","4","3"
"30402047","2","對槌子附加<0>攻擊力+47%","47","4","3"
"30402048","2","對槌子附加<0>攻擊力+48%","48","4","3"
"30402049","2","對槌子附加<0>攻擊力+49%","49","4","3"
"30402050","2","對槌子附加<0>攻擊力+50%","50","4","3"
"30402051","2","對槌子附加<0>攻擊力+51%","51","4","3"
"30402052","2","對槌子附加<0>攻擊力+52%","52","4","3"
"30402053","2","對槌子附加<0>攻擊力+53%","53","4","3"
"30402054","2","對槌子附加<0>攻擊力+54%","54","4","3"
"30402055","2","對槌子附加<0>攻擊力+55%","55","4","3"
"30402056","2","對槌子附加<0>攻擊力+56%","56","4","3"
"30402057","2","對槌子附加<0>攻擊力+57%","57","4","3"
"30402058","2","對槌子附加<0>攻擊力+58%","58","4","3"
"30402059","2","對槌子附加<0>攻擊力+59%","59","4","3"
"30402060","2","對槌子附加<0>攻擊力+60%","60","4","3"
"30402061","2","對槌子附加<0>攻擊力+61%","61","4","3"
"30402062","2","對槌子附加<0>攻擊力+62%","62","4","3"
"30402063","2","對槌子附加<0>攻擊力+63%","63","4","3"
"30402064","2","對槌子附加<0>攻擊力+64%","64","4","3"
"30402065","2","對槌子附加<0>攻擊力+65%","65","4","3"
"30402066","2","對槌子附加<0>攻擊力+66%","66","4","3"
"30402067","2","對槌子附加<0>攻擊力+67%","67","4","3"
"30402068","2","對槌子附加<0>攻擊力+68%","68","4","3"
"30402069","2","對槌子附加<0>攻擊力+69%","69","4","3"
"30402070","2","對槌子附加<0>攻擊力+70%","70","4","3"
"30402071","2","對槌子附加<0>攻擊力+71%","71","4","3"
"30402072","2","對槌子附加<0>攻擊力+72%","72","4","3"
"30402073","2","對槌子附加<0>攻擊力+73%","73","4","3"
"30402074","2","對槌子附加<0>攻擊力+74%","74","4","3"
"30402075","2","對槌子附加<0>攻擊力+75%","75","4","3"
"30402076","2","對槌子附加<0>攻擊力+76%","76","4","3"
"30402077","2","對槌子附加<0>攻擊力+77%","77","4","3"
"30402078","2","對槌子附加<0>攻擊力+78%","78","4","3"
"30402079","2","對槌子附加<0>攻擊力+79%","79","4","3"
"30402080","2","對槌子附加<0>攻擊力+80%","80","4","3"
"30402081","2","對槌子附加<0>攻擊力+81%","81","4","3"
"30402082","2","對槌子附加<0>攻擊力+82%","82","4","3"
"30402083","2","對槌子附加<0>攻擊力+83%","83","4","3"
"30402084","2","對槌子附加<0>攻擊力+84%","84","4","3"
"30402085","2","對槌子附加<0>攻擊力+85%","85","4","3"
"30402086","2","對槌子附加<0>攻擊力+86%","86","4","3"
"30402087","2","對槌子附加<0>攻擊力+87%","87","4","3"
"30402088","2","對槌子附加<0>攻擊力+88%","88","4","3"
"30402089","2","對槌子附加<0>攻擊力+89%","89","4","3"
"30402090","2","對槌子附加<0>攻擊力+90%","90","4","3"
"30402091","2","對槌子附加<0>攻擊力+91%","91","4","3"
"30402092","2","對槌子附加<0>攻擊力+92%","92","4","3"
"30402093","2","對槌子附加<0>攻擊力+93%","93","4","3"
"30402094","2","對槌子附加<0>攻擊力+94%","94","4","3"
"30402095","2","對槌子附加<0>攻擊力+95%","95","4","3"
"30402096","2","對槌子附加<0>攻擊力+96%","96","4","3"
"30402097","2","對槌子附加<0>攻擊力+97%","97","4","3"
"30402098","2","對槌子附加<0>攻擊力+98%","98","4","3"
"30402099","2","對槌子附加<0>攻擊力+99%","99","4","3"
"30402100","2","對槌子附加<0>攻擊力+100%","100","4","3"
"30502010","2","對霰彈槍附加<0>攻擊力+10%","10","5","3"
"30502011","2","對霰彈槍附加<0>攻擊力+11%","11","5","3"
"30502012","2","對霰彈槍附加<0>攻擊力+12%","12","5","3"
"30502013","2","對霰彈槍附加<0>攻擊力+13%","13","5","3"
"30502014","2","對霰彈槍附加<0>攻擊力+14%","14","5","3"
"30502015","2","對霰彈槍附加<0>攻擊力+15%","15","5","3"
"30502016","2","對霰彈槍附加<0>攻擊力+16%","16","5","3"
"30502017","2","對霰彈槍附加<0>攻擊力+17%","17","5","3"
"30502018","2","對霰彈槍附加<0>攻擊力+18%","18","5","3"
"30502019","2","對霰彈槍附加<0>攻擊力+19%","19","5","3"
"30502020","2","對霰彈槍附加<0>攻擊力+20%","20","5","3"
"30502021","2","對霰彈槍附加<0>攻擊力+21%","21","5","3"
"30502022","2","對霰彈槍附加<0>攻擊力+22%","22","5","3"
"30502023","2","對霰彈槍附加<0>攻擊力+23%","23","5","3"
"30502024","2","對霰彈槍附加<0>攻擊力+24%","24","5","3"
"30502025","2","對霰彈槍附加<0>攻擊力+25%","25","5","3"
"30502026","2","對霰彈槍附加<0>攻擊力+26%","26","5","3"
"30502027","2","對霰彈槍附加<0>攻擊力+27%","27","5","3"
"30502028","2","對霰彈槍附加<0>攻擊力+28%","28","5","3"
"30502029","2","對霰彈槍附加<0>攻擊力+29%","29","5","3"
"30502030","2","對霰彈槍附加<0>攻擊力+30%","30","5","3"
"30502031","2","對霰彈槍附加<0>攻擊力+31%","31","5","3"
"30502032","2","對霰彈槍附加<0>攻擊力+32%","32","5","3"
"30502033","2","對霰彈槍附加<0>攻擊力+33%","33","5","3"
"30502034","2","對霰彈槍附加<0>攻擊力+34%","34","5","3"
"30502035","2","對霰彈槍附加<0>攻擊力+35%","35","5","3"
"30502036","2","對霰彈槍附加<0>攻擊力+36%","36","5","3"
"30502037","2","對霰彈槍附加<0>攻擊力+37%","37","5","3"
"30502038","2","對霰彈槍附加<0>攻擊力+38%","38","5","3"
"30502039","2","對霰彈槍附加<0>攻擊力+39%","39","5","3"
"30502040","2","對霰彈槍附加<0>攻擊力+40%","40","5","3"
"30502041","2","對霰彈槍附加<0>攻擊力+41%","41","5","3"
"30502042","2","對霰彈槍附加<0>攻擊力+42%","42","5","3"
"30502043","2","對霰彈槍附加<0>攻擊力+43%","43","5","3"
"30502044","2","對霰彈槍附加<0>攻擊力+44%","44","5","3"
"30502045","2","對霰彈槍附加<0>攻擊力+45%","45","5","3"
"30502046","2","對霰彈槍附加<0>攻擊力+46%","46","5","3"
"30502047","2","對霰彈槍附加<0>攻擊力+47%","47","5","3"
"30502048","2","對霰彈槍附加<0>攻擊力+48%","48","5","3"
"30502049","2","對霰彈槍附加<0>攻擊力+49%","49","5","3"
"30502050","2","對霰彈槍附加<0>攻擊力+50%","50","5","3"
"30502051","2","對霰彈槍附加<0>攻擊力+51%","51","5","3"
"30502052","2","對霰彈槍附加<0>攻擊力+52%","52","5","3"
"30502053","2","對霰彈槍附加<0>攻擊力+53%","53","5","3"
"30502054","2","對霰彈槍附加<0>攻擊力+54%","54","5","3"
"30502055","2","對霰彈槍附加<0>攻擊力+55%","55","5","3"
"30502056","2","對霰彈槍附加<0>攻擊力+56%","56","5","3"
"30502057","2","對霰彈槍附加<0>攻擊力+57%","57","5","3"
"30502058","2","對霰彈槍附加<0>攻擊力+58%","58","5","3"
"30502059","2","對霰彈槍附加<0>攻擊力+59%","59","5","3"
"30502060","2","對霰彈槍附加<0>攻擊力+60%","60","5","3"
"30502061","2","對霰彈槍附加<0>攻擊力+61%","61","5","3"
"30502062","2","對霰彈槍附加<0>攻擊力+62%","62","5","3"
"30502063","2","對霰彈槍附加<0>攻擊力+63%","63","5","3"
"30502064","2","對霰彈槍附加<0>攻擊力+64%","64","5","3"
"30502065","2","對霰彈槍附加<0>攻擊力+65%","65","5","3"
"30502066","2","對霰彈槍附加<0>攻擊力+66%","66","5","3"
"30502067","2","對霰彈槍附加<0>攻擊力+67%","67","5","3"
"30502068","2","對霰彈槍附加<0>攻擊力+68%","68","5","3"
"30502069","2","對霰彈槍附加<0>攻擊力+69%","69","5","3"
"30502070","2","對霰彈槍附加<0>攻擊力+70%","70","5","3"
"30502071","2","對霰彈槍附加<0>攻擊力+71%","71","5","3"
"30502072","2","對霰彈槍附加<0>攻擊力+72%","72","5","3"
"30502073","2","對霰彈槍附加<0>攻擊力+73%","73","5","3"
"30502074","2","對霰彈槍附加<0>攻擊力+74%","74","5","3"
"30502075","2","對霰彈槍附加<0>攻擊力+75%","75","5","3"
"30502076","2","對霰彈槍附加<0>攻擊力+76%","76","5","3"
"30502077","2","對霰彈槍附加<0>攻擊力+77%","77","5","3"
"30502078","2","對霰彈槍附加<0>攻擊力+78%","78","5","3"
"30502079","2","對霰彈槍附加<0>攻擊力+79%","79","5","3"
"30502080","2","對霰彈槍附加<0>攻擊力+80%","80","5","3"
"30502081","2","對霰彈槍附加<0>攻擊力+81%","81","5","3"
"30502082","2","對霰彈槍附加<0>攻擊力+82%","82","5","3"
"30502083","2","對霰彈槍附加<0>攻擊力+83%","83","5","3"
"30502084","2","對霰彈槍附加<0>攻擊力+84%","84","5","3"
"30502085","2","對霰彈槍附加<0>攻擊力+85%","85","5","3"
"30502086","2","對霰彈槍附加<0>攻擊力+86%","86","5","3"
