5382fa3003a5f691bd567cf3d463d88af09a1ec323cfe916c3718ead7a3ae3cf,152c12ea97729bbd575c7cbb4d8571a10e93689445ea12ffeae1bfafca93c144,fce14034fe930d5f196d8c98dfe17c57b214398ee0892254c6ba6b7fc7ac2d32,f073a60ee0d1edb5e31ddaf6ed51833dab892b1bac3c2d970074693dfd1963ee,4e95279bc706b986afd5db701321690668ff4f89da32fab161ec68084e8e1442
"17","賦予TP上升的上限","92417130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1022"
"9","降低HP吸收","92417130","戰鬥開始時，中幅度降低全體角色的HP吸收。","1023"
"16","闇屬性獎勵特大幅度提升","92417140","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","1024"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92417140","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1025"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92417140","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1026"
"boss_tp_down_cut","減少降低TP","92417140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1027"
"18","傷害值衰減","92417140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1028"
"17","賦予TP上升的上限","92417140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1029"
"9","降低HP吸收","92417140","戰鬥開始時，中幅度降低全體角色的HP吸收。","1030"
"16","闇屬性獎勵特大幅度提升","92417210","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","1031"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92417210","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1032"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92417210","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1033"
"boss_tp_down_cut","減少降低TP","92417210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1034"
"18","傷害值衰減","92417210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1035"
"17","賦予TP上升的上限","92417210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1036"
"9","降低HP吸收","92417210","戰鬥開始時，中幅度降低全體角色的HP吸收。","1037"
"16","闇屬性獎勵特大幅度提升","92417220","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","1038"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92417220","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1039"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92417220","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1040"
"boss_tp_down_cut","減少降低TP","92417220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1041"
"18","傷害值衰減","92417220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1042"
"17","賦予TP上升的上限","92417220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1043"
"9","降低HP吸收","92417220","戰鬥開始時，中幅度降低全體角色的HP吸收。","1044"
"16","闇屬性獎勵特大幅度提升","92417230","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","1045"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92417230","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1046"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92417230","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1047"
"boss_tp_down_cut","減少降低TP","92417230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1048"
"18","傷害值衰減","92417230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1049"
"17","賦予TP上升的上限","92417230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1050"
"9","降低HP吸收","92417230","戰鬥開始時，中幅度降低全體角色的HP吸收。","1051"
"16","闇屬性獎勵特大幅度提升","92417240","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","1052"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92417240","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1053"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92417240","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1054"
"boss_tp_down_cut","減少降低TP","92417240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1055"
"18","傷害值衰減","92417240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1056"
"17","賦予TP上升的上限","92417240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1057"
"9","降低HP吸收","92417240","戰鬥開始時，中幅度降低全體角色的HP吸收。","1058"
"16","闇屬性獎勵特大幅度提升","92417310","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","1059"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92417310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1060"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92417310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1061"
"boss_tp_down_cut","減少降低TP","92417310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","1062"
"18","傷害值衰減","92417310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1063"
"17","賦予TP上升的上限","92417310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1064"
"9","降低HP吸收","92417310","戰鬥開始時，中幅度降低全體角色的HP吸收。","1065"
"16","闇屬性獎勵特大幅度提升","92417320","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","1066"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92417320","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1067"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92417320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1068"
"boss_tp_down_cut","減少降低TP","92417320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","1069"
"18","傷害值衰減","92417320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1070"
"17","賦予TP上升的上限","92417320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1071"
"9","降低HP吸收","92417320","戰鬥開始時，中幅度降低全體角色的HP吸收。","1072"
"16","闇屬性獎勵特大幅度提升","92417330","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","1073"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92417330","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1074"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92417330","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1075"
"boss_tp_down_cut","減少降低TP","92417330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","1076"
"18","傷害值衰減","92417330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1077"
"17","賦予TP上升的上限","92417330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1078"
"9","降低HP吸收","92417330","戰鬥開始時，中幅度降低全體角色的HP吸收。","1079"
"16","闇屬性獎勵特大幅度提升","92417340","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","1080"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92417340","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1081"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92417340","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1082"
"boss_tp_down_cut","減少降低TP","92417340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","1083"
"18","傷害值衰減","92417340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1084"
"17","賦予TP上升的上限","92417340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1085"
"9","降低HP吸收","92417340","戰鬥開始時，中幅度降低全體角色的HP吸收。","1086"
"12","火屬性獎勵特大幅度提升","92418010","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1087"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1088"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1089"
"17","賦予TP上升的上限","92418010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1090"
"9","降低HP吸收","92418010","戰鬥開始時，中幅度降低全體角色的HP吸收。","1091"
"12","火屬性獎勵特大幅度提升","92418020","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1092"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1093"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1094"
"17","賦予TP上升的上限","92418020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1095"
"9","降低HP吸收","92418020","戰鬥開始時，中幅度降低全體角色的HP吸收。","1096"
"12","火屬性獎勵特大幅度提升","92418030","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1097"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1098"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1099"
"17","賦予TP上升的上限","92418030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1100"
"9","降低HP吸收","92418030","戰鬥開始時，中幅度降低全體角色的HP吸收。","1101"
"12","火屬性獎勵特大幅度提升","92418110","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1102"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1103"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1104"
"boss_tp_down_cut","減少降低TP","92418110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1105"
"18","傷害值衰減","92418110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1106"
"17","賦予TP上升的上限","92418110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1107"
"9","降低HP吸收","92418110","戰鬥開始時，中幅度降低全體角色的HP吸收。","1108"
"12","火屬性獎勵特大幅度提升","92418120","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1109"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418120","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1110"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418120","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1111"
"boss_tp_down_cut","減少降低TP","92418120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1112"
"18","傷害值衰減","92418120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1113"
"17","賦予TP上升的上限","92418120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1114"
"9","降低HP吸收","92418120","戰鬥開始時，中幅度降低全體角色的HP吸收。","1115"
"12","火屬性獎勵特大幅度提升","92418130","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1116"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418130","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1117"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418130","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1118"
"boss_tp_down_cut","減少降低TP","92418130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1119"
"18","傷害值衰減","92418130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1120"
"17","賦予TP上升的上限","92418130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1121"
"9","降低HP吸收","92418130","戰鬥開始時，中幅度降低全體角色的HP吸收。","1122"
"12","火屬性獎勵特大幅度提升","92418140","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1123"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418140","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1124"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418140","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1125"
"boss_tp_down_cut","減少降低TP","92418140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1126"
"18","傷害值衰減","92418140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1127"
"17","賦予TP上升的上限","92418140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1128"
"9","降低HP吸收","92418140","戰鬥開始時，中幅度降低全體角色的HP吸收。","1129"
"12","火屬性獎勵特大幅度提升","92418210","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1130"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1131"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1132"
"boss_tp_down_cut","減少降低TP","92418210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1133"
"18","傷害值衰減","92418210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1134"
"17","賦予TP上升的上限","92418210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1135"
"9","降低HP吸收","92418210","戰鬥開始時，中幅度降低全體角色的HP吸收。","1136"
"12","火屬性獎勵特大幅度提升","92418220","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1137"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1138"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1139"
"boss_tp_down_cut","減少降低TP","92418220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1140"
"18","傷害值衰減","92418220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1141"
"17","賦予TP上升的上限","92418220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1142"
"9","降低HP吸收","92418220","戰鬥開始時，中幅度降低全體角色的HP吸收。","1143"
"12","火屬性獎勵特大幅度提升","92418230","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1144"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1145"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1146"
"boss_tp_down_cut","減少降低TP","92418230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1147"
"18","傷害值衰減","92418230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1148"
"17","賦予TP上升的上限","92418230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1149"
"9","降低HP吸收","92418230","戰鬥開始時，中幅度降低全體角色的HP吸收。","1150"
"12","火屬性獎勵特大幅度提升","92418240","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1151"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1152"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1153"
"boss_tp_down_cut","減少降低TP","92418240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1154"
"18","傷害值衰減","92418240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1155"
"17","賦予TP上升的上限","92418240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1156"
"9","降低HP吸收","92418240","戰鬥開始時，中幅度降低全體角色的HP吸收。","1157"
"12","火屬性獎勵特大幅度提升","92418310","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1158"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1159"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1160"
"boss_tp_down_cut","減少降低TP","92418310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1161"
"18","傷害值衰減","92418310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1162"
"17","賦予TP上升的上限","92418310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1163"
"9","降低HP吸收","92418310","戰鬥開始時，中幅度降低全體角色的HP吸收。","1164"
"12","火屬性獎勵特大幅度提升","92418320","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1165"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418320","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1166"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1167"
"boss_tp_down_cut","減少降低TP","92418320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1168"
"18","傷害值衰減","92418320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1169"
"17","賦予TP上升的上限","92418320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1170"
"9","降低HP吸收","92418320","戰鬥開始時，中幅度降低全體角色的HP吸收。","1171"
"12","火屬性獎勵特大幅度提升","92418330","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1172"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418330","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1173"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418330","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1174"
"boss_tp_down_cut","減少降低TP","92418330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1175"
"18","傷害值衰減","92418330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1176"
"17","賦予TP上升的上限","92418330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1177"
"9","降低HP吸收","92418330","戰鬥開始時，中幅度降低全體角色的HP吸收。","1178"
"12","火屬性獎勵特大幅度提升","92418340","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1179"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92418340","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1180"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92418340","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1181"
"boss_tp_down_cut","減少降低TP","92418340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1182"
"18","傷害值衰減","92418340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1183"
"17","賦予TP上升的上限","92418340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1184"
"9","降低HP吸收","92418340","戰鬥開始時，中幅度降低全體角色的HP吸收。","1185"
"14","風屬性獎勵特大幅度提升","92419010","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1186"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1187"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1188"
"17","賦予TP上升的上限","92419010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1189"
"9","降低HP吸收","92419010","戰鬥開始時，中幅度降低全體角色的HP吸收。","1190"
"14","風屬性獎勵特大幅度提升","92419020","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1191"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1192"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1193"
"17","賦予TP上升的上限","92419020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1194"
"9","降低HP吸收","92419020","戰鬥開始時，中幅度降低全體角色的HP吸收。","1195"
"14","風屬性獎勵特大幅度提升","92419030","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1196"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1197"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1198"
"17","賦予TP上升的上限","92419030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1199"
"9","降低HP吸收","92419030","戰鬥開始時，中幅度降低全體角色的HP吸收。","1200"
"14","風屬性獎勵特大幅度提升","92419110","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1201"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1202"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1203"
"boss_tp_down_cut","減少降低TP","92419110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1204"
"18","傷害值衰減","92419110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1205"
"17","賦予TP上升的上限","92419110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1206"
"9","降低HP吸收","92419110","戰鬥開始時，中幅度降低全體角色的HP吸收。","1207"
"14","風屬性獎勵特大幅度提升","92419120","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1208"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419120","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1209"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419120","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1210"
"boss_tp_down_cut","減少降低TP","92419120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1211"
"18","傷害值衰減","92419120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1212"
"17","賦予TP上升的上限","92419120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1213"
"9","降低HP吸收","92419120","戰鬥開始時，中幅度降低全體角色的HP吸收。","1214"
"14","風屬性獎勵特大幅度提升","92419130","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1215"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419130","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1216"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419130","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1217"
"boss_tp_down_cut","減少降低TP","92419130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1218"
"18","傷害值衰減","92419130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1219"
"17","賦予TP上升的上限","92419130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1220"
"9","降低HP吸收","92419130","戰鬥開始時，中幅度降低全體角色的HP吸收。","1221"
"14","風屬性獎勵特大幅度提升","92419140","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1222"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419140","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1223"
