6181ac0b4bc0bec8ac0c5905efaf2035aaa8b02ba06e812b5fa03f61adef7220,371a54c6168f9851d8dccae0a51e1526d58cc65bb0d5f67d6e1f7e88c00012e0,2234c4f7c705dcf9a48e9f9009b944b2c3a62b9921d4605e9bf4c770c05f26b1,489c87ea03f0463f82bd626ec228157917d79f314742ae780152f23d0ae64167,4e9753957fe25717a43c113913376232376e49a3be847125f3d1af84d8b6582f,5d92a52592e993aeff95a7d19dec3287524ffb9ba9577afa53612643a582e6b7,5c87576805a10d31ca753c1d9ac7acddff9bc63d39ecbab27bb8d180fbd3395a,9e0dae4c8524748bc6364b1bae99c702e5f7e1ad88c9da7569ac071d6cc11a93,32429a4aeeac1438e8fc4c0fe0f55b02720483613e8213af5d0b1ea30966c2a2,534effb0d311efd75d08e7494323cd9e78655c12150abbe392d531141548c09c,1c186feca60cafed43781c332fb534d1f9d7042356724358983995a0429c8d46
"0","600","1","0","1","600","23214","","31","","23214010"
"0","602","1","0","0","602","23214","","31","","23214011"
"0","603","1","0","0","603","23214","","31","","23214012"
"60","604","1","30","1","604","23214","","31","","23214013"
"0","614","1","0","1","614","23214","","31","","23214014"
"0","700","1","0","0","700","23214","","31","","23214015"
"0","701","1","0","0","701","23214","","31","","23214016"
"0","702","1","0","0","702","23214","","31","","23214017"
"0","800","1","0","0","800","23214","","31","","23214018"
"60","938","1","30","1","938","23214","","31","","23214019"
"","","","","","1","23214","","93","","23214020"
"wac_birthday_reaction_03","wac_birthday_reaction_01","1","0","0.2","102311","23214","0.2","3","","23214021"
"","","","","","0.1","23214","","93","","23214022"
"wac_birthday_reaction_02","wac_birthday_reaction_01","1","0","0.2","102111","23214","0.2","3","","23214023"
"wac_birthday_reaction_04","wac_birthday_reaction_02","1","0","0.2","102511","23214","0.2","3","","23214024"
"","","","","","0.3","23214","","93","","23214025"
"","wac_birthday_kyaru_run_01","","1","0.2","102811","23214","","3","","23214026"
"3","0","","-70","","102811","23214","","2","","23214027"
"","","","","","2.5","23214","","93","","23214028"
"","1","","","","602","23214","","32","","23214029"
"","","","","","0.6","23214","","93","","23214030"
"","0","","","","600","23214","","32","","23214031"
"","0","","","","614","23214","","32","","23214032"
"","0","","","","604","23214","","32","","23214033"
"","1","","","","701","23214","","32","","23214034"
"0.01","0","","0","","938","23214","","33","","23214035"
"wac_birthday_wish_01","wac_birthday_blowout_01","1","0","0.2","102811","23214","0.2","3","","23214036"
"0.01","-200","","-330","","102811","23214","","2","","23214037"
"","wac_birthday_idle_wish","","1","0.2","102111","23214","","3","","23214038"
"0.01","180","","-320","","102111","23214","","2","","23214039"
"","wac_birthday_idle_smile","","1","0.2","102311","23214","","3","","23214040"
"0.01","285","","-360","","102311","23214","","2","","23214041"
"","wac_birthday_idle_smile","","1","0.2","102511","23214","","3","","23214042"
"0.01","425","","-340","","102511","23214","","2","","23214043"
"","","","","","0","23214","","93","","23214044"
"","1","","","","800","23214","","32","","23214045"
"","","","","","0.7","23214","","93","","23214046"
"","1","","","","702","23214","","32","","23214047"
"","","","","","0.5","23214","","93","","23214048"
"","se_sys_login_birthday_blow_candle","","0","","se_common","23214","","23","","23214049"
"","0","","","","701","23214","","32","","23214050"
"","","","","","0.4","23214","","93","","23214051"
"","se_sys_login_birthday_cracker","","0","","se_common","23214","","23","","23214052"
"","1","","","","700","23214","","32","","23214053"
"","se_sys_login_birthday_calendar_applause","","0","","se_common","23214","","23","","23214054"
"wac_birthday_idle_wish","wac_birthday_clap_to_wish","1","0","0.2","102111","23214","0.2","3","","23214055"
"","","","","","0.1","23214","","93","","23214056"
"wac_birthday_idle_smile","wac_birthday_clap","1","0","0.2","102311","23214","0.2","3","","23214057"
"","","","","","0.1","23214","","93","","23214058"
"wac_birthday_idle_smile","wac_birthday_clap","1","0","0.2","102511","23214","0.2","3","","23214059"
"","","","","","2","23214","","93","","23214060"
"","","","","","1","23214","","131","","23214061"
"0","vo_wac_23214_000","","0","","vo_wac_23214","23214","","21","","23214062"
"1","今天真的很謝謝大家，\n你們竟然為了我的生日\n準備了這麼棒的生日蛋糕♪","1","10","0","102811","23214","0","11","0.5","23214063"
"","","","","","0","23214","","91","","23214064"
"","wac_birthday_idle_normal","","1","0.2","102811","23214","","3","","23214065"
"","wac_birthday_talk_wish","","1","0.2","102111","23214","","3","","23214066"
"0","vo_wac_23214_001","","0","","vo_wac_23214","23214","","21","","23214067"
"1","咲戀媽媽，祝妳生日快樂♪\n妳總是為了我們\n拚命努力工作……","1","10","0","102111","23214","0","11","0.5","23214068"
"","","","","","0","23214","","91","","23214069"
"","wac_birthday_idle_wish","","1","0.2","102111","23214","","3","","23214070"
"","wac_birthday_talk_smile","","1","0.2","102311","23214","","3","","23214071"
"0","vo_wac_23214_002","","0","","vo_wac_23214","23214","","21","","23214072"
"1","這蛋糕是我們努力親手做的喔？\n雖然做好的時候，鈴莓在各種意義上\n都慘兮兮的就是了。","1","10","0","102311","23214","0","11","0.5","23214073"
"","","","","","23214073","23214","","91","","23214074"
"","wac_birthday_idle_smile","","1","0.2","102311","23214","","3","","23214075"
"","wac_birthday_talk_sad","","1","0.2","102511","23214","","3","","23214076"
"0","vo_wac_23214_003","","0","","vo_wac_23214","23214","","21","","23214077"
"1","小綾音，那是祕密……！\n嗚嗚，製作途中我也犯了不少錯，\n明明是在為大小姐的重要日子做準備，\n真對不起……","1","10","0","102511","23214","0","11","0.5","23214078"
"","","","","","0","23214","","91","","23214079"
"","wac_birthday_talk_smile","","1","0.2","102811","23214","","3","","23214080"
"","wac_birthday_idle_wish","","1","0.2","102511","23214","","3","","23214081"
"0","vo_wac_23214_004","","0","","vo_wac_23214","23214","","21","","23214082"
"1","妳在說什麼啊，妳們不是\n這麼努力地為我做準備了嗎？\n也謝謝你來替我慶生。\n請你要一直和大家好好相處哦？","1","10","0","102811","23214","0","11","0.5","23214083"
"","","","","","0","23214","","91","","23214084"
"","","","","","0","23214","","22","","23214085"
"","bgm_M321_2C","","","","bgm_M321","23814","","25","","23814001"
"-1000","100811","-70","250","2","1","23814","0","1","wac_birthday_idle_normal","23814002"
"170","104511","-260","256","2","1","23814","1","1","wac_birthday_idle_wish","23814003"
"270","105311","-310","259","2","1","23814","1","1","wac_birthday_idle_smile","23814004"
"400","105511","-270","257","2","1","23814","1","1","wac_birthday_idle_normal","23814005"
"510","103011","-310","258","2","1","23814","1","1","wac_birthday_idle_smile","23814006"
"","300","","","","100811","23814","","13","","23814007"
"","300","","","","104511","23814","","13","","23814008"
"","300","","","","105311","23814","","13","","23814009"
"","300","","","","105511","23814","","13","","23814010"
"","300","","","","103011","23814","","13","","23814011"
"0","600","1","0","1","600","23814","","31","","23814012"
"0","602","1","0","0","602","23814","","31","","23814013"
"0","603","1","0","0","603","23814","","31","","23814014"
"60","604","1","30","1","604","23814","","31","","23814015"
"0","614","1","0","1","614","23814","","31","","23814016"
"0","700","1","0","0","700","23814","","31","","23814017"
"0","701","1","0","0","701","23814","","31","","23814018"
"0","702","1","0","0","702","23814","","31","","23814019"
"0","800","1","0","0","800","23814","","31","","23814020"
"60","939","1","30","1","939","23814","","31","","23814021"
"","","","","","1","23814","","93","","23814022"
"wac_birthday_reaction_03","wac_birthday_reaction_05","1","0","0.2","105311","23814","0.2","3","","23814023"
"wac_birthday_reaction_03","wac_birthday_reaction_01","1","0","0.2","104511","23814","0.2","3","","23814024"
"","","","","","0.1","23814","","93","","23814025"
"wac_birthday_reaction_04","wac_birthday_reaction_01","1","0","0.2","105511","23814","0.2","3","","23814026"
"wac_birthday_reaction_03","wac_birthday_reaction_02","1","0","0.2","103011","23814","0.2","3","","23814027"
"","","","","","0.3","23814","","93","","23814028"
"","wac_birthday_run_01","","1","0.2","100811","23814","","3","","23814029"
"3","0","","-70","","100811","23814","","2","","23814030"
"","","","","","2.5","23814","","93","","23814031"
"","1","","","","602","23814","","32","","23814032"
"","","","","","0.6","23814","","93","","23814033"
"","0","","","","600","23814","","32","","23814034"
"","0","","","","614","23814","","32","","23814035"
"","0","","","","604","23814","","32","","23814036"
"","1","","","","701","23814","","32","","23814037"
"0.01","0","","0","","939","23814","","33","","23814038"
"wac_birthday_wish_04","wac_birthday_blowout_01","1","0","0.2","100811","23814","0.2","3","","23814039"
"0.01","-200","","-330","","100811","23814","","2","","23814040"
"","wac_birthday_idle_wish","","1","0.2","104511","23814","","3","","23814041"
"0.01","150","","-320","","104511","23814","","2","","23814042"
"","wac_birthday_idle_smile","","1","0.2","105311","23814","","3","","23814043"
"0.01","260","","-360","","105311","23814","","2","","23814044"
"","wac_birthday_idle_normal","","1","0.2","105511","23814","","3","","23814045"
"0.01","400","","-320","","105511","23814","","2","","23814046"
"","wac_birthday_idle_smile","","1","0.2","103011","23814","","3","","23814047"
"0.01","520","","-340","","103011","23814","","2","","23814048"
"","","","","","0","23814","","93","","23814049"
"","1","","","","800","23814","","32","","23814050"
"","","","","","0.7","23814","","93","","23814051"
"","1","","","","702","23814","","32","","23814052"
"","","","","","0.5","23814","","93","","23814053"
"","se_sys_login_birthday_blow_candle","","0","","se_common","23814","","23","","23814054"
"","0","","","","701","23814","","32","","23814055"
"","","","","","0.4","23814","","93","","23814056"
"","se_sys_login_birthday_cracker","","0","","se_common","23814","","23","","23814057"
"","1","","","","700","23814","","32","","23814058"
"","se_sys_login_birthday_calendar_applause","","0","","se_common","23814","","23","","23814059"
"wac_birthday_idle_wish","wac_birthday_clap_to_wish","1","0","0.2","104511","23814","0.2","3","","23814060"
"wac_birthday_idle_normal","wac_birthday_clap","1","0","0.2","105511","23814","0.2","3","","23814061"
"","","","","","0.1","23814","","93","","23814062"
"wac_birthday_idle_smile","wac_birthday_clap","1","0","0.2","105311","23814","0.2","3","","23814063"
"","","","","","0.1","23814","","93","","23814064"
"wac_birthday_idle_smile","wac_birthday_clap","1","0","0.2","103011","23814","0.2","3","","23814065"
"","","","","","2","23814","","93","","23814066"
"","","","","","1","23814","","131","","23814067"
"","wac_birthday_talk_doya","1","1","0.2","100811","23814","","3","","23814068"
"0","vo_wac_23814_000","","0","","vo_wac_23814","23814","","21","","23814069"
"1","你們一定知道今天是什麼日子吧？\n今天可是慶祝這世上最美最可愛的我\n誕生，並更新大家的審美意識的\n世界級紀念日喔♪","1","10","0","100811","23814","0","11","0.5","23814070"
"","","","","","0","23814","","91","","23814071"
"","wac_birthday_talk_wish","","1","0.2","104511","23814","","3","","23814072"
"0","vo_wac_23814_001","","0","","vo_wac_23814","23814","","21","","23814073"
"1","是、是這樣啊……？\n空花對歷史與時事之類的\n不太了解，不知道今天竟然\n是這麼了不起的日子呢……","1","10","0","104511","23814","0","11","0.5","23814074"
"","","","","","0","23814","","91","","23814075"
"","wac_birthday_idle_wish","","1","0.2","104511","23814","","3","","23814076"
"","wac_birthday_talk_doya","","1","0.2","105311","23814","","3","","23814077"
"0","vo_wac_23814_002","","0","","vo_wac_23814","23814","","21","","23814078"
"1","嗯，我懶得吐槽了。\n總之，能健康地迎接生日\n是件值得慶賀的事！\n雪，生日快樂！","1","10","0","105311","23814","0","11","0.5","23814079"
"","","","","","0","23814","","91","","23814080"
"","wac_birthday_idle_doya","","1","0.2","105311","23814","","3","","23814081"
"","wac_birthday_talk_normal","","1","0.2","100811","23814","","3","","23814082"
"0","vo_wac_23814_003","","0","","vo_wac_23814","23814","","21","","23814083"
"1","謝謝♪\n話說回來，這蛋糕真棒耶，\n是特地為我準備的嗎？","1","10","0","100811","23814","0","11","0.5","23814084"
"","","","","","0","23814","","91","","23814085"
"","wac_birthday_idle_normal","","1","0.2","100811","23814","","3","","23814086"
"","wac_birthday_talk_smile","","1","0.2","105511","23814","","3","","23814087"
"0","vo_wac_23814_004","","0","","vo_wac_23814","23814","","21","","23814088"
"1","是的♪為了讓你開心，\n我們還特地請店家\n對外觀也多下工夫。","1","10","0","105511","23814","0","11","0.5","23814089"
"","","","","","0","23814","","91","","23814090"
"","wac_birthday_idle_smile","","1","0.2","105511","23814","","3","","23814091"
"","wac_birthday_talk_kyapi","","1","0.2","103011","23814","","3","","23814092"
"0","vo_wac_23814_005","","0","","vo_wac_23814","23814","","21","","23814093"
"1","順帶一提，因為滿花錢的，\n所以也請將軍出了一些盧幣，\n真是太感謝將軍了是也！","1","10","0","103011","23814","0","11","0.5","23814094"
"","","","","","0","23814","","91","","23814095"
"","wac_birthday_idle_kyapi","","1","0.2","103011","23814","","3","","23814096"
"","wac_birthday_talk_doya","","1","0.2","100811","23814","","3","","23814097"
"0","vo_wac_23814_006","","0","","vo_wac_23814","23814","","21","","23814098"
"1","這樣啊……得好好感謝你呢♪\n作為回禮，你今天可以盡情\n從喜歡的角度欣賞我可愛的臉龐，\n直到心滿意足為止喔♪","1","10","0","100811","23814","0","11","0.5","23814099"
"","","","","","0","23814","","91","","23814100"
"","","","","","0","23814","","22","","23814101"
"","bgm_M321_2C","","","","bgm_M321","25214","","25","","25214001"
"-1000","104911","-70","250","2","1","25214","0","1","wac_birthday_idle_normal","25214002"
"230","101111","-270","256","2","1","25214","1","1","wac_birthday_idle_wish","25214003"
"410","106811","-310","257","2","1","25214","1","1","wac_birthday_idle_smile","25214004"
"","300","","","","104911","25214","","13","","25214005"
"","300","","","","101111","25214","","13","","25214006"
"","300","","","","106811","25214","","13","","25214007"
"0","600","1","0","1","600","25214","","31","","25214008"
"0","602","1","0","0","602","25214","","31","","25214009"
"0","603","1","0","0","603","25214","","31","","25214010"
"60","604","1","30","1","604","25214","","31","","25214011"
"0","614","1","0","1","614","25214","","31","","25214012"
"0","700","1","0","0","700","25214","","31","","25214013"
"0","701","1","0","0","701","25214","","31","","25214014"
"0","702","1","0","0","702","25214","","31","","25214015"
"0","800","1","0","0","800","25214","","31","","25214016"
"60","940","1","30","1","940","25214","","31","","25214017"
"","","","","","1","25214","","93","","25214018"
"wac_birthday_reaction_02","wac_birthday_reaction_05","1","0","0.2","106811","25214","0.2","3","","25214019"
"","","","","","0.1","25214","","93","","25214020"
"wac_birthday_reaction_03","wac_birthday_reaction_01","1","0","0.2","101111","25214","0.2","3","","25214021"
"","","","","","0.3","25214","","93","","25214022"
"","wac_birthday_tsumugi_run_01","","1","0.2","104911","25214","","3","","25214023"
"3","0","","-70","","104911","25214","","2","","25214024"
"","","","","","2.5","25214","","93","","25214025"
"","1","","","","602","25214","","32","","25214026"
"","","","","","0.6","25214","","93","","25214027"
"","0","","","","600","25214","","32","","25214028"
"","0","","","","614","25214","","32","","25214029"
"","0","","","","604","25214","","32","","25214030"
"","1","","","","701","25214","","32","","25214031"
"0.01","0","","0","","940","25214","","33","","25214032"
"wac_birthday_idle_wish","wac_birthday_blowout_01","1","0","0.2","104911","25214","0.2","3","","25214033"
"0.01","-200","","-330","","104911","25214","","2","","25214034"
"","wac_birthday_idle_wish","","1","0.2","101111","25214","","3","","25214035"
"0.01","180","","-320","","101111","25214","","2","","25214036"
"","wac_birthday_idle_smile","","1","0.2","106811","25214","","3","","25214037"
"0.01","320","","-340","","106811","25214","","2","","25214038"
"","","","","","0","25214","","93","","25214039"
"","1","","","","800","25214","","32","","25214040"
"","","","","","0.7","25214","","93","","25214041"
"","1","","","","702","25214","","32","","25214042"
"","","","","","0.5","25214","","93","","25214043"
"","se_sys_login_birthday_blow_candle","","0","","se_common","25214","","23","","25214044"
"","0","","","","701","25214","","32","","25214045"
"","","","","","0.4","25214","","93","","25214046"
"","se_sys_login_birthday_cracker","","0","","se_common","25214","","23","","25214047"
"","1","","","","700","25214","","32","","25214048"
"","se_sys_login_birthday_calendar_applause","","0","","se_common","25214","","23","","25214049"
"wac_birthday_idle_wish","wac_birthday_clap_to_wish","1","0","0.2","101111","25214","0.2","3","","25214050"
"","","","","","0.1","25214","","93","","25214051"
"wac_birthday_idle_smile","wac_birthday_clap","1","0","0.2","106811","25214","0.2","3","","25214052"
"","","","","","2","25214","","93","","25214053"
"","","","","","1","25214","","131","","25214054"
"0","vo_wac_25214_000","","0","","vo_wac_25214","25214","","21","","25214055"
"1","哇～好棒的生日蛋糕。\n是弟弟為姐姐準備的嗎？\n感受到弟弟的愛了呢。","1","10","0","104911","25214","0","11","0.5","25214056"
"","","","","","0","25214","","91","","25214057"
"","wac_birthday_idle_normal","","1","0.2","104911","25214","","3","","25214058"
"","wac_birthday_talk_anger","","1","0.2","101111","25214","","3","","25214059"
"0","vo_wac_25214_001","","0","","vo_wac_25214","25214","","21","","25214060"
"1","姐姐請等一下！\n我們也有幫忙喔！\n像是我！我也有幫忙！","1","10","0","101111","25214","0","11","0.5","25214061"
"","","","","","0","25214","","91","","25214062"
"","wac_birthday_idle_normal","","1","0.2","101111","25214","","3","","25214063"
"","wac_birthday_talk_normal","","1","0.2","106811","25214","","3","","25214064"
"0","vo_wac_25214_002","","0","","vo_wac_25214","25214","","21","","25214065"
"1","這包含了我們對\n妳的心意喔。\n啊，希望我們沒變成電燈泡。","1","10","0","106811","25214","0","11","0.5","25214066"
"","","","","","0","25214","","91","","25214067"
"","wac_birthday_idle_smile","","1","0.2","106811","25214","","3","","25214068"
"","wac_birthday_talk_smile","","1","0.2","104911","25214","","3","","25214069"
"0","vo_wac_25214_003","","0","","vo_wac_25214","25214","","21","","25214070"
"1","沒這回事～\n會長、璃乃，謝謝妳們。\n待會我會讓弟弟好～好陪我，\n所以沒問題喔。對吧？","1","10","0","104911","25214","0","11","0.5","25214071"
"","","","","","0","25214","","91","","25214072"
"","wac_birthday_talk_anger","","1","0.2","101111","25214","","3","","25214073"
"0","vo_wac_25214_004","","0","","vo_wac_25214","25214","","21","","25214074"
"1","啊──！姐姐！\n就算是妳生日，這樣也太狡猾囉！","1","10","0","101111","25214","0","11","0.5","25214075"
"","","","","","0","25214","","91","","25214076"
"","","","","","0","25214","","22","","25214077"
"","bgm_M321_2C","","","","bgm_M321","25314","","25","","25314001"
"-1000","104711","-70","250","2","1","25314","0","1","wac_birthday_idle_normal","25314002"
"200","107111","-270","256","2","1","25314","1","1","wac_birthday_idle_normal","25314003"
"320","100511","-310","258","2","1","25314","1","1","wac_birthday_idle_smile","25314004"
"460","103711","-290","257","2","1","25314","1","1","wac_birthday_idle_smile","25314005"
"","300","","","","104711","25314","","13","","25314006"
"","300","","","","107111","25314","","13","","25314007"
"","300","","","","100511","25314","","13","","25314008"
"","300","","","","103711","25314","","13","","25314009"
"0","600","1","0","1","600","25314","","31","","25314010"
"0","602","1","0","0","602","25314","","31","","25314011"
"0","603","1","0","0","603","25314","","31","","25314012"
"60","604","1","30","1","604","25314","","31","","25314013"
"0","614","1","0","1","614","25314","","31","","25314014"
"0","700","1","0","0","700","25314","","31","","25314015"
"0","701","1","0","0","701","25314","","31","","25314016"
"0","703","1","0","0","703","25314","","31","","25314017"
"0","800","1","0","0","800","25314","","31","","25314018"
"60","941","1","30","1","941","25314","","31","","25314019"
"","","","","","1","25314","","93","","25314020"
"wac_birthday_reaction_02","wac_birthday_reaction_02","1","0","0.2","100511","25314","0.2","3","","25314021"
"","","","","","0.1","25314","","93","","25314022"
"wac_birthday_reaction_03","wac_birthday_reaction_01","1","0","0.2","107111","25314","0.2","3","","25314023"
"wac_birthday_reaction_04","wac_birthday_reaction_05","1","0","0.2","103711","25314","0.2","3","","25314024"
"","","","","","0.3","25314","","93","","25314025"
"","wac_birthday_run_01","","1","0.2","104711","25314","","3","","25314026"
"3","0","","-70","","104711","25314","","2","","25314027"
"","","","","","2.5","25314","","93","","25314028"
"","1","","","","602","25314","","32","","25314029"
"","","","","","0.6","25314","","93","","25314030"
"","0","","","","600","25314","","32","","25314031"
"","0","","","","614","25314","","32","","25314032"
"","0","","","","604","25314","","32","","25314033"
"","1","","","","701","25314","","32","","25314034"
"0.01","0","","0","","941","25314","","33","","25314035"
"","wac_birthday_blowout_jun_01","1","0","0.2","104711","25314","0.2","3","","25314036"
"0.01","-200","","-330","","104711","25314","","2","","25314037"
"","wac_birthday_idle_normal","","1","0.2","107111","25314","","3","","25314038"
"0.01","180","","-320","","107111","25314","","2","","25314039"
"","wac_birthday_idle_smile","","1","0.2","100511","25314","","3","","25314040"
"0.01","310","","-360","","100511","25314","","2","","25314041"
"","wac_birthday_idle_smile","","1","0.2","103711","25314","","3","","25314042"
"0.01","450","","-340","","103711","25314","","2","","25314043"
"","","","","","0","25314","","93","","25314044"
"","1","","","","800","25314","","32","","25314045"
"","","","","","25314036","25314","","91","","25314046"
"wac_birthday_wish_05","wac_birthday_blowout_jun_02","1","0","0.2","104711","25314","0.2","3","","25314047"
"","wac_birthday_reaction_03","","1","0.2","107111","25314","","3","","25314048"
"","","","","","0.1","25314","","93","","25314049"
"","wac_birthday_talk_smile","","1","0.2","100511","25314","","3","","25314050"
"","","","","","0.1","25314","","93","","25314051"
"","wac_birthday_reaction_03","","1","0.2","103711","25314","","3","","25314052"
"","","","","","0.65","25314","","93","","25314053"
"","1","","","","703","25314","","32","","25314054"
"","","","","","0.5","25314","","93","","25314055"
"","se_sys_login_birthday_blow_candle","","0","","se_common","25314","","23","","25314056"
"","0","","","","701","25314","","32","","25314057"
"","","","","","0.4","25314","","93","","25314058"
"","se_sys_login_birthday_cracker","","0","","se_common","25314","","23","","25314059"
"","1","","","","700","25314","","32","","25314060"
"","se_sys_login_birthday_calendar_applause","","0","","se_common","25314","","23","","25314061"
"wac_birthday_idle_normal","wac_birthday_clap","1","0","0.2","107111","25314","0.2","3","","25314062"
"","","","","","0.1","25314","","93","","25314063"
"wac_birthday_idle_smile","wac_birthday_clap","1","0","0.2","100511","25314","0.2","3","","25314064"
"","","","","","0.1","25314","","93","","25314065"
"wac_birthday_idle_smile","wac_birthday_clap","1","0","0.2","103711","25314","0.2","3","","25314066"
"","","","","","2","25314","","93","","25314067"
"","","","","","1","25314","","131","","25314068"
"0","vo_wac_25314_000","","0","","vo_wac_25314","25314","","21","","25314069"
"1","你們今天竟然為我舉辦了\n這麼盛大的慶生會，\n無論是以個人還是團長的身分而言，\n我都十分開心。","1","10","0","104711","25314","0","11","0.5","25314070"
"","","","","","0","25314","","91","","25314071"
"","wac_birthday_idle_wish","","1","0.2","104711","25314","","3","","25314072"
"","wac_birthday_talk_doya","","1","0.2","107111","25314","","3","","25314073"
"0","vo_wac_25314_001","","0","","vo_wac_25314","25314","","21","","25314074"
"1","這是當然☆\n一切計畫都是由我克莉絲提娜\n所安排，毋庸置疑能滿足妳！","1","10","0","107111","25314","0","11","0.5","25314075"
"","","","","","0","25314","","91","","25314076"
"","wac_birthday_idle_doya","","1","0.2","107111","25314","","3","","25314077"
"","wac_birthday_talk_sad_maturi","","1","0.2","100511","25314","","3","","25314078"
"0","vo_wac_25314_002","","0","","vo_wac_25314","25314","","21","","25314079"
"1","……為了執行那個計畫，\n做得要死要活的\n是我們就是了。","1","10","0","100511","25314","0","11","0.5","25314080"
"","","","","","0","25314","","91","","25314081"
"","wac_birthday_idle_normal","","1","0.2","100511","25314","","3","","25314082"
"","wac_birthday_talk_wish","","1","0.2","104711","25314","","3","","25314083"
"0","vo_wac_25314_003","","0","","vo_wac_25314","25314","","21","","25314084"
"1","是這樣啊。\n小克莉絲以及各位，\n謝謝你們為了我這種人慶生。","1","10","0","104711","25314","0","11","0.5","25314085"
"","","","","","0","25314","","91","","25314086"
"","wac_birthday_idle_wish","","1","0.2","104711","25314","","3","","25314087"
"","wac_birthday_talk_smile_tomo","","1","0.2","103711","25314","","3","","25314088"
"0","vo_wac_25314_004","","0","","vo_wac_25314","25314","","21","","25314089"
"1","請不要說出「為了我這種人」\n這樣的話。\n我們是因為最喜歡純，\n才努力準備的啊♪","1","10","0","103711","25314","0","11","0.5","25314090"
"","","","","","0","25314","","91","","25314091"
"","wac_birthday_idle_smile","","1","0.2","103711","25314","","3","","25314092"
"","wac_birthday_talk_wish","","1","0.2","104711","25314","","3","","25314093"
"0","vo_wac_25314_005","","0","","vo_wac_25314","25314","","21","","25314094"
"1","呵呵，說得對，抱歉。\n能有這麼棒的夥伴們，\n我身為【王宮騎士團】的團長\n還真是幸福啊……","1","10","0","104711","25314","0","11","0.5","25314095"
"","","","","","0","25314","","91","","25314096"
"","","","","","0","25314","","22","","25314097"
"","bgm_M321_2C","","","","bgm_M321","26214","","25","","26214001"
"-1000","103811","-70","250","2","1","26214","0","1","wac_birthday_idle_normal","26214002"
"200","103311","-270","256","2","1","26214","1","1","wac_birthday_idle_smile","26214003"
"315","105211","-310","258","2","1","26214","1","1","wac_birthday_idle_kyapi","26214004"
"450","102611","-290","257","2","1","26214","1","1","wac_birthday_idle_normal","26214005"
"","300","","","","103811","26214","","13","","26214006"
"","300","","","","103311","26214","","13","","26214007"
"","300","","","","105211","26214","","13","","26214008"
"","300","","","","102611","26214","","13","","26214009"
"0","600","1","0","1","600","26214","","31","","26214010"
"0","602","1","0","0","602","26214","","31","","26214011"
"0","603","1","0","0","603","26214","","31","","26214012"
"60","604","1","30","1","604","26214","","31","","26214013"
"0","614","1","0","1","614","26214","","31","","26214014"
"0","700","1","0","0","700","26214","","31","","26214015"
"0","701","1","0","0","701","26214","","31","","26214016"
"0","702","1","0","0","702","26214","","31","","26214017"
"0","800","1","0","0","800","26214","","31","","26214018"
"60","942","1","30","1","942","26214","","31","","26214019"
"","","","","","1","26214","","93","","26214020"
"wac_birthday_reaction_04","wac_birthday_reaction_01","1","0","0.2","105211","26214","0.2","3","","26214021"
"","","","","","0.1","26214","","93","","26214022"
"wac_birthday_reaction_01","wac_birthday_reaction_03","1","0","0.2","103311","26214","0.2","3","","26214023"
"wac_birthday_reaction_03","wac_birthday_reaction_02","1","0","0.2","102611","26214","0.2","3","","26214024"
"","","","","","0.3","26214","","93","","26214025"
"","wac_birthday_run_01","","1","0.2","103811","26214","","3","","26214026"
"3","0","","-70","","103811","26214","","2","","26214027"
"","","","","","2.5","26214","","93","","26214028"
"","1","","","","602","26214","","32","","26214029"
"","","","","","0.6","26214","","93","","26214030"
"","0","","","","600","26214","","32","","26214031"
"","0","","","","614","26214","","32","","26214032"
"","0","","","","604","26214","","32","","26214033"
"","1","","","","701","26214","","32","","26214034"
"0.01","0","","0","","942","26214","","33","","26214035"
"wac_birthday_wish_05","wac_birthday_blowout_03","1","0","0.2","103811","26214","0.2","3","","26214036"
"0.01","-200","","-330","","103811","26214","","2","","26214037"
"","wac_birthday_idle_smile","","1","0.2","103311","26214","","3","","26214038"
"0.01","180","","-320","","103311","26214","","2","","26214039"
"","wac_birthday_idle_kyapi","","1","0.2","105211","26214","","3","","26214040"
"0.01","285","","-360","","105211","26214","","2","","26214041"
"","wac_birthday_idle_normal","","1","0.2","102611","26214","","3","","26214042"
"0.01","425","","-340","","102611","26214","","2","","26214043"
"","","","","","0","26214","","93","","26214044"
"","1","","","","800","26214","","32","","26214045"
"","","","","","0.7","26214","","93","","26214046"
"","1","","","","702","26214","","32","","26214047"
"","","","","","0.5","26214","","93","","26214048"
"","se_sys_login_birthday_blow_candle","","0","","se_common","26214","","23","","26214049"
"","0","","","","701","26214","","32","","26214050"
"","","","","","0.4","26214","","93","","26214051"
"","se_sys_login_birthday_cracker","","0","","se_common","26214","","23","","26214052"
"","1","","","","700","26214","","32","","26214053"
"","se_sys_login_birthday_calendar_applause","","0","","se_common","26214","","23","","26214054"
"wac_birthday_idle_smile","wac_birthday_clap","1","0","0.2","103311","26214","0.2","3","","26214055"
"","","","","","0.1","26214","","93","","26214056"
"wac_birthday_idle_kyapi","wac_birthday_clap","1","0","0.2","105211","26214","0.2","3","","26214057"
"","","","","","0.1","26214","","93","","26214058"
"wac_birthday_idle_normal","wac_birthday_clap","1","0","0.2","102611","26214","0.2","3","","26214059"
"","","","","","2","26214","","93","","26214060"
"","","","","","1","26214","","131","","26214061"
"0","vo_wac_26214_000","","0","","vo_wac_26214","26214","","21","","26214062"
