0f2b6a1260b26d2c995e709f2a9c35884670130c4eccce31e38482be51370e0c,39f59ea3993a9c740a43a022c5711ab8066fb25dfbd906dd163d1f6ac45ffc1b,d1b48bed57ddbaec38a5e04f8110710e0ec33d462f8a393b8dcde249027e603f,f1a811016bcc951e56dcd77d6cca1e59bc8564b304d548b6d5477d6613532091,c5f93dce6fb5bb284f69efe40abec53dde7a997956001512f92ae5a802dcd1d7,e1888c96134bf851f9f37dd843cdd7792803b41c494956e114e87ee40c346956,7e13e203762f90e99aee3b6002237be492eb7a640aaaf2a0f0af4a42764d6cc8,824e274955f8bdaf84eddfa4c5dac386b0bf1722dd312395cbfd46520b3d148a,90dca04035423534245c7e79facb3cc0a88891ed236f6d75ba27ccec7df2ccc3,92c51d3d4039fdb14674efa7be502c5f28a6962e7333e39a3e04f86162db9b04,8eaf59427afc0133a87052facb7dabd438343dca2a10530d4506a3eb4f83957c,eb095828cd4060d2062c47403bd53016a552e7e376d427fe47b5e4104bef5549,734d57a515d31cf7cc552ff53b6b2d2bddd1ec8aff3127c8ec56c0520036b7c5,1ff4e8c4395f5f1138162cbcba943659f3c621918b635381aa9c8c3627032b7b,ec7bab92fc5dae7e2c0ad5578741eb243f5699458beb0717bdfa3bd6a07dabc5,d17f2fce870d68f93734357f8507ec9df4446de3500ab8abcea041f919bfe48f,11d05ad5e6d883fddecc972956dbb3dcd5d82f384a57213237e4d26fbb15e321,8b4d16c35ba8936f4aadba1ad89b3514da7f29e0679650b7715662f79ee35da5,aaa9c1350f23287e3c184778753c18339d64587a9012999961f9684698160b11,8c71d9d9379620fff3759d403d48c6dc6f6c7122dc8cd0072875d2d8382dcf4b
"","科技奇異點","4","AI的能力終有一天會超越人類的轉捩點。或意指因此而引發的社會變化的概念。","0","40670","30064","4074","6","3","6","25216","6","6","6","科技奇異點","31185","這個的名稱是什麼？","2","22855"
"傍晚的明星⇔拂曉的明星","拂曉的明星","4","反義詞。","0","26143","26126","4075","6","3","6","26313","6","6","6","傍晚的明星⇔拂曉的明星","25282","這個的名稱是什麼？","2","30340"
"DHA=二十二碳六烯酸","二十二碳六","4","海鮮類當中含量豐富，人體活動不可或缺的營養素。","0","20845","30899","4076","6","3","6","21313","6","6","6","DHA=二十二碳六烯酸","20108","這個的名稱是什麼？","2","20108"
"氨與二氧化碳","氨二氧化碳","4","□與□□□□作用可生成尿素 ，常用來製造肥料和塑膠。","0","30899","21270","4077","6","3","6","20108","6","6","6","氨與二氧化碳","27688","這個的名稱是什麼？","2","27687"
"","阿爾卑斯山","4","歐洲最高且橫跨範圍最廣的山。","0","23665","26031","4078","6","2","6","29246","6","6","6","阿爾卑斯山","38463","這個的名稱是什麼？","2","21329"
"","阿空加瓜山","4","安地斯山脈最高峰。位在阿根廷境內。是美洲第一高峰，也是世界第一高的火山。","0","23665","29916","4079","6","3","6","31354","6","6","6","阿空加瓜山","38463","這個的名稱是什麼？","2","21152"
"","54321","4","(0x12345)+(0x54321)+54321=？","0","49","50","4080","1","1","1","52","1","1","1","54321","53","這個問題的答案是？","2","51"
"Q⇒W⇒E⇒R⇒T⇒Y","WERTY","4","電腦鍵盤的排列，一般而言在「Q」的右側大多是怎麼排列的？","0","89","84","4081","2","3","2","69","2","2","2","Q⇒W⇒E⇒R⇒T⇒Y","87","這個的名稱是什麼？","2","82"
"A⇒S⇒D⇒F⇒G⇒H","SDFGH","4","電腦鍵盤的排列，一般而言在「A」的右側大多是怎麼排列的？","0","72","71","4082","2","3","2","68","2","2","2","A⇒S⇒D⇒F⇒G⇒H","83","這個的名稱是什麼？","2","70"
"","蘇伊士運河","4","亞洲與非洲以什麼為界限？","0","27827","36939","4083","6","2","6","20234","6","6","6","蘇伊士運河","34311","這個的名稱是什麼？","2","22763"
"","特洛伊木馬","4","佯裝成無害軟體來攻擊電腦的惡質程式。名稱源於某種在神話的戰爭中登場的陷阱。","0","39340","26408","4084","6","3","6","27931","6","6","6","特洛伊木馬","29305","這個的名稱是什麼？","2","20234"
"支點、施力點、抗力點","支點施力點","4","槓桿原理可用微小力量扳動重物的便利物理原理。依據□□、□□□、抗力點的位置來決定結果。","0","40670","21147","4085","6","2","6","40670","6","6","6","支點、施力點、抗力點","25903","這個的名稱是什麼？","2","26045"
"Secondary","Secon","4","地震說明時使用的「P波」與「S波」。「P」是「Primary」的縮寫，那「S」是什麼的縮寫？","0","110","111","4086","3","3","3","101","3","3","2","Secondary","83","這個的名稱是什麼？","2","99"
"會說話的小琪愛兒","說話琪愛兒","4","","4087","20818","24859","4087","6","3","6","35441","6","6","6","會說話的小琪愛兒","35498","這個附帶AI機能的人偶的名稱是？","1","29738"
"飄飄優妮升機","飄飄優妮升","4","","4088","21319","22958","4088","6","3","6","39108","6","6","6","飄飄優妮升機","39108","這個會飛的機關的名稱是？","1","20778"
"CaSO4","CaSO4","4","硫酸鈣的化學式：","0","52","79","4089","3","2","2","97","1","2","2","CaSO4","67","這個的名稱是什麼？","2","83"
"","乾粉滅火器","4","碳酸氫鈉受熱分解出二氧化碳，是□□□□□的重要原料。","0","22120","28779","4090","6","2","6","31881","6","6","6","乾粉滅火器","20094","這個的名稱是什麼？","2","28357"
"Fifty-five","Fifty","4","1＋2＋3＋4＋5＋6＋7＋8＋9＋10＝？ (請用英文作答)","0","121","116","4091","3","2","3","105","3","3","2","Fifty-five","70","這個問題的答案是？","2","102"
"","10000","4","將12345在「千位數」進行四捨五入後的數字。","0","48","48","4099","1","1","1","48","1","1","1","10000","49","這是多少？","2","48"
"","60000","4","將56789在「千位數」進行四捨五入後的數字。","0","48","48","4100","1","1","1","48","1","1","1","60000","54","這是多少？","2","48"
"","超新星爆炸","4","質量大的星球在壽命終結時產生的爆炸現象。會發出比太陽還要亮數億倍的光芒。","0","28856","29190","4106","6","2","6","26032","6","6","6","超新星爆炸","36229","這個的名稱是什麼？","2","26143"
"","拉格朗日點","4","像地球和月球這類的天體，兩者的引力達到一個恰到好處的平衡性而穩定下來的那個點。","0","40670","26085","4108","6","3","6","26684","6","6","6","拉格朗日點","25289","這個的名稱是什麼？","2","26391"
"太平洋、北極海和印度洋","太平洋印度","4","亞洲分別瀕臨哪三座海洋？","0","24230","21360","4110","6","1","6","24179","6","6","6","太平洋、北極海和印度洋","22826","這個的名稱是什麼？","2","27915"
"特級EXP藥水","特級EXP","4","提升角色EXP的強化道具。使用後增加7500的EXP。","4114","80","88","4114","6","1","2","32026","2","2","6","特級EXP藥水","29305","這個道具的名稱是？","1","69"
"究極EXP藥水","究極EXP","4","提升角色EXP的強化道具。使用後增加37500的EXP。","0","80","88","4117","6","1","2","26997","2","2","6","究極EXP藥水","31350","這個的名稱是什麼？","1","69"
"","藥水產生器","4","從裝置上方加入水後，就會變成不可思議的藥水。可放置在公會小屋的家具。","4125","22120","29983","4125","6","1","6","27700","6","6","6","藥水產生器","34277","這個的名稱是什麼？","1","29986"
"","11000","4","將11223在「百位數」進行無條件捨去後的數字。","0","48","48","4126","1","1","1","49","1","1","1","11000","49","這是多少？","2","48"
"雲海的魔物肉","雲海魔物肉","4","征服「雲海山脈」的證明。可放置在公會小屋的家具。","4127","32905","29289","4127","6","2","6","28023","6","6","6","雲海的魔物肉","38642","這個的名稱是什麼？","1","39764"
"好朋友X Mk-Ⅱ","好朋友Mk","4","","4128","107","77","4128","6","2","2","26379","3","6","6","好朋友X Mk-Ⅱ","22909","這個的名稱是什麼？","1","21451"
"","底格里斯河","4","西南亞水量最大的河流。主要城市都在該河流的流域範圍，是伊拉克人口的主要集中地。","0","27827","26031","4134","6","2","6","26684","6","6","6","底格里斯河","24213","這個的名稱是什麼？","2","37324"
"萬有引力定律","萬有引定律","4","「萬物皆有互相吸引的力量」的法則。","0","24459","23450","4138","6","1","6","26377","6","6","6","萬有引力定律","33836","這個的名稱是什麼？","2","24341"
"","都卜勒效應","4","物理法則之一。救護車經過後，鳴笛聲聽起來會變低就是這個原因。","0","25033","25928","4139","6","2","6","21340","6","6","6","都卜勒效應","37117","這個的名稱是什麼？","2","21202"
"","幼發拉底河","4","被認為是文明的起源地之一。流經敘利亞和伊拉克。","0","27827","24213","4140","6","3","6","30332","6","6","6","幼發拉底河","24188","這個的名稱是什麼？","2","25289"
"卡菲克盧本島","卡菲克盧本","4","位於美洲最北邊陸地，全球最靠北邊的陸地。","0","26412","30439","4141","6","3","6","33778","6","6","6","卡菲克盧本島","21345","這個的名稱是什麼？","2","20811"
"牛頓第一運動定律","牛頓一運動","4","假若施加於某物體的外力為零，則該物體的運動速度不變，又稱為慣性定律。","0","21205","36939","4143","6","2","6","38931","6","6","6","牛頓第一運動定律","29275","這個的名稱是什麼？","2","19968"
"牛頓第二運動定律","牛頓二運動","4","當物體受外力作用時，會在力的方向產生加速度，也稱為運動定律。","0","21205","36939","4144","6","2","6","38931","6","6","6","牛頓第二運動定律","29275","這個的名稱是什麼？","2","20108"
"牛頓第三運動定律","牛頓三運動","4","當施加力於物體時，會同時產生一個大小相等而且方向相反的反作用力。","0","21205","36939","4145","6","2","6","38931","6","6","6","牛頓第三運動定律","29275","這個的名稱是什麼？","2","19977"
"蛋白質=Protein","rotei","4","這種營養素的英文稱呼。","0","105","101","4146","3","3","3","111","3","3","3","蛋白質=Protein","114","這個的名稱是什麼？","2","116"
"迷你精靈石住","迷你精靈石","4","仿造精靈族之村守護石柱的精靈石。可放置於公會小屋的家具。","4147","30707","38728","4147","6","1","6","20320","6","6","6","迷你精靈石住","36855","這個的名稱是什麼？","1","31934"
"百慕達三角洲","百慕達三角","4","也被稱作「魔之海域」的三角形海域。船和飛機曾在此相繼失蹤。","0","35282","19977","4148","6","2","6","24917","6","6","6","百慕達三角洲","30334","這個的名稱是什麼？","2","36948"
"","上級精練石","4","用來強化角色裝備的道具。使用後會增加60點裝備強化值。","4150","30707","32244","4150","6","1","6","32026","6","6","6","上級精練石","19978","這個的名稱是什麼？","1","31934"
"","女神的秘石","4","用來在商店購買記憶碎片的道具。","4151","30707","31192","4151","6","1","6","31070","6","6","6","女神的秘石","22899","這個的名稱是什麼？","1","30340"
"NaHCO3","NaHCO","4","碳酸氫鈉的化學式：","0","79","67","4152","3","3","2","97","2","2","2","NaHCO3","78","這個的名稱是什麼？","2","72"
"","碳氫化合物","4","只含有碳、氫兩種原子的有機化合物，稱為□□□□□，又稱為烴。","0","29289","21512","4153","6","3","6","27691","6","6","6","碳氫化合物","30899","這個的名稱是什麼？","2","21270"
"","莫比烏斯環","4","將帶狀長條形的兩端扭轉半圈連繫在一起的東西。是在數學和藝術中也很常見的題材。","0","29872","26031","4154","6","2","6","27604","6","6","6","莫比烏斯環","33707","這個的名稱是什麼？","2","28879"
"","菲律賓群島","4","東南亞位於亞洲東南部，主要由中南半島、馬來群島和□□□□□等部分組成。","0","23798","32676","4155","6","2","6","24459","6","6","6","菲律賓群島","33778","這個的名稱是什麼？","2","36051"
"空氣調節設備","氣調節設備","4","","0","20633","35373","4156","6","2","6","35519","6","6","6","空調\n=空氣調節設備","27683","這個未經省略的全稱是？","2","31680"
"放射性同位素","射性同位素","4","每一種元素都有著多種同位素，其中大多具有放射性，會衰變成其他同位素，並有一定時長的半衰期。被稱為？","0","32032","20301","4157","6","3","6","24615","6","6","6","放射性同位素","23556","這個的名稱是什麼？","2","21516"
"直升機停機坪","直升機停機","4","直升機起飛、著陸的場所。大樓屋頂上寫著巨大的「H」的地方就與此相符。","0","27231","20572","4158","6","2","6","21319","6","6","6","直升機停機坪","30452","這個的名稱是什麼？","2","27231"
"克卜勒第一運動定律","克卜勒第一","4","所有的行星各在以太陽為焦點的橢圓形軌道上運行。也稱為橢圓定律、軌道定律。","0","19968","31532","4159","6","2","6","21340","6","6","6","克卜勒第一運動定律","20811","這個的名稱是什麼？","2","21202"
"","兩步驟驗證","4","意指除了ID、密碼之外，再加上一道用其他資訊來確認為本人的階段來提高安全性。","0","35657","39511","4160","6","3","6","27493","6","6","6","兩步驟驗證","20841","這個的名稱是什麼？","2","39519"
"克卜勒第二運動定律","克卜勒第二","4","行星與太陽的連線在相同的時間間隔內，掃過相同的面積。","0","20108","31532","4161","6","2","6","21340","6","6","6","克卜勒第二運動定律","20811","這個的名稱是什麼？","2","21202"
"","原核生物界","4","單細胞生物，細胞缺膜狀構造，有細菌與籃綠藻兩大類，要用顯微鏡放大才可看到。這是微生物的哪一界？","0","30028","29289","4162","6","3","6","26680","6","6","6","原核生物界","21407","這個的名稱是什麼？","2","29983"
"同位素=Isotope","otope","4","這個化學用語用英文該怎麼說？","0","101","112","4163","3","3","3","116","3","3","3","同位素=Isotope","111","這個的名稱是什麼？","2","111"
"經濟艙症候群","經濟症候群","4","如果長時間保持緊繃的姿勢，就會出現在身體上的不良症狀。適度活動身體是很重要的。","0","32676","20505","4164","6","2","6","28639","6","6","6","經濟艙症候群","32147","這個的名稱是什麼？","2","30151"
"","原生生物界","4","單細胞生物，細胞具有膜狀構造，也是要藉顯微鏡放大才可看到。這是微生物的哪一界？","0","30028","29289","4165","6","2","6","29983","6","6","6","原生生物界","21407","這個的名稱是什麼？","2","29983"
"Jupiter","piter","4","「木星」的英文名。","0","114","101","4166","3","2","3","105","3","3","3","Jupiter","112","這個的名稱是什麼？","2","116"
"","同素異形體","4","鉛筆芯和鑽石雖然都是「碳」，但性質並不同。在化學領域中要怎麼稱呼這種東西？","0","39636","24418","4167","6","3","6","32032","6","6","6","同素異形體","21516","這個的名稱是什麼？","2","30064"
"藻類植物、蘚苔類植物、蕨類植物、種子植物","蘚苔類蕨類","4","植物分為四大類：","0","63952","34152","4168","6","2","6","33492","6","6","6","藻類植物、蘚苔類植物、蕨類植物、種子植物","34330","這個的名稱是什麼？","2","63952"
"石油和天然氣","石油天然氣","4","□□和□□□是烴類的主要來源。","0","27683","28982","4169","6","2","6","27833","6","6","6","石油和天然氣","30707","這個的名稱是什麼？","2","22825"
"天然氣和石油氣","然氣石油氣","4","常見的家用氣體燃料為天□□和□□□。","0","27683","27833","4170","6","3","6","27683","6","6","6","天然氣和石油氣","28982","這個的名稱是什麼？","2","30707"
"","75%濃度","4","多少濃度的乙醇水溶液殺菌效果最佳？","0","24230","28611","4171","1","2","6","53","6","6","1","75%濃度","55","這個是多少？","2","37"
"VR=虛擬實境=Virtual Reality","irtua","4","","0","97","117","4172","3","2","3","114","3","3","3","VR=虛擬實境=Virtual Reality","105","這個未經省略的全稱是？","2","116"
"AR=擴增實境=Augmented Reality","Augme","4","「VR」是「虛擬實境」。那「AR」是？","0","101","109","4173","3","3","3","117","3","3","2","AR=擴增實境=Augmented Reality","65","這個的名稱是什麼？","2","103"
"Red、Blue、Green","Green","4","被定義為「光的三原色」的3個顏色是什麼？ (請用英文作答)","0","110","101","4175","3","1","3","114","3","3","2","Red、Blue、Green","71","這個的名稱是什麼？","2","101"
"有機酸、醇、酯化反應","有機酸醇酯","4","酯類可經由□□□和□反應產生，稱為□化反應。","0","37231","37255","4176","6","3","6","27231","6","6","6","有機酸、醇、酯化反應","26377","空格需填入？","2","37240"
"日蝕=Solar eclipse","Solar","4","","0","114","97","4177","3","3","3","111","3","3","2","日蝕=Solar eclipse","83","這個的名稱是什麼？","2","108"
"","空間行為學","4","在心理學中，代表「別人可以靠近到這裡為止」，自身周圍的極限範圍的詞彙。","0","23416","28858","4178","6","2","6","38291","6","6","6","空間行為學","31354","這個的名稱是什麼？","2","34892"
"","Venus","4","「金星」的英文。","0","115","117","4179","3","3","3","101","3","3","2","Venus","86","這個的名稱是什麼？","2","110"
"卡里古拉效應","里古拉效應","4","被告知「不要做」，反而會變得想做的心理現象。","0","25033","25928","4180","6","3","6","21476","6","6","6","卡里古拉效應","37324","這個的名稱是什麼？","2","25289"
"麥克風=Microphone","Micro","4","","0","111","114","4181","3","1","3","105","3","3","2","麥克風=Microphone","77","這個未經省略的全稱是？","2","99"
"","Earth","4","「地球」的英文。","0","104","116","4182","3","1","3","97","3","3","2","Earth","69","這個的名稱是什麼？","2","114"
"巴夫洛夫的狗","巴夫洛夫狗","4","以此實驗為契機，人類發現了大腦機制的「條件反應」。該實驗和某動物有關。","0","29399","22827","4183","6","3","6","22827","6","6","6","巴夫洛夫的狗","24052","這個的名稱是什麼？","2","27931"
"Install⇔Uninstall","Insta","4","","0","97","116","4184","3","1","3","110","3","3","2","Install⇔Uninstall","73","這個的名稱是什麼？","2","115"
"Z⇒X⇒C⇒V⇒B⇒N","XCVBN","4","電腦鍵盤的排列，一般而言在「Z」的右側大多是怎麼排列的？","0","78","66","4185","2","3","2","67","2","2","2","Z⇒X⇒C⇒V⇒B⇒N","88","這個的名稱是什麼？","2","86"
"Control","ontro","4","電腦鍵盤上，寫著「Ctrl」的鍵，英文全名為？","0","111","114","4186","3","2","3","110","3","3","3","Control","111","這個的名稱是什麼？","2","116"
"複製貼上=Copy&Paste","Paste","4","","0","101","116","4187","3","1","3","97","3","3","2","複製貼上=Copy&Paste","80","這個未經省略的全稱是？","2","115"
"3.5吋磁碟機","35吋磁碟","4","在1980年代電腦A槽是5.25吋磁碟機，B槽則是□.□□□□機。","0","30879","30913","4188","1","2","6","53","6","6","1","3.5吋磁碟機","51","這個的名稱是什麼？","2","21515"
"Mercury","ercur","4","「水星」的英文。","0","114","117","4189","3","3","3","114","3","3","3","Mercury","101","這個的名稱是什麼？","2","99"
"","碳水化合物","4","醣類是由碳、氫、氧元素所構成，又能稱為？","0","29289","21512","4190","6","2","6","27700","6","6","6","碳水化合物","30899","這個的名稱是什麼？","2","21270"
"碳=C、氫=H、氧=O、氮=N和硫=S","碳氫氧氮硫","4","蛋白質的主要組成元素為：","0","30827","27694","4191","6","1","6","27691","6","6","6","碳=C、氫=H、氧=O、氮=N和硫=S","30899","這個的名稱是什麼？","2","27687"
"","動物性脂肪","4","脂肪分為「動物性脂肪」與「植物性脂肪」，請問奶油是屬於？","0","32938","33026","4192","6","1","6","29289","6","6","6","動物性脂肪","21205","這個的名稱是什麼？","2","24615"
"","心血管疾病","4","攝取過多的脂肪會造成肥胖，引起什麼疾病？","0","30149","30142","4193","6","1","6","34880","6","6","6","心血管疾病","24515","這個的名稱是什麼？","2","31649"
"","最大公因數","4","意指可整除兩個相異數字的「因數」中的最大數。","0","25976","22240","4194","6","1","6","22823","6","6","6","最大公因數","26368","這個的名稱是什麼？","2","20844"
"","最小公倍數","4","意指兩個相異數字的共同「倍數」中的最小數。","0","25976","20493","4195","6","1","6","23567","6","6","6","最小公倍數","26368","這個的名稱是什麼？","2","20844"
"","等腰三角形","4","三角形的其中兩邊長度相等，稱為：","0","24418","35282","4196","6","1","6","33136","6","6","6","等腰三角形","31561","這個的名稱是什麼？","2","19977"
"直徑×圓周率","直徑圓周率","4","該如何求出圓周長呢？","0","29575","21608","4197","6","2","6","24465","6","6","6","直徑×圓周率","30452","這個的名稱是什麼？","2","22291"
"分速600公尺","600公尺","4","若「秒速為10公尺」，「分速」則為幾公尺呢？","0","23610","20844","4198","1","3","6","48","6","1","1","分速600公尺","54","這個問題的答案是？","2","48"
"","植物性脂肪","4","脂肪分為「動物性脂肪」與「植物性脂肪」，請問橄欖油是屬於？","0","32938","33026","4199","6","1","6","29289","6","6","6","植物性脂肪","26893","這個的唸法是什麼？","2","24615"
"","精靈族之村","4","","4200","26449","20043","4200","6","3","6","38728","6","6","6","精靈族之村","31934","這個地點的名稱是？","1","26063"
"氫氧化鈉、皂化反應","氫氧化鈉皂","4","椰子油和□□□□反應，生成肥皂和甘油，稱為□化反應。","0","30338","37385","4201","6","2","6","27687","6","6","6","氫氧化鈉、皂化反應","27691","這個的名稱是什麼？","2","21270"
"","肥皂長碳鏈","4","□□□□□一端為親油端，帶電的一端為親水端。","0","37832","30899","4202","6","3","6","30338","6","6","6","肥皂長碳鏈","32933","這個的名稱是什麼？","2","38263"
"合成清潔劑、微生物","合成微生物","4","有些□□清潔劑在自然界中不易被□□□分解，容易造成汙染。","0","29289","29983","4203","6","2","6","25104","6","6","6","合成清潔劑、微生物","21512","這個的名稱是什麼？","2","24494"
"超能力=Super power","power","4","「超能力者」的英文是？","4204","114","101","4204","3","1","3","111","3","3","3","超能力=Super power","112","這個的名稱是什麼？","1","119"
"作用力與反作用力","作用反作用","4","火箭是利用：","0","29992","20316","4205","6","1","6","29992","6","6","6","作用力與反作用力","20316","這個的名稱是什麼？","2","21453"
"自發性知覺經絡反應","自發性知覺","4","俗稱顱內高潮的「ASMR」，其中文名稱為：","0","35258","30693","4206","6","3","6","30332","6","6","6","自發性知覺經絡反應","33258","這個的名稱是什麼？","2","24615"
"力的大小、力的方向、力的作用點","大小作用點","4","力的三大要素：","0","40670","29992","4207","6","2","6","23567","6","6","6","力的大小、力的方向、力的作用點","22823","這個的名稱是什麼？","2","20316"
"無反光鏡可換鏡頭相機","反光鏡可換","4","透過省去單眼相機中的反光鏡結構，以達到縮小、減輕重量效果的相機。也受攝影新手的歡迎。","0","25563","21487","4208","6","3","6","20809","6","6","6","無反光鏡可換鏡頭相機","21453","這個的名稱是什麼？","2","37857"
"","麵條式代碼","4","程式設計中的俗語，意指只有編寫的本人才能解讀的繁雜編碼。名稱來自於某食物。","0","30908","20195","4209","6","3","6","26781","6","6","6","麵條式代碼","40629","這個的名稱是什麼？","2","24335"
"","蜂窩狀結構","4","具有鋪滿六角形的結構，形狀就像蜂巢一樣，因結構強度高，被廣泛運用於工業。","0","27083","32080","4210","6","3","6","31401","6","6","6","蜂窩狀結構","34562","這個的名稱是什麼？","2","29376"
"鑄造=Casting","astin","4","刀等器物的製造方法中，直接敲打金屬製成的方法是「鍛造」。在模型中倒入熔化金屬製成的方法是？","0","110","105","4211","3","3","3","115","3","3","3","鑄造=Casting","97","這個的名稱是什麼？","2","116"
"1200盧幣","1200盧","4","「鈴奈」的問題：1500盧幣扣掉20%等於多少？","0","30439","48","4212","1","2","1","50","6","1","1","1200盧幣","49","這個的名稱是什麼？","1","48"
"AT=自動變速箱  MT=手動變速器","手動變速器","4","","0","22120","36895","4213","6","1","6","21205","6","6","6","AT=自動變速箱  MT=手動變速器","25163","這個的名稱是什麼？","2","35722"
"黑白電視、洗衣機、冰箱","洗衣機冰箱","4","過去被稱為「三神器」的三種家電。","0","31665","20912","4214","6","2","6","34915","6","6","6","黑白電視、洗衣機、冰箱","27927","這個的名稱是什麼？","2","27231"
"電腦、通訊、消費性電子產品","消費性電子","4","3C是指？","0","23376","38651","4215","6","2","6","36027","6","6","6","電腦、通訊、消費性電子產品","28040","這個的名稱是什麼？","2","24615"
"水金地火木土天海","火木土天海","4","距離太陽近到遠排列太陽系行星時，取其第一個字。","0","28023","22825","4216","6","2","6","26408","6","6","6","水金地火木土天海","28779","這個的名稱是什麼？","2","22303"
"","空氣循環扇","4","空調家電的一種。構造酷似電風扇，但並非直接攪動風，而是使空氣循環的家電。","0","25159","29872","4217","6","2","6","27683","6","6","6","空氣循環扇","31354","這個的名稱是什麼？","2","24490"
"","800盧幣","4","「似似花」的考試：一袋裡有100盧幣的蔬菜三個與300盧幣的水果兩個，請問買兩袋會是多少錢？","0","24163","30439","4218","1","1","6","48","6","1","1","800盧幣","56","這個的名稱是什麼？","1","48"
"史高維爾指標","高維爾指標","4","計算辣椒辣度的單位。哈瓦那辣椒有一萬單位的辣度，世界上最辣的辣椒則高達數百萬。","0","27161","25351","4219","6","3","6","32173","6","6","6","史高維爾指標","39640","這個的名稱是什麼？","2","29246"
"不透明的物體","不透明物體","4","「影子」是因為光線傳播過程中遇到什麼無法進續前進，就會在物體背後出現陰影？","0","39636","29289","4220","6","2","6","36879","6","6","6","不透明的物體","19981","這個的名稱是什麼？","2","26126"
"Neutral","eutra","4","自排車的檔位中，「P」代表Parking，「D」代表Drive。那麼，「N」代表？","0","97","114","4221","3","2","3","117","3","3","3","Neutral","101","這個的名稱是什麼？","2","116"
"Turn signal","signa","4","汽車零件中被稱作「方向燈」的物品，其英文為？","0","97","110","4222","3","1","3","105","3","3","3","Turn signal","115","這個的名稱是什麼？","2","103"
"","Sport","4","自排車的檔位中，「P」代表Parking，「D」代表Drive。那「S」代表？","0","116","114","4223","3","3","3","112","3","3","2","Sport","83","這個的名稱是什麼？","2","111"
"一個天文單位（1AU）","一天文單位","4","地球到太陽的平均距離稱為：","0","20301","21934","4224","6","1","6","22825","6","6","6","一個天文單位（1AU）","19968","這個的名稱是什麼？","2","25991"
"Universal Serial Bus","erial","4","「USB」的英文全名為：","0","108","97","4225","3","3","3","114","3","3","3","Universal Serial Bus","101","這個的名稱是什麼？","2","105"
"巴黎（Paris）","Paris","4","法國的首都。","0","115","105","4226","3","1","3","97","3","3","2","巴黎（Paris）","80","這個都市的名稱是？","2","114"
"華盛頓哥倫比亞特區（D.C特區）","華盛頓哥倫","4","美國的首都。","0","20523","21733","4227","6","1","6","30427","6","6","6","華盛頓哥倫比亞特區（D.C特區）","33775","這個地點的名稱是？","2","38931"
"獸人族之國珊托魯斯","獸人族之國","4","","4228","22283","20043","4228","6","3","6","20154","6","6","6","獸人族之國珊托魯斯","29560","這個都市的名稱是？","1","26063"
"","梅莎路提姆","4","這是什麼戰隊競賽\nBoss的棲息地？","4229","22982","25552","4229","6","1","6","33678","6","6","6","梅莎路提姆","26757","這個的名稱是什麼？","1","36335"
"","55000","4","將55321在「百位數」進行無條件進位後的數字。","0","48","48","4230","1","1","1","53","1","1","1","55000","53","這是多少？","1","48"
"","野豬雙胞胎","4","這是什麼戰隊競賽\nBoss的棲息地？","4231","32974","32990","4231","6","1","6","35948","6","6","6","野豬雙胞胎","37326","這個的名稱是什麼？","1","38617"
"","加爾基諾司","4","這是什麼戰隊競賽\nBoss的棲息地？","4232","21496","35582","4232","6","1","6","29246","6","6","6","加爾基諾司","21152","這個的名稱是什麼？","1","22522"
"3的33次方","333次方","4","用三個3組成最大的數。","0","26041","27425","4233","1","2","6","51","6","1","1","3的33次方","51","這是多少？","2","51"
"","電車沒有煙","4","電車時速80公里，向北行駛。有時速20公里的東風，請問電車的煙朝哪個方向吹？","0","29017","26377","4234","6","3","6","36554","6","6","6","電車沒有煙","38651","這是什麼？","2","27794"
"3的21次方","321次方","4","1、2、3組成的最大數為多少？","0","26041","27425","4235","1","2","6","50","6","1","1","3的21次方","51","這是多少？","2","49"
"","再驗證一次","4","考試時，小明決定用擲骰子來作答，但題目有15題，為什麼他扔了30次？","0","27425","19968","4236","6","2","6","39511","6","6","6","再驗證一次","20877","這是什麼？","2","35657"
"","66666","4","abcde + edcba = fffff，請問「fffff」是多少？（英文字母排序）","0","54","54","4237","1","2","1","54","1","1","1","66666","54","這是多少？","2","54"
"每個月都有28天","每個月都有","4","哪一個月有28天？","0","26377","37117","4238","6","1","6","20491","6","6","6","每個月都有28天","27599","這是什麼？","2","26376"
"","水之里歐斯","4","是什麼戰隊競賽\nBoss的棲息地？","4239","26031","27472","4239","6","1","6","20043","6","6","6","水之里歐斯","27700","這個的名稱是什麼？","1","37324"
"","要修理時鐘","4","時鐘敲了13下，接下來該怎麼做？","0","37912","26178","4240","6","2","6","20462","6","6","6","要修理時鐘","35201","這個的名稱是什麼？","2","29702"
"Triangle","angle","4","「三角形」的英文。","0","101","108","4242","3","1","3","110","3","3","3","Triangle","97","這個的名稱是什麼？","2","103"
"Square","Squar","4","「正方形」的英文。","0","114","97","4244","3","1","3","113","3","3","2","Square","83","這個的名稱是什麼？","2","117"
"Pentagon","Penta","4","「五邊形」的英文。","0","97","116","4245","3","2","3","101","3","3","2","Pentagon","80","這個的名稱是什麼？","2","110"
"Hexagon","Hexag","4","「六邊形」的英文。","0","103","97","4246","3","3","3","101","3","3","2","Hexagon","72","這個的名稱是什麼？","2","120"
"Heptagon","Hepta","4","「七邊形」的英文。","0","97","116","4247","3","3","3","101","3","3","2","Heptagon","72","這個的名稱是什麼？","2","112"
