44e82e9415c3b439cfb101ed06c8a59c5c9dce4bdb08050a20365d94e4a83798,d70a7c1fed992307cecabc0ba884ed82cdad57930d77a4b0e19c6c3dbb5ee13d,251eb581ef58ea54fe807300b713c62fa74c0a69bfd539f0f6cbf3d1d11923ce,78538f3528fc89539bb6fac5acd179e7f6c0f916c3aa4047d517af8cc065e627,54047365527deb1dca482b98855adbbde69cb6d85b114f098591d458fe18c53b,396f5d8b2b9463a69728f2c415c7111beacec6bb3547f8543de865b1984c0848,0726e7bbac85a224a2e14eb7d00f7ed68f396095e207bba7bab92a527780c530,6fec1e12a6270fe133edbaa468e6879be39106da00c8aabe71c19a19543d9d65,19599ab0f35d57745c9c1ae787a865826a3ce8c59bfe9a1efa4f9595162e7d1d,73a28862b10fbc9b4cc2e94eb4fbc951d46f8d58887cfec2715bb6663e05bf45,2f33c607bb37aa625b7572cfcd37fbf55ffdfd487f34ad37921d77ff4a812825
"23111006","0","23111","wac_paint_01","","102111","","0","","0.2","3"
"23111007","0","23111","wac_paint_02","","111","","0","","0.2","3"
"23111008","","23111","0","","0","","","","","93"
"23111009","","23111","1","","11","","","","","32"
"23111010","","23111","se_10035700_brush","","se_10035700","","0","","","23"
"23111011","","23111","300","","102111","","","","","13"
"23111012","","23111","","","1","","","","","131"
"23112001","1","23112","wac_talk_wish_in","wac_talk_wish_loop","102111","","0","","0.2","3"
"23112002","","23112","wac_no_items","","111","","1","","0.2","3"
"23112003","","23112","200","0","102111","","-340","","","2"
"23112004","","23112","200","0","111","","-340","","","2"
"23112005","","23112","0","","32","","","","","32"
"23112006","","23112","1","","33","","","","","32"
"23112007","","23112","0","","11","","","","","32"
"23112008","","23112","vo_wac_221003_000","0","vo_wac_221003","","0","","","21"
"23112009","1","23112","這，這樣就，完成了……！\n很努力畫出來了，你覺得怎麼樣呀，\n哥哥……？","1","102111","0","10","0.5","0","11"
"23112010","","23112","","","0","","","","","91"
"23112011","","23112","vo_wac_221003_001","0","vo_wac_221003","","0","","","21"
"23112012","1","23112","不輸給演戲般\n順利地畫好了嗎……？\n嘿嘿，真高興……♪\n謝謝你，哥哥。","1","102111","0","10","0.5","0","11"
"23112013","","23112","","","0","","","","","91"
"23112014","","23112","0","","0","","","","","22"
"23113001","","23113","wac_idle_wish","","102111","","1","","0.2","3"
"23113002","","23113","wac_no_items","","111","","1","","0.2","3"
"23113003","","23113","200","0","102111","","-340","","","2"
"23113004","","23113","200","0","111","","-340","","","2"
"23113005","","23113","0","","32","","","","","32"
"23113006","","23113","1","","33","","","","","32"
"23113007","","23113","0","","11","","","","","32"
"23113008","","23113","","","0","","","","","91"
"23211001","-325","23211","102511","-167","1","0","204","wac_default_bot_31","2","1"
"23211002","-325","23211","102811","230","1","0","202","wac_default_51","2","1"
"23211003","-350","23211","102111","-330","1","0","256","wac_default_bot_81","2","1"
"23211004","-350","23211","102311","340","1","0","254","wac_default_bot_71","2","1"
"23211005","-325","23211","111","-167","1","0","203","wac_default_bot_33","2","5"
"23211006","-325","23211","113","230","1","0","201","wac_default_bot_53","2","5"
"23211007","-350","23211","114","-330","1","0","255","wac_default_88","2","5"
"23211008","-350","23211","115","340","1","0","253","wac_default_74","2","5"
"23211009","","23211","300","","102111","","","","","13"
"23211010","","23211","300","","102311","","","","","13"
"23211011","","23211","300","","102811","","","","","13"
"23211012","","23211","300","","102511","","","","","13"
"23211013","1","23211","37","0","37","","0","","1","31"
"23211014","1","23211","41","0","41","","0","","0","31"
"23211015","1","23211","17","0","17","","0","","0","31"
"23211016","0","23211","wac_paint_bot_31","","102511","","0","","0.2","3"
"23211017","0","23211","wac_paint_bot_33","","111","","0","","0.2","3"
"23211018","0","23211","wac_paint_bot_51","","102811","","0","","0.2","3"
"23211019","0","23211","wac_paint_bot_53","","113","","0","","0.2","3"
"23211020","0","23211","wac_paint_bot_81","","102111","","0","","0.2","3"
"23211021","0","23211","wac_paint_88","","114","","0","","0.2","3"
"23211022","0","23211","wac_paint_bot_71","","102311","","0","","0.2","3"
"23211023","0","23211","wac_paint_74","","115","","0","","0.2","3"
"23211024","","23211","0","","0","","","","","93"
"23211025","","23211","1","","17","","","","","32"
"23211026","","23211","se_sys_login_birthday_calendar_smallbrush","","se_common","","0","","","23"
"23211027","","23211","","","1","","","","","131"
"23212001","","23212","wac_idle_wish_L","","102111","","1","","0","3"
"23212002","","23212","wac_idle_doya_L","","102311","","1","","0","3"
"23212003","","23212","wac_idle_smile","","102811","","1","","0","3"
"23212004","","23212","wac_idle_wish_joy","","102511","","1","","0","3"
"23212005","","23212","wac_no_items","","111","","1","","0","3"
"23212006","","23212","wac_no_items","","113","","1","","0","3"
"23212007","","23212","wac_no_items","","114","","1","","0","3"
"23212008","","23212","wac_no_items","","115","","1","","0","3"
"23212009","","23212","-335","0","102111","","-360","","","2"
"23212010","","23212","-190","0","102311","","-335","","","2"
"23212011","","23212","190","0","102811","","-335","","","2"
"23212012","","23212","350","0","102511","","-360","","","2"
"23212013","","23212","-335","0","111","","-360","","","2"
"23212014","","23212","-190","0","113","","-335","","","2"
"23212015","","23212","190","0","114","","-335","","","2"
"23212016","","23212","350","0","115","","-360","","","2"
"23212017","","23212","0","","37","","","","","32"
"23212018","","23212","1","","41","","","","","32"
"23212019","","23212","0","","17","","","","","32"
"23212020","1","23212","wac_talk_smile_in","wac_talk_smile_loop","102811","","0","","0.2","3"
"23212021","","23212","vo_wac_221004_000","0","vo_wac_221004","","0","","","21"
"23212022","1","23212","呼，這樣就完成了呢。\n大家也很順利的畫好了呢，\n真是努力呢♪","1","102811","0","10","0.5","0","11"
"23212023","","23212","","","0","","","","","91"
"23212024","1","23212","wac_idle_smile","","102811","","1","","0.2","3"
"23212025","1","23212","wac_talk_doya_in_L","wac_talk_doya_loop_L","102311","","0","","0.2","3"
"23212026","","23212","vo_wac_221004_001","0","vo_wac_221004","","0","","","21"
"23212027","1","23212","嘿嘿～小菜一碟啦♪\n已經畫好幾次了，\n在育幼院也跟胡桃\n他們一起練習了嘛──","1","102311","0","10","0.5","0","11"
"23212028","","23212","","","0","","","","","91"
"23212029","1","23212","wac_idle_doya_L","","102311","","1","","0.2","3"
"23212030","1","23212","wac_talk_wish_in_L","wac_talk_wish_loop_L","102111","","0","","0.2","3"
"23212031","","23212","vo_wac_221004_002","0","vo_wac_221004","","0","","","21"
"23212032","1","23212","嗯♪\n綾音越畫越厲害了呢。\n我也必須加油才行……！","1","102111","0","10","0.5","0","11"
"23212033","","23212","","","0","","","","","91"
"23212034","1","23212","wac_idle_wish_L","","102111","","1","","0.2","3"
"23212035","1","23212","wac_talk_wish_in_joy","wac_talk_wish_loop_joy","102511","","0","","0.2","3"
"23212036","","23212","vo_wac_221004_003","0","vo_wac_221004","","0","","","21"
"23212037","1","23212","兩位上手的速度真快呢～\n我也不能輸給兩位，\n下次要畫出更棒的畫唷♪","1","102511","0","10","0.5","0","11"
"23212038","","23212","","","0","","","","","91"
"23212039","","23212","0","","0","","","","","22"
"23212040","","23212","","","","","","","","111"
"23213001","","23213","wac_idle_wish_L","","102111","","1","","0.2","3"
"23213002","","23213","wac_idle_doya_L","","102311","","1","","0.2","3"
"23213003","","23213","wac_idle_smile","","102811","","1","","0.2","3"
"23213004","","23213","wac_idle_wish_joy","","102511","","1","","0.2","3"
"23213005","","23213","wac_no_items","","111","","1","","0.2","3"
"23213006","","23213","wac_no_items","","113","","1","","0.2","3"
"23213007","","23213","wac_no_items","","114","","1","","0.2","3"
"23213008","","23213","wac_no_items","","115","","1","","0.2","3"
"23213009","","23213","-335","0","102111","","-360","","","2"
"23213010","","23213","-190","0","102311","","-335","","","2"
"23213011","","23213","190","0","102811","","-335","","","2"
"23213012","","23213","350","0","102511","","-360","","","2"
"23213013","","23213","-335","0","111","","-360","","","2"
"23213014","","23213","-190","0","113","","-335","","","2"
"23213015","","23213","190","0","114","","-335","","","2"
"23213016","","23213","350","0","115","","-360","","","2"
"23213017","","23213","0","","37","","","","","32"
"23213018","","23213","1","","41","","","","","32"
"23213019","","23213","0","","17","","","","","32"
"23213020","","23213","","","0","","","","","91"
"23311001","-213","23311","101111","-108","1","0","202","wac_default_11","2","1"
"23311002","-213","23311","111","-108","1","0","201","wac_default_13","2","5"
"23311003","1","23311","32","0","32","","0","","1","31"
"23311004","1","23311","33","0","33","","0","","0","31"
"23311005","1","23311","11","0","11","","0","","0","31"
"23311006","0","23311","wac_paint_11","","101111","","0","","0.2","3"
"23311007","0","23311","wac_paint_13","","111","","0","","0.2","3"
"23311008","","23311","0","","0.3","","","","","93"
"23311009","","23311","1","","11","","","","","32"
"23311010","","23311","se_10035700_roller","","se_10035700","","0","","","23"
"23311011","","23311","300","","101111","","","","","13"
"23311012","","23311","","","1","","","","","131"
"23312001","1","23312","wac_talk_doya_in","wac_talk_doya_loop","101111","","0","","0.2","3"
"23312002","","23312","wac_no_items","","111","","1","","0.2","3"
"23312003","","23312","200","0","101111","","-340","","","2"
"23312004","","23312","200","0","111","","-340","","","2"
"23312005","","23312","0","","32","","","","","32"
"23312006","","23312","1","","33","","","","","32"
"23312007","","23312","0","","11","","","","","32"
"23312008","","23312","vo_wac_221005_000","0","vo_wac_221005","","0","","","21"
"23312009","1","23312","今天也畫了不少了呢！\n一開始還覺得要在牆壁\n畫畫很困難的……\n但我知道了！","1","101111","0","10","0.5","0","11"
"23312010","","23312","","","0","","","","","91"
"23312011","","23312","vo_wac_221005_001","0","vo_wac_221005","","0","","","21"
"23312012","1","23312","一邊動手一邊跟其他的人分工合作，\n這跟裁縫很相似呢！\n這是很厲害的事吧，哥哥！","1","101111","0","10","0.5","0","11"
"23312013","","23312","","","0","","","","","91"
"23312014","","23312","0","","0","","","","","22"
"23313001","","23313","wac_idle_doya","","101111","","1","","0.2","3"
"23313002","","23313","wac_no_items","","111","","1","","0.2","3"
"23313003","","23313","200","0","101111","","-340","","","2"
"23313004","","23313","200","0","111","","-340","","","2"
"23313005","","23313","0","","32","","","","","32"
"23313006","","23313","1","","33","","","","","32"
"23313007","","23313","0","","11","","","","","32"
"23313008","","23313","","","0","","","","","91"
"23411001","-213","23411","106811","-108","1","0","202","wac_default_01","2","1"
"23411002","-213","23411","111","-108","1","0","201","wac_default_03","2","5"
"23411003","1","23411","32","0","32","","0","","1","31"
"23411004","1","23411","33","0","33","","0","","0","31"
"23411005","1","23411","11","0","11","","0","","0","31"
"23411006","0","23411","wac_paint_01","","106811","","0","","0.2","3"
"23411007","0","23411","wac_paint_03","","111","","0","","0.2","3"
"23411008","","23411","0","","0","","","","","93"
"23411009","","23411","1","","11","","","","","32"
"23411010","","23411","se_10035700_brush","","se_10035700","","0","","","23"
"23411011","","23411","300","","106811","","","","","13"
"23411012","","23411","","","1","","","","","131"
"23412001","1","23412","wac_talk_arm_crossed_in","wac_talk_arm_crossed_loop","106811","","0","","0.2","3"
"23412002","","23412","wac_no_items","","111","","1","","0.2","3"
"23412003","","23412","200","0","106811","","-340","","","2"
"23412004","","23412","200","0","111","","-340","","","2"
"23412005","","23412","0","","32","","","","","32"
"23412006","","23412","1","","33","","","","","32"
"23412007","","23412","0","","11","","","","","32"
"23412008","","23412","vo_wac_221006_000","0","vo_wac_221006","","0","","","21"
"23412009","1","23412","權能，解放。\n物件……\n開玩笑的啦。\n當然是自己親手動手畫的啦。","1","106811","0","10","0.5","0","11"
"23412010","","23412","","","0","","","","","91"
"23412011","","23412","vo_wac_221006_001","0","vo_wac_221006","","0","","","21"
"23412012","1","23412","雖然我們被稱為七冠，\n但在大家一起畫出來的\n這壁畫前都是一樣的。\n像這樣塗顏料也是挺開心的呢。","1","106811","0","10","0.5","0","11"
"23412013","","23412","","","0","","","","","91"
"23412014","","23412","0","","0","","","","","22"
"23413001","","23413","wac_idle_arm_crossed","","106811","","1","","0.2","3"
"23413002","","23413","wac_no_items","","111","","1","","0.2","3"
"23413003","","23413","200","0","106811","","-340","","","2"
"23413004","","23413","200","0","111","","-340","","","2"
"23413005","","23413","0","","32","","","","","32"
"23413006","","23413","1","","33","","","","","32"
"23413007","","23413","0","","11","","","","","32"
"23413008","","23413","","","0","","","","","91"
"23511001","-213","23511","105311","-108","1","0","202","wac_default_11","2","1"
"23511002","-213","23511","111","-108","1","0","201","wac_default_13","2","5"
"23511003","1","23511","32","0","32","","0","","1","31"
"23511004","1","23511","33","0","33","","0","","0","31"
"23511005","1","23511","11","0","11","","0","","0","31"
"23511006","0","23511","wac_paint_11","","105311","","0","","0.2","3"
"23511007","0","23511","wac_paint_13","","111","","0","","0.2","3"
"23511008","","23511","0","","0.3","","","","","93"
"23511009","","23511","1","","11","","","","","32"
"23511010","","23511","se_10035700_roller","","se_10035700","","0","","","23"
"23511011","","23511","300","","105311","","","","","13"
"23511012","","23511","","","1","","","","","131"
"23512001","1","23512","wac_talk_doya_in","wac_talk_doya_loop","105311","","0","","0.2","3"
"23512002","","23512","wac_no_items","","111","","1","","0.2","3"
"23512003","","23512","200","0","105311","","-340","","","2"
"23512004","","23512","200","0","111","","-340","","","2"
"23512005","","23512","0","","32","","","","","32"
"23512006","","23512","1","","33","","","","","32"
"23512007","","23512","0","","11","","","","","32"
"23512008","","23512","vo_wac_221007_000","0","vo_wac_221007","","0","","","21"
"23512009","1","23512","好了，任務完成！\n……雖然充滿氣勢的說出口，\n一直都在畫圖，在必要的時刻\n真的能達成本分嗎……","1","105311","0","10","0.5","0","11"
"23512010","","23512","","","0","","","","","91"
"23512011","","23512","vo_wac_221007_001","0","vo_wac_221007","","0","","","21"
"23512012","1","23512","這樣下去作為軍人的直覺會變遲鈍！\n現在馬上回去，跟公會夥伴們\n繼續進行訓練吧！","1","105311","0","10","0.5","0","11"
"23512013","","23512","","","0","","","","","91"
"23512014","","23512","0","","0","","","","","22"
"23513001","","23513","wac_idle_doya","","105311","","1","","0.2","3"
"23513002","","23513","wac_no_items","","111","","1","","0.2","3"
"23513003","","23513","200","0","105311","","-340","","","2"
"23513004","","23513","200","0","111","","-340","","","2"
"23513005","","23513","0","","32","","","","","32"
"23513006","","23513","1","","33","","","","","32"
"23513007","","23513","0","","11","","","","","32"
"23513008","","23513","","","0","","","","","91"
"23611001","-325","23611","104511","-108","1","0","202","wac_default_bot_21","2","1"
"23611002","-325","23611","111","-108","1","0","201","wac_default_bot_27","2","5"
"23611003","1","23611","34","0","34","","0","","1","31"
"23611004","1","23611","33","0","33","","0","","0","31"
"23611005","1","23611","13","0","13","","0","","0","31"
"23611006","0","23611","wac_paint_bot_21","","104511","","0","","0.2","3"
"23611007","0","23611","wac_paint_bot_27","","111","","0","","0.2","3"
"23611008","","23611","0","","0","","","","","93"
"23611009","","23611","1","","13","","","","","32"
"23611010","","23611","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"23611011","","23611","300","","104511","","","","","13"
"23611012","","23611","","","1","","","","","131"
"23612001","1","23612","wac_talk_sad_in","wac_talk_sad_loop","104511","","0","","0.2","3"
"23612002","","23612","wac_no_items","","111","","1","","0.2","3"
"23612003","","23612","200","0","104511","","-340","","","2"
"23612004","","23612","200","0","111","","-340","","","2"
"23612005","","23612","0","","34","","","","","32"
"23612006","","23612","1","","33","","","","","32"
"23612007","","23612","0","","13","","","","","32"
"23612008","","23612","vo_wac_221008_000","0","vo_wac_221008","","0","","","21"
"23612009","1","23612","嗯──該怎麼說呢。\n這樣畫圖雖然挺開心的，\n但總覺得刺激性不太夠啊……","1","104511","0","10","0.5","0","11"
"23612010","","23612","","","0","","","","","91"
"23612011","1","23612","wac_talk_wish_in","wac_talk_wish_loop","104511","","0","","0.2","3"
"23612012","","23612","vo_wac_221008_001","0","vo_wac_221008","","0","","","21"
"23612013","1","23612","乾脆弄成過激的畫如何……？\n像是空花被做很過分的事情\n的畫之類的……果然不行嗎。","1","104511","0","10","0.5","0","11"
"23612014","","23612","","","0","","","","","91"
"23612015","","23612","0","","0","","","","","22"
"23613001","","23613","wac_idle_wish","","104511","","1","","0.2","3"
"23613002","","23613","wac_no_items","","111","","1","","0.2","3"
"23613003","","23613","200","0","104511","","-340","","","2"
"23613004","","23613","200","0","111","","-340","","","2"
"23613005","","23613","0","","34","","","","","32"
"23613006","","23613","1","","33","","","","","32"
"23613007","","23613","0","","13","","","","","32"
"23613008","","23613","","","0","","","","","91"
"23711001","-325","23711","103011","-108","1","0","202","wac_default_bot_21","2","1"
"23711002","-325","23711","111","-108","1","0","201","wac_default_bot_27","2","5"
"23711003","1","23711","34","0","34","","0","","1","31"
"23711004","1","23711","33","0","33","","0","","0","31"
"23711005","1","23711","13","0","13","","0","","0","31"
"23711006","0","23711","wac_paint_bot_21","","103011","","0","","0.2","3"
"23711007","0","23711","wac_paint_bot_27","","111","","0","","0.2","3"
"23711008","","23711","0","","0","","","","","93"
"23711009","","23711","1","","13","","","","","32"
"23711010","","23711","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"23711011","","23711","300","","103011","","","","","13"
"23711012","","23711","","","1","","","","","131"
"23712001","1","23712","wac_talk_wish_in","wac_talk_wish_loop","103011","","0","","0.2","3"
"23712002","","23712","wac_no_items","","111","","1","","0.2","3"
"23712003","","23712","200","0","103011","","-340","","","2"
"23712004","","23712","200","0","111","","-340","","","2"
"23712005","","23712","0","","34","","","","","32"
"23712006","","23712","1","","33","","","","","32"
"23712007","","23712","0","","13","","","","","32"
"23712008","","23712","vo_wac_221009_000","0","vo_wac_221009","","0","","","21"
"23712009","1","23712","看這牆壁想起來了。\n忍術中確實也有一種\n跟牆壁合為一體，\n來躲過騙敵人的奧義。","1","103011","0","10","0.5","0","11"
"23712010","","23712","","","0","","","","","91"
"23712011","1","23712","wac_talk_doya_in","wac_talk_doya_loop","103011","","0","","0.2","3"
"23712012","","23712","vo_wac_221009_001","0","vo_wac_221009","","0","","","21"
"23712013","1","23712","將軍！把我的身體塗成跟\n牆壁一樣的顏色吧！這樣應該\n就可以欺騙過敵人的眼睛是也♪　","1","103011","0","10","0.5","0","11"
"23712014","","23712","","","0","","","","","91"
"23712015","","23712","0","","0","","","","","22"
"23713001","","23713","wac_idle_doya","","103011","","1","","0.2","3"
"23713002","","23713","wac_no_items","","111","","1","","0.2","3"
"23713003","","23713","200","0","103011","","-340","","","2"
"23713004","","23713","200","0","111","","-340","","","2"
"23713005","","23713","0","","34","","","","","32"
"23713006","","23713","1","","33","","","","","32"
"23713007","","23713","0","","13","","","","","32"
"23713008","","23713","","","0","","","","","91"
"23811001","-85","23811","104511","-167","1","0","202","wac_default_31","2","1"
"23811002","-211","23811","105311","-64","1","0","252","wac_default_41","2","1"
"23811003","-211","23811","100811","230","1","0","204","wac_default_51","2","1"
"23811004","-350","23811","103011","-330","1","0","256","wac_default_bot_61","2","1"
"23811005","-350","23811","105511","340","1","0","259","wac_default_bot_91","2","1"
"23811006","-85","23811","111","-167","1","0","201","wac_default_31","2","5"
"23811007","-211","23811","112","-64","1","0","251","wac_default_46","2","5"
"23811008","-211","23811","113","230","1","0","203","wac_default_53","2","5"
"23811009","-350","23811","114","-330","1","0","255","wac_default_66","2","5"
"23811010","-350","23811","115","340","1","0","258","wac_default_93","2","5"
"23811011","","23811","300","","103011","","","","","13"
"23811012","","23811","300","","105511","","","","","13"
"23811013","","23811","300","","100811","","","","","13"
"23811014","","23811","300","","104511","","","","","13"
"23811015","","23811","300","","105311","","","","","13"
"23811016","1","23811","40","0","40","","0","","1","31"
"23811017","1","23811","41","0","41","","0","","0","31"
"23811018","1","23811","16","0","16","","0","","0","31"
"23811019","0","23811","wac_paint_31","","104511","","0","","0.2","3"
"23811020","0","23811","wac_paint_31","","111","","0","","0.2","3"
"23811021","0","23811","wac_paint_41","","105311","","0","","0.2","3"
"23811022","0","23811","wac_paint_46","","112","","0","","0.2","3"
"23811023","0","23811","wac_paint_51","","100811","","0","","0.2","3"
"23811024","0","23811","wac_paint_53","","113","","0","","0.2","3"
"23811025","0","23811","wac_paint_bot_61","","103011","","0","","0.2","3"
"23811026","0","23811","wac_paint_66","","114","","0","","0.2","3"
"23811027","0","23811","wac_paint_bot_91","","105511","","0","","0.2","3"
"23811028","0","23811","wac_paint_93","","115","","0","","0.2","3"
"23811029","","23811","0","","0","","","","","93"
"23811030","","23811","1","","16","","","","","32"
"23811031","","23811","se_sys_login_birthday_calendar_smallbrush","","se_common","","0","","","23"
"23811032","","23811","","","1","","","","","131"
"23812001","","23812","wac_idle_doya_surprise_L","","103011","","1","","0","3"
"23812002","","23812","wac_idle_sad_L","","105511","","1","","0","3"
"23812003","","23812","wac_idle_sad","","100811","","1","","0","3"
"23812004","","23812","wac_idle_wish","","104511","","1","","0","3"
"23812005","","23812","wac_idle_doya","","105311","","1","","0","3"
"23812006","","23812","wac_no_items","","111","","1","","0","3"
"23812007","","23812","wac_no_items","","112","","1","","0","3"
"23812008","","23812","wac_no_items","","113","","1","","0","3"
"23812009","","23812","wac_no_items","","114","","1","","0","3"
"23812010","","23812","wac_no_items","","115","","1","","0","3"
"23812011","","23812","-190","0","103011","","-335","","","2"
"23812012","","23812","-335","0","105511","","-360","","","2"
"23812013","","23812","190","0","100811","","-360","","","2"
"23812014","","23812","350","0","104511","","-335","","","2"
"23812015","","23812","500","0","105311","","-360","","","2"
"23812016","","23812","-190","0","111","","-335","","","2"
"23812017","","23812","-335","0","112","","-360","","","2"
"23812018","","23812","190","0","113","","-360","","","2"
"23812019","","23812","350","0","114","","-335","","","2"
"23812020","","23812","500","0","115","","-360","","","2"
"23812021","","23812","0","","40","","","","","32"
"23812022","","23812","1","","41","","","","","32"
"23812023","","23812","0","","16","","","","","32"
"23812024","1","23812","wac_talk_sad_in","wac_talk_sad_loop","100811","","0","","0.2","3"
"23812025","","23812","vo_wac_221010_000","0","vo_wac_221010","","0","","","21"
"23812026","1","23812","哈，不知不覺地就嘆出氣了。\n可愛的我著手畫出美麗的畫。\n光是這樣就形成\n令人屏息的尊貴場面了對吧？","1","100811","0","10","0.5","0","11"
"23812027","","23812","","","0","","","","","91"
"23812028","1","23812","wac_idle_wish","","100811","","1","","0.2","3"
"23812029","1","23812","wac_talk_wish_in","wac_talk_wish_loop","104511","","0","","0.2","3"
"23812030","","23812","vo_wac_221010_001","0","vo_wac_221010","","0","","","21"
"23812031","1","23812","有、有道理……\n而在那美麗的情景中，\n只有自己一個人被欺負著，\n光是想像這樣的光景就……流口水♪","1","104511","0","10","0.5","0","11"
"23812032","","23812","","","0","","","","","91"
"23812033","1","23812","wac_idle_wish","","104511","","1","","0.2","3"
"23812034","1","23812","wac_talk_doya_in_surprise_L","wac_talk_doya_loop_surprise_L","103011","","0","","0.2","3"
"23812035","","23812","vo_wac_221010_002","0","vo_wac_221010","","0","","","21"
"23812036","1","23812","OH──這正是所謂的陰與陽！\n在藝術分野中常見的，\n藝術形式的對比嗎？","1","103011","0","10","0.5","0","11"
"23812037","","23812","","","0","","","","","91"
"23812038","1","23812","wac_idle_doya_surprise_L","","103011","","1","","0.2","3"
"23812039","1","23812","wac_talk_sad_in_L","wac_talk_sad_loop_L","105511","","0","","0.2","3"
"23812040","","23812","vo_wac_221010_003","0","vo_wac_221010","","0","","","21"
"23812041","1","23812","我想絕對不是那樣的……\n兩位單純忠實自己喜歡的\n東西而已吧……","1","105511","0","10","0.5","0","11"
"23812042","","23812","","","0","","","","","91"
"23812043","1","23812","wac_idle_sad_L","","105511","","1","","0.2","3"
"23812044","1","23812","wac_talk_doya_in","wac_talk_doya_loop","105311","","0","","0.2","3"
"23812045","","23812","vo_wac_221010_004","0","vo_wac_221010","","0","","","21"
"23812046","1","23812","好了，別一直在牆壁前偷懶回去了！\n我們所需要的不是什麼尊貴\n也不是什麼藝術，而是更多的訓練！","1","105311","0","10","0.5","0","11"
"23812047","","23812","","","0","","","","","91"
"23812048","","23812","0","","0","","","","","22"
"23812049","","23812","","","","","","","","111"
"23813001","","23813","wac_idle_doya_surprise_L","","103011","","1","","0.2","3"
"23813002","","23813","wac_idle_sad_L","","105511","","1","","0.2","3"
"23813003","","23813","wac_idle_wish","","100811","","1","","0.2","3"
"23813004","","23813","wac_idle_wish","","104511","","1","","0.2","3"
"23813005","","23813","wac_idle_doya","","105311","","1","","0.2","3"
"23813006","","23813","wac_no_items","","111","","1","","0.2","3"
"23813007","","23813","wac_no_items","","112","","1","","0.2","3"
"23813008","","23813","wac_no_items","","113","","1","","0.2","3"
"23813009","","23813","wac_no_items","","114","","1","","0.2","3"
"23813010","","23813","wac_no_items","","115","","1","","0.2","3"
"23813011","","23813","-190","0","103011","","-335","","","2"
"23813012","","23813","-335","0","105511","","-360","","","2"
"23813013","","23813","190","0","100811","","-360","","","2"
"23813014","","23813","350","0","104511","","-335","","","2"
"23813015","","23813","500","0","105311","","-360","","","2"
"23813016","","23813","-190","0","111","","-335","","","2"
"23813017","","23813","-335","0","112","","-360","","","2"
"23813018","","23813","190","0","113","","-360","","","2"
"23813019","","23813","350","0","114","","-335","","","2"
"23813020","","23813","500","0","115","","-360","","","2"
"23813021","","23813","0","","40","","","","","32"
"23813022","","23813","1","","41","","","","","32"
"23813023","","23813","0","","16","","","","","32"
"23813024","","23813","","","0","","","","","91"
"23911001","-213","23911","105511","-108","1","0","202","wac_default_01","2","1"
"23911002","-213","23911","111","-108","1","0","201","wac_default_02","2","5"
"23911003","1","23911","32","0","32","","0","","1","31"
"23911004","1","23911","33","0","33","","0","","0","31"
"23911005","1","23911","11","0","11","","0","","0","31"
"23911006","0","23911","wac_paint_01","","105511","","0","","0.2","3"
"23911007","0","23911","wac_paint_02","","111","","0","","0.2","3"
"23911008","","23911","0","","0","","","","","93"
"23911009","","23911","1","","11","","","","","32"
"23911010","","23911","se_10035700_brush","","se_10035700","","0","","","23"
"23911011","","23911","300","","105511","","","","","13"
"23911012","","23911","","","1","","","","","131"
"23912001","","23912","wac_talk_sad_loop_shy","","105511","","1","","0.2","3"
"23912002","","23912","wac_no_items","","111","","1","","0.2","3"
"23912003","","23912","200","0","105511","","-340","","","2"
"23912004","","23912","200","0","111","","-340","","","2"
"23912005","","23912","0","","32","","","","","32"
"23912006","","23912","1","","33","","","","","32"
"23912007","","23912","0","","11","","","","","32"
"23912008","","23912","vo_wac_221011_000","0","vo_wac_221011","","0","","","21"
"23912009","1","23912","嘿咻……嘿咻……！\n呼，這樣應該就行了吧，\n今天就到此為止～","1","105511","0","10","0.5","0","11"
"23912010","","23912","","","0","","","","","91"
"23912011","1","23912","wac_talk_wish_in","wac_talk_wish_loop","105511","","0","","0.2","3"
"23912012","","23912","vo_wac_221011_001","0","vo_wac_221011","","0","","","21"
"23912013","1","23912","這種受人注目的事情，\n我其實不太喜歡呢……\n但是能讓人看自己順利畫出來的畫，\n意外地令人開心呢……♪","1","105511","0","10","0.5","0","11"
"23912014","","23912","","","0","","","","","91"
"23912015","","23912","0","","0","","","","","22"
"23913001","","23913","wac_idle_wish","","105511","","1","","0.2","3"
"23913002","","23913","wac_no_items","","111","","1","","0.2","3"
"23913003","","23913","200","0","105511","","-340","","","2"
"23913004","","23913","200","0","111","","-340","","","2"
"23913005","","23913","0","","32","","","","","32"
"23913006","","23913","1","","33","","","","","32"
"23913007","","23913","0","","11","","","","","32"
"23913008","","23913","","","0","","","","","91"
"24011001","-213","24011","100511","-108","1","0","202","wac_default_11","2","1"
"24011002","-213","24011","111","-108","1","0","201","wac_default_12","2","5"
"24011003","1","24011","32","0","32","","0","","1","31"
"24011004","1","24011","33","0","33","","0","","0","31"
"24011005","1","24011","11","0","11","","0","","0","31"
"24011006","0","24011","wac_paint_11","","100511","","0","","0.2","3"
"24011007","0","24011","wac_paint_12","","111","","0","","0.2","3"
"24011008","","24011","0","","0.3","","","","","93"
"24011009","","24011","1","","11","","","","","32"
"24011010","","24011","se_10035700_roller","","se_10035700","","0","","","23"
