3f546282e04c782bb908ab7828831ccb267cf9a717b46dc341c8925744f01038,204db07d5db21782af69426148dd09a7187970cd5543b2486ce45217d0413876,73b28679547213091e50af9b71c364f67a66beab2b78e114e9cef98cbda23391,67431db7fbe1b7ee9bec17de76e66751ea023c3c644d5f6ebd8213d7c9aac217,364ccfc6344d32c93c12bc10fc9bd1cfd5d90452c1657880c0d75d9b4460ec26,6b5ab4301f445479a404f6e8436628629d0ba0b8ea92a5ff9aa2031a2c117968,a1c099a97d88ea2eef22d3b91d18c763fd53bc5a3145cad8467dff60ef1231f8,066a82fdd113d2fed04ed1e369bf1dbce5de47f4d53fdca9c54d8f76c58fcf05,e501824ccd6f86bc3e6d499109d79a6e0432fe14edc32dc1659a71298961ec52,97e7f04df3fa856e2c61016fef863cfeb942be1b1ae569366b5bd52dd4c1203d,6815c490931fa984208602fa273650d0a580b3dc164a8dcd9289c92925585d78,54b8ad813d632bc476cbca19804eeef3bf701da803afbb20b443570823d00986,724a658804d715c50721b8006830c99b901c4263d32c5cbc5b7d6eebea9038c9,68e0c61bec5e5f74263a59c29627115219adcbd06126de0b7b30365436818f54,8050f0176a7898f4590ff0b05dd271993ab8cb0ed54acbe2aee8374acf66c406,152836bacaed3ed492838b0491a5f0dfcd0079d3fa323a4398a69a5d58f96e23,8f5d6ff671301c91ee260bebd9cb50d31e2bdc12c0b4a0abefd0f84f645286e9,88cd5abc87b4256abb7ef04f4cc75d8df548083a32e2f1ae76f54ba7e0534855,30042f660b0ce9e9697ac6dae1d774db9c792b5d10be6b4ff79c1fbbd570b0d5,257140a25457006d5f5ea431c41216dcd72dfba20dcb50d39fa6e44e0a29d8e6,0137380c927b661e59114ab3bcfc5dac4e8d9fc07b8914f55fa97b7cfc01480d,7dc73556171cfac9fa415f14dd8e163f587028c3ba1c1cc4ecce8b575de84707
"1","-250","1080","200","0.65","1","0","101201","10","-120","0.8","200","-30","101201","bgm_M64","2","2","0","-5","1","1","10800102"
"1","-5","1080","100","0.6","1","0","101201","10","70","0.8","200","-30","101201","bgm_M64","3","3","-15","0","1","1.2","10800103"
"1","190","1080","100","0.7","1","10","101201","0","-110","0.9","200","-30","101201","bgm_M64","4","4","0","-15","1","1","10800104"
"1","475","1080","100","1","1","-50","101202","10","-30","1","250","-30","101202","bgm_M55","5","5","-20","-45","1","1.45","10800105"
"1","-480","1081","170","0.575","1","-25","101291","10","-100","0.9","210","-30","101291","bgm_M64","1","1","0","-30","1","1","10810101"
"1","-230","1081","250","0.7","1","-30","101291","0","-10","0.8","240","-30","101291","bgm_M64","2","2","0","-30","1","1","10810102"
"1","-10","1081","100","0.75","1","0","101291","5","-110","1","200","-30","101291","bgm_M64","3","3","-15","-10","1","1.2","10810103"
"1","200","1081","300","0.8","1","-50","101291","-20","55","1","200","-30","101291","bgm_M64","4","4","-10","-50","1","1.3","10810104"
"1","490","1081","100","1.1","1","15","101292","30","-15","1","230","-30","101292","bgm_M55","5","5","-20","30","1","1.45","10810105"
"1","-470","1082","100","0.8","1","20","101301","10","0","1.1","210","-30","101301","bgm_M64","1","1","0","0","1","1.45","10820101"
"1","-270","1082","100","0.75","1","0","101301","10","-120","1.1","200","-30","101301","bgm_M64","2","2","0","0","1","1.2","10820102"
"1","0","1082","100","1.55","1","0","101301","0","65","2.2","200","-30","101301","bgm_M64","3","3","-15","-10","1","2.3","10820103"
"1","200","1082","100","0.7","1","0","101301","0","-120","0.7","200","-30","101301","bgm_M64","4","4","0","0","1","1","10820104"
"1","470","1082","100","1","1","-15","101302","10","-55","1.1","270","-30","101302","bgm_M55","5","5","-20","-30","1","1.2","10820105"
"1","-450","1083","170","0.575","1","-25","101441","10","0","0.9","210","-30","101441","bgm_M64","1","1","0","-30","1","1","10830101"
"1","-250","1083","100","0.75","1","0","101441","0","-90","1.1","240","-30","101441","bgm_M64","2","2","0","0","1","1.2","10830102"
"1","-25","1083","200","0.85","1","-30","101441","0","60","1","200","-30","101441","bgm_M64","3","3","-15","-10","1","1.4","10830103"
"1","220","1083","100","0.75","1","-30","101441","0","-70","1","200","-30","101441","bgm_M64","4","4","0","0","1","1.2","10830104"
"1","470","1083","100","0.95","1","-35","101442","10","-70","1.1","230","-30","101442","bgm_M55","5","5","-20","-30","1","1.2","10830105"
"1","-470","1084","100","0.85","1","0","101451","10","-50","1.1","210","-30","101451","bgm_M64","1","1","0","0","1","1.35","10840101"
"1","-250","1084","200","1","1","10","101451","0","40","1.1","240","-30","101451","bgm_M64","2","2","0","10","1","1.35","10840102"
"1","0","1084","100","0.75","1","0","101451","0","-110","1.1","200","-30","101451","bgm_M64","3","3","-15","-10","1","1.2","10840103"
"1","210","1084","300","0.6","1","-30","101451","-25","30","0.6","200","-30","101451","bgm_M64","4","4","0","-30","1","0.8","10840104"
"1","510","1084","100","1.25","1","-35","101452","0","-70","1.4","290","-30","101452","bgm_M55","5","5","0","-50","1.2","1.55","10840105"
"1","-480","1085","250","0.6","1","0","101561","10","-50","0.7","210","-30","101561","bgm_M64","1","1","0","-30","1","0.8","10850101"
"1","-250","1085","100","0.9","1","10","101561","10","-120","1.4","200","-30","101561","bgm_M64","2","2","0","0","1","1.5","10850102"
"1","-10","1085","100","0.65","1","0","101561","5","65","1","200","-30","101561","bgm_M64","3","3","-5","-10","1","1.1","10850103"
"1","190","1085","100","0.65","1","0","101561","0","-110","1","200","-30","101561","bgm_M64","4","4","0","0","1","1.1","10850104"
"1","460","1085","400","1.25","1","-60","101562","0","-70","1.35","290","-30","101562","bgm_M55","5","5","0","-50","1.4","1.55","10850105"
"1","-480","1086","170","0.575","1","-25","101001","10","-100","0.9","210","-30","101001","bgm_M64","1","1","0","-30","1","1","10860101"
"1","-250","1086","250","0.7","1","-30","101001","0","-10","0.8","240","-30","101001","bgm_M64","2","2","0","-30","1","1","10860102"
"1","-10","1086","100","0.95","1","-30","101001","0","-120","1","200","-30","101001","bgm_M64","3","3","-15","-10","1","1.4","10860103"
"1","210","1086","150","0.72","1","0","101001","0","40","1","200","-30","101001","bgm_M64","4","4","0","-30","1","1.2","10860104"
"1","480","1086","200","1.2","1","0","101011","0","-40","1","250","-30","101011","bgm_M55","5","5","0","0","1.2","1.3","10860105"
"1","-450","1087","170","0.575","1","-25","101021","10","0","0.9","210","-30","101021","bgm_M64","1","1","0","-30","1","1","10870101"
"1","-250","1087","200","0.65","1","0","101021","10","-120","0.8","200","-30","101021","bgm_M64","2","2","0","-5","1","1","10870102"
"1","-10","1087","100","0.6","1","0","101021","5","65","0.8","200","-30","101021","bgm_M64","3","3","-5","-10","1","0.9","10870103"
"1","200","1087","100","0.7","1","-25","101021","0","-100","0.85","200","-30","101021","bgm_M64","4","4","0","0","1","1","10870104"
"1","470","1087","200","1.4","1","0","101031","0","0","1.6","220","-30","101031","bgm_M55","5","5","0","0","1","1.8","10870105"
"1","-470","1088","100","0.85","1","20","101041","10","-100","1.1","210","-30","101041","bgm_M64","1","1","0","0","1","1.45","10880101"
"1","-220","1088","100","0.85","1","0","101041","10","30","1.1","200","-30","101041","bgm_M64","2","2","0","0","1","1.45","10880102"
"1","-10","1088","100","0.75","1","-30","101041","0","-120","1.1","200","-30","101041","bgm_M64","3","3","-15","-10","1","1.3","10880103"
"1","200","1088","100","0.85","1","-30","101041","0","40","1.1","200","-30","101041","bgm_M64","4","4","0","-20","1","1.4","10880104"
"1","450","1088","150","1.1","1.3","-50","101042","0","-55","1.35","210","-30","101042","bgm_M55","5","5","0","0","1","1.8","10880105"
"1","-470","1089","100","0.85","1","0","101161","10","-10","1.1","210","-30","101161","bgm_M64","1","1","0","0","1","1.35","10890101"
"1","-250","1089","250","0.7","1","-30","101161","0","-110","0.8","240","-30","101161","bgm_M64","2","2","0","-30","1","1","10890102"
"1","-10","1089","100","0.75","1","0","101161","5","50","1","200","-30","101161","bgm_M64","3","3","-15","-10","1","1.2","10890103"
"1","210","1089","200","1","1","0","101161","0","-90","1","200","-30","101161","bgm_M64","4","4","0","0","1","1.5","10890104"
"1","485","1089","270","0.9","1.3","-50","101162","-10","-70","1","280","-30","101162","bgm_M55","5","5","-40","-45","1","1.15","10890105"
"1","-450","1090","170","0.575","1","-25","101171","10","-90","0.9","210","-30","101171","bgm_M64","1","1","0","-30","1","1","10900101"
"1","-230","1090","100","0.75","1","0","101171","0","10","1.1","240","-30","101171","bgm_M64","2","2","0","0","1","1.2","10900102"
"1","15","1090","100","0.9","1","-30","101171","0","-120","1","200","-30","101171","bgm_M64","3","3","-15","-10","1","1.4","10900103"
"1","200","1090","300","0.8","1","-60","101171","0","40","1","200","-30","101171","bgm_M64","4","4","0","-50","1","1.3","10900104"
"1","475","1090","200","1","1","-50","101172","10","-30","1","250","-30","101172","bgm_M55","5","5","-20","0","1","1.45","10900105"
"1","-480","1091","170","0.575","1","-25","101191","10","0","0.9","210","-30","101191","bgm_M64","1","1","0","-30","1","1","10910101"
"1","-250","1091","100","0.9","1","10","101191","10","-120","1.4","200","-30","101191","bgm_M64","2","2","0","0","1","1.5","10910102"
"1","-10","1091","100","0.8","1","0","101191","0","65","1","200","-30","101191","bgm_M64","3","3","-15","-10","1","1.1","10910103"
"1","200","1091","100","0.7","1","0","101191","0","-120","0.7","200","-30","101191","bgm_M64","4","4","0","0","1","1","10910104"
"1","485","1091","200","1.1","1","-50","101192","-10","-70","1","280","-30","101192","bgm_M55","5","5","0","-45","1.2","1.3","10910105"
"1","-470","1092","100","0.85","1","20","101201","10","-100","1.1","210","-30","101201","bgm_M64","1","1","0","0","1","1.45","10920101"
"1","-250","1092","200","0.65","1","0","101201","10","-120","0.8","200","-30","101201","bgm_M64","2","2","0","-5","1","1","10920102"
"1","0","1092","100","0.8","1","0","101201","0","-65","1.1","200","-30","101201","bgm_M64","3","3","-10","-10","1","1.15","10920103"
"1","190","1092","100","0.7","1","10","101201","0","-110","0.9","200","-30","101201","bgm_M64","4","4","0","-15","1","1","10920104"
"1","475","1092","100","1","1","-50","101202","10","-30","1","250","-30","101202","bgm_M55","5","5","-20","-45","1","1.45","10920105"
"1","-480","1093","250","0.6","1","0","101291","10","-30","0.7","210","-30","101291","bgm_M64","1","1","0","-30","1","0.8","10930101"
"1","-250","1093","200","0.9","1","10","101291","0","-110","1.1","240","-30","101291","bgm_M64","2","2","0","10","1","1.35","10930102"
"1","-10","1093","150","0.6","1","-50","101291","0","0","0.55","200","-30","101291","bgm_M64","3","3","-13","-60","1.4","0.9","10930103"
"1","200","1093","100","1","1","0","101291","0","-120","1","200","-30","101291","bgm_M64","4","4","0","0","1","1.4","10930104"
"1","490","1093","100","1.1","1","15","101292","30","20","1","230","-30","101292","bgm_M55","5","5","-20","30","1","1.45","10930105"
"1","-480","1094","170","0.575","1","-25","101301","10","0","0.9","210","-30","101301","bgm_M64","1","1","0","-30","1","1","10940101"
"1","-220","1094","100","0.85","1","0","101301","10","-110","1.1","200","-30","101301","bgm_M64","2","2","0","0","1","1.45","10940102"
"1","10","1094","100","0.65","1","-20","101301","0","55","0.7","200","-30","101301","bgm_M64","3","3","-15","-10","1","1","10940103"
"1","200","1094","100","0.9","1","-30","101301","0","-110","1","200","-30","101301","bgm_M64","4","4","0","0","1","1.5","10940104"
"1","470","1094","100","1","1","-15","101302","10","-50","1.1","270","-30","101302","bgm_M55","5","5","-20","-30","1","1.2","10940105"
"1","-470","1095","100","0.85","1","0","101441","10","30","1.1","210","-30","101441","bgm_M64","1","1","0","0","1","1.35","10950101"
"1","-250","1095","250","0.7","1","-30","101441","0","-120","0.8","240","-30","101441","bgm_M64","2","2","0","-30","1","1","10950102"
"1","20","1095","100","0.95","1","-30","101441","0","30","1","200","-30","101441","bgm_M64","3","3","-15","-10","1","1.4","10950103"
"1","210","1095","150","0.72","1","0","101441","0","-110","1","200","-30","101441","bgm_M64","4","4","0","-30","1","1.2","10950104"
"1","470","1095","100","0.95","1","-35","101442","10","-20","1.1","230","-30","101442","bgm_M55","5","5","-20","-30","1","1.2","10950105"
"1","-450","1096","170","0.575","1","-25","101451","10","-90","0.9","210","-30","101451","bgm_M64","1","1","0","-30","1","1","10960101"
"1","-230","1096","100","0.75","1","0","101451","0","10","1.1","240","-30","101451","bgm_M64","2","2","0","0","1","1.2","10960102"
"1","0","1096","100","0.9","1","0","101451","0","-110","1","200","-30","101451","bgm_M64","3","3","0","0","1","1.2","10960103"
"1","200","1096","100","0.7","1","-25","101451","0","20","0.85","200","-30","101451","bgm_M64","4","4","0","0","1","1","10960104"
"1","510","1096","100","1.25","1","-35","101452","0","-70","1.4","290","-30","101452","bgm_M55","5","5","0","-50","1.2","1.55","10960105"
"1","-480","1097","250","0.6","1","0","101561","10","-30","0.7","210","-30","101561","bgm_M64","1","1","0","-30","1","0.8","10970101"
"1","-250","1097","200","0.65","1","0","101561","10","-120","0.8","200","-30","101561","bgm_M64","2","2","0","-5","1","1","10970102"
"1","0","1097","100","0.75","1","0","101561","0","30","1.1","200","-30","101561","bgm_M64","3","3","-15","-10","1","1.2","10970103"
"1","190","1097","100","0.65","1","0","101561","0","-110","1","200","-30","101561","bgm_M64","4","4","0","0","1","1.1","10970104"
"1","460","1097","400","1.25","1","-60","101562","0","-70","1.35","290","-30","101562","bgm_M55","5","5","0","-50","1.4","1.55","10970105"
"1","-470","1098","100","0.85","1","20","101001","10","-100","1.1","210","-30","101001","bgm_M64","1","1","0","0","1","1.45","10980101"
"1","-250","1098","100","0.9","1","10","101001","10","40","1.4","200","-30","101001","bgm_M64","2","2","0","0","1","1.5","10980102"
"1","-10","1098","100","0.75","1","-30","101001","0","-120","1.1","200","-30","101001","bgm_M64","3","3","-15","-10","1","1.3","10980103"
"1","210","1098","300","0.6","1","-30","101001","-25","10","0.6","200","-30","101001","bgm_M64","4","4","0","-30","1","0.8","10980104"
"1","480","1098","200","1.2","1","0","101011","0","-70","1","250","-30","101011","bgm_M55","5","5","0","0","1.2","1.3","10980105"
