7891b6bc22b1df0190525a89ff3991d83bc5f82e0a81f3cbbfd4db6d4df329a6,69fdd66bd548b815fbed51b03a2373c65de50230841fd795dfc4a757fbf5a6ae,71b729e2de03a35a038faa3b9f3993a2c5625b3036316717d81b4668038888bd,0da897029765baa09ce0fb983da02a4495d6d20963fc40fb55cc3b0e227e1fa0,c5e4e3a9522a42b3e4752bc54a9139640deabbacb497847f7d07860138571a3f,af8bec160ad4585c0b303fdc04610d2fd405b7ee88507d7f53e65d6d693e25f5,241af72d4514769b46811baf774e9c6210af724d8e9b4bfcd105897ba264fc5d,b59d682ba7841ca0ecc0d94613701e496afd11705c83a9ca3524a2411917bf49,a2e6ae510a3e6cb73880e07f3eaaba75b7e68fcedb2d7b19e51a4b08675c70de,a31c8f7ad690fc8f07f2a60bf1afa7fd4769a6f7848b41679f9744b879ab53a0,2eb6f55fc0e7d07268069ff21f2d7868eb5f5f6a45c382c79ed9a5517ac9bbcd,67849fbc46d2f3da90054ecd06e877b3a131c81f3740a27f61cc4aedb92f0614,661291617efde53e61d6a71467c7fc78dae86c71f0ad4bacbbc2e8893423b9b6,bccb71ac41ba1a001f0ec671b4f03bd2111e96ecc0aaa2acf9f9196448480098,1f83a7d1ea3fbc63c83de857f817bec44fa51e4414e0eff697826a2331383af7,e5d44e78b0c0d14ed905296a54ff75076193a2ff1fcbe1738b742bf8568dc47d,ceb879ff6f6cf4ba9e0ac84bb470afd248b23b679fbf6449df29bbbb96447617,81ae0efed0b63e6e5715b745f22682d9d7582c32c6b5723f815a145235fbd548,7d478e76d71f54ec04e17f18a6f9cfbf3bfdcdc4eb81b5cb8cb94da14b9f8be6,1937aa598e4a091eb458deb887078ac738d839db19f9ddbcec2bb817a262f8b6,6d64fcb1f6a26f28d48f9838410414f8cd559356582f456df7f16efc0747cdb3,e8b83e71faed6b1c3f91da55884d62a4bc0d9f806e70f3929af651e316edc56c,99641e966f59e9f598d44eeefddce00e03efa374a151ea230c2b69a1b96b7f3f,8e672a654727e4d4a23bb6fc1641622e7ba8173929dd3a78f0b774b5542a73c8,fb4954d6f4b0306bff899d1890da5abf7e684e69b3f61e27f4fd907f1e2e6670,46ebb4e643f473a6932a9f7802ebf2b193c2e760aff500fb20ae32cf67d5e12c,17e3c6f162cfa37037e74df0becc6100847e6ff90f60c869110154503dc51ede,7e5a6006e209e1cb24a847562a81f326edcd6aa5ddeffd2a01e63426f7b79bcc,35574173e1bf76c9bd55980e33aad8cd337de9f2edfb8e09f125dec62f496195,522416dee0a1df8f08fd0e21a14d5ccf00aa54447f7d6d29b013889105589007,f796c6941ad579a13520eb097daa072d22495d250ac8868771da326a2e3f7736,3a1b53f466dd838dff312cc5db67d30aa8ddf0fabf662c22502c6d316b495590,a18e51ff302e482049161b02c5e6cc4fa7f8af1a485d5533418ea04b5917d731,f41978950beea9b5fcaa3aa95a906d9e75b78ed23bb8ec46cd92dab3144d756d,79a72e0cef5f702f0453857b19f142ea7a659aa00d45855cc0840291a4c9adf8,d61e0cf6c5e356bb5972c01edbbb87c9943665dc93257dc137a207adfcf99cf6,493b611f34360f4eb41a2c56e7717cac78f7cd6cdf442447fffd6b741f5b7a7c,06e41e8fd58660833a3d1d4e01eee26b942b8f7019ed2cc9f4dc64137f99758b,2620451f49b0e9bcdb3d00c5d075940851afdae10d30f91d26fb4af288f06f4c
"710051","1","1004208","10410101","1004109","10410102","1004206","2","1004210","401050191","2","30","2.6","2.4","10410105","0","1004209","1041","1001303","2","10410104","1000000","401050161","3","10410103","2.4","401050181","1004110","1004107","401050171","401050201","0","170","1004108","11","0.06","1004106","11","1004207"
"710051","1","1004208","10410101","1004109","10410102","1004206","2","1004210","401050241","3.5","40","4","3.7","10410105","0","1004209","1041","1001303","3.5","10410104","1000000","401050211","4","10410103","3.8","401050231","1004110","1004107","401050221","401050251","0","171","1004108","31","0.06","1004106","31","1004207"
"710051","1","1004208","10410101","1004109","10410102","1004206","2","1004210","401050291","3.5","-1","4","3.7","10410105","0","1004209","1041","1001303","3.5","10410104","1000000","401050261","5","10410103","3.8","401050281","1004110","1004107","401050271","401050301","0","172","1004108","41","0.06","1004106","41","1004207"
"710061","1","1004203","10420101","1004104","10420102","1004201","1","1004205","401050491","1.2","1","1.5","1.3","10420105","0","1004204","1042","1001301","1.2","10420104","1000000","401050461","1","10420103","1.4","401050481","1004105","1004102","401050471","401050501","0","173","1004103","1","0.03","1004101","1","1004202"
"710061","1","1004208","10420101","1004109","10420102","1004206","1","1004210","401050491","1.2","3","1.5","1.3","10420105","0","1004209","1042","1001303","1.2","10420104","1000000","401050461","1","10420103","1.4","401050481","1004110","1004107","401050471","401050501","0","174","1004108","2","0.03","1004106","2","1004207"
"710061","1","1004208","10420101","1004109","10420102","1004206","2","1004210","401050541","1.6","10","2","1.8","10420105","0","1004209","1042","1001303","1.6","10420104","1000000","401050511","2","10420103","1.9","401050531","1004110","1004107","401050521","401050551","0","175","1004108","4","0.06","1004106","4","1004207"
"710061","1","1004208","10420101","1004109","10420102","1004206","2","1004210","401050591","2","30","2.6","2.4","10420105","0","1004209","1042","1001303","2","10420104","1000000","401050561","3","10420103","2.4","401050581","1004110","1004107","401050571","401050601","0","176","1004108","11","0.06","1004106","11","1004207"
"710061","1","1004208","10420101","1004109","10420102","1004206","2","1004210","401050641","3.5","40","4","3.7","10420105","0","1004209","1042","1001303","3.5","10420104","1000000","401050611","4","10420103","3.8","401050631","1004110","1004107","401050621","401050651","0","177","1004108","31","0.06","1004106","31","1004207"
"710061","1","1004208","10420101","1004109","10420102","1004206","2","1004210","401050691","3.5","-1","4","3.7","10420105","0","1004209","1042","1001303","3.5","10420104","1000000","401050661","5","10420103","3.8","401050681","1004110","1004107","401050671","401050701","0","178","1004108","41","0.06","1004106","41","1004207"
"710071","1","1004203","10430101","1004104","10430102","1004201","1","1004205","401050891","1.2","1","1.5","1.3","10430105","0","1004204","1043","1001301","1.2","10430104","1000000","401050861","1","10430103","1.4","401050881","1004105","1004102","401050871","401050901","0","179","1004103","1","0.03","1004101","1","1004202"
"710071","1","1004208","10430101","1004109","10430102","1004206","1","1004210","401050891","1.2","3","1.5","1.3","10430105","0","1004209","1043","1001303","1.2","10430104","1000000","401050861","1","10430103","1.4","401050881","1004110","1004107","401050871","401050901","0","180","1004108","2","0.03","1004106","2","1004207"
"710071","1","1004208","10430101","1004109","10430102","1004206","2","1004210","401050941","1.6","10","2","1.8","10430105","0","1004209","1043","1001303","1.6","10430104","1000000","401050911","2","10430103","1.9","401050931","1004110","1004107","401050921","401050951","0","181","1004108","4","0.06","1004106","4","1004207"
"710071","1","1004208","10430101","1004109","10430102","1004206","2","1004210","401050991","2","30","2.6","2.4","10430105","0","1004209","1043","1001303","2","10430104","1000000","401050961","3","10430103","2.4","401050981","1004110","1004107","401050971","401051001","0","182","1004108","11","0.06","1004106","11","1004207"
"710071","1","1004208","10430101","1004109","10430102","1004206","2","1004210","401051041","3.5","40","4","3.7","10430105","0","1004209","1043","1001303","3.5","10430104","1000000","401051011","4","10430103","3.8","401051031","1004110","1004107","401051021","401051051","0","183","1004108","31","0.06","1004106","31","1004207"
"710071","1","1004208","10430101","1004109","10430102","1004206","2","1004210","401051091","3.5","-1","4","3.7","10430105","0","1004209","1043","1001303","3.5","10430104","1000000","401051061","5","10430103","3.8","401051081","1004110","1004107","401051071","401051101","0","184","1004108","41","0.06","1004106","41","1004207"
"710081","1","1004203","10440101","1004104","10440102","1004201","1","1004205","401051291","1.2","1","1.5","1.3","10440105","0","1004204","1044","1001301","1.2","10440104","1000000","401051261","1","10440103","1.4","401051281","1004105","1004102","401051271","401051301","0","185","1004103","1","0.03","1004101","1","1004202"
"710081","1","1004208","10440101","1004109","10440102","1004206","1","1004210","401051291","1.2","3","1.5","1.3","10440105","0","1004209","1044","1001303","1.2","10440104","1000000","401051261","1","10440103","1.4","401051281","1004110","1004107","401051271","401051301","0","186","1004108","2","0.03","1004106","2","1004207"
"710081","1","1004208","10440101","1004109","10440102","1004206","2","1004210","401051341","1.6","10","2","1.8","10440105","0","1004209","1044","1001303","1.6","10440104","1000000","401051311","2","10440103","1.9","401051331","1004110","1004107","401051321","401051351","0","187","1004108","4","0.06","1004106","4","1004207"
"710081","1","1004208","10440101","1004109","10440102","1004206","2","1004210","401051391","2","30","2.6","2.4","10440105","0","1004209","1044","1001303","2","10440104","1000000","401051361","3","10440103","2.4","401051381","1004110","1004107","401051371","401051401","0","188","1004108","11","0.06","1004106","11","1004207"
"710081","1","1004208","10440101","1004109","10440102","1004206","2","1004210","401051441","3.5","40","4","3.7","10440105","0","1004209","1044","1001303","3.5","10440104","1000000","401051411","4","10440103","3.8","401051431","1004110","1004107","401051421","401051451","0","189","1004108","31","0.06","1004106","31","1004207"
"710081","1","1004208","10440101","1004109","10440102","1004206","2","1004210","401051491","3.5","-1","4","3.7","10440105","0","1004209","1044","1001303","3.5","10440104","1000000","401051461","5","10440103","3.8","401051481","1004110","1004107","401051471","401051501","0","190","1004108","41","0.06","1004106","41","1004207"
"710091","1","1004203","10450101","1004104","10450102","1004201","1","1004205","401051691","1.2","1","1.5","1.3","10450105","0","1004204","1045","1001301","1.2","10450104","1000000","401051661","1","10450103","1.4","401051681","1004105","1004102","401051671","401051701","0","191","1004103","1","0.03","1004101","1","1004202"
"710091","1","1004208","10450101","1004109","10450102","1004206","1","1004210","401051691","1.2","3","1.5","1.3","10450105","0","1004209","1045","1001303","1.2","10450104","1000000","401051661","1","10450103","1.4","401051681","1004110","1004107","401051671","401051701","0","192","1004108","2","0.03","1004106","2","1004207"
"710091","1","1004208","10450101","1004109","10450102","1004206","2","1004210","401051741","1.6","10","2","1.8","10450105","0","1004209","1045","1001303","1.6","10450104","1000000","401051711","2","10450103","1.9","401051731","1004110","1004107","401051721","401051751","0","193","1004108","4","0.06","1004106","4","1004207"
"710091","1","1004208","10450101","1004109","10450102","1004206","2","1004210","401051791","2","30","2.6","2.4","10450105","0","1004209","1045","1001303","2","10450104","1000000","401051761","3","10450103","2.4","401051781","1004110","1004107","401051771","401051801","0","194","1004108","11","0.06","1004106","11","1004207"
"710091","1","1004208","10450101","1004109","10450102","1004206","2","1004210","401051841","3.5","40","4","3.7","10450105","0","1004209","1045","1001303","3.5","10450104","1000000","401051811","4","10450103","3.8","401051831","1004110","1004107","401051821","401051851","0","195","1004108","31","0.06","1004106","31","1004207"
"710091","1","1004208","10450101","1004109","10450102","1004206","2","1004210","401051891","3.5","-1","4","3.7","10450105","0","1004209","1045","1001303","3.5","10450104","1000000","401051861","5","10450103","3.8","401051881","1004110","1004107","401051871","401051901","0","196","1004108","41","0.06","1004106","41","1004207"
"710101","1","1004203","10460101","1004104","10460102","1004201","1","1004205","401052091","1.2","1","1.5","1.3","10460105","0","1004204","1046","1001301","1.2","10460104","1000000","401052061","1","10460103","1.4","401052081","1004105","1004102","401052071","401052101","0","197","1004103","1","0.03","1004101","1","1004202"
"710101","1","1004208","10460101","1004109","10460102","1004206","1","1004210","401052091","1.2","3","1.5","1.3","10460105","0","1004209","1046","1001303","1.2","10460104","1000000","401052061","1","10460103","1.4","401052081","1004110","1004107","401052071","401052101","0","198","1004108","2","0.03","1004106","2","1004207"
"710101","1","1004208","10460101","1004109","10460102","1004206","2","1004210","401052141","1.6","10","2","1.8","10460105","0","1004209","1046","1001303","1.6","10460104","1000000","401052111","2","10460103","1.9","401052131","1004110","1004107","401052121","401052151","0","199","1004108","4","0.06","1004106","4","1004207"
"710101","1","1004208","10460101","1004109","10460102","1004206","2","1004210","401052191","2","30","2.6","2.4","10460105","0","1004209","1046","1001303","2","10460104","1000000","401052161","3","10460103","2.4","401052181","1004110","1004107","401052171","401052201","0","200","1004108","11","0.06","1004106","11","1004207"
"710101","1","1004208","10460101","1004109","10460102","1004206","2","1004210","401052241","3.5","38","4","3.7","10460105","0","1004209","1046","1001303","3.5","10460104","1000000","401052211","4","10460103","3.8","401052231","1004110","1004107","401052221","401052251","0","201","1004108","31","0.06","1004106","31","1004207"
"710101","1","1004208","10460101","1004109","10460102","1004206","2","1004210","401052291","3.5","-1","4","3.7","10460105","0","1004209","1046","1001303","3.5","10460104","1000000","401052261","5","10460103","3.8","401052281","1004110","1004107","401052271","401052301","0","202","1004108","39","0.06","1004106","39","1004207"
"710111","1","1004203","10470101","1004104","10470102","1004201","1","1004205","401052491","1.2","1","1.5","1.3","10470105","0","1004204","1047","1001301","1.2","10470104","1000000","401052461","1","10470103","1.4","401052481","1004105","1004102","401052471","401052501","0","203","1004103","1","0.03","1004101","1","1004202"
"710111","1","1004208","10470101","1004109","10470102","1004206","1","1004210","401052491","1.2","3","1.5","1.3","10470105","0","1004209","1047","1001303","1.2","10470104","1000000","401052461","1","10470103","1.4","401052481","1004110","1004107","401052471","401052501","0","204","1004108","2","0.03","1004106","2","1004207"
"710111","1","1004208","10470101","1004109","10470102","1004206","2","1004210","401052541","1.6","10","2","1.8","10470105","0","1004209","1047","1001303","1.6","10470104","1000000","401052511","2","10470103","1.9","401052531","1004110","1004107","401052521","401052551","0","205","1004108","4","0.06","1004106","4","1004207"
"710111","1","1004208","10470101","1004109","10470102","1004206","2","1004210","401052591","2","30","2.6","2.4","10470105","0","1004209","1047","1001303","2","10470104","1000000","401052561","3","10470103","2.4","401052581","1004110","1004107","401052571","401052601","0","206","1004108","11","0.06","1004106","11","1004207"
"710111","1","1004208","10470101","1004109","10470102","1004206","2","1004210","401052641","3.5","38","4","3.7","10470105","0","1004209","1047","1001303","3.5","10470104","1000000","401052611","4","10470103","3.8","401052631","1004110","1004107","401052621","401052651","0","207","1004108","31","0.06","1004106","31","1004207"
"710111","1","1004208","10470101","1004109","10470102","1004206","2","1004210","401052691","3.5","-1","4","3.7","10470105","0","1004209","1047","1001303","3.5","10470104","1000000","401052661","5","10470103","3.8","401052681","1004110","1004107","401052671","401052701","0","208","1004108","39","0.06","1004106","39","1004207"
"710121","1","1004203","10480101","1004104","10480102","1004201","1","1004205","401052891","1.2","1","1.5","1.3","10480105","0","1004204","1048","1001301","1.2","10480104","1000000","401052861","1","10480103","1.4","401052881","1004105","1004102","401052871","401052901","0","209","1004103","1","0.03","1004101","1","1004202"
"710121","1","1004208","10480101","1004109","10480102","1004206","1","1004210","401052891","1.2","3","1.5","1.3","10480105","0","1004209","1048","1001303","1.2","10480104","1000000","401052861","1","10480103","1.4","401052881","1004110","1004107","401052871","401052901","0","210","1004108","2","0.03","1004106","2","1004207"
"710121","1","1004208","10480101","1004109","10480102","1004206","2","1004210","401052941","1.6","10","2","1.8","10480105","0","1004209","1048","1001303","1.6","10480104","1000000","401052911","2","10480103","1.9","401052931","1004110","1004107","401052921","401052951","0","211","1004108","4","0.06","1004106","4","1004207"
"710121","1","1004208","10480101","1004109","10480102","1004206","2","1004210","401052991","2","30","2.6","2.4","10480105","0","1004209","1048","1001303","2","10480104","1000000","401052961","3","10480103","2.4","401052981","1004110","1004107","401052971","401053001","0","212","1004108","11","0.06","1004106","11","1004207"
"710121","1","1004208","10480101","1004109","10480102","1004206","2","1004210","401053041","3.5","38","4","3.7","10480105","0","1004209","1048","1001303","3.5","10480104","1000000","401053011","4","10480103","3.8","401053031","1004110","1004107","401053021","401053051","0","213","1004108","31","0.06","1004106","31","1004207"
"710121","1","1004208","10480101","1004109","10480102","1004206","2","1004210","401053091","3.5","-1","4","3.7","10480105","0","1004209","1048","1001303","3.5","10480104","1000000","401053061","5","10480103","3.8","401053081","1004110","1004107","401053071","401053101","0","214","1004108","39","0.06","1004106","39","1004207"
"710011","1","1004203","10490101","1004104","10490102","1004201","1","1004205","401053291","1.2","1","1.5","1.3","10490105","0","1004204","1049","1001301","1.2","10490104","1000000","401053261","1","10490103","1.4","401053281","1004105","1004102","401053271","401053301","0","215","1004103","1","0.03","1004101","1","1004202"
"710011","1","1004208","10490101","1004109","10490102","1004206","1","1004210","401053291","1.2","3","1.5","1.3","10490105","0","1004209","1049","1001303","1.2","10490104","1000000","401053261","1","10490103","1.4","401053281","1004110","1004107","401053271","401053301","0","216","1004108","2","0.03","1004106","2","1004207"
"710011","1","1004208","10490101","1004109","10490102","1004206","2","1004210","401053341","1.6","10","2","1.8","10490105","0","1004209","1049","1001303","1.6","10490104","1000000","401053311","2","10490103","1.9","401053331","1004110","1004107","401053321","401053351","0","217","1004108","4","0.06","1004106","4","1004207"
"710011","1","1004208","10490101","1004109","10490102","1004206","2","1004210","401053391","2","30","2.6","2.4","10490105","0","1004209","1049","1001303","2","10490104","1000000","401053361","3","10490103","2.4","401053381","1004110","1004107","401053371","401053401","0","218","1004108","11","0.06","1004106","11","1004207"
"710011","1","1004208","10490101","1004109","10490102","1004206","2","1004210","401053441","3.5","38","4","3.7","10490105","0","1004209","1049","1001303","3.5","10490104","1000000","401053411","4","10490103","3.8","401053431","1004110","1004107","401053421","401053451","0","219","1004108","31","0.06","1004106","31","1004207"
"710011","1","1004208","10490101","1004109","10490102","1004206","2","1004210","401053491","3.5","-1","4","3.7","10490105","0","1004209","1049","1001303","3.5","10490104","1000000","401053461","5","10490103","3.8","401053481","1004110","1004107","401053471","401053501","0","220","1004108","39","0.06","1004106","39","1004207"
"710021","1","1004203","10500101","1004104","10500102","1004201","1","1004205","401053691","1.2","1","1.5","1.3","10500105","0","1004204","1050","1001301","1.2","10500104","1000000","401053661","1","10500103","1.4","401053681","1004105","1004102","401053671","401053701","0","221","1004103","1","0.03","1004101","1","1004202"
"710021","1","1004208","10500101","1004109","10500102","1004206","1","1004210","401053691","1.2","3","1.5","1.3","10500105","0","1004209","1050","1001303","1.2","10500104","1000000","401053661","1","10500103","1.4","401053681","1004110","1004107","401053671","401053701","0","222","1004108","2","0.03","1004106","2","1004207"
"710021","1","1004208","10500101","1004109","10500102","1004206","2","1004210","401053741","1.6","10","2","1.8","10500105","0","1004209","1050","1001303","1.6","10500104","1000000","401053711","2","10500103","1.9","401053731","1004110","1004107","401053721","401053751","0","223","1004108","4","0.06","1004106","4","1004207"
"710021","1","1004208","10500101","1004109","10500102","1004206","2","1004210","401053791","2","30","2.6","2.4","10500105","0","1004209","1050","1001303","2","10500104","1000000","401053761","3","10500103","2.4","401053781","1004110","1004107","401053771","401053801","0","224","1004108","11","0.06","1004106","11","1004207"
"710021","1","1004208","10500101","1004109","10500102","1004206","2","1004210","401053841","3.5","38","4","3.7","10500105","0","1004209","1050","1001303","3.5","10500104","1000000","401053811","4","10500103","3.8","401053831","1004110","1004107","401053821","401053851","0","225","1004108","31","0.06","1004106","31","1004207"
"710021","1","1004208","10500101","1004109","10500102","1004206","2","1004210","401053891","3.5","-1","4","3.7","10500105","0","1004209","1050","1001303","3.5","10500104","1000000","401053861","5","10500103","3.8","401053881","1004110","1004107","401053871","401053901","0","226","1004108","39","0.06","1004106","39","1004207"
"710031","1","1004203","10510101","1004104","10510102","1004201","1","1004205","401054091","1.2","1","1.5","1.3","10510105","0","1004204","1051","1001301","1.2","10510104","1000000","401054061","1","10510103","1.4","401054081","1004105","1004102","401054071","401054101","0","227","1004103","1","0.03","1004101","1","1004202"
"710031","1","1004208","10510101","1004109","10510102","1004206","1","1004210","401054091","1.2","3","1.5","1.3","10510105","0","1004209","1051","1001303","1.2","10510104","1000000","401054061","1","10510103","1.4","401054081","1004110","1004107","401054071","401054101","0","228","1004108","2","0.03","1004106","2","1004207"
"710031","1","1004208","10510101","1004109","10510102","1004206","2","1004210","401054141","1.6","10","2","1.8","10510105","0","1004209","1051","1001303","1.6","10510104","1000000","401054111","2","10510103","1.9","401054131","1004110","1004107","401054121","401054151","0","229","1004108","4","0.06","1004106","4","1004207"
"710031","1","1004208","10510101","1004109","10510102","1004206","2","1004210","401054191","2","30","2.6","2.4","10510105","0","1004209","1051","1001303","2","10510104","1000000","401054161","3","10510103","2.4","401054181","1004110","1004107","401054171","401054201","0","230","1004108","11","0.06","1004106","11","1004207"
"710031","1","1004208","10510101","1004109","10510102","1004206","2","1004210","401054241","3.5","38","4","3.7","10510105","0","1004209","1051","1001303","3.5","10510104","1000000","401054211","4","10510103","3.8","401054231","1004110","1004107","401054221","401054251","0","231","1004108","31","0.06","1004106","31","1004207"
"710031","1","1004208","10510101","1004109","10510102","1004206","2","1004210","401054291","3.5","-1","4","3.7","10510105","0","1004209","1051","1001303","3.5","10510104","1000000","401054261","5","10510103","3.8","401054281","1004110","1004107","401054271","401054301","0","232","1004108","39","0.06","1004106","39","1004207"
"710041","1","1004203","10520101","1004104","10520102","1004201","1","1004205","401054491","1.2","1","1.5","1.3","10520105","0","1004204","1052","1001301","1.2","10520104","1000000","401054461","1","10520103","1.4","401054481","1004105","1004102","401054471","401054501","0","233","1004103","1","0.03","1004101","1","1004202"
"710041","1","1004208","10520101","1004109","10520102","1004206","1","1004210","401054491","1.2","3","1.5","1.3","10520105","0","1004209","1052","1001303","1.2","10520104","1000000","401054461","1","10520103","1.4","401054481","1004110","1004107","401054471","401054501","0","234","1004108","2","0.03","1004106","2","1004207"
"710041","1","1004208","10520101","1004109","10520102","1004206","2","1004210","401054541","1.6","10","2","1.8","10520105","0","1004209","1052","1001303","1.6","10520104","1000000","401054511","2","10520103","1.9","401054531","1004110","1004107","401054521","401054551","0","235","1004108","4","0.06","1004106","4","1004207"
"710041","1","1004208","10520101","1004109","10520102","1004206","2","1004210","401054591","2","30","2.6","2.4","10520105","0","1004209","1052","1001303","2","10520104","1000000","401054561","3","10520103","2.4","401054581","1004110","1004107","401054571","401054601","0","236","1004108","11","0.06","1004106","11","1004207"
"710041","1","1004208","10520101","1004109","10520102","1004206","2","1004210","401054641","3.5","38","4","3.7","10520105","0","1004209","1052","1001303","3.5","10520104","1000000","401054611","4","10520103","3.8","401054631","1004110","1004107","401054621","401054651","0","237","1004108","31","0.06","1004106","31","1004207"
"710041","1","1004208","10520101","1004109","10520102","1004206","2","1004210","401054691","3.5","-1","4","3.7","10520105","0","1004209","1052","1001303","3.5","10520104","1000000","401054661","5","10520103","3.8","401054681","1004110","1004107","401054671","401054701","0","238","1004108","39","0.06","1004106","39","1004207"
"710051","1","1004203","10530101","1004104","10530102","1004201","1","1004205","401054891","1.2","1","1.5","1.3","10530105","0","1004204","1053","1001301","1.2","10530104","1000000","401054861","1","10530103","1.4","401054881","1004105","1004102","401054871","401054901","0","239","1004103","1","0.03","1004101","1","1004202"
"710051","1","1004208","10530101","1004109","10530102","1004206","1","1004210","401054891","1.2","3","1.5","1.3","10530105","0","1004209","1053","1001303","1.2","10530104","1000000","401054861","1","10530103","1.4","401054881","1004110","1004107","401054871","401054901","0","240","1004108","2","0.03","1004106","2","1004207"
"710051","1","1004208","10530101","1004109","10530102","1004206","2","1004210","401054941","1.6","10","2","1.8","10530105","0","1004209","1053","1001303","1.6","10530104","1000000","401054911","2","10530103","1.9","401054931","1004110","1004107","401054921","401054951","0","241","1004108","4","0.06","1004106","4","1004207"
"710051","1","1004208","10530101","1004109","10530102","1004206","2","1004210","401054991","2","30","2.6","2.4","10530105","0","1004209","1053","1001303","2","10530104","1000000","401054961","3","10530103","2.4","401054981","1004110","1004107","401054971","401055001","0","242","1004108","11","0.06","1004106","11","1004207"
"710051","1","1004208","10530101","1004109","10530102","1004206","2","1004210","401055041","3.5","38","4","3.7","10530105","0","1004209","1053","1001303","3.5","10530104","1000000","401055011","4","10530103","3.8","401055031","1004110","1004107","401055021","401055051","0","243","1004108","31","0.06","1004106","31","1004207"
"710051","1","1004208","10530101","1004109","10530102","1004206","2","1004210","401055091","3.5","-1","4","3.7","10530105","0","1004209","1053","1001303","3.5","10530104","1000000","401055061","5","10530103","3.8","401055081","1004110","1004107","401055071","401055101","0","244","1004108","39","0.06","1004106","39","1004207"
"710061","1","1004203","10540101","1004104","10540102","1004201","1","1004205","401055291","1.2","1","1.5","1.3","10540105","0","1004204","1054","1001301","1.2","10540104","1000000","401055261","1","10540103","1.4","401055281","1004105","1004102","401055271","401055301","0","245","1004103","1","0.03","1004101","1","1004202"
"710061","1","1004208","10540101","1004109","10540102","1004206","1","1004210","401055291","1.2","3","1.5","1.3","10540105","0","1004209","1054","1001303","1.2","10540104","1000000","401055261","1","10540103","1.4","401055281","1004110","1004107","401055271","401055301","0","246","1004108","2","0.03","1004106","2","1004207"
"710061","1","1004208","10540101","1004109","10540102","1004206","2","1004210","401055341","1.6","10","2","1.8","10540105","0","1004209","1054","1001303","1.6","10540104","1000000","401055311","2","10540103","1.9","401055331","1004110","1004107","401055321","401055351","0","247","1004108","4","0.06","1004106","4","1004207"
"710061","1","1004208","10540101","1004109","10540102","1004206","2","1004210","401055391","2","30","2.6","2.4","10540105","0","1004209","1054","1001303","2","10540104","1000000","401055361","3","10540103","2.4","401055381","1004110","1004107","401055371","401055401","0","248","1004108","11","0.06","1004106","11","1004207"
"710061","1","1004208","10540101","1004109","10540102","1004206","2","1004210","401055441","3.5","38","4","3.7","10540105","0","1004209","1054","1001303","3.5","10540104","1000000","401055411","4","10540103","3.8","401055431","1004110","1004107","401055421","401055451","0","249","1004108","31","0.06","1004106","31","1004207"
"710061","1","1004208","10540101","1004109","10540102","1004206","2","1004210","401055491","3.5","-1","4","3.7","10540105","0","1004209","1054","1001303","3.5","10540104","1000000","401055461","5","10540103","3.8","401055481","1004110","1004107","401055471","401055501","0","250","1004108","39","0.06","1004106","39","1004207"
"710071","1","1004203","10550101","1004104","10550102","1004201","1","1004205","401055691","1.2","1","1.5","1.3","10550105","0","1004204","1055","1001301","1.2","10550104","1000000","401055661","1","10550103","1.4","401055681","1004105","1004102","401055671","401055701","0","251","1004103","1","0.03","1004101","1","1004202"
"710071","1","1004208","10550101","1004109","10550102","1004206","1","1004210","401055691","1.2","3","1.5","1.3","10550105","0","1004209","1055","1001303","1.2","10550104","1000000","401055661","1","10550103","1.4","401055681","1004110","1004107","401055671","401055701","0","252","1004108","2","0.03","1004106","2","1004207"
"710071","1","1004208","10550101","1004109","10550102","1004206","2","1004210","401055741","1.6","10","2","1.8","10550105","0","1004209","1055","1001303","1.6","10550104","1000000","401055711","2","10550103","1.9","401055731","1004110","1004107","401055721","401055751","0","253","1004108","4","0.06","1004106","4","1004207"
"710071","1","1004208","10550101","1004109","10550102","1004206","2","1004210","401055791","2","30","2.6","2.4","10550105","0","1004209","1055","1001303","2","10550104","1000000","401055761","3","10550103","2.4","401055781","1004110","1004107","401055771","401055801","0","254","1004108","11","0.06","1004106","11","1004207"
"710071","1","1004208","10550101","1004109","10550102","1004206","2","1004210","401055841","3.5","38","4","3.7","10550105","0","1004209","1055","1001303","3.5","10550104","1000000","401055811","4","10550103","3.8","401055831","1004110","1004107","401055821","401055851","0","255","1004108","31","0.06","1004106","31","1004207"
"710071","1","1004208","10550101","1004109","10550102","1004206","2","1004210","401055891","3.5","-1","4","3.7","10550105","0","1004209","1055","1001303","3.5","10550104","1000000","401055861","5","10550103","3.8","401055881","1004110","1004107","401055871","401055901","0","256","1004108","39","0.06","1004106","39","1004207"
"710081","1","1004203","10560101","1004104","10560102","1004201","1","1004205","401056091","1.2","1","1.5","1.3","10560105","0","1004204","1056","1001301","1.2","10560104","1000000","401056061","1","10560103","1.4","401056081","1004105","1004102","401056071","401056101","0","257","1004103","1","0.03","1004101","1","1004202"
"710081","1","1004208","10560101","1004109","10560102","1004206","1","1004210","401056091","1.2","3","1.5","1.3","10560105","0","1004209","1056","1001303","1.2","10560104","1000000","401056061","1","10560103","1.4","401056081","1004110","1004107","401056071","401056101","0","258","1004108","2","0.03","1004106","2","1004207"
"710081","1","1004208","10560101","1004109","10560102","1004206","2","1004210","401056141","1.6","10","2","1.8","10560105","0","1004209","1056","1001303","1.6","10560104","1000000","401056111","2","10560103","1.9","401056131","1004110","1004107","401056121","401056151","0","259","1004108","4","0.06","1004106","4","1004207"
