85cb96a6901df6d2eb541549dc6886c7764cff5d98ad0bda3f86186a85c271d1,0719f590a143c4b1a14f91d0ae3f07d678d6dca47057851e38a5fae787bb6182,2c48e4f2f577a756303fb20d25166f896ac671cd4ce26e3e918dd09f4821b146,ecfc4ee792f3394727d352b42a9e26864ae34f86757bb352470dc40241c10bc0,f88d380732f539b07b509d1297fe5d65742a785a61537667b8df2172568220f9,cd489ca648cc158f5752fb40bbc26b76a29a939c4976941858ae1b05df085baf,9d77a035d994c24a5551df97bfa8b798c2a530a1859560e0c5c0517d52ac3ca1,19df96b8b39147b1a9ebd6932ae96f20b05ac2973de7959d5ee5505a1a0f26f9,3083e436ae6bcea8a8798880f2b4f18b7e4aa612feeeac470ef147a4c59784ed,0b9abbfc1c8451a44df769a836e708c6abe3f182cf585025e5a2a4a80a029ca5,907d7dcb05593572af1c92858f6215e68d6b78a4c4d26d964ff988cb5336b6b0,53baebaacf290d4ce04036db073de48d0e6c74a06ee8fe1d4d334451f78ed802,8e5ccc036675e8ae43819e29e0d41055208e10e27e95945090f2bd5f4410f4e5,b8cc25159d2f0746053b89b0a13c50138e4d9d48e3d6a02a1c2e51d3bfccca82,34a160204778aee554a947da275fe76c62ad6bf68475b3b6f59e6e9c61068371,e3af80f6149fb7cae957a7410eb7b80085339b0b0f659ff035d4820c647962dc,62c512c7c4c2c88472aace1c3811b3000b00fad4d5cc647a3d9a6b467bff7f54,694b19d86a20348b1fbb67d87111a39be15b1769fc6192b1c67786c9f98644e9,c6e73c63bb4c4b74ef140c33a69f6f1797e1b532152081cc7acba9a9e91538ce,1670207dacddc1b96afe84cf45c6c41088661acd3fdefcf68338880a86e87372,6bb6157f9b8f5d5b951e8a9edf4046dfdb34daf408ed1ef98f46fa0b5a5ffb6e
"99","0","0","1","0","1","3","100","","0","0","3000","","3","0","1","0","0","90","217305204","2"
"99","1","0","720","217305302","1","3","23","","0","0","3000","","3","0","2","0","0","254700","217305301","2"
"99","0","0","1","0","1","3","100","","0","0","3000","","3","0","1","0","0","90","217305302","2"
"99","1","0","720","217305304","1","3","23","","0","0","3000","","3","0","2","0","0","256900","217305303","2"
"99","0","0","1","0","1","3","100","","0","0","3000","","3","0","1","0","0","90","217305304","2"
"99","1","0","720","217305306","1","3","23","","0","0","3000","","3","0","2","0","0","257400","217305305","2"
"99","0","0","1","0","1","3","100","","0","0","3000","","3","0","1","0","0","90","217305306","2"
"99","1","0","720","217305308","1","3","23","","0","0","3000","","3","0","2","0","0","257600","217305307","2"
"99","0","0","1","0","1","3","100","","0","0","3000","","3","0","1","0","0","90","217305308","2"
"99","2","0","21","0","1","3","10","","0","90","3000","","3","0","0","0","1","1","217305401","2"
"99","2","0","41","0","1","3","10","","0","90","3000","","3","0","0","0","1","1","217305402","2"
"99","0","0","5","7","1","3","33","","0","0","3000","","3","0","1","0","0","5","217305501","2"
"99","900","0","1","0","1","3","110","","-1","4","3000","","3","-1","90","0","200000","1","217305601","2"
"99","2","0","111","1","1","4","10","","0","90","3000","","3","0","0","0","0","1","217305701","1"
"99","2","0","121","1","1","4","10","","0","90","3000","","3","0","0","0","0","1","217305702","1"
"2","2","0","120","1","1","4","10","","0","90","3000","","4","0","0","0","0","2","217305703","1"
"99","900","0","1","0","1","3","110","","-1","5","3000","","3","-1","90","0","200000","3","217305801","2"
"99","0","0","3","0","1","3","72","","0","0","3000","","3","0","1","0","0","60","217305901","2"
"99","0","0","1","0","1","3","6","","0","0","3000","","3","0","100","0","0","90","217306101","2"
"99","0","0","2","0","1","3","6","","0","0","3000","","3","0","100","0","0","90","217306201","2"
"99","0","0","5","0","1","3","6","","0","0","3000","","3","0","100","0","0","90","217306301","2"
"99","0","0","3","0","1","3","6","","0","0","3000","","3","0","100","0","0","90","217306401","2"
"99","0","0","4","0","1","3","6","","0","0","3000","","3","0","100","0","0","90","217306501","2"
"99","0","0","6","0","1","3","6","","0","0","3000","","3","0","100","0","0","90","217306601","2"
"1","1","0","1020","0","1","3","10","","0","90","3000","","24","0","0","0","2","1","217306701","2"
"1","1","0","1040","0","1","3","10","","0","90","3000","","24","0","0","0","2","1","217306801","2"
"1","4","0","217306902","1","1","3","26","","0","0","3000","","7","0","1","0","0","-0.01","217306901","2"
"1","0","0","0","0","1","3","98","","0","0","3000","","24","0","90","0","0","0","217306902","2"
"99","2","0","21","0","1","3","10","","0","90","3000","","3","0","0","0","1","1","217315001","1"
"99","2","0","41","0","1","3","10","","0","90","3000","","3","0","0","0","1","1","217315002","1"
"99","0","0","0","0","1","3","98","","0","0","3000","","3","0","90","0","1","0","217316001","2"
"1","90","0","0","0","1","1","54","","0","0","0","","7","0","0","0","0","0","217400101","2"
"99","1","0","6151","0","1","6","23","","0","0","3000","","3","0","2","217400202","0","1","217400201","1"
"99","2","0","11","0","1","6","10","","0","90","3000","","3","0","5","0","0","0","217400202","1"
"99","2","0","31","0","1","6","10","","0","90","3000","","3","0","5","0","0","0","217400203","1"
"1","90","0","0","0","1","1","54","","0","0","0","","7","0","0","0","0","0","217500101","2"
"99","1","0","6151","0","1","6","23","","0","0","3000","","3","0","2","217500202","0","1","217500201","1"
"99","5","0","1","2","1","6","46","","0","0","3000","","3","0","0","100","0","0","217500202","1"
"99","3","0","6151","0","1","6","23","","0","0","3000","","3","0","4","217500204","0","1","217500203","1"
"99","0","0","950","217500205","1","6","23","","0","0","3000","","3","0","0","0","0","0","217500204","1"
"99","0","0","3","0","1","6","8","","0","0","3000","","3","0","0","0","0","1","217500205","1"
"99","1","0","6151","0","1","6","23","","0","0","3000","","3","0","2","217500302","0","1","217500301","1"
"99","3000","0","3","0","1","6","3","","0","0","3000","","3","0","0","0","0","3000","217500302","1"
"99","1","0","6151","0","1","6","23","","0","0","3000","","3","0","2","217500402","0","1","217500401","1"
"99","0.8","0","1","0","1","6","8","","0","0","3000","","3","0","0","0","0","90","217500402","1"
"99","2","0","11","0","1","6","10","","0","90","3000","","3","0","1","0","0","0","217500403","1"
"99","2","0","31","0","1","6","10","","0","90","3000","","3","0","1","0","0","0","217500404","1"
"1","0","0","5","0","1","9","8","","0","0","3000","","2","0","0","0","0","3","217601101","1"
"1","60","0","1","0","1","3","1","","0","0.0012","3000","","3","0","0.6","50","0","3.5","217601201","1"
"1","100","0","4","0","1","3","17","","0","0","0","","7","0","0","0","0","0","217601301","2"
"1","0","0","1","0","1","3","24","","0","0","0","","7","0","1","0","0","0","217601302","2"
"1","-500","0","7","0","1","3","2","","0","0","0","","7","0","0","0","0","1","217601303","2"
"99","200","0","3","0","1","1","3","","0","0","3000","","3","0","0","0","0","1000","217601304","1"
"1","100","0","4","0","1","3","17","","0","0","0","","7","0","0","0","0","0","217601401","2"
"1","0","0","1","0","1","3","24","","0","0","0","","7","0","1","0","0","0","217601402","2"
"1","-500","0","7","0","1","3","2","","0","0","0","","7","0","0","0","0","1","217601403","2"
"3","800","0","3","0","1","3","3","","0","0","3000","","3","0","0","0","0","1000","217700101","1"
"3","0.7","0","1","0","1","3","8","","0","0","3000","","3","0","0","0","0","12","217700102","1"
"1","0","0","1","0","1","2","7","","0","0","3000","","3","0","0","0","0","0","217700201","1"
"3","60","0","1","0","1","2","1","","0","0.0009","300","","1","0","0.6","50","0","3.5","217700202","1"
"3","1","0","21","1","1","2","10","","0","18","300","","1","0","0","0","0","0.06","217700203","1"
"1","1","0","20","1","1","3","10","","0","90","0","","7","0","100","0","0","0","217700204","2"
"1","60","0","1","0","1","3","1","","0","0.0012","3000","","3","0","0.6","50","0","3.5","217700301","1"
"1","50","0","1","0","1","1","1","","0","0.001","3000","","3","0","5","80","0","1","250100101","1"
"1","1","0","21","0","1","1","10","","0","5","3000","","3","0","10","0","0","0.1","250100102","1"
"1","1","0","41","0","1","1","10","","0","5","3000","","3","0","10","0","1","0.1","250100103","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","250200101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","250300101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","250400101","1"
"1","50","0","3","0","1","1","2","","0","0","3000","","4","0","0","0","0","0","250500101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","4","0","10","80","0","1","250500102","1"
"1","100","0","1","0","1","1","1","","0","0.002","100","","3","0","10","80","0","1","250500201","1"
"1","5.5","0","1","0","1","3","21","","0","0","0","","7","0","0","0","0","0","250600101","2"
"1","100","2","2","0","1","1","1","","0","0.002","3000","","4","0","10","80","0","1","250600201","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","250700101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","250800101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","250900101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","251000101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","251100101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","251200101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","251300101","1"
"1","50","0","1","0","1","1","1","","0","0.001","3000","","3","0","5","80","0","1","251400101","1"
"1","1","0","21","0","1","1","10","","0","5","3000","","3","0","10","0","0","0.1","251400102","1"
"2","25","0","2","0","1","1","1","","0","0.0005","3000","","3","0","2.5","80","0","1","251500101","1"
"2","20","0","2","0","1","1","9","","0","0","3000","","3","0","2","100","0","4.5","251500102","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","251600101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","251700101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","251800101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","251900101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","252000101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","252100101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","252200101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","252300101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","252400101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","252500101","1"
"1","100","0","2","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","252600101","1"
"1","100","0","2","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","252700101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","252800101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","252900101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","253000101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","253100101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","253200101","1"
"1","100","0","2","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","253300101","1"
"1","0.5","0","1","0","1","1","8","","0","0","3000","","3","0","0","0","0","6","253300102","1"
"1","50","0","1","0","1","1","1","","0","0.001","3000","","16","0","5","80","0","1","253400101","1"
"1","75","0","2","0","1","1","16","","0","0","3000","","16","0","0","0","0","0","253400102","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","253500101","1"
"99","1","0","21","0","1","3","10","","0","5","3000","","3","0","10","0","0","0.1","253500201","1"
"99","1","0","41","0","1","3","10","","0","5","3000","","3","0","10","0","0","0.1","253500202","1"
"1","50","0","1","0","1","1","1","","0","0.001","3000","","3","0","5","80","0","1","253600101","1"
"1","2","0","2","0","1","3","8","","0","0","0","","7","0","0","0","0","90","253600102","2"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","253700101","1"
"1","100","1","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","253800101","1"
"1","1","1","21","1","1","1","10","","0","5","3000","","3","0","10","0","0","0.1","253800102","1"
"1","50","0","1","0","1","1","1","","0","0.001","3000","","3","0","5","80","0","1","253900101","1"
"1","140","0","1","0","1","1","3","","0","450","3000","","3","0","0","0","0","1050","253900102","1"
"1","270","0","3","0","1","1","3","","0","0","3000","","3","0","0","0","0","525","253900103","1"
"1","100","1","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","254000101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","254100101","1"
"1","0","1","1","0","1","1","7","","0","0","3000","","4","0","0","0","0","0","254200101","1"
"99","100","0","1","0","1","2","1","","0","0.002","88","","3","0","10","80","0","1","254200102","1"
"1","0","1","1","0","1","1","7","","0","0","3000","","4","0","0","0","0","0","254300101","1"
"99","100","0","1","0","1","2","1","","0","0.002","88","","3","0","10","80","0","1","254300102","1"
"99","8","0","40","0","1","2","12","","0","0","88","","3","0","0","0","0","40","254300103","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","254400101","1"
"1","100","0","3","0","1","1","3","","0","0","3000","","3","0","0","0","0","500","254400102","1"
"1","100","1","2","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","254500101","1"
"1","25","1","2","0","1","1","1","","0","0.0005","3000","","3","0","2.5","80","0","1","254600101","1"
"1","20","1","2","0","1","1","9","","0","0","3000","","3","0","2","100","0","4.5","254600102","1"
"99","1","0","1","0","1","3","4","","0","1","3000","","3","0.002","100","0","0","10","254700101","2"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","254800101","1"
"1","25","0","1","0","1","1","1","","0","0.0005","3000","","3","0","2.5","80","0","1","254800201","1"
"1","20","0","1","0","1","1","9","","0","0","3000","","3","0","2","100","0","4.5","254800202","1"
"1","100","0","2","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","254900101","1"
"1","-100","0","1","0","1","1","2","","0","0","3000","","16","0","0","0","0","0","255000101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","16","0","10","80","0","1","255000102","1"
"1","100","0","2","0","1","1","16","","0","0","3000","","16","0","0","0","0","0","255000103","1"
"1","100","1","2","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","255100101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","255200101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","255300101","1"
"1","25","0","1","0","1","1","1","","0","0.0005","3000","","3","0","2.5","80","0","1","255400101","1"
"1","0.6","0","1","0","1","1","8","","0","0","3000","","3","0","0","0","0","8","255400102","1"
"1","10","0","1","0","1","1","9","","0","0","3000","","3","0","1","100","0","4.5","255400103","1"
"1","50","0","1","0","1","1","1","","0","0.001","3000","","12","0","5","80","0","1","255500101","1"
"1","0","0","950","255500103","1","1","23","","0","0","3000","","12","0","0","0","0","0","255500102","1"
"1","0","0","3","0","1","1","8","","0","0","3000","","12","0","0","0","0","1.5","255500103","1"
"1","50","1","1","0","1","1","1","","0","0.001","3000","","3","0","5","80","0","1","255600101","1"
"1","200","1","3","0","1","1","3","","0","0","3000","","3","0","0","0","0","670","255600102","1"
"1","2","1","101","1","1","1","10","","0","5","3000","","3","0","75","0","0","0","255600103","1"
"1","100","1","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","255600201","1"
"1","50","0","2","0","1","1","1","","0","0.001","3000","","6","0","5","80","0","1","255700101","1"
"1","0","0","5","0","1","1","8","","0","0","3000","","6","0","0","0","0","1","255700102","1"
"1","100","2","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","255800101","1"
"1","100","2","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","255900101","1"
"1","100","0","2","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","256000101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","256100101","1"
"2","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","256200101","1"
"1","100","0","2","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","256300101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","256400101","1"
"1","100","2","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","256500101","1"
"1","50","0","1","0","1","1","1","","0","0.001","3000","","16","0","5","80","0","1","256600101","1"
"1","1","0","31","0","1","1","10","","0","5","3000","","16","0","100","0","0","10","256600102","1"
"1","50","1","1","0","1","1","1","","0","0.001","3000","","4","0","5","80","0","1","256700101","1"
"1","0","1","7","0","1","1","8","","0","0","3000","","4","0","0","0","0","1","256700102","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","256800101","1"
"99","1","0","2","0","1","3","4","","0","1","3000","","3","0.002","100","0","0","10","256900101","2"
"1","0","2","1","0","1","1","7","","0","0","3000","","4","0","0","0","0","0","257000101","1"
"1","100","2","1","0","1","1","1","","0","0.002","3000","","4","0","10","80","0","1","257000102","1"
"1","0","2","1","0","1","1","7","","0","0","3000","","4","0","0","0","0","0","257100101","1"
"1","100","2","1","0","1","1","1","","0","0.002","3000","","4","0","10","80","0","1","257100102","1"
"1","25","0","1","0","1","1","1","","0","0.0005","3000","","3","0","2.5","80","0","1","257200101","1"
"1","20","0","1","0","1","1","9","","0","0","3000","","3","0","2","100","0","4.5","257200102","1"
"1","100","2","2","0","1","1","1","","0","0.002","3000","","4","0","10","80","0","1","257300101","1"
"99","1","0","2","0","1","3","4","","0","1","3000","","3","0.002","100","0","0","10","257400101","2"
"99","1","0","30","1","1","3","10","","0","12","3000","","3","0","100","0","1","10","257400201","2"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","4","0","10","80","0","1","257500101","1"
"99","1","0","2","0","1","3","4","","0","1","3000","","3","0.002","100","0","0","10","257600101","2"
"1","0","2","1","0","1","1","7","","0","0","3000","","4","0","0","0","0","0","257700101","1"
"99","100","0","1","0","1","2","1","","0","0.002","88","","3","0","10","80","0","1","257700102","1"
"1","0","1","1","0","1","1","7","","0","0","3000","","4","0","0","0","0","0","257800101","1"
"99","25","0","1","0","1","2","1","","0","0.0005","88","","3","0","2.5","80","0","1","257800102","1"
"99","20","0","1","0","1","2","9","","0","0","88","","3","0","2","100","0","4.5","257800103","1"
"1","0","1","1","0","1","1","7","","0","0","3000","","4","0","0","0","0","0","257900101","1"
"99","100","0","1","0","1","2","1","","0","0.002","88","","3","0","10","80","0","1","257900102","1"
"99","0","0","3","0","1","2","8","","0","0","88","","3","0","0","0","0","1","257900103","1"
"1","0","0","2","100000001","1","1","15","","1","0","-1","","7","1","0","1","-200","1","258000101","2"
"1","100","0","2","0","1","3","1","","0","0.002","3000","","3","0","10","80","0","1","258000201","1"
"1","100","1","2","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","258100101","1"
"1","0.6","1","1","0","1","1","8","","0","0","3000","","3","0","0","0","0","8","258100102","1"
"1","100","0","2","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","258200101","1"
"1","1","4","1","0","1","3","4","","0","1","3000","","3","0.002","100","0","0","10","258300101","2"
"1","1","4","2","0","1","3","4","","0","1","3000","","3","0.002","100","0","0","10","258400101","2"
"2","50","0","2","0","1","1","1","","0","0.001","3000","","3","0","5","80","0","1","258500101","1"
"2","1","0","11","1","1","1","10","","0","5","3000","","3","0","100","0","0","10","258500102","1"
"2","1","0","31","1","1","1","10","","0","5","3000","","3","0","100","0","0","10","258500103","1"
"1","50","1","2","0","1","1","1","","0","0.001","3000","","3","0","5","80","0","1","258600101","1"
"1","0","1","3","0","1","1","8","","0","0","3000","","3","0","0","0","0","1","258600102","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","4","0","10","80","0","1","258700101","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","4","0","10","80","0","1","258800101","1"
"1","0","2","1","0","1","1","7","","0","0","3000","","4","0","0","0","0","0","258900101","1"
"1","100","2","2","0","1","1","1","","0","0.002","3000","","4","0","10","80","0","1","258900102","1"
"2","50","1","2","0","1","1","1","","0","0.001","3000","","3","0","5","80","0","1","259000101","1"
"99","1","0","30","1","1","3","10","","0","12","3000","","3","0","100","0","1","10","259000201","2"
"1","25","1","1","0","1","1","1","","0","0.0005","3000","","3","0","2.5","80","0","1","259100101","1"
"1","20","1","1","0","1","1","9","","0","0","3000","","3","0","2","100","0","4.5","259100102","1"
"1","25","1","1","0","1","1","1","","0","0.0005","3000","","3","0","2.5","80","0","1","259200101","1"
"1","20","1","2","0","1","1","9","","0","0","3000","","3","0","2","100","0","4.5","259200102","1"
"1","0","1","1","0","1","1","7","","0","0","3000","","4","0","0","0","0","0","259300101","1"
"1","100","1","2","0","1","1","1","","0","0.002","3000","","4","0","10","80","0","1","259300102","1"
"1","100","0","1","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","259400101","1"
"2","100","0","2","0","1","1","1","","0","0.002","3000","","3","0","10","80","0","1","259500101","1"
"1","50","0","2","0","1","1","1","","0","0.001","3000","","6","0","5","80","0","1","259600101","1"
"1","1","0","11","1","1","1","10","","0","5","3000","","6","0","100","0","0","10","259600102","1"
"1","1","0","31","1","1","1","10","","0","5","3000","","6","0","100","0","0","10","259600103","1"
"1","7","0","300100102","1","1","3","26","","0","0","3000","","7","0","0.004","0","0","0","300100101","2"
"99","20","0","1","1","1","3","46","","0","0","3000","","3","0","0","100","0","0","300100102","1"
"1","2","0","10","1","1","3","10","","0","90","3000","","7","0","25","0","0","0","300100103","2"
"99","0","0","2","0","1","3","9","","0","0","3000","","3","0","1","100","0","3.5","300100104","1"
"1","0","0","1","0","1","3","1","","0","0.0075","3000","","3","0","125","50","0","0","300100201","1"
"1","2160","0","3","0","1","3","3","","0","0","3000","","3","0","0","0","0","3000","300100202","1"
"1","0","0","960","300100204","1","3","28","","0","0","3000","","3","0","0","0","0","0","300100203","1"
"1","2","0","10","1","1","3","10","","0","12","3000","","7","0","50","0","0","0","300100204","2"
"1","0","0","7","0","1","3","8","","0","0","3000","","3","0","0","0","0","3","300100205","1"
"99","60","0","2","0","1","6","1","","0","0.0006","3000","","3","0","0.6","50","0","1.5","300100301","1"
"99","2","0","111","1","1","6","10","","0","12","3000","","3","0","10","0","0","0","300100302","1"
"99","2","0","121","1","1","6","10","","0","12","3000","","3","0","10","0","0","0","300100303","1"
"1","0","0","1","0","1","3","1","","0","0.0075","3000","","3","0","125","50","0","0","300100401","1"
"1","100","0","7","0","1","3","17","","0","0","0","","7","0","0","0","0","90","300100501","2"
"1","100000","0","3","0","1","3","73","","0","0","0","","7","2000000","0","0","0","90","300100502","2"
"1","1","0","1020","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300100503","2"
"1","1","0","1040","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300100504","2"
"1","7","0","300101102","1","1","3","26","","0","0","3000","","7","0","0.004","0","0","0","300101101","2"
"99","20","0","1","1","1","3","46","","0","0","3000","","3","0","0","100","0","0","300101102","1"
"1","2","0","10","1","1","3","10","","0","90","3000","","7","0","25","0","0","0","300101103","2"
"99","0","0","2","0","1","3","9","","0","0","3000","","3","0","1","100","0","3.5","300101104","1"
"1","0","0","1","0","1","3","1","","0","0.0075","3000","","3","0","125","50","0","0","300101201","1"
"1","2160","0","3","0","1","3","3","","0","0","3000","","3","0","0","0","0","3000","300101202","1"
"1","0","0","960","300101204","1","3","28","","0","0","3000","","3","0","0","0","0","0","300101203","1"
"1","2","0","10","1","1","3","10","","0","12","3000","","7","0","50","0","0","0","300101204","2"
"1","0","0","7","0","1","3","8","","0","0","3000","","3","0","0","0","0","3","300101205","1"
"99","60","0","2","0","1","6","1","","0","0.0006","3000","","3","0","0.6","50","0","1.5","300101301","1"
"99","2","0","111","1","1","6","10","","0","12","3000","","3","0","10","0","0","0","300101302","1"
"99","2","0","121","1","1","6","10","","0","12","3000","","3","0","10","0","0","0","300101303","1"
"2","0","0","1","0","1","3","1","","0","0.0005","3000","","3","0","18","50","0","0","300101401","1"
"2","0","0","1","0","1","3","1","","0","0.0005","3000","","3","0","18","50","0","0","300101402","1"
"2","0","0","960","300101404","1","3","28","","0","0","3000","","3","0","0","0","0","0","300101403","1"
"1","2","0","10","1","1","3","10","","0","12","3000","","7","0","50","0","0","0","300101404","2"
"2","0","0","7","0","1","3","8","","0","0","3000","","3","0","0","0","0","1.5","300101405","1"
"1","0","0","1","0","1","3","1","","0","0.0075","3000","","3","0","125","50","0","0","300101501","1"
"1","100","0","7","0","1","3","17","","0","0","0","","7","0","0","0","0","90","300101601","2"
"1","100000","0","3","0","1","3","73","","0","0","0","","7","2000000","0","0","0","90","300101602","2"
"1","1","0","1020","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300101603","2"
"1","1","0","1040","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300101604","2"
"1","7","0","300102102","1","1","3","26","","0","0","3000","","7","0","0.004","0","0","0","300102101","2"
"99","20","0","1","1","1","3","46","","0","0","3000","","3","0","0","100","0","0","300102102","1"
"1","2","0","10","1","1","3","10","","0","90","3000","","7","0","25","0","0","0","300102103","2"
"99","0","0","2","0","1","3","9","","0","0","3000","","3","0","1","100","0","3.5","300102104","1"
"1","0","0","1","0","1","3","1","","0","0.0075","3000","","3","0","125","50","0","0","300102201","1"
"1","2160","0","3","0","1","3","3","","0","0","3000","","3","0","0","0","0","3000","300102202","1"
"1","0","0","970","300102204","1","3","28","","0","0","3000","","3","0","0","0","0","0","300102203","1"
"1","2","0","10","1","1","3","10","","0","12","3000","","7","0","50","0","0","0","300102204","2"
"1","0","0","7","0","1","3","8","","0","0","3000","","3","0","0","0","0","3","300102205","1"
"99","60","0","2","0","1","6","1","","0","0.0006","3000","","3","0","0.6","100","0","1.5","300102301","1"
"99","2","0","111","1","1","6","10","","0","18","3000","","3","0","1000","0","0","0","300102302","1"
"99","2","0","121","1","1","6","10","","0","18","3000","","3","0","1000","0","0","0","300102303","1"
"99","0","0","3","0","1","6","8","","0","0","3000","","3","0","0","0","0","1","300102304","1"
"2","0","0","1","0","1","3","1","","0","0.0005","3000","","3","0","18","50","0","0","300102401","1"
"2","0","0","1","0","1","3","1","","0","0.0005","3000","","3","0","18","50","0","0","300102402","1"
"2","0","0","970","300102404","1","3","28","","0","0","3000","","3","0","0","0","0","0","300102403","1"
"1","2","0","10","1","1","3","10","","0","12","3000","","7","0","50","0","0","0","300102404","2"
"2","0","0","7","0","1","3","8","","0","0","3000","","3","0","0","0","0","1.5","300102405","1"
"1","0","0","1","0","1","3","1","","0","0.0075","3000","","3","0","125","50","0","0","300102501","1"
"1","100","0","1","2","1","3","48","","0","0","3000","","7","12","0","0","0","0","300102601","2"
"99","2","0","10","1","1","3","10","","0","12","3000","","3","0","50","0","0","0","300102602","3"
"99","2","0","30","1","1","3","10","","0","12","3000","","3","0","50","0","0","0","300102603","3"
"99","2","0","21","1","1","3","10","","0","12","3000","","3","0","50","0","0","0","300102604","3"
"99","2","0","41","1","1","3","10","","0","12","3000","","3","0","50","0","0","0","300102605","3"
"99","1.5","0","2","0","1","3","8","","0","0","3000","","3","0","0","0","0","12","300102606","3"
"1","100","0","7","0","1","3","17","","0","0","0","","7","0","0","0","0","90","300102701","2"
"1","100000","0","3","0","1","3","73","","0","0","0","","7","2000000","0","0","0","90","300102702","2"
"1","1","0","1020","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300102703","2"
