5c1b05485e0815fd148b27970de119505dfba16e5c23c512298c93f086fafe1d,5baab8496a14171adc2a4d86afe82ed2c1972499464fda2eeab5d22cce970b60,519d00883834063354f68f387e17de2a91b30b6320ad6392156e01b27892ca98,a62ba4b997f27dd0143d60730a1bffe597327549f8fd91db91aa7bfa99c39dc1,030b1f65eed6dea8648ff04dfc18cb0227a20859d1a4d7b5bce931f96bfc283a,2a3c5b796391d31da848c0039bd8d25c35ab1b99793d60ac89db5f24075b6eab,f045942f9591b754a5614b0341b4192d3882146cf7f690dab7371c5618656be7,a5c5b6315d05bf025f110bd828ab660487014fdd6d29eb288f7f236fb89e18c4,2f64a4d80a2fe9e4e69bc43b80130734ce6a4dbff3eff16e8e28a286a1909529,be22df550a1a38a7fd164c33668120022a09de671c6e4f89669cf39ad2f8c2e9,b556e421d75ae0964fd606197b7365e54c456972edd6901b30f7865eb8aae021
"kururu_kurukuru_loop","0.2","3","0","","0","65083","kururu_kurukuru_in","5146065","130911","1"
"kururu_kurukuru_loopF","0.2","3","0","","0","65084","kururu_kurukuru_inF","5146065","97","1"
"kururu_kurukuru_loopB","0.2","3","0","","0","65085","kururu_kurukuru_inB","5146065","96","1"
"0","","21","0","","","65086","vo_apg_0511","5146065","vo_apg",""
"0","0","11","13","1.1","0","65087","庫露露咕嚕轉～♪","5146065","131011","0"
"","","91","","","","65088","","5146065","0",""
"0","","21","0","","","65089","vo_apg_0512","5146065","vo_apg",""
"0","0","11","10","1","0","65090","庫露露咕嚕轉～♪","5146065","130911","0"
"","","91","","","","65091","","5146065","0",""
"0","0","12","2","0","10","65092","6","5146065","131011","0"
"0","0","12","2","0","10","65093","7","5146065","130911","0"
"","0.2","3","1","","","65094","walk_normal","5146065","106011",""
"","0.2","3","1","","","65095","walk_normal","5146065","1060",""
"3.4","","2","-305","","","65096","-376","5146065","106011","0"
"3.4","","2","-305","","","65097","-376","5146065","1060","0"
"","","93","","","","65098","0","5146065","3.4",""
"0.6","","2","-305","","","65099","-446","5146065","106011","14"
"0.6","","2","-305","","","65100","-446","5146065","1060","14"
"","0","3","0","","","65101","kyaru_damage","5146065","106011",""
"","0","3","0","","","65102","kyaru_damage","5146065","1060",""
"","","93","","","","65103","0","5146065","0.8",""
"cool_talk_jitome","0.2","3","0","","0","65104","cool_in_jitome","5146065","106011","1"
"cool_talk_jitome","0.2","3","0","","0","65105","cool_in_jitome","5146065","1060","1"
"0","","21","0","","","65106","vo_apg_0513","5146065","vo_apg",""
"1","0","11","8","0","0","65107","妳們兩個在做什麼啊……","5146065","106011","1"
"","","91","","","","65108","","5146065","0",""
"","","101","","","","65109","","5146065","65110",""
"","","22","","","","65110","0.2","5146065","0",""
"-500","1.8","1","140","aoi_walk_fear","0","66001","104011","5146066","1","-278"
"30","1.8","5","141","idle_normal","0","66002","99","5146066","1","-262"
"290","1.8","1","100","idle_normal_noface","1","66003","130911","5146066","1","-278"
"290","1.8","5","101","idle_normal_kururu","1","66004","98","5146066","1","-278"
"","","13","","","","66005","201","5146066","104011",""
"","","13","","","","66006","200","5146066","130911",""
"0","0.85","5","15","idle","0","66007","8","5146066","8","-174"
"-119","1","5","210","empty","0","66008","20","5146066","20","-79"
"0","1","5","210","empty","0","66009","22","5146066","22","-194"
"0","1","31","0","","","66010","1","5146066","1","1"
"-57.7","0","31","0","","","66011","2","5146066","2","1"
"0","0","31","0","","","66012","13","5146066","13","1"
"-69","0","31","11","","","66013","19","5146066","19","1"
"0","1","31","0","","","66014","20","5146066","20","1"
"","","36","","","","66015","104011","5146066","20",""
"","","36","","","","66016","99","5146066","20",""
"","","36","","","","66017","20","5146066","20",""
"","","36","","","","66018","22","5146066","20",""
"","","91","","","","66019","0","5146066","0",""
"","","102","0","","","66020","0","5146066","0",""
"2.7","","2","-278","","","66021","-290","5146066","104011","0"
"","0.2","3","1","","","66022","aoi_walk_fear","5146066","104011",""
"","","93","","","","66023","0","5146066","2.7",""
"","0.2","3","1","","","66024","see_talk","5146066","104011",""
"0","","21","0","","","66025","vo_apg_0601","5146066","vo_apg",""
"1","0","11","9","0","0","66026","終於來到這裡了……\n大夢想樂園……\n獨自一人來「大夢樂」沒關係吧？\n說不定邊緣人會被抓住，強制驅離……","5146066","104011","1"
"","","91","","","","66027","","5146066","0",""
"","0.2","3","1","","","66028","see_idle","5146066","104011",""
"talk_normal","0.2","3","0","","0.2","66029","smile","5146066","130911","1"
"talk_normal","0.2","3","0","","0.2","66030","smile","5146066","98","1"
"0","","21","0","","","66031","vo_apg_0602","5146066","vo_apg",""
"1","0","11","7","0","0","66032","妳就是碧小姐吧～！？\n歡迎來到大夢想樂園♪\n今天就妳一位嗎？","5146066","130911","1"
"","","91","","","","66033","","5146066","0",""
"","0.2","3","1","","","66034","idle_normal_surprise","5146066","130911",""
"","0.2","3","1","","","66035","panic","5146066","104011",""
"0","","21","0","","","66036","vo_apg_0603","5146066","vo_apg",""
"1","0","11","12","0","0","66037","嗚呀喔喔喔喔！？\n對對對、對不起！\n邊緣人要強制驅離對吧！\n我現在馬上出去～！","5146066","104011","1"
"","","91","","","","66038","","5146066","0",""
"","0.2","3","1","","","66039","anger_talk_pain","5146066","130911",""
"","0.2","3","1","","","66040","anger_talk_pain","5146066","98",""
"0","","21","0","","","66041","vo_apg_0604","5146066","vo_apg",""
"1","0","11","7","0","0","66042","請等一下請等一下！\n強制驅離是指什麼什麼～！？\n我們不會做這種事的！","5146066","130911","1"
"","","91","","","","66043","","5146066","0",""
"","0.2","3","1","","","66044","idle_normal_dere","5146066","130911",""
"surprise_talk_search_dere","0","3","0","","0.1","66045","aoi_surprise_in","5146066","104011","1"
"0","","21","0","","","66046","vo_apg_0605","5146066","vo_apg",""
"1","0","11","8","0","0","66047","竟然，對邊緣人也如此溫柔……\n服務真是周到！\n那麼，在哪裡呢？\n邊緣人專用的遊樂設施？","5146066","104011","1"
"","","91","","","","66048","","5146066","0",""
"","0.2","3","1","","","66049","surprise_idle_dere","5146066","104011",""
"kururu_guid_talk","0.2","3","0","","0.2","66050","kururu_surprise_talk_long","5146066","130911","1"
"kururu_guid_talk","0.2","3","0","","0.2","66051","kururu_surprise_talk_long","5146066","98","1"
"0","","21","0","","","66052","vo_apg_0606","5146066","vo_apg",""
"1","0","11","8","0","0","66053","咦？\n我想想我想想，\n這座摩天輪如何呢？\n雖然不是邊緣人專用……","5146066","130911","1"
"","","91","","","","66054","","5146066","0",""
"","0.2","3","1","","","66055","idle_normal_noface","5146066","130911",""
"","0.2","3","1","","","66056","idle_normal_kururu","5146066","98",""
"guts2_talk_surprise2","0.2","3","0","","0","66057","guts2_in_surprise2","5146066","104011","1"
"0","","21","0","","","66058","vo_apg_0607","5146066","vo_apg",""
"1","0","11","9","0","0","66059","我、我要搭！\n收取邊緣人費用也無妨，\n請讓我搭──！","5146066","104011","1"
"","","91","","","","66060","","5146066","0",""
"","0.2","3","1","","","66061","guts2_idle_surprise2","5146066","104011",""
"","0.2","3","1","","","66062","joy_talk_dere","5146066","130911",""
"","0.2","3","1","","","66063","joy_talk","5146066","98",""
"0","","21","0","","","66064","vo_apg_0608","5146066","vo_apg",""
"1","0","11","8","0","0","66065","費用並不會有所改變……\n所以請妳搭到滿意為止♪","5146066","130911","1"
"","","91","","","","66066","","5146066","0",""
"","","22","","","","66067","0","5146066","0",""
"idle_normal_joy","0.4","3","0","","0.1","66068","hello","5146066","130911","1"
"","0.2","3","1","","","66069","walk_jog_dere","5146066","104011",""
"2","","2","-278","","","66070","-50","5146066","104011","0"
"","","93","","","","66071","0","5146066","1",""
"","","32","","","","66072","1","5146066","2",""
"","","93","","","","66073","0","5146066","1.5",""
"0","","2","-480","","","66074","0","5146066","104011","0"
"","0","3","1","","","66075","empty","5146066","104011",""
"","","37","","","","66076","scale15","5146066","20",""
"","","37","","","","66077","fade_out","5146066","2",""
"","","32","","","","66078","1","5146066","13",""
"","","93","","","","66079","0","5146066","2",""
"0","","21","0","","","66080","vo_apg_0609","5146066","vo_apg",""
"","0","3","0","","","66081","0609_in","5146066","22",""
"","","93","","","","66082","1","5146066","2.2",""
"","0","3","0","","","66083","0609_mid","5146066","22",""
"","","92","","","","66084","","5146066","",""
"","0","3","0","","","66085","0609_out","5146066","22",""
"","","93","","","","66086","0","5146066","0.2",""
"0","","2","-79","","","66087","-132","5146066","20","0"
"0","","21","0","","","66088","vo_apg_0610","5146066","vo_apg",""
"","0","3","0","","","66089","0610_in","5146066","22",""
"","","93","","","","66090","1","5146066","2.2",""
"","0","3","0","","","66091","0610_mid","5146066","22",""
"","","92","","","","66092","","5146066","",""
"","0","3","0","","","66093","0610_out","5146066","22",""
"","","93","","","","66094","0","5146066","0.2",""
"0","","21","0","","","66095","vo_apg_0611","5146066","vo_apg",""
"","0","3","0","","","66096","0611_in","5146066","22",""
"","","93","","","","66097","1","5146066","2.3",""
"","0","3","0","","","66098","0611_mid","5146066","22",""
"","","92","","","","66099","","5146066","",""
"","0","3","0","","","66100","0611_out","5146066","22",""
"","","93","","","","66101","0","5146066","0.2",""
"","","22","","","","66102","0","5146066","0",""
"","0","3","1","","","66103","empty","5146066","104011",""
"","","37","","","","66104","fade_in","5146066","2",""
"","","93","","","","66105","0","5146066","1",""
"","","32","","","","66106","0","5146066","13",""
"","","37","","","","66107","fade_out","5146066","2",""
"","0","3","1","","","66108","kururu_wish_talk_surprise_lookup","5146066","130911",""
"","","93","","","","66109","0","5146066","1",""
"kururu_surprise_talk_joy","0.2","3","0","","0.2","66110","kururu_wish_talk_surprise_lookup","5146066","130911","1"
"0","","21","0","","","66111","vo_apg_0612","5146066","vo_apg",""
"1","0","11","8","0","0","66112","妳覺得如何呢～？\n咦，要直接坐第二趟嗎？\n呵呵，她似乎非常喜歡的樣子，\n真令人高興♪","5146066","130911","1"
"","","91","","","","66113","","5146066","0",""
"","","22","","","","66114","0","5146066","0",""
"","","37","","","","66115","fade_in","5146066","2",""
"","","93","","","","66116","0","5146066","1",""
"","","37","","","","66117","scale1","5146066","20",""
"","","37","","","","66118","blackroom_in","5146066","2",""
"1.15","10","121","1.15","","","66119","20","5146066","0","9"
"0","","2","-248","","","66120","27","5146066","104011","0"
"0","","2","-248","","","66121","27","5146066","99","0"
"","0","3","1","","","66122","aoi_satori_in","5146066","104011",""
"","0","3","1","","","66123","aoi_satori_in","5146066","99",""
"","","93","","","","66124","0","5146066","0.5",""
"0","","21","0","","","66125","vo_apg_0613","5146066","vo_apg",""
"0","0","11","5","1","0","66126","呵呵……呵呵呵呵呵……\n啊啊，這就是開悟……！","5146066","104011","1"
"","","93","","","","66127","","5146066","3",""
"","","32","","","","66128","1","5146066","19",""
"","","23","0","","","66129","se_10055900_satori","5146066","se_10055900",""
"","","93","","","","66130","","5146066","0.5",""
"aoi_satori_loop","0.2","3","0","","0","66131","aoi_satori_mid","5146066","104011","1"
"aoi_satori_loop","0.2","3","0","","0","66132","aoi_satori_mid","5146066","99","1"
"","","93","","","","66133","0","5146066","4",""
"","","92","","","","66134","","5146066","",""
"","","101","","","","66135","","5146066","66136",""
"","","22","","","","66136","0.2","5146066","0",""
"-385","1.8","1","106","idle_normal","0","67001","106611","5146067","1","-288"
"-385","1.8","5","107","idle_normal","0","67002","1066","5146067","3","-288"
"-225","1.8","1","103","idle_normal","0","67003","106511","5146067","1","-278"
"-225","1.8","5","104","idle_normal","0","67004","1065","5146067","2","-278"
"290","1.8","1","100","idle_normal","1","67005","131011","5146067","1","-278"
"","","13","","","","67006","206","5146067","106611",""
"","","13","","","","67007","203","5146067","106511",""
"","","13","","","","67008","200","5146067","131011",""
"0","0.85","5","15","idle","0","67009","9","5146067","9","-174"
"-292","1","5","210","empty","0","67010","201","5146067","20","71"
"-61","1","5","210","empty","0","67011","202","5146067","20","71"
"126","1","5","210","empty","0","67012","22","5146067","22","-43"
"0","1","5","60","empty","0","67013","21","5146067","21","94"
"0","1","31","0","","","67014","1","5146067","1","1"
"-57.7","0","31","0","","","67015","2","5146067","2","1"
"0","0","31","0","","","67016","10","5146067","10","1"
"0","1","31","0","","","67017","20","5146067","20","1"
"","","36","","","","67018","106611","5146067","20",""
"","","36","","","","67019","106511","5146067","20",""
"","","36","","","","67020","201","5146067","20",""
"","","36","","","","67021","202","5146067","20",""
"","","36","","","","67022","22","5146067","20",""
"","","91","","","","67023","0","5146067","0",""
"","","102","0","","","67024","0","5146067","0",""
"","","93","","","","67025","0","5146067","1",""
"","0.2","3","1","","","67026","talk_normal_noface","5146067","106511",""
"","0.2","3","1","","","67027","talk_normal_kaya","5146067","1065",""
"0","","21","0","","","67028","vo_apg_0701","5146067","vo_apg",""
"1","0","11","9","0","0","67029","祈梨──\n接下來搭看看這個吧。","5146067","106511","1"
"","","91","","","","67030","","5146067","0",""
"","0.2","3","1","","","67031","idle_normal_look","5146067","106511",""
"","0.2","3","1","","","67032","idle_normal_look","5146067","1065",""
"cool_talk_sad","0.2","3","0","","0","67033","cool_in_sad","5146067","106611","1"
"cool_talk_sad","0.2","3","0","","0","67034","cool_in_sad","5146067","1066","1"
"0","","21","0","","","67035","vo_apg_0702","5146067","vo_apg",""
"1","0","11","6","0","0","67036","咖啡杯～？\n這好像太孩子氣了吧？","5146067","106611","1"
"","","91","","","","67037","","5146067","0",""
"","0.2","3","1","","","67038","cool_idle","5146067","106611",""
"","0.2","3","1","","","67039","cool_idle","5146067","1066",""
"","0.2","3","1","","","67040","idle_normal","5146067","106511",""
"","0.2","3","1","","","67041","idle_normal","5146067","1065",""
"","0.2","3","1","","","67042","joy_talk_normal","5146067","131011",""
"0","","21","0","","","67043","vo_apg_0703","5146067","vo_apg",""
"1","0","11","8","0","0","67044","這座遊樂設施很受歡迎哦。\n為了締造最高旋轉紀錄，\n大家很激烈地在競爭呢♪","5146067","131011","1"
"","","91","","","","67045","","5146067","0",""
"","0.2","3","1","","","67046","idle_normal","5146067","131011",""
"doya_talk_normal","0.2","3","0","","0","67047","doya_in_normal","5146067","106511","1"
"doya_talk_normal","0.2","3","0","","0","67048","doya_in_normal","5146067","1065","1"
"0","","21","0","","","67049","vo_apg_0704","5146067","vo_apg",""
"1","0","11","7","0","0","67050","哦，那麼我們就來改寫\n最高旋轉紀錄吧。\n真步小姐，要好好幫我們算喔！","5146067","106511","1"
"","","91","","","","67051","","5146067","0",""
"","0.2","3","1","","","67052","doya_idle_normal","5146067","106511",""
"","0.2","3","1","","","67053","doya_idle_normal","5146067","1065",""
"","0.2","3","1","","","67054","wish_talk_joy","5146067","131011",""
"0","","21","0","","","67055","vo_apg_0705","5146067","vo_apg",""
"1","0","11","8","0","0","67056","好的～♪\n包在人家身上～","5146067","131011","1"
"","","91","","","","67057","","5146067","0",""
"","","22","","","","67058","0","5146067","0",""
"idle_normal","0.4","3","0","","0.1","67059","hello","5146067","131011","1"
"","0.4","3","1","","","67060","walk_yareyare","5146067","106611",""
"","0.4","3","1","","","67061","walk_yareyare","5146067","1066",""
"","0.2","3","1","","","67062","walk_kyapi","5146067","106511",""
"","0.2","3","1","","","67063","walk_kyapi","5146067","1065",""
"2","","2","-288","","","67064","-194","5146067","106611","0"
"2","","2","-288","","","67065","-194","5146067","1066","0"
"2","","2","-278","","","67066","-34","5146067","106511","0"
"2","","2","-278","","","67067","-34","5146067","1065","0"
"","","93","","","","67068","0","5146067","1",""
"","","32","","","","67069","1","5146067","2",""
"","","93","","","","67070","0","5146067","1.5",""
"","","23","1","","","67071","se_10055900_coffee_01","5146067","se_10055900",""
"0","","2","-331","","","67072","-126","5146067","106611","0"
"0","","2","-331","","","67073","-126","5146067","1066","0"
"0","","2","-331","","","67074","126","5146067","106511","0"
"0","","2","-331","","","67075","126","5146067","1065","0"
"","","37","","","","67076","scale15","5146067","20",""
"0","","21","0","","","67077","vo_apg_0706","5146067","vo_apg",""
"","0","3","0","","","67078","0706_in","5146067","22",""
"","","93","","","","67079","1","5146067","3",""
"","0","3","0","","","67080","0706_mid","5146067","22",""
"","","92","","","","67081","","5146067","",""
"","0","3","0","","","67082","0706_out","5146067","22",""
"","","93","","","","67083","0","5146067","0.2",""
"0","","2","-43","","","67084","-126","5146067","22","0"
"0","","21","0","","","67085","vo_apg_0707","5146067","vo_apg",""
"","0","3","0","","","67086","0707_in","5146067","22",""
"","","93","","","","67087","1","5146067","3.7",""
"","0","3","0","","","67088","0707_mid","5146067","22",""
"","","92","","","","67089","","5146067","",""
"","0","3","0","","","67090","0707_out","5146067","22",""
"","","93","","","","67091","0","5146067","0.2",""
"","","93","","","","67092","0","5146067","0.1",""
"","","32","","","","67093","1","5146067","10",""
"","","37","","","","67094","horizontal","5146067","10",""
"","","24","","","","67095","0.3","5146067","se_10055900_coffee_01",""
"","","23","1","","","67096","se_10055900_coffee_02","5146067","se_10055900",""
"0","","2","-12","","","67097","179","5146067","202","0"
"","","37","","","","67098","scale1","5146067","20",""
"","","122","0.5","","","67099","30","5146067","30",""
"0","","21","0","","","67100","vo_apg_0708","5146067","vo_apg",""
"","0","3","0","","","67101","0708_in","5146067","202",""
"","","93","","","","67102","1","5146067","1.8",""
"","0","3","0","","","67103","0708_mid","5146067","202",""
"","","92","","","","67104","","5146067","",""
"","0","3","0","","","67105","0708_out","5146067","202",""
"","","93","","","","67106","0","5146067","0.2",""
"0","","2","71","","","67107","-237","5146067","201","0"
"","","37","","","","67108","scale15","5146067","20",""
"0","","21","0","","","67109","vo_apg_0709","5146067","vo_apg",""
"","0","3","0","","","67110","0709_in","5146067","22",""
"","","93","","","","67111","1","5146067","2.3",""
"","0","3","0","","","67112","0709_mid","5146067","22",""
"","","92","","","","67113","","5146067","",""
"","0","3","0","","","67114","0709_out","5146067","22",""
"","","93","","","","67115","0","5146067","0.2",""
"","","93","","","","67116","0","5146067","0.1",""
"","","37","","","","67117","scale1","5146067","20",""
"0","","2","-12","","","67118","0","5146067","202","0"
"","","122","0.5","","","67119","30","5146067","30",""
"0","","21","0","","","67120","vo_apg_0710","5146067","vo_apg",""
"","0","3","0","","","67121","0710_in","5146067","202",""
"","","93","","","","67122","1","5146067","2.2",""
"","0","3","0","","","67123","0710_mid","5146067","202",""
"","","92","","","","67124","","5146067","",""
"","0","3","0","","","67125","0710_out","5146067","202",""
"","","93","","","","67126","0","5146067","0.2",""
"","","22","","","","67127","0","5146067","0",""
"","0","3","0","","","67128","empty","5146067","202",""
"","","32","","","","67129","0","5146067","10",""
"","","93","","","","67130","0","5146067","1",""
"","","24","","","","67131","0.5","5146067","se_10055900_coffee_02",""
"","0","3","1","","","67132","see_guru","5146067","131011",""
"","0.2","3","1","","","67133","empty","5146067","106611",""
"","0.2","3","1","","","67134","empty","5146067","1066",""
"0","","2","-195","","","67135","-104","5146067","106611","0"
"0","","2","-195","","","67136","-104","5146067","1066","0"
"","","37","","","","67137","iris_out","5146067","2",""
"0","","2","-278","","","67138","-129","5146067","106511","0"
"0","","2","-278","","","67139","-129","5146067","1065","0"
"","0.2","3","1","","","67140","walk_normal_doya","5146067","106511",""
"","0.2","3","1","","","67141","walk_normal_doya","5146067","1065",""
"2","","2","-278","","","67142","-290","5146067","106511","0"
"2","","2","-278","","","67143","-290","5146067","1065","0"
"0","","2","21","","","67144","-290","5146067","202","0"
"","","4","","","","67145","1","5146067","106511",""
"","","4","","","","67146","1","5146067","1065",""
"","","93","","","","67147","0","5146067","2",""
"","","4","","","","67148","0","5146067","106511",""
"","","4","","","","67149","0","5146067","1065",""
"","0.2","3","1","","","67150","cool_idle_doya","5146067","106511",""
"","0.2","3","1","","","67151","cool_idle_doya","5146067","1065","0"
"","","93","","","","67152","0","5146067","0.2",""
"cool_talk_dere","0.2","3","0","","0","67153","cool_in_nobi","5146067","106511","1"
"cool_talk_dere","0.2","3","0","","0","67154","cool_in_nobi","5146067","1065","1"
"0","","21","0","","","67155","vo_apg_0711","5146067","vo_apg",""
"1","0","11","11","0","0","67156","呼……使出全力埋頭狂轉了呢……\n那麼，轉了幾次呢？","5146067","106511","1"
"","","91","","","","67157","","5146067","0",""
"","0.2","3","1","","","67158","cool_idle_doya","5146067","106511",""
"","0.2","3","1","","","67159","cool_idle_doya","5146067","1065",""
"0","","21","0","","","67160","vo_apg_0712","5146067","vo_apg",""
"1","0","11","10","0","0","67161","咕嚕咕嚕轉～\n看著妳們轉到人家也頭昏眼花了，\n根本不知道轉了幾次呀～","5146067","131011","1"
"","","91","","","","67162","","5146067","0",""
"idle_normal_shy","0.5","3","0","","0","67163","maho_idle_normal_in","5146067","131011","1"
"surprise_talk_search","0.2","3","0","","0.3","67164","cool_talk_surprise","5146067","106511","1"
"surprise_talk_search","0.2","3","0","","0.3","67165","cool_talk_surprise","5146067","1065","1"
"0","","21","0","","","67166","vo_apg_0713","5146067","vo_apg",""
"1","0","11","10","0","0","67167","這樣啊……\n我說，祈梨，妳有數……奇怪？\n話說回來，祈梨人去哪了？","5146067","106511","1"
"","","91","","","","67168","","5146067","0",""
"","0.3","3","1","","","67169","surprise_idle_talk1R","5146067","106511",""
"","0.3","3","1","","","67170","surprise_idle_talk1R","5146067","1065",""
"","0.2","3","1","","","67171","sad_talk","5146067","131011",""
"0","","21","0","","","67172","vo_apg_0714","5146067","vo_apg",""
"1","0","11","10","0","0","67173","祈梨小姐的話，\n她整個人飛到那裡去了……","5146067","131011","1"
"","","91","","","","67174","","5146067","0",""
"","0.2","3","1","","","67175","sad_idle_lookup","5146067","131011",""
"","0.2","3","1","","","67176","surprise_idle_noface_lookup","5146067","106511",""
"","0.2","3","1","","","67177","surprise_idle_kaya_lookup","5146067","1065",""
"coffee_1_loop","0","3","0","","0","67178","coffee_1_in","5146067","21","1"
"","","23","0","","","67179","se_10055900_photo","5146067","se_10055900",""
"","","93","","","","67180","0","5146067","0.5",""
"0","","2","0","","","67181","0","5146067","201","0"
"0","","21","0","","","67182","vo_apg_0715","5146067","vo_apg",""
"1","0","11","11","0","0","67183","嗚嗚……我已經不行了……\n嘉夜夜這個……笨蛋、肌肉、\n旋轉狂……呃啊！","5146067","106611","1"
"","","91","","","","67184","","5146067","0",""
"","0","3","0","","","67185","coffee_1_out","5146067","21",""
"","","23","0","","","67186","se_10055900_down","5146067","se_10055900",""
"","","93","","","","67187","0","5146067","0.7",""
"","0.2","3","1","","","67188","sad_idle_sad2_lookup","5146067","131011",""
"surprise3_loop_lookup","0.2","3","0","","0","67189","surprise3_in_lookup","5146067","106511","1"
"surprise3_loop_lookup","0.2","3","0","","0","67190","surprise3_in_lookup","5146067","1065","1"
"0","","21","0","","","67191","vo_apg_0716","5146067","vo_apg",""
"","","122","0.5","","","67192","30","5146067","30",""
"","0","3","0","","","67193","0716_in","5146067","202",""
"","","93","","","","67194","1","5146067","1.2",""
"","0","3","0","","","67195","0716_mid","5146067","202",""
"","","92","","","","67196","","5146067","",""
"","0","3","0","","","67197","0716_out","5146067","202",""
"","","91","","","","67198","","5146067","0",""
"","","101","","","","67199","","5146067","67200",""
"","","22","","","","67200","0.2","5146067","0",""
"-385","1.8","1","106","idle_normal_eating_noface","0","68001","105811","5146068","1","-288"
"-385","1.8","5","107","idle_normal_eating_peko","0","68002","1058","5146068","6","-288"
"-225","1.8","1","100","idle_normal","0","68003","106011","5146068","1","-278"
"-225","1.8","5","101","idle_normal","0","68004","1060","5146068","4","-278"
"225","1.8","1","103","idle_normal_noface","1","68005","130911","5146068","1","-278"
"225","1.8","5","104","idle_normal_kururu","1","68006","97","5146068","1","-278"
"","","13","","","","68007","206","5146068","105811",""
"","","13","","","","68008","200","5146068","106011",""
"","","13","","","","68009","203","5146068","130911",""
"0","0.85","5","15","idle","0","68010","9","5146068","9","-174"
"-132","1","5","210","empty","0","68011","20","5146068","20","71"
"0","1","5","60","empty","0","68012","21","5146068","21","153"
"0","1","31","0","","","68013","1","5146068","1","1"
"","","91","","","","68014","0","5146068","0",""
"","","102","0","","","68015","0","5146068","0",""
"","","93","","","","68016","0","5146068","1",""
"kururu_guid_talk","0.2","3","0","","0","68017","kururu_guid_in","5146068","130911","1"
"kururu_guid_talk","0.2","3","0","","0","68018","kururu_guid_in","5146068","97","1"
"0","","21","0","","","68019","vo_apg_0801","5146068","vo_apg",""
"1","0","11","10","0","0","68020","這邊的設施是咖啡杯♪\n只要轉動正中間的方向盤，\n咖啡杯就會轉呀轉轉起來……","5146068","130911","1"
"","","91","","","","68021","","5146068","0",""
"","0.2","3","1","","","68022","kururu_guid_idle","5146068","130911",""
"","0.2","3","1","","","68023","kururu_guid_idle","5146068","97",""
"coffee_3_loop","0","3","0","","0","68024","coffee_3_in","5146068","21","1"
"","","23","0","","","68025","se_10055900_photo","5146068","se_10055900",""
"peko_notice_idle","0.2","3","0","","0","68026","peko_notice_in","5146068","105811","1"
"peko_notice_idle","0.2","3","0","","0","68027","peko_notice_in","5146068","1058","1"
"","0.2","3","1","","","68028","cool_talk_surprise_lookup","5146068","106011",""
"","0.2","3","1","","","68029","cool_talk_surprise_lookup","5146068","1060",""
"0","","21","0","","","68030","vo_apg_0802","5146068","vo_apg",""
"1","0","11","8","0","0","68031","正中間根本沒有方向盤吧？","5146068","106011","1"
"","","91","","","","68032","","5146068","0",""
"","0.2","3","1","","","68033","cool_idle_talkR","5146068","106011",""
"","0.2","3","1","","","68034","cool_idle_talkR","5146068","1060",""
"anger_talk_surprise2_lookup","0.2","3","0","","0.2","68035","hawawa_lookup","5146068","130911","1"
"","0.2","3","1","","","68036","hawawa","5146068","97",""
"0","","21","0","","","68037","vo_apg_0803","5146068","vo_apg",""
"1","0","11","8","0","0","68038","咦！？怎麼會怎麼會……\n啊，真的真的沒有！？\n到底去哪了～！？","5146068","130911","1"
"","","91","","","","68039","","5146068","0",""
"","0","3","0","","","68040","coffee_3_out","5146068","21",""
"","0.2","3","1","","","68041","anger_idle_sad","5146068","130911",""
"","0.2","3","1","","","68042","sad_idle_noface","5146068","105811",""
"sad_idle_peko_loop","0.2","3","1","","0","68043","sad_idle_peko_in","5146068","1058","1"
"0","","21","0","","","68044","vo_apg_0804","5146068","vo_apg",""
"1","0","11","10","0","0","68045","…………","5146068","105811","1"
"","","91","","","","68046","","5146068","0",""
"","","4","","","","68047","1","5146068","106011",""
"","","4","","","","68048","1","5146068","1060",""
"","0.2","3","1","","","68049","idle_normal_surprise","5146068","130911",""
"","0.2","3","1","","","68050","shock_loop_doteyes","5146068","106011",""
"","0.2","3","1","","","68051","shock_loop_doteyes","5146068","1060",""
"peko_bowbowbow_loop","0.2","3","0","","0","68052","peko_bowbowbow_in","5146068","105811","1"
"peko_bowbowbow_loop","0.2","3","0","","0","68053","peko_bowbowbow_in","5146068","1058","1"
"0","","21","0","","","68054","vo_apg_0805","5146068","vo_apg",""
"1","0","11","7","0","0","68055","對不起～！！","5146068","105811","1"
"","","91","","","","68056","","5146068","0",""
"","0.2","3","1","","","68057","anger_talk_shy","5146068","106011",""
"","0.2","3","1","","","68058","anger_talk_shy","5146068","1060",""
"0","","21","0","","","68059","vo_apg_0806","5146068","vo_apg",""
"1","0","11","9","0","0","68060","妳吃掉了嗎！？\n妳在搞什麼啦～！？","5146068","106011","1"
"","","91","","","","68061","","5146068","0",""
"","0.2","3","1","","","68062","anger_idle_shy","5146068","106011",""
"","0.2","3","1","","","68063","anger_idle_shy","5146068","1060",""
"tahaha_talk","0.2","3","0","","0","68064","tahaha_in","5146068","105811","1"
"tahaha_talk","0.2","3","0","","0","68065","tahaha_in","5146068","1058","1"
"0","","21","0","","","68066","vo_apg_0807","5146068","vo_apg",""
"1","0","11","7","0","0","68067","我沒想到那是方向盤……\n以為是園方準備了\n做為點心的甜甜圈，\n就美味地享用了……","5146068","105811","1"
"","","91","","","","68068","","5146068","0",""
"","0.2","3","1","","","68069","tahaha_idle","5146068","105811",""
"","0.2","3","1","","","68070","tahaha_idle","5146068","1058",""
