5c9d13d480000ad7a9723e1d4fbc30bd9942b535aef04ba6474bef7512489c92,9f558765769c1427b4a5390c9339f786fe5bb8e87d0c69e03b8c48a26b41f4a4,346d8babeed70fd1f51389104c812be8311d9d177867fa06fe67c7187cb15c65,6a383bb64754efdff3b45dd7826e3f61ea02ac5fe05504b63303b1dee22a0603,5b2675df6ec8327e9744dbc737ed352b0bf6ff7e899fe918a53dc39115c349b6
"11018011","101411","11018","法艾頓草原‧北部 18-11","101180502"
"11018012","100021","11018","法艾頓草原‧北部 18-12","101180502"
"11018013","101411","11018","法艾頓草原‧北部 18-13","101180502"
"11018014","101421","11018","法艾頓草原‧北部 18-14","101180502"
"11019001","100031","11019","法艾頓草原‧南部 19-1","101190506"
"11019002","100031","11019","法艾頓草原‧南部 19-2","101190506"
"11019003","100201","11019","法艾頓草原‧南部 19-3","101190506"
"11019004","100201","11019","法艾頓草原‧南部 19-4","101190506"
"11019005","100031","11019","法艾頓草原‧南部 19-5","101190506"
"11019006","101381","11019","法艾頓草原‧南部 19-6","101190506"
"11019007","100021","11019","法艾頓草原‧南部 19-7","101190506"
"11019008","100021","11019","法艾頓草原‧南部 19-8","101190506"
"11019009","101411","11019","法艾頓草原‧南部 19-9","101190506"
"11019010","100031","11019","法艾頓草原‧南部 19-10","101190506"
"11019011","101411","11019","法艾頓草原‧南部 19-11","101190506"
"11019012","100021","11019","法艾頓草原‧南部 19-12","101190506"
"11019013","101411","11019","法艾頓草原‧南部 19-13","101190506"
"11019014","101421","11019","法艾頓草原‧南部 19-14","101190506"
"11020001","101411","11020","卡斯塔利亞樹林‧西部 20-1","101200501"
"11020002","101411","11020","卡斯塔利亞樹林‧西部 20-2","101200501"
"11020003","101411","11020","卡斯塔利亞樹林‧西部 20-3","101200501"
"11020004","101381","11020","卡斯塔利亞樹林‧西部 20-4","101200501"
"11020005","101381","11020","卡斯塔利亞樹林‧西部 20-5","101200501"
"11020006","100021","11020","卡斯塔利亞樹林‧西部 20-6","101200501"
"11020007","100021","11020","卡斯塔利亞樹林‧西部 20-7","101200501"
"11020008","100031","11020","卡斯塔利亞樹林‧西部 20-8","101200501"
"11020009","100031","11020","卡斯塔利亞樹林‧西部 20-9","101200501"
"11020010","100051","11020","卡斯塔利亞樹林‧西部 20-10","101200501"
"11020011","100051","11020","卡斯塔利亞樹林‧西部 20-11","101200501"
"11020012","100011","11020","卡斯塔利亞樹林‧西部 20-12","101200501"
"11020013","100011","11020","卡斯塔利亞樹林‧西部 20-13","101200501"
"11020014","100351","11020","卡斯塔利亞樹林‧西部 20-14","101200501"
"11021001","101411","11021","卡斯塔利亞樹林‧東部 21-1","101210502"
"11021002","101411","11021","卡斯塔利亞樹林‧東部 21-2","101210502"
"11021003","100021","11021","卡斯塔利亞樹林‧東部 21-3","101210502"
"11021004","100021","11021","卡斯塔利亞樹林‧東部 21-4","101210502"
"11021005","101381","11021","卡斯塔利亞樹林‧東部 21-5","101210502"
"11021006","100021","11021","卡斯塔利亞樹林‧東部 21-6","101210502"
"11021007","100031","11021","卡斯塔利亞樹林‧東部 21-7","101210502"
"11021008","100051","11021","卡斯塔利亞樹林‧東部 21-8","101210502"
"11021009","100031","11021","卡斯塔利亞樹林‧東部 21-9","101210502"
"11021010","100051","11021","卡斯塔利亞樹林‧東部 21-10","101210502"
"11021011","100021","11021","卡斯塔利亞樹林‧東部 21-11","101210502"
"11021012","100031","11021","卡斯塔利亞樹林‧東部 21-12","101210502"
"11021013","100051","11021","卡斯塔利亞樹林‧東部 21-13","101210502"
"11021014","100351","11021","卡斯塔利亞樹林‧東部 21-14","101210502"
"11022001","101411","11022","馬提爾德岩峰‧南部 22-1","101220603"
"11022002","101411","11022","馬提爾德岩峰‧南部 22-2","101220603"
"11022003","101411","11022","馬提爾德岩峰‧南部 22-3","101220603"
"11022004","100011","11022","馬提爾德岩峰‧南部 22-4","101220603"
"11022005","100011","11022","馬提爾德岩峰‧南部 22-5","101220603"
"11022006","101621","11022","馬提爾德岩峰‧南部 22-6","101220603"
"11022007","101621","11022","馬提爾德岩峰‧南部 22-7","101220603"
"11022008","101621","11022","馬提爾德岩峰‧南部 22-8","101220603"
"11022009","101621","11022","馬提爾德岩峰‧南部 22-9","101220603"
"11022010","100011","11022","馬提爾德岩峰‧南部 22-10","101220603"
"11022011","100011","11022","馬提爾德岩峰‧南部 22-11","101220603"
"11022012","100011","11022","馬提爾德岩峰‧南部 22-12","101220603"
"11022013","101621","11022","馬提爾德岩峰‧南部 22-13","101220603"
"11022014","101631","11022","馬提爾德岩峰‧南部 22-14","101220603"
"11023001","100101","11023","馬提爾德岩峰‧北部 23-1","101230609"
"11023002","100031","11023","馬提爾德岩峰‧北部 23-2","101230609"
"11023003","100101","11023","馬提爾德岩峰‧北部 23-3","101230609"
"11023004","101671","11023","馬提爾德岩峰‧北部 23-4","101230609"
"11023005","101671","11023","馬提爾德岩峰‧北部 23-5","101230609"
"11023006","100011","11023","馬提爾德岩峰‧北部 23-6","101230609"
"11023007","101621","11023","馬提爾德岩峰‧北部 23-7","101230609"
"11023008","101621","11023","馬提爾德岩峰‧北部 23-8","101230609"
"11023009","101621","11023","馬提爾德岩峰‧北部 23-9","101230609"
"11023010","101671","11023","馬提爾德岩峰‧北部 23-10","101230609"
"11023011","100011","11023","馬提爾德岩峰‧北部 23-11","101230609"
"11023012","100011","11023","馬提爾德岩峰‧北部 23-12","101230609"
"11023013","101671","11023","馬提爾德岩峰‧北部 23-13","101230609"
"11023014","101631","11023","馬提爾德岩峰‧北部 23-14","101230609"
"11024001","101621","11024","雷蒂烏斯群峰‧西麓 24-1","101241405"
"11024002","100101","11024","雷蒂烏斯群峰‧西麓 24-2","101241405"
"11024003","101621","11024","雷蒂烏斯群峰‧西麓 24-3","101241405"
"11024004","101671","11024","雷蒂烏斯群峰‧西麓 24-4","101241405"
"11024005","100031","11024","雷蒂烏斯群峰‧西麓 24-5","101241405"
"11024006","100031","11024","雷蒂烏斯群峰‧西麓 24-6","101241405"
"11024007","101781","11024","雷蒂烏斯群峰‧西麓 24-7","101241405"
"11024008","101781","11024","雷蒂烏斯群峰‧西麓 24-8","101241405"
"11024009","101671","11024","雷蒂烏斯群峰‧西麓 24-9","101241405"
"11024010","101671","11024","雷蒂烏斯群峰‧西麓 24-10","101241405"
"11024011","101621","11024","雷蒂烏斯群峰‧西麓 24-11","101241405"
"11024012","101781","11024","雷蒂烏斯群峰‧西麓 24-12","101241405"
"11024013","101781","11024","雷蒂烏斯群峰‧西麓 24-13","101241405"
"11024014","101791","11024","雷蒂烏斯群峰‧西麓 24-14","101241405"
"11025001","101621","11025","雷蒂烏斯群峰‧東麓 25-1","101241405"
"11025002","100101","11025","雷蒂烏斯群峰‧東麓 25-2","101241405"
"11025003","100031","11025","雷蒂烏斯群峰‧東麓 25-3","101241405"
"11025004","101671","11025","雷蒂烏斯群峰‧東麓 25-4","101241405"
"11025005","101621","11025","雷蒂烏斯群峰‧東麓 25-5","101241405"
"11025006","100031","11025","雷蒂烏斯群峰‧東麓 25-6","101241405"
"11025007","101781","11025","雷蒂烏斯群峰‧東麓 25-7","101241405"
"11025008","101621","11025","雷蒂烏斯群峰‧東麓 25-8","101241405"
"11025009","101671","11025","雷蒂烏斯群峰‧東麓 25-9","101241405"
"11025010","101671","11025","雷蒂烏斯群峰‧東麓 25-10","101241405"
"11025011","101781","11025","雷蒂烏斯群峰‧東麓 25-11","101241405"
"11025012","101781","11025","雷蒂烏斯群峰‧東麓 25-12","101241405"
"11025013","101781","11025","雷蒂烏斯群峰‧東麓 25-13","101241405"
"11025014","101791","11025","雷蒂烏斯群峰‧東麓 25-14","101241405"
"11026001","100021","11026","佩特羅大森林‧西部 26-1","101260605"
"11026002","100021","11026","佩特羅大森林‧西部 26-2","101260605"
"11026003","100021","11026","佩特羅大森林‧西部 26-3","101260605"
"11026004","100031","11026","佩特羅大森林‧西部 26-4","101260605"
"11026005","101621","11026","佩特羅大森林‧西部 26-5","101260605"
"11026006","101821","11026","佩特羅大森林‧西部 26-6","101260605"
"11026007","101821","11026","佩特羅大森林‧西部 26-7","101260605"
"11026008","101821","11026","佩特羅大森林‧西部 26-8","101260605"
"11026009","101621","11026","佩特羅大森林‧西部 26-9","101260605"
"11026010","101671","11026","佩特羅大森林‧西部 26-10","101260605"
"11026011","100171","11026","佩特羅大森林‧西部 26-11","101260605"
"11026012","101781","11026","佩特羅大森林‧西部 26-12","101260605"
"11026013","101821","11026","佩特羅大森林‧西部 26-13","101260605"
"11026014","101831","11026","佩特羅大森林‧西部 26-14","101260605"
"11027001","100021","11027","佩特羅大森林‧東部 27-1","101270705"
"11027002","100021","11027","佩特羅大森林‧東部 27-2","101270705"
"11027003","101821","11027","佩特羅大森林‧東部 27-3","101270705"
"11027004","101821","11027","佩特羅大森林‧東部 27-4","101270705"
"11027005","100021","11027","佩特羅大森林‧東部 27-5","101270705"
"11027006","101671","11027","佩特羅大森林‧東部 27-6","101270705"
"11027007","101821","11027","佩特羅大森林‧東部 27-7","101270705"
"11027008","101821","11027","佩特羅大森林‧東部 27-8","101270705"
"11027009","100031","11027","佩特羅大森林‧東部 27-9","101270705"
"11027010","100031","11027","佩特羅大森林‧東部 27-10","101270705"
"11027011","100021","11027","佩特羅大森林‧東部 27-11","101270705"
"11027012","101621","11027","佩特羅大森林‧東部 27-12","101270705"
"11027013","101821","11027","佩特羅大森林‧東部 27-13","101270705"
"11027014","101831","11027","佩特羅大森林‧東部 27-14","101270705"
"11028001","100031","11028","迪茲塔爾河蝕岸‧北部 28-1","101280606"
"11028002","100031","11028","迪茲塔爾河蝕岸‧北部 28-2","101280606"
"11028003","101671","11028","迪茲塔爾河蝕岸‧北部 28-3","101280606"
"11028004","101671","11028","迪茲塔爾河蝕岸‧北部 28-4","101280606"
"11028005","100021","11028","迪茲塔爾河蝕岸‧北部 28-5","101280606"
"11028006","101621","11028","迪茲塔爾河蝕岸‧北部 28-6","101280606"
"11028007","101621","11028","迪茲塔爾河蝕岸‧北部 28-7","101280606"
"11028008","100021","11028","迪茲塔爾河蝕岸‧北部 28-8","101280606"
"11028009","101821","11028","迪茲塔爾河蝕岸‧北部 28-9","101280606"
"11028010","101821","11028","迪茲塔爾河蝕岸‧北部 28-10","101280606"
"11028011","100021","11028","迪茲塔爾河蝕岸‧北部 28-11","101280606"
"11028012","100031","11028","迪茲塔爾河蝕岸‧北部 28-12","101280606"
"11028013","102021","11028","迪茲塔爾河蝕岸‧北部 28-13","101280606"
"11028014","102031","11028","迪茲塔爾河蝕岸‧北部 28-14","101280606"
"11029001","100021","11029","迪茲塔爾河蝕岸‧南部 29-1","101290706"
"11029002","102021","11029","迪茲塔爾河蝕岸‧南部 29-2","101290706"
"11029003","102021","11029","迪茲塔爾河蝕岸‧南部 29-3","101290706"
"11029004","100021","11029","迪茲塔爾河蝕岸‧南部 29-4","101290706"
"11029005","100021","11029","迪茲塔爾河蝕岸‧南部 29-5","101290706"
"11029006","101621","11029","迪茲塔爾河蝕岸‧南部 29-6","101290706"
"11029007","100021","11029","迪茲塔爾河蝕岸‧南部 29-7","101290706"
"11029008","101621","11029","迪茲塔爾河蝕岸‧南部 29-8","101290706"
"11029009","100031","11029","迪茲塔爾河蝕岸‧南部 29-9","101290706"
"11029010","101671","11029","迪茲塔爾河蝕岸‧南部 29-10","101290706"
"11029011","100031","11029","迪茲塔爾河蝕岸‧南部 29-11","101290706"
"11029012","101671","11029","迪茲塔爾河蝕岸‧南部 29-12","101290706"
"11029013","100031","11029","迪茲塔爾河蝕岸‧南部 29-13","101290706"
"11029014","102031","11029","迪茲塔爾河蝕岸‧南部 29-14","101290706"
"11030001","102021","11030","弗泰拉斷崖‧北部 30-1","101300405"
"11030002","101381","11030","弗泰拉斷崖‧北部 30-2","101300405"
"11030003","101821","11030","弗泰拉斷崖‧北部 30-3","101300405"
"11030004","102021","11030","弗泰拉斷崖‧北部 30-4","101300405"
"11030005","101621","11030","弗泰拉斷崖‧北部 30-5","101300405"
"11030006","100011","11030","弗泰拉斷崖‧北部 30-6","101300405"
"11030007","101671","11030","弗泰拉斷崖‧北部 30-7","101300405"
"11030008","101621","11030","弗泰拉斷崖‧北部 30-8","101300405"
"11030009","100051","11030","弗泰拉斷崖‧北部 30-9","101300405"
"11030010","102181","11030","弗泰拉斷崖‧北部 30-10","101300405"
"11030011","101821","11030","弗泰拉斷崖‧北部 30-11","101300405"
"11030012","101821","11030","弗泰拉斷崖‧北部 30-12","101300405"
"11030013","100031","11030","弗泰拉斷崖‧北部 30-13","101300405"
"11030014","102191","11030","弗泰拉斷崖‧北部 30-14","101300405"
"11031001","100201","11031","弗泰拉斷崖‧南部 31-1","101310505"
"11031002","100201","11031","弗泰拉斷崖‧南部 31-2","101310505"
"11031003","101671","11031","弗泰拉斷崖‧南部 31-3","101310505"
"11031004","101621","11031","弗泰拉斷崖‧南部 31-4","101310505"
"11031005","100031","11031","弗泰拉斷崖‧南部 31-5","101310505"
"11031006","101671","11031","弗泰拉斷崖‧南部 31-6","101310505"
"11031007","100031","11031","弗泰拉斷崖‧南部 31-7","101310505"
"11031008","101381","11031","弗泰拉斷崖‧南部 31-8","101310505"
"11031009","101621","11031","弗泰拉斷崖‧南部 31-9","101310505"
"11031010","100201","11031","弗泰拉斷崖‧南部 31-10","101310505"
"11031011","102181","11031","弗泰拉斷崖‧南部 31-11","101310505"
"11031012","100051","11031","弗泰拉斷崖‧南部 31-12","101310505"
"11031013","100051","11031","弗泰拉斷崖‧南部 31-13","101310505"
"11031014","102191","11031","弗泰拉斷崖‧南部 31-14","101310505"
"11032001","101381","11032","法斯奇亞森林‧南部 32-1","101320502"
"11032002","101411","11032","法斯奇亞森林‧南部 32-2","101320502"
"11032003","100011","11032","法斯奇亞森林‧南部 32-3","101320502"
"11032004","102021","11032","法斯奇亞森林‧南部 32-4","101320502"
"11032005","101671","11032","法斯奇亞森林‧南部 32-5","101320502"
"11032006","100031","11032","法斯奇亞森林‧南部 32-6","101320502"
"11032007","101821","11032","法斯奇亞森林‧南部 32-7","101320502"
"11032008","100011","11032","法斯奇亞森林‧南部 32-8","101320502"
"11032009","100021","11032","法斯奇亞森林‧南部 32-9","101320502"
"11032010","101621","11032","法斯奇亞森林‧南部 32-10","101320502"
"11032011","101621","11032","法斯奇亞森林‧南部 32-11","101320502"
"11032012","102091","11032","法斯奇亞森林‧南部 32-12","101320502"
"11032013","102091","11032","法斯奇亞森林‧南部 32-13","101320502"
"11032014","102101","11032","法斯奇亞森林‧南部 32-14","101320502"
"11033001","100011","11033","法斯奇亞森林‧東部 33-1","101320502"
"11033002","102021","11033","法斯奇亞森林‧東部 33-2","101320502"
"11033003","102021","11033","法斯奇亞森林‧東部 33-3","101320502"
"11033004","100011","11033","法斯奇亞森林‧東部 33-4","101320502"
"11033005","101821","11033","法斯奇亞森林‧東部 33-5","101320502"
"11033006","100011","11033","法斯奇亞森林‧東部 33-6","101320502"
"11033007","100051","11033","法斯奇亞森林‧東部 33-7","101320502"
"11033008","100051","11033","法斯奇亞森林‧東部 33-8","101320502"
"11033009","100011","11033","法斯奇亞森林‧東部 33-9","101320502"
"11033010","102091","11033","法斯奇亞森林‧東部 33-10","101320502"
"11033011","101621","11033","法斯奇亞森林‧東部 33-11","101320502"
"11033012","102091","11033","法斯奇亞森林‧東部 33-12","101320502"
"11033013","101621","11033","法斯奇亞森林‧東部 33-13","101320502"
"11033014","102101","11033","法斯奇亞森林‧東部 33-14","101320502"
"11034001","100051","11034","迪克斯提亞岩崖‧西壁 34-1","101320502"
"11034002","100051","11034","迪克斯提亞岩崖‧西壁 34-2","101320502"
"11034003","101621","11034","迪克斯提亞岩崖‧西壁 34-3","101320502"
"11034004","101621","11034","迪克斯提亞岩崖‧西壁 34-4","101320502"
"11034005","101821","11034","迪克斯提亞岩崖‧西壁 34-5","101320502"
"11034006","101821","11034","迪克斯提亞岩崖‧西壁 34-6","101320502"
"11034007","102021","11034","迪克斯提亞岩崖‧西壁 34-7","101320502"
"11034008","100011","11034","迪克斯提亞岩崖‧西壁 34-8","101320502"
"11034009","100011","11034","迪克斯提亞岩崖‧西壁 34-9","101320502"
"11034010","101621","11034","迪克斯提亞岩崖‧西壁 34-10","101320502"
"11034011","100011","11034","迪克斯提亞岩崖‧西壁 34-11","101320502"
"11034012","100011","11034","迪克斯提亞岩崖‧西壁 34-12","101320502"
"11034013","101621","11034","迪克斯提亞岩崖‧西壁 34-13","101320502"
"11034014","100011","11034","迪克斯提亞岩崖‧西壁 34-14","101320502"
"11035001","100011","11035","迪克斯提亞岩崖‧東壁 35-1","101320502"
"11035002","101621","11035","迪克斯提亞岩崖‧東壁 35-2","101320502"
"11035003","101621","11035","迪克斯提亞岩崖‧東壁 35-3","101320502"
"11035004","100011","11035","迪克斯提亞岩崖‧東壁 35-4","101320502"
"11035005","100011","11035","迪克斯提亞岩崖‧東壁 35-5","101320502"
"11035006","101621","11035","迪克斯提亞岩崖‧東壁 35-6","101320502"
"11035007","100011","11035","迪克斯提亞岩崖‧東壁 35-7","101320502"
"11035008","100051","11035","迪克斯提亞岩崖‧東壁 35-8","101320502"
"11035009","100051","11035","迪克斯提亞岩崖‧東壁 35-9","101320502"
"11035010","101621","11035","迪克斯提亞岩崖‧東壁 35-10","101320502"
"11035011","101821","11035","迪克斯提亞岩崖‧東壁 35-11","101320502"
"11035012","100011","11035","迪克斯提亞岩崖‧東壁 35-12","101320502"
"11035013","101621","11035","迪克斯提亞岩崖‧東壁 35-13","101320502"
"11035014","100351","11035","迪克斯提亞岩崖‧東壁 35-14","101320502"
"11036001","101821","11036","維娜湖畔道‧南部 36-1","101320502"
"11036002","101821","11036","維娜湖畔道‧南部 36-2","101320502"
"11036003","100011","11036","維娜湖畔道‧南部 36-3","101320502"
"11036004","102021","11036","維娜湖畔道‧南部 36-4","101320502"
"11036005","102021","11036","維娜湖畔道‧南部 36-5","101320502"
"11036006","100051","11036","維娜湖畔道‧南部 36-6","101320502"
"11036007","100051","11036","維娜湖畔道‧南部 36-7","101320502"
"11036008","102021","11036","維娜湖畔道‧南部 36-8","101320502"
"11036009","101821","11036","維娜湖畔道‧南部 36-9","101320502"
"11036010","100011","11036","維娜湖畔道‧南部 36-10","101320502"
"11036011","101621","11036","維娜湖畔道‧南部 36-11","101320502"
"11036012","100011","11036","維娜湖畔道‧南部 36-12","101320502"
"11036013","101621","11036","維娜湖畔道‧南部 36-13","101320502"
"11036014","101831","11036","維娜湖畔道‧南部 36-14","101320502"
"11037001","100011","11037","維娜湖畔道‧北部 37-1","101320502"
"11037002","101621","11037","維娜湖畔道‧北部 37-2","101320502"
"11037003","100011","11037","維娜湖畔道‧北部 37-3","101320502"
"11037004","100011","11037","維娜湖畔道‧北部 37-4","101320502"
"11037005","102021","11037","維娜湖畔道‧北部 37-5","101320502"
"11037006","101821","11037","維娜湖畔道‧北部 37-6","101320502"
"11037007","101621","11037","維娜湖畔道‧北部 37-7","101320502"
"11037008","100051","11037","維娜湖畔道‧北部 37-8","101320502"
"11037009","100051","11037","維娜湖畔道‧北部 37-9","101320502"
"11037010","100011","11037","維娜湖畔道‧北部 37-10","101320502"
"11037011","102021","11037","維娜湖畔道‧北部 37-11","101320502"
"11037012","101621","11037","維娜湖畔道‧北部 37-12","101320502"
"11037013","100011","11037","維娜湖畔道‧北部 37-13","101320502"
"11037014","101831","11037","維娜湖畔道‧北部 37-14","101320502"
"11038001","100031","11038","拉圖斯斷崖‧南部 38-1","101381006"
"11038002","100031","11038","拉圖斯斷崖‧南部 38-2","101381006"
"11038003","101621","11038","拉圖斯斷崖‧南部 38-3","101381006"
"11038004","102091","11038","拉圖斯斷崖‧南部 38-4","101381006"
"11038005","102091","11038","拉圖斯斷崖‧南部 38-5","101381006"
"11038006","102091","11038","拉圖斯斷崖‧南部 38-6","101381006"
"11038007","101821","11038","拉圖斯斷崖‧南部 38-7","101381006"
"11038008","101671","11038","拉圖斯斷崖‧南部 38-8","101381006"
"11038009","100051","11038","拉圖斯斷崖‧南部 38-9","101381006"
"11038010","100051","11038","拉圖斯斷崖‧南部 38-10","101381006"
"11038011","101621","11038","拉圖斯斷崖‧南部 38-11","101381006"
"11038012","101621","11038","拉圖斯斷崖‧南部 38-12","101381006"
"11038013","102365","11038","拉圖斯斷崖‧南部 38-13","101381006"
"11038014","102368","11038","拉圖斯斷崖‧南部 38-14","101381006"
"11039001","100101","11039","拉圖斯斷崖‧北部 39-1","101390501"
"11039002","100011","11039","拉圖斯斷崖‧北部 39-2","101390501"
"11039003","101781","11039","拉圖斯斷崖‧北部 39-3","101390501"
"11039004","101781","11039","拉圖斯斷崖‧北部 39-4","101390501"
"11039005","101621","11039","拉圖斯斷崖‧北部 39-5","101390501"
"11039006","100011","11039","拉圖斯斷崖‧北部 39-6","101390501"
"11039007","100011","11039","拉圖斯斷崖‧北部 39-7","101390501"
"11039008","101671","11039","拉圖斯斷崖‧北部 39-8","101390501"
"11039009","100051","11039","拉圖斯斷崖‧北部 39-9","101390501"
"11039010","101621","11039","拉圖斯斷崖‧北部 39-10","101390501"
"11039011","100101","11039","拉圖斯斷崖‧北部 39-11","101390501"
"11039012","101621","11039","拉圖斯斷崖‧北部 39-12","101390501"
"11039013","102365","11039","拉圖斯斷崖‧北部 39-13","101390501"
"11039014","102368","11039","拉圖斯斷崖‧北部 39-14","101390501"
"11040001","101621","11040","斯卡普山系‧西麓 40-1","101390501"
"11040002","100241","11040","斯卡普山系‧西麓 40-2","101390501"
"11040003","101781","11040","斯卡普山系‧西麓 40-3","101390501"
"11040004","101621","11040","斯卡普山系‧西麓 40-4","101390501"
"11040005","100101","11040","斯卡普山系‧西麓 40-5","101390501"
"11040006","100101","11040","斯卡普山系‧西麓 40-6","101390501"
"11040007","102091","11040","斯卡普山系‧西麓 40-7","101390501"
"11040008","101671","11040","斯卡普山系‧西麓 40-8","101390501"
"11040009","101621","11040","斯卡普山系‧西麓 40-9","101390501"
"11040010","100221","11040","斯卡普山系‧西麓 40-10","101390501"
"11040011","100941","11040","斯卡普山系‧西麓 40-11","101390501"
"11040012","100221","11040","斯卡普山系‧西麓 40-12","101390501"
"11040013","100941","11040","斯卡普山系‧西麓 40-13","101390501"
"11040014","100951","11040","斯卡普山系‧西麓 40-14","101390501"
"11041001","101621","11041","斯卡普山系‧東麓 41-1","101390501"
"11041002","101621","11041","斯卡普山系‧東麓 41-2","101390501"
"11041003","101621","11041","斯卡普山系‧東麓 41-3","101390501"
"11041004","100101","11041","斯卡普山系‧東麓 41-4","101390501"
"11041005","100101","11041","斯卡普山系‧東麓 41-5","101390501"
"11041006","100941","11041","斯卡普山系‧東麓 41-6","101390501"
"11041007","100231","11041","斯卡普山系‧東麓 41-7","101390501"
"11041008","100231","11041","斯卡普山系‧東麓 41-8","101390501"
"11041009","100231","11041","斯卡普山系‧東麓 41-9","101390501"
"11041010","100941","11041","斯卡普山系‧東麓 41-10","101390501"
"11041011","100941","11041","斯卡普山系‧東麓 41-11","101390501"
"11041012","100941","11041","斯卡普山系‧東麓 41-12","101390501"
"11041013","100941","11041","斯卡普山系‧東麓 41-13","101390501"
"11041014","100951","11041","斯卡普山系‧東麓 41-14","101390501"
"11042001","101621","11042","佩克托斯冰峰‧西壁 42-1","101390501"
"11042002","101781","11042","佩克托斯冰峰‧西壁 42-2","101390501"
"11042003","101621","11042","佩克托斯冰峰‧西壁 42-3","101390501"
"11042004","100011","11042","佩克托斯冰峰‧西壁 42-4","101390501"
"11042005","100101","11042","佩克托斯冰峰‧西壁 42-5","101390501"
"11042006","100101","11042","佩克托斯冰峰‧西壁 42-6","101390501"
"11042007","100101","11042","佩克托斯冰峰‧西壁 42-7","101390501"
"11042008","100101","11042","佩克托斯冰峰‧西壁 42-8","101390501"
"11042009","100231","11042","佩克托斯冰峰‧西壁 42-9","101421206"
"11042010","100231","11042","佩克托斯冰峰‧西壁 42-10","101421206"
"11042011","100231","11042","佩克托斯冰峰‧西壁 42-11","101421206"
"11042012","100231","11042","佩克托斯冰峰‧西壁 42-12","101421206"
"11042013","100941","11042","佩克托斯冰峰‧西壁 42-13","101421206"
"11042014","100951","11042","佩克托斯冰峰‧西壁 42-14","101421206"
"11043001","101621","11043","佩克托斯冰峰‧東壁 43-1","101430105"
"11043002","101781","11043","佩克托斯冰峰‧東壁 43-2","101430202"
"11043003","100011","11043","佩克托斯冰峰‧東壁 43-3","101430305"
"11043004","100011","11043","佩克托斯冰峰‧東壁 43-4","101430403"
"11043005","100101","11043","佩克托斯冰峰‧東壁 43-5","101430506"
"11043006","100101","11043","佩克托斯冰峰‧東壁 43-6","101430604"
"11043007","100101","11043","佩克托斯冰峰‧東壁 43-7","101430706"
"11043008","100101","11043","佩克托斯冰峰‧東壁 43-8","101430806"
"11043009","100941","11043","佩克托斯冰峰‧東壁 43-9","101430903"
"11043010","100941","11043","佩克托斯冰峰‧東壁 43-10","101431001"
"11043011","100231","11043","佩克托斯冰峰‧東壁 43-11","101431101"
"11043012","100231","11043","佩克托斯冰峰‧東壁 43-12","101431207"
"11043013","100231","11043","佩克托斯冰峰‧東壁 43-13","101431303"
"11043014","100231","11043","佩克托斯冰峰‧東壁 43-14","101431405"
"11044001","100101","11044","斯夸瑪冰脈‧西壁 44-1","101440105"
"11044002","101621","11044","斯夸瑪冰脈‧西壁 44-2","101440201"
"11044003","100101","11044","斯夸瑪冰脈‧西壁 44-3","101440305"
"11044004","100101","11044","斯夸瑪冰脈‧西壁 44-4","101440401"
"11044005","100101","11044","斯夸瑪冰脈‧西壁 44-5","101440506"
"11044006","101781","11044","斯夸瑪冰脈‧西壁 44-6","101440603"
"11044007","100101","11044","斯夸瑪冰脈‧西壁 44-7","101440710"
"11044008","100941","11044","斯夸瑪冰脈‧西壁 44-8","101440801"
"11044009","100941","11044","斯夸瑪冰脈‧西壁 44-9","101440903"
"11044010","100231","11044","斯夸瑪冰脈‧西壁 44-10","101441004"
"11044011","100231","11044","斯夸瑪冰脈‧西壁 44-11","101441101"
"11044012","100231","11044","斯夸瑪冰脈‧西壁 44-12","101441207"
"11044013","100231","11044","斯夸瑪冰脈‧西壁 44-13","101441303"
"11044014","100231","11044","斯夸瑪冰脈‧西壁 44-14","101441405"
"11045001","101621","11045","斯夸瑪冰脈‧東壁 45-1","101450105"
"11045002","100101","11045","斯夸瑪冰脈‧東壁 45-2","101450201"
"11045003","100101","11045","斯夸瑪冰脈‧東壁 45-3","101450305"
"11045004","100101","11045","斯夸瑪冰脈‧東壁 45-4","101450401"
"11045005","100101","11045","斯夸瑪冰脈‧東壁 45-5","101450501"
"11045006","100231","11045","斯夸瑪冰脈‧東壁 45-6","101450603"
"11045007","100231","11045","斯夸瑪冰脈‧東壁 45-7","101450705"
"11045008","100231","11045","斯夸瑪冰脈‧東壁 45-8","101450807"
"11045009","100941","11045","斯夸瑪冰脈‧東壁 45-9","101450907"
"11045010","100941","11045","斯夸瑪冰脈‧東壁 45-10","101451001"
"11045011","100231","11045","斯夸瑪冰脈‧東壁 45-11","101451107"
"11045012","100231","11045","斯夸瑪冰脈‧東壁 45-12","101451201"
"11045013","100231","11045","斯夸瑪冰脈‧東壁 45-13","101451303"
"11045014","100231","11045","斯夸瑪冰脈‧東壁 45-14","101451401"
"11046001","100101","11046","拉泰里山脈‧崖上 46-1","101460105"
"11046002","100231","11046","拉泰里山脈‧崖上 46-2","101460201"
"11046003","100231","11046","拉泰里山脈‧崖上 46-3","101460305"
"11046004","100231","11046","拉泰里山脈‧崖上 46-4","101460401"
"11046005","100231","11046","拉泰里山脈‧崖上 46-5","101460501"
"11046006","100941","11046","拉泰里山脈‧崖上 46-6","101460603"
"11046007","100941","11046","拉泰里山脈‧崖上 46-7","101460701"
