d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740
"1009807153","","3","93","","","","0","","1009807",""
"1009807154","","100411","3","","1","","lsv_idle_normal_joy","","1009807","0.2"
"1009807155","0","103611","12","0","1","0","10","0","1009807","0"
"1009807156","","103611","3","","1","","lsv_talk_joy3_dere","","1009807","0.2"
"1009807157","","3","93","","","","0","","1009807",""
"1009807158","","103611","3","","1","","lsv_idle_wish","","1009807","0.2"
"1009807159","","1009807147","101","","","","","","1009807",""
"1009807160","0","333","6","1","1","","1","0","1009807","1"
"1009807161","","102011","4","","","","1","","1009807",""
"1009807162","","102011","3","","1","","lsv_run","","1009807","0.2"
"1009807163","0","102011","2","0.8","-235","","-750","","1009807",""
"1009807164","","100411","4","","","","0","","1009807",""
"1009807165","","100411","3","","1","","lsv_run","","1009807","0.2"
"1009807166","0","100411","2","0.8","-220","","750","","1009807",""
"1009807167","","103611","4","","","","0","","1009807",""
"1009807168","","103611","3","","1","","lsv_run","","1009807","0.2"
"1009807169","0","103611","2","0.8","-250","","850","","1009807",""
"1009807170","","0.6","93","","","","","","1009807",""
"1009807171","0","102011","6","1","1","","1","0","1009807","0.2"
"1009807172","0","100411","6","1","1","","1","0","1009807","0.2"
"1009807173","0","103611","6","1","1","","1","0","1009807","0.2"
"1009807174","","0","91","","","","","","1009807",""
"1009808001","-220","1","1","-700","101","lsv_idle_normal","100411","0","1009808","1.95"
"1009808002","-235","1","1","-550","100","lsv_idle_normal","102011","0","1009808","1.95"
"1009808003","-250","1","1","-800","102","lsv_idle_normal","103611","0","1009808","1.95"
"1009808004","0","1","5","0","0","lsv_white_loop","333","0","1009808","1"
"1009808005","0","333","6","1","1","","1","0","1009808","0"
"1009808006","1.3","3","31","110","-630","","13","","1009808","0"
"1009808007","0","100411","6","1","1","","1","0","1009808","0"
"1009808008","0","102011","6","1","1","","1","0","1009808","0"
"1009808009","0","103611","6","1","1","","1","0","1009808","0"
"1009808010","","1","93","","","","0","","1009808",""
"1009808011","0.4","333","6","1","1","","1","0","1009808","0.8"
"1009808012","","100411","3","","1","","lsv_walk_glad","","1009808","0.2"
"1009808013","0","100411","2","2","-220","","-100","","1009808",""
"1009808014","1","100411","6","1","1","","1","0","1009808","0.4"
"1009808015","","102011","3","","1","","lsv_walk_glad2","","1009808","0.2"
"1009808016","0","102011","2","2.2","-235","","100","","1009808",""
"1009808017","1","102011","6","1","1","","1","0","1009808","0.4"
"1009808018","","103611","3","","1","","lsv_walk_glad","","1009808","0.2"
"1009808019","0","103611","2","2","-250","","-270","","1009808",""
"1009808020","1","103611","6","1","1","","1","0","1009808","0.4"
"1009808021","","13","32","","","","1","","1009808",""
"1009808022","0","13","33","2","110","","-180","","1009808",""
"1009808023","","2","93","","","","","","1009808",""
"1009808024","","13","32","","","","0","","1009808",""
"1009808025","","100411","3","","1","","lsv_idle_normal","","1009808","0.2"
"1009808026","","103611","3","","1","","lsv_idle_normal","","1009808","0.2"
"1009808027","","0.2","93","","","","","","1009808",""
"1009808028","","102011","4","","","","1","","1009808",""
"1009808029","","102011","3","","1","","lsv_idle_normal","","1009808","0.2"
"1009808030","","0.5","93","","","","","","1009808",""
"1009808031","","100411","12","","0.5","","10","0","1009808","0"
"1009808032","1","100411","3","lsv_idle_normal","0","","lsv_smile2","0.2","1009808","0"
"1009808033","","102011","12","","0.5","","10","0","1009808","0"
"1009808034","1","102011","3","lsv_idle_normal","0","","lsv_smile2","0.2","1009808","0"
"1009808035","","103611","12","","0.5","","10","0","1009808","0"
"1009808036","1","103611","3","lsv_idle_normal","0","","lsv_smile2","0.2","1009808","0"
"1009808037","","1.5","93","","","","","","1009808",""
"1009808038","","102011","4","","","","0","","1009808",""
"1009808039","","102011","3","","1","","lsv_walk","","1009808","0.2"
"1009808040","0","102011","2","1","-235","","200","","1009808",""
"1009808041","","1","93","","","","","","1009808",""
"1009808042","","102011","3","","1","","lsv_idle_normal","","1009808","0.2"
"1009808043","","0","93","","","","","","1009808",""
"1009808044","","102011","4","","","","1","","1009808",""
"1009808045","","0.6","93","","","","","","1009808",""
"1009808046","1","100411","3","lsv_talk_arm_crossed_loop_joy","0","","lsv_talk_arm_crossed_joy","0.2","1009808","0"
"1009808047","","vo_lsv","21","0","0","","vo_lsv_0821","","1009808",""
"1009808048","1","100411","11","1","10","0","喵特\n好大隻好可愛喔──！","0","1009808","0"
"1009808049","","0","91","","","","","","1009808",""
"1009808050","","100411","3","","1","","lsv_idle_arm_crossed_joy","","1009808","0.2"
"1009808051","","102011","3","","1","","lsv_talk_memory_dere2","","1009808","0.2"
"1009808052","","vo_lsv","21","0","0","","vo_lsv_0822","","1009808",""
"1009808053","1","102011","11","1","10","0","嗯♪\n而且很溫柔……\n又鬆鬆軟軟的♪","0","1009808","0"
"1009808054","","0","91","","","","","","1009808",""
"1009808055","","102011","3","","1","","lsv_idle_memory","","1009808","0.2"
"1009808056","","103611","3","","1","","lsv_talk_thinking_joyR","","1009808","0.2"
"1009808057","","vo_lsv","21","0","0","","vo_lsv_0823","","1009808",""
"1009808058","1","103611","11","1","10","0","栞小姐也很溫柔，\n還知道了她願意幫忙我們……\n真是美好的一天。","0","1009808","0"
"1009808059","","0","91","","","","","","1009808",""
"1009808060","","103611","3","","1","","lsv_idle_normal","","1009808","0.2"
"1009808061","","102011","3","","1","","lsv_idle_normal","","1009808","0.2"
"1009808062","1","100411","3","lsv_talk_cool_normal2_loop","0","","lsv_talk_cool_normal2","0.2","1009808","0"
"1009808063","","vo_lsv","21","0","0","","vo_lsv_0824","","1009808",""
"1009808064","1","100411","11","1","10","0","就以這個步調，和小繆\n去各種地方，\n玩各種遊戲吧！","0","1009808","0"
"1009808065","","0","91","","","","","","1009808",""
"1009808066","","100411","3","","1","","lsv_idle_cool_joy","","1009808","0.2"
"1009808067","1","103611","3","lsv_talk_doya_anger_loop","0","","lsv_talk_doya","0.2","1009808","0"
"1009808068","","vo_lsv","21","0","0","","vo_lsv_0825","","1009808",""
"1009808069","1","103611","11","1","10","0","嗯！\n……啊，\n觀察也不能忘記喔？","0","1009808","0"
"1009808070","","0","91","","","","","","1009808",""
"1009808071","","103611","3","","1","","lsv_idle_doya","","1009808","0.2"
"1009808072","","100411","3","","1","","lsv_talk_bitter","","1009808","0.2"
"1009808073","","vo_lsv","21","0","0","","vo_lsv_0826","","1009808",""
"1009808074","1","100411","11","1","10","0","這、這是當然的啊～！\n啊哈哈哈哈～","0","1009808","0"
"1009808075","","0","91","","","","","","1009808",""
"1009808076","","100411","3","","1","","lsv_idle_bitter","","1009808","0.2"
"1009808077","","102011","3","","1","","lsv_talk_surprise_talkjoy","","1009808","0.2"
"1009808078","","vo_lsv","21","0","0","","vo_lsv_0827","","1009808",""
"1009808079","1","102011","11","1","10","0","欸欸，哥哥♪\n哥哥知道還有誰能和小繆\n成為好朋友嗎？","0","1009808","0"
"1009808080","","0","91","","","","","","1009808",""
"1009808081","","102011","3","","1","","lsv_idle_surprise_joy","","1009808","0.2"
"1009808082","1","100411","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009808","0"
"1009808083","1","102011","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009808","0"
"1009808084","1","103611","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009808","0"
"1009808085","","0.1","93","","","","0","","1009808",""
"1009808086","2","100411","2","0.33","-220","","-420","0.2","1009808",""
"1009808087","2","102011","2","0.33","-235","","452","0.2","1009808",""
"1009808088","2","103611","2","0.33","-250","","-545","0.2","1009808",""
"1009808089","","0","22","","1","","0","","1009808","0.2"
"1009808090","","牧場的牛群。","103","","0","","1009808093","","1009808",""
"1009808091","","噗吉。","103","","0","","1009808117","","1009808",""
"1009808092","","拉格。","103","","0","","1009808141","","1009808",""
"1009808093","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009808","0"
"1009808094","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009808","0"
"1009808095","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009808","0"
"1009808096","","0.1","93","","","","0","","1009808",""
"1009808097","2","100411","2","0.33","-220","","-100","0.2","1009808",""
"1009808098","2","102011","2","0.33","-235","","200","0.2","1009808",""
"1009808099","2","103611","2","0.33","-250","","-270","0.2","1009808",""
"1009808100","","0.7","93","","","","0","","1009808",""
"1009808101","","103611","3","","1","","lsv_talk_thinking_joyR","","1009808","0.2"
"1009808102","","vo_lsv","21","0","0","","vo_lsv_0828","","1009808",""
"1009808103","1","103611","11","1","10","0","原來如此……這提議不錯耶。\n牧場的牛牛\n應該都習慣與人相處了。","0","1009808","0"
"1009808104","","0","91","","","","","","1009808",""
"1009808105","","103611","3","","1","","lsv_idle_thinking_joy1","","1009808","0.2"
"1009808106","","102011","3","","1","","lsv_talk_wish_joy","","1009808","0.2"
"1009808107","","vo_lsv","21","0","0","","vo_lsv_0829","","1009808",""
"1009808108","1","102011","11","1","10","0","所以也一定會溫柔地\n對待小繆吧♪","0","1009808","0"
"1009808109","","0","91","","","","","","1009808",""
"1009808110","","102011","3","","1","","lsv_idle_wish_joy","","1009808","0.2"
"1009808111","","100411","3","","1","","lsv_talk_normal","","1009808","0.2"
"1009808112","","vo_lsv","21","0","0","","vo_lsv_0830","","1009808",""
"1009808113","1","100411","11","1","10","0","牧場的話，\n因為栞姐姐也在，\n所以可以放心呢！","0","1009808","0"
"1009808114","","0","91","","","","","","1009808",""
"1009808115","","100411","3","","1","","lsv_idle_normal","","1009808","0.2"
"1009808116","","1009808166","101","","","","","","1009808",""
"1009808117","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009808","0"
"1009808118","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009808","0"
"1009808119","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009808","0"
"1009808120","","0.1","93","","","","0","","1009808",""
"1009808121","2","100411","2","0.33","-220","","-100","0.2","1009808",""
"1009808122","2","102011","2","0.33","-235","","200","0.2","1009808",""
"1009808123","2","103611","2","0.33","-250","","-270","0.2","1009808",""
"1009808124","","0.7","93","","","","0","","1009808",""
"1009808125","","102011","3","","1","","lsv_talk_joy3_blink","","1009808","0.2"
"1009808126","","vo_lsv","21","0","0","","vo_lsv_0831","","1009808",""
"1009808127","1","102011","11","1","10","0","是說綾音的朋友？\n如果是噗吉，\n一定能跟小繆成為好朋友的♪","0","1009808","0"
"1009808128","","0","91","","","","","","1009808",""
"1009808129","","102011","3","","1","","lsv_idle_joy","","1009808","0.2"
"1009808130","","103611","3","","1","","lsv_talk_surprise","","1009808","0.2"
"1009808131","","vo_lsv","21","0","0","","vo_lsv_0832","","1009808",""
"1009808132","1","103611","11","1","10","0","是綾音的話，就不必\n擔心了呢……因為她應該已經\n習慣與奇妙的孩子相處了。","0","1009808","0"
"1009808133","","0","91","","","","","","1009808",""
"1009808134","","103611","3","","1","","lsv_idle_surprise","","1009808","0.2"
"1009808135","","100411","3","","1","","lsv_talk_thinking_talkR","","1009808","0.2"
"1009808136","","vo_lsv","21","0","0","","vo_lsv_0833","","1009808",""
"1009808137","1","100411","11","1","10","0","仔細想想，\n噗吉本身就\n很不可思議呢……","0","1009808","0"
"1009808138","","0","91","","","","","","1009808",""
"1009808139","","100411","3","","1","","lsv_idle_thinking_joy1","","1009808","0.2"
"1009808140","","1009808166","101","","","","","","1009808",""
"1009808141","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009808","0"
"1009808142","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009808","0"
"1009808143","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009808","0"
"1009808144","","0.1","93","","","","0","","1009808",""
"1009808145","2","100411","2","0.33","-220","","-100","0.2","1009808",""
"1009808146","2","102011","2","0.33","-235","","200","0.2","1009808",""
"1009808147","2","103611","2","0.33","-250","","-270","0.2","1009808",""
"1009808148","","0.7","93","","","","0","","1009808",""
"1009808149","","100411","3","","1","","lsv_talk_surprise2","","1009808","0.2"
"1009808150","","vo_lsv","21","0","0","","vo_lsv_0834","","1009808",""
"1009808151","1","100411","11","1","10","0","咦咦，龍！？\n那是說龍嗎？","0","1009808","0"
"1009808152","","0","91","","","","","","1009808",""
"1009808153","","100411","3","","1","","lsv_idle_surprise","","1009808","0.2"
"1009808154","","102011","3","","1","","lsv_talk_normal_suprise1","","1009808","0.2"
"1009808155","","vo_lsv","21","0","0","","vo_lsv_0835","","1009808",""
"1009808156","1","102011","11","1","10","0","有位和厲害的魔物先生\n關係很好的人對吧～","0","1009808","0"
"1009808157","","0","91","","","","","","1009808",""
"1009808158","","102011","3","","1","","lsv_idle_normal","","1009808","0.2"
"1009808159","","103611","3","","1","","lsv_talk_sad","","1009808","0.2"
"1009808160","","vo_lsv","21","0","0","","vo_lsv_0836","","1009808",""
"1009808161","1","103611","11","1","10","0","有、有種危險的氣息呢……\n那個人的話，\n那個……我們再考慮一下吧。","0","1009808","0"
"1009808162","","0","91","","","","","","1009808",""
"1009808163","","103611","3","","1","","lsv_idle_sad","","1009808","0.2"
"1009808164","","100411","3","","1","","lsv_idle_surprise_talkR1","","1009808","0.2"
"1009808165","","1009808166","101","","","","","","1009808",""
"1009808166","","0","91","","","","","","1009808",""
"1009808167","","","102","","","","","","1009808",""
"1009808168","","0","22","","","","0.2","","1009808",""
"1009808169","","0.2","93","","","","","","1009808",""
"1009808170","0","102011","12","0","1","0","7","0","1009808","0"
"1009808171","","102011","3","","1","","lsv_talk_surprise_kira","","1009808","0.2"
"1009808172","","3","93","","","","0","","1009808",""
"1009808173","","102011","3","","1","","lsv_idle_surprise","","1009808","0.2"
"1009808174","0","100411","12","0","1","0","5","0","1009808","0"
"1009808175","","100411","3","","1","","lsv_talk_wish_surprise","","1009808","0.2"
"1009808176","","3","93","","","","0","","1009808",""
"1009808177","","100411","3","","1","","lsv_idle_wish","","1009808","0.2"
"1009808178","0","103611","12","0","1","0","1","0","1009808","0"
"1009808179","","103611","3","","1","","lsv_talk_normal_sad","","1009808","0.2"
"1009808180","","3","93","","","","0","","1009808",""
"1009808181","","103611","3","","1","","lsv_idle_normal","","1009808","0.2"
"1009808182","","1009808170","101","","","","","","1009808",""
"1009808183","0","333","6","1","1","","1","0","1009808","1"
"1009808184","","100411","4","","","","1","","1009808",""
"1009808185","","100411","3","","1","","lsv_run","","1009808","0.2"
"1009808186","0","100411","2","0.8","-220","","-750","","1009808",""
"1009808187","","102011","4","","","","0","","1009808",""
"1009808188","","102011","3","","1","","lsv_run","","1009808","0.2"
"1009808189","0","102011","2","0.8","-235","","750","","1009808",""
"1009808190","","103611","4","","","","1","","1009808",""
"1009808191","","103611","3","","1","","lsv_run","","1009808","0.2"
"1009808192","0","103611","2","0.8","-250","","-850","","1009808",""
"1009808193","","0.6","93","","","","","","1009808",""
"1009808194","0","100411","6","1","1","","1","0","1009808","0.2"
"1009808195","0","102011","6","1","1","","1","0","1009808","0.2"
"1009808196","0","103611","6","1","1","","1","0","1009808","0.2"
"1009808197","","0","91","","","","","","1009808",""
"1009809001","-235","1","1","-750","102","lsv_idle_normal","103611","0","1009809","1.95"
"1009809002","-220","1","1","650","100","lsv_idle_normal","102011","1","1009809","1.95"
"1009809003","-250","1","1","750","101","lsv_idle_normal","100411","1","1009809","1.95"
"1009809004","0","1","5","0","0","lsv_white_loop","333","0","1009809","1"
"1009809005","0","333","6","1","1","","1","0","1009809","0"
"1009809006","0","103611","6","1","1","","1","0","1009809","0"
"1009809007","0","102011","6","1","1","","1","0","1009809","0"
"1009809008","0","100411","6","1","1","","1","0","1009809","0"
"1009809009","","103611","7","0","0","","2","","1009809",""
"1009809010","0","103611","2","0.5","-235","","-750","","1009809",""
"1009809011","0.8","2","31","10","-140","","16","","1009809","0"
"1009809012","","16","34","0","0","","2","","1009809",""
"1009809013","","1","93","","","","0","","1009809",""
"1009809014","0.4","333","6","1","1","","1","0","1009809","0.8"
"1009809015","1","103611","3","lsv_see_sad","0","","lsv_see_sad_pre","0","1009809","0.2"
"1009809016","0","103611","2","1.1","-235","","-600","","1009809",""
"1009809017","1","103611","6","1","1","","1","0","1009809","0.4"
"1009809018","","1","93","","","","","","1009809",""
"1009809019","","16","32","","","","1","","1009809",""
"1009809020","","0","91","","","","","","1009809",""
"1009809021","80","103611","94","0","260","","240","","1009809",""
"1009809022","","16","32","","","","0","","1009809",""
"1009809023","","103611","12","","1","","1","0","1009809","0"
"1009809024","","103611","7","0","2","","0","","1009809",""
"1009809025","","103611","3","","1","","lsv_walk_sad","","1009809","0.2"
"1009809026","0","103611","2","2","-235","","-250","","1009809",""
"1009809027","","102011","3","","1","","lsv_walk","","1009809","0.2"
"1009809028","0","102011","2","2","-220","","100","","1009809",""
"1009809029","1","102011","6","1","1","","1","0","1009809","0.4"
"1009809030","","100411","3","","1","","lsv_walk_talkR","","1009809","0.2"
"1009809031","0","100411","2","2","-250","","270","","1009809",""
"1009809032","1","100411","6","1","1","","1","0","1009809","0.4"
"1009809033","","2","93","","","","","","1009809",""
"1009809034","","103611","3","","1","","lsv_idle_normal","","1009809","0.2"
"1009809035","","102011","3","","1","","lsv_idle_normal","","1009809","0.2"
"1009809036","","100411","3","","1","","lsv_idle_sad","","1009809","0.2"
"1009809037","","0.5","93","","","","","","1009809",""
"1009809038","","0","91","","","","","","1009809",""
"1009809039","","100411","3","","1","","lsv_talk_sad","","1009809","0.2"
"1009809040","","vo_lsv","21","0","0","","vo_lsv_0921","","1009809",""
"1009809041","1","100411","11","1","10","0","今天……\n發生了好多事情喔。","0","1009809","0"
"1009809042","","0","91","","","","","","1009809",""
"1009809043","","100411","3","","1","","lsv_idle_sad","","1009809","0.2"
"1009809044","","102011","3","","1","","lsv_talk_wish_nervous","","1009809","0.2"
"1009809045","","vo_lsv","21","0","0","","vo_lsv_0922","","1009809",""
"1009809046","1","102011","11","1","10","0","嗯……\n不過，能救出小繆\n真是太好了。","0","1009809","0"
"1009809047","","0","91","","","","","","1009809",""
"1009809048","","102011","3","","1","","lsv_idle_wish_nervous","","1009809","0.2"
"1009809049","","100411","3","","1","","lsv_talk_sad","","1009809","0.2"
"1009809050","","vo_lsv","21","0","0","","vo_lsv_0923","","1009809",""
"1009809051","1","100411","11","1","10","0","……雖然牠有點\n變小了。","0","1009809","0"
"1009809052","","0","91","","","","","","1009809",""
"1009809053","","100411","3","","1","","lsv_idle_sad","","1009809","0.2"
"1009809054","","102011","3","","1","","lsv_talk_sad","","1009809","0.2"
"1009809055","","vo_lsv","21","0","0","","vo_lsv_0924","","1009809",""
"1009809056","1","102011","11","1","10","0","……嗯。","0","1009809","0"
"1009809057","","0","91","","","","","","1009809",""
"1009809058","","102011","3","","1","","lsv_idle_normal","","1009809","0.2"
"1009809059","","100411","3","","1","","lsv_idle_normal_talkR","","1009809","0.2"
"1009809060","","103611","3","","1","","lsv_talk_thinking","","1009809","0.2"
"1009809061","","vo_lsv","21","0","0","","vo_lsv_0925","","1009809",""
"1009809062","1","103611","11","1","10","0","……小繆\n到底是什麼生物，\n雖然之前一直想不出來……","0","1009809","0"
"1009809063","","0","91","","","","","","1009809",""
"1009809064","","103611","3","","1","","lsv_idle_thinking","","1009809","0.2"
"1009809065","","100411","3","","1","","lsv_talk_normal_suprise1","","1009809","0.2"
"1009809066","","vo_lsv","21","0","0","","vo_lsv_0926","","1009809",""
"1009809067","1","100411","11","1","10","0","這下終於知道了呢。\n不過有點……\n不對，是非常令人驚訝呢。","0","1009809","0"
"1009809068","","0","91","","","","","","1009809",""
"1009809069","","100411","3","","1","","lsv_idle_normal_talkR","","1009809","0.2"
"1009809070","","103611","3","","1","","lsv_talk_thinking_anger","","1009809","0.2"
"1009809071","","vo_lsv","21","0","0","","vo_lsv_0927","","1009809",""
"1009809072","1","103611","11","1","10","0","能喚來幸福的生物……\n那就是小繆。","0","1009809","0"
"1009809073","","0","91","","","","","","1009809",""
"1009809074","","103611","3","","1","","lsv_idle_sad","","1009809","0.2"
"1009809075","","102011","3","","1","","lsv_talk_sad","","1009809","0.2"
"1009809076","","vo_lsv","21","0","0","","vo_lsv_0928","","1009809",""
"1009809077","1","102011","11","1","10","0","美美我們……\n接下來該怎麼辦呢？","0","1009809","0"
"1009809078","","0","91","","","","","","1009809",""
"1009809079","","102011","3","","1","","lsv_idle_normal","","1009809","0.2"
"1009809080","","100411","3","","1","","lsv_talk_anger_dead","","1009809","0.2"
"1009809081","","vo_lsv","21","0","0","","vo_lsv_0929","","1009809",""
"1009809082","1","100411","11","1","10","0","……不知道耶。","0","1009809","0"
"1009809083","","0","91","","","","","","1009809",""
"1009809084","","100411","3","","1","","lsv_idle_anger_sad","","1009809","0.2"
"1009809085","","103611","3","","1","","lsv_talk_normal_sad","","1009809","0.2"
"1009809086","","vo_lsv","21","0","0","","vo_lsv_0930","","1009809",""
"1009809087","1","103611","11","1","10","0","畢竟突然發生了\n這麼多事嘛。\n……冷靜不下來也是當然的。","0","1009809","0"
"1009809088","","0","91","","","","","","1009809",""
"1009809089","","vo_lsv","21","0","0","","vo_lsv_0931","","1009809",""
"1009809090","1","103611","11","1","10","0","總之，今天先休息吧。\n之後的事情，\n明天再來考慮吧。","0","1009809","0"
"1009809091","","0","91","","","","","","1009809",""
"1009809092","","103611","3","","1","","lsv_idle_normal","","1009809","0.2"
"1009809093","1","100411","3","lsv_idle_normal_sad","0","","lsv_agree_sad","0.2","1009809","0"
"1009809094","1","102011","3","lsv_idle_normal_sad","0","","lsv_agree_sad","0.2","1009809","0"
"1009809095","","vo_lsv","21","0","0","","vo_lsv_0932","","1009809",""
"1009809096","1","100411","11","1","10","0","……嗯。","0","1009809","0"
"1009809097","1","102011","11","1","10","0","……嗯。","0","1009809","0"
"1009809098","","0","91","","","","","","1009809",""
"1009809099","","0","22","","1","","0","","1009809","0.2"
"1009809100","","","102","","","","","","1009809",""
"1009809101","","0.2","93","","","","","","1009809",""
"1009809102","0","103611","12","0","1","0","1","0","1009809","0"
"1009809103","","103611","3","","1","","lsv_talk_normal_sad","","1009809","0.2"
"1009809104","","3","93","","","","0","","1009809",""
"1009809105","","103611","3","","1","","lsv_idle_normal","","1009809","0.2"
"1009809106","0","102011","12","0","1","0","2","0","1009809","0"
"1009809107","","102011","3","","1","","lsv_talk_bitter","","1009809","0.2"
"1009809108","","3","93","","","","0","","1009809",""
"1009809109","","102011","3","","1","","lsv_idle_sad_normal","","1009809","0.2"
"1009809110","0","100411","12","0","1","0","4","0","1009809","0"
"1009809111","","100411","3","","1","","lsv_idle_anger_sad","","1009809","0.2"
"1009809112","","3","93","","","","0","","1009809",""
"1009809113","","100411","3","","1","","lsv_idle_normal_sad","","1009809","0.2"
"1009809114","","1009809102","101","","","","","","1009809",""
"1009809115","0","333","6","1","1","","1","0","1009809","1"
"1009809116","","103611","4","","","","1","","1009809",""
"1009809117","","103611","3","","1","","lsv_run_sad","","1009809","0.2"
"1009809118","0","103611","2","0.8","-235","","-750","","1009809",""
"1009809119","","102011","4","","","","0","","1009809",""
"1009809120","","102011","3","","1","","lsv_run_sad","","1009809","0.2"
"1009809121","0","102011","2","0.8","-220","","750","","1009809",""
"1009809122","","100411","4","","","","0","","1009809",""
"1009809123","","100411","3","","1","","lsv_run_sad","","1009809","0.2"
"1009809124","0","100411","2","0.8","-250","","850","","1009809",""
"1009809125","","0.6","93","","","","","","1009809",""
"1009809126","0","103611","6","1","1","","1","0","1009809","0.2"
"1009809127","0","102011","6","1","1","","1","0","1009809","0.2"
"1009809128","0","100411","6","1","1","","1","0","1009809","0.2"
"1009809129","","0","91","","","","","","1009809",""
"1009810001","-235","1","1","-650","102","lsv_idle_normal","100411","0","1009810","1.95"
"1009810002","-220","1","1","650","100","lsv_idle_normal","102011","1","1009810","1.95"
"1009810003","-250","1","1","750","101","lsv_idle_normal","103611","1","1009810","1.95"
"1009810004","0","1","5","0","0","lsv_white_loop","333","0","1009810","1"
"1009810005","0","333","6","1","1","","1","0","1009810","0"
"1009810006","0","100411","6","1","1","","1","0","1009810","0"
"1009810007","0","102011","6","1","1","","1","0","1009810","0"
"1009810008","0","103611","6","1","1","","1","0","1009810","0"
"1009810009","","1","93","","","","0","","1009810",""
"1009810010","0.4","333","6","1","1","","1","0","1009810","0.8"
"1009810011","","100411","3","","1","","lsv_walk","","1009810","0.2"
"1009810012","0","100411","2","2","-235","","-200","","1009810",""
"1009810013","1","100411","6","1","1","","1","0","1009810","0.4"
"1009810014","","102011","3","","1","","lsv_walk","","1009810","0.2"
"1009810015","0","102011","2","2","-220","","100","","1009810",""
"1009810016","1","102011","6","1","1","","1","0","1009810","0.4"
"1009810017","","103611","3","","1","","lsv_walk","","1009810","0.2"
"1009810018","0","103611","2","2","-250","","270","","1009810",""
"1009810019","1","103611","6","1","1","","1","0","1009810","0.4"
"1009810020","","2","93","","","","0","","1009810",""
"1009810021","","100411","3","","1","","lsv_idle_normal","","1009810","0.2"
"1009810022","","102011","3","","1","","lsv_idle_normal","","1009810","0.2"
"1009810023","","103611","3","","1","","lsv_idle_normal","","1009810","0.2"
"1009810024","","0.6","93","","","","0","","1009810",""
"1009810025","1","103611","3","lsv_talk_guts2_anger_loop","0","","lsv_talk_guts2_anger","0.2","1009810","0"
"1009810026","","vo_lsv","21","0","0","","vo_lsv_1021","","1009810",""
"1009810027","1","103611","11","1","10","0","……都到這一步了，\n我們就負起責任到最後，\n讓牠好好地回去吧。","0","1009810","0"
"1009810028","","0","91","","","","","","1009810",""
"1009810029","","103611","3","","1","","lsv_idle_guts2_anger","","1009810","0.2"
"1009810030","","102011","3","","1","","lsv_talk_joy3_dere","","1009810","0.2"
"1009810031","","vo_lsv","21","0","0","","vo_lsv_1022","","1009810",""
"1009810032","1","102011","11","1","10","0","……說得沒錯。\n這是大家一起決定的嘛。","0","1009810","0"
"1009810033","","0","91","","","","","","1009810",""
"1009810034","","102011","3","","1","","lsv_idle_sad_joynormal","","1009810","0.2"
"1009810035","","100411","3","","1","","lsv_talk_thinking","","1009810","0.2"
"1009810036","","vo_lsv","21","0","0","","vo_lsv_1023","","1009810",""
"1009810037","1","100411","11","1","10","0","不過……\n在那之前還有事情要做喔。","0","1009810","0"
"1009810038","","0","91","","","","","","1009810",""
"1009810039","","100411","3","","1","","lsv_idle_normal","","1009810","0.2"
"1009810040","","102011","3","","1","","lsv_idle_normal","","1009810","0.2"
"1009810041","1","100411","3","lsv_talk_guts2_loop","0","","lsv_talk_guts2","0.2","1009810","0"
"1009810042","","vo_lsv","21","0","0","","vo_lsv_1024","","1009810",""
"1009810043","1","100411","11","1","10","0","要讓小繆恢復活力，\n還有要特訓！\n讓牠回到那邊也不會有問題♪","0","1009810","0"
"1009810044","","0","91","","","","","","1009810",""
"1009810045","","100411","3","","1","","lsv_idle_guts2_joy","","1009810","0.2"
"1009810046","1","103611","3","lsv_talk_doya_loop","0","","lsv_talk_doya","0.2","1009810","0"
